loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	is_merged
loop_1849	chr8	35725000	35730000	chr8	36200000	36205000	chr8:35725000-35730000_chr8:36200000-36205000	TRUE	0.0243789459324394	4.73536512894367	0.0463809570390549	0.832110151423406	0.92747813443846	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.92747813443846	NA	NA	0.0243789459324394	NA	NA	5	1	FALSE
loop_7856	chr8	35170000	35180000	chr8	35450000	35460000	chr8:35170000-35180000_chr8:35450000-35460000	FALSE	0.14456854192106	5.28803159624268	2.93359476679644	0.102501747538398	0.259807318881066	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.283348580765605	0.259807318881066	NA	0.214880095529769	0.14456854192106	NA	10	2	TRUE
loop_18686	chr8	34210000	34220000	chr8	34810000	34820000	chr8:34210000-34220000_chr8:34810000-34820000	FALSE	0.286333985912029	5.28512996446751	11.7853546828766	0.00263733826356965	0.0220089378986388	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.170972894986215	0.0220089378986388	0.0505932018480936	0.260121377599206	0.286333985912029	0.229102691997398	10	3	TRUE
loop_1870	chr8	36200000	36205000	chr8	37060000	37065000	chr8:36200000-36205000_chr8:37060000-37065000	FALSE	0.519809727544818	4.0624178530438	8.58020113311525	0.00954606357771418	0.0749079720471084	FALSE	TRUE	trending	unchanged	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.0749079720471084	0.0857738411017765	0.192287622845842	0.519809727544818	0.294661241901362	0.188662799814995	5	3	TRUE
loop_20512	chr8	37150000	37160000	chr8	40130000	40140000	chr8:37150000-37160000_chr8:40130000-40140000	FALSE	0.190861103412744	3.83879238706175	2.62581399886864	0.120805914726948	0.28931222132278	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.99526290433926	0.28931222132278	0.44868483450742	0.00306898494351687	0.190861103412744	0.133623395015957	10	3	TRUE
loop_1875	chr8	36140000	36145000	chr8	36250000	36255000	chr8:36140000-36145000_chr8:36250000-36255000	FALSE	0.173629253156388	3.78455749195217	1.04925455915706	0.320384475585878	0.581523532854069	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.581523532854069	NA	NA	0.173629253156388	NA	NA	5	1	FALSE
loop_7987	chr8	27670000	27680000	chr8	30920000	30930000	chr8:27670000-27680000_chr8:30920000-30930000	FALSE	-0.511863483899756	3.7322030291973	29.151927695355	2.76854219941496e-5	8.4787073149065e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.0198199666135274	8.4787073149065e-4	0.00419611357652027	-0.593005894634975	-0.511863483899756	-0.363334557589581	10	3	TRUE
loop_3441	chr8	35860000	35865000	chr8	36345000	36350000	chr8:35860000-35865000_chr8:36345000-36350000	TRUE	0.139292811651703	4.35802463291444	0.657975882349337	0.428760016817638	0.675745143835814	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.675745143835814	0.985686173343691	NA	0.139292811651703	0.00329932561266859	NA	5	2	TRUE
loop_4166	chr8	36405000	36410000	chr8	36520000	36525000	chr8:36405000-36410000_chr8:36520000-36525000	TRUE	-0.0481388550521199	5.69547823943617	0.238498522973492	0.631684939349356	0.817367674993173	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.817367674993173	NA	NA	-0.0481388550521199	NA	NA	5	1	FALSE
loop_17	chr8	41360000	41370000	chr8	41410000	41420000	chr8:41360000-41370000_chr8:41410000-41420000	FALSE	0.00825077652983516	6.30277751062697	0.0256699332218374	0.874316872092499	0.934653037135584	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.970449654469494	0.934653037135584	NA	-0.00841870945274497	0.00825077652983516	NA	10	2	TRUE
loop_4208	chr8	30840000	30845000	chr8	31030000	31035000	chr8:30840000-30845000_chr8:31030000-31035000	FALSE	0.435413433326888	3.96695669086252	9.63246288485765	0.00660095772703213	0.0600396670953423	FALSE	TRUE	trending	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.0600396670953423	0.156341685646508	NA	0.435413433326888	0.208181586694995	NA	5	2	TRUE
loop_16671	chr8	41050000	41075000	chr8	41400000	41425000	chr8:41050000-41075000_chr8:41400000-41425000	FALSE	-0.136514817829513	4.52401927985602	5.64209939201483	0.0326823997181666	0.105200503306164	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.89856680170347	0.130167136760828	0.105200503306164	-0.0497930368296725	-0.217695061315836	-0.136514817829513	25	3	TRUE
loop_6266	chr8	36400000	36410000	chr8	36450000	36460000	chr8:36400000-36410000_chr8:36450000-36460000	FALSE	0.284705965872933	6.70698231691773	13.5568725831311	0.0024718944723678	0.0210870394642398	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0396137571083672	0.0210870394642398	NA	0.307316575766122	0.284705965872933	NA	10	2	TRUE
loop_5279	chr8	39420000	39425000	chr8	39465000	39470000	chr8:39420000-39425000_chr8:39465000-39470000	TRUE	0.288698288807905	5.99242543139141	6.88235484178448	0.018049898477497	0.112503734635131	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.112503734635131	NA	NA	0.288698288807905	NA	NA	5	1	FALSE
loop_5289	chr8	35155000	35160000	chr8	35465000	35470000	chr8:35155000-35160000_chr8:35465000-35470000	TRUE	0.167977780634409	5.33058695019514	1.77666182671001	0.200576882326606	0.45066186194992103	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.45066186194992103	NA	NA	0.167977780634409	NA	NA	5	1	FALSE
loop_7448	chr8	36360000	36370000	chr8	36520000	36530000	chr8:36360000-36370000_chr8:36520000-36530000	FALSE	0.206102152825927	6.3176259543839	11.0986795694336	0.00332842809921863	0.0255959853012287	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0678999750044785	0.0255959853012287	NA	0.233417222797585	0.206102152825927	NA	10	2	TRUE
loop_6263	chr8	40960000	40965000	chr8	41040000	41045000	chr8:40960000-40965000_chr8:41040000-41045000	FALSE	0.307783243310986	7.00101990521244	11.0587600688017	0.00438579638732061	0.046699377600054	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.046699377600054	0.336044239129217	0.0680405740755228	0.307783243310986	0.201515218373724	0.150252586917299	5	3	TRUE
loop_7520	chr8	36450000	36460000	chr8	36510000	36520000	chr8:36450000-36460000_chr8:36510000-36520000	FALSE	0.128762463040597	6.65186314264685	3.52792041299725	0.0769268572850809	0.215551397062765	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.355520512789945	0.215551397062765	NA	0.133687903392994	0.128762463040597	NA	10	2	TRUE
loop_6284	chr8	31110000	31115000	chr8	31145000	31150000	chr8:31110000-31115000_chr8:31145000-31150000	TRUE	-0.172688577852095	6.78345171103778	8.72117504313485	0.00907581450398368	0.0726630883395524	FALSE	TRUE	trending	unchanged	NA	5000	5	1	5kb	FALSE	0.0726630883395524	NA	NA	-0.172688577852095	NA	NA	5	1	FALSE
loop_7480	chr8	36200000	36210000	chr8	36340000	36350000	chr8:36200000-36210000_chr8:36340000-36350000	FALSE	0.285360598040795	6.1794940515566	23.5223808018618	9.72191898128709e-5	0.00209150637247613	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.012477448323499	0.00209150637247613	NA	0.284624690691592	0.285360598040795	NA	10	2	TRUE
loop_6306	chr8	35920000	35925000	chr8	35955000	35960000	chr8:35920000-35925000_chr8:35955000-35960000	FALSE	0.0856260283836685	6.46800569693989	0.870061381392727	0.364315797406193	0.62219837296592	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.62219837296592	NA	NA	0.0856260283836685	NA	NA	5	1	FALSE
loop_7509	chr8	36360000	36370000	chr8	36450000	36460000	chr8:36360000-36370000_chr8:36450000-36460000	FALSE	0.268933136560113	6.10069924687508	11.4192131655639	0.00400884545788184	0.028839221361342	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0725591185192695	0.028839221361342	NA	0.290541845222226	0.268933136560113	NA	10	2	TRUE
loop_6312	chr8	36455000	36460000	chr8	36490000	36495000	chr8:36455000-36460000_chr8:36490000-36495000	TRUE	0.181187549294763	6.87940331373059	5.52789791714028	0.0313636369526569	0.158199416460779	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.158199416460779	NA	NA	0.181187549294763	NA	NA	5	1	FALSE
loop_8037	chr8	34475000	34500000	chr8	34800000	34825000	chr8:34475000-34500000_chr8:34800000-34825000	FALSE	0.101355831509375	6.22465924937791	3.64631794012515	0.0773185248995271	0.192030107256855	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.960188100694511	0.97286709861861	0.192030107256855	-0.00789680657568124	0.0037486821064544	0.101355831509375	25	3	TRUE
loop_7507	chr8	41050000	41060000	chr8	41190000	41200000	chr8:41050000-41060000_chr8:41190000-41200000	FALSE	0.190989895075766	6.29193466720363	9.22940548718774	0.00649724270476546	0.0404861224929108	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0641237946936104	0.0404861224929108	NA	0.224680929412574	0.190989895075766	NA	10	2	TRUE
loop_7514	chr8	35860000	35870000	chr8	36180000	36190000	chr8:35860000-35870000_chr8:36180000-36190000	FALSE	0.117285139807268	6.02133526109999	3.72745209412863	0.0678319779434603	0.198317184448572	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.274874024935133	0.198317184448572	0.297708750769374	0.143171803365635	0.117285139807268	0.0925989487516161	10	3	TRUE
loop_6339	chr8	34105000	34110000	chr8	34145000	34150000	chr8:34105000-34110000_chr8:34145000-34150000	TRUE	-8.72385820008962e-5	6.09677015690565	1.14015349444604e-6	0.999160769778735	0.999827988990608	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.999827988990608	NA	NA	-8.72385820008962e-5	NA	NA	5	1	FALSE
loop_6349	chr8	40295000	40300000	chr8	40380000	40385000	chr8:40295000-40300000_chr8:40380000-40385000	FALSE	0.107053253793319	6.75625195647055	1.58780069692972	0.225077777906481	0.478883189013441	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.478883189013441	0.523120675397049	NA	0.107053253793319	0.0558645323447056	NA	5	2	TRUE
loop_7587	chr8	40290000	40300000	chr8	40410000	40420000	chr8:40290000-40300000_chr8:40410000-40420000	FALSE	-0.0972369548710553	5.9666998834552	3.2553854407122498	0.0862782137700903	0.231768371993434	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.313103580687775	0.231768371993434	NA	-0.129395487176956	-0.0972369548710553	NA	10	2	TRUE
loop_6366	chr8	35920000	35925000	chr8	36095000	36100000	chr8:35920000-35925000_chr8:36095000-36100000	TRUE	0.17992971377442	5.99773186733027	3.62094269713869	0.0745581320269901	0.256889122458198	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.256889122458198	0.779749963094198	NA	0.17992971377442	0.044233166907244	NA	5	2	TRUE
loop_8027	chr8	35575000	35600000	chr8	35700000	35725000	chr8:35575000-35600000_chr8:35700000-35725000	FALSE	0.192099564479461	6.92572247548651	12.0953528865699	0.00379354275408181	0.0223320880513018	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.207821233668666	0.0325332066893504	0.0223320880513018	0.151642744715207	0.168887080340485	0.192099564479461	25	3	TRUE
loop_8109	chr8	40175000	40200000	chr8	40400000	40425000	chr8:40175000-40200000_chr8:40400000-40425000	FALSE	0.138441105265641	6.53852449527278	5.72555610978877	0.0316128163419218	0.1025669202708	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.451913023768042	0.891853914706948	0.1025669202708	-0.113179143871336	-0.0175348569309636	0.138441105265641	25	3	TRUE
loop_18670	chr8	40980000	40990000	chr8	41030000	41040000	chr8:40980000-40990000_chr8:41030000-41040000	FALSE	0.150958450682174	7.23867205896462	6.72120337362681	0.0174095254920385	0.0793420017993989	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.378953065853855	0.0793420017993989	NA	0.116337350212777	0.150958450682174	NA	10	3	TRUE
loop_7680	chr8	41050000	41060000	chr8	41230000	41240000	chr8:41050000-41060000_chr8:41230000-41240000	FALSE	0.18415388420333	5.64853034479655	7.55029930333884	0.0124098584449841	0.0632237448681722	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.0690157311047293	0.0632237448681722	NA	0.221972488678387	0.18415388420333	NA	10	2	TRUE
loop_7602	chr8	35720000	35730000	chr8	35850000	35860000	chr8:35720000-35730000_chr8:35850000-35860000	TRUE	0.379992328410638	5.81622049220476	38.2267316930502	4.86900182291617e-6	2.4272081333973e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	5.2092002208436e-4	2.4272081333973e-4	NA	0.543138710018034	0.379992328410638	NA	10	2	TRUE
loop_16618	chr8	35850000	35875000	chr8	36100000	36125000	chr8:35850000-35875000_chr8:36100000-36125000	TRUE	0.14195132150868	6.57493494009442	3.83696616817541	0.0721409715929905	0.183345569219265	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.382828229154161	0.25199393048701	0.183345569219265	0.159748909507917	0.148932444890037	0.14195132150868	25	3	TRUE
loop_7750	chr8	36830000	36840000	chr8	37060000	37070000	chr8:36830000-36840000_chr8:37060000-37070000	FALSE	0.286698455089451	5.99379146681857	25.8418869320377	5.68149656333121e-5	0.00139461637984069	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.178620965209174	0.00139461637984069	0.00998710216452337	0.155385319782089	0.286698455089451	0.264655094978125	10	3	TRUE
loop_7725	chr8	40150000	40160000	chr8	40410000	40420000	chr8:40150000-40160000_chr8:40410000-40420000	FALSE	0.108587572733989	5.53371652338215	3.42724228343992	0.0789597032896755	0.219265767466495	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.699217409263519	0.219265767466495	NA	0.0697827349634544	0.108587572733989	NA	10	2	TRUE
loop_6497	chr8	35920000	35925000	chr8	36180000	36185000	chr8:35920000-35925000_chr8:36180000-36185000	FALSE	0.134786320064078	5.35184692983329	2.41722781946032	0.138875616061435	0.367244312943636	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.367244312943636	0.482735168915985	NA	0.134786320064078	0.0814662283558664	NA	5	2	TRUE
loop_7598	chr8	35860000	35870000	chr8	35920000	35930000	chr8:35860000-35870000_chr8:35920000-35930000	FALSE	0.202942093144012	6.05126220040655	9.73305651981074	0.00539898357399943	0.0356550324618486	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.170731751556047	0.0356550324618486	NA	0.205487524685391	0.202942093144012	NA	10	2	TRUE
loop_7614	chr8	36090000	36100000	chr8	36180000	36190000	chr8:36090000-36100000_chr8:36180000-36190000	TRUE	0.0978142278603912	5.46580848279404	2.21137782652467	0.152599071967064	0.336446390332059	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.830031099593946	0.336446390332059	NA	0.0434259750098602	0.0978142278603912	NA	10	2	TRUE
loop_7798	chr8	40180000	40190000	chr8	40380000	40390000	chr8:40180000-40190000_chr8:40380000-40390000	FALSE	0.185819315076765	5.81851582917067	4.62418317161211	0.0487823887932253	0.159336559845328	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.723601739225595	0.159336559845328	NA	0.0867835120240937	0.185819315076765	NA	10	2	TRUE
loop_6570	chr8	36530000	36535000	chr8	37060000	37065000	chr8:36530000-36535000_chr8:37060000-37065000	TRUE	0.543697014637347	5.80204063534839	30.4473900310512	4.10802928183413e-5	0.00241407132503076	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.00241407132503076	0.0452848088634177	0.00534105127388905	0.543697014637347	0.296518791623358	0.315208634159174	5	3	TRUE
loop_7729	chr8	36530000	36540000	chr8	36610000	36620000	chr8:36530000-36540000_chr8:36610000-36620000	TRUE	0.0566226047627264	5.49293192087486	0.880123296384972	0.359364812405743	0.566296089288872	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.690909308383439	0.566296089288872	NA	0.0629029174178377	0.0566226047627264	NA	10	2	TRUE
loop_7730	chr8	35490000	35500000	chr8	35700000	35710000	chr8:35490000-35500000_chr8:35700000-35710000	FALSE	0.169777040466177	5.64703781472697	5.76795397265203	0.0261619148713966	0.104826237449232	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.677844940931158	0.104826237449232	NA	0.331414506487493	0.169777040466177	NA	10	2	TRUE
loop_8107	chr8	34175000	34200000	chr8	34800000	34825000	chr8:34175000-34200000_chr8:34800000-34825000	FALSE	0.243443368665722	6.0817627729732	10.3030627829017	0.00736976820356305	0.0358264100135261	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.717089545878582	0.051857016059212	0.0358264100135261	0.0633170535722997	0.197435839493523	0.243443368665722	25	3	TRUE
loop_6632	chr8	40960000	40965000	chr8	41190000	41195000	chr8:40960000-40965000_chr8:41190000-41195000	FALSE	-0.0455631812615016	5.72697193298973	0.310592350100531	0.584758520476857	0.787945126655289	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.787945126655289	0.789834646786407	NA	-0.0455631812615016	-0.0298203557879491	NA	5	2	TRUE
loop_7835	chr8	40180000	40190000	chr8	40290000	40300000	chr8:40180000-40190000_chr8:40290000-40300000	TRUE	0.263903910715292	5.37655169041511	11.1422720030021	0.00327879414221264	0.0253088912096032	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.40630605182727	0.0253088912096032	NA	0.14613707645926	0.263903910715292	NA	10	2	TRUE
loop_20181	chr8	36200000	36225000	chr8	36525000	36550000	chr8:36200000-36225000_chr8:36525000-36550000	FALSE	0.103278247873533	5.33795980018464	1.47013051360528	0.247385337117904	0.426160468417449	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.496643441241198	0.463266344800402	0.426160468417449	0.194970120282807	0.12826127177889	0.103278247873533	25	3	TRUE
loop_8197	chr8	34175000	34200000	chr8	34475000	34500000	chr8:34175000-34200000_chr8:34475000-34500000	FALSE	0.209012343712402	5.85125835966331	9.94209362386934	0.0071958890131073	0.0353350370942135	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.897272388138632	0.720966597722649	0.0353350370942135	-0.037171943437167	0.0479497036213643	0.209012343712402	25	3	TRUE
loop_18711	chr8	35490000	35500000	chr8	35580000	35590000	chr8:35490000-35500000_chr8:35580000-35590000	TRUE	0.1454422669121	5.41315305519415	5.87210991329019	0.0249976307558812	0.101844532721351	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.388459931889343	0.101844532721351	NA	0.205734571903797	0.1454422669121	NA	10	2	TRUE
loop_6679	chr8	36360000	36365000	chr8	37060000	37065000	chr8:36360000-36365000_chr8:37060000-37065000	TRUE	-0.131339492716293	4.69651720402221	0.418077529623308	0.529232909112455	0.750105293033588	FALSE	FALSE	non_significant	unchanged	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.750105293033588	0.942111651307244	0.880963613805268	-0.131339492716293	0.02170527067376	0.0261588193214702	5	3	TRUE
loop_7855	chr8	35720000	35730000	chr8	36340000	36350000	chr8:35720000-35730000_chr8:36340000-36350000	FALSE	0.0740989476893091	4.3540730672585	0.612678974199728	0.442954807085148	0.642090129632426	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.826500631268995	0.642090129632426	NA	-0.0540582212130639	0.0740989476893091	NA	10	2	TRUE
loop_7950	chr8	32290000	32300000	chr8	33180000	33190000	chr8:32290000-32300000_chr8:33180000-33190000	FALSE	0.322839461073419	4.92486687853234	19.50187489013	2.6627564742284e-4	0.00427704077535397	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0407597778498014	0.00427704077535397	NA	0.413122854320952	0.322839461073419	NA	10	2	TRUE
loop_8128	chr8	34675000	34700000	chr8	34800000	34825000	chr8:34675000-34700000_chr8:34800000-34825000	FALSE	0.14533700614827	6.58284434384535	4.56071674973181	0.0512393749109844	0.145244687247674	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.762944910816654	0.483511945464395	0.145244687247674	0.0505556478450705	0.076714974684579	0.14533700614827	25	3	TRUE
loop_7814	chr8	31090000	31100000	chr8	31210000	31220000	chr8:31090000-31100000_chr8:31210000-31220000	FALSE	-0.0826207651774257	5.30517125234347	1.66737230469792	0.211342607213203	0.41148536531738	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.764766369867522	0.41148536531738	NA	-0.059457127637473	-0.0826207651774257	NA	10	2	TRUE
loop_16094	chr8	35955000	35960000	chr8	36095000	36100000	chr8:35955000-35960000_chr8:36095000-36100000	TRUE	-0.116338276484904	5.90891653177815	1.50400263852775	0.237178887635238	0.492778535740399	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.492778535740399	NA	NA	-0.116338276484904	NA	NA	5	1	FALSE
loop_7912	chr8	34890000	34900000	chr8	35160000	35170000	chr8:34890000-34900000_chr8:35160000-35170000	FALSE	0.16022074549063	5.23356090554568	4.92680208729974	0.0381725309792013	0.135538236762047	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.183874093909799	0.135538236762047	NA	0.217893043725965	0.16022074549063	NA	10	2	TRUE
