chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr15	80685001	80710000	chr15	80080001	80710000	630000	25000	27.57742101720512	96.0%	0.0325	8.692154676554638
chr2	52745001	52775000	chr2	52745001	53190000	445000	30000	32.143176496692455	99.0%	0.01	8.662154827353989
chr8	86925001	86945000	chr8	86925001	87545000	620000	20000	22.689308157101088	99.0%	0.0165	8.64819427829877
chr8	128350001	128370000	chr8	127260001	128370000	1110000	20000	14.140847277797159	99.0%	0.0225	8.635431264986503
chr4	131825001	131850000	chr4	130785001	131850000	1065000	25000	17.36137311699082	98.0%	0.025	8.595551388335968
chr15	85560001	85585000	chr15	85250001	85585000	335000	25000	43.48446893798249	99.0%	0.007	8.550086403430342
chr11	108435001	108465000	chr11	108435001	109220000	785000	30000	21.82924667108736	98.0%	0.036	8.472026460659068
chr18	53975001	54005000	chr18	53975001	55400000	1425000	30000	10.80132136466831	95.0%	0.02	8.400175809633067
chr2	174305001	174325000	chr2	174305001	174920000	615000	20000	23.966825653840857	99.0%	0.022	8.381441280631007
chr3	52255001	52270000	chr3	52255001	53490000	1235000	15000	13.778193160321196	98.0%	0.038	8.363304067780804
chr3	68055001	68075000	chr3	68055001	68635000	580000	20000	20.812198765025954	99.0%	0.038	8.275628680501764
chr9	103980001	104000000	chr9	103470001	104000000	530000	20000	30.70462376890941	99.0%	0.0095	8.230161905216395
chr7	144585001	144605000	chr7	144585001	144900000	315000	20000	42.25762706171519	99.0%	0.012	8.227163586131688
chr6	92765001	92795000	chr6	92765001	94075000	1310000	30000	11.37199683199867	97.0%	0.027	8.189551035314125
chr11	75765001	75790000	chr11	75765001	76180000	415000	25000	41.253743561373284	99.0%	0.007	8.166205564200961
chr6	53780001	53800000	chr6	53780001	54370000	590000	20000	25.791992026739944	99.0%	0.010499999999999999	8.14062725711201
chr2	179865001	179885000	chr2	178525001	179885000	1360000	20000	12.990733647395045	98.0%	0.015	8.124426460701525
chr1	92430001	92460000	chr1	91905001	92460000	555000	30000	24.66539147364293	99.0%	0.017	8.075078821583533
chr4	105140001	105160000	chr4	105140001	106385000	1245000	20000	13.161373574239684	99.0%	0.038	8.073044261056232
chr14	80195001	80220000	chr14	79590001	80220000	630000	25000	19.29373077749963	98.0%	0.0205	8.009513188571386
chr3	101785001	101815000	chr3	101505001	101815000	310000	30000	38.976909658789204	99.0%	0.0115	7.973960414285577
chr19	22325001	22350000	chr19	22325001	22900000	575000	25000	23.0821020071369	98.0%	0.013	7.972463900790664
chr10	13550001	13575000	chr10	13550001	14160000	610000	25000	20.413713041787208	98.0%	0.012	7.935883924882487
chr1	176680001	176705000	chr1	175925001	176705000	780000	25000	18.26458878257881	99.0%	0.028999999999999998	7.930900521465267
chr1	137320001	137340000	chr1	137320001	138045000	725000	20000	17.870782709376808	98.0%	0.013	7.922197335446433
chr14	60790001	60810000	chr14	60790001	61310000	520000	20000	24.680544862222582	99.0%	0.037000000000000005	7.845072993829133
chr4	130950001	130980000	chr4	130950001	131860000	910000	30000	19.082465517120344	97.0%	0.0195	7.8352806478743195
chr5	131410001	131430000	chr5	130855001	131430000	575000	20000	26.161273584386752	99.0%	0.016	7.834803155659699
chr16	29545001	29580000	chr16	28595001	29580000	985000	35000	15.041588144277762	97.0%	0.024	7.832608166043896
chr10	77490001	77515000	chr10	77255001	77515000	260000	25000	46.23980666748452	99.0%	0.0055	7.820739415367027
chr17	56540001	56575000	chr17	56330001	56575000	245000	35000	55.13490090419287	99.0%	0.007	7.813319564733769
chr12	73700001	73720000	chr12	73700001	74015000	315000	20000	35.89681298879466	99.0%	0.018	7.793267485082738
chr8	121965001	121985000	chr8	121965001	122375000	410000	20000	37.06423183396544	99.0%	0.028	7.783091663237699
chr7	116020001	116045000	chr7	114860001	116045000	1185000	25000	13.658827433036356	98.0%	0.041	7.721933991029644
chr15	27315001	27335000	chr15	27315001	27625000	310000	20000	36.39356088475057	99.0%	0.0085	7.711515352077944
chr7	67770001	67805000	chr7	67770001	68360000	590000	35000	21.87822905780337	98.0%	0.018	7.673056968067497
chr9	73145001	73165000	chr9	73145001	74080000	935000	20000	18.955675061597244	98.0%	0.018	7.669576849816888
chr4	104880001	104910000	chr4	103545001	104910000	1365000	30000	11.551294305300528	95.0%	0.02	7.663507759967663
chr2	21900001	21930000	chr2	20785001	21930000	1145000	30000	12.8046258952279	95.0%	0.019	7.654691119713353
chr5	74260001	74285000	chr5	73845001	74285000	440000	25000	32.5945869436082	99.0%	0.011	7.635310574770104
chr7	64140001	64165000	chr7	63740001	64165000	425000	25000	26.320214850445353	97.0%	0.01	7.623714744433632
chr4	41690001	41715000	chr4	41480001	41715000	235000	25000	57.20558424946687	99.0%	0.007	7.622876534062525
chr11	88815001	88835000	chr11	88050001	88835000	785000	20000	22.18580516088657	95.0%	0.017	7.615769997700856
chr7	128195001	128220000	chr7	127915001	128220000	305000	25000	37.818889162696664	99.0%	0.02	7.579863009077544
chr8	125855001	125875000	chr8	125065001	125875000	810000	20000	19.866353943793598	99.0%	0.0225	7.537851517572347
chr7	111955001	111975000	chr7	111050001	111975000	925000	20000	17.66232810641226	96.0%	0.031	7.49741792636999
chr3	152755001	152790000	chr3	152755001	153950000	1195000	35000	12.57709474192681	96.0%	0.047	7.497311828821343
chr16	95330001	95350000	chr16	94680001	95350000	670000	20000	21.13211819780888	99.0%	0.0225	7.492719544400469
chr16	92280001	92300000	chr16	91685001	92300000	615000	20000	25.15586037494855	97.0%	0.019	7.484029460573468
chr7	131885001	131910000	chr7	131885001	132875000	990000	25000	14.919543231933067	95.0%	0.024	7.409334847689948
chr1	38995001	39030000	chr1	38995001	39490000	495000	35000	25.555866874413915	96.0%	0.018	7.368231911792199
chr3	101490001	101510000	chr3	101490001	102130000	640000	20000	22.850553932212588	99.0%	0.019	7.339152840661873
chr11	33170001	33190000	chr11	33170001	33720000	550000	20000	29.64371018029228	98.0%	0.007	7.335373060928723
chr11	114620001	114650000	chr11	113855001	114650000	795000	30000	24.025195575330184	99.0%	0.013	7.285877926072055
chr14	23570001	23590000	chr14	23570001	24190000	620000	20000	20.587007714229436	98.0%	0.0205	7.265147607450715
chr9	29655001	29675000	chr9	29655001	30320000	665000	20000	24.328899329224438	99.0%	0.02	7.26490631773553
chr8	67425001	67450000	chr8	67425001	67910000	485000	25000	23.107428687270303	98.0%	0.044	7.247550742706081
chr11	102405001	102440000	chr11	102150001	102440000	290000	35000	59.79158808797012	99.0%	0.0035	7.246409235424296
chr13	58620001	58645000	chr13	58620001	59845000	1225000	25000	12.74923396910738	96.0%	0.037	7.242879897867968
chr9	34485001	34505000	chr9	34485001	35025000	540000	20000	25.67782623584188	98.0%	0.0095	7.216411135550393
chr2	157550001	157580000	chr2	157275001	157580000	305000	30000	47.87744881490528	99.0%	0.007	7.20702819600211
chr10	85210001	85230000	chr10	85210001	85665000	455000	20000	28.966518580574743	99.0%	0.017	7.174286736762557
chr14	93870001	93890000	chr14	93020001	93890000	870000	20000	15.670732209049119	98.0%	0.019	7.165014050214944
chr9	66130001	66155000	chr9	66130001	66495000	365000	25000	39.604433739526726	99.0%	0.013	7.15962262844186
chr4	138435001	138455000	chr4	138435001	138890000	455000	20000	33.819718287841596	99.0%	0.021	7.152956440264869
chr6	98515001	98540000	chr6	98515001	99595000	1080000	25000	11.686077544135989	96.0%	0.0225	7.1516387979781655
chr1	89225001	89250000	chr1	89225001	89635000	410000	25000	30.783727341408543	99.0%	0.017	7.146515273528125
chr3	18040001	18065000	chr3	18040001	19185000	1145000	25000	11.914261074661932	95.0%	0.054	7.130877615522978
chr10	66895001	66920000	chr10	66895001	67310000	415000	25000	32.192434873215156	99.0%	0.031	7.0680257225722
chr16	10865001	10885000	chr16	10865001	11215000	350000	20000	32.59560559905629	99.0%	0.011	7.052114059126511
chr12	31495001	31520000	chr12	31495001	31940000	445000	25000	26.098468229058888	99.0%	0.014	7.002911353104314
chr14	29925001	29950000	chr14	28945001	29950000	1005000	25000	13.996644629898125	95.0%	0.018	6.991439050694332
chr8	112035001	112070000	chr8	112035001	113475000	1440000	35000	10.844702797216868	96.0%	0.0215	6.939593988879778
chr11	72010001	72035000	chr11	71330001	72035000	705000	25000	26.279637135454966	99.0%	0.012	6.9083703169742305
chr8	124335001	124365000	chr8	123905001	124365000	460000	30000	34.133611476662395	98.0%	0.033	6.890824527848609
chr17	13460001	13485000	chr17	13460001	13955000	495000	25000	30.145080978338125	99.0%	0.017	6.88165189170417
chr7	75095001	75110000	chr7	74370001	75110000	740000	15000	18.635071696768534	99.0%	0.0415	6.88064375661608
chr10	21990001	22010000	chr10	21295001	22010000	715000	20000	21.409697108345625	96.0%	0.044	6.871804409808133
chr5	144725001	144755000	chr5	144200001	144755000	555000	30000	24.994936900260807	99.0%	0.041	6.86905045204883
chr2	170855001	170875000	chr2	170505001	170875000	370000	20000	36.920651920157745	99.0%	0.011	6.861892530916119
chr7	109415001	109445000	chr7	108940001	109445000	505000	30000	22.029090260289156	97.0%	0.022	6.821015982463816
chr9	71065001	71090000	chr9	70580001	71090000	510000	25000	33.01933433669196	99.0%	0.010499999999999999	6.820455185305008
chr1	38755001	38780000	chr1	38185001	38780000	595000	25000	24.314476321858415	99.0%	0.018	6.80536378743372
chr5	39625001	39645000	chr5	38785001	39645000	860000	20000	17.4855707560628	98.0%	0.019	6.7761366764310385
chrX	43410001	43430000	chrX	42935001	43430000	495000	20000	11.893904806241547	99.0%	0.077	6.7698368081379465
chr4	151145001	151170000	chr4	151145001	151970000	825000	25000	19.59185967359639	98.0%	0.029	6.763340813003749
chr2	78040001	78060000	chr2	78040001	79390000	1350000	20000	12.085482490878439	96.0%	0.057499999999999996	6.739711332264337
chr7	80370001	80400000	chr7	80370001	80755000	385000	30000	35.7610548897947	98.0%	0.02	6.715561585019628
chr11	90600001	90635000	chr11	90170001	90635000	465000	35000	32.070198580714454	98.0%	0.006	6.709405529528264
chr11	117370001	117395000	chr11	117370001	117835000	465000	25000	37.21294778387969	99.0%	0.097	6.699569039839412
chr7	97735001	97755000	chr7	97735001	98125000	390000	20000	32.18114054741232	99.0%	0.02	6.659742311666206
chr1	182105001	182125000	chr1	181820001	182125000	305000	20000	39.306678866176334	99.0%	0.017	6.648985568676483
chr2	145945001	145975000	chr2	145945001	146425000	480000	30000	30.389396456711093	99.0%	0.017	6.619046161190646
chr7	138815001	138840000	chr7	137525001	138840000	1315000	25000	12.074544840371653	95.0%	0.031	6.617849476402934
chr12	100825001	100845000	chr12	100565001	100845000	280000	20000	37.30164605941401	99.0%	0.019	6.613572706910519
chr16	8995001	9025000	chr16	8995001	10025000	1030000	30000	13.302550081172784	96.0%	0.061	6.5781336700757835
chr10	90720001	90745000	chr10	90720001	91045000	325000	25000	37.208262073495646	99.0%	0.01	6.560519711895694
chr14	20050001	20075000	chr14	19815001	20075000	260000	25000	37.60157979635446	99.0%	0.0155	6.551386896142389
chr4	154320001	154340000	chr4	154320001	154835000	515000	20000	28.52956527923678	99.0%	0.027	6.551318180452698
chr18	37870001	37890000	chr18	37295001	37890000	595000	20000	22.932840414273798	98.0%	0.015	6.548131357883541
chr10	96200001	96220000	chr10	96200001	97175000	975000	20000	14.47713011818944	96.0%	0.038	6.504387759810571
chr18	76125001	76155000	chr18	75745001	76155000	410000	30000	36.09117191840604	99.0%	0.026000000000000002	6.476586076114521
chr3	96925001	96945000	chr3	96925001	97350000	425000	20000	26.280316439161417	99.0%	0.034	6.465297182017283
chr2	118865001	118895000	chr2	118620001	118895000	275000	30000	43.3451572860369	99.0%	0.008	6.436136208969944
chr7	129645001	129665000	chr7	129645001	130460000	815000	20000	17.797848027534958	98.0%	0.083	6.431949061968322
chr8	125925001	125955000	chr8	125925001	126490000	565000	30000	23.678713908399875	96.0%	0.012	6.403396549437714
chr5	113040001	113075000	chr5	112435001	113075000	640000	35000	25.729150896426706	98.0%	0.0225	6.377271579875039
chr7	37755001	37775000	chr7	37360001	37775000	415000	20000	31.186307571994902	99.0%	0.026	6.375541434277316
chr16	41520001	41540000	chr16	41520001	41970000	450000	20000	26.60565423680775	99.0%	0.011	6.367230149877704
chr10	90675001	90695000	chr10	90070001	90695000	625000	20000	22.803872688624484	99.0%	0.018	6.3637628595502544
chr11	30635001	30665000	chr11	30075001	30665000	590000	30000	27.833779244358535	98.0%	0.05	6.341695041968141
chr15	7450001	7470000	chr15	7450001	8100000	650000	20000	20.76846338010433	99.0%	0.024	6.337217807741781
chr16	4300001	4320000	chr16	4300001	4615000	315000	20000	38.082317976834325	99.0%	0.011	6.313128202203953
chr4	151835001	151860000	chr4	151185001	151860000	675000	25000	24.838254430827277	97.0%	0.026	6.310504521974852
chr14	77135001	77165000	chr14	77135001	77750000	615000	30000	18.674542014302784	99.0%	0.031	6.303522096730145
chr16	8320001	8345000	chr16	6905001	8345000	1440000	25000	10.107192314618356	97.0%	0.0335	6.296605711885999
chr16	25045001	25075000	chr16	24005001	25075000	1070000	30000	12.922423610438608	95.0%	0.023	6.285264135270896
chr7	64710001	64745000	chr7	64370001	64745000	375000	35000	35.53211249605614	99.0%	0.028	6.267883048612973
chr18	56320001	56345000	chr18	54800001	56345000	1545000	25000	9.829106301984833	96.0%	0.018	6.223829435510766
chr12	38125001	38145000	chr12	38125001	39480000	1355000	20000	9.337024340433208	95.0%	0.027	6.220596596995929
chr1	64430001	64455000	chr1	63815001	64455000	640000	25000	23.50290533835303	99.0%	0.028	6.202317100803281
chr3	57185001	57210000	chr3	55510001	57210000	1700000	25000	8.50379153362677	97.0%	0.039	6.19649560695211
chrX	166160001	166180000	chrX	166160001	166510000	350000	20000	14.0499396465484	98.0%	0.069	6.186011379631183
chr15	73010001	73045000	chr15	72100001	73045000	945000	35000	16.531720868592494	96.0%	0.017	6.173684740211084
chr1	167190001	167215000	chr1	166735001	167215000	480000	25000	27.099553761168334	99.0%	0.022	6.173413739485799
chr4	134925001	134955000	chr4	134925001	135345000	420000	30000	34.20432375485862	98.0%	0.0215	6.161072647127588
chr11	33140001	33160000	chr11	32420001	33160000	740000	20000	23.57776571416538	98.0%	0.0185	6.157187220562135
chr7	82255001	82280000	chr7	81770001	82280000	510000	25000	25.83775393121175	98.0%	0.021	6.13109855074662
chr19	24290001	24310000	chr19	24290001	24640000	350000	20000	33.73742961297643	99.0%	0.011	6.130504831056742
chr9	69285001	69310000	chr9	68645001	69310000	665000	25000	23.67371732866346	98.0%	0.026	6.098047632067349
chr13	57895001	57915000	chr13	57475001	57915000	440000	20000	29.323648328643163	99.0%	0.023	6.094255561839187
chr2	52580001	52610000	chr2	52075001	52610000	535000	30000	28.59681580285265	98.0%	0.017	6.063839238684471
chr2	93470001	93490000	chr2	93470001	93825000	355000	20000	36.12006500437677	99.0%	0.019	6.057202759579242
chr16	96330001	96350000	chr16	95975001	96350000	375000	20000	34.206542178976	97.0%	0.018	6.045496222142144
chr9	101300001	101325000	chr9	101300001	102360000	1060000	25000	16.461789418279626	97.0%	0.0215	6.041298972548854
chr5	105985001	106010000	chr5	105985001	106470000	485000	25000	26.90698446976591	98.0%	0.04	6.036839660844948
chr6	106800001	106830000	chr6	106800001	108040000	1240000	30000	11.711077732699465	97.0%	0.0455	6.030809073981993
chr19	6315001	6335000	chr19	5960001	6335000	375000	20000	42.14835246566403	98.0%	0.011	6.030091991070941
chr9	101680001	101705000	chr9	101680001	102370000	690000	25000	22.208505003045804	98.0%	0.014499999999999999	6.024697554420107
chr10	91020001	91040000	chr10	90720001	91040000	320000	20000	36.22036513509765	99.0%	0.019	6.0237379414626115
chr2	140655001	140680000	chr2	140655001	142490000	1835000	25000	9.596320377112313	95.0%	0.035	6.019045159028633
chrX	166635001	166660000	chrX	166155001	166660000	505000	25000	10.24297863676744	95.0%	0.096	6.0180489199435225
chr12	99075001	99105000	chr12	99075001	99840000	765000	30000	18.758240788269486	98.0%	0.019	6.006600897021876
chr6	137705001	137735000	chr6	137405001	137735000	330000	30000	37.20063438055326	99.0%	0.0175	6.005705456948913
chr9	50155001	50175000	chr9	49510001	50175000	665000	20000	24.610611662322807	99.0%	0.022	6.003689324195825
chr4	63105001	63125000	chr4	62780001	63125000	345000	20000	32.67471349804492	99.0%	0.017	6.003585272284595
chr1	179840001	179875000	chr1	179840001	180230000	390000	35000	32.77754649688777	99.0%	0.019	5.997585412228982
chr4	153465001	153490000	chr4	152505001	153490000	985000	25000	16.921624465604104	96.0%	0.037	5.992734966297772
chr3	137740001	137765000	chr3	136645001	137765000	1120000	25000	10.608637026192252	97.0%	0.0205	5.985007135925502
chr3	101270001	101300000	chr3	100915001	101300000	385000	30000	30.415307348916087	99.0%	0.022	5.983770564483054
chr1	185175001	185195000	chr1	184810001	185195000	385000	20000	29.504256563231422	99.0%	0.017	5.977419487220186
chr1	128815001	128835000	chr1	128215001	128835000	620000	20000	21.048040263380834	98.0%	0.027	5.97603577248786
chr5	41885001	41905000	chr5	41885001	43400000	1515000	20000	10.775840022212646	99.0%	0.021	5.973822872690247
chr1	43290001	43310000	chr1	43290001	43750000	460000	20000	24.675641537781267	99.0%	0.018	5.972335244052682
chr7	67615001	67635000	chr7	66810001	67635000	825000	20000	18.795920506219304	97.0%	0.035	5.969560032571872
chr10	122035001	122055000	chr10	121680001	122055000	375000	20000	32.46287233838527	99.0%	0.016	5.959008194051987
chr19	27395001	27430000	chr19	26600001	27430000	830000	35000	17.916193713597945	95.0%	0.034	5.956388464794305
chr8	69905001	69930000	chr8	69905001	70175000	270000	25000	43.644682946381565	99.0%	0.0085	5.946416205997289
chr9	79700001	79720000	chr9	78835001	79720000	885000	20000	18.026232285594514	98.0%	0.015	5.9407794189481224
chr13	97915001	97945000	chr13	97255001	97945000	690000	30000	19.892013949645676	98.0%	0.0195	5.939717832705789
chr6	92275001	92300000	chr6	92275001	92765000	490000	25000	24.62708361845511	99.0%	0.035	5.938303722796571
chr2	37920001	37940000	chr2	37920001	38700000	780000	20000	19.737867171937463	99.0%	0.0385	5.935203707231145
chr7	51605001	51625000	chr7	51605001	51995000	390000	20000	27.676010957126625	99.0%	0.0665	5.9246745197931245
chr2	156685001	156720000	chr2	156260001	156720000	460000	35000	37.43255994267467	97.0%	0.0195	5.916912460660123
chr1	57410001	57430000	chr1	57410001	58470000	1060000	20000	13.757958979176115	98.0%	0.047	5.914006838548013
chr11	6645001	6670000	chr11	6645001	7165000	520000	25000	31.10549022953942	98.0%	0.0115	5.9080679643793585
chr12	17550001	17570000	chr12	17550001	17790000	240000	20000	39.0196510161646	99.0%	0.007	5.907202815059175
chr8	26965001	26990000	chr8	26265001	26990000	725000	25000	20.944439836814773	98.0%	0.022	5.89642117031453
chr2	106940001	106960000	chr2	106345001	106960000	615000	20000	22.0810759606198	99.0%	0.024	5.881416666540276
chr5	129575001	129605000	chr5	129045001	129605000	560000	30000	25.84749771582101	98.0%	0.021	5.8761620718569345
chr2	29045001	29065000	chr2	28670001	29065000	395000	20000	37.75426214592399	99.0%	0.012	5.875073535590742
chr8	113970001	113995000	chr8	113670001	113995000	325000	25000	38.78724514574587	98.0%	0.015	5.8693825706268035
chr6	51145001	51170000	chr6	50595001	51170000	575000	25000	24.576222584535536	97.0%	0.016	5.861932590686844
chr13	43170001	43195000	chr13	43170001	43570000	400000	25000	30.842718023543124	99.0%	0.010499999999999999	5.852233074233561
chr17	88245001	88270000	chr17	88245001	88560000	315000	25000	36.871642349604926	99.0%	0.009	5.8388053624025265
chr14	23990001	24010000	chr14	23625001	24010000	385000	20000	31.31419090817333	99.0%	0.024	5.822647639834126
chr5	148225001	148245000	chr5	147855001	148245000	390000	20000	33.07053412806916	99.0%	0.019	5.8218204170782375
chr17	89640001	89665000	chr17	89640001	90490000	850000	25000	14.091020342672948	97.0%	0.0385	5.809857742695119
chr17	6080001	6105000	chr17	6080001	6550000	470000	25000	32.4114199398668	99.0%	0.0195	5.778143049123975
chr1	179460001	179485000	chr1	178290001	179485000	1195000	25000	12.738208225381895	95.0%	0.022	5.74749987514977
chr15	101515001	101535000	chr15	101515001	102065000	550000	20000	27.367848905181493	99.0%	0.027999999999999997	5.728538698963235
chr2	78950001	78970000	chr2	78950001	79505000	555000	20000	22.306813584043255	99.0%	0.03	5.726768840765947
chr6	117165001	117180000	chr6	117165001	117835000	670000	15000	21.522642867927146	99.0%	0.023	5.723953876111291
chr15	77345001	77375000	chr15	76935001	77375000	440000	30000	33.56246045844963	98.0%	0.0125	5.722673085163913
chr7	49120001	49150000	chr7	49120001	49490000	370000	30000	32.8693479151704	98.0%	0.012	5.711506360432032
chr7	141040001	141060000	chr7	140840001	141060000	220000	20000	45.854964684798865	99.0%	0.014	5.7064709792219634
chr5	99880001	99900000	chr5	99200001	99900000	700000	20000	20.652604750768575	99.0%	0.025	5.704752805893308
chr7	82700001	82725000	chr7	82700001	83690000	990000	25000	14.716904246278478	98.0%	0.044	5.672877704100918
chr5	22490001	22510000	chr5	21935001	22510000	575000	20000	27.840154101186958	99.0%	0.011	5.669809662985934
chr18	75580001	75600000	chr18	75045001	75600000	555000	20000	30.00016149198057	99.0%	0.023	5.6671133732688705
chr7	84260001	84280000	chr7	83900001	84280000	380000	20000	30.48319550495262	99.0%	0.0275	5.6627372096732085
chr13	37300001	37320000	chr13	36040001	37320000	1280000	20000	12.668509163249533	95.0%	0.036000000000000004	5.659582879330705
chr17	52445001	52475000	chr17	50850001	52475000	1625000	30000	8.966015140448308	97.0%	0.036	5.657137256066731
chr7	92535001	92560000	chr7	92125001	92560000	435000	25000	27.42303519916853	98.0%	0.016	5.650285688743032
chr1	165765001	165785000	chr1	165765001	166370000	605000	20000	22.76638631968652	99.0%	0.016	5.6375523110746055
chr13	76665001	76690000	chr13	76120001	76690000	570000	25000	20.884838239485433	97.0%	0.031	5.630765323813353
chr14	47745001	47765000	chr14	47745001	48490000	745000	20000	19.48071485873867	98.0%	0.023	5.62570552285768
chr4	87345001	87365000	chr4	86805001	87365000	560000	20000	21.185692958593886	97.0%	0.019	5.623954041567999
chr7	133020001	133040000	chr7	133020001	133635000	615000	20000	24.806179942803528	99.0%	0.019	5.6204827667398165
chr17	29865001	29885000	chr17	29595001	29885000	290000	20000	44.44133493866257	99.0%	0.013000000000000001	5.619444062229055
chrX	158910001	158935000	chrX	157725001	158935000	1210000	25000	6.2739304138459655	95.0%	0.0985	5.616871354993391
chr7	99440001	99465000	chr7	99235001	99465000	230000	25000	50.56175113394434	99.0%	0.0215	5.586443682268008
chr14	102980001	103000000	chr14	101775001	103000000	1225000	20000	12.690019874126026	96.0%	0.028	5.568710861780823
chr16	18605001	18625000	chr16	18235001	18625000	390000	20000	31.636793681315076	99.0%	0.022	5.5581212774478255
chr1	60850001	60875000	chr1	60230001	60875000	645000	25000	18.712526534584043	98.0%	0.055	5.554698107038154
chr12	30560001	30585000	chr12	29900001	30585000	685000	25000	18.102009532947918	97.0%	0.022	5.554642602332269
chr4	133810001	133840000	chr4	133585001	133840000	255000	30000	53.49279217515734	99.0%	0.014	5.548944326085256
chr2	35890001	35915000	chr2	35545001	35915000	370000	25000	39.291135678948905	99.0%	0.025	5.543959814014561
