stripe_id	chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	effect_category	in_10kb	logFC_10kb	FDR_10kb	direction_10kb	resolution_support
stripe_0011	chr1	13130001	13150000	chr1	13130001	13715000	3prime	control_only	0.084	NA	-5.97090208234637	NA	178196.405572007	NA	585000	20000	13140000.5	0.0736760560567362	6.76283314849504	9.84325726125498	0.00640078968755324	0.0251009244488951	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0012	chr1	13350001	13385000	chr1	13120001	13385000	5prime	shared	0.032	0.021	2.40041782727876	4.33567134146576	387780.480135877	372071.717076756	265000	35000	13367500.5	0.102793512099755	7.53111734810783	15.9117569307443	0.00106831553121052	0.00655120946801396	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0013	chr1	13520001	13540000	chr1	12855001	13540000	5prime	control_only	0.082	NA	0.945634891159613	NA	108951.904052662	NA	685000	20000	13530000.5	0.132247033502288	6.7994853577047	27.0640363268591	8.90269636196796e-5	0.00103996473667299	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0014	chr1	13580001	13600000	chr1	13110001	13600000	5prime	shared	0.0605	0.09	2.18532708450627	-1.04366433538448	130333.214207303	99234.2536903065	490000	20000	13590000.5	0.00224664496650804	6.33244548906265	0.00565879389933598	0.940974184138972	0.965410087003305	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0015	chr1	13780001	13800000	chr1	13780001	14945000	3prime	shared	0.032	0.014	6.61996381936735	16.9203089630926	69757.1354057949	70817.442748512	1165000	20000	13790000.5	0.181722530303609	7.04714823962189	59.7368065905104	9.01404072104404e-7	4.54704911546111e-5	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.164173175160999	5.09566179035777e-5	unchanged	both_concordant
stripe_0016	chr1	14995001	15015000	chr1	14995001	16150000	3prime	shared	0.025	0.028	10.3986361453211	8.91765532096838	73461.4473037024	56009.4643422641	1155000	20000	15005000.5	0.10142468694587	7.15177882384506	23.1149519078453	1.9660248384051e-4	0.00189184974985438	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0017	chr1	15275001	15295000	chr1	15275001	16020000	3prime	shared	0.086	0.032	0.861014575869933	3.28868553178446	102337.782543048	137071.475304937	745000	20000	15285000.5	0.0883020543182901	6.70378578895476	11.9618539054209	0.00326028533387082	0.0150291201975996	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0018	chr1	15605001	15625000	chr1	15025001	15625000	5prime	shared	0.073	0.038	-2.24423166671488	-1.35559363431124	180771.656917282	201103.192313305	600000	20000	15615000.5	0.141321064110373	6.64866007622514	31.7100610680118	3.84393061143065e-5	5.5995281693389e-4	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0019	chr1	16095001	16115000	chr1	16095001	17160000	3prime	shared	0.019	0.024	11.257172622974	7.79449118267635	110046.969285501	86919.2823865724	1065000	20000	16105000.5	-0.0229500823223355	6.66590953251647	0.90961004847728	0.354495237822972	0.506099141808691	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0335026995624674	0.166658111954324	lost	both_discordant
stripe_0020	chr1	16650001	16670000	chr1	16650001	17170000	3prime	shared	0.072	0.093	1.81875513575805	1.62004051137391	224329.676494817	195187.018947531	520000	20000	16660000.5	-0.0140586431835345	6.46771598806547	0.275772926434405	0.606732034545981	0.729920324243256	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.0115633023440256	0.762338270946564	gained	both_discordant
stripe_0021	chr1	16780001	16815000	chr1	16780001	17145000	3prime	shared	0.038	0.046	8.2005663255679	5.78830329020441	223327.881539276	192540.977954519	365000	35000	16797500.5	-0.0458645983833413	7.68192267927647	5.06483284810667	0.0389314717548867	0.0988822525161421	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0022	chr1	17115001	17135000	chr1	16420001	17135000	5prime	control_only	0.023	NA	1.91149063885499	NA	215724.039454804	NA	715000	20000	17125000.5	-0.0601615395118819	7.19705292797719	8.53663243042968	0.0100312653989592	0.035471197893809	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0023	chr1	18885001	18905000	chr1	18355001	18905000	5prime	shared	0.081	0.0685	-1.33548664154324	-2.86331857884234	178189.074952717	174426.025727129	550000	20000	18895000.5	-0.0826733295164504	6.71044571699143	12.6186866021927	0.00267645751197407	0.0129365038168924	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0024	chr1	21090001	21115000	chr1	20620001	21115000	5prime	control_only	0.077	NA	-2.26874382495566	NA	162716.335911185	NA	495000	25000	21102500.5	0.0427312086710445	6.95735543966796	3.40627357735285	0.0836559286243816	0.17473160949003	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0025	chr1	21155001	21180000	chr1	20580001	21180000	5prime	shared	0.0625	0.086	-1.30984276707424	-0.333754810043503	127925.084275017	188184.792917559	600000	25000	21167500.5	0.0147342822700564	7.10871502494213	0.401318817969356	0.535417099342399	0.668117595080416	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0026	chr1	21155001	21180000	chr1	20595001	21180000	5prime	mutant_only	NA	0.068	NA	-1.12404196213002	NA	118000.892705085	585000	25000	21167500.5	0.0147666566102884	7.09901997749056	0.40095492228337	0.535599900872362	0.668117595080416	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0027	chr1	21400001	21420000	chr1	21400001	22490000	3prime	shared	0.0735	0.072	7.59361568520313	4.87639763041325	106144.653856039	97433.1759215543	1090000	20000	21410000.5	0.112351295538439	6.75611042363452	19.550718320069	4.3381609868921e-4	0.00332742816174631	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.0802047540229356	0.00849989581885776	unchanged	both_concordant
stripe_0028	chr1	22245001	22270000	chr1	20725001	22270000	5prime	shared	0.041	0.012	1.67961255510573	17.0913261488437	67801.1886636899	91136.413755388	1545000	25000	22257500.5	0.0580683716164333	7.36821197057053	5.3935185527147	0.0338174911435397	0.0894719049601691	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	TRUE	0.0748571599652766	0.0113906449128605	unchanged	both_concordant
stripe_0029	chr1	22495001	22530000	chr1	22495001	22800000	3prime	control_only	0.064	NA	-0.117989662451757	NA	351018.646080551	NA	305000	35000	22512500.5	9.8880532919055e-4	7.64113865217101	0.00233565911259192	0.962056248036024	0.977524961227083	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	TRUE	-0.00649053434292434	0.8470282232819	lost	both_concordant
stripe_0030	chr1	22600001	22620000	chr1	22600001	23130000	3prime	shared	0.0105	0.017	2.29819447199293	2.35532527918061	312695.183506989	232513.900072046	530000	20000	22610000.5	-0.0243205742235924	7.29663203552848	1.12429678953343	0.304839032011631	0.452965443533726	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0031	chr1	22925001	22945000	chr1	22290001	22945000	5prime	shared	0.031	0.037	-2.55693542668535	-0.795845698900574	257478.212836611	208917.894812555	655000	20000	22935000.5	-0.0289961687397487	7.02497125221336	1.81090366814194	0.197278822632474	0.328619706581687	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0032	chr1	22980001	23000000	chr1	22290001	23000000	5prime	control_only	0.0335	NA	-8.41903532147163	NA	285883.201698896	NA	710000	20000	22990000.5	-0.0631389205589013	7.19013615199034	9.85747783415365	0.00637052095885102	0.0250171070792173	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0033	chr1	22980001	23000000	chr1	22310001	23000000	5prime	mutant_only	NA	0.06	NA	-8.62263369096627	NA	217792.678238539	690000	20000	22990000.5	-0.0618829399813684	7.18487500466157	9.39668388822123	0.00743995607115287	0.0281188527276899	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0034	chr1	23050001	23070000	chr1	22480001	23070000	5prime	mutant_only	NA	0.0895	NA	-13.5727261936185	NA	155178.294124601	590000	20000	23060000.5	-0.0123841599288258	7.2859965690437	0.234298346687487	0.634955053119179	0.753421393519232	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0035	chr1	23130001	23150000	chr1	22315001	23150000	5prime	mutant_only	NA	0.032	NA	0.271580191206795	NA	122409.487574056	835000	20000	23140000.5	-0.0456696616963548	7.4325047413032	5.2287814809038	0.0362765360813265	0.0940205159829317	FALSE	TRUE	unchanged	gained	low	FALSE	minimal	TRUE	-0.067339732265314	0.0134013750500646	unchanged	both_discordant
stripe_0036	chr1	23240001	23260000	chr1	22310001	23260000	5prime	shared	0.0295	0.024	-0.49773772068322	1.69236508342628	110950.194550822	94245.9990928812	950000	20000	23250000.5	-0.0600145296736274	6.81637701027535	6.83826353567077	0.0188311879432573	0.0574047503431552	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0037	chr1	23475001	23505000	chr1	23180001	23505000	5prime	control_only	0.086	NA	-0.55572708904724	NA	247120.892633455	NA	325000	30000	23490000.5	-0.0784333219078379	7.43844332093721	15.3607352752269	0.00123645351742298	0.00728529086884472	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	TRUE	-0.0731550668684336	0.00317249447628757	lost	both_concordant
stripe_0038	chr1	23740001	23765000	chr1	23740001	24415000	3prime	mutant_only	NA	0.047	NA	-0.382876453090004	NA	127088.088601532	675000	25000	23752500.5	-0.0233312486338965	7.16105440174425	1.08968159010263	0.31215568471757	0.460364056033056	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	TRUE	-0.0275497193819276	0.310170083109874	lost	both_discordant
stripe_0039	chr1	23745001	23765000	chr1	23745001	24185000	3prime	control_only	0.049	NA	0.00836552262585414	NA	211543.031191527	NA	440000	20000	23755000.5	-0.0390908615878929	6.6936728801101	2.66736188038967	0.12207043446338	0.230890729389164	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0040	chr1	23750001	23765000	chr1	23205001	23765000	5prime	mutant_only	NA	0.072	NA	-0.824125842419024	NA	134475.839329917	560000	15000	23757500.5	-0.0221691117363285	6.16110282455201	0.428574599750307	0.522048576353976	0.659023188944259	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0041	chr1	23815001	23835000	chr1	23815001	24195000	3prime	shared	0.033	0.044	1.57130112504905	0.980251812132416	340322.131094739	277981.566959468	380000	20000	23825000.5	-0.0360371727131386	6.86831982846878	1.81599805932652	0.196682380343775	0.327996793102708	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0182580207700111	0.45980629309585	gained	both_discordant
stripe_0042	chr1	23995001	24015000	chr1	23275001	24015000	5prime	shared	0.054	0.084	-2.57032691949714	-1.63642833582982	176988.791640733	80423.4549521853	740000	20000	24005000.5	-0.0123686376975063	6.95933583092502	0.274087540454702	0.607824130554131	0.730319954813442	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.00909560098825246	0.711968977749766	unchanged	both_concordant
stripe_0043	chr1	24215001	24235000	chr1	22505001	24235000	5prime	shared	0.094	0.068	-2.00026093945875	0.963676412239831	66595.8470439274	265278.033145348	1730000	20000	24225000.5	-0.0567821058580057	7.1596574488975	6.87028265424023	0.0185988299862244	0.0569082506552345	FALSE	TRUE	unchanged	unchanged	medium	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0044	chr1	24350001	24370000	chr1	24350001	25290000	3prime	shared	0.093	0.086	-4.31501098024779	-4.52483312149041	91566.105369567	63382.7287430067	940000	20000	24360000.5	-0.0681803498118994	6.9791687970692	9.1750155446004	0.00802621602165923	0.0299535082048729	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	TRUE	-0.0827276516413757	0.00200438420560737	unchanged	both_concordant
stripe_0045	chr1	24735001	24755000	chr1	24735001	25625000	3prime	shared	0.0525	0.055	-4.87433272389004	-4.46688584344166	106465.703873666	83161.5553821978	890000	20000	24745000.5	-0.020978757352357	6.99085465241579	0.931227685218461	0.348994777066621	0.500085634089826	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0406093570911453	0.105605373695764	lost	both_discordant
stripe_0046	chr1	24865001	24885000	chr1	24865001	25825000	3prime	shared	0.0395	0.0315	-1.02094168467696	-1.3288422030962601	117561.381599962	107511.348234918	960000	20000	24875000.5	-0.0338462937536292	6.91580985953166	1.68345465376947	0.212978120263732	0.349168533021345	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0047	chr1	25075001	25100000	chr1	25075001	25505000	3prime	shared	0.0765	0.0375	-4.31766948713803	-4.94193167655184	220750.141631087	247821.599949745	430000	25000	25087500.5	0.096203601292995	7.17158824072493	15.3620094912113	0.00123603166821151	0.00728529086884472	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0048	chr1	25075001	25095000	chr1	24505001	25095000	5prime	control_only	0.0665	NA	0.112629455481296	NA	172611.49649701	NA	590000	20000	25085000.5	-0.103638944686639	6.68559666727729	19.3192582144951	4.5802120319376e-4	0.00345909250895617	TRUE	TRUE	down_in_mutant	lost	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0049	chr1	25150001	25175000	chr1	25150001	25835000	3prime	control_only	0.095	NA	-4.42969426363976	NA	173231.562224222	NA	685000	25000	25162500.5	0.0896013713292015	7.21726248862162	17.8413782504738	6.5384670688269e-4	0.00459000388231654	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0050	chr1	25150001	25175000	chr1	24475001	25175000	5prime	control_only	0.095	NA	-4.61835074793305	NA	170708.45429721	NA	700000	25000	25162500.5	-0.0182008849829239	7.17980709038384	0.775557047454532	0.391622451427752	0.542011235578736	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0051	chr1	25810001	25835000	chr1	24510001	25835000	5prime	shared	0.012	0.009	6.39085301527356	17.0064043184001	137957.430175356	222735.718988897	1325000	25000	25822500.5	-0.01675684874533	7.60507648194173	0.723329216358199	0.407681094526589	0.556560816042353	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	0.0334849090246835	0.14762060701966	gained	both_discordant
stripe_0052	chr1	26035001	26060000	chr1	24520001	26060000	5prime	mutant_only	NA	0.066	NA	0.286499449813766	NA	40805.8557817489	1540000	25000	26047500.5	0.211943941357445	6.98886341578073	90.8381120674669	5.64554267269407e-8	7.1747060414531e-6	TRUE	TRUE	up_in_mutant	gained	high	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0053	chr1	26675001	26695000	chr1	26675001	28490000	3prime	shared	0.017	0.009	10.388560422118	15.4978848667536	86406.7088517616	91677.0263514442	1815000	20000	26685000.5	0.150975781275317	6.49922612540845	24.0931315109087	1.6034694798376e-4	0.00162574601593991	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	TRUE	0.125292165608691	0.00392130232115398	unchanged	both_concordant
stripe_0054	chr1	26675001	26695000	chr1	25505001	26695000	5prime	control_only	0.024	NA	8.02952361045892	NA	125406.363581699	NA	1190000	20000	26685000.5	0.106635421327993	6.40618286959396	10.6046803836409	0.0049869705286673	0.0207795137178105	TRUE	TRUE	up_in_mutant	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0055	chr1	27975001	27990000	chr1	27975001	28855000	3prime	mutant_only	NA	0.056	NA	2.34665817043207	NA	96869.0039939608	880000	15000	27982500.5	-0.00520167791491686	6.27931322764312	0.0337291025856324	0.856606168821259	0.911512064440811	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0056	chr1	28320001	28340000	chr1	27505001	28340000	5prime	mutant_only	NA	0.073	NA	-0.221335129523185	NA	85513.7333493275	835000	20000	28330000.5	-0.0265330249239775	6.7687049168588	1.32557219245823	0.266616202007099	0.412776312748231	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	TRUE	0.0350812845563335	0.212058802818894	unchanged	both_discordant
stripe_0057	chr1	30930001	30965000	chr1	30780001	30965000	5prime	mutant_only	NA	0.079	NA	0.546253512263033	NA	238121.195694201	185000	35000	30947500.5	0.0154353635201716	7.01795479290083	0.433960674329012	0.51947951707778794	0.656789626137285	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0058	chr1	33800001	33820000	chr1	33800001	34460000	3prime	mutant_only	NA	0.071	NA	-1.23670790780205	NA	156336.379962917	660000	20000	33810000.5	-0.015583165826339	6.64103025288582	0.373807780367531	0.549579365570803	0.681633771432339	FALSE	FALSE	unchanged	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0059	chr1	34160001	34185000	chr1	33855001	34185000	5prime	shared	0.01	0.019	28.6034732065441	9.98450340646717	539549.51684474	369802.689019057	330000	25000	34172500.5	0.0204326573643582	7.456548020857	0.99660812480086	0.333085765586081	0.483778360223647	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0060	chr1	34400001	34440000	chr1	33945001	34440000	5prime	shared	0.056	0.054	9.12134320237326	8.08827753712843	239485.541209896	175491.577594925	495000	40000	34420000.5	0.0117189517574832	8.10956270598234	0.328686905022543	0.574454122900835	0.703707120942364	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.00934046953137883	0.707437091698798	gained	both_discordant
stripe_0061	chr1	34575001	34600000	chr1	33855001	34600000	5prime	shared	0.022	0.0225	8.43498286742579	5.64450332237584	231641.419446296	183019.794427767	745000	25000	34587500.5	-0.00495100575675433	7.44072289384109	0.060166937575921	0.809370517120009	0.878755351552745	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0026220375377182	0.924695694656476	gained	both_discordant
stripe_0062	chr1	34875001	34895000	chr1	34875001	36465000	3prime	shared	0.0875	0.061	-7.09642188417211	-6.70171787297488	67214.2848242014	63398.6449141904	1590000	20000	34885000.5	0.0466241796684864	7.05675391816519	2.55269062105978	0.129789375974171	0.241219740369544	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0063	chr1	35190001	35205000	chr1	35190001	36305000	3prime	mutant_only	NA	0.045	NA	-0.758681216317205	NA	88601.9243240291	1115000	15000	35197500.5	0.064466524560564	6.38737238009784	4.48103215914535	0.0503999602082061	0.119876768859209	FALSE	FALSE	unchanged	gained	low	TRUE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0064	chr1	35380001	35400000	chr1	35380001	36315000	3prime	shared	0.046	0.0455	-3.16620205603801	-1.65105834413317	126739.817905593	147650.94755723	935000	20000	35390000.5	0.00653514545994894	6.98126266854568	0.0794171550845961	0.781724163951459	0.858475687199971	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0065	chr1	35510001	35545000	chr1	35510001	36215000	3prime	control_only	0.089	NA	-5.32932238793554	NA	163421.389322832	NA	705000	35000	35527500.5	0.033443690725776	7.69886337883522	2.99308684404563	0.102982107667507	0.203343454491614	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	TRUE	-0.0287753706774468	0.178914853028406	unchanged	both_discordant
stripe_0066	chr1	35645001	35680000	chr1	35110001	35680000	5prime	shared	0.0635	0.028	-0.133398725352237	1.54121678388219	225167.432353486	130115.55165813	570000	35000	35662500.5	0.0768738531340158	7.62378791816415	13.9306636743618	0.0018315919374988	0.0098262037114075	TRUE	TRUE	up_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0067	chr1	35660001	35680000	chr1	35660001	36390000	3prime	shared	0.0435	0.037	1.89514116430238	2.89734529550839	194261.557156099	273809.936535347	730000	20000	35670000.5	-0.0405489536647368	6.69243625494301	2.88445346793972	0.108920626227112	0.2117230843671	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0068	chr1	35830001	35850000	chr1	34550001	35850000	5prime	shared	0.088	0.078	-6.5770734973984	-5.58218419942254	102956.046987756	106166.30760326	1300000	20000	35840000.5	0.0490553512885423	6.96678346708864	3.84387857790693	0.0676917313737426	0.150023444584979	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	TRUE	-0.0522832116499705	0.0321337531595017	lost	both_discordant
stripe_0069	chr1	35830001	35850000	chr1	35830001	36370000	3prime	mutant_only	NA	0.0835	NA	-2.15733108127693	NA	192745.052714115	540000	20000	35840000.5	-0.0819031411787362	6.74984152599715	13.5670015644933	0.00203080689984761	0.0105788534691002	TRUE	TRUE	down_in_mutant	gained	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0070	chr1	35870001	35890000	chr1	34505001	35890000	5prime	shared	0.086	0.053	-5.44769995380007	-2.89090085058264	119622.753818931	121338.143604484	1385000	20000	35880000.5	0.0177801913975867	6.97464888727497	0.594609250755132	0.451951341194618	0.597033767926485	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0071	chr1	35955001	35990000	chr1	35560001	35990000	5prime	shared	0.064	0.01	-4.60636066819953	8.32502775249078	278076.417173515	133211.973080991	430000	35000	35972500.5	-0.0572329134201065	7.64930738526876	7.69056372065716	0.0136316647341589	0.0447967011838988	TRUE	TRUE	down_in_mutant	unchanged	high	NA	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0072	chr1	36050001	36075000	chr1	34760001	36075000	5prime	control_only	0.017	NA	-6.610956082023	NA	136247.657206442	NA	1315000	25000	36062500.5	-0.013633423309784	7.61363824306961	0.423651044852548	0.524417492374148	0.659981208290704	FALSE	FALSE	unchanged	lost	low	TRUE	minimal	TRUE	-0.0195882556976254	0.438920366725834	unchanged	both_discordant
stripe_0073	chr1	36060001	36080000	chr1	36060001	36605000	3prime	control_only	0.094	NA	0.571357487841797	NA	260857.825041886	NA	545000	20000	36070000.5	0.0243011900106456	6.40216904596431	0.579650936155183	0.457594775764582	0.601771827325733	FALSE	FALSE	unchanged	lost	low	FALSE	minimal	FALSE	NA	NA	NA	5kb_only
stripe_0074	chr1	36355001	36375000	chr1	36355001	36775000	3prime	shared	0.044	0.048	0.150919275554142	1.71439068859696	326667.912071243	267562.82430812	420000	20000	36365000.5	-0.0447882952040764	6.89631986283571	3.74885350947537	0.0708289650157099	0.154736307389092	FALSE	FALSE	unchanged	unchanged	low	NA	minimal	FALSE	NA	NA	NA	5kb_only
