context	region	modality	Chromosome	Start	End	num_contexts	mean_coverage	mean_mod_group_1	mean_mod_group_2	mod_fold_change	mod_difference	test_statistic	dmr_pvalue	dmr_qvalue	Annotation	Name
non-CG	genes	mc	8	33516737	33585581	19946	12.427585731474982	0.00018111823380627254	0.0007864590878686315	4.342241370959055	0.000605340854062359	309.5174100071105	2.7819795488228106e-69	2.5122434484015325e-66	Gene	Tex15
non-CG	genes	mc	8	36457547	36516569	18761	10.078367357816747	0.00010293418147716558	0.0008494155777032039	8.252026348425709	0.0007464813962260383	305.4859473134211	2.101859266935614e-68	1.8221438356918225e-65	Gene	Trmt9b
non-CG	genes	mc	7	98885020	99141140	81259	9.706197159699233	0.0008623469115848711	0.0004773172180039756	0.5535095117656702	-0.0003850296935808955	279.6753072435039	8.837968695964724e-63	7.367126751832441e-60	Gene	Uvrag
non-CG	genes	hmc	8	35587797	35679448	29982	9.172766159695817	0.00012389346885347072	0.0006000061175586626	4.842919672128094	0.0004761126487051919	282.00481797597786	2.7461043323732534e-63	1.4879079798881381e-59	Gene	Mfhas1
non-CG	genes	mc	8	41239751	41332343	26129	11.941415668414406	6.380827952966577e-05	0.00046869220619895563	7.3453195988625755	0.0004048839266692899	276.05962207801724	5.423681177321487e-62	4.353608968744022e-59	Gene	Pcm1
non-CG	genes	mc	7	90476671	92449246	588655	11.553421358860453	0.0001859598783936746	0.00012382696296187414	0.66587999535972	-6.213291543180047e-05	267.9914773756111	3.1093094910309894e-60	2.4067165928255226e-57	Gene	Dlg2
non-CG	genes	mc	8	68356780	68735145	118371	10.522587880477483	8.126888576636164e-07	0.0004734991221049087	582.6327230154997	0.0004726864332472451	254.45097464208104	2.780485046540297e-57	2.0779811177126847e-54	Gene	Csgalnact1
non-CG	genes	mc	8	35465252	35496195	9267	9.26394734002374	0.00018862046644240238	0.001482614906364991	7.860307708536634	0.0012939944399225887	244.79287882124225	3.545570003047611e-55	2.5614379558683622e-52	Gene	Eri1
non-CG	genes	mc	8	41397458	41417073	5792	11.023027451657459	0.00027926043891242694	0.0019911810562615617	7.130193821997016	0.0017119206173491347	241.17344287268833	2.1819517823101742e-54	1.5254658380002712e-51	Gene	Frg1
non-CG	genes	mc	8	47180047	47446361	85682	9.748927721108284	2.6511554833660467e-06	0.0003083166455130629	116.29519560339322	0.0003056654900296969	240.1261281647039	3.6915094554659906e-54	2.5001901383848258e-51	Gene	Stox2
non-CG	genes	mc	8	67689081	68212026	157581	11.247951846986629	1.2389185639314087e-06	0.00015657224011779897	126.37815323466847	0.00015533332155386756	238.04189088113387	1.0511576608207978e-53	6.903557570596713e-51	Gene	Psd3
non-CG	genes	mc	10	123263995	123741203	144720	11.667787797125484	0.00011670541691018136	0.0002342080419006312	2.00683094325332	0.00011750262499044984	234.04064755929105	7.837495547915912e-53	4.995942382646517e-50	Gene	Tafa2
non-CG	genes	mc	8	15892536	17535585	507623	10.964101803897774	2.3431967743396025e-05	1.1520295472085769e-06	0.04916486570075876	-2.2279938196187448e-05	228.01242437895542	1.617363722527525e-51	1.0015178273811156e-48	Gene	Csmd1
non-CG	genes	mc	8	40511782	40550756	11449	11.46944056249454	0.0001101914425219677	0.0008887713779236292	8.065702359295681	0.0007785799354016616	221.62865009204705	3.9915290608758465e-50	2.4030113704545064e-47	Gene	Vps37a
non-CG	genes	mc	8	33386324	33417466	8961	12.452460662872447	0.0002777788041128127	0.0012338500842573382	4.441843891574398	0.0009560712801445255	220.06628206145393	8.748342815987013e-50	5.124400914888825e-47	Gene	Purg
non-CG	genes	hmc	8	36457547	36516569	18761	10.078367357816747	9.962950187529778e-05	0.0006421658761190019	6.44553936365932	0.0005425363742437041	223.20396511587273	1.8094205213238007e-50	7.843114191730146e-47	Gene	Trmt9b
non-CG	genes	mc	8	61511432	61902689	122366	11.021979144533612	1.2796696569914464e-06	0.0002126339958987563	166.16319277169328	0.00021135432624176485	219.15918175272947	1.3797139398599697e-49	7.869089531206611e-47	Gene	Palld
non-CG	genes	mc	7	113765997	114043369	90542	9.529511166088666	0.0006082778006666315	0.0003369717002235936	0.5539766531908535	-0.00027130610044303786	218.94189002377144	1.5388164917932618e-49	8.551479442727016e-47	Gene	Spon1
non-CG	genes	mc	8	34115029	34125181	3325	8.814962406015038	0.0006631437579070684	0.004012011726047327	6.04998792224108	0.0033488679681402582	216.53520898880652	5.154298799023127e-49	2.792727946780706e-46	Gene	Mboat4
non-CG	genes	hmc	8	31814550	32884796	325903	11.395364571667029	3.0178840840670076e-05	6.845807314131817e-05	2.2684129421253862	3.8279232300648095e-05	219.68523720053483	1.059355198527749e-49	3.826567536281984e-46	Gene	Nrg1
non-CG	genes	mc	8	40307457	40386307	22345	11.396514880286418	4.603631434835966e-05	0.00041241103128713587	8.958385073279237	0.0003663747169387762	202.12945238528476	7.16390327308588e-46	3.7869091618924454e-43	Gene	Micu3
non-CG	genes	mc	8	41340196	41374772	10637	10.229963805584282	0.00011784093616349004	0.0009566185948889578	8.117880135997606	0.0008387776587254677	199.28882813975838	2.985567292458883e-45	1.5406238078443182e-42	Gene	Asah1
non-CG	genes	mc	8	61223871	61396070	55004	9.776384444767654	1.7950493163730032e-06	0.0005764674487072771	321.14295883082565	0.0005746723993909041	198.62002490978878	4.1780962547763514e-45	2.105857677436462e-42	Gene	Sh3rf1
non-CG	genes	mc	8	68880490	68907447	8436	10.873370080606923	0.00016079766849656319	0.0011501319293735178	7.152665459189168	0.0009893342608769547	192.3109747396412	9.952009815537467e-44	4.902043380275989e-41	Gene	Lpl
non-CG	genes	mc	8	33619585	33641966	7040	9.413352272727273	0.0003462486152936015	0.0016748101494625685	4.837016165515675	0.0013285615341689671	187.03550338691832	1.4107263328103168e-42	6.79437151355511e-40	Gene	Ubxn8
non-CG	genes	hmc	8	34826459	34965689	41599	11.056726123224117	3.722706281437515e-05	0.00022435544069153733	6.02667585703009	0.00018712837787716218	186.5753756028068	1.777818974254997e-42	5.5043815184326496e-39	Gene	Tnks
non-CG	genes	hmc	8	39005844	39165113	41249	11.377100050910325	3.741601937660236e-05	0.0002074611780539206	5.544715378880038	0.00017004515867731824	172.66187937811898	1.9400424643381976e-39	5.25581754120022e-36	Gene	Tusc3
non-CG	genes	mc	8	41191433	41215155	6974	11.191425293948953	0.0001580844137818431	0.0011348847460581405	7.178979375058975	0.0009768003322762973	165.23742427477399	8.117931665826942e-38	3.8247811520318986e-35	Gene	Fgl1
non-CG	genes	hmc	8	40551094	40634796	25735	10.27791431902079	6.097588782237334e-05	0.0003506385996694945	5.750446810892318	0.00028966271184712117	167.32649798350516	2.8386543646368563e-38	6.835795116086065e-35	Gene	Mtmr7
non-CG	genes	mc	8	40279165	40308330	8613	10.838050040636247	9.50010365764422e-05	0.0009056128473981758	9.532662800678791	0.0008106118108217336	163.0833077622407	2.398952213618491e-37	1.1062232196968842e-34	Gene	Fgf20
non-CG	genes	mc	8	69271079	69314206	13235	11.589667548167737	0.0002695391425536757	0.0008245906515397311	3.0592612402316415	0.0005550515089860553	160.71011357153967	7.91587918091526e-37	3.5741843643328426e-34	Gene	D130040H23Rik
non-CG	genes	hmc	8	33782642	33929862	47715	9.28468772922561	4.2334352030825184e-05	0.00021002702500177731	4.961148923428637	0.00016769267297095212	157.3692778142664	4.250679964281771e-36	9.212498686587882e-33	Gene	Rbpms
non-CG	genes	hmc	8	36094827	36147786	17370	9.036996257915947	8.545669727887147e-05	0.0005395144601497334	6.313308111933367	0.00045405776287086187	155.23396149758182	1.2447044988728107e-35	2.4524073276427659e-32	Gene	Prag1
non-CG	genes	hmc	7	98885020	99141140	81259	9.706197159699233	0.00024894439465181223	0.00010992692788099527	0.44157221549312375	-0.00013901746677081695	148.40608317011035	3.866909865558411e-34	6.983961459687287e-31	Gene	Uvrag
non-CG	genes	mc	8	69742861	69774885	10255	11.248439785470502	0.0002798185128374842	0.0009460543535317735	3.3809569779295927	0.0006662358406942893	143.9476962994425	3.647760075452084e-33	1.6134266145974087e-30	Gene	Gm20422
non-CG	genes	mc	8	69132668	69184224	17516	8.89853562457182	0.00021025737203610325	0.0006719639774928734	3.1959116153011298	0.0004617066054567701	138.74596451743432	5.005538937293311e-32	2.1697009077591587e-29	Gene	Lzts1
non-CG	genes	hmc	8	40926211	40990784	20991	8.676337477966747	5.878699038898459e-05	0.0004064854476640567	6.914547674143619	0.0003476984572750721	139.89064599492244	2.812723237951432e-32	4.6892423643170297e-29	Gene	Pdgfrl
non-CG	genes	hmc	7	113765997	114043369	90542	9.529511166088666	0.00024964210025965323	0.00011852498153721387	0.4747796201599642	-0.00013111711872243936	138.22809321935478	6.496895244622628e-32	1.0057657902621872e-28	Gene	Spon1
non-CG	genes	mc	8	55940459	56130069	54003	12.151618891543063	1.6238265578537746e-06	0.00017862335695368838	110.00149990758644	0.0001769995303958346	127.57804788006217	1.388324850097723e-29	5.8998361717976375e-27	Gene	Glra3
non-CG	genes	mc	8	54629054	54887183	75517	11.218634545863845	0.0	0.0002914784425615566	inf	0.0002914784425615566	118.90088051984219	1.1009575880526443e-27	4.58866419343557e-25	Gene	Wdr17
non-CG	genes	mc	8	43180540	43193880	4130	10.959533898305084	0.00022784530471092458	0.0014459268638855691	6.346090237497182	0.0012180815591746445	118.30297747402504	1.4882659880640356e-27	6.085884671568273e-25	Gene	Triml2
non-CG	genes	mc	8	64014930	64206270	55441	11.791088724950848	8.034813171916502e-07	0.00019560850611770517	243.45121900457045	0.00019480502480051352	114.8618748336624	8.437442955098573e-27	3.386383354923174e-24	Gene	Tll1
non-CG	genes	mc	8	40492539	40515846	6667	11.72746362681866	6.810849141940855e-05	0.0007458474520300232	10.950873180219679	0.0006777389606106147	112.45456312737336	2.841016529832594e-26	1.1195154772920329e-23	Gene	Cnot7
non-CG	genes	mc	8	35375738	35388138	3962	9.147242554265523	0.00020712672940746934	0.0016173430242442527	7.808470827840574	0.0014102162948367834	111.92289865684222	3.714793891066613e-26	1.4376915714479766e-23	Gene	Ppp1r3b
non-CG	genes	mc	7	100372232	100470151	31048	10.101822178562227	0.0007084983191115632	0.00036725185713256455	0.5183524748415606	-0.0003412464619789987	111.34147686382126	4.9808152836701267e-26	1.893845783210222e-23	Gene	C2cd3
non-CG	genes	mc	8	34090419	34108795	6063	8.495773544449943	0.0001483362423660034	0.0011007928242368326	7.420929684336665	0.0009524565818708293	110.77313006253758	6.634489082175116e-26	2.4791255496203668e-23	Gene	Dctn6
non-CG	genes	mc	8	43129806	43141485	3729	10.401582193617593	0.00014961060605827615	0.0014113077053353029	9.433206258021386	0.0012616970992770267	106.97406556527504	4.51033273298528e-25	1.6568210393557621e-22	Gene	Triml1
non-CG	genes	mc	8	69832490	69872291	13606	7.697431280317507	0.0003403557441513341	0.0008918195695701168	2.6202571424021053	0.0005514638254187827	101.82934177003942	6.051708732251115e-24	2.185978055901307e-21	Gene	Pbx4
non-CG	genes	hmc	8	48227681	48843950	188756	11.217635465892474	6.14087188960423e-06	3.005729850967455e-05	4.894630444995604	2.3916426620070318e-05	103.00369692591806	3.34523402500224e-24	4.833417134924903e-21	Gene	Tenm3
non-CG	genes	mc	8	68793928	68831666	11504	10.80178633518776	0.0	0.0012378873759545657	inf	0.0012378873759545657	99.20062311121292	2.2817524068627198e-23	8.106954084251758e-21	Gene	Ints10
non-CG	genes	mc	7	98206388	98321207	34477	10.42425022478754	0.0006832187233824247	0.00038417232096502984	0.5622977061622377	-0.00029904640241739484	97.32411109904872	5.885921821583693e-23	2.0575094135352157e-20	Gene	Acer3
non-CG	genes	hmc	8	61223871	61396070	55004	9.776384444767654	6.329818174194991e-06	9.823034628312564e-05	15.518667926921662	9.190052810893065e-05	98.42956372675833	3.367934810632826e-23	4.562078196927827e-20	Gene	Sh3rf1
non-CG	genes	mc	8	34135571	34147032	3492	9.870346506300114	0.00023055455523175326	0.0014818979661120834	6.427537138108074	0.00125134341088033	92.71317025952206	6.044995835622686e-22	2.079574519769055e-19	Gene	Leprotl1
non-CG	genes	mc	8	64592541	64693053	31868	10.229693579766536	6.854385435801826e-07	0.00030028417472807993	438.0905881942904	0.00029959873618449974	92.41132683427912	7.040995262959725e-22	2.3843670364707207e-19	Gene	Cpe
non-CG	genes	mc	7	99381413	99461876	29371	6.223907085220115	0.0008142706739332236	0.0003921822739280121	0.48163625006120997	-0.00042208840000521156	87.7546691330014	7.40978059925003e-21	2.470648845039168e-18	Gene	Gdpd5
non-CG	genes	mc	8	69907075	69996383	30477	8.819363782524526	0.00011434437732211934	0.0003008284367925929	2.630898377671249	0.00018648405947047357	86.41649211733855	1.4576425008229172e-20	4.7865887758083465e-18	Gene	Gatad2a
non-CG	genes	hmc	8	40423814	40510267	25565	11.069851359280266	4.695071712920766e-05	0.00019713725268261217	4.1988123874677665	0.0001501865355534045	87.78972160712648	7.279624089843223e-21	9.280664288186599e-18	Gene	Zdhhc2
non-CG	genes	mc	8	48099091	48153232	17448	9.47102103392939	3.1460139627971745e-06	0.00040781290443753454	129.6284470635156	0.0004046668904747374	83.52821285253928	6.281310556829618e-20	2.0318633387786318e-17	Gene	Dctd
non-CG	genes	hmc	8	40307457	40386307	22345	11.396514880286418	2.833172819273164e-05	0.00018218036019643208	6.4302593529458445	0.00015384863200370045	84.34371783197922	4.1581806102507226e-20	5.006680464775773e-17	Gene	Micu3
non-CG	genes	hmc	8	64592541	64693053	31868	10.229693579766536	5.249449765480044e-06	0.00014796756803393975	28.187252882571137	0.0001427181182684597	83.70893161693283	5.732564994172478e-20	6.539046374668427e-17	Gene	Cpe
non-CG	genes	mc	8	34807296	34819893	4140	7.037047101449275	9.744230730312563e-05	0.0014607476004610623	14.990897084537798	0.0013633052931579367	79.75127275449006	4.246369623954033e-19	1.353405424411114e-16	Gene	Dusp4
non-CG	genes	hmc	8	57774051	58912639	334332	11.279523048945359	9.744967125750376e-06	2.4458517915903437e-05	2.5098615111049023	1.4713550790153061e-05	81.60545508294035	1.6615488963378375e-19	1.8005374615164976e-16	Gene	Galntl6
non-CG	genes	mc	8	56531521	56551046	5447	12.084541949697082	3.386249119575229e-06	0.0010713327570768785	316.3774191578872	0.0010679465079573033	78.53106551403094	7.875003981342964e-19	2.4735501635890733e-16	Gene	Cep44
non-CG	genes	mc	8	60505931	60545676	12253	11.02766669387089	1.8826860658638893e-06	0.0005174250133407443	274.83340038601636	0.0005155423272748804	78.3724540383038	8.533384398352126e-19	2.6420577152212233e-16	Gene	Aadat
non-CG	genes	mc	8	43295062	43306979	3669	10.687482965385664	0.0001188061853164405	0.0010255001674187585	8.63170688198882	0.000906693982102318	78.30060739463717	8.849464264099588e-19	2.7013301267018364e-16	Gene	Zfp42
non-CG	genes	mc	16	94748635	94997700	84512	8.43466756200303	8.884153196537993e-05	3.317514114353601e-05	0.3734192827343838	-5.566639082184393e-05	77.53233849935114	1.3056712522465956e-18	3.882177362491098e-16	Gene	Kcnj6
non-CG	genes	mc	7	97919954	98049662	40446	10.382741803886663	0.0005315560578665059	0.0003059657411661721	0.5756039022379307	-0.00022559031670033383	77.5025304015076	1.325525422527298e-18	3.882177362491098e-16	Gene	Gdpd4
non-CG	genes	mc	8	71272713	71360712	31202	7.480241651176207	0.00014693464398707345	0.0003604501694905022	2.453132628968106	0.00021351552550342875	77.51663295424959	1.3160948248710382e-18	3.882177362491098e-16	Gene	Myo9b
non-CG	genes	hmc	8	69132668	69184224	17516	8.89853562457182	7.320866729299642e-05	0.00032596431368658613	4.452537189100966	0.0002527556463935897	79.72605859642371	4.3009066881876525e-19	4.4387405072900477e-16	Gene	Lzts1
non-CG	genes	mc	7	113207464	113314125	36015	8.62119602943218	0.0005713512805736517	0.00031918410805059004	0.5586477512225418	-0.0002521671725230616	76.97133538109291	1.7345732432147385e-18	5.012454120025736e-16	Gene	Arntl
non-CG	genes	mc	7	98121558	98178273	20599	6.024898053303558	0.0007285320647888041	0.0003038974658477647	0.4171367061734781	-0.00042463459894103947	75.66201674683673	3.3662109750888395e-18	9.599459271460581e-16	Gene	Capn5
non-CG	genes	hmc	8	41239751	41332343	26129	11.941415668414406	1.8902147702158595e-05	0.00013318192433410224	7.045862006405393	0.00011427977663194365	77.87794693547019	1.0960831796037975e-18	1.0797913977978682e-15	Gene	Pcm1
non-CG	genes	mc	8	69366509	69395538	8988	10.791221628838452	0.0001941479501188529	0.0006031101726117014	3.1064462552527146	0.0004089622224928485	74.08051786844314	7.499483050768974e-18	2.1108609890820254e-15	Gene	Gm10033
non-CG	genes	mc	8	54077605	54187095	31551	11.43155129789864	0.0	0.00020996606073772782	inf	0.00020996606073772782	73.01333268345469	1.28776964258979e-17	3.57818352100622e-15	Gene	Vegfc
non-CG	genes	mc	8	33599624	33619440	5976	10.121799698795181	0.0001621030377260876	0.0007485543555542949	4.617768834284025	0.0005864513178282073	72.49554981345186	1.6740903378186214e-17	4.5927291001953134e-15	Gene	Ppp2cb
non-CG	genes	mc	8	69702655	69716982	4559	11.277939241061636	0.00042484144594305724	0.0012407778749684117	2.920566924006555	0.0008159364290253545	72.4339708669215	1.7271511329956686e-17	4.6790683131768904e-15	Gene	Zfp869
non-CG	genes	mc	5	130369454	130847411	159766	8.906590732696568	4.715530050519704e-05	9.699811741765781e-05	2.0569928805133486	4.9842816912460774e-05	72.29802114444892	1.8503284429610057e-17	4.950884980777021e-15	Gene	Caln1
non-CG	genes	hmc	8	33652522	33698162	14382	9.355713739396467	0.00014708199696748299	0.0004523464362715369	3.075471135815093	0.00030526443930405393	74.42178947474605	6.308880830054785e-18	5.9448858360772765e-15	Gene	Gsr
non-CG	genes	mc	7	97480955	97541394	18877	10.082501191926683	0.0010414368318651748	0.0006033721407609514	0.5793650870598981	-0.0004380646911042234	71.68301697064337	2.5269815346659185e-17	6.678935463513957e-15	Gene	Ints4
non-CG	genes	mc	8	69037710	69089234	16579	10.636852343325895	0.00012058993064428468	0.00033854612725590797	2.807416219970712	0.0002179561966116233	70.94984244128132	3.664229730604998e-17	9.568054331494232e-15	Gene	Slc18a1
non-CG	genes	mc	9	81863669	82206006	100426	11.426067452651704	0.00025939146689837726	0.00018035747951799185	0.6953099948683014	-7.903398738038541e-05	69.66397884327618	7.031861540761619e-17	1.814303990153888e-14	Gene	Mei4
non-CG	genes	mc	7	112427504	112591691	55402	8.441782336377749	0.0004204390646126313	0.00024259204412131093	0.5769969171271501	-0.00017784702049132038	67.97328892398757	1.6572540812465906e-16	4.225607965042042e-14	Gene	Parva
non-CG	genes	mc	7	97081585	97308945	70394	9.605781387618263	0.00029277395946773147	0.00017235494794513905	0.5886963043382805	-0.00012041901152259242	67.72996897664565	1.8749195266284713e-16	4.725015221002193e-14	Gene	Gab2
non-CG	genes	mc	7	99920253	99980447	18768	10.111766037936913	0.0005361758401658189	0.00024972016978216054	0.46574304747661055	-0.0002864556703836584	67.32429503500254	2.3032553479158216e-16	5.737753236250528e-14	Gene	Rnf169
non-CG	genes	mc	8	61928086	62038243	32841	11.95829527115496	6.52777306327501e-07	0.00013319832526431126	204.04864564560265	0.00013254554795798376	66.87696711696684	2.889917797333071e-16	7.117407775181777e-14	Gene	Ddx60
non-CG	genes	mc	8	70042812	70072346	9940	9.136846076458752	0.0001351221091821434	0.0005135558339492933	3.8006795265238535	0.00037843372476714985	65.86061569300436	4.839665959224115e-16	1.178540228474879e-13	Gene	Sugp1
non-CG	genes	mc	8	70382354	70439578	20870	6.5373742213703885	0.00018265942333984837	0.0004740220202872063	2.595113964666696	0.00029136259694735795	65.64579664856612	5.396995822595484e-16	1.2996565607012436e-13	Gene	Crtc1
non-CG	genes	mc	7	96951504	97064757	34221	11.272332778118699	0.000469999689257992	0.0002714244532979023	0.5774992186195087	-0.00019857523596008973	65.1377926567158	6.983974560805499e-16	1.6633371500696434e-13	Gene	Nars2
non-CG	genes	mc	8	63924693	63952247	8124	11.570439438700149	0.0	0.0006020650142452731	inf	0.0006020650142452731	64.33636562948526	1.0489174085834576e-15	2.470998586546661e-13	Gene	Sgo2b
non-CG	genes	mc	5	92683434	92965317	91959	9.547485836079122	3.655784342759638e-05	1.3894917392021556e-06	0.03800803354153192	-3.5168351688394226e-05	63.82432149597174	1.3602385098428947e-15	3.169940776755383e-13	Gene	Shroom3
non-CG	genes	mc	8	66860216	66890563	8785	12.240253272623791	0.0	0.0005413043679878556	inf	0.0005413043679878556	63.57839979756616	1.5410975415255304e-15	3.5532135124981726e-13	Gene	Naf1
non-CG	genes	hmc	8	68356780	68735145	118371	10.522587880477483	7.673435210530436e-06	3.427663576420298e-05	4.466921896618655	2.660320055367255e-05	66.14356425002222	4.192463268277553e-16	3.785969017224142e-13	Gene	Csgalnact1
non-CG	genes	mc	8	64999306	65018583	6416	9.914101465087281	0.0	0.0008807950148442059	inf	0.0008807950148442059	62.64054992252037	2.480925139211549e-15	5.659904267592831e-13	Gene	Trim60
non-CG	genes	hmc	5	147957319	148316064	117855	9.007829536294599	9.742477114595848e-05	5.150189827979513e-05	0.5286324789271174	-4.592287286616335e-05	64.82846742146458	8.171011141440263e-16	7.083612978737393e-13	Gene	Mtus2
non-CG	genes	hmc	8	65617899	66471636	253800	11.564950748620962	6.710197003670904e-06	1.958057267451144e-05	2.9180324607160744	1.2870375670840534e-05	64.29022771007061	1.073770058038026e-15	8.950699410714669e-13	Gene	Marchf1
non-CG	genes	mc	8	65028416	65037335	2762	9.625678855901521	9.693303865689582e-06	0.0016674528588075384	172.0211067260209	0.0016577595549418487	61.04499935935113	5.578503530256213e-15	1.2594052813671136e-12	Gene	Apela
non-CG	genes	mc	7	100706634	100841655	41827	10.152793052334616	0.00041912201922933765	0.00024287676505344363	0.5794893942819666	-0.00017624525417589401	60.63902436889496	6.856127361466651e-15	1.531885034072853e-12	Gene	Fam168a
