chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type
chr1	90200000	-8.073149818796578	1.9398860272354626	3.8576499027360414	Differential	Matrix 2	Strength Change
chr1	90600000	-2.4467014142099694	2.7325293607581083	3.2668982441214727	Differential	Matrix 2	Strength Change
chr1	90975000	-2.035869722942714	3.649265305527679	4.063862954830844	Differential	Matrix 2	Strength Change
chr1	91500000	-4.027480417045481	1.3490169073903011	2.297411273142238	Differential	Matrix 2	Complex
chr1	98125000	-2.1387076522215835	1.0546711862936415	1.5509068002384723	Differential	Matrix 2	Merge
chr1	101100000	-2.0752561634538496	1.5057203893928781	1.9766987033682724	Differential	Matrix 2	Strength Change
chr1	110150000	3.805988309047766	2.7007106479630885	1.717642573317033	Differential	Matrix 1	Strength Change
chr1	112350000	-4.331255026336611	0.6258610971352472	1.663805561079793	Differential	Matrix 2	Merge
chr1	114325000	-3.271595240008696	0.8140669892917366	1.5906189826028545	Differential	Matrix 2	Complex
chr1	115800000	3.8824003441547257	1.8849312943522791	0.9011283033301486	Differential	Matrix 1	Complex
chr1	118750000	-2.5943680680437935	1.1174620395353072	1.7229590287271193	Differential	Matrix 2	Merge
chr1	121425000	-2.1233515352824885	2.2797880508205886	2.745537127942635	Differential	Matrix 2	Strength Change
chr1	123325000	-2.9025031263138485	0.9845244897988858	1.6677391556713441	Differential	Matrix 2	Merge
chr1	124050000	-4.95998482270967	2.364598642816161	3.5172203171184564	Differential	Matrix 2	Strength Change
chr1	125625000	3.0838379031062	1.8795004754545368	1.0897043605960448	Differential	Matrix 1	Complex
chr1	126425000	-5.915328580531762	0.7960299517166393	2.214865411581583	Differential	Matrix 2	Complex
chr1	126750000	-6.023711330066975	0.29544315670516896	1.7515270392461115	Differential	Matrix 2	Complex
chr1	126775000	-5.754135231273468	1.7462036350871615	3.105148883010806	Differential	Matrix 2	Strength Change
chr1	128850000	-4.17561494028913	3.309758578443047	4.251294392687209	Differential	Matrix 2	Strength Change
chr1	131575000	2.191269980902859	4.34954208762036	3.7225095690993713	Differential	Matrix 1	Strength Change
chr1	132750000	-3.4895470051090314	2.6614052811320414	3.4505269883951146	Differential	Matrix 2	Strength Change
chr1	133675000	-2.3232962060678206	1.739139205949897	2.265242637133418	Differential	Matrix 2	Strength Change
chr1	133725000	3.609390037458195	2.559754011138854	1.6274980057083972	Differential	Matrix 1	Strength Change
chr1	135150000	-5.746436935905617	0.6328567413710517	2.0142497932645944	Differential	Matrix 2	Complex
chr1	135375000	2.292868749906753	3.1543392388742673	2.5287436459162596	Differential	Matrix 1	Strength Change
chr1	135700000	-3.612819575049186	4.086867995915047	4.874785932398457	Differential	Matrix 2	Strength Change
chr1	137525000	-2.2532372284207685	1.1696135945772064	1.6911461126947533	Differential	Matrix 2	Merge
chr1	137825000	-7.470817914910875	-0.09437847365176634	1.721572198236454	Differential	Matrix 2	Complex
chr1	137875000	-8.705040664323349	1.0583899397514696	3.1488277807111467	Differential	Matrix 2	Complex
chr1	137900000	-2.8766054142257285	1.8840112818621761	2.541292125669651	Differential	Matrix 2	Strength Change
chr1	138050000	-7.651212210662112	2.032809043912231	3.8460983372033035	Differential	Matrix 2	Strength Change
chr1	142025000	2.9987695632672406	1.9482786084314923	1.1776345961686712	Differential	Matrix 1	Split
chr1	143825000	2.4710450341118397	2.7567726767001024	2.0965998480983323	Differential	Matrix 1	Strength Change
chr1	144025000	-4.527014268565747	1.858590473058479	2.917140228425746	Differential	Matrix 2	Strength Change
chr1	146200000	-3.1394791994711415	2.3114639212267853	3.023233517245799	Differential	Matrix 2	Strength Change
chr1	148075000	-2.0499938304511964	1.750567024355865	2.2100639647812907	Differential	Matrix 2	Strength Change
chr1	153100000	6.933759067037876	2.846492268608796	1.100827973832672	Differential	Matrix 1	Split
chr1	153550000	-3.284243456377324	1.5289475275728988	2.2929565572382544	Differential	Matrix 2	Strength Change
chr1	153750000	-2.9915692071689426	3.7680293394020503	4.412073632680226	Differential	Matrix 2	Strength Change
chr1	154475000	-2.158448565984239	1.0240755604694154	1.525772449223715	Differential	Matrix 2	Merge
chr1	157100000	-2.12026771533053	3.0793875086496088	3.5269235670528998	Differential	Matrix 2	Strength Change
chr1	157550000	-3.6276789696177243	2.908568294426504	3.725829618336117	Differential	Matrix 2	Strength Change
chr1	158950000	-2.048531349181217	2.4080949765295125	2.852875577678548	Differential	Matrix 2	Strength Change
chr1	160200000	-2.949464268582533	2.8159652390431944	3.4705808966182152	Differential	Matrix 2	Strength Change
chr1	160725000	17.642556712259143	5.0751991898148985	0.6807972241893651	Differential	Matrix 1	Complex
chr1	160750000	3.1068524637801405	1.9834924959954945	1.1858372045351302	Differential	Matrix 1	Complex
chr1	160925000	-13.313793803011718	-0.8475940393025599	2.4034626124516985	Differential	Matrix 2	Complex
chr1	160950000	-12.807126196727411	0.1615299805654277	3.2675288881406344	Differential	Matrix 2	Complex
chr1	168425000	-2.421658178303229	1.503383270992512	2.0585178683767213	Differential	Matrix 2	Strength Change
chr1	169500000	2.151849852553335	1.5093458921238636	0.9539179749805203	Differential	Matrix 1	Split
chr1	169550000	-5.139311370481014	2.09474039470019	3.296795998594237	Differential	Matrix 2	Strength Change
chr1	170625000	-2.042798730479586	3.8257036778621023	4.238130026424789	Differential	Matrix 2	Strength Change
chr1	174575000	-2.872927737006938	1.1221779255997173	1.7952052593847851	Differential	Matrix 2	Merge
chr1	176225000	2.0480461474485976	4.894121116449997	4.289968555913873	Differential	Matrix 1	Strength Change
chr1	176700000	-2.1995639942266068	3.482997648342448	3.940971212008145	Differential	Matrix 2	Strength Change
chr1	178175000	2.077072178510346	2.7928234923109905	2.2275185446657226	Differential	Matrix 1	Strength Change
chr1	179150000	2.0758180521336858	3.3196889972343095	2.743181128887723	Differential	Matrix 1	Strength Change
chr1	180250000	-2.424286588906605	2.604097284213941	3.1358290450646953	Differential	Matrix 2	Strength Change
chr1	180425000	3.467245326866705	5.040198195987527	4.088278363362201	Differential	Matrix 1	Strength Change
chr1	180700000	2.2438961124211603	2.7156757534983185	2.1115515244228824	Differential	Matrix 1	Strength Change
chr1	181350000	-2.550435647533902	1.103031366899941	1.6981768973603188	Differential	Matrix 2	Complex
chr1	182975000	-2.165599917519743	2.5646965049613164	3.0344805803753596	Differential	Matrix 2	Strength Change
chr1	184250000	-2.6590622665710226	2.1476967363086032	2.7463996110437634	Differential	Matrix 2	Strength Change
chr1	185525000	-3.6704925620980235	1.2017629244719656	2.066698062145143	Differential	Matrix 2	Complex
chr1	186375000	-2.9217542564573975	1.598559299100303	2.2730367665196938	Differential	Matrix 2	Strength Change
chr1	187975000	-2.1874287015214415	1.7114266900107968	2.2051472274562576	Differential	Matrix 2	Strength Change
chr1	189025000	-2.585855210161242	0.9591455051140284	1.5660334373569538	Differential	Matrix 2	Merge
chr1	189700000	-3.0299970541736774	3.1223893070116064	3.789865357942768	Differential	Matrix 2	Strength Change
chr1	190100000	4.053987689564794	2.325068407475231	1.289991430224063	Differential	Matrix 1	Complex
chr1	190525000	2.4296373763829338	1.7047090899790889	1.0775683186709535	Differential	Matrix 1	Complex
chr1	192450000	-2.2956656507735875	1.5310831482365477	2.0550221851724744	Differential	Matrix 2	Strength Change
chr1	193400000	-3.511720882724287	0.7190728940633655	1.5560013742424776	Differential	Matrix 2	Merge
chr1	194600000	-2.6836122179624984	1.2979338653102417	1.9211572961629833	Differential	Matrix 2	Merge
chr2	3825000	2.1476373355832497	2.6003302362938623	2.088009039840783	Differential	Matrix 1	Strength Change
chr2	4850000	3.714354392988171	2.2805206880703124	1.416721968063074	Differential	Matrix 1	Complex
chr2	10350000	-2.6983287413855805	1.172790599509693	1.7718869963269126	Differential	Matrix 2	Merge
chr2	11550000	-2.717027472725481	1.3359010825771513	1.9375924622832623	Differential	Matrix 2	Complex
chr2	11875000	2.313864236228665	2.0339878465148713	1.489722647696667	Differential	Matrix 1	Complex
chr2	12025000	-2.5211495278465668	1.4672435586968378	2.023270904939021	Differential	Matrix 2	Complex
chr2	13275000	-2.4399113136411965	1.8318403053620798	2.365814213717942	Differential	Matrix 2	Strength Change
chr2	14000000	-2.2042861824936892	1.386780067098716	1.8718807662091117	Differential	Matrix 2	Merge
chr2	17050000	2.015038313693293	2.0185280376138293	1.5420694105262958	Differential	Matrix 1	Strength Change
chr2	17850000	-2.7309620751478576	2.410437518808456	3.004491260750674	Differential	Matrix 2	Strength Change
chr2	18400000	2.1788550315676964	3.8159713088974216	3.284373221665712	Differential	Matrix 1	Strength Change
chr2	19000000	2.0329516076242333	1.55993173743077	1.0840237070126635	Differential	Matrix 1	Complex
chr2	19025000	2.1283614642117903	1.5321248302786463	1.0348962147977459	Differential	Matrix 1	Complex
chr2	20500000	-3.9655925157267946	1.5104257374763856	2.393027296622961	Differential	Matrix 2	Strength Change
chr2	22875000	-2.1588149828510335	2.002078062411255	2.4707046673852298	Differential	Matrix 2	Strength Change
chr2	23450000	-9.822008402669393	-0.5110141165040876	1.7177260410866786	Differential	Matrix 2	Complex
chr2	23475000	-11.988431165742053	0.037193685777062314	2.7508849795923047	Differential	Matrix 2	Complex
chr2	23500000	-4.783967379166674	0.5043423039309507	1.5823207933625552	Differential	Matrix 2	Complex
chr2	24275000	-2.443269714093343	1.9527348654831633	2.486254857294996	Differential	Matrix 2	Strength Change
chr2	25000000	2.645570737621836	2.076417775014519	1.4566312802850536	Differential	Matrix 1	Split
chr2	25825000	-2.1924191258222585	3.657060524428711	4.116672672920801	Differential	Matrix 2	Strength Change
chr2	28725000	2.1909903149549113	2.32315453396119	1.803802505565833	Differential	Matrix 1	Strength Change
chr2	29175000	-2.3365483095186685	1.082686540890258	1.6007843234012655	Differential	Matrix 2	Merge
chr2	31325000	2.15467300840383	1.713820277011589	1.2088100920375104	Differential	Matrix 1	Complex
chr2	31675000	-4.107508635992149	4.140548975063522	5.028862862667319	Differential	Matrix 2	Strength Change
chr2	35200000	-2.1804506530553285	1.3121608559227538	1.792614872983074	Differential	Matrix 2	Merge
chr2	38125000	-3.458612680340118	0.8644947130809963	1.6388084639894331	Differential	Matrix 2	Merge
chr2	38650000	7.006022227852813	2.017734346876618	0.4113732095875109	Differential	Matrix 1	Complex
chr2	38675000	8.23142002992215	1.669146415141549	-0.21113182698875696	Differential	Matrix 1	Complex
chr2	42275000	2.157459087881225	1.7375197263824518	1.2316407703474106	Differential	Matrix 1	Complex
chr2	42675000	-2.2547846823994653	3.7571038633846525	4.229830167651642	Differential	Matrix 2	Strength Change
chr2	44100000	-2.8394877542342822	0.8674643806719619	1.5015844105498939	Differential	Matrix 2	Merge
chr2	46450000	-8.798205555045278	0.8430114695901554	2.826373169704305	Differential	Matrix 2	Complex
chr2	46475000	-6.269153544200624	0.5014253892715906	1.915664957225617	Differential	Matrix 2	Complex
chr2	50275000	-3.3299564353850317	1.3474674048131543	2.0878038045696186	Differential	Matrix 2	Merge
chr2	51275000	3.9869942378783416	1.8057957223858565	0.8850419629174051	Differential	Matrix 1	Split
chr2	52075000	2.0032019548877433	2.387106822667874	1.909625946431731	Differential	Matrix 1	Strength Change
chr2	53925000	2.055734277688817	1.925767320162957	1.4410271791584828	Differential	Matrix 1	Complex
chr2	54400000	-2.086658433864733	1.2842912655130279	1.743791544540669	Differential	Matrix 2	Complex
chr2	57350000	2.522193550325045	1.5477926304642027	0.9612468777893362	Differential	Matrix 1	Split
chr2	57700000	2.3192581938501053	2.149816583837464	1.603166898754768	Differential	Matrix 1	Strength Change
chr2	59150000	2.8159433684773174	5.3950488136792085	4.703360344819838	Differential	Matrix 1	Strength Change
chr2	65125000	-2.4286331943671153	2.452803659860002	2.977987555696641	Differential	Matrix 2	Strength Change
chr2	65150000	-2.537969311125857	1.9306620022647405	2.4858427595522374	Differential	Matrix 2	Strength Change
chr2	66650000	-3.6378727499818417	1.2479639692573323	2.059009024624376	Differential	Matrix 2	Merge
chr2	70500000	2.296071469359862	1.7318706101174104	1.1946678895738854	Differential	Matrix 1	Complex
chr2	70550000	-2.879564220595095	1.096457809287084	1.7373508274522094	Differential	Matrix 2	Complex
chr2	70575000	-3.2773707044937335	0.8624328008808091	1.5957358307408245	Differential	Matrix 2	Complex
chr2	73750000	-3.6287427305255107	1.1506150691869192	1.9605709173767227	Differential	Matrix 2	Complex
chr2	74625000	3.412036465748626	2.881123430374132	2.0797343048654087	Differential	Matrix 1	Strength Change
chr2	75325000	-2.1782982744595936	2.73146544517267	3.1971771475780897	Differential	Matrix 2	Strength Change
chr2	77700000	-3.378914501047865	2.8176110506628085	3.5542654349003926	Differential	Matrix 2	Strength Change
chr2	78350000	3.8470172314955144	2.558352123873824	1.66172937121758	Differential	Matrix 1	Strength Change
chr2	78975000	2.0362121840082543	1.8201820324201183	1.3409219691267396	Differential	Matrix 1	Complex
chr2	79350000	-2.61188957840406	3.1936343259706255	3.752865030590609	Differential	Matrix 2	Strength Change
chr2	80275000	-2.063516098955527	1.7946101423911869	2.243745742641982	Differential	Matrix 2	Strength Change
chr2	81300000	-2.6137841307672174	0.9515662322860814	1.5337444531403497	Differential	Matrix 2	Merge
chr2	82050000	-3.4263728929540167	2.1156437131265484	2.870092551492727	Differential	Matrix 2	Strength Change
chr2	82425000	3.7426680380820274	1.7937772118423463	0.9284572507476008	Differential	Matrix 1	Split
chr2	83975000	5.629736133165284	4.368099864496144	3.0497102743556583	Differential	Matrix 1	Strength Change
chr2	84600000	2.1336392797958323	3.837884841839586	3.316303071001351	Differential	Matrix 1	Strength Change
chr2	85075000	2.049638271459231	2.135489864279921	1.6500234146131887	Differential	Matrix 1	Strength Change
chr2	87275000	2.6570579790774898	1.5376733108775833	0.9206971912171499	Differential	Matrix 1	Split
chr2	88450000	-2.2872736238808082	1.1677594935072328	1.6738475185464903	Differential	Matrix 2	Complex
chr2	89225000	3.577483179493723	3.5376962627052504	2.6922571960227035	Differential	Matrix 1	Strength Change
chr2	91475000	5.111132672572181	2.7208084568831237	1.5363705368550975	Differential	Matrix 1	Strength Change
chr2	91550000	-2.48580867227276	1.0427462962456566	1.5950363280498294	Differential	Matrix 2	Complex
chr2	91925000	-2.7034581922801917	3.4631621567418858	4.040416059331866	Differential	Matrix 2	Strength Change
chr2	92175000	-4.0310555298884	1.4261373327216185	2.3244056505871735	Differential	Matrix 2	Complex
chr2	93825000	2.087450979907411	5.808841930972939	5.27792108793838	Differential	Matrix 1	Strength Change
chr2	96325000	2.130979199241491	1.5468637140094632	1.0488944360498738	Differential	Matrix 1	Split
chr2	97450000	-3.104917116777291	2.9279816925600817	3.6014971922134644	Differential	Matrix 2	Strength Change
chr2	98600000	-2.846301061374048	0.9126260372184786	1.547834944835284	Differential	Matrix 2	Merge
chr2	100350000	-2.164424209131462	2.764311079186186	3.2265519364600355	Differential	Matrix 2	Strength Change
chr2	100525000	8.127897981789479	4.965956782602176	3.076002832133353	Differential	Matrix 1	Strength Change
chr2	100875000	-2.4587692459479107	1.1935095473032524	1.7381638971244475	Differential	Matrix 2	Complex
chr2	101675000	3.5663877041710355	4.280598199595298	3.4302095740526433	Differential	Matrix 1	Strength Change
chr2	105250000	-3.1560126784997617	2.986083149636736	3.670582637958769	Differential	Matrix 2	Strength Change
chr2	108675000	-2.1013583301742518	2.4305649166676395	2.8818803076442827	Differential	Matrix 2	Strength Change
chr2	109900000	3.9945606323898564	4.507346650291249	3.557746427181566	Differential	Matrix 1	Strength Change
chr2	111000000	2.6873242811995057	3.243365580965013	2.6024060409179253	Differential	Matrix 1	Strength Change
chr2	114700000	-3.1309663305379307	1.4928892230349666	2.186715618048309	Differential	Matrix 2	Merge
chr2	117275000	2.664586041611306	2.1216603594557677	1.4971145819248037	Differential	Matrix 1	Split
chr2	120700000	2.1478145411604346	1.8980904183984464	1.3927821742742739	Differential	Matrix 1	Split
chr2	123700000	2.3264720914173025	1.923533522612962	1.3775233948926997	Differential	Matrix 1	Complex
chr2	124075000	-3.012060739790895	2.2760449643946945	2.935086520440692	Differential	Matrix 2	Strength Change
chr2	124100000	-3.242114994222967	1.6193422586643633	2.3370615825715366	Differential	Matrix 2	Strength Change
chr2	124600000	2.419892286517648	2.6320365439736193	2.0577610121594847	Differential	Matrix 1	Strength Change
chr2	124925000	-6.234410427765618	1.8391429336064697	3.2320813930321965	Differential	Matrix 2	Strength Change
chr2	125225000	-2.336668324846211	1.0715209941398465	1.58975809010602	Differential	Matrix 2	Complex
chr2	125875000	-2.094455722150815	1.5191320051820523	1.978038850304264	Differential	Matrix 2	Strength Change
chr2	126350000	-2.2667077119197336	1.0972518052594367	1.5993920632108196	Differential	Matrix 2	Merge
chr2	128925000	3.7668167814477704	3.2301175344295947	2.3449043930563866	Differential	Matrix 1	Strength Change
chr2	130075000	-2.807399131146609	2.6456467013043894	3.2546426882972894	Differential	Matrix 2	Strength Change
chr2	131150000	4.292429746968583	2.835721599307075	1.8354759520576671	Differential	Matrix 1	Strength Change
chr2	132250000	2.1891912711932418	4.706532346844396	4.163649727463632	Differential	Matrix 1	Strength Change
chr2	133800000	3.087395638864078	1.598263095393341	0.8832541478634844	Differential	Matrix 1	Split
chr2	134775000	-6.492668481585149	1.1207769512108114	2.5793975719095577	Differential	Matrix 2	Complex
chr2	135000000	2.2003479152515517	2.562484732832354	2.0386104790124233	Differential	Matrix 1	Strength Change
chr2	138775000	3.2506675576988426	1.5051754931765242	0.7541383043220601	Differential	Matrix 1	Complex
chr2	139375000	-2.0522827087202087	3.1342173562142888	3.5673552433152795	Differential	Matrix 2	Strength Change
chr2	142850000	2.3909423891878743	3.2822490459858344	2.7079969665049997	Differential	Matrix 1	Strength Change
chr2	143125000	-2.424589964565992	1.5387219986789393	2.072171287419297	Differential	Matrix 2	Strength Change
chr2	144275000	2.353386871840019	1.841356980399857	1.290078961383852	Differential	Matrix 1	Split
chr2	145925000	-3.340588902864703	1.1996529026422869	1.9438809913175186	Differential	Matrix 2	Merge
chr2	146225000	-2.3101267593509784	1.0210110566822228	1.5337467044501252	Differential	Matrix 2	Merge
chr2	147350000	-2.6524520626560473	2.136840964132134	2.7158687140945648	Differential	Matrix 2	Strength Change
chr2	150025000	-2.614714351333428	3.7820689358760142	4.336029094564527	Differential	Matrix 2	Strength Change
chr2	151475000	-2.50289326002778	4.233003537226968	4.757119440941779	Differential	Matrix 2	Strength Change
chr2	152200000	3.2496938114460994	2.7404597403290656	1.9772362021378345	Differential	Matrix 1	Strength Change
chr2	153450000	2.164636882799452	1.741512520265481	1.2339684785573817	Differential	Matrix 1	Complex
chr2	153475000	2.9986296790770814	2.0301954388902037	1.3309440570731204	Differential	Matrix 1	Complex
chr2	157650000	2.570643045313371	2.2761033340762844	1.6712741668598463	Differential	Matrix 1	Strength Change
chr2	160375000	-2.470774131904462	1.4423920953878813	1.987264539328103	Differential	Matrix 2	Merge
chr2	160725000	-7.708325658175541	2.0661329127330252	3.7904717095052485	Differential	Matrix 2	Strength Change
chr2	160900000	2.234859900248339	3.225607348215922	2.687259725409931	Differential	Matrix 1	Strength Change
chr2	160950000	-2.3809515890427995	1.14237777364261	1.669928509671634	Differential	Matrix 2	Complex
chr2	161200000	-2.0958117776068965	2.2473914967774746	2.699290936580535	Differential	Matrix 2	Strength Change
chr2	163400000	2.7964576591643797	2.289433237584264	1.6333479447872985	Differential	Matrix 1	Strength Change
chr2	166575000	-6.822296705606799	3.0192534048269786	4.533430982615153	Differential	Matrix 2	Strength Change
chr2	166775000	2.5003509886712796	1.716531215145323	1.1332356512978843	Differential	Matrix 1	Complex
chr2	169025000	-2.548463658640219	1.2535873308679766	1.8179442262764764	Differential	Matrix 2	Merge
chr2	170100000	-2.3524357277195995	2.588579483287196	3.095149321187021	Differential	Matrix 2	Strength Change
chr2	170875000	-2.9293634921333087	2.395720746509422	3.034838460684265	Differential	Matrix 2	Strength Change
chr2	174675000	2.43572185395803	2.3548334512367055	1.779758396815648	Differential	Matrix 1	Strength Change
chr2	177425000	-4.4536231169123885	1.235704740819439	2.231550916466119	Differential	Matrix 2	Complex
chr2	178100000	-2.053771214404886	3.7153711664816758	4.143009115672721	Differential	Matrix 2	Strength Change
chr2	178675000	2.3881418123379006	2.621645727310515	2.054662557744295	Differential	Matrix 1	Strength Change
chr2	179425000	-2.2456184042633565	1.5774266496613147	2.06996977127535	Differential	Matrix 2	Strength Change
chr2	179900000	2.697472984529829	2.3607268490730102	1.726334679151213	Differential	Matrix 1	Strength Change
chr2	180450000	-8.242432736807675	2.1783670278566065	4.022495257754162	Differential	Matrix 2	Strength Change
chr3	8500000	2.5604739070329567	5.202653632009297	4.610007446560685	Differential	Matrix 1	Strength Change
chr3	9075000	-2.688568491014612	3.2231868892038977	3.829123663570261	Differential	Matrix 2	Strength Change
chr3	9450000	2.8763774900500687	3.2329778937907507	2.572131027733492	Differential	Matrix 1	Strength Change
chr3	9700000	2.8693509124924526	1.6969433664125926	1.040588717753018	Differential	Matrix 1	Split
chr3	10325000	-2.42663774401358	1.4974537669830659	2.047016453023122	Differential	Matrix 2	Merge
chr3	12925000	2.3740223965511142	1.6062212319963904	1.0627905387604168	Differential	Matrix 1	Split
chr3	14475000	2.371091473557632	1.7982275293649619	1.2551024150320251	Differential	Matrix 1	Split
chr3	17900000	-2.3998726163934254	1.9665002931303914	2.5090870218243437	Differential	Matrix 2	Strength Change
chr3	18600000	-5.088813507601893	1.6814847279329581	2.83669982298493	Differential	Matrix 2	Strength Change
chr3	18625000	-3.114370174358132	1.9081846053584859	2.613524360797022	Differential	Matrix 2	Strength Change
chr3	21925000	4.02141022649383	1.774214208822456	0.8554673524736388	Differential	Matrix 1	Split
chr3	22075000	-3.3778804269612768	7.186926091525072	7.942308280700385	Differential	Matrix 2	Strength Change
chr3	22725000	8.639769889267658	4.367906626121301	2.392984256023673	Differential	Matrix 1	Strength Change
chr3	26150000	-2.805428191107087	2.027364582908231	2.6621545103696533	Differential	Matrix 2	Strength Change
chr3	27725000	-3.0063103952943333	3.6280245971574887	4.305527495511903	Differential	Matrix 2	Strength Change
chr3	28250000	-2.5303714203519196	1.9789753003090786	2.5512443662432838	Differential	Matrix 2	Strength Change
