stripe_id	chr	pos1	pos2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripe_length	coord_string	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	plot_color
stripe_2943	chr5	75830001	75855000	75205001	75855000	5prime	shared	0.052	0.024	650000	chr5:75830001-75855000->75205001-75855000	0.101946924656947	8.06642862316157	15.3766887888578	0.00117844636791933	0.0477092226527339	TRUE	TRUE	up_in_mutant	firebrick3
stripe_2947	chr5	76835001	76855000	76570001	76855000	5prime	mutant_only	NA	0.034	285000	chr5:76835001-76855000->76570001-76855000	0.167178598284082	7.46025252927804	33.085553574202	2.75553516990797e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3032	chr5	126385001	126405000	125550001	126405000	5prime	mutant_only	NA	0.087	855000	chr5:126385001-126405000->125550001-126405000	0.117540069300108	7.65312610935071	15.9835783788916	0.00100138053027736	0.0450958782623784	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3033	chr5	127225001	127245000	127225001	127605000	3prime	shared	0.027	0.065	380000	chr5:127225001-127245000->127225001-127605000	-0.120243376933256	7.57387314129259	21.3135998425375	0.000272404942007381	0.0279948463478354	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3113	chr6	24335001	24360000	23695001	24360000	5prime	shared	0.026	0.043	665000	chr6:24335001-24360000->23695001-24360000	-0.0959352359542389	8.24790605835268	16.5937312562609	0.000853012823623473	0.0436075087782248	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3125	chr6	32300001	32320000	31970001	32320000	5prime	mutant_only	NA	0.085	350000	chr6:32300001-32320000->31970001-32320000	0.116900589247327	7.30916849964106	15.1161173160036	0.0012651044664506	0.0499128552580875	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3142	chr6	43640001	43665000	43395001	43665000	5prime	shared	0.047	0.05	270000	chr6:43640001-43665000->43395001-43665000	-0.117991283212455	7.48061781144442	15.530838029187	0.00113034201746829	0.0467812561739554	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3143	chr6	45060001	45080000	45060001	46405000	3prime	control_only	0.04	NA	1345000	chr6:45060001-45080000->45060001-46405000	-0.122493258506681	7.73425244315002	21.6294125993839	0.00025377777050519	0.0279948463478354	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3156	chr6	51585001	51620000	51585001	51845000	3prime	control_only	0.021	NA	260000	chr6:51585001-51620000->51585001-51845000	-0.0975187807546637	8.38722254161375	16.1556294521316	0.000956790456077495	0.0448641869002593	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3157	chr6	51845001	51865000	51465001	51865000	5prime	mutant_only	NA	0.067	400000	chr6:51845001-51865000->51465001-51865000	-0.123065437203765	7.80039671043659	25.9873580401899	0.000101308356019722	0.0179324425017132	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3230	chr6	96985001	97010000	95515001	97010000	5prime	mutant_only	NA	0.07	1495000	chr6:96985001-97010000->95515001-97010000	0.105516032480301	8.02832073672544	19.3183094786825	0.000432667725294683	0.0318192201610699	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3364	chr7	49600001	49625000	49600001	49840000	3prime	shared	0.0865	0.09	240000	chr7:49600001-49625000->49600001-49840000	0.113029771195892	7.52155319880663	17.4016445626532	0.000693215863049566	0.0403221820609861	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3365	chr7	49740001	49765000	49460001	49765000	5prime	shared	0.098	0.084	305000	chr7:49740001-49765000->49460001-49765000	0.108282814448764	7.66947273894736	16.8716476504801	0.00079377631002138	0.0424194060075425	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3381	chr7	66645001	66675000	66160001	66675000	5prime	shared	0.077	0.029	515000	chr7:66645001-66675000->66160001-66675000	0.111325061621057	8.28083648668976	17.9181217770218	0.000608827533738941	0.0381278243004012	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3382	chr7	67175001	67210000	66690001	67210000	5prime	shared	0.045	0.0455	520000	chr7:67175001-67210000->66690001-67210000	0.114359179484257	8.53266248720813	19.6234784774572	0.00040239686909435	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3397	chr7	74335001	74360000	73625001	74360000	5prime	shared	0.014	0.012	735000	chr7:74335001-74360000->73625001-74360000	0.110540292591752	8.23705703173176	17.2287518235237	0.000724350575945857	0.0403221820609861	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3444	chr7	95480001	95500000	95480001	96490000	3prime	mutant_only	NA	0.077	1010000	chr7:95480001-95500000->95480001-96490000	0.129599315713298	7.47486374412316	15.5248097243764	0.00113218110001838	0.0467812561739554	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3445	chr7	96895001	96915000	96480001	96915000	5prime	mutant_only	NA	0.051	435000	chr7:96895001-96915000->96480001-96915000	0.169048871881097	7.53021326646683	28.5150778965422	6.21805738906453e-05	0.0166501349759733	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3466	chr7	102900001	102930000	102505001	102930000	5prime	mutant_only	NA	0.068	425000	chr7:102900001-102930000->102505001-102930000	0.171934940562915	7.87775997824321	35.9623107465703	1.71682270676141e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3499	chr7	118075001	118105000	116525001	118105000	5prime	shared	0.0675	0.061	1580000	chr7:118075001-118105000->116525001-118105000	0.121462680674346	8.54349850407622	16.4686384522636	0.00088128947381143	0.0436075087782248	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3504	chr7	119840001	119860000	119840001	120105000	3prime	shared	0.074	0.041	265000	chr7:119840001-119860000->119840001-120105000	0.133256652270954	7.32067236311156	15.4131510734044	0.00116686278654798	0.0477092226527339	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3520	chr7	128855001	128875000	128855001	129415000	3prime	mutant_only	NA	0.086	560000	chr7:128855001-128875000->128855001-129415000	0.140169639105156	7.59825445105936	19.7227777425507	0.000393066933629296	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3522	chr7	130250001	130275000	129725001	130275000	5prime	mutant_only	NA	0.069	550000	chr7:130250001-130275000->129725001-130275000	0.176186286827675	7.9584397585732	32.5938071140865	2.9961732927461e-05	0.0123736279915469	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3527	chr7	131865001	131885000	131340001	131885000	5prime	shared	0.038	0.046	545000	chr7:131865001-131885000->131340001-131885000	0.125800514560999	7.7199457916793	20.0706113726414	0.000362254725845094	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3535	chr7	135450001	135475000	134220001	135475000	5prime	shared	0.093	0.0885	1255000	chr7:135450001-135475000->134220001-135475000	0.134954795868789	8.24914806628082	20.263364757134	0.000346356622269374	0.0310155125255799	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3537	chr7	136485001	136510000	136485001	137300000	3prime	mutant_only	NA	0.07	815000	chr7:136485001-136510000->136485001-137300000	0.127311523454027	8.01147847656515	18.1066697531745	0.000580954923488068	0.0369597989419075	TRUE	TRUE	up_in_mutant	firebrick3
stripe_3567	chr8	4125001	4150000	4125001	4595000	3prime	control_only	0.09	NA	470000	chr8:4125001-4150000->4125001-4595000	-0.136845123532095	7.75164599027331	26.3278872113326	9.46945247672745e-05	0.0179324425017132	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3610	chr8	36170001	36190000	35845001	36190000	5prime	shared	0.034	0.047	345000	chr8:36170001-36190000->35845001-36190000	-0.0995486193412087	7.64778796787572	16.3101887203988	0.000918634906173046	0.0448641869002593	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3627	chr8	54515001	54540000	54515001	55090000	3prime	control_only	0.063	NA	575000	chr8:54515001-54540000->54515001-55090000	-0.100376693292751	7.69695540199528	17.2570935726193	0.000719140508473263	0.0403221820609861	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3636	chr8	64010001	64040000	64010001	64740000	3prime	mutant_only	NA	0.0375	730000	chr8:64010001-64040000->64010001-64740000	-0.102136908324207	8.42534744459351	19.4726027399587	0.000417053931932969	0.0315387199846668	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3641	chr8	67885001	67905000	67455001	67905000	5prime	shared	0.052	0.08	450000	chr8:67885001-67905000->67455001-67905000	-0.151053782843794	7.50867392997935	33.2501860332268	2.67988626734842e-05	0.0123736279915469	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3645	chr8	69315001	69335000	69315001	69800000	3prime	shared	0.046	0.057	485000	chr8:69315001-69335000->69315001-69800000	-0.158165827644451	7.65297157874842	28.1781375802155	6.62491707892917e-05	0.0166501349759733	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3657	chr8	84800001	84835000	84580001	84835000	5prime	shared	0.005	0.0125	255000	chr8:84800001-84835000->84580001-84835000	-0.100360034408103	8.89314209235721	18.8682221892108	0.00048210829667105	0.0339199150241292	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3660	chr8	86465001	86490000	85740001	86490000	5prime	control_only	0.091	NA	750000	chr8:86465001-86490000->85740001-86490000	-0.120678489733319	8.35585216001197	23.6291934385873	0.000164344229854349	0.0227135059743528	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3667	chr8	88355001	88380000	88355001	88620000	3prime	shared	0.062	0.09	265000	chr8:88355001-88380000->88355001-88620000	-0.0972725228757409	7.81584798361197	15.6835233819374	0.00108486611136265	0.0467542298316289	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3687	chr8	99395001	99420000	98815001	99420000	5prime	shared	0.04	0.0445	605000	chr8:99395001-99420000->98815001-99420000	-0.134773806490136	7.83956605314822	27.6472477404178	7.3281654076073e-05	0.0166501349759733	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3710	chr8	112560001	112580000	112560001	112980000	3prime	control_only	0.0485	NA	420000	chr8:112560001-112580000->112560001-112980000	-0.134887841399215	7.52506572726704	20.8069274458636	0.000305594035750496	0.0306205223821997	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3716	chr8	116855001	116880000	116455001	116880000	5prime	shared	0.042	0.0505	425000	chr8:116855001-116880000->116455001-116880000	-0.10676664989091	8.04157196850363	18.8621180196936	0.000482821191270484	0.0339199150241292	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3724	chr8	120165001	120185000	120165001	120620000	3prime	shared	0.023	0.025	455000	chr8:120165001-120185000->120165001-120620000	-0.113597662974894	8.03631145801802	24.0047623698792	0.00015185571780216	0.0225421376648539	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3736	chr8	124320001	124350000	123825001	124350000	5prime	shared	0.089	0.033	525000	chr8:124320001-124350000->123825001-124350000	-0.106029567818444	8.83704352451091	20.2319747972537	0.000348891230626851	0.0310155125255799	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3737	chr8	124665001	124685000	124360001	124685000	5prime	shared	0.042	0.074	325000	chr8:124665001-124685000->124360001-124685000	-0.101260328891928	7.80079893947793	17.6957828835051	0.000643649570595053	0.0390870830143178	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3742	chr8	125855001	125880000	125050001	125880000	5prime	shared	0.015	0.0225	830000	chr8:125855001-125880000->125050001-125880000	-0.122817848070424	8.54784121617976	25.0870451319018	0.00012144325945426	0.0202810243288614	TRUE	TRUE	down_in_mutant	steelblue3
stripe_3805	chr9	41920001	41955000	41390001	41955000	5prime	control_only	0.046	NA	565000	chr9:41920001-41955000->41390001-41955000	0.106557734827022	8.74537089220793	18.7940043000682	0.000490857053742389	0.0339199150241292	TRUE	TRUE	up_in_mutant	firebrick3
