gene	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	gb_signal_class	mecp2_mean_fold	mecp2_nearest_fdr	mecp2_n_peaks	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	chromatin_state	k27ac_fold	k27ac_fdr	k27me3_fold	k27me3_fdr	k119ub_fold	k119ub_fdr
Tmsb15b2	chrX	136955265	136958025	0.942915	2.713763	1.334829	quantifiable	NA	NA	NA	0.718685089659629	0.723952354106861	0.00526726444723202	0.898703162726535	FALSE	0.055518107548017	0.0449497947462311	-0.0105683128017859	0.0024486488870935	TRUE	Other	NA	NA	NA	NA	NA	NA
Cstdc5	chr16	36359382	36367748	0.503205	0.319371	-0.422963	quantifiable	0.0938800103226682	1	1	0.82036607017885	0.801718436973522	-0.0186476332053287	0.0457522041280826	TRUE	0.0290499118570773	0.027410894002225	-0.00163901785485233	0.799114945569504	FALSE	Other	NA	NA	NA	NA	NA	NA
Gm15772	chr11	68901610	68906989	0.583625	0.501048	-0.156379	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm15114	chrX	148488949	148521446	0.113174	0.06097	NA	no_signal	NA	NA	NA	0.730301626397686	0.733346752045093	0.00304512564740789	0.830998821060451	FALSE	0.00250703729767769	0.00204918032786885	-0.000457856969808839	0.68528531795536	FALSE	Other	NA	NA	NA	NA	NA	NA
Prr35	chr17	25946387	25952565	2.036111	1.710009	-0.225205	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vmn1r223	chr13	23249238	23250323	0.917028	0.877192	-0.051441	quantifiable	NA	NA	NA	0.821230840885145	0.819333374961757	-0.00189746592338758	0.871207996971028	FALSE	0.0412837491973246	0.0312708672116111	-0.0100128819857135	0.100444463573933	FALSE	Other	NA	NA	NA	NA	NA	NA
Gata5os	chr2	180332857	180340732	3.889406	2.976584	-0.362375	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Umad1	chr6	8259288	8459470	1.087177	1.516645	0.409784	quantifiable	0.00759591127462973	0.886186016670984	12	0.71722534180129	0.746302447109302	0.0290771053080121	1.27982076019967e-60	TRUE	0.172599491336288	0.144188936400135	-0.0284105549361537	3.18105139066911e-84	TRUE	Active_Promoter	NA	NA	NA	NA	NA	NA
Gm16982	chr7	141610066	141613747	2.157951	1.628854	-0.363046	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11149	chr9	49518288	49572591	0.885657	0.754475	-0.182164	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11696	chr11	109352835	109363654	1.228024	2.349717	0.827421	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dnajc3	chr14	118937976	118981697	1.042228	1.181076	0.150536	quantifiable	-0.0658294032909973	0.808931112002695	3	0.668076282280905	0.707303450871722	0.0392271685908169	7.06155957008536e-28	TRUE	0.190323623827755	0.159059441246012	-0.0312641825817429	1.08098554944249e-26	TRUE	Active_Promoter	-0.0403889585907655	0.805744722732739	NA	NA	0.596791596283186	3.45907589114018e-07
9430060I03Rik	chr1	92933526	92950590	1.10093	1.148164	0.050678	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm12359	chr11	98797707	98810087	0.651941	0.607478	-0.075489	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niban3	chr8	71597648	71607936	1.972656	2.072559	0.064273	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rsph3b	chr17	6904413	6948682	0.60923	0.666094	0.095661	quantifiable	NA	NA	NA	0.832444441026119	0.835508357892425	0.00306391686630614	0.609195064361094	FALSE	0.090004865504772	0.087945204617418	-0.00205966088735395	0.63302531129271	FALSE	Active_Promoter	NA	NA	NA	NA	NA	NA
Rnaset2a	chr17	8115445	8147785	2.609199	3.355195	0.337603	quantifiable	NA	NA	NA	0.660477371476669	0.666346417231852	0.00586904575518288	0.461819780177499	FALSE	0.18451398611348	0.171233111588888	-0.0132808745245921	0.0145406523864708	TRUE	Other	-0.758663662568503	0.0306196745445976	1.48289600819305	0.000207227769107088	0.0203319529676499	0.944239811220234
D030047H15Rik	chr7	4126340	4136926	0.818088	0.906822	0.118305	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fam174b	chr7	73740302	73776919	1.152546	1.572508	0.385067	quantifiable	NA	NA	NA	0.73612543283899	0.729482775329753	-0.00664265750923676	0.142296322088158	FALSE	0.0999388624867731	0.120831163244193	0.02089230075742	1.94266715526454e-12	TRUE	Repressed_Promoter	NA	NA	-0.429354189464139	0.00624505228953981	0.503015643557577	0.00010588725709643
Gm10532	chr18	75514645	75522806	2.247129	2.106118	-0.0849	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm15612	chr6	88842854	88847274	2.342792	2.913632	0.290095	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10857	chr2	6132869	6140568	1.284871	1.599221	0.273642	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mir223hg	chrX	96239926	96243636	0.649468	0.291077	-0.766317	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp389	chr13	21504313	21506533	1.589539	4.164389	1.276643	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10714	chr2	174125038	174183918	0.299766	0.489431	0.448622	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10433	chr12	100187968	100193540	0.985498	1.95392	0.850542	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10785	chr16	91688898	91715642	0.602289	0.47655	-0.239343	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10512	chr17	13205042	13206209	1.254981	0.825986	-0.495737	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spink13	chr18	62607535	62741387	0.999189	1.13625	0.153673	quantifiable	NA	NA	NA	0.780225641333413	0.782132712815575	0.00190707148216251	0.467817318009135	FALSE	0.0545014871663751	0.0503068788661094	-0.0041946083002657	0.00127482548502398	TRUE	Repressed_Promoter	NA	NA	0.982390904127526	2.71151236931068e-08	0.375932009440706	0.002907399477936
Gm10556	chr18	4812486	4850959	1.843483	1.51623	-0.249092	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm12522	chr3	108379277	108383741	2.388664	3.371	0.461039	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Platr8	chr2	109902396	109913319	1.134616	1.356197	0.218527	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm15441	chr3	96555765	96566801	2.274217	3.562615	0.60075	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10684	chr9	45107176	45135606	1.264954	1.381197	0.108716	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10787	chr10	77011995	77022214	1.355054	2.050968	0.527839	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Apela	chr8	65014856	65037336	1.05013	1.159421	0.119065	quantifiable	-0.0957449094316868	1	1	0.622468351182721	0.597543149167717	-0.0249252020150039	0.00106278081807691	TRUE	0.0428936507473753	0.0386263447923263	-0.00426730595504902	0.245094360945945	FALSE	Repressed_Promoter	NA	NA	-0.0310173964024329	0.914357782845572	0.0554236023203961	0.706285238704888
Gm13582	chr2	60964376	60975151	1.266965	1.50259	0.212176	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10782	chr13	56362900	56368857	0.781083	0.548898	-0.380595	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11837	chr4	14929908	14953030	1.359606	1.540506	0.156403	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10640	chr7	31155668	31170641	0.403796	0.347906	-0.135368	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dnmt3aos	chr12	3859293	3862244	1.711033	1.279988	-0.364371	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10804	chr2	93452819	93469871	3.500298	3.510299	0.003873	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm16008	chr4	156022008	156023824	0.456269	0.291256	-0.403388	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ramacl	chr13	66904914	66909236	0.68626	0.930778	0.344532	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10745	chr3	11823229	11844359	0.244416	0.204468	-0.129692	one_condition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm15348	chr8	12706944	12719127	0.94752	0.735652	-0.288824	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10578	chr7	137234683	137242609	1.987658	2.198991	0.131875	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10445	chr6	84412942	84423838	2.11693	1.782158	-0.223034	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10687	chr9	44122186	44134485	1.87991	2.620358	0.435703	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10658	chr9	57056630	57071966	0.607122	0.604975	-0.003749	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prcd	chr11	116653534	116668389	2.014514	2.32025	0.184991	quantifiable	-0.0388172975910386	0.769528750414213	5	0.545101984920293	0.592920437291626	0.0478184523713328	2.10080911004141e-09	TRUE	0.189338904954658	0.179075119812901	-0.0102637851417572	0.118379156237379	FALSE	Other	NA	NA	NA	NA	-0.125429430726461	0.649438102630578
Gm12863	chr4	118954274	118954919	0.484539	0.57494	0.174111	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10415	chr6	126286649	126328686	2.135057	2.787222	0.352638	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10635	chr9	79444037	79519302	0.559769	0.562044	0.004201	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10790	chr13	41865915	41913092	0.635798	0.433332	-0.389329	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm14812	chrX	99405331	99443797	2.563866	2.888266	0.159007	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F420014N23Rik	chr10	127195249	127202643	1.237771	1.303126	0.063261	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm16287	chr4	139175405	139180655	0.71852	0.513655	-0.355183	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10710	chr3	83125276	83129246	8.78797	8.97346	0.029405	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11529	chr11	96448323	96464547	1.028336	0.940498	-0.10524	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10865	chr15	78994955	79011041	1.47261	1.914982	0.334932	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10636	chr3	146367153	146378944	0.970945	0.770217	-0.266232	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10389	chr15	10600293	10611651	0.778472	0.587012	-0.307051	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10791	chr16	84972214	84979451	1.184673	1.263453	0.078711	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10466	chr11	24721006	24730722	1.783143	3.857263	1.025249	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10823	chr16	27849930	27926128	0.536169	0.620325	0.152194	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F630042J09Rik	chr13	67278577	67283361	0.284329	0.253664	-0.090459	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10768	chr19	43838803	43840728	0.719792	0.446269	-0.496088	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10538	chr1	132729355	132732826	1.588548	0.981725	-0.58963	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10371	chr14	47097679	47116161	1.747806	2.298278	0.355811	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myocos	chr1	162647193	162658219	3.369676	3.738354	0.141038	quantifiable	NA	NA	NA	0.818309845957147	0.813665585106695	-0.00464426085045189	0.560526237683099	FALSE	0.0714128524005087	0.0814469685864617	0.010034116185953	0.021774263319825	TRUE	Repressed_Promoter	NA	NA	-0.226168394959301	0.221154462500772	-0.035869118364131	0.84997115519254
Mirt2	chr15	76266461	76269839	1.118201	1.12347	0.005669	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm12298	chr11	66905721	66947086	1.025197	0.882191	-0.175964	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10421	chr12	117144530	117151269	2.909513	2.513824	-0.195002	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10732	chr13	118603418	118658743	0.552891	0.406385	-0.303112	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem51os1	chr4	142083972	142088099	1.674279	2.766599	0.656789	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10754	chr10	97681414	97967090	0.743828	0.679462	-0.099688	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10637	chr8	87169747	87199850	1.793701	2.080818	0.192276	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10516	chr1	192136896	192151026	0.973754	1.032443	0.069226	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10432	chr12	100276609	100302315	2.026883	2.597423	0.32642	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm15401	chr6	72629288	72637717	1.903944	2.608204	0.4131	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cep85l	chr10	53273443	53379947	0.817869	1.040177	0.279943	quantifiable	-0.0617679599806816	0.400114974447114	5	0.624602613201785	0.688937200866545	0.0643345876647606	7.47587543514416e-106	TRUE	0.242005765461647	0.193680799327488	-0.0483249661341589	7.10462285758646e-79	TRUE	Active_Promoter	-0.574115058728293	0.000517051925917076	NA	NA	NA	NA
Gm10373	chr15	43430943	43477036	0.501414	0.521286	0.039191	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11681	chr11	112792731	112799008	1.004367	1.09706	0.105265	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10845	chr14	79860521	79869176	1.510701	2.592985	0.700669	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm13629	chr2	66440880	66546026	0.718376	0.775166	0.084751	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm1976	chr17	94759944	94834799	0.222487	0.19298	-0.099506	one_condition	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10825	chr10	22402883	22407470	1.13017	0.663388	-0.611887	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm10406	chr14	7006115	7027449	1.36057	2.058918	0.527837	quantifiable	NA	NA	NA	0.671457686412594	0.68849144448131	0.0170337580687164	0.24920604146461	FALSE	0.0356096132621412	0.0492657436916657	0.0136561304295245	0.0168099461167096	TRUE	Other	NA	NA	-0.836811706080337	0.00252922067967141	NA	NA
Cstdc6	chr16	36321665	36334332	0.240702	0.130186	-0.395479	one_condition	NA	NA	NA	0.862534142364673	0.857583778385977	-0.00495036397869586	0.654850711657947	FALSE	0.0255230906107652	0.0185227047032292	-0.00700038590753601	0.0645954289575884	FALSE	Other	NA	NA	NA	NA	NA	NA
Or10h1b	chr17	33176416	33177363	0.503568	0.361234	-0.315893	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Or10h1	chr17	33199062	33200009	0.618982	0.361056	-0.529781	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Btnl1	chr17	34377132	34386028	0.749423	0.552249	-0.32797	quantifiable	NA	NA	NA	0.721997268442054	0.701862737474833	-0.0201345309672217	0.0519368075148333	FALSE	0.0657648379959456	0.0769786894907443	0.0112138514947987	0.0494036096994456	TRUE	Other	NA	NA	NA	NA	NA	NA
Isg15	chr4	156199455	156200796	0.911274	1.390905	0.509832	quantifiable	NA	NA	NA	0.85185267830566	0.853541333302765	0.00168865499710458	0.81827114041758	FALSE	0.0533323430013246	0.0635946743921739	0.0102623313908492	0.483076813390326	FALSE	Other	NA	NA	NA	NA	NA	NA
Pira12	chr7	3884242	3898120	0.156932	0.120278	NA	no_signal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ceacam-ps1	chr7	16648949	16657476	0.686874	0.39002	-0.571861	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Defa30	chr8	21134642	21135598	0.356761	0.189883	-0.492519	one_condition	NA	NA	NA	0.735215400656577	0.696057641806723	-0.0391577588498545	0.312813089659885	FALSE	0	0.00223214285714286	0.00223214285714286	0.951184582777089	FALSE	Other	NA	NA	NA	NA	NA	NA
Vmn2r121	chrX	124124961	124135952	0.231298	0.125427	-0.385468	one_condition	-0.00775664027952948	1	7	0.775589784958204	0.756140948866562	-0.0194488360916418	0.0352576323201321	TRUE	0.00658366808290689	0.00434076062757691	-0.00224290745532997	0.318228305674927	FALSE	Other	NA	NA	NA	NA	NA	NA
Sirpb1c	chr3	15795145	15848528	0.15236	0.089624	NA	no_signal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mup9	chr4	60418046	60421952	0.640907	0.491593	-0.274723	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm1979	chr5	25999022	26004798	2.977677	3.193197	0.094092	quantifiable	NA	NA	NA	0.784931940434636	0.759499392698134	-0.0254325477365022	0.102515563251858	FALSE	0.0716569444106167	0.0897107156842719	0.0180537712736552	0.0518839829018928	FALSE	Repressed_Promoter	0.202776376827725	0.392622251433455	0.0697031057784919	0.831340957662213	0.0153496968706031	0.939366228670542
Gm1993	chrX	25548296	25570452	0.066024	0.029756	NA	no_signal	NA	NA	NA	0.692914690052139	0.693849023030238	0.000934332978098751	0.930425921527309	FALSE	0.00373690576660874	0.00689689111749851	0.00315998535088977	0.373128358053389	FALSE	Other	NA	NA	NA	NA	-0.500587235330197	0.0984771363866143
Gm1995	chr12	87861366	87863967	1.036635	0.586748	-0.639224	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mup10	chr4	60578260	60582199	0.482407	0.258199	-0.554468	quantifiable	NA	NA	NA	0.706558485463151	0.777676717106759	0.0711182316436082	0.220724775713187	FALSE	0.00696594427244582	0	-0.00696594427244582	0.373334600399086	FALSE	Other	NA	NA	NA	NA	NA	NA
Gm2011	chr3	40847002	40917098	0.43558	0.737399	0.546183	quantifiable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mup11	chr4	60658466	60662411	0.536386	0.429039	-0.220742	quantifiable	NA	NA	NA	0.830735030658136	0.806748394282263	-0.0239866363758725	0.171227930297406	FALSE	0.0108821314346036	0.0158142765588737	0.00493214512427013	0.427677614659598	FALSE	Other	NA	NA	NA	NA	NA	NA
