gene_name	compartment	shift	mean_ctrl_pc1	difference	mc_diff	hmc_diff	total_diff	mc_ctrl_level	mc_mut_level	hmc_ctrl_level	hmc_mut_level	mc_sig	hmc_sig
1700011L22Rik	A	Stable	1.10966666666667	-0.146333333333334	0.0106158822583213	0.00626333387536795	0.0168792161336892	0.755264187800067	0.765880070058388	0.137129665413837	0.143392999289205	TRUE	FALSE
1700012A03Rik	A	B to A	0.113666666666667	0.482666666666667	-0.00333158547399615	0.0310112797148558	0.0276796942408596	0.693360723632623	0.690029138158627	0.0888610037065754	0.119872283421431	FALSE	TRUE
1700012B07Rik	B	Stable	-0.998666666666667	-0.0486666666666665	0.0027386090242687	-0.00626010586803559	-0.00352149684376689	0.821194873065556	0.823933482089824	0.0592837671255037	0.0530236612574681	FALSE	TRUE
1700012B09Rik	B	Stable	-0.234	-0.162	-0.0067365163676274	-0.00178671816831613	-0.00852323453594353	0.709554745831028	0.7028182294634	0.0370630339485278	0.0352763157802117	FALSE	FALSE
1700013H16Rik	B	Stable	-0.021	0.0823333333333333	-0.0108353682230107	-0.00272073032805578	-0.0135560985510665	0.863097259707203	0.852261891484192	0.0222942166546232	0.0195734863265674	TRUE	FALSE
1700016H13Rik	A	Stable	0.323	-0.0340000000000001	-0.00777998446732642	-0.00248531084823865	-0.0102652953155651	0.740474866617251	0.732694882149924	0.0797499104467518	0.0772645995985132	FALSE	FALSE
1700017B05Rik	A	Stable	1.01433333333333	0.0979999999999999	-0.0252713653390511	0.00758231183058466	-0.0176890535084664	0.619204006654259	0.593932641315208	0.186775226558657	0.194357538389242	TRUE	FALSE
1700017N19Rik	A	Stable	0.173	-0.091	0.0133544142840057	0.00186165199824236	0.0152160662822481	0.771958410152102	0.785312824436108	0.0930728683899963	0.0949345203882387	TRUE	FALSE
1700018B08Rik	A	Stable	1.31733333333333	0.0143333333333332	-0.00148632650116243	-0.00248425727021831	-0.00397058377138074	0.737988583809496	0.736502257308334	0.0729960876130561	0.0705118303428378	FALSE	FALSE
1700018F24Rik	A	Stable	0.901666666666667	0.00299999999999981	0.0217409406952345	-0.00957635636458602	0.0121645843306485	0.631230646517163	0.652971587212397	0.0545147201586752	0.0449383637940892	FALSE	FALSE
1700019A02Rik	A	A to B	0.705333333333333	-0.347	0.0226803104872516	-0.0214100573444768	0.0012702531427748	0.813467467612585	0.836147778099837	0.0836376054550622	0.0622275481105854	TRUE	TRUE
1700019D03Rik	A	Stable	0.953	0.0883333333333334	0.0202343810969583	0.00753689579154349	0.0277712768885018	0.705647865141774	0.725882246238732	0.124931598245323	0.132468494036867	TRUE	TRUE
1700020L24Rik	A	Stable	1.041	-0.0483333333333335	0.00972296828506336	-0.0260557925326198	-0.0163328242475564	0.492396509432166	0.502119477717229	0.142564468071698	0.116508675539079	FALSE	TRUE
1700020N01Rik	B	Stable	-0.114	0.00833333333333337	0.00349404627188354	0.00220231445940061	0.00569636073128415	0.755286047047884	0.758780093319768	0.101781599823184	0.103983914282585	FALSE	FALSE
1700020N15Rik	B	Stable	-0.078	0.0756666666666667	0.0225554203894996	-0.000623595287917535	0.0219318251015821	0.79142316017316	0.81397858056266	0.0514015151515151	0.0507779198635976	FALSE	FALSE
1700024G13Rik	A	Stable	1.06833333333333	0.186	-0.000907634546384539	0.00697714300733182	0.00606950846094728	0.646058117230166	0.645150482683782	0.120950825021197	0.127927968028529	FALSE	FALSE
1700025B11Rik	A	Stable	0.394666666666667	-0.271	0.0053392511851883	-0.00371412823489358	0.00162512295029472	0.842042191517503	0.847381442702691	0.0371681782139975	0.0334540499791039	FALSE	FALSE
1700025C18Rik	A	Stable	1.508	-0.0630000000000003	-0.0236697280271946	0.012731495285646	-0.0109382327415486	0.713731865271606	0.690062137244412	0.131568201924279	0.144299697209925	TRUE	TRUE
1700025G04Rik	A	Stable	1.46133333333333	-0.0276666666666668	0.0628224610672886	-0.0327439834859851	0.0300784775813035	0.495154571891374	0.557977032958663	0.321081062571652	0.288337079085667	TRUE	TRUE
1700028K03Rik	A	Stable	1.114	-0.116333333333334	0.0111574232828888	-0.0147866796007016	-0.0036292563178128	0.788990858413998	0.800148281696887	0.0767062925529687	0.0619196129522671	FALSE	TRUE
1700029F12Rik	A	B to A	0.630666666666667	0.521333333333333	-0.00130520239424092	0.0182569997745927	0.0169517973803518	0.823925732635932	0.822620530241691	0.0515397400448291	0.0697967398194217	FALSE	TRUE
1700029H14Rik	A	Stable	1.63233333333333	0.0236666666666664	-0.00621577895269276	-0.0028327551311885	-0.00904853408388126	0.736382606585907	0.730166827633214	0.1332869347284	0.130454179597212	FALSE	FALSE
1700030J22Rik	A	Stable	1.56566666666667	-0.085666666666667	-0.00250406829923033	0.00435443038784324	0.00185036208861291	0.71199110004024	0.709487031741009	0.0547066103272273	0.0590610407150705	FALSE	FALSE
1700031F05Rik	A	B to A	0.118333333333333	0.300666666666667	0.00089759001997769	-0.0096697111579107	-0.00877212113793301	0.787666465963958	0.788564055983935	0.0406007352046843	0.0309310240467736	FALSE	FALSE
1700031L13Rik	B	Stable	-1.21533333333333	0.084	0.0134596121470794	-0.00340158254835421	0.0100580295987252	0.894794556281121	0.9082541684282	0.0355157026785155	0.0321141201301613	FALSE	FALSE
1700034E13Rik	B	Stable	-0.884333333333333	0.298333333333333	0.00841452619331418	0.00241623637597878	0.010830762569293	0.763275493912163	0.771690020105478	0.0880613369580219	0.0904775733340007	FALSE	FALSE
1700034J05Rik	B	Stable	-0.357333333333333	-0.139	-0.0152981219903908	-0.00090087106296656	-0.0161989930533574	0.732325732233864	0.717027610243473	0.0704508581736739	0.0695499871107073	FALSE	FALSE
1700049E17Rik1	B	Stable	-0.812333333333333	-0.102333333333333	-0.0245035350654311	0.00071157495256167	-0.0237919601128694	0.394261544743289	0.369758009677858	0.00735294117647059	0.00806451612903226	FALSE	FALSE
1700056E22Rik	A	Stable	0.671333333333333	-0.284333333333334	0.0216226180505799	-0.0203827901599309	0.001239827890649	0.0276622119299465	0.0492848299805264	0.0588665482115139	0.038483758051583	FALSE	FALSE
1700066M21Rik	A	Stable	0.795666666666667	-0.241	0.0490820708077704	-0.0265940121551033	0.0224880586526671	0.616489711844552	0.665571782652323	0.124771399072709	0.0981773869176054	TRUE	TRUE
1700069L16Rik	A	Stable	1.02433333333333	-0.0403333333333334	0.0225587601456088	-0.0142802064223104	0.0082785537232984	0.619333565496192	0.641892325641801	0.193729427752174	0.179449221329863	TRUE	TRUE
1700084M14Rik	B	Stable	-1.21166666666667	-0.00899999999999961	0.00303146134213661	0.000735626679127341	0.00376708802126395	0.871110280910778	0.874141742252914	0.0218270292924053	0.0225626559715326	FALSE	FALSE
1700088E04Rik	A	Stable	1.448	-0.0430000000000003	0.0278942848678779	-0.0204102804574544	0.0074840044104235	0.553042720980007	0.580937005847885	0.145181839188944	0.12477155873149	TRUE	TRUE
1700093K21Rik	A	Stable	0.498	0.00333333333333323	-0.00798605327392821	-0.0112605952908188	-0.019246648564747	0.823521637585824	0.815535584311896	0.062188422545687	0.0509278272548682	FALSE	TRUE
1700102P08Rik	A	Stable	1.31166666666667	-0.00500000000000039	0.000961789773993194	-0.00930953426411005	-0.00834774449011686	0.733835037289837	0.73479682706383	0.104742294573769	0.095432760309659	FALSE	TRUE
1700109H08Rik	B	Stable	-0.0316666666666667	-0.0463333333333333	0.0276300346058507	-0.0290616042755484	-0.0014315696696977	0.829819294354514	0.857449328960364	0.112774049930085	0.0837124456545371	TRUE	TRUE
1700113H08Rik	B	Stable	-0.713333333333333	0.0896666666666667	-0.00679635862457939	0.00786637944823363	0.00107002082365424	0.796832993808678	0.790036635184098	0.0508701545313625	0.0587365339795961	TRUE	TRUE
1700123K08Rik	A	Stable	0.411	-0.188333333333333	-0.00996330689731284	0.000890959838246261	-0.00907234705906658	0.706810160642872	0.696846853745559	0.0500128779188101	0.0509038377570563	FALSE	FALSE
1700129C05Rik	A	Stable	0.713666666666667	-0.0880000000000001	0.000164603255766838	-0.00386053498479841	-0.00369593172903157	0.845090796810579	0.845255400066346	0.0381855973463704	0.034325062361572	FALSE	FALSE
1810009J06Rik	B	Stable	-1.13633333333333	0.00433333333333348	0.0148566286234688	-0.0122855100772075	0.0025711185462613	0.87136132009448	0.886217948717949	0.0228058720681577	0.0105203619909502	FALSE	FALSE
1810010H24Rik	A	Stable	1.45833333333333	0.0276666666666665	-0.02270721304351	-0.00736031781283958	-0.0300675308563496	0.311211441729555	0.288504228686045	0.152891773791286	0.145531455978446	TRUE	FALSE
1810024B03Rik	A	Stable	1.518	-0.100666666666667	0.00376451146370371	-0.00457689621868565	-0.00081238475498194	0.727037055614912	0.730801567078615	0.040317697429877	0.0357408012111914	FALSE	FALSE
1810030O07Rik	A	Stable	1.42466666666667	-1.10378892123366e-16	0.0197321697956611	-0.0218059018321378	-0.0020737320364767	0.771730582348385	0.791462752144046	0.105788433358054	0.0839825315259164	TRUE	TRUE
1810037I17Rik	A	Stable	1.255	-0.189666666666667	0.0961384309740294	0.00652360281572054	0.10266203378975	0.147105104146551	0.243243535120581	0.157796651475153	0.164320254290874	TRUE	FALSE
1810055G02Rik	A	Stable	1.58233333333333	0.0146666666666665	0.0464935163311001	-0.0229376027437294	0.0235559135873707	0.559636091062739	0.606129607393839	0.192290469328407	0.169352866584677	TRUE	TRUE
1810062G17Rik	A	Stable	0.878666666666667	-0.103333333333334	0.000218755645034263	0.00834332300689336	0.00856207865192762	0.605369535108588	0.605588290753622	0.162522500458496	0.170865823465389	FALSE	FALSE
1810065E05Rik	B	Stable	-0.911333333333333	-0.0613333333333331	0.0130289931629068	-0.00804553512700501	0.00498345803590179	0.767492897805707	0.780521890968613	0.0712697922489475	0.0632242571219424	FALSE	FALSE
2010106E10Rik	B	Stable	-0.838	-0.0586666666666666	-0.000906100082472938	-0.00265289513566047	-0.00355899521813341	0.751028331171882	0.750122231089409	0.0266620345726011	0.0240091394369407	FALSE	FALSE
2010109A12Rik	A	Stable	0.749666666666667	-0.0980000000000001	0.0369192890993502	-0.0168626599619253	0.0200566291374249	0.561683691146206	0.598602980245556	0.121993016807268	0.105130356845343	TRUE	TRUE
2200002D01Rik	A	Stable	1.33733333333333	-0.116	-0.0240343346549738	-0.0258210439393649	-0.0498553785943387	0.674396943923246	0.650362609268272	0.143004943019593	0.117183899080228	FALSE	FALSE
2200002J24Rik	A	Stable	0.605666666666667	-0.101333333333333	0.0415164360410847	-0.0199735901120482	0.0215428459290365	0.336590362597629	0.378106798638713	0.165321185778793	0.145347595666745	FALSE	FALSE
2210016L21Rik	A	Stable	1.36	-0.00866666666666695	0.0249572944716959	-0.0225734163249897	0.0023838781467062	0.554062012913676	0.579019307385372	0.175873469151821	0.153300052826832	TRUE	TRUE
2210408I21Rik	A	Stable	0.836666666666667	-0.0676666666666668	-6.24580149879428e-05	-0.0040161707970014	-0.00407862881198934	0.812308291914206	0.812245833899218	0.0633277372558444	0.059311566458843	FALSE	TRUE
2300002M23Rik	A	Stable	1.13366666666667	-0.132	-0.0325871978259685	-0.00295279248807562	-0.0355399903140441	0.330161970862022	0.297574773036053	0.0413445637768581	0.0383917712887825	FALSE	FALSE
2300009A05Rik	A	Stable	1.22	-0.00333333333333352	0.108212361496636	0.00331313454249668	0.111525496039133	0.229975007399844	0.33818736889648	0.226162947563493	0.22947608210599	TRUE	FALSE
2310002L09Rik	B	Stable	-1.21333333333333	0.00400000000000006	-0.00737688228082212	0.00674518659146393	-0.00063169568935819	0.830087996931148	0.822711114650326	0.0490308662178142	0.0557760528092781	FALSE	FALSE
2310009B15Rik	A	Stable	0.424666666666667	-0.155666666666667	0.00531540305475309	0.000140058630886064	0.00545546168563915	0.81336056388738	0.818675966942133	0.118993594198014	0.1191336528289	FALSE	FALSE
2310011J03Rik	A	Stable	1.202	-0.00366666666666684	0.00371144472015339	0.00128954487990066	0.00500098960005405	0.380432376690557	0.384143821410711	0.156060757622829	0.15735030250273	FALSE	FALSE
2310022A10Rik	A	Stable	1.24033333333333	-0.095666666666667	0.0181284731811874	-0.0229847993641139	-0.0048563261829265	0.767900675179588	0.786029148360775	0.126873165794508	0.103888366430394	TRUE	TRUE
2310022B05Rik	A	Stable	1.50733333333333	0.00866666666666633	0.0228437833439924	-0.0211366800435431	0.0017071033004493	0.669047797683372	0.691891581027364	0.203195765518709	0.182059085475166	TRUE	TRUE
2310033P09Rik	A	Stable	1.277	-0.0196666666666668	0.0530013677976948	-0.0231030771907005	0.0298982906069943	0.123942513942514	0.176943881740209	0.124180609180609	0.101077531989909	TRUE	FALSE
2310057J18Rik	B	Stable	-1.15166666666667	-0.0019999999999998	-0.00629268178353737	-0.00715717507494784	-0.0134498568584852	0.802884962534999	0.796592280751462	0.0504575334495676	0.0433003583746198	FALSE	FALSE
2310057M21Rik	A	Stable	1.403	-0.107333333333333	0.0361980877013934	-0.024501025170797	0.0116970625305964	0.718411440988428	0.754609528689821	0.130881250711667	0.10638022554087	TRUE	TRUE
2310079G19Rik	B	Stable	-1.098	-0.0579999999999999	-0.00737516202658217	0.0148033946726149	0.00742823264603273	0.772777330580132	0.76540216855355	0.0587951098058729	0.0735985044784879	FALSE	FALSE
2410004B18Rik	A	Stable	1.205	-0.126	-0.00287396737949108	-0.0288492997782869	-0.031723267157778	0.547585129677812	0.54471116229832	0.153057232663273	0.124207932884986	FALSE	TRUE
2410004P03Rik	A	Stable	0.737666666666667	0.0573333333333332	-0.0104506671528654	0.0130951486606477	0.0026444815077823	0.836936012774416	0.82648534562155	0.0502900284897274	0.0633851771503751	FALSE	TRUE
2510002D24Rik	A	Stable	1.14	-0.263	0.0551856192942703	-0.0372051623276317	0.0179804569666386	0.628030965590131	0.683216584884401	0.248726230655187	0.211521068327556	TRUE	TRUE
2510009E07Rik	A	Stable	1.31366666666667	-0.117	0.0173639340252084	-0.0227706228159603	-0.0054066887907519	0.596836240200092	0.6142001742253	0.231314568024061	0.2085439452081	TRUE	TRUE
2510039O18Rik	A	Stable	0.757666666666667	-0.0146666666666668	0.0347586550230047	-0.030801448867854	0.0039572061551507	0.704227526875389	0.738986181898394	0.182130864023989	0.151329415156135	TRUE	TRUE
2610008E11Rik	A	Stable	0.583	-0.225666666666667	0.0127548036128103	-0.0155515824470883	-0.002796778834278	0.753938685080851	0.766693488693661	0.169313679128215	0.153762096681127	TRUE	TRUE
2610042L04Rik	B	Stable	-1.02966666666667	0.0126666666666668	-0.0194030453801464	0.00434595624345776	-0.0150570891366886	0.789020187412417	0.76961714203227	0.0399869315622535	0.0443328878057112	FALSE	FALSE
2610528J11Rik	B	Stable	-0.466	-0.115333333333333	-0.0124444325091448	-0.00221571755404913	-0.0146601500631939	0.801076010456066	0.788631577946922	0.0335057351430077	0.0312900175889586	FALSE	FALSE
2700049A03Rik	A	Stable	1.58533333333333	-0.0760000000000001	0.0166587963679423	-0.0249876404534078	-0.0083288440854655	0.795147704047906	0.811806500415848	0.0959988414589169	0.071011201005509	TRUE	TRUE
2700062C07Rik	A	Stable	1.06466666666667	-0.00800000000000003	0.00308558148691063	-0.0183970713954624	-0.0153114899085518	0.717616338634838	0.720701920121749	0.122106348289089	0.103709276893626	FALSE	TRUE
2700097O09Rik	A	Stable	1.16466666666667	-0.0740000000000002	0.0251939863091359	-0.0292067885153869	-0.004012802206251	0.782671601375681	0.807865587684817	0.116395396638282	0.0871886081228949	TRUE	TRUE
2810004N23Rik	A	Stable	1.55966666666667	-0.0106666666666672	0.0423909108582382	-0.0294865064396144	0.0129044044186238	0.726468967802787	0.768859878661025	0.133312023604939	0.103825517165325	TRUE	TRUE
2810021J22Rik	A	Stable	0.540333333333333	-0.107333333333334	0.0208176984241558	-0.0238235641745195	-0.0030058657503637	0.802141048872101	0.822958747296257	0.111473506462984	0.0876499422884641	TRUE	TRUE
2810459M11Rik	A	Stable	1.211	-0.0553333333333337	-0.022373277953868	-0.00659290229939302	-0.028966180253261	0.632219877437257	0.609846599483389	0.126576981852446	0.119984079553053	TRUE	FALSE
2900026A02Rik	A	Stable	1.378	0.0316666666666663	-0.0135734869510554	0.00809125182554435	-0.00548223512551105	0.70599358614862	0.692420099197565	0.145572828944981	0.153664080770525	TRUE	TRUE
2900092C05Rik	B	Stable	-0.147333333333333	-0.121666666666667	-0.00507523730348258	-0.00169578308828304	-0.00677102039176562	0.757475933922473	0.75240069661899	0.00934215892820641	0.00764637583992338	FALSE	FALSE
3110009E18Rik	A	Stable	1.19	-0.247333333333334	-0.00593231524801952	-0.00574497617656139	-0.0116772914245809	0.76072787237	0.75479555712198	0.0988411523663554	0.0930961761897941	TRUE	TRUE
3110040M04Rik	B	Stable	-0.526333333333333	-0.124666666666667	0.00528666152678581	0.00687245054988547	0.0121591120766713	0.732829742050144	0.73811640357693	0.160055346312122	0.166927796862007	FALSE	FALSE
3110040N11Rik	A	Stable	1.345	-0.0866666666666669	0.0245080616923585	-0.015092400521053	0.0094156611713055	0.720809410592935	0.745317472285293	0.117563101491327	0.102470700970274	TRUE	TRUE
3110082I17Rik	A	Stable	1.45333333333333	0.0369999999999997	0.0277995543520229	-0.0251987772782335	0.0026007770737894	0.608761514325689	0.636561068677712	0.217507771108371	0.192308993830138	TRUE	TRUE
3110082J24Rik	A	Stable	1.213	-0.0706666666666668	-0.0896590691306595	-0.00380491567809662	-0.0934639848087561	0.477162856390141	0.387503787259482	0.05764624605387	0.0538413303757734	TRUE	FALSE
3300002I08Rik	B	Stable	-0.945333333333333	0.0676666666666668	0.00512644021331876	-0.00407120552452711	0.00105523468879165	0.842311357358113	0.847437797571432	0.0644555033943445	0.0603842978698174	FALSE	FALSE
3425401B19Rik	A	B to A	0.215666666666667	0.52	-0.00886765169194725	0.00575282740640437	-0.00311482428554288	0.747439597281	0.738571945589052	0.0846115479700375	0.0903643753764418	FALSE	TRUE
3830403N18Rik	B	Stable	-1.18766666666667	0.00466666666666681	-0.0130710880569305	-0.000278402022644723	-0.0133494900795752	0.733135919979441	0.72006483192251	0.00947135284354797	0.00919295082090324	FALSE	FALSE
4833420G17Rik	A	Stable	0.824666666666667	-0.188666666666667	0.0221173202629216	-0.0178708583846405	0.0042464618782811	0.723285953800461	0.745403274063383	0.10573484003322	0.087863981648579	TRUE	TRUE
4833439L19Rik	A	Stable	1.60433333333333	-0.0593333333333336	0.0930258982587455	-0.0486476853795895	0.044378212879156	0.378905038850664	0.47193093710941	0.248702388463641	0.200054703084051	TRUE	TRUE
4921504E06Rik	B	Stable	-0.946333333333333	0.0266666666666667	-0.00456987383094243	0.00526949566052792	0.00069962182958549	0.748718825126431	0.744148951295488	0.0436550924966671	0.048924588157195	FALSE	TRUE
4921509C19Rik	B	Stable	-0.751333333333333	-0.0539999999999999	0.00775068830307701	-0.00324310984029554	0.00450757846278147	0.774529275199056	0.782279963502133	0.0399557469806454	0.0367126371403499	FALSE	FALSE
4921511C20Rik	B	Stable	-1.264	-0.0273333333333332	-0.0453675806153938	-0.00274234449159406	-0.0481099251069879	0.831577180280924	0.78620959966553	0.00951042091427135	0.00676807642267729	TRUE	FALSE
4921517D22Rik	A	Stable	1.53966666666667	-0.069666666666667	-0.0274460586467958	0.00146982463193125	-0.0259762340148646	0.638308015991501	0.610861957344705	0.0898493944921139	0.0913192191240452	TRUE	FALSE
4921524J17Rik	A	Stable	1.46066666666667	-0.0116666666666667	0.0235202837423768	-0.0178473826211527	0.0056729011212241	0.648854215975399	0.672374499717776	0.179585967185802	0.161738584564649	TRUE	TRUE
4921524L21Rik	B	Stable	-0.789	-0.119	-0.000252550746522862	-0.00574690630057881	-0.00599945704710167	0.802703415879241	0.802450865132718	0.0412536577419213	0.0355067514413424	FALSE	TRUE
4921536K21Rik	A	Stable	1.36833333333333	0.0026666666666663	-0.0286531524862343	0.00210880120846169	-0.0265443512777726	0.641405423760142	0.612752271273908	0.172330443377415	0.174439244585877	TRUE	FALSE
4921539E11Rik	A	Stable	0.718333333333333	-0.0656666666666667	0.00376293211115886	-0.00432291659565119	-0.00055998448449233	0.816986681325688	0.820749613436846	0.0573977085091909	0.0530747919135397	FALSE	TRUE
4930402F06Rik	A	Stable	0.729	0.0326666666666666	0.00275576799071919	0.00642219880766151	0.0091779667983807	0.751076314822386	0.753832082813105	0.0650365533992368	0.0714587522068983	FALSE	FALSE
4930402K13Rik	A	Stable	0.656666666666667	-0.154	0.0200009993233143	0.000512127257450173	0.0205131265807645	0.786132244160153	0.806133243483467	0.0674260370016772	0.0679381642591274	FALSE	FALSE
4930407I10Rik	A	Stable	1.54466666666667	-0.0330000000000004	-0.0194462481102664	0.000165652635048225	-0.0192805954752182	0.693043444895029	0.673597196784763	0.0665957371409133	0.0667613897759615	FALSE	FALSE
4930432M17Rik	B	B to A	-0.0213333333333333	0.536333333333334	-0.00185312116494551	0.0127929013609838	0.0109397801960383	0.78068639667985	0.778833275514904	0.0547973898684445	0.0675902912294283	FALSE	TRUE
4930433I11Rik	B	Stable	-1.363	-0.048333333333333	-0.00164939747949178	0.000742443412079383	-0.000906954067412397	0.771021378118942	0.76937198063945	0.0106956182717561	0.0114380616838355	FALSE	FALSE
4930438A08Rik	B	Stable	-0.398333333333333	-0.113666666666667	0.000632102167190118	-0.00545555286552703	-0.00482345069833691	0.804937947244935	0.805570049412125	0.038634580710718	0.0331790278451909	FALSE	TRUE
4930444P10Rik	A	Stable	0.756333333333333	-0.277666666666667	-0.00382914033853043	-0.000712879322423449	-0.00454201966095388	0.785317872163743	0.781488731825213	0.0669406341116882	0.0662277547892648	FALSE	FALSE
4930447A16Rik	A	Stable	1.55933333333333	-0.0333333333333335	0.125827757823792	-0.0383205693445708	0.0875071884792212	0.450886562734853	0.576714320558645	0.306233966458151	0.26791339711358	TRUE	TRUE
4930447C04Rik	A	Stable	0.031	-0.186666666666667	0.00499158273987443	0.00495745342918167	0.0099490361690561	0.728178023868215	0.733169606608089	0.0444347673956629	0.0493922208248446	FALSE	TRUE
4930451I11Rik	A	Stable	1.06766666666667	-0.168666666666667	-0.143022198013416	0.0836112931657017	-0.0594109048477143	0.655047459502722	0.512025261489305	0.218519729865216	0.302131023030918	TRUE	TRUE
4930453N24Rik	A	Stable	0.455	-0.125666666666667	0.0271276459229466	-0.0330687351755923	-0.0059410892526457	0.67436998263824	0.701497628561187	0.149465493413433	0.116396758237841	TRUE	TRUE
4930455H04Rik	B	Stable	-0.955666666666667	-0.0346666666666666	-0.0221542749096515	0.0145842188557266	-0.0075700560539249	0.725351511558398	0.703197236648746	0.080578235282695	0.0951624541384216	TRUE	TRUE
