chr	start	end	width_kb	is_differential	mecp2_ctrl_mean	mecp2_mut_mean	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_hmc_ctrl_mean	cg_hmc_mut_mean	predicted_a_ctrl	predicted_a_mut	resid_a_ctrl	resid_a_mut	predicted_b_ctrl	predicted_b_mut	resid_b_ctrl	resid_b_mut	cg_mc_log2fc	cg_mc_quartile	dmr_class	mecp2_log2fc	mean_tad_score	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr1	6730000	6860000	130	TRUE	1.17618784	1.60184544	0.00217634	0.00261957	0.00134612	0.00110552	0.629508407572771	0.69583772828748	0.546679432427228	0.90600771171252	1.05092938867047	0.997452862808907	0.125258451329525	0.604392577191093	0.114215	4	Hyper-DMR	0.356533	2.53875173375745	6	6	0
chr1	6860000	7080000	220	FALSE	0.45540843	0.35924111	0.00400456	0.00402021	0.00025323	0.00022449	0.903101329344866	0.905443350122306	-0.447692899344866	-0.546202240122307	0.794193566499054	0.785019706397092	-0.338785136499055	-0.425778596397092	0.003129	3	Hyper-DMR	-0.185373	4.10118179339964	0	0	0
chr1	7090000	7240000	150	FALSE	0.58219309	0.4654429	0.00436076	0.00459571	0.00110395	0.00092412	0.956406620138763	0.991566861778366	-0.374213530138764	-0.526123961778366	1.12696042592229	1.07979464358886	-0.544767335922286	-0.614351743588861	0.044127	4	Hyper-DMR	-0.194802	2.58944067595764	0	0	0
chr1	7240000	7430000	190	FALSE	0.47879845	0.38426737	0.00533773	0.00534863	0.0002028	0.0001904	1.10261007310596	1.10424125690622	-0.623811623105957	-0.71997388690622	0.875636941739932	0.87198868885111	-0.396838491739932	-0.48772131885111	0.001839	3	No DMR	-0.176494	1.73304288934719	0	0	0
chr1	7430000	7550000	120	FALSE	0.37987595	0.27650299	0.00337829	0.00336423	7.182e-05	6.588e-05	0.809380092776942	0.807276015324493	-0.429504142776942	-0.530773025324493	0.68212322827264	0.678935210091067	-0.30224727827264	-0.402432220091067	-0.003087	2	No DMR	-0.222922	1.87955189061954	0	0	0
chr1	7550000	7720000	170	FALSE	0.47500763	0.36054939	0.00457496	0.00454395	7.695e-05	6.654e-05	0.98846162656227	0.983820983475468	-0.51345399656227	-0.623271593475468	0.773364569787137	0.767301665358268	-0.298356939787137	-0.406752275358268	-0.005763	2	No DMR	-0.217708	1.68301888995457	0	0	0
chr1	7720000	7880000	160	FALSE	0.36042275	0.26146087	0.00387006	0.00384857	5.949e-05	5.945e-05	0.882973419148966	0.879757443014321	-0.522550669148967	-0.618296573014321	0.714422725383172	0.712802957027762	-0.353999975383172	-0.451342087027762	-0.004389	2	No DMR	-0.219031	1.57040737448205	0	0	0
chr1	7880000	8000000	120	FALSE	0.25993562	0.1938629	0.00461868	0.00461222	6.251e-05	6.178e-05	0.995004319750111	0.994037581461148	-0.735068699750111	-0.800174681461148	0.771433921746266	0.770688625883048	-0.511498301746266	-0.576825725883048	-0.001193	2	No DMR	-0.167703	1.72185109792667	0	0	0
chr1	8000000	8160000	160	FALSE	0.28540564	0.22042636	0.00519693	0.00515329	6.219e-05	6.298e-05	1.08153936860348	1.07500864740684	-0.796133728603484	-0.854582287406837	0.814515922150847	0.811540177339437	-0.529110282150847	-0.591113817339437	-0.007514	1	No DMR	-0.157696	2.12463769557734	0	0	0
chr1	8190000	8790000	600	TRUE	0.26935549	0.20625403	0.00360448	0.00357439	6.05e-05	6.586e-05	0.843229401380737	0.838726436192673	-0.573873911380737	-0.632472406192673	0.694946511965083	0.694627650356872	-0.425591021965083	-0.488373620356872	-0.006391	2	Hyper-DMR	-0.157128	1.38961198633837	0	0	0
chr1	8790000	9050000	260	FALSE	0.38321631	0.27918691	0.00337389	0.00338006	9.831e-05	0.000105	0.80872163326124	0.809644973082122	-0.42550532326124	-0.530458063082122	0.691327768917466	0.694196288740152	-0.308111458917466	-0.415009378740152	0.001353	3	Hyper-DMR	-0.223336	1.41787963227407	0	0	0
chr1	9050000	9220000	170	FALSE	0.39611826	0.30791694	0.00337615	0.00334307	9.425e-05	0.00012318	0.809059842012487	0.804109423653525	-0.412941582012487	-0.496192483653525	0.69003548337741	0.697975642894	-0.29391722337741	-0.390058702894	-0.007273	1	Hyper-DMR	-0.183558	1.33518541779833	0	0	0
chr1	9240000	9520000	280	FALSE	0.42243264	0.34179342	0.00366676	0.00366006	0.00011783	0.00012593	0.852549596525723	0.851546942263176	-0.430116956525723	-0.509753522263176	0.72023098149766	0.722645501852722	-0.297798341497661	-0.380852081852722	-0.001407	2	Hyper-DMR	-0.160797	1.79594511769499	0	0	0
chr1	9540000	9700000	160	FALSE	1.34476505	1.11548011	0.00470431	0.00469697	0.00055151	0.00054437	1.00781883982502	1.00672040963291	0.336946210174983	0.108759700367086	0.953812337038098	0.950694468162503	0.390952712961902	0.164785641837497	-0.00134	2	Hyper-DMR	-0.210763	3.01738268530248	1	0	1
chr1	9700000	9810000	110	FALSE	0.69755164	0.54838129	0.00531918	0.00540484	0.00070982	0.00063993	1.09983406764771	1.11265307721932	-0.402282427647712	-0.564271787219316	1.05671781802157	1.03796484995926	-0.35916617802157	-0.489583559959264	0.014429	4	Hyper-DMR	-0.223433	3.33976158921845	0	0	0
chr1	9810000	10110000	300	FALSE	0.86309296	0.68697292	0.00614921	0.00616318	0.00057791	0.00052778	1.22404796578825	1.2261385747506	-0.360955005788248	-0.539165654750603	1.07125192835807	1.05425472242639	-0.20815896835807	-0.367281802426392	0.002153	3	Hyper-DMR	-0.22791	2.06083644232069	0	0	0
chr1	10110000	10250000	140	FALSE	0.80828065	0.62542586	0.00514909	0.00525694	0.00081672	0.00069961	1.07438011786912	1.09051985849832	-0.266099467869121	-0.465093998498324	1.08248276762578	1.04839390677499	-0.27420211762578	-0.422968046774988	0.018508	4	Hyper-DMR	-0.249729	1.91218921928969	0	0	0
chr1	10260000	10420000	160	FALSE	0.5128146	0.39299892	0.00428055	0.00425534	0.000234	0.0002395	0.944403202467291	0.940630528742097	-0.431588602467291	-0.547631608742096	0.80789041779621	0.80798649138728	-0.29507581779621	-0.41498757138728	-0.004867	2	Hyper-DMR	-0.21783	1.68273290171695	0	0	0
chr1	10420000	10570000	150	FALSE	0.49484878	0.38293786	0.00401325	0.00398714	0.00023009	0.00025273	0.904401786888378	0.900494428262244	-0.409553006888378	-0.517556568262244	0.786515102600805	0.792712295386741	-0.291666322600805	-0.409774435386741	-0.00523	2	Hyper-DMR	-0.207071	1.93815515175658	0	0	0
chr1	10570000	10730000	160	FALSE	0.73327393	0.60008727	0.00356427	0.00358113	0.00036773	0.00037862	0.837211979306558	0.839735076450817	-0.103938049306558	-0.239647806450817	0.802508786241605	0.807687382140805	-0.0692348562416051	-0.207600112140806	0.00359	3	Hyper-DMR	-0.190744	2.74042967546004	0	0	0
chr1	10730000	10890000	160	FALSE	0.50505583	0.40422443	0.00440506	0.00437908	0.0002195	0.00020763	0.963036110262766	0.959148206122324	-0.457980280262766	-0.554923776122324	0.811973453589567	0.805760881015715	-0.306917623589567	-0.401536451015715	-0.004934	2	No DMR	-0.182814	2.89977075955914	0	0	0
chr1	10890000	11030000	140	TRUE	0.62222368	0.51030171	0.00404263	0.00406368	0.00030282	0.00028677	0.90879850065459	0.911948630837665	-0.28657482065459	-0.401646920837665	0.814883994786586	0.810680416121101	-0.192660314786587	-0.300378706121101	0.004185	3	No DMR	-0.177975	2.40532346591595	0	0	0
chr1	11030000	11300000	270	TRUE	0.89540617	0.74275003	0.00424081	0.00423679	0.0004148	0.00042659	0.93845611584138	0.937854523283852	-0.04304994584138	-0.195104493283852	0.869988108320674	0.873930792545114	0.0254180616793257	-0.131180762545114	-0.000781	2	No DMR	-0.189933	1.47740866219099	0	0	0
chr1	11320000	11470000	150	FALSE	0.66563481	0.56879833	0.0044694	0.00447459	0.00033746	0.00033865	0.972664584181012	0.973441267109761	-0.307029774181012	-0.404642937109761	0.859231367841004	0.860047335599179	-0.193596557841004	-0.291249005599179	0.000975	3	No DMR	-0.145747	1.81218873916738	0	0	0
chr1	11470000	11620000	150	TRUE	0.52204569	0.4048948	0.00389156	0.0038681	0.00027421	0.00026542	0.886190891782512	0.882680105364699	-0.364145201782512	-0.477785305364699	0.793302391046523	0.788386502701988	-0.271256701046523	-0.383491702701988	-0.004777	2	No DMR	-0.210165	3.0990882414085	0	0	0
chr1	11620000	11780000	160	TRUE	0.51299054	0.41984152	0.00380516	0.00381564	0.00022637	0.00023583	0.873261141292358	0.874829472138849	-0.360270601292358	-0.454987952138849	0.769631344941621	0.773818704873903	-0.256640804941622	-0.353977184873903	0.002156	3	No DMR	-0.166388	3.56253638052792	0	0	0
chr1	11780000	11890000	110	TRUE	0.430112	0.32327377	0.00408439	0.00405264	0.00014133	0.00015747	0.915047880058164	0.910296496052812	-0.484935880058164	-0.587022726052812	0.759886497717516	0.763323140709482	-0.329774497717516	-0.440049370709482	-0.006299	2	No DMR	-0.214819	2.18771390783678	0	0	0
chr1	11890000	12070000	180	TRUE	0.58587452	0.44806418	0.00432481	0.00431431	0.00017336	0.00018159	0.951026706595696	0.949455382751406	-0.365152186595696	-0.501391202751406	0.789373629441662	0.791551061862825	-0.203499109441662	-0.343486881862825	-0.002015	2	No DMR	-0.231921	1.47716333304069	0	0	0
chr1	12080000	12380000	300	FALSE	5.16884563	4.11076821	0.00364762	0.00363933	0.0001579	0.00017294	0.849685297632418	0.848444700044879	4.31916033236758	3.26232350995512	0.733221573514048	0.738014886496614	4.43562405648595	3.37275332350339	-0.001746	2	No DMR	-0.307562	1.35690467141812	0	0	0
chr1	12380000	12520000	140	TRUE	0.61268803	0.50148258	0.00419435	0.00414203	0.00026361	0.00031079	0.931503381955123	0.923673699713864	-0.318815351955124	-0.422191119713864	0.812107058705226	0.825177746940878	-0.199419028705226	-0.323695166940878	-0.010238	1	No DMR	-0.178642	1.80949663007095	0	0	0
chr1	12520000	12660000	140	TRUE	0.63670769	0.51408602	0.0051917	0.00516276	0.00025549	0.00027702	1.08075669967914	1.0764258318645	-0.444049009679138	-0.562339811864496	0.883690128815901	0.889276443987425	-0.246982438815901	-0.375190423987425	-0.004982	2	No DMR	-0.193092	1.69396177298429	0	0	0
chr1	12670000	12830000	160	FALSE	1.24701867	1.0073956	0.00633294	0.00624569	0.00055587	0.00061802	1.25154314006552	1.23848618716892	-0.00452447006551608	-0.23109058716892	1.07704539229198	1.09289410693166	0.169973277708019	-0.0854985069316634	-0.013259	1	Hyper-DMR	-0.2358	1.51032816947845	0	0	0
chr1	12830000	12960000	130	FALSE	1.11522844	0.8894797	0.00637713	0.0062616	0.00060548	0.00068761	1.25815616870163	1.24086711691774	-0.142927728701626	-0.351387416917744	1.09820020216311	1.11912672132054	0.0170282378368896	-0.229647021320542	-0.017502	1	Hyper-DMR	-0.242808	1.72890369819633	0	0	0
chr1	12960000	13140000	180	FALSE	0.89521968	0.75093819	0.00717808	0.00710352	0.00067349	0.00076162	1.37801824804293	1.36686035224958	-0.48279856804293	-0.615922162249576	1.18250925537788	1.20865565037138	-0.287289575377879	-0.457717460371378	-0.010399	1	Hyper-DMR	-0.178868	1.69488203014028	0	0	0
chr1	13150000	13260000	110	FALSE	1.56281058	1.20655183	0.00752418	0.00751838	0.00223729	0.00212198	1.42981207494851	1.4289441055869	0.132998505051489	-0.222392275586904	1.77114521384329	1.72921411202344	-0.208334633843289	-0.522662282023437	-0.00078	2	No DMR	-0.298703	1.38120531283912	0	0	0
chr1	13280000	13380000	100	FALSE	1.51209234	1.21577684	0.00522987	0.00526474	0.0031004	0.00285667	1.08646883597786	1.0916871276398	0.425623504022145	0.124089712360204	1.9103692457434	1.8252604691308	-0.3982769057434	-0.609483629130796	0.005954	3	No DMR	-0.251203	1.61423299350947	0	0	0
chr1	13400000	13550000	150	FALSE	0.66354299	0.5251511	0.00634097	0.00631433	0.00040955	0.00040446	1.25274482868167	1.24875815561388	-0.589201838681673	-0.723607055613876	1.02498754164747	1.02116565485289	-0.361444551647475	-0.496014554852887	-0.004033	2	No DMR	-0.213587	2.80553392661575	0	0	0
chr1	13570000	13730000	160	FALSE	0.80530715	0.62621273	0.00668677	0.0067056	0.00067567	0.00062627	1.30449376062027	1.3073116680477	-0.499186610620274	-0.6810989380477	1.14659133447917	1.13021989918897	-0.341284184479171	-0.504007169188965	0.002744	3	Hyper-DMR	-0.244822	1.88559497167979	0	0	0
chr1	13730000	14010000	280	FALSE	0.74990737	0.71153048	0.00522923	0.0052113	0.00036168	0.00038675	1.0863730600483	1.08368983752181	-0.336465690048299	-0.372159357521812	0.924709454836818	0.932392229985263	-0.174802084836819	-0.220861749985263	-0.003071	2	No DMR	-0.051611	1.84507490750619	3	3	0
chr1	14020000	14170000	150	FALSE	0.9302332	0.97806746	0.00463725	0.00466428	0.00041627	0.00047874	0.997783318206155	1.00182835473103	-0.0675501182061549	-0.0237608947310258	0.900132494504639	0.92463345987423	0.0301007054953608	0.0534340001257695	0.004965	3	No DMR	0.053243	1.44646488650239	1	1	0
chr1	14180000	14330000	150	FALSE	1.54369348	1.52656515	0.00508702	0.00507242	0.00066799	0.00076205	1.06509134920102	1.06290646080801	0.478602130798979	0.463658689191991	1.02432090614765	1.05708060031633	0.51937257385235	0.469484549683674	-0.002543	2	No DMR	-0.013163	2.06584259117369	2	2	0
chr1	14330000	14480000	150	FALSE	0.69920107	0.58113183	0.00435497	0.00434233	0.0002869	0.00032104	0.955540147276055	0.95364857266731	-0.256339077276055	-0.37251674266731	0.832487514240191	0.843829585979642	-0.133286444240192	-0.262697755979642	-0.002413	2	No DMR	-0.173615	2.52265068058522	0	0	0
chr1	14480000	14630000	150	FALSE	0.87318501	0.70515905	0.004364	0.00436143	0.00027385	0.00027842	0.956891485782144	0.956506885565018	-0.0837064757821443	-0.251347835565018	0.828465643909723	0.82991831050384	0.044719366090277	-0.12475926050384	-0.000489	2	No DMR	-0.214668	2.18550995686028	0	0	0
chr1	14630000	14740000	110	TRUE	0.99776945	0.7417669	0.0044218	0.00442453	0.00026003	0.00024837	0.965541249420233	0.965949793619748	0.0322282005797666	-0.224182893619748	0.827809943743308	0.823817676776582	0.169959506256692	-0.0820507767765825	0.000515	3	No DMR	-0.305894	1.08304915918221	0	0	0
chr1	14770000	14900000	130	FALSE	0.94239403	0.72340075	0.00445823	0.00445473	0.00022486	0.00021399	0.970992994910468	0.970469220295705	-0.0285989649104682	-0.247068470295705	0.817874385707921	0.813701023020715	0.124519644292079	-0.0903002730207146	-0.000659	2	No DMR	-0.269658	1.4157135425173	0	0	0
chr1	14910000	15090000	180	FALSE	0.48022053	0.38522935	0.00467277	0.00465951	0.00020911	0.00020287	1.00309888229655	1.00111452475605	-0.522878352296551	-0.615885174756049	0.828233105670943	0.824996885943905	-0.348012575670944	-0.439767535943905	-0.002431	2	No DMR	-0.177082	1.8719574510249	0	0	0
chr1	15090000	15230000	140	FALSE	0.57531598	0.44017141	0.00378017	0.00379539	0.00020262	0.00018819	0.869521390542949	0.871799061867719	-0.294205410542949	-0.431627651867719	0.759217348007749	0.755161255759754	-0.183901368007749	-0.314989845759754	0.003141	3	No DMR	-0.229895	1.78691545070723	0	0	0
chr1	15260000	15370000	110	TRUE	1.65225107	2.00757609	0.0042219	0.00427061	0.0008712	0.00086057	0.935626236422759	0.942915682561363	0.71662483357724	1.06466040743864	1.03282493944803	1.03263820547796	0.619426130551973	0.974937884522037	0.009434	3	No DMR	0.236538	1.2645379325211	0	0	0
chr1	15380000	15530000	150	FALSE	0.80611213	0.65479625	0.0034444	0.00342253	0.00052325	0.00053247	0.819273447000369	0.816000603907548	-0.0131613170003689	-0.161204353907548	0.849522724680481	0.851207062710533	-0.0434105946804816	-0.196410812710533	-0.004754	2	No DMR	-0.203866	1.64096141882221	0	0	0
chr1	15530000	15690000	160	FALSE	2.21423459	2.33184749	0.00431378	0.0042804	0.00080898	0.00083678	0.949376068309742	0.944380754983801	1.26485852169026	1.3874667350162	1.01729690928229	1.02480799283093	1.19693768071771	1.30703949716907	-0.006419	2	No DMR	0.064893	2.10737331376547	0	0	0
chr1	15690000	15790000	100	FALSE	0.60386021	0.51502422	0.00444497	0.00442889	0.00039747	0.00039301	0.969008637369965	0.966602267139853	-0.365148427369966	-0.451578047139853	0.879002797184246	0.876196501581486	-0.275142587184247	-0.361172281581486	-0.003036	2	No DMR	-0.142268	2.10883979353924	0	0	0
chr1	15790000	16000000	210	FALSE	0.74437265	0.59619419	0.00540068	0.00541368	0.00066645	0.00064871	1.1120305336772	1.11397598224632	-0.367657883677198	-0.517781792246318	1.04719811580299	1.04178497778489	-0.302825465802986	-0.445590787784892	0.002179	3	Hyper-DMR	-0.21153	1.63163913306061	0	0	0
chr1	16000000	16120000	120	FALSE	0.87765645	0.67862393	0.0052029	0.00521387	0.00056814	0.00053347	1.08243277844638	1.08407443773894	-0.20477632844638	-0.405450507738938	0.997043450298125	0.98538588743228	-0.119387000298125	-0.30676195743228	0.001882	3	Hyper-DMR	-0.25699	1.62715001641504	0	0	0
chr1	16140000	16280000	140	TRUE	1.03211763	0.83952927	0.00599752	0.00592419	0.00057544	0.00062413	1.20134757398441	1.19037374755567	-0.169229943984413	-0.350844477555674	1.05903128541681	1.07107587767132	-0.0269136554168113	-0.231546607671322	-0.011544	1	Hyper-DMR	-0.217826	1.29237653265547	0	0	0
chr1	16280000	16430000	150	FALSE	0.68233139	0.530804	0.00481846	0.00478403	0.00060404	0.0005708	1.02490137476079	1.01974892905042	-0.342569984760793	-0.488944929050423	0.981244238351723	0.96670977646407	-0.298912848351723	-0.43590577646407	-0.006206	2	Hyper-DMR	-0.230918	2.02100526477889	0	0	0
chr1	16440000	16570000	130	TRUE	0.48935078	0.41174393	0.00498608	0.0050623	0.0009678	0.00089215	1.04998568931125	1.06139200392189	-0.560634909311251	-0.649648073921894	1.12467613775955	1.10314505908727	-0.635325357759553	-0.691401129087266	0.013365	4	Hyper-DMR	-0.141357	1.6662611417597	0	0	0
chr1	16580000	16690000	110	FALSE	0.8050137	0.64766909	0.00437449	0.00459079	0.00123011	0.0010594	0.958461313127534	0.990830584319898	-0.153447613127534	-0.343161494319899	1.17338862827663	1.1281117404299	-0.368374928276628	-0.480442650429904	0.040603	4	Hyper-DMR	-0.212836	1.74552634288451	0	0	0
chr1	16710000	16830000	120	FALSE	0.35594341	0.38661499	0.0051856	0.00523404	0.00045237	0.00042697	1.07984383535055	1.08709287601887	-0.723900425350551	-0.700477886018873	0.954087715907261	0.948565376758999	-0.598144305907261	-0.561950386758999	0.008306	3	No DMR	0.062034	1.78067004929833	0	0	0
chr1	16830000	17030000	200	FALSE	0.49127973	0.38258934	0.00396005	0.00414596	0.0006701	0.00053255	0.896440412743977	0.924261823781298	-0.405160682743977	-0.541672483781298	0.940891917078378	0.905278435131666	-0.449612187078379	-0.522689095131666	0.036963	4	Hyper-DMR	-0.2016	1.78599315434391	0	0	0
chr1	17040000	17160000	120	FALSE	1.07620253	1.33395343	0.00315664	0.00364481	0.00129444	0.00120769	0.77621019467344	0.849264781441708	0.29999233532656	0.484688648558292	1.10556237263668	1.1108106296161	-0.0293598426366837	0.2231428003839	0.106687	4	Hyper-DMR	0.240896	2.22839831912656	2	2	0
chr1	17170000	17330000	160	FALSE	0.32477106	0.26035006	0.00344344	0.00345457	0.00014137	0.0001313	0.819129783106034	0.82079538638098	-0.494358723106034	-0.560445326380981	0.712019836139881	0.709227286615909	-0.387248776139882	-0.448877226615909	0.002413	3	No DMR	-0.146556	1.79319832550181	0	0	0
chr1	17330000	17620000	290	FALSE	0.48896879	0.37254613	0.0036926	0.00369071	0.00011668	0.00012688	0.856416549681574	0.856133711389602	-0.367447759681574	-0.483587581389602	0.72174745122955	0.725277043376848	-0.23277866122955	-0.352730913376848	-0.000395	2	No DMR	-0.217726	1.84672810669314	0	0	0
chr1	17620000	17770000	150	FALSE	0.6343126	0.50679784	0.00353012	0.00354195	0.00019736	0.00020023	0.832101435565368	0.833871793763268	-0.197788835565369	-0.327073953763268	0.738644825405764	0.740561422109674	-0.104332225405765	-0.233763582109674	0.002532	3	Hyper-DMR	-0.20189	1.65056441106471	0	0	0
chr1	17790000	17920000	130	TRUE	0.34664733	0.27413417	0.00317835	0.00317919	9.194e-05	8.922e-05	0.779459093783871	0.779584799691414	-0.432811763783871	-0.505450629691414	0.674427853835362	0.673511729559316	-0.327780523835362	-0.399377559559316	0.000189	3	No DMR	-0.160485	2.35634977040849	0	0	0
chr1	17920000	18080000	160	TRUE	0.58051825	0.44415152	0.00490498	0.0049038	0.00023805	0.00025881	1.03784908323774	1.03767249636762	-0.457330833237739	-0.593520976367619	0.855994892790731	0.863377862558267	-0.275476642790731	-0.419226342558267	-0.000209	3	No DMR	-0.230731	2.67616365992147	0	0	0
chr1	18080000	18210000	130	TRUE	0.43531973	0.48420879	0.00350268	0.00354837	0.00023956	0.00026643	0.827995042585625	0.834832546056633	-0.392675312585625	-0.350623756056633	0.751781925844347	0.76486510756046	-0.316462195844347	-0.28065631756046	0.009795	3	No DMR	0.087982	1.56577188529149	2	2	0
