gene	chr	start	end	num_contexts	mean_coverage	chg_mc_group1	chg_mc_group2	chg_mc_difference	chg_mc_qvalue	chg_mc_direction	cg_mc_difference	cg_mc_qvalue	cg_mc_significant	cg_mc_direction	cg_hmc_difference	cg_hmc_qvalue	cg_hmc_significant	cg_hmc_direction	concordant_with_cg_mc
Palld	chr8	61511432	61902689	122366	11.0219791445336	1.27966965699145e-06	0.000212633995898756	0.000211354326241765	7.86908953120661e-47	Hypermethylated	-0.0149986238910904	1.94816353403988e-40	TRUE	Hypomethylated	0.00488331976151375	1.23458071607224e-13	TRUE	Hypermethylated	FALSE
Spon1	chr7	113765997	114043369	90542	9.52951116608867	0.000608277800666631	0.000336971700223594	-0.000271306100443038	8.55147944272702e-47	Hypomethylated	0.0527938447680154	4.41690637428547e-203	TRUE	Hypermethylated	-0.0290890040397686	6.1689511898195e-90	TRUE	Hypomethylated	FALSE
Mboat4	chr8	34115029	34125181	3325	8.81496240601504	0.000663143757907068	0.00401201172604733	0.00334886796814026	2.79272794678071e-46	Hypermethylated	-0.0378432938243144	8.10509930472198e-08	TRUE	Hypomethylated	0.00273257798758927	0.639025868876799	FALSE	Hypermethylated	FALSE
Micu3	chr8	40307457	40386307	22345	11.3965148802864	4.60363143483597e-05	0.000412411031287136	0.000366374716938776	3.78690916189245e-43	Hypermethylated	0.0449532342746497	1.5829280106655e-36	TRUE	Hypermethylated	-0.0550125822707343	6.03467515695049e-72	TRUE	Hypomethylated	TRUE
Asah1	chr8	41340196	41374772	10637	10.2299638055843	0.00011784093616349	0.000956618594888958	0.000838777658725468	1.54062380784432e-42	Hypermethylated	0.00553310682469454	0.448155585230187	FALSE	Hypermethylated	-0.0237099262842519	4.46725724181113e-11	TRUE	Hypomethylated	NA
Sh3rf1	chr8	61223871	61396070	55004	9.77638444476765	1.795049316373e-06	0.000576467448707277	0.000574672399390904	2.10585767743646e-42	Hypermethylated	-0.0220229746068737	3.66245113060835e-51	TRUE	Hypomethylated	0.0124600354016009	2.27703814142906e-37	TRUE	Hypermethylated	FALSE
Lpl	chr8	68880490	68907447	8436	10.8733700806069	0.000160797668496563	0.00115013192937352	0.000989334260876955	4.90204338027599e-41	Hypermethylated	-0.0325221061031479	2.28969682479804e-11	TRUE	Hypomethylated	0.0100488378702561	0.00126504316897312	TRUE	Hypermethylated	FALSE
Ubxn8	chr8	33619585	33641966	7040	9.41335227272727	0.000346248615293602	0.00167481014946257	0.00132856153416897	6.79437151355511e-40	Hypermethylated	-0.0233276058418685	9.44335518082796e-08	TRUE	Hypomethylated	-0.0113702840262162	0.000554329078028368	TRUE	Hypomethylated	FALSE
Fgl1	chr8	41191433	41215155	6974	11.191425293949	0.000158084413781843	0.00113488474605814	0.000976800332276297	3.8247811520319e-35	Hypermethylated	-0.0345544687367975	1.19630488639551e-12	TRUE	Hypomethylated	-0.00393116155762965	0.230085003368985	FALSE	Hypomethylated	FALSE
Fgf20	chr8	40279165	40308330	8613	10.8380500406362	9.50010365764422e-05	0.000905612847398176	0.000810611810821734	1.10622321969688e-34	Hypermethylated	-0.00865588479113777	0.115703881132263	FALSE	Hypomethylated	-0.0111386618269958	0.00154762495401488	TRUE	Hypomethylated	NA
D130040H23Rik	chr8	69271079	69314206	13235	11.5896675481677	0.000269539142553676	0.000824590651539731	0.000555051508986055	3.57418436433284e-34	Hypermethylated	-0.00445397751212162	0.19980182502862	FALSE	Hypomethylated	-0.00953886878255549	0.000115157755982905	TRUE	Hypomethylated	NA
Gm20422	chr8	69742861	69774885	10255	11.2484397854705	0.000279818512837484	0.000946054353531774	0.000666235840694289	1.61342661459741e-30	Hypermethylated	0.002602352717475	0.67493632344011	FALSE	Hypermethylated	-0.018240809460729	3.75828170599407e-07	TRUE	Hypomethylated	NA
Lzts1	chr8	69132668	69184224	17516	8.89853562457182	0.000210257372036103	0.000671963977492873	0.00046170660545677	2.16970090775916e-29	Hypermethylated	0.00548567341319794	0.208388131695938	FALSE	Hypermethylated	-1.41249004805832e-05	0.845717264416092	FALSE	Hypomethylated	NA
Glra3	chr8	55940459	56130069	54003	12.1516188915431	1.62382655785377e-06	0.000178623356953688	0.000176999530395835	5.89983617179764e-27	Hypermethylated	-0.00668467909612491	0.00273745774130022	TRUE	Hypomethylated	0.00261027149764968	0.00151896953373657	TRUE	Hypermethylated	FALSE
Wdr17	chr8	54629054	54887183	75517	11.2186345458638	0	0.000291478442561557	0.000291478442561557	4.58866419343557e-25	Hypermethylated	-0.0133871886814699	1.2428497086876e-14	TRUE	Hypomethylated	-0.001094421930284	0.431401771616153	FALSE	Hypomethylated	FALSE
Triml2	chr8	43180540	43193880	4130	10.9595338983051	0.000227845304710925	0.00144592686388557	0.00121808155917464	6.08588467156827e-25	Hypermethylated	-0.0473037690674414	3.68305251486573e-19	TRUE	Hypomethylated	-0.00212936306117482	0.57211864043055	FALSE	Hypomethylated	FALSE
Tll1	chr8	64014930	64206270	55441	11.7910887249508	8.0348131719165e-07	0.000195608506117705	0.000194805024800514	3.38638335492317e-24	Hypermethylated	0.0492621699726365	7.15528647117283e-97	TRUE	Hypermethylated	-0.0329358460595855	3.66050264999453e-60	TRUE	Hypomethylated	TRUE
Cnot7	chr8	40492539	40515846	6667	11.7274636268187	6.81084914194085e-05	0.000745847452030023	0.000677738960610615	1.11951547729203e-23	Hypermethylated	0.0120901361122726	0.0641118620822253	FALSE	Hypermethylated	-0.0396471862766901	4.5637408962901e-19	TRUE	Hypomethylated	NA
Ppp1r3b	chr8	35375738	35388138	3962	9.14724255426552	0.000207126729407469	0.00161734302424425	0.00141021629483678	1.43769157144798e-23	Hypermethylated	-0.0244256957147911	1.49514844084748e-05	TRUE	Hypomethylated	-0.000405084326140198	0.925165161229786	FALSE	Hypomethylated	FALSE
C2cd3	chr7	100372232	100470151	31048	10.1018221785622	0.000708498319111563	0.000367251857132565	-0.000341246461978999	1.89384578321022e-23	Hypomethylated	0.0235808272604088	8.85918242232007e-27	TRUE	Hypermethylated	-0.0178105493146774	6.88869391159e-37	TRUE	Hypomethylated	FALSE
Dctn6	chr8	34090419	34108795	6063	8.49577354444994	0.000148336242366003	0.00110079282423683	0.000952456581870829	2.47912554962037e-23	Hypermethylated	0.0236550467127452	1.4548450507552e-05	TRUE	Hypermethylated	-0.0225436551295207	8.20456477338418e-10	TRUE	Hypomethylated	TRUE
Triml1	chr8	43129806	43141485	3729	10.4015821936176	0.000149610606058276	0.0014113077053353	0.00126169709927703	1.65682103935576e-22	Hypermethylated	-0.0268467681149491	2.89939906465845e-05	TRUE	Hypomethylated	-0.00167317634262983	0.746236695077763	FALSE	Hypomethylated	FALSE
Pbx4	chr8	69832490	69872291	13606	7.69743128031751	0.000340355744151334	0.000891819569570117	0.000551463825418783	2.18597805590131e-21	Hypermethylated	-0.0123567673447514	0.00195795339390879	TRUE	Hypomethylated	-0.00710883736661264	0.0163600992797721	TRUE	Hypomethylated	FALSE
Ints10	chr8	68793928	68831666	11504	10.8017863351878	0	0.00123788737595457	0.00123788737595457	8.10695408425176e-21	Hypermethylated	0.0129864005113177	0.00042119294574991	TRUE	Hypermethylated	-0.0273857707609208	3.80671795627458e-24	TRUE	Hypomethylated	TRUE
Acer3	chr7	98206388	98321207	34477	10.4242502247875	0.000683218723382425	0.00038417232096503	-0.000299046402417395	2.05750941353522e-20	Hypomethylated	0.0311627840874189	1.6170520951926e-21	TRUE	Hypermethylated	-0.0171240440098999	2.93017913364745e-14	TRUE	Hypomethylated	FALSE
Leprotl1	chr8	34135571	34147032	3492	9.87034650630011	0.000230554555231753	0.00148189796611208	0.00125134341088033	2.07957451976905e-19	Hypermethylated	0.0179164730647373	0.00135487782040975	TRUE	Hypermethylated	-0.0227521860948052	3.2977897256973e-09	TRUE	Hypomethylated	TRUE
Cpe	chr8	64592541	64693053	31868	10.2296935797665	6.85438543580183e-07	0.00030028417472808	0.0002995987361845	2.38436703647072e-19	Hypermethylated	0.023455697395078	1.07015088169694e-18	TRUE	Hypermethylated	-0.0265548907693908	1.56797576266144e-28	TRUE	Hypomethylated	TRUE
Gdpd5	chr7	99381413	99461876	29371	6.22390708522012	0.000814270673933224	0.000392182273928012	-0.000422088400005212	2.47064884503917e-18	Hypomethylated	-0.0152882104838936	2.32396556247251e-06	TRUE	Hypomethylated	0.0102803414749345	0.000445592154662235	TRUE	Hypermethylated	TRUE
Gatad2a	chr8	69907075	69996383	30477	8.81936378252453	0.000114344377322119	0.000300828436792593	0.000186484059470474	4.78658877580835e-18	Hypermethylated	-0.00444319586182551	0.260310502118831	FALSE	Hypomethylated	-0.00656241096576804	0.0246778201706458	TRUE	Hypomethylated	NA
Dctd	chr8	48099091	48153232	17448	9.47102103392939	3.14601396279717e-06	0.000407812904437535	0.000404666890474737	2.03186333877863e-17	Hypermethylated	-0.0259815898703533	8.14407859626302e-24	TRUE	Hypomethylated	0.010016414205386	4.14632433073483e-07	TRUE	Hypermethylated	FALSE
Dusp4	chr8	34807296	34819893	4140	7.03704710144928	9.74423073031256e-05	0.00146074760046106	0.00136330529315794	1.35340542441111e-16	Hypermethylated	0.0246720984632575	0.000963321639739447	TRUE	Hypermethylated	-0.040404628304544	2.99305420017211e-13	TRUE	Hypomethylated	TRUE
Cep44	chr8	56531521	56551046	5447	12.0845419496971	3.38624911957523e-06	0.00107133275707688	0.0010679465079573	2.47355016358907e-16	Hypermethylated	-0.0192425060584764	5.35098735970024e-06	TRUE	Hypomethylated	-0.0129949344929328	2.79387427349822e-07	TRUE	Hypomethylated	FALSE
Aadat	chr8	60505931	60545676	12253	11.0276666938709	1.88268606586389e-06	0.000517425013340744	0.00051554232727488	2.64205771522122e-16	Hypermethylated	-0.0176059441103718	9.64438115243962e-05	TRUE	Hypomethylated	-0.00327946556451082	0.195188856056324	FALSE	Hypomethylated	FALSE
Zfp42	chr8	43295062	43306979	3669	10.6874829653857	0.00011880618531644	0.00102550016741876	0.000906693982102318	2.70133012670184e-16	Hypermethylated	-0.0299650890760661	7.78957889532556e-13	TRUE	Hypomethylated	-0.0026310638091468	0.242951376007784	FALSE	Hypomethylated	FALSE
Gdpd4	chr7	97919954	98049662	40446	10.3827418038867	0.000531556057866506	0.000305965741166172	-0.000225590316700334	3.8821773624911e-16	Hypomethylated	0.00822517707867498	0.00321422122504996	TRUE	Hypermethylated	0.00555604734690734	7.07342103297229e-05	TRUE	Hypermethylated	FALSE
Myo9b	chr8	71272713	71360712	31202	7.48024165117621	0.000146934643987073	0.000360450169490502	0.000213515525503429	3.8821773624911e-16	Hypermethylated	0.00622595436682905	0.0956216063144614	FALSE	Hypermethylated	-0.0232209840368429	4.97810803079763e-22	TRUE	Hypomethylated	NA
Kcnj6	chr16	94748635	94997700	84512	8.43466756200303	8.88415319653799e-05	3.3175141143536e-05	-5.56663908218439e-05	3.8821773624911e-16	Hypomethylated	0.0116701885787449	8.1018419822871e-13	TRUE	Hypermethylated	-0.016711640935179	3.1922598255336e-29	TRUE	Hypomethylated	FALSE
Arntl	chr7	113207464	113314125	36015	8.62119602943218	0.000571351280573652	0.00031918410805059	-0.000252167172523062	5.01245412002574e-16	Hypomethylated	0.0366240004441621	5.18973389200612e-41	TRUE	Hypermethylated	-0.0207202511116697	4.53496836374247e-19	TRUE	Hypomethylated	FALSE
Capn5	chr7	98121558	98178273	20599	6.02489805330356	0.000728532064788804	0.000303897465847765	-0.000424634598941039	9.59945927146058e-16	Hypomethylated	0.00750610595495105	0.118775771323683	FALSE	Hypermethylated	-0.00978301764872719	0.00345529456212477	TRUE	Hypomethylated	NA
Gm10033	chr8	69366509	69395538	8988	10.7912216288385	0.000194147950118853	0.000603110172611701	0.000408962222492848	2.11086098908203e-15	Hypermethylated	0.0438399369648582	1.79623325541375e-15	TRUE	Hypermethylated	-0.0453032382813041	3.73692014219794e-24	TRUE	Hypomethylated	TRUE
Vegfc	chr8	54077605	54187095	31551	11.4315512978986	0	0.000209966060737728	0.000209966060737728	3.57818352100622e-15	Hypermethylated	0.00951036361593938	0.00034946231542336	TRUE	Hypermethylated	-0.0138671793081747	1.23475909837668e-11	TRUE	Hypomethylated	TRUE
Ppp2cb	chr8	33599624	33619440	5976	10.1217996987952	0.000162103037726088	0.000748554355554295	0.000586451317828207	4.59272910019531e-15	Hypermethylated	0.0271363495245058	3.16998835182843e-08	TRUE	Hypermethylated	-0.0272695995971901	6.72086710674709e-12	TRUE	Hypomethylated	TRUE
Zfp869	chr8	69702655	69716982	4559	11.2779392410616	0.000424841445943057	0.00124077787496841	0.000815936429025354	4.67906831317689e-15	Hypermethylated	0.0298319179677172	1.35970173628612e-06	TRUE	Hypermethylated	-0.0292437281029061	3.45178783631271e-10	TRUE	Hypomethylated	TRUE
Caln1	chr5	130369454	130847411	159766	8.90659073269657	4.7155300505197e-05	9.69981174176578e-05	4.98428169124608e-05	4.95088498077702e-15	Hypermethylated	0.1067487923351	4.8151057076211e-306	TRUE	Hypermethylated	-0.0697354414570755	7.07674626726131e-306	TRUE	Hypomethylated	TRUE
Ints4	chr7	97480955	97541394	18877	10.0825011919267	0.00104143683186517	0.000603372140760951	-0.000438064691104223	6.67893546351396e-15	Hypomethylated	0.0282834823433255	1.68960365827738e-18	TRUE	Hypermethylated	-0.0131051794889594	9.39879593789526e-09	TRUE	Hypomethylated	FALSE
Slc18a1	chr8	69037710	69089234	16579	10.6368523433259	0.000120589930644285	0.000338546127255908	0.000217956196611623	9.56805433149423e-15	Hypermethylated	-0.00277086912963109	0.62434020469149	FALSE	Hypomethylated	-0.0105075313518378	4.93223964666562e-07	TRUE	Hypomethylated	NA
Mei4	chr9	81863669	82206006	100426	11.4260674526517	0.000259391466898377	0.000180357479517992	-7.90339873803854e-05	1.81430399015389e-14	Hypomethylated	-0.00102406725613224	0.613541415348612	FALSE	Hypomethylated	0.000752967999191279	0.472551985969372	FALSE	Hypermethylated	NA
Parva	chr7	112427504	112591691	55402	8.44178233637775	0.000420439064612631	0.000242592044121311	-0.00017784702049132	4.22560796504204e-14	Hypomethylated	0.0237813972323808	4.75437720425979e-32	TRUE	Hypermethylated	-0.0198941345543126	6.41591802475624e-35	TRUE	Hypomethylated	FALSE
Gab2	chr7	97081585	97308945	70394	9.60578138761826	0.000292773959467731	0.000172354947945139	-0.000120419011522592	4.72501522100219e-14	Hypomethylated	0.00276968456006144	0.556196775725318	FALSE	Hypermethylated	0.000417624290845228	0.687809812252524	FALSE	Hypermethylated	NA
Rnf169	chr7	99920253	99980447	18768	10.1117660379369	0.000536175840165819	0.000249720169782161	-0.000286455670383658	5.73775323625053e-14	Hypomethylated	0.043625735897641	5.33668230588229e-37	TRUE	Hypermethylated	-0.0250013385148677	8.57129437674157e-19	TRUE	Hypomethylated	FALSE
Ddx60	chr8	61928086	62038243	32841	11.958295271155	6.52777306327501e-07	0.000133198325264311	0.000132545547957984	7.11740777518178e-14	Hypermethylated	-0.010803327552006	3.84999938016586e-06	TRUE	Hypomethylated	-0.0026589150013682	0.0184336539016678	TRUE	Hypomethylated	FALSE
Sugp1	chr8	70042812	70072346	9940	9.13684607645875	0.000135122109182143	0.000513555833949293	0.00037843372476715	1.17854022847488e-13	Hypermethylated	0.00799991670953959	0.211500082617919	FALSE	Hypermethylated	-0.0243741309537016	5.62155368241972e-10	TRUE	Hypomethylated	NA
Crtc1	chr8	70382354	70439578	20870	6.53737422137039	0.000182659423339848	0.000474022020287206	0.000291362596947358	1.29965656070124e-13	Hypermethylated	0.0431189586378894	3.84866972446693e-21	TRUE	Hypermethylated	-0.0209747474749274	1.03435016915738e-06	TRUE	Hypomethylated	TRUE
Nars2	chr7	96951504	97064757	34221	11.2723327781187	0.000469999689257992	0.000271424453297902	-0.00019857523596009	1.66333715006964e-13	Hypomethylated	0.0193034848338591	5.55073353921041e-15	TRUE	Hypermethylated	-0.0165401373140151	7.8420252554972e-29	TRUE	Hypomethylated	FALSE
Sgo2b	chr8	63924693	63952247	8124	11.5704394387001	0	0.000602065014245273	0.000602065014245273	2.47099858654666e-13	Hypermethylated	-0.0281706914656329	1.98816289265496e-06	TRUE	Hypomethylated	-0.00355130318229994	0.243948961348219	FALSE	Hypomethylated	FALSE
Shroom3	chr5	92683434	92965317	91959	9.54748583607912	3.65578434275964e-05	1.38949173920216e-06	-3.51683516883942e-05	3.16994077675538e-13	Hypomethylated	-0.00202578266736697	0.196728137311022	FALSE	Hypomethylated	-0.00571256692592449	5.36266578036848e-10	TRUE	Hypomethylated	NA
