chr	start	end	within_var_raw_ctrl	within_var_raw_mut	within_var_resid_a_ctrl	within_var_resid_a_mut	within_var_resid_b_ctrl	within_var_resid_b_mut
chr1	23820000	23920000	0.243169031888522	0.303062263137085	0.190009582024221	0.227163703181929	0.207794291140281	0.22510386442595
chr1	23930000	24100000	0.0850046382516149	0.0909369947111234	0.166665553046313	0.191147276714251	0.0628181859542539	0.078984053990898
chr1	24100000	24250000	0.3149699131427	6.1390454119	0.373316891606925	6.50919308644062	0.178887349209937	5.59131519408229
chr1	24270000	24370000	0.773316503324375	0.298853933474254	0.496743414617768	0.170160354476414	0.402969800754624	0.10629313589758
chr1	24380000	24500000	0.101471943723249	0.0670381966419324	0.11038142316318	0.0891184656749323	0.0719851380546049	0.0516333774736147
chr1	24540000	24690000	271649.276522324	326773.507537141	271744.500874721	326895.939669179	271791.32250596	326915.693400076
chr1	24720000	24860000	0.066846475301031	0.0433315881232745	0.273305643647957	0.234795884707272	0.105132593559217	0.0862801895422574
chr1	24860000	25010000	0.0398562712558808	0.176400958013369	0.0558615776165596	0.233048958425914	0.0315735359719607	0.143829797652129
chr1	25020000	25120000	0.103853872634475	0.0722172729407007	0.170300077660304	0.131826713358426	0.0356936880137304	0.0177243722801576
chr1	25140000	25280000	0.151488166391077	0.0923533698008834	0.160855142032562	0.108909503126062	0.0682921997238157	0.0397880121762631
chr1	25290000	25440000	153.171408465063	98.3195982868782	154.188380251729	99.1267885781824	154.450065353196	99.2738451099608
chr1	25520000	25620000	0.0978285806920896	0.0453413301298552	0.107912727140825	0.061501295875127	0.0583305992401912	0.021619057825461
chr1	25620000	25730000	0.0924760834485567	0.060539966428486	0.0868923460132901	0.0615831798389606	0.0635987110308776	0.0385528998102775
chr1	25840000	26020000	0.0708592412489978	0.393899895795966	0.141515559713556	0.494498254964873	0.0744143649895851	0.371270634238987
chr1	26020000	26180000	0.0376266309358387	0.104451326146394	0.0674219886244338	0.132902896543571	0.047856840064266	0.106067681445297
chr1	26190000	26350000	0.0705048772164179	0.0462699918195673	0.0854178349978384	0.0698935533093402	0.0697488766930624	0.0516730174870244
chr1	26350000	26500000	0.0590890048145879	0.0356873563010227	0.139945039967079	0.100301996705724	0.088743159201851	0.0561299441874933
chr1	26510000	26790000	1.08113245510593	0.657954448058023	1.10116671469732	0.679500055394042	1.09179919179902	0.667371710284968
chr1	26800000	26930000	0.0344536881554694	0.0232179158324079	0.0466689973635679	0.0362248009719309	0.0370952647236611	0.0261300970135412
chr1	26940000	27100000	0.0434879863245161	0.02458379816111	0.0781782105606681	0.0580169007900678	0.0531210254951389	0.033423512178325
chr1	27100000	27260000	0.0601700286357592	0.0476494835638561	0.195261389616513	0.180748957082675	0.10153790720033	0.0837487536444955
chr1	27260000	27380000	0.0329844064971341	0.0196269425819226	0.0912590248558497	0.0744714980212503	0.0571943057664263	0.0424023388019546
chr1	27380000	27530000	0.0360827051117663	0.0259972566544125	0.100189057411309	0.0790244592272039	0.0740836045190871	0.0556261442347267
chr1	27540000	27690000	0.0168630373331736	0.0151526048404846	0.0289659644129578	0.0298665743512663	0.0211410523583992	0.0206080899918953
chr1	27700000	27840000	0.038718992266524	0.0323804947902074	0.574981001744659	0.5701960884251	0.233662726749078	0.216400190762533
chr1	27840000	27990000	0.0622700544587833	0.0495732207808252	0.0911588974489642	0.068572456646075	0.0730083447251221	0.053800694414078
chr1	28000000	28120000	0.0538556211098567	0.156981697958813	0.124493011687583	0.22881955314558	0.094133153793121	0.178573907322124
chr1	28140000	28290000	0.133851911777355	5.10221928795303	0.241194425245456	5.33219565344073	0.125470456372685	4.90788892426023
chr1	28310000	28450000	5.45964825066996	22.3748215582332	5.58821945117714	22.4992468460204	5.04308943994069	21.5516371672079
chr1	28450000	28740000	0.062598017231832	0.035214834544052	0.164077327574081	0.127198779037533	0.103177398957587	0.0699594556411052
chr1	28750000	28900000	0.0312255472023042	0.0197425927985538	0.039383622651281	0.0428344359450216	0.0220750915176793	0.0180166008227718
chr1	28900000	29040000	0.0425410285530983	0.0245997953166187	0.0899488813898688	0.0641859856855516	0.0579283673104925	0.0378174021309388
chr1	29040000	29340000	0.0464159667761492	0.0262653564103326	0.0643028795733095	0.04319021860059	0.0493251067435654	0.0301013204795899
chr1	29340000	29480000	0.0573828851630463	0.0348559590003594	0.125084855988038	0.101609413746253	0.0782217137893766	0.0556245809158708
chr1	29490000	29610000	0.0373710337330188	0.0328631742550835	0.0887944200076363	0.0880872428149132	0.0537366301750146	0.048102382103963
chr1	29650000	29950000	0.0400645249559507	0.0240152936962633	0.186772144916667	0.167619322998843	0.0940547533398202	0.0724004880219727
chr1	29950000	30070000	0.0204985046134789	0.0099165200040674	0.068883001693596	0.0588641193131369	0.0328061115855483	0.021266555228515
chr1	30070000	30230000	0.0426470324056442	0.0321893098416248	0.220534852989918	0.210481054753108	0.102926594229488	0.0923719291602369
chr1	30230000	30530000	0.0723021604651115	0.0455536165101564	0.147603663503303	0.114148770670394	0.0947744209325042	0.0656079611378563
chr1	30550000	30670000	0.151401738805661	0.297788910348581	0.231234795579679	0.391248339504208	0.12004149015371	0.199382266415748
chr1	30670000	30860000	0.208914128388448	0.12963757331087	0.265059392472462	0.174558922152242	0.108456496952137	0.0584924893318113
chr1	30880000	30980000	0.245747418206484	0.148784125959825	0.36879273347336	0.237295012436902	0.19813114054623	0.117644801222013
chr1	30980000	31140000	0.0481598950669496	0.0459216350485535	0.10434190311791	0.102073561598883	0.0545291724986154	0.0508011555914696
chr1	31150000	31280000	0.130116649294325	0.360864931887218	0.122881111196212	0.368549785845898	0.0835321792243111	0.257408150515549
chr1	31280000	31430000	147.19780348719	96.5443678019106	144.985417386893	94.8129941017487	145.821187288902	95.3981395454305
chr1	31430000	31730000	0.0482793657965301	0.0670924647490585	0.0981203415732128	0.122325887443371	0.0567433841763344	0.0760558927219045
chr1	31730000	31880000	0.0320768012315489	0.0227068846941581	0.162983961815299	0.161846916296939	0.054612046108535	0.05361215965952
chr1	31900000	32070000	0.0331936266116161	0.0228157820440206	0.135949228840401	0.121237859714533	0.074797506558996	0.0632521382137338
chr1	32070000	32200000	0.119084875524065	0.117076586783059	0.129508141572162	0.13533017201722	0.0716542891798816	0.0730755176143655
chr1	32210000	32480000	0.616567975881967	1.62368446062722	0.626644267321631	1.6301971429861	0.580057112974238	1.53556532380482
chr1	32490000	32670000	0.0500087467946584	0.0816152434687877	0.0555441058719041	0.0919688616618987	0.0475927037998716	0.0714883124568324
chr1	32670000	32780000	0.070771828123304	0.0515067308703124	0.0528525257695364	0.0463652016403786	0.045952010626201	0.0338561267665398
chr1	32780000	32930000	0.102671762638612	0.0719505261313542	0.113069441334359	0.0831396082107595	0.0944157996179046	0.068960285286604
chr1	32930000	33100000	0.0950343434165035	0.0623330492851165	0.0835100392590443	0.0559596049609355	0.0733614881846825	0.0463870043621148
chr1	33100000	33240000	424.807475084754	272.040672025578	421.633433750073	269.141281069132	423.995417310916	271.321320669189
chr1	33250000	33370000	0.110243099476345	0.127679435637989	0.14945521472056	0.166967203741849	0.0936827903130865	0.0751513440652645
chr1	33410000	33650000	0.171941446032276	0.0978719522475576	0.111866430600997	0.0668340984796939	0.0756230029555124	0.0357242992702292
chr1	33670000	33970000	0.195096452485288	0.12259740049052	0.190426675876226	0.131087376174501	0.0937167164866176	0.0656775313079626
chr1	33980000	34170000	0.161275768456043	0.091611782073594	0.191029907173156	0.142756809340443	0.205441703550938	0.16564615125669
chr1	34180000	34290000	0.0872712309565785	0.058470776870106	0.22420283760983	0.200007530312353	0.0700276908236747	0.0620459861453347
chr1	34310000	34420000	0.122545664885243	0.100240176135868	0.144084931944322	0.109171620639221	0.080249931333182	0.0580301740405167
chr1	34440000	34600000	0.273914687386543	0.226126363852439	0.346168065179349	0.306917307151795	0.190368650355587	0.157587205597382
chr1	34620000	34720000	0.19946067520511	0.123857939648783	0.234501559639212	0.172954579520721	0.163555446143876	0.0991770008338217
chr1	34740000	34870000	0.367017813855948	0.236089296958439	0.478818208953931	0.353706945474626	0.231295182348637	0.150211412242775
chr1	34870000	35030000	0.135377364181517	0.0709457478497341	0.100756421081413	0.0814001582923032	0.0721040089077949	0.0438709441731087
chr1	35040000	35370000	0.109418049646749	0.134690712800254	0.151040709609562	0.186421565779294	0.108905666457652	0.125754103595515
chr1	35370000	35490000	1.08628791904735	1.19130513285073	1.06312884298553	1.1650847905952	0.71661090739525	0.759148412075585
chr1	35500000	35640000	0.105947168450038	0.284728659704407	0.0686116563730093	0.261031609071307	0.0376668360556386	0.176140758428088
chr1	35640000	35790000	0.106795840115731	0.170393220965372	0.111639362472389	0.184795128519806	0.0687858465956794	0.132740160525443
chr1	35790000	36060000	0.894989438742707	2.33947033734995	1.07277398383798	2.56539104462937	0.703122111692805	2.04299106001579
chr1	36070000	36240000	0.311650779821838	0.187029659443127	0.485666777197694	0.316509807948688	0.195225773334126	0.0924871623418521
chr1	36240000	36370000	0.324706951752187	0.227395643597829	0.268777624849913	0.181324602700466	0.233492452726933	0.134597817929321
chr1	36390000	36540000	0.361035756902912	0.269353430759163	0.477153297426974	0.393444963654045	0.306554369281791	0.270317228452239
chr1	36550000	36690000	1.16510578721517	0.941498347075609	1.40269676547152	1.08400906964077	0.753207014869083	0.584221318244288
chr1	36690000	36830000	0.303369245345792	0.206472216023054	0.215952498626289	0.13924507060676	0.0999891408308378	0.0718291974690182
chr1	36840000	36950000	0.0419591018506547	0.0484464881986628	0.106202596780161	0.109005057589754	0.107080756391065	0.09681552687197
chr1	36960000	37140000	0.0744426211301547	0.0524726316004468	0.0827582364498744	0.0671411771501785	0.0617570170950565	0.0435572265785854
chr1	37140000	37260000	0.190843493462654	0.113587197823521	0.316585565879891	0.210738269535914	0.248705492322194	0.161553929340321
chr1	37270000	37430000	0.502148830811099	0.372463446887894	0.606099649365072	0.498185739845168	0.298183017847193	0.201596628253089
chr1	37440000	37640000	0.313645199656945	0.205455816570163	0.266262252408567	0.230053185304806	0.215122231957579	0.177164446420824
chr1	37740000	37890000	0.121109379524871	0.0760609895337523	0.146704070000088	0.103330497157336	0.0816602291859273	0.0469419719152664
chr1	38020000	38130000	0.166681085654918	0.104323936845042	0.190980908613411	0.118763609757919	0.219428337076962	0.143684197829234
chr1	38150000	38330000	1.03889450730899	0.420745903109098	0.886388437947787	0.348978434105929	0.700401352758059	0.201873083014642
chr1	38330000	38490000	0.425353526729705	0.725273482801402	0.423787377010907	0.756048822369227	0.329036273584934	0.575818096248414
chr1	38490000	38630000	57.4802742225697	15.3212109054057	57.0249722576398	15.4801653263203	56.5891062819316	14.8957797815797
chr1	38650000	38780000	4.89796677069132	3.07597412346663	5.08093971242448	3.2349324000222	4.32059686212915	2.6935490397869
chr1	38790000	38940000	0.218759997885618	0.137872380981814	0.23474828548117	0.150162883546718	0.0820395296570331	0.0579998995001061
chr1	38950000	39060000	0.138167829047825	0.092924003519632	0.186464272836271	0.140396510719642	0.137085655542411	0.0922473768810872
chr1	39080000	39220000	0.191156095586582	0.13272314655576	0.214133602303902	0.171558468732503	0.137826320536624	0.0907079648236631
chr1	39250000	39360000	0.403150533188199	0.244555122419889	0.337295221204422	0.205375902096998	0.26863383885608	0.148789904565772
chr1	39370000	39530000	0.27986536542363	0.220151286604592	0.422632241228928	0.317320699116063	0.232101767837252	0.148575308688745
chr1	39540000	39670000	0.170354736522614	0.0907224733913247	0.275615846227284	0.170761498124124	0.130477040986318	0.0773661865230288
chr1	39690000	39840000	0.22684249015106	0.203389915540324	0.165280398774756	0.165324960047218	0.0764598263367563	0.0654942807222558
chr1	39860000	39990000	0.309962973340793	0.72096875640642	0.573618286273666	0.702093018862766	0.365344188626638	0.813015335074632
chr1	40000000	40110000	0.204823205444051	0.11787632625673	0.183872322856489	0.111112939803196	0.0640580717956028	0.0475064099707928
chr1	40120000	40300000	0.313106294767733	0.161786449999775	0.271488276345223	0.143935166745843	0.143602143395306	0.0645667705774913
chr1	40310000	40570000	0.208360333137138	0.143256915122292	0.190394995817227	0.152716660278369	0.143231886533674	0.100289853262783
chr1	40590000	40740000	0.151478676763542	0.108894936799194	0.141938188049739	0.113316433318478	0.123945834403411	0.0885704483508904
chr1	40740000	40880000	0.0665543380233543	0.0656660259231875	0.0598760290472922	0.0758912854772938	0.0466236875667055	0.0423549617879546
chr1	40880000	41020000	0.107289051756768	0.0626117455804338	0.0636904124046491	0.0326544831244224	0.0463153851452115	0.0249462527007239
chr1	41030000	41200000	0.217724130531599	0.136958518237309	0.314334200147141	0.224553175745696	0.217614802969212	0.151437387290565
chr1	41200000	41330000	0.199242382268263	0.114012299724469	0.200440348142295	0.138642696080194	0.168928688071884	0.109951190793364
chr1	41340000	41470000	0.141196243314168	0.0877748581255967	0.137571471912202	0.119835108825454	0.105232662346047	0.0752856967187134
chr1	41500000	41630000	0.115838974521808	0.262652312561015	0.093529563711126	0.279072590013973	0.0636160302965829	0.216781705570242
