Chr	Start	End	Fold	FDR	Conc_mut	Conc_ctrl	SYMBOL	annotation	cg_mc_ctrl	cg_mc_mut	cg_mc_log2fc	predicted_fold	residual	mecp2_class	cg_class	dmr_overlap
chr12	39303025	39303425	3.19256948845307	6.83354028089363e-14	6.53610695398341	3.08382271644673	Etv1	Distal Intergenic	0	0	0	0.0450815709528147	3.14748791750026	MeCP2 Up	CG Unchanged	No CG DMR
chr4	66531051	66531451	3.86851533809828	1.11290116501695e-13	5.5534502574873	1.2029105187373	Astn2	Distal Intergenic	0.00198877809053645	0.00195386533873931	-0.0198897780310808	0.041285525005514	3.82722981309277	MeCP2 Up	CG Decrease	No CG DMR
chr14	102899771	102900171	3.07337175062053	1.14181686262608e-13	5.42745422689275	2.09554558731359	Mir5130	Distal Intergenic	0	0	0	0.0450815709528147	3.02829017966772	MeCP2 Up	CG Unchanged	No CG DMR
chr13	44401384	44401784	2.61488926838035	1.17154017464829e-13	6.76583487803614	4.0068128440549	1700029N11Rik	Intron (ENSMUST00000183264.1/ENSMUST00000183264.1, intron 2 of 2)	0.0109975062254956	0.0108142143250106	-0.0230610382102853	0.0406802769563757	2.57420899142397	MeCP2 Up	CG Decrease	No CG DMR
chr16	42018769	42019169	3.09719602615042	1.33482726980012e-13	5.34615785376109	2.0363214990622	Lsamp	Intron (ENSMUST00000187695.6/268890, intron 5 of 8)	0.00188341647609511	0.00185972567359706	-0.0140499519190611	0.0424000798391995	3.05479594631122	MeCP2 Up	CG Decrease	Hyper-DMR
chr7	72694373	72694773	3.41447890500783	1.34739278338663e-13	5.50677271343131	1.79834052150568	Mctp2	Distal Intergenic	0	0	0	0.0450815709528147	3.36939733405502	MeCP2 Up	CG Unchanged	No CG DMR
chr16	63085672	63086072	3.02153950990444	1.59810341563305e-13	6.74850628959257	3.50484042146985	Pros1	Intron (ENSMUST00000231727.1/ENSMUST00000231727.1, intron 3 of 4)	0.00226932663721337	0.00222568574391696	-0.0224174639889373	0.0408031057436511	2.98073640416079	MeCP2 Up	CG Decrease	No CG DMR
chr11	93646037	93646437	3.6415739110067	1.81356540603334e-13	4.95895557836697	0.891651343307407	Utp18	Distal Intergenic	0.00231172062660988	0.00225997513666415	-0.0262228503927802	0.0400768320962707	3.60149707891043	MeCP2 Up	CG Decrease	No CG DMR
chr3	137115110	137115510	3.26555887438991	2.08781028490164e-13	6.46733927906902	2.93187089507607	Gm567	Distal Intergenic	0.00336907738982293	0.00305860342824846	-0.118723017747501	0.0224227946875665	3.24313607970234	MeCP2 Up	CG Decrease	No CG DMR
chr16	79716560	79716960	2.62087410280289	2.5205204952752e-13	6.88271092424652	4.10716919968346	1700066C05Rik	Distal Intergenic	0	0	0	0.0450815709528147	2.57579253185008	MeCP2 Up	CG Unchanged	No CG DMR
chr4	142068759	142069159	3.08756916963631	2.67482160791641e-13	5.23387791506533	1.84047493946474	Tmem51os1	Intron (ENSMUST00000036572.3/214359, intron 1 of 2)	0	0	0	0.0450815709528147	3.0424875986835	MeCP2 Up	CG Unchanged	No CG DMR
chr5	127542733	127543133	2.71840743691196	2.79427983001324e-13	5.99026899997597	3.1135939898819	Tmem132c	Intron (ENSMUST00000119026.7/208213, intron 5 of 8)	0.00856159590277589	0.00757531156563699	-0.165067621895259	0.0135777363626601	2.7048297005493	MeCP2 Up	CG Decrease	Hyper-DMR
chr2	41906095	41906495	3.30462389620265	3.06739476313766e-13	5.0886402917227	1.48553136308848	Lrp1b	Intron (ENSMUST00000052550.12/94217, intron 3 of 90)	0.00409476310386325	0.00322693266773462	-0.297600059960339	-0.0117166245707127	3.31634052077336	MeCP2 Up	CG Decrease	Hyper-DMR
chr1	166795887	166796287	3.16433807506643	3.06739476313766e-13	5.37066914245095	1.94984268246157	Fmo9	Distal Intergenic	0	0	0	0.0450815709528147	3.11925650411362	MeCP2 Up	CG Unchanged	No CG DMR
chr14	113428219	113428619	3.76913830587457	3.73399933639176e-13	5.57465988244624	1.40768459593127	4930524C18Rik	Distal Intergenic	0.00037705734780899	0.000365586017729933	-0.0177493599350468	0.0416940326030489	3.72744427327152	MeCP2 Up	CG Decrease	No CG DMR
chr12	26210077	26210477	2.70337024635061	3.77719727095188e-13	5.8497266420557	2.99007637949074	Gm29687	Promoter	0.00518703243307342	0.0047337905761607	-0.118492489458444	0.0224667919597354	2.68090345439087	MeCP2 Up	CG Decrease	No CG DMR
chr3	109936731	109937131	2.66200524608335	3.97846953031854e-13	5.77965165073146	2.97190483789664	Ntng1	Intron (ENSMUST00000156177.8/80883, intron 2 of 6)	0.0112880300033717	0.010676433952372	-0.0764556796789701	0.0304896900107576	2.63151555607259	MeCP2 Up	CG Decrease	Hyper-DMR
chr15	66302863	66303263	2.71879897041866	4.04735662370334e-13	6.31726965703576	3.43290655900836	Kcnq3	Distal Intergenic	0.00347369073186432	0.00334264352880511	-0.0476356086888266	0.0359901191011222	2.68280885131754	MeCP2 Up	CG Decrease	No CG DMR
chr2	153964282	153964682	2.12747907110061	4.19602577889943e-13	6.06212685920141	3.84899084752446	Bpifa6	Downstream (<=300bp)	0.0023699501468951	0.00219638402250937	-0.0880652088495642	0.0282739636165647	2.09920510748404	MeCP2 Up	CG Decrease	No CG DMR
chr4	142082393	142082793	2.3899411540482	4.32548516312783e-13	5.70089736857146	3.19498799831825	Tmem51os1	Intron (ENSMUST00000036572.3/214359, intron 1 of 2)	0	0	0	0.0450815709528147	2.34485958309539	MeCP2 Up	CG Unchanged	No CG DMR
chr6	103268276	103268676	3.2348167059074	5.39493130110271e-13	4.83256153203445	1.28571583820619	Chl1	Distal Intergenic	0.00420822931495391	0.00400436415042069	-0.0630248987778315	0.0330530097888456	3.20176369611855	MeCP2 Up	CG Decrease	No CG DMR
chrX	73068536	73068936	2.92303629661545	6.42306512693773e-13	5.30291977905583	2.18751056829662	Pnma3	Distal Intergenic	0	0	0	0.0450815709528147	2.87795472566264	MeCP2 Up	CG Unchanged	No CG DMR
chr19	21139355	21139755	3.02293190575081	6.69648970577502e-13	5.4971322926676	2.22837437783331	4930554I06Rik	Intron (ENSMUST00000237231.1/ENSMUST00000237231.1, intron 2 of 4)	0.00364401486895031	0.00343640899271739	-0.073043979684908	0.0311408269875317	2.99179107876328	MeCP2 Up	CG Decrease	No CG DMR
chr11	19022333	19022733	2.19301033135659	7.75723571225206e-13	6.09177223200384	3.80400726731257	Meis1	Distal Intergenic	0.00592892771201241	0.00517705729477423	-0.177637201798505	0.0111787803372872	2.1818315510193	MeCP2 Up	CG Decrease	No CG DMR
chr12	77001956	77002356	3.16288410450453	8.30009521208883e-13	5.81218623135432	2.41961824871994	Max	Intron (ENSMUST00000219581.1/ENSMUST00000219581.1, intron 2 of 3)	0.00223067326661655	0.00216147140077225	-0.0362119289909478	0.0381703753590166	3.12471372914551	MeCP2 Up	CG Decrease	No CG DMR
chr5	97293638	97294038	2.83852905556441	8.81396965884083e-13	5.54408040801039	2.52861027442998	Naa11	Distal Intergenic	0.0168296757184359	0.0163053617141491	-0.0441649393268674	0.0366525106243106	2.8018765449401	MeCP2 Up	CG Decrease	No CG DMR
chr9	25515767	25516167	2.74885011048326	9.46933744197395e-13	4.98506436706636	2.09194823585511	Eepd1	Intron (ENSMUST00000040677.5/67484, intron 2 of 7)	0.00529052378456491	0.00493391540059425	-0.0907135369955424	0.0277685192968768	2.72108159118638	MeCP2 Up	CG Decrease	Hyper-DMR
chr3	137337205	137337605	2.99961080104809	1.15400614138014e-12	5.91245647334097	2.62582141533339	Emcn	Distal Intergenic	0.00349314219116273	0.00323254354948415	-0.0958482116137175	0.0267885455262006	2.97282225552189	MeCP2 Up	CG Decrease	No CG DMR
chr3	133161767	133162167	3.29726845488695	1.18204946811702e-12	4.9479608759987	1.38922635119962	Arhgef38	Intron (ENSMUST00000147041.9/77669, intron 3 of 13)	0.00194264338944024	0.00190523682984331	-0.0217168873583477	0.040936813675191	3.25633164121176	MeCP2 Up	CG Decrease	Hyper-DMR
chr4	39209830	39210230	3.18140880567394	1.33293477252987e-12	4.97113498564871	1.55697823323048	1700009N14Rik	Distal Intergenic	0.00422132171300284	0.00414962585355873	-0.0217919896651286	0.0409224800910332	3.14048632558291	MeCP2 Up	CG Decrease	No CG DMR
chr6	44811296	44811696	3.32420564100128	1.46436519472892e-12	4.97292828251676	1.31980737063901	Cntnap2	Distal Intergenic	0.00206234412003039	0.00188279293124515	-0.102281089491954	0.0255608043236089	3.29864483667767	MeCP2 Up	CG Decrease	No CG DMR
chr3	137463472	137463872	2.86603180458562	1.95910143324584e-12	7.01276700080254	3.94402267629326	Gm4861	Distal Intergenic	0.00393266838387658	0.00362593522690181	-0.101996775582978	0.0256150668025689	2.84041673778305	MeCP2 Up	CG Decrease	No CG DMR
chr18	13403428	13403828	2.66855993058375	2.21857897695034e-12	5.85722648427161	3.02318571140415	Hrh4	Distal Intergenic	0.00471346628413236	0.00468665829620456	-0.00735119975180806	0.0436785642434365	2.62488136634031	MeCP2 Up	CG Decrease	No CG DMR
chr3	140950215	140950615	2.76334633910425	2.62975271976054e-12	5.76480067313267	2.81532206786811	Pdha2	Distal Intergenic	0.00424688277845073	0.00423067321355206	-0.00487210183161629	0.0441517102784601	2.71919462882579	MeCP2 Up	CG Decrease	No CG DMR
chr2	170813925	170814325	2.47546784003138	2.62975271976054e-12	6.1690867232768	3.56274906358565	Dok5	Intron (ENSMUST00000029075.4/76829, intron 2 of 7)	0.0161936407969182	0.0156018701463269	-0.0518770406095021	0.0351806243733242	2.44028721565806	MeCP2 Up	CG Decrease	Hyper-DMR
chr1	114861110	114861510	2.72792615539229	2.65183223935917e-12	7.10065122211579	4.18037312274149	Cntnap5a	Distal Intergenic	0.00173254370540752	0.00131670822229171	-0.288591949253453	-0.00999738959039892	2.73792354498269	MeCP2 Up	CG Decrease	No CG DMR
chr7	92318099	92318499	2.46424108739275	3.32290503302651e-12	6.04272714408492	3.42440114004201	Dlg2	Intron (ENSMUST00000231777.2/23859, intron 19 of 27)	0.00454675814977608	0.00446009981513321	-0.0246863366177945	0.0403700820701714	2.42387100532258	MeCP2 Up	CG Decrease	Hyper-DMR
chr1	194582531	194582931	2.78605477574394	4.74077268127345e-12	6.26233860385682	3.27018767712133	Plxna2	Distal Intergenic	0.00652930162791302	0.00633291770097918	-0.0405223624528102	0.0373477114032679	2.74870706434067	MeCP2 Up	CG Decrease	No CG DMR
chr10	50199799	50200199	2.21700538257755	5.73147422366902e-12	6.75761840573205	4.40989477080834	Ascc3	Distal Intergenic	0	0	0	0.0450815709528147	2.17192381162474	MeCP2 Up	CG Unchanged	No CG DMR
chr4	72914035	72914435	2.50481661251208	5.90580350065333e-12	5.80543819337284	3.12277910983417	Aldoart1	Distal Intergenic	0	0	0	0.0450815709528147	2.45973504155927	MeCP2 Up	CG Unchanged	No CG DMR
chr11	45468922	45469322	2.78962743854286	6.16072107121917e-12	5.66776196503265	2.67268959698676	F630206G17Rik	Distal Intergenic	0.00391209474822827	0.00370448877909534	-0.0685607221866811	0.0319964751214754	2.75763096342138	MeCP2 Up	CG Decrease	No CG DMR
chr14	48912619	48913019	2.93495837814642	6.98216247218522e-12	4.66607026600787	1.54947711022486	4933429O19Rik	Distal Intergenic	0	0	0	0.0450815709528147	2.88987680719361	MeCP2 Up	CG Unchanged	No CG DMR
chr6	106384868	106385268	2.84934676895036	7.84980277051248e-12	5.7735386448901	2.72733564714068	Cntn4	Intron (ENSMUST00000113261.8/269784, intron 7 of 19)	0	0	0	0.0450815709528147	2.80426519799755	MeCP2 Up	CG Unchanged	Hyper-DMR
chr5	84753194	84753594	3.47651596885931	8.08074758218604e-12	4.69882003256067	0.818568923703904	Epha5	Distal Intergenic	0	0	0	0.0450815709528147	3.4314343979065	MeCP2 Up	CG Unchanged	No CG DMR
chr14	108915557	108915957	3.39773020925026	8.87703610793645e-12	5.16325416110897	1.35438613794797	Slitrk1	Distal Intergenic	0	0	0	0.0450815709528147	3.35264863829745	MeCP2 Up	CG Unchanged	No CG DMR
chr15	52164993	52165393	3.83861296145185	9.41484931037649e-12	4.77981000971155	0.296470260982715	Aard	Distal Intergenic	0.00202431420138352	0.00177431414995408	-0.146717178882847	0.0170799938900988	3.82153296756175	MeCP2 Up	CG Decrease	No CG DMR
chr8	17666675	17667075	2.91314090115691	9.79369166145102e-12	4.70248844601659	1.53834422008419	Csmd1	Distal Intergenic	0.00160099748066833	0.00150311719672638	-0.0668368772280831	0.0323254780222938	2.88081542313462	MeCP2 Up	CG Decrease	No CG DMR
chr16	24199873	24200273	2.27476806509361	1.11061677682511e-11	4.93848227519459	2.56288085708785	Gm46545	Intron (ENSMUST00000230383.1/ENSMUST00000230383.1, intron 2 of 3)	0.0187460098629283	0.0186689524096147	-0.00576952546913825	0.0439804332859817	2.23078763180763	MeCP2 Up	CG Decrease	No CG DMR
chr10	98335336	98335736	3.57112991891847	1.14567185339643e-11	5.11514921156862	0.998703833803044	Gm8633	Intron (ENSMUST00000218457.1/667438, intron 4 of 4)	0	0	0	0.0450815709528147	3.52604834796566	MeCP2 Up	CG Unchanged	No CG DMR
chr8	35935867	35936267	3.19100609129402	1.14795381147344e-11	6.41804760953157	2.94952233124944	5430403N17Rik	Distal Intergenic	0.00221384034266793	0.00200187039568537	-0.11464005839617	0.0232020442736801	3.16780404702034	MeCP2 Up	CG Decrease	No CG DMR
chr10	50140789	50141189	3.49572531213869	1.17526893483771e-11	5.42265284589297	1.53978676095158	Grik2	Distal Intergenic	0	0	0	0.0450815709528147	3.45064374118588	MeCP2 Up	CG Unchanged	No CG DMR
