gene	chromatin_state	mc_diff	hmc_diff	delta_ratio	atac_fold	k27ac_fold	k27me3_fold	k119ub_fold	n_concordant	dmr_group
Npvf	Other	0.0496149593982392	-0.0265659321025777	-0.0323820522235004	-0.860770402863638	-1.62043459794923	1.94400550519548	1.32650096960341	4	mC Hyper
Prkn	Other	0.0115040566499094	-0.0134455457406649	-0.0146803345882824	-1.02715735263934	-1.10040740320067	3.19553933253411	0.583337459269717	4	mC Hyper
Rit2	Active_Promoter	0.0740865703389755	-0.0677229063846733	-0.0753009000449432	-0.554335835471869	-2.16468952911389	3.2995711393749	1.09540981436524	4	mC Hyper
Sh3bgr	Active_Promoter	0.0293296073209474	-0.00961576303541756	-0.0151258506546681	-1.21397807589849	-2.45352165311348	2.04403011560455	0.776971174659216	4	mC Hyper
Syt1	Active_Promoter	0.173138279538543	-0.149653303443115	-0.178724115601608	-1.11266159150267	-2.24063162710741	3.83677376580842	1.29872901696794	4	mC Hyper
Zic3	Bivalent_Promoter	-0.0483477102112934	-0.034444056787441	-0.0471589791075385	-0.608185810788106	-1.59418261401774	0.985309083773244	0.324379843996721	4	mC Hypo
1700129C05Rik	Other	0.000164603255766838	-0.00386053498479841	-0.00420740738518663	0.02394749601471	-0.811179905689119	2.07139480158365	0.612802331875554	3	Non-DMR
4930447A16Rik	Other	0.125827757823792	-0.0383205693445708	-0.0872748610349577	0.253089529575303	-0.8298632500508	1.92231999210392	0.476687426607771	3	mC Hyper
4933436I01Rik	Other	-0.00820500298740134	-0.0133870371636569	-0.0144469635993921	-0.691563130652197	-1.41291640432841	NA	0.957489876058452	3	Non-DMR
Abca1	Active_Promoter	0.0165599599404187	-0.0170696316388962	-0.0195002067578892	-0.0603948980970636	-1.24407077029422	2.82639734642214	0.642666727297872	3	mC Hyper
Adam34	Other	-0.000431579803291671	-0.00361717674556775	-0.00401036849101954	-0.819223160552481	-1.21967891743639	NA	0.766173545233937	3	Non-DMR
Adamts6	Active_Promoter	0.0093812527850341	-0.0126261604072054	-0.013900227823443	-0.32552398263501	-1.56107752594056	4.67341171965535	1.7212537977627	3	mC Hyper
Adgrl4	Repressed_Promoter	0.00753921515530442	-0.00330287934577506	-0.00403134296688924	-0.11461210013102	-0.549914946624243	0.917879964765918	0.772095519603692	3	mC Hyper
Amer2	Active_Promoter	0.123566160566821	0.0377123129768838	-0.0898265833151064	-0.791331255822313	-1.67933274121948	0.264505241872229	1.23494905851612	3	mC Hyper
Arid1b	Active_Promoter	0.0479513538422094	-0.0228811533422355	-0.0418210629322335	-0.0347278038157298	-0.379086568702889	1.06611464562839	0.860361133520644	3	mC Hyper
Arid5b	Active_Promoter	0.0416930480786474	-0.0454461341796815	-0.0532341093554952	-0.421025537210786	-0.531236602627522	NA	1.17995110151099	3	mC Hyper
Arsb	Active_Promoter	0.031486430652949	-0.0288635985334311	-0.0336755978397643	0.0421304927760904	-0.424446855863792	1.14592894709613	0.809188941457164	3	mC Hyper
Asb5	Active_Promoter	0.00655525002243496	-0.00208852124758763	-0.00305656745953058	-0.0458625461491935	-0.38980468338182	0.642433252961841	0.438560401210745	3	Non-DMR
Atoh7	Other	0.0371807929298745	-0.00907431119280984	-0.129363703042395	-1.13317998159434	-0.948663961407331	NA	0.917440873520678	3	mC Hyper
Barhl2	Active_Promoter	0.0599344596016404	0.029318104585622	-0.103791363250608	-0.211073042942313	-0.392883111083125	0.768154350200864	0.395970887426976	3	mC Hyper
Bbs9	Repressed_Promoter	0.00463652638594325	-0.0148054565430498	-0.0151126012630676	-0.246155148141773	-0.603690537152629	0.883580825678848	0.303082949994779	3	mC Hyper
Bcar3	Other	-0.00578462505611022	-0.00465659901735707	-0.00363738047183859	0.0231884000329946	-0.768997474666185	0.562685465457923	0.455068931882598	3	mC Hypo
Bdnf	Bivalent_Promoter	0.0543204354876967	-0.0424527140403388	-0.0691454856474667	-0.0352055112720172	-0.50722274729014	0.629824134427149	0.589853086576098	3	mC Hyper
Bmp5	Other	0.0963061392566568	-0.0659002353724788	-0.0822037679333966	-2.19660625437639	-3.41089483522492	NA	1.19467412066326	3	mC Hyper
Btbd3	Active_Promoter	0.0455541295731243	-0.0117289435045794	-0.021545636842558	-0.0190781007432043	-0.813402872594024	0.72579074606713	0.784534421792319	3	mC Hyper
C6	Other	0.00219173497373371	-0.00447553595993594	-0.00477819720440298	-0.538447192520986	-1.2313904805679	NA	0.946780098044434	3	Non-DMR
Calb1	Other	0.00904152180786633	-0.0178477628495263	-0.0221651771415657	0.111807823663182	-0.947314387567232	0.823332306767647	0.470977353668401	3	Non-DMR
Car9	Active_Promoter	0.0111967245578779	-0.012720985150822	-0.0170132181869047	-0.383389615744525	-1.70646125905483	NA	0.655594677009734	3	Non-DMR
Cavin2	Other	0.0339234770134156	-0.0398403859806424	-0.0438527474422369	0.16748271795059	-1.41414992181736	1.49541761930082	0.33102009694987	3	mC Hyper
Cdh16	Other	-0.00340996921840353	0.00381408192743056	0.00493627478287445	-0.948109784794525	-1.28368827256313	NA	0.403978641482418	3	Non-DMR
Cdh8	Active_Promoter	0.0851710967214157	-0.0680490187218008	-0.0817655021820655	-0.533376796224603	-0.519794463645112	NA	0.654849615593051	3	mC Hyper
Cenpf	Other	-0.0080527351594627	0.0217824050900226	0.0221358581669125	0.0986642023014558	-0.433504360544091	0.664883389484899	0.756994704606551	3	mC Hypo
Cer1	Other	-0.0175607729825878	0.0137554566427014	0.0160651435636859	0.088988121260264	-0.577596837014996	1.32042556944954	0.511274252989339	3	Non-DMR
Ces5a	Other	0.000564456050024087	-0.000529420007555695	-0.000605415659238606	-0.257522638915813	-0.528643474305082	1.3042908329882	1.15652751795492	3	Non-DMR
Chil5	Other	0.0434771112803811	-0.00792167938640856	-0.0137864264947926	-0.361842648171074	-0.469018134008454	NA	1.59880633033003	3	mC Hyper
Clrn1	Other	8.86222242180157e-06	-0.00352165578669383	-0.00372325525655029	-0.0476519400047441	-1.10511129716902	2.56991730481175	0.537891141546111	3	Non-DMR
Cnpy1	Active_Promoter	0.110052314872725	0.00711052194332132	-0.0454244219377835	-0.778867069297921	-1.93433949166809	NA	1.26544466974417	3	mC Hyper
Cradd	Other	0.0109220484890515	-0.023643072083031	-0.0244656447726117	0.187023841250189	-0.659447609325156	1.74451152362263	0.661248742274225	3	mC Hyper
Cypt12	Other	0.00608225121937056	-0.00574630832030956	-0.00614423983701892	0.0652218981027877	-0.613431206045858	0.712362829453756	1.12216405199496	3	Non-DMR
Daam2	Active_Promoter	0.0868960652106038	-0.0559163621694673	-0.0734030181201591	-0.0461663920421396	-0.619902510080888	0.816397944237209	0.309131380272999	3	mC Hyper
Dact1	Active_Promoter	0.0980509145741837	-0.0487036263712767	-0.0786824240827926	0.0937562456672155	-0.660443714426104	0.574489194718472	0.491616093818135	3	mC Hyper
Dapl1	Other	0.0150723113229926	-0.00732137225511992	-0.00953663034353872	-0.572425687288315	-1.11535585454509	NA	0.405715131537985	3	mC Hyper
Dsg2	Other	0.00433085987462134	-0.00130964492581143	-0.00209577227824115	0.04425588076086	-0.761193892656494	0.7020880238773	0.269154648336015	3	Non-DMR
Dusp6	Active_Promoter	0.0398540843100071	-0.0296087766895141	-0.057915494094418	-0.11808778900224	-0.464477959273852	1.77689856202499	0.368340130626374	3	mC Hyper
Echdc3	Other	0.00796670267697841	-0.00594261072495567	-0.00735032039141878	-0.476180309636613	-1.24704125851728	NA	0.851744135563049	3	Non-DMR
Egr4	Other	0.00613121378198417	-0.0195763224781575	-0.0215956875885083	-0.430024439507182	-0.951103633030414	NA	0.674643765961792	3	Non-DMR
Epha3	Active_Promoter	0.096312037987927	-0.0763186239465798	-0.0908155805870724	-0.284052177119034	-0.97153525357061	2.42343071630689	0.744253482602507	3	mC Hyper
Ercc8	Active_Promoter	0.0596715221255155	-0.0274777191779346	-0.0391207787082774	-0.58422355749516	-2.138452110952	NA	1.76785218361711	3	mC Hyper
Exoc2	Active_Promoter	0.015670449817387	-0.0252114253226827	-0.0270672517126428	0.118864927477083	-0.373215894992795	2.13909840745265	1.59420664302397	3	mC Hyper
Exoc3l	Active_Promoter	0.176934946660433	0.00254439026358233	-0.107573950419332	-0.455424569754599	-1.7820399707813	NA	0.679870129094594	3	mC Hyper
Fam72a	Active_Promoter	0.0339497017375572	0.0191724207240666	0.0124095721249953	-0.658306761655456	-0.798199919096603	NA	0.926468268281676	3	mC Hyper
Fam78b	Active_Promoter	0.114355846290295	-0.0624154108878435	-0.0939487173067335	-0.119694479514055	-0.53623592565745	1.97794177474054	0.644891484605068	3	mC Hyper
Fbln5	Repressed_Promoter	-0.00595257905747881	0.00180993905371599	0.00271919919748179	-0.782054732002809	-0.635424692464079	0.435241496402907	0.0756908164035449	3	Non-DMR
Fkbp7	Active_Promoter	0.00951517206540853	-0.0264138612099008	-0.0316359045338728	-0.574572368899574	-0.973425501042805	NA	1.55028742861668	3	Non-DMR
Flrt3	Active_Promoter	0.162552480848417	-0.0441726773540707	-0.109424200365879	-0.18221066559272	-1.50086441940529	1.43489517359953	0.706233352000747	3	mC Hyper
Fmo9	Other	0.00361351633734175	-0.00497458629079468	-0.00550197292851373	-0.258455161440431	-1.73542346106551	2.9533273509287	0.764156814446089	3	Non-DMR
Foxo1	Active_Promoter	0.0654772853819996	-0.0610322744548997	-0.0692605328968291	-0.070185952007217	-1.93259537283541	2.6942578430766	0.361857923587451	3	mC Hyper
Frmd6	Active_Promoter	0.0598975486078284	-0.0211127496608987	-0.0403849666472471	-0.133300654091659	-0.45973260171158	0.627915089663849	0.608452857127535	3	mC Hyper
Fut10	Active_Promoter	0.0220495877598353	-0.0260243176619264	-0.0293803297822036	-0.375880936152946	NA	4.54486878445474	1.0775033532837	3	mC Hyper
Fzd1	Active_Promoter	0.00413830578041652	-0.0901386957644706	-0.103621277001892	-0.158259270010944	-0.474141512036044	0.890663812607799	0.272970017286067	3	Non-DMR
Gabra4	Repressed_Promoter	0.00376797642097892	0.00305522036431158	0.0027065862512772	0.0403436898921061	-0.86458931784487	0.547533723872948	0.531239504699952	3	Non-DMR
Gal3st2b	Other	0.0593215558003941	-0.0258126873972063	-0.0373825052828529	-0.70631243923924	-0.703298323440667	NA	0.433838046882844	3	mC Hyper
Galnt5	Other	0.0111909257047752	-0.00315542101413677	-0.00498411462726828	-0.106849183984473	-2.12662484497267	1.74928065473594	1.02437561322146	3	mC Hyper
Gclm	Active_Promoter	0.163626383332672	-0.109341876534835	-0.144906830938034	-0.0629769241599408	-1.32047172561438	3.61791358160929	1.58188468577145	3	mC Hyper
Gm5105	Repressed_Promoter	0.00821428380567402	-0.00896322575205363	-0.0110143689726169	0.162498259620705	-1.44543032591089	0.943982742681605	1.09866010687325	3	Non-DMR
Gm815	Other	-0.042460012069451	-0.0130466736886725	-0.00322134587995429	-0.0993737286395277	-1.3393035366395	1.96368989187778	0.827757873478475	3	mC Hypo
Golim4	Active_Promoter	0.0247517841030807	-0.0344900581969411	-0.0377873383633242	-0.164511603021975	-0.582223231275143	2.80277559487082	0.814122732172413	3	mC Hyper
Gpr176	Active_Promoter	0.0369136471733543	-0.0412658655285182	-0.0479940466591715	-0.765088581335791	-1.45990051920372	NA	0.427228109472583	3	mC Hyper
Gstt2	Other	0.00163153233646207	-0.0398048890733537	-0.0576406328130752	0.033472358089744	-0.632421842132728	3.7428688083433	1.01258813760888	3	Non-DMR
Hebp2	Other	-0.00579914916308233	-0.00160249764848794	-0.000491986423007629	0.00140779235045843	-0.60905328327519	1.41129240391713	0.380366490032572	3	Non-DMR
Heg1	Active_Promoter	0.0975534305048875	-0.0425994461360838	-0.0664710992872522	-0.504232840438927	-1.4722801671329	NA	0.552717578870544	3	mC Hyper
Hibadh	Active_Promoter	0.0185184584332682	-0.0319383515734027	-0.0338110278814523	-0.125399347344687	-0.297994033160933	1.31754822681842	0.442103047085624	3	mC Hyper
Hif3a	Other	0.0177242522386387	-0.0114022314224972	-0.0153106643680321	0.178173138680623	-0.676698426877153	3.26484994859554	0.408838442086022	3	mC Hyper
Ift57	Active_Promoter	0.0690701511093562	-0.0308949303446606	-0.0419987390522888	0.00712936901596849	-1.00434044022009	2.30444284234829	1.16271337359494	3	mC Hyper
Impa2	Active_Promoter	0.00418258884943845	-0.0150355656607467	-0.0155547522045009	-0.0945911999970225	-0.910970760803194	1.76540223908183	0.317774313162097	3	Non-DMR
Iqgap2	Other	-0.00932993400465598	-0.000603804592253745	0.000561409813502736	0.117450768196811	-0.829389085292671	0.716870218721312	0.328819163707538	3	mC Hypo
Itga7	Active_Promoter	0.128205969755496	-0.0359748176146689	-0.0695789979375658	-0.616585017789456	-2.13101402591683	NA	0.508425987062689	3	mC Hyper
Kbtbd12	Other	0.0302195470514123	-0.0017087677880325	-0.00690604381465082	-1.4304570101242	-1.75180179543345	NA	1.01167283172837	3	mC Hyper
Kif16b	Active_Promoter	0.0170619315550388	-0.0201979680720449	-0.0219016854132517	-0.123136884278443	-1.09131905310179	0.853384756096806	1.20872986778163	3	mC Hyper
Ldlrad3	Active_Promoter	0.0924843584355526	-0.0544784056384317	-0.0741021256664967	0.00281265870467371	-0.444577943957369	2.19833310088244	0.590342826100116	3	mC Hyper
Ldoc1	Other	0.012428482392028	0.0501001092330992	0.0471772887565575	-0.62617235786045	-1.78094279514747	NA	0.608729735503377	3	Non-DMR
Lekr1	Active_Promoter	-0.00098643911460794	-0.00617062520741174	-0.00614068722299463	0.168478073094312	-0.587486767042248	2.68954966054651	1.36471771075188	3	Non-DMR
Lep	Other	0.0326499190053188	0.00153178092227024	-0.0109076765901085	-0.570594749708221	-1.07447185001519	NA	0.294740028938348	3	mC Hyper
Lrrn1	Active_Promoter	0.137802817859855	-0.0693689510246577	-0.121686821027127	-0.0195470822188211	-0.303578901114289	0.839134579136368	0.466356311578752	3	mC Hyper
Lyn	Active_Promoter	0.085540435146561	-0.0700588677444902	-0.0860129301295421	-0.362842498747913	-1.40560762637123	NA	0.903890464833708	3	mC Hyper
Manea	Active_Promoter	0.0914587725000703	-0.060520272741778	-0.0758371243049418	-0.136908040991994	-0.989352189384265	3.99316318993542	1.32389845789001	3	mC Hyper
Marchf3	Active_Promoter	0.0393382304167558	-0.0330553635719409	-0.0385529622520595	-0.0745819845523187	-0.525135200141859	2.25800030945627	0.413375930636015	3	mC Hyper
Mat2b	Active_Promoter	0.0466477126022654	-0.0109534307928038	-0.0433499458412866	-0.312125030881603	-0.418688450706494	0.57368373663309	0.879419742529223	3	mC Hyper
Mboat4	Other	-0.0378432938243144	0.00273257798758927	0.00876718014087399	-0.633582490509389	-0.754831071129434	NA	0.557599948007585	3	mC Hypo
Mc2r	Other	-0.00181135028155066	-0.00789733865158578	-0.00818639570105285	-0.26242019471097	-1.50865618788662	2.86621616849656	0.759257458796601	3	Non-DMR
Mef2c	Active_Promoter	0.0273805800854872	-0.0346178968821726	-0.0404784835663034	-0.393094278611613	-1.61837440038467	2.19491888763176	0.529905505327763	3	mC Hyper
Mos	Repressed_Promoter	-0.024326868801185	-0.0060381329609983	0.0109988263483928	-0.540146783031703	NA	0.512161423461676	0.440158859804506	3	mC Hypo
Mpdz	Active_Promoter	0.0124313536873308	-0.016049334085714	-0.0170639738728026	-0.08235801652882	-1.62687309254801	1.97976809740578	0.314668290693239	3	mC Hyper
Mstn	Other	0.0178808655867321	-0.00923726906684597	-0.0123792773857958	-0.715407782895235	NA	2.08323124151456	0.524222555015758	3	Non-DMR
Muc13	Other	0.0105850362825536	-0.0114382808720216	-0.0126489504187043	-0.814053723923416	-1.5126423806885	NA	0.466126157500315	3	mC Hyper
Muc15	Other	0.0518332920582599	-0.0329416288971142	-0.0391906023175622	-0.81290460670557	-1.66746901773682	NA	0.779327396818094	3	mC Hyper
Myof	Other	0.00412864234194654	0.00647290693768965	0.00660260609294579	0.0818984648676423	-1.15090470331915	0.90399158854158	0.739374801420987	3	mC Hyper
Myt1l	Active_Promoter	0.0799913999828868	-0.0598868014032435	-0.0760070844294793	-0.0921243555387427	-1.27502909234454	2.64355120027033	1.58921618967208	3	mC Hyper
Ndp	Active_Promoter	0.0630173662333555	-0.0232100714687395	-0.0454013252813702	-0.555530172406597	-1.09647810318026	NA	1.2633461422576	3	mC Hyper
Necab1	Repressed_Promoter	0.0131184994114864	-0.0215511193259362	-0.0245935995256814	0.0338611685333636	-1.16733907492682	1.44974890805419	0.803324830077094	3	mC Hyper
Nfia	Active_Promoter	0.0766486231958797	-0.0297688651877557	-0.0601113425896367	-0.0288721630059298	-0.360996079910919	1.98059661325798	1.20440208813628	3	mC Hyper
Nr0b2	Other	0.0864764058114399	-0.0810818129845374	-0.100127375591222	-1.2851465572053	-2.32141719595945	0.738972500468908	NA	3	mC Hyper
Nrros	Other	0.0722449213264472	-0.00847025741129498	-0.0272588621656536	-0.609234228859248	-1.66447158848714	NA	0.787278305805686	3	mC Hyper
Optc	Other	0.0530606167596682	-0.0298620883490252	-0.0420284664086127	-1.00972579247639	-1.85501440126805	2.0091118874635	-0.0248553617176155	3	mC Hyper
Osbpl1a	Active_Promoter	0.038463377625661	-0.0186266498177576	-0.0252975231147509	-0.173181772456957	-0.458562645332335	2.11450174977173	0.676900412043974	3	mC Hyper
Otx2	Bivalent_Promoter	0.0120166086883197	-0.0308614579141536	-0.0650427851660814	-0.288019632812002	-0.848858685428393	0.897721761283297	0.642428379476849	3	mC Hyper
Pax6	Bivalent_Promoter	0.051444493388209	0.00864041266849336	-0.0683456605339403	-0.627574020892824	NA	1.26838732334469	0.605849579791486	3	mC Hyper
Pde4d	Active_Promoter	0.048182479608966	-0.0393064621595859	-0.0471920905440812	-0.542462381322116	-1.15852773300409	0.403543753599529	0.365696013687801	3	mC Hyper
Pla2g4a	Other	-0.00688768910807203	0.00139856029185972	0.00211484734257487	0.350737892281986	-1.28260446284501	0.85989253486003	0.80351371537744	3	mC Hypo
Ppp1r14bl	Other	0.0448913665023666	-0.0126929170316812	-0.0173451035314374	-0.805220956567219	-2.38042195050622	NA	1.10702901014862	3	mC Hyper
Ppp2r5a	Active_Promoter	0.0243387041422564	-0.0287666923452144	-0.0337876461812349	-0.0898327924156573	-0.68125268091018	3.95213683116246	0.727199764671051	3	mC Hyper
Prl5a1	Other	-0.00754017158520037	-0.00185549816072652	-0.0017887347649228	-0.0506294223292776	-0.924958824877038	1.41964605869886	0.943126491038108	3	Non-DMR
Ptpn21	Active_Promoter	0.0607983566914405	-0.0470613283614137	-0.060690160091565	-0.212308207490821	-1.13931860554708	3.66957527347666	1.44875809828774	3	mC Hyper
Ptpn3	Active_Promoter	0.0235536267046278	-0.0218293067004628	-0.0260938065274681	0.0271161647544024	-0.932741373682483	0.572478286320565	0.571565189417719	3	mC Hyper
Rag1	Other	0.0217305379860383	0.00877511619046586	0.00537875020948009	-0.48713733956543	-1.10393822801938	NA	1.20170567709061	3	mC Hyper
Rag2	Active_Promoter	0.0390056056336827	-0.033483889621951	-0.0501330638482407	0.0417082512251878	-0.446954737247279	0.833269492025524	1.10888086988817	3	mC Hyper
Rasgef1b	Bivalent_Promoter	-0.0135277741966219	-0.0175585593637836	-0.0148430265920673	-0.283857168225883	-0.520357352720995	0.440370043689918	0.421267998464119	3	mC Hypo
Rep15	Other	0.0749460324566135	-0.0284435550256362	-0.0557626590814383	-0.615005348600868	-1.97115315956769	NA	1.38926836491158	3	mC Hyper
Rgmb	Bivalent_Promoter	0.0887466264999109	-0.0497932203181667	-0.0985193233413579	-0.161388818859145	-0.908757387675997	1.22445090111504	0.568705457619687	3	mC Hyper
Rnf225	Other	0.103261510099238	-0.0317901419246146	-0.0641055430751326	-0.388501695427705	-1.43233051344141	NA	0.461874420641843	3	mC Hyper
Rpa1	Other	0.00839712234132695	-0.0136919227363606	-0.0152474859657459	0.152920525502626	-0.759585466607557	0.906002855878965	0.292885541588498	3	mC Hyper
Runx1t1	Bivalent_Promoter	0.109502377494959	-0.0500691157816847	-0.0817191777045013	0.19289857493927	-0.451517154845818	0.684376443328084	0.594327651271796	3	mC Hyper
Rwdd3	Other	0.0551913470318813	-0.0269734877249427	-0.0429045331912078	-0.0190350132254473	-0.910147284470566	1.05245083720484	0.856376127939845	3	mC Hyper
Scg2	Active_Promoter	0.164124260301168	-0.0246744388656844	-0.119407127647946	-0.148663550670956	-0.925630542209818	1.13402961158799	0.840801351573172	3	mC Hyper
Sema3a	Active_Promoter	0.0212760798412575	-0.00591899684173385	-0.00851579146704669	1.96114919378056	-0.571446590158763	0.883713075615544	1.41096452073278	3	mC Hyper
Sesn1	Active_Promoter	0.120693588980564	-0.0489156469602452	-0.0982864077292722	-0.706366856284898	-1.43713631245341	NA	0.705783650407535	3	mC Hyper
Slc13a1	Other	0.0616311388579086	-0.0206977442746837	-0.032046246818046	-0.803444401135199	-2.21046438324349	NA	1.15390038078754	3	mC Hyper
Slc19a2	Active_Promoter	0.0506215289787468	-0.0352244644353546	-0.044498075204444	-0.0542682651532441	-0.246153942985495	1.94234087892898	0.914339013341517	3	mC Hyper
Slc25a26	Other	-0.00560033486556943	-0.0173561441090067	-0.0173477210705214	0.115114892332523	-1.48838310997597	0.488440234966322	0.397995748309407	3	mC Hypo
Slc35b3	Active_Promoter	0.018628097206596	-0.0274910859836302	-0.03035713390532	-0.614525321717064	-1.63038701075524	0.263225450615178	1.26473061670752	3	mC Hyper
Smim20	Other	0.0654816122189436	-0.0144267748194667	-0.0401071105373512	0.0593812286948714	-0.35790612052584	0.744381770257362	0.593589642222559	3	mC Hyper
Smpx	Other	0.00682963077988785	0.00384530210388885	0.00302348391235108	-0.529006788836103	-0.615389459708755	NA	0.308394906441568	3	Non-DMR
Smyd2	Active_Promoter	0.0414820267528924	-0.0280360144454533	-0.0360723018987598	0.10863772029672	-0.542418568901876	0.712818392669424	0.564177827804399	3	mC Hyper
Snx10	Active_Promoter	0.053157200723351	-0.0498262125511378	-0.0589785622034328	-0.0763649822218022	-1.53714332860283	2.06755075815802	0.995084455766586	3	mC Hyper
Snx19	Other	0.0306220436412538	-0.0273206537992234	-0.0313828791006036	0.113535228134768	-1.10554165039909	0.443864578811699	0.798387843241313	3	mC Hyper
Spry2	Active_Promoter	0.169619652521318	0.0392053725932666	-0.257440449167534	0.0412890436526127	-0.693347122354466	1.98744417092436	0.47815220605272	3	mC Hyper
Srek1ip1	Active_Promoter	0.00954999167525217	-0.0189877102874715	-0.0214188581087821	-0.440399983341134	-1.77231421807028	1.07354503211562	1.20134580708304	3	mC Hyper
Stom	Active_Promoter	0.0630145125704833	-0.0136720297706888	-0.0332890123459848	-0.531243657149615	-1.33159066882431	NA	0.436907503971746	3	mC Hyper
Sv2b	Active_Promoter	0.0612780901207338	-0.0275760214891895	-0.0524137443785153	-0.484257452393078	-0.875335274660599	NA	0.817894442942495	3	mC Hyper
Sv2c	Bivalent_Promoter	0.0093020461999026	-0.029422913717443	-0.032391691795738	-0.279405767746119	-1.68193261562792	1.58125934043953	0.316134924330988	3	mC Hyper
Taar5	Other	0.0757618965355861	-0.0440562176617755	-0.113574712073402	-0.590420406021925	NA	1.93108491418009	0.338167312907999	3	mC Hyper
Tas2r119	Other	-0.0633722648237969	0.0120370746751721	0.018163846225498	-0.680090897486894	-0.709759797395671	1.14800789742506	-0.192308142464435	3	mC Hypo
Tiam2	Other	0.00608751127052887	-0.00919079365255689	-0.0102665974251387	-0.429109365454398	-1.22285440050218	0.980653437237554	0.12160954722697	3	mC Hyper
Tlcd4	Active_Promoter	0.0837329867204418	-0.0343998424843242	-0.0556984731262475	-0.930037142210254	-1.42030539156024	NA	1.07408825351644	3	mC Hyper
Tlx3	Bivalent_Promoter	-0.0425124912923843	-0.0390644156991584	-0.094765546278889	-2.23684704393388	-1.97640893603237	0.515958200312059	-0.0448497268853212	3	mC Hypo
Tmem132c	Bivalent_Promoter	0.0677716697789223	-0.0577149591439013	-0.0698783298723886	-0.822210640354482	-1.39450355693955	1.00840635110887	-0.0227437614552371	3	mC Hyper
Tmem161b	Active_Promoter	0.0866043646211745	-0.0738296768145755	-0.0864617809008107	-0.812204621411736	0.0788163360876732	3.60299035804464	1.17578545178657	3	mC Hyper
Tmem236	Other	0.00647989496561641	0.00398490270735756	0.00319253274784348	-0.652903182844715	-1.12589327587609	NA	0.791737608809359	3	Non-DMR
Tmem64	Active_Promoter	0.153634974562263	-0.0662312353228351	-0.11373360729028	0.0400387080008004	-0.43592418907007	2.28997547984251	1.10957702284642	3	mC Hyper
Tmtc2	Active_Promoter	0.0924002542478071	-0.0775979650016768	-0.0924667160543902	-0.0427458097609953	-0.602042999570041	2.53318382371355	0.69304549416245	3	mC Hyper
Tnfaip8	Repressed_Promoter	-0.0141796156116708	0.00191411953611249	0.0042666008461493	0.0309564462121607	-0.711842630322601	0.501773931012558	0.219323163337633	3	mC Hypo
Tnfsf13	Other	0.146649608250268	-0.00862503661474565	-0.141154824070045	-0.694721516454645	-1.86829561365241	NA	0.467702128354451	3	mC Hyper
Tpd52	Active_Promoter	0.051823728092392	-0.041726045977984	-0.0523674640365969	0.0571299076712135	-0.670315883736131	0.485313560532386	0.897064478204215	3	mC Hyper
Tph2	Other	0.00158726902369333	0.00508076463642977	0.00484331775669503	-0.0199006277389262	-1.07650243488722	0.471177667005068	0.554673284106899	3	Non-DMR
