gene	chr	start	end	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	total_ctrl	total_mut	ratio_ctrl	ratio_mut	delta_ratio	dmr_status	chromatin_state
Gpr22	chr12	31706866	31713946	0.168253910732023	0.333239096903998	0.164985186171975	3.76979484730447e-82	TRUE	0.196014320806027	0.183878941014384	-0.0121353797916432	0.110068644453737	FALSE	0.36426823153805	0.517118037918382	0.538104352329588	0.355584078549211	-0.182520273780377	mC DMR only	Active_Promoter
AL731706.2	chr2	136885499	136885678	0.231986215538847	0.380952380952381	0.148966165413534	0.128248960251513	FALSE	0.428414786967419	0.335119047619048	-0.093295739348371	0.40090249164232	FALSE	0.660401002506266	0.716071428571429	0.648719165085389	0.467996674979219	-0.18072249010617	Not DMR	Other
Zcchc3	chr2	152411954	152415026	0.128905677254118	0.32040481048756	0.191499133233443	1.96688285229036e-60	TRUE	0.115461964634451	0.13220800245291	0.0167460378184597	0.0909715855978363	FALSE	0.244367641888568	0.452612812940471	0.472492854381683	0.292099557663868	-0.180393296717816	mC DMR only	Active_Promoter
Prxl2b	chr4	154895503	154899134	0.274363024955668	0.489866318527646	0.215503293571978	6.4970716844693e-38	TRUE	0.320606285210587	0.275415924463353	-0.0451903607472336	0.00564411161581069	TRUE	0.594969310166255	0.765282242990999	0.538861887045902	0.359888037368969	-0.178973849676933	Both mC+hmC DMR	Active_Promoter
Syt1	chr10	108497649	109010981	0.588435147394397	0.76157342693294	0.173138279538543	4.8151057076211e-306	TRUE	0.266369660814793	0.116716357371678	-0.149653303443115	7.07674626726131e-306	TRUE	0.85480480820919	0.878289784304618	0.311614602838788	0.132890487237179	-0.178724115601608	Both mC+hmC DMR	Active_Promoter
Tmem238	chr7	4784556	4789655	0.494912418403518	0.697860437971464	0.202948019567946	8.360134993071e-79	TRUE	0.310438022850832	0.185902361618229	-0.124535661232602	4.85388037557163e-38	TRUE	0.80535044125435	0.883762799589693	0.385469488744947	0.210353232456196	-0.175116256288751	Both mC+hmC DMR	Other
Ripply2	chr9	87015536	87019916	0.263555162825055	0.449845720797339	0.186290557972284	4.59796574206377e-40	TRUE	0.35627099683435	0.302171339932701	-0.0540996569016488	0.000114484830257289	TRUE	0.619826159659405	0.75201706073004	0.574791804576498	0.4018144743144	-0.172977330262098	Both mC+hmC DMR	Active_Promoter
Higd2a	chr13	54590206	54591157	0	0.00201612903225806	0.00201612903225806	0.864385401941134	FALSE	0.023680472143876	0.00987012987012987	-0.0138103422737461	0.276039434506581	FALSE	0.023680472143876	0.0118862589023879	1	0.830381531412459	-0.169618468587541	Not DMR	Active_Promoter
Sap30	chr8	57482706	57487859	0.317516998001395	0.529470322710511	0.211953324709116	4.98701397991033e-51	TRUE	0.159813199937269	0.105364314723295	-0.0544488852139743	3.04160641644549e-08	TRUE	0.477330197938664	0.634834637433806	0.334806389009993	0.165971275841547	-0.168835113168445	Both mC+hmC DMR	Active_Promoter
Hoxa4	chr6	52189670	52191752	0.0260231415668093	0.0340640637473471	0.00804092218053777	0.420940298776188	FALSE	0.00949178955712908	0.00373152709359606	-0.00576026246353302	0.109284559988977	FALSE	0.0355149311239384	0.0377955908409432	0.267261944673497	0.0987291641847751	-0.168532780488722	Not DMR	Repressed_Promoter
Arf6	chr12	69372149	69373782	0.0431759774157672	0.0821862074596838	0.0390102300439166	0.0147902105343316	TRUE	0.0567668162476421	0.054825775643811	-0.00194104060383106	0.861377867317868	FALSE	0.0999427936634093	0.137011983103495	0.567993090515593	0.400153142826911	-0.167839947688683	mC DMR only	Active_Promoter
Magea1	chrX	155088685	155089792	0.686818961818962	0.786863653142723	0.100044691323761	0.426463082394482	FALSE	0.189923852423852	0.0406683110171482	-0.149255541406704	0.0502027100595824	FALSE	0.876742814242814	0.827531964159871	0.216624361601272	0.0491440968790077	-0.167480264722265	Not DMR	Other
Plekhj1	chr10	80796098	80798625	0.0323712756225631	0.0707566675671942	0.0383853919446311	1.05496737654524e-06	TRUE	0.0671949355182047	0.0753182030172815	0.00812326749907681	0.511752153062924	FALSE	0.0995662111407678	0.146074870584476	0.674876895970298	0.515613689855879	-0.159263206114419	mC DMR only	Active_Promoter
Bhlhe40	chr6	108660628	108666924	0.293345597428656	0.509905374722981	0.216559777294325	1.13691228733212e-131	TRUE	0.25997581614201	0.23512516174708	-0.0248506543949298	0.00238135868909623	TRUE	0.553321413570666	0.745030536470061	0.469845933603667	0.31559130832556	-0.154254625278107	Both mC+hmC DMR	Active_Promoter
Mrpl53	chr6	83109039	83109938	0.0284524619257591	0.0558318426458656	0.0273793807201065	0.00695810373286409	TRUE	0.0353369888625307	0.0372706886177493	0.00193369975521866	0.772448984394312	FALSE	0.0637894507882898	0.0931025312636149	0.553962895523435	0.400318746567903	-0.153644148955532	mC DMR only	Active_Promoter
A330070K13Rik	chr5	130378777	130384630	0.322481907588967	0.508305874463724	0.185823966874757	2.29400625775347e-39	TRUE	0.353610261646593	0.298223491971407	-0.0553867696751865	8.02872860000775e-05	TRUE	0.67609216923556	0.806529366435131	0.523020791745615	0.369761479720891	-0.153259312024724	Both mC+hmC DMR	Other
H2-Ke6	chr17	34026032	34028059	0.0963356183892275	0.136628945921976	0.0402933275327481	0.0167474940760868	TRUE	0.0745501953498343	0.0540389343889625	-0.0205112609608718	0.0756556662616683	FALSE	0.170885813739062	0.190667880310938	0.43625736811407	0.283419180518694	-0.152838187595376	mC DMR only	Other
C030006K11Rik	chr15	76721464	76723844	0.0479506917899363	0.0794841431235468	0.0315334513336105	0.0787248254444404	FALSE	0.0686306354604358	0.0615820154666426	-0.00704861999379326	0.715816458774971	FALSE	0.116581327250372	0.141066158590189	0.588693207386836	0.436547050561887	-0.152146156824949	Not DMR	Active_Promoter
Ly6g6e	chr17	35076901	35078803	0.456032126792803	0.614723848641055	0.158691721848252	4.03576058630458e-09	TRUE	0.323630786449035	0.221745123137551	-0.101885663311484	3.23368127049327e-05	TRUE	0.779662913241838	0.836468971778606	0.415090651296184	0.265096651064114	-0.14999400023207	Both mC+hmC DMR	Other
Gclm	chr3	122245556	122270731	0.562906448034372	0.726532831367043	0.163626383332672	5.58441151136118e-239	TRUE	0.253788001772935	0.1444461252381	-0.109341876534835	1.73419324030235e-152	TRUE	0.816694449807307	0.870978956605144	0.310750246720563	0.165843415782529	-0.144906830938034	Both mC+hmC DMR	Active_Promoter
Cldn5	chr16	18776846	18778261	0.0769744067345812	0.0901322453604237	0.0131578386258425	0.354373162324617	FALSE	0.0499090315587409	0.0301006216228557	-0.0198084099358852	0.115129296780653	FALSE	0.126883438293322	0.120232866983279	0.393345516405096	0.250352689560682	-0.142992826844414	Not DMR	Repressed_Promoter
Zic5	chr14	122456794	122465676	0.0612747529468588	0.150608277102701	0.089333524155842	2.71915909473235e-38	TRUE	0.0449637491573445	0.0588195371699019	0.0138557880125574	0.0100120132173515	TRUE	0.106238502104203	0.209427814272603	0.423234027840887	0.280858287015015	-0.142375740825872	Both mC+hmC DMR	Active_Promoter
Tnfsf13	chr11	69682845	69685783	0.206799682507302	0.35344929075757	0.146649608250268	6.7386218176246e-27	TRUE	0.217331209564609	0.208706172949864	-0.00862503661474565	0.684861059502296	FALSE	0.424130892071911	0.562155463707434	0.512415420869086	0.371260596799041	-0.141154824070045	mC DMR only	Other
Rpp25l	chr4	41712032	41713533	0.0089512808247382	0.0305546513913692	0.021603370566631	0.0271896786414444	TRUE	0.0138385444534581	0.026798792873502	0.0129602484200439	0.177812856713316	FALSE	0.0227898252781963	0.0573534442648711	0.607224684021506	0.467256905265168	-0.139967778756338	mC DMR only	Active_Promoter
2310033P09Rik	chr11	59208320	59210737	0.123942513942514	0.176943881740209	0.0530013677976948	0.00558568832881769	TRUE	0.124180609180609	0.101077531989909	-0.0231030771907005	0.111308838588387	FALSE	0.248123123123123	0.278021413730117	0.500479792522152	0.363560240320291	-0.136919552201861	mC DMR only	Other
Abtb1	chr6	88835913	88841983	0.326363624260821	0.474869195658619	0.148505571397798	1.00040096546322e-26	TRUE	0.286328598711776	0.235873430501818	-0.0504551682099579	0.000108930869625486	TRUE	0.612692222972597	0.710742626160437	0.467328599867968	0.331868980162412	-0.135459619705556	Both mC+hmC DMR	Active_Promoter
Bhlha9	chr11	76672469	76673675	0.336384085724288	0.425948159405606	0.0895640736813185	0.164312788968128	FALSE	0.498128620267381	0.365661938534279	-0.132466681733102	0.0180374167243083	TRUE	0.834512705991669	0.791610097939885	0.596909569729612	0.461921771192524	-0.134987798537088	hmC DMR only	Other
Lrrc26	chr2	25289914	25291179	0.00692344535232009	0.00490196078431373	-0.00202148456800636	0.612413139168397	FALSE	0.00662186264627878	0.002687478500172	-0.00393438414610678	0.343094917392293	FALSE	0.0135453079985989	0.00758943928448572	0.488867632021638	0.354107648725212	-0.134759983296426	Not DMR	Other
Ubc	chr5	125385964	125390201	0.0758082617635253	0.114691801884134	0.0388835401206091	0.0138258716507	TRUE	0.174962063973887	0.148440917273097	-0.02652114670079	0.201493721855229	FALSE	0.250770325737412	0.263132719157231	0.69769843564782	0.564129454324523	-0.133568981323298	mC DMR only	Other
Cnfn	chr7	25367619	25369723	0.0540118921375549	0.0434842335397377	-0.0105276585978172	0.513949622542099	FALSE	0.043315659243549	0.0196724216121765	-0.0236432376313725	0.0332279336141859	TRUE	0.0973275513811039	0.0631566551519142	0.445050333938214	0.31148612232325	-0.133564211614964	hmC DMR only	Other
AY074887	chr9	54950229	54950997	0.206593591843359	0.28086772690351	0.0742741350601505	0.0258402475978498	TRUE	0.15313786463636	0.116249246505066	-0.0368886181312936	0.162457456464844	FALSE	0.359731456479719	0.397116973408576	0.425700510416701	0.29273300888467	-0.132967501532031	mC DMR only	Other
Galnt7	chr8	57523827	57653031	0.424902606906054	0.587690894807975	0.162788287901922	4.8151057076211e-306	TRUE	0.346949365161512	0.27239390665973	-0.0745554585017827	7.07674626726131e-306	TRUE	0.771851972067566	0.860084801467705	0.449502466427774	0.316705871554641	-0.132796594873134	Both mC+hmC DMR	Active_Promoter
Gm1673	chr5	33983432	33985012	0.133315943814992	0.163795955673712	0.03048001185872	0.216952152794531	FALSE	0.128978421610126	0.09177611796454	-0.0372023036455859	0.0650864225926052	FALSE	0.262294365425118	0.255572073638252	0.491731575709155	0.359100729035223	-0.132630846673931	Not DMR	Active_Promoter
Mt2	chr8	94172663	94173567	0.0218908114158531	0.0125786194966661	-0.00931219191918705	0.303458187426872	FALSE	0.0205058606506009	0.00681017523385684	-0.013695685416744	0.0649289694732114	FALSE	0.042396672066454	0.0193887947305229	0.483666751448304	0.351242835282375	-0.132423916165929	Not DMR	Repressed_Promoter
Atoh7	chr10	63099650	63101278	0.0721536670120223	0.109334459941897	0.0371807929298745	0.00309326609372938	TRUE	0.091164488176676	0.0820901769838662	-0.00907431119280984	0.387324923933412	FALSE	0.163318155188698	0.191424636925763	0.558201799863244	0.428838096820849	-0.129363703042395	mC DMR only	Other
Tmem256	chr11	69838513	69839617	0.0540712041268014	0.10130249770001	0.0472312935732086	0.00286934287990643	TRUE	0.0534074405256226	0.058897522592003	0.00549008206638046	0.807879373838043	FALSE	0.107478644652424	0.160200020292013	0.496912114014252	0.367649907188803	-0.129262206825448	mC DMR only	Active_Promoter
Gm45337	chr7	142143340	142144606	0.502428698752228	0.469572094572095	-0.0328566041801336	0.844295194111631	FALSE	0.141154188948307	0.0465367965367965	-0.0946173924115101	0.331665196440723	FALSE	0.643582887700535	0.516108891108891	0.219325578174768	0.0901685619808049	-0.129157016193963	Not DMR	Other
Gpr62	chr9	106463961	106465937	0.0297831307168587	0.0698854858941026	0.040102355177244	0.000408766538184392	TRUE	0.0731138208894869	0.097165485863932	0.0240516649744451	0.109177312778373	FALSE	0.102896951606346	0.167050971758035	0.710553808913597	0.581651724867974	-0.128902084045623	mC DMR only	Active_Promoter
Mcu	chr10	59446983	59616691	0.523486100473727	0.6656233113292	0.142137210855473	4.8151057076211e-306	TRUE	0.298872063344874	0.204454570494806	-0.0944174928500678	7.07674626726131e-306	TRUE	0.8223581638186	0.870077881824006	0.363432962052773	0.234984217810701	-0.128448744242072	Both mC+hmC DMR	Active_Promoter
H4c11	chr13	21735063	21735836	0.00811066067407661	0.00564170012460197	-0.00246896054947465	0.423601621240716	FALSE	0.00636902926449642	0.00255260971895334	-0.00381641954554308	0.242969071136322	FALSE	0.014479689938573	0.00819430984355531	0.439859506074761	0.311510031678986	-0.128349474395775	Not DMR	Active_Promoter
Gpr68	chr12	100876681	100908197	0.531603016663185	0.694170763710958	0.162567747047773	8.53215754469153e-209	TRUE	0.274694718193724	0.187591334878035	-0.0871033833156893	3.657386557407e-79	TRUE	0.806297734856909	0.881762098588993	0.340686456526476	0.212745972159861	-0.127940484366614	Both mC+hmC DMR	Active_Promoter
Samd10	chr2	181595217	181599211	0.245493329120001	0.341661697111483	0.0961683679914814	2.08281297689765e-08	TRUE	0.265232733685466	0.220787725012344	-0.0444450086731226	0.00950159609637191	TRUE	0.510726062805468	0.562449422123826	0.519324845551287	0.392546807459847	-0.12677803809144	Both mC+hmC DMR	Active_Promoter
Gm5136	chr10	108698763	108700159	0.808652202184396	0.934642840194057	0.125990638009662	5.29100360966625e-41	TRUE	0.171016985643961	0.0479175149586334	-0.123099470685328	1.74190277725143e-43	TRUE	0.979669187828357	0.982560355152691	0.174566055326346	0.0487680117637018	-0.125798043562644	Both mC+hmC DMR	Other
Zic2	chr14	122475434	122479851	0.005501725068651	0.00924407106608802	0.00374234599743701	0.0743558232312592	FALSE	0.00341650628389801	0.00321603660528736	-0.000200469678610649	0.818804286301028	FALSE	0.00891823135254902	0.0124601076713754	0.383092358657135	0.258106646435774	-0.124985712221361	Not DMR	Active_Promoter
Scd2	chr19	44293673	44306863	0.209464196521402	0.301561320227492	0.0920971237060903	2.44427831791233e-85	TRUE	0.226205872965911	0.196398299324669	-0.0298075736412426	2.3858072597128e-11	TRUE	0.435670069487313	0.497959619552161	0.519213709659021	0.394406075539417	-0.124807634119604	Both mC+hmC DMR	Active_Promoter
Tmem88	chr11	69396518	69398233	0.156666432057057	0.288411218152469	0.131744786095412	1.76606903841805e-15	TRUE	0.134192004504504	0.146421002608523	0.0122289981040185	0.490859795648756	FALSE	0.290858436561562	0.434832220760992	0.461365350411977	0.336729882510257	-0.12463546790172	mC DMR only	Active_Promoter
Bhlhe41	chr6	145858242	145865557	0.219901646836617	0.322320884300261	0.102419237463644	1.46018328434026e-40	TRUE	0.229630888028307	0.202859485519841	-0.0267714025084663	0.000400916360454598	TRUE	0.449532534864924	0.525180369820102	0.510821509498321	0.386266313779644	-0.124555195718677	Both mC+hmC DMR	Active_Promoter
Tssk5	chr15	76371951	76374937	0.462676102098785	0.600493262924497	0.137817160825713	5.39547149794311e-21	TRUE	0.318967556180878	0.23923689724685	-0.0797306589340282	1.70447615315971e-09	TRUE	0.781643658279663	0.839730160171347	0.40807285110315	0.284897349879673	-0.123175501223477	Both mC+hmC DMR	Other
Taar7a	chr10	23992404	23993480	0.328467182700204	0.419191846250658	0.0907246635504538	0.106613896106494	FALSE	0.219128318987804	0.160675847358435	-0.0584524716293688	0.220282465570881	FALSE	0.547595501688008	0.579867693609093	0.400164570951228	0.277090531390686	-0.123074039560541	Not DMR	Other
Cnr1	chr4	33924592	33948830	0.222526871775683	0.379082280243461	0.156555408467778	9.53535119284817e-223	TRUE	0.281090484507882	0.291948985412364	0.0108585009044822	0.0537216301173111	FALSE	0.503617356283565	0.671031265655825	0.558142965091958	0.435075085699667	-0.123067879392291	mC DMR only	Active_Promoter
Tmem141	chr2	25620066	25622004	0.17529592508046	0.255421708534291	0.0801257834538313	1.07042322201827e-05	TRUE	0.165444087671268	0.145995807448622	-0.0194482802226458	0.248985033594254	FALSE	0.340740012751728	0.401417515982913	0.485543468567675	0.363700639946256	-0.121842828621419	mC DMR only	Other
Lrrn1	chr6	107529767	107570213	0.41077266062578	0.548575478485634	0.137802817859855	1.02897126104476e-225	TRUE	0.349302521005763	0.279933569981105	-0.0693689510246577	5.10374477275407e-66	TRUE	0.760075181631543	0.82850904846674	0.459563118816702	0.337876297789575	-0.121686821027127	Both mC+hmC DMR	Active_Promoter
Amigo1	chr3	108186334	108192285	0.476164730638796	0.61208466990143	0.135919939262634	1.33090813494225e-33	TRUE	0.300893864825963	0.221588264143919	-0.0793056006820435	4.32544837653083e-15	TRUE	0.777058595464758	0.833672934045349	0.387221589957445	0.265797598908093	-0.121423991049351	Both mC+hmC DMR	Active_Promoter
Tceal6	chrX	135208686	135210686	0.302930909720948	0.226594746716698	-0.0763361630042503	0.187865931647686	FALSE	0.0919657962861045	0.0284665561324665	-0.063499240153638	0.0937668253328438	FALSE	0.394896706007053	0.255061302849164	0.232885701215401	0.111606722832827	-0.121278978382574	Not DMR	Other
Inka2	chr3	105704598	105720841	0.317328297435878	0.485824425928672	0.168496128492795	5.89513281895834e-83	TRUE	0.301180117733911	0.280295187581917	-0.0208849301519937	0.0197475848842888	TRUE	0.618508415169788	0.766119613510589	0.486945869040817	0.365863479591027	-0.121082389449789	Both mC+hmC DMR	Active_Promoter
Btbd17	chr11	114791216	114795944	0.169599437218191	0.306629217300603	0.137029780082412	2.73464804197687e-18	TRUE	0.2822382806582	0.31182697155204	0.0295886908938406	0.135093954159097	FALSE	0.451837717876391	0.618456188852643	0.624645242067666	0.50420220085523	-0.120443041212436	mC DMR only	Other
Tusc1	chr4	93334137	93335510	0.461474293395508	0.541563909138167	0.0800896157426584	0.0876154433492275	FALSE	0.358566092500952	0.251403471391095	-0.107162621109856	0.0134445999827368	TRUE	0.82004038589646	0.792967380529262	0.437254187315385	0.31704137845279	-0.120212808862595	hmC DMR only	Active_Promoter
Scg2	chr1	79434668	79440119	0.323388776873558	0.487513037174726	0.164124260301168	2.31527753309897e-55	TRUE	0.233612033410904	0.20893759454522	-0.0246744388656844	0.00658119768779231	TRUE	0.557000810284462	0.696450631719945	0.419410580913873	0.300003453265927	-0.119407127647946	Both mC+hmC DMR	Active_Promoter
Ccnq	chr11	78750505	78751728	0.273705061306374	0.341677422648703	0.0679723613423291	1.02300299719573e-05	TRUE	0.172771798519991	0.124918361269073	-0.0478534372509179	0.000120964843134197	TRUE	0.446476859826365	0.466595783917776	0.386966972011007	0.267722867575431	-0.119244104435576	Both mC+hmC DMR	Other
Ifna6	chr4	88827415	88827984	0.442836257309942	0.521464646464646	0.0786283891547049	0.605358080688314	FALSE	0.11030701754386	0.0454545454545455	-0.0648524720893142	0.915135654478142	FALSE	0.553143274853801	0.566919191919192	0.199418527818158	0.0801781737193764	-0.119240354098781	Not DMR	Other
Zic4	chr9	91362412	91389347	0.0998521122274292	0.228932033577977	0.129079921350548	4.8151057076211e-306	TRUE	0.0648986266512563	0.0867186157332183	0.021819989081962	1.36875869585475e-20	TRUE	0.164750738878686	0.315650649311195	0.393920094640938	0.274729723897142	-0.119190370743796	Both mC+hmC DMR	Active_Promoter
Hnrnpa0	chr13	58125878	58128555	0.0566127604291537	0.0644051029124697	0.00779234248331598	0.524042813508589	FALSE	0.0594763015282671	0.0418210201361816	-0.0176552813920855	0.0268001269493685	TRUE	0.116089061957421	0.106226123048651	0.51233338029798	0.3936980747855	-0.118635305512481	hmC DMR only	Active_Promoter
Fjx1	chr2	102449365	102452498	0.0802745950044468	0.0636259512539499	-0.0166486437504969	0.141318919945996	FALSE	0.0849595368061478	0.0416460436279442	-0.0433134931782036	8.48796877741575e-06	TRUE	0.165234131810595	0.105271994881894	0.514176676907987	0.395604202947492	-0.118572473960494	hmC DMR only	Active_Promoter
Mcam	chr9	44134468	44142726	0.51185785238271	0.644190254882486	0.132332402499776	2.62417277406041e-32	TRUE	0.273167063716228	0.19178303052134	-0.0813840331948875	5.08390993497725e-17	TRUE	0.785024916098938	0.835973285403826	0.347972475923045	0.229412869848703	-0.118559606074342	Both mC+hmC DMR	Other
Otud1	chr2	19657751	19660582	0.273613978696177	0.376381482267161	0.102767503570984	2.6312663439033e-10	TRUE	0.246317320721963	0.207795247214105	-0.0385220735078587	0.011642881785576	TRUE	0.51993129941814	0.584176729481266	0.473749745394477	0.355706136049996	-0.118043609344481	Both mC+hmC DMR	Active_Promoter
Ackr1	chr1	173331885	173333749	0.127255447102847	0.185022338576226	0.057766891473379	0.00934621201393899	TRUE	0.177626152589883	0.160974878675421	-0.0166512739144622	0.537026076107466	FALSE	0.30488159969273	0.345997217251647	0.582606994875718	0.465249055914639	-0.117357938961079	mC DMR only	Other
Nab2	chr10	127660917	127668567	0.0688942748867986	0.124331351834189	0.0554370769473903	1.10296916268376e-18	TRUE	0.0616112062459806	0.0683795831519767	0.00676837690599606	0.285977307807812	FALSE	0.130505481132779	0.192710934986166	0.472096694416198	0.354829803284829	-0.117266891131369	mC DMR only	Active_Promoter
Thrsp	chr7	97412937	97417729	0.245682951573186	0.404943935920072	0.159260984346886	3.95460643076876e-51	TRUE	0.257153446588169	0.26397667655088	0.00682322996271173	0.5826637050958	FALSE	0.502836398161354	0.668920612470952	0.511405792278488	0.394630800171887	-0.116774992106601	mC DMR only	Other
Kctd12	chr14	102976580	102982636	0.283436693829626	0.415983884074462	0.132547190244836	3.3938011166944e-35	TRUE	0.231205925227127	0.207540188336732	-0.0236657368903954	0.023365422561419	TRUE	0.514642619056753	0.623524072411194	0.449255301962527	0.332850322096091	-0.116404979866437	Both mC+hmC DMR	Active_Promoter
Rasl11b	chr5	74195285	74199480	0.365767647484431	0.491178531850681	0.12541088436625	8.15799768456588e-36	TRUE	0.283413864963428	0.23136737861568	-0.0520464863477479	9.60682816383952e-09	TRUE	0.649181512447859	0.722545910466361	0.436571066071743	0.320211318428674	-0.116359747643069	Both mC+hmC DMR	Active_Promoter
Gm3424	chr14	5821933	5830328	0.210737179487179	0.239111035163667	0.0283738556764873	0.810196308613906	FALSE	0.16519764957265	0.114329384066226	-0.0508682655064234	0.570545170342129	FALSE	0.375934829059829	0.353440419229893	0.43943161634103	0.323475691646522	-0.115955924694509	Not DMR	Other
Hmgcl	chr4	135946447	135962616	0.440486399565347	0.58115590522663	0.140669505661283	3.64329027026375e-107	TRUE	0.250371032476296	0.190302282218456	-0.06006875025784	7.46092110291708e-29	TRUE	0.690857432041643	0.771458187445085	0.362406222853233	0.246678673342879	-0.115727549510354	Both mC+hmC DMR	Other
