chr	Start	End	island_id	Annotation	mc_num_contexts	mc_mean_coverage	mc_mean_mod_control	mc_mean_mod_mutant	mc_mod_fold_change	mc_mod_difference	mc_qvalue	mc_sig	mc_hyper	mc_hypo	hmc_mean_mod_control	hmc_mean_mod_mutant	hmc_mod_difference	hmc_qvalue	hmc_sig	hmc_hyper	hmc_hypo	k119ub_ctrl	k119ub_mut	k119ub_gained	k119ub_lost	n_k119ub_mut	k119ub_diffbind_fold	de_novo_005	de_novo_01	de_novo_02	H3K27me3	H3K27ac	H3K4me3	H3K4me1	Bivalent	sig_status	dmr_category
chr1	7088491	7089271	chr1:7088491-7089271	CpG_island	2	10.1875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	9299215	9300020	chr1:9299215-9300020	CpG_island	5	10.275	0	0.003125	Inf	0.003125	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	0.600897064536628	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	Neither	Non-sig
chr1	9545269	9546268	chr1:9545269-9546268	CpG_island	30	11.2416666666667	0.0812155264520514	0.0854926425368957	1.05266377343955	0.00427711608484428	0.999999455489177	FALSE	FALSE	FALSE	0.0364699140508469	0.032830866507516	-0.00363904754333096	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.817537587776266	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	9699785	9700881	chr1:9699785-9700881	CpG_island	8	11.65625	0.00271739130434783	0.00231481481481481	0.851851851851852	-0.000402576489533011	0.999999455489177	FALSE	FALSE	FALSE	0.00446428571428571	0.001953125	-0.00251116071428571	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	1	1.05888990465291	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	9747560	9748645	chr1:9747560-9748645	CpG_island	22	12.4431818181818	0.00307133838383838	0	0	-0.00307133838383838	0.999999455489177	FALSE	FALSE	FALSE	0	0.000827814569536424	0.000827814569536424	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	9797821	9798652	chr1:9797821-9798652	CpG_island	14	12.2678571428571	0	0.00152439024390244	Inf	0.00152439024390244	0.999999455489177	FALSE	FALSE	FALSE	0	0.00295296167247387	0.00295296167247387	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.491656478258035	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	9848165	9848530	chr1:9848165-9848530	CpG_island	3	11.7083333333333	0.00490196078431373	0	0	-0.00490196078431373	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	9943785	9944196	chr1:9943785-9944196	CpG_island	1	10.375	0.0357142857142857	0	0	-0.0357142857142857	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	9967118	9968330	chr1:9967118-9968330	CpG_island	2	12	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.0178571428571429	0.0178571428571429	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	-0.082284225798456	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	10037950	10038215	chr1:10037950-10038215	CpG_island	6	11.625	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	10039745	10040279	chr1:10039745-10040279	CpG_island	3	10.875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	10232143	10233428	chr1:10232143-10233428	CpG_island	2	11.1875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	10805299	10805885	chr1:10805299-10805885	CpG_island	36	14.1770833333333	0.960545338214528	0.964987856933976	1.00462499638768	0.00444251871944779	0.999999455489177	FALSE	FALSE	FALSE	0.0110147574655342	0.00787549939541828	-0.00313925807011587	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	12990718	12991200	chr1:12990718-12991200	CpG_island	1	10.375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	12991485	12992784	chr1:12991485-12992784	CpG_island	20	16.26875	0.00172436308379039	0.00144508670520231	0.838040850437257	-0.000279276378588081	0.999999455489177	FALSE	FALSE	FALSE	0.00377354341165925	0	-0.00377354341165925	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.22889535178699	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	12996222	12996435	chr1:12996222-12996435	CpG_island	16	19.9453125	0.933258034464579	0.936491779096594	1.00346500593897	0.0032337446320152	0.999999455489177	FALSE	FALSE	FALSE	0.025318811051293	0.0202796380652981	-0.00503917298599491	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	13126298	13126669	chr1:13126298-13126669	CpG_island	2	10	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.01	0.01	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	13372746	13374794	chr1:13372746-13374794	CpG_island	1	10.25	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.0208333333333333	0	-0.0208333333333333	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	14309747	14310036	chr1:14309747-14310036	CpG_island	3	11.0833333333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.431087726871359	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	15805591	15806108	chr1:15805591-15806108	CpG_island	3	11.2916666666667	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.0078125	0.0078125	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	15892420	15893052	chr1:15892420-15893052	CpG_island	1	10.75	0.0909090909090909	0.0694444444444444	0.763888888888889	-0.0214646464646465	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	16104765	16106291	chr1:16104765-16106291	CpG_island	2	11.1875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	16656764	16657043	chr1:16656764-16657043	CpG_island	9	11.8194444444444	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	0.959265631848799	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	16665146	16665626	chr1:16665146-16665626	CpG_island	2	10.1875	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.0138888888888889	0.0138888888888889	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	17091517	17091971	chr1:17091517-17091971	CpG_island	35	16.4035714285714	0.717426282037366	0.778022056716698	1.08446271930163	0.060595774679332	8.45394734122967e-05	TRUE	TRUE	FALSE	0.26000160722611	0.210687461606267	-0.0493141456198429	0.00764171569626521	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	1	NA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Both sig	mC Hyper
chr1	17096764	17098139	chr1:17096764-17098139	CpG_island	12	12.7395833333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	1.09287362344604	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	17145467	17145795	chr1:17145467-17145795	CpG_island	5	11.375	0.00454545454545455	0	0	-0.00454545454545455	0.999999455489177	FALSE	FALSE	FALSE	0.00697115384615385	0	-0.00697115384615385	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	18058035	18058896	chr1:18058035-18058896	CpG_island	6	10.8958333333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.308953073638866	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	19104571	19104923	chr1:19104571-19104923	CpG_island	5	11.375	0.0193535242462527	0	0	-0.0193535242462527	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	19209755	19210067	chr1:19209755-19210067	CpG_island	8	13.515625	0.0187884924891991	0.0214932621288876	1.14395884295897	0.00270476963968845	0.999999455489177	FALSE	FALSE	FALSE	0.00846077598414047	0.00392162893700787	-0.0045391470471326	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	19236612	19236850	chr1:19236612-19236850	CpG_island	8	12.578125	0.0040983606557377	0.0175670521780362	4.28636073144082	0.0134686915222985	0.999999455489177	FALSE	FALSE	FALSE	0.00583557778632808	0.0104044261652957	0.00456884837896765	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	0	-1.01037896322773	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	20819888	20820297	chr1:20819888-20820297	CpG_island	11	13.0113636363636	0.00168918918918919	0	0	-0.00168918918918919	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	1.39367328510453	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	20935285	20935502	chr1:20935285-20935502	CpG_island	2	10	0.131811145510836	0.240815217391304	1.82697158467155	0.109004071880468	0.584264776236959	FALSE	FALSE	FALSE	0.226160990712074	0.325729813664596	0.099568822952522	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	21961003	21962124	chr1:21961003-21962124	CpG_island	2	10.4375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.118777050497952	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	23101887	23102262	chr1:23101887-23102262	CpG_island	25	17.27	0.928017297380956	0.950048953374943	1.02374056610385	0.0220316559939868	0.113157163095553	FALSE	FALSE	FALSE	0.0473420804509456	0.0336858741372871	-0.0136562063136585	0.698121686324657	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	23256018	23257054	chr1:23256018-23257054	CpG_island	8	15.09375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00168918918918919	0	-0.00168918918918919	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	24005371	24005714	chr1:24005371-24005714	CpG_island	9	15.25	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00221238938053097	0.0037280701754386	0.00151568079490762	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	Neither	Non-sig
chr1	24099641	24100556	chr1:24099641-24100556	CpG_island	1	10	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	24586521	24587177	chr1:24586521-24587177	CpG_island	8	11.4375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00245098039215686	0	-0.00245098039215686	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	30948826	30950216	chr1:30948826-30950216	CpG_island	19	16.7171052631579	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	0.867032042029137	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	33669553	33670569	chr1:33669553-33670569	CpG_island	13	11.8942307692308	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.00210084033613445	0.00210084033613445	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	33906988	33907242	chr1:33906988-33907242	CpG_island	12	14.03125	0	0.00633955709943552	Inf	0.00633955709943552	0.999999455489177	FALSE	FALSE	FALSE	0	0.00132978723404255	0.00132978723404255	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	33907457	33907693	chr1:33907457-33907693	CpG_island	1	10	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	33908265	33908468	chr1:33908265-33908468	CpG_island	4	10.75	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0.00833333333333333	0	-0.00833333333333333	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	34006046	34006248	chr1:34006046-34006248	CpG_island	15	11.1083333333333	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	34177942	34178193	chr1:34177942-34178193	CpG_island	25	14.85	0.683170304016226	0.713069562750081	1.04376545432096	0.0298992587338557	0.967000375400525	FALSE	FALSE	FALSE	0.219045380601272	0.173289403639342	-0.0457559769619302	0.0729053421905848	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	34439241	34440138	chr1:34439241-34440138	CpG_island	35	13.05	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0.000431778929188256	0.000431778929188256	0.99993054153301	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	1	0.290141498151603	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	34459407	34459964	chr1:34459407-34459964	CpG_island	4	12.25	0.00641025641025641	0.00462962962962963	0.722222222222222	-0.00178062678062678	0.999999455489177	FALSE	FALSE	FALSE	0	0.00265957446808511	0.00265957446808511	0.99993054153301	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0.0790308142032718	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	Neither	Non-sig
chr1	34750258	34751085	chr1:34750258-34751085	CpG_island	2	11.125	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	34842534	34843165	chr1:34842534-34843165	CpG_island	6	12.4375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	34930034	34930639	chr1:34930034-34930639	CpG_island	47	18.1037234042553	0.934738300336193	0.933521194509823	0.998697918095436	-0.00121710582637058	0.999999455489177	FALSE	FALSE	FALSE	0.017302794692685	0.014100576036677	-0.00320221865600799	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	36103537	36104186	chr1:36103537-36104186	CpG_island	46	18.5054347826087	0.894676514541	0.916815122946101	1.02474481898797	0.0221386084051014	0.0331449565381257	TRUE	TRUE	FALSE	0.0810361158991497	0.05805650086162	-0.0229796150375298	0.0152490048259521	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Both sig	mC Hyper
chr1	36269231	36269697	chr1:36269231-36269697	CpG_island	30	12.1833333333333	0.499323917559894	0.509948489327829	1.02127791478497	0.0106245717679352	0.999999455489177	FALSE	FALSE	FALSE	0.110658577157588	0.118142690843703	0.00748411368611523	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	36307616	36308213	chr1:36307616-36308213	CpG_island	8	12.109375	0	0	NA	0	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	-0.0759783575232956	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	36511763	36513006	chr1:36511763-36513006	CpG_island	6	11.625	0	0.00396825396825397	Inf	0.00396825396825397	0.999999455489177	FALSE	FALSE	FALSE	0	0.0238095238095238	0.0238095238095238	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	36683084	36683438	chr1:36683084-36683438	CpG_island	32	16.328125	0.910972831418731	0.91791068935417	1.00761587798907	0.00693785793543888	0.999999455489177	FALSE	FALSE	FALSE	0.0451050509350525	0.0443149282848645	-0.00079012265018797	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
chr1	36709621	36710148	chr1:36709621-36710148	CpG_island	5	12.5	0.0036231884057971	0	0	-0.0036231884057971	0.999999455489177	FALSE	FALSE	FALSE	0	0	0	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	Neither	Non-sig
chr1	36770808	36771193	chr1:36770808-36771193	CpG_island	8	11.15625	0.456179847130691	0.472597367661033	1.03598914032175	0.0164175205303421	0.999999455489177	FALSE	FALSE	FALSE	0.0859532514820499	0.061870271944698	-0.0240829795373518	0.99993054153301	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	-0.360066220596142	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Neither	Non-sig
