gene	chr	start	end	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	total_ctrl	total_mut	ratio_ctrl	ratio_mut	delta_ratio	dmr_status	chromatin_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Tlx2	chr6	83068323	83070292	0.0590094836670179	0.0118213058419244	-0.0471881778250935	0.114963832413879	FALSE	0.0260800842992624	0	-0.0260800842992624	0.228660568762272	FALSE	0.0850895679662803	0.0118213058419244	0.306501547987616	0	-0.306501547987616	Not DMR	Repressed_Promoter	NA	NA	NA	NA	NA	NA	-0.0362588837790466	0.879111620363276	3	-0.498590412256365	0.00155076153987324	2
Gm19668	chr10	77798386	77799132	0.266666666666667	0.347619047619048	0.0809523809523809	0.841688065298633	FALSE	0.372222222222222	0.138095238095238	-0.234126984126984	0.218189018650381	FALSE	0.638888888888889	0.485714285714286	0.582608695652174	0.284313725490196	-0.298294970161978	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Higd2a	chr13	54590206	54591157	0	0.00378787878787879	0.00378787878787879	0.828622974414179	FALSE	0.0286505424954792	0.00898203592814371	-0.0196685065673355	0.325644119558634	FALSE	0.0286505424954792	0.0127699147160225	1	0.703374777975133	-0.296625222024867	Not DMR	Active_Promoter	-0.75116979760808	0.000460326249017365	1	0.210646630768592	0.135070918698265	2	NA	NA	NA	NA	NA	NA
Spry2	chr14	105891946	105896818	0.0367776408768557	0.218929340339072	0.182151699462217	1.48075913660959e-65	TRUE	0.0467589850468296	0.0828703799851855	0.0361113949383559	6.11504201535647e-07	TRUE	0.0835366259236853	0.301799720324258	0.559742322960783	0.274587331943676	-0.285154991017108	Both mC+hmC DMR	Active_Promoter	0.0412890436526127	0.831141712335974	7	-0.693347122354466	1.54782857211005e-05	2	1.98744417092436	3.14009450165692e-19	1	0.47815220605272	1.50143285089461e-09	6
H3c8	chr13	23535421	23535950	0.0177949416931698	0.016815463292017	-0.000979478401152784	0.904316633145067	FALSE	0.00704225352112676	0	-0.00704225352112676	0.571639166412245	FALSE	0.0248371952142965	0.016815463292017	0.283536585365854	0	-0.283536585365854	Not DMR	Other	0.0251579148024777	0.922778449864192	1	NA	NA	NA	NA	NA	NA	0.819593662391312	8.88893224588547e-09	1
Gadd45g	chr13	51846677	51848467	0.0541140719962599	0.0324764982373678	-0.0216375737588921	0.249037652431523	FALSE	0.0937353903693315	0.0189923619271445	-0.0747430284421869	0.000453737685324981	TRUE	0.147849462365591	0.0514688601645123	0.63399209486166	0.369006849315068	-0.264985245546592	hmC DMR only	Active_Promoter	0.13375661175284	0.436642758257114	19	0.292000367136102	0.0428476125031066	3	1.00709467867727	2.44473876413819e-05	1	0.00423577910838643	0.981674589780516	14
Rpp25l	chr4	41712032	41713533	0.00796911421911422	0.0300532800532801	0.0220841658341658	0.127436414588391	FALSE	0.016215034965035	0.0236152736152736	0.00740023865023865	0.68029158496272	FALSE	0.0241841491841492	0.0536685536685537	0.670481927710843	0.440020682523268	-0.230461245187576	Not DMR	Active_Promoter	0.136109056611193	0.476084936557142	4	-0.188193425923373	0.185066485916116	1	NA	NA	NA	0.449546122463544	0.00125862430565798	2
Prxl2b	chr4	154895503	154899134	0.244451374811581	0.43952664399093	0.195075269179349	4.11066901237338e-17	TRUE	0.314318138503387	0.221102607709751	-0.0932155307936366	2.5274091455253e-05	TRUE	0.558769513314968	0.66062925170068	0.562518410567278	0.334684858626164	-0.227833551941114	Both mC+hmC DMR	Active_Promoter	0.00537223263971089	0.97981579006856	5	-0.361293528455006	0.0243980392492978	2	NA	NA	NA	-0.0678762653384376	0.748890149774096	1
Gsx1	chr5	147188695	147190946	0.0341666666666667	0.0572513996267662	0.0230847329600995	0.498312556748285	FALSE	0.0183333333333333	0.00816448946947481	-0.0101688438638585	0.55621554480141	FALSE	0.0525	0.065415889096241	0.349206349206349	0.124808965868569	-0.224397383337781	Not DMR	Repressed_Promoter	0.370442626690134	0.116890747493571	4	NA	NA	NA	-0.235116549233797	0.274884710079811	3	-0.761052402783912	2.23913266172268e-06	4
1700056E22Rik	chr1	184033029	184034300	0.0279365904365904	0.0738775297851308	0.0459409393485404	0.11820381525051	FALSE	0.0705994455994456	0.0717964726080849	0.00119702700863931	0.991729742080284	FALSE	0.098536036036036	0.145674002393216	0.716483516483516	0.492857142857143	-0.223626373626374	Not DMR	Active_Promoter	0.0709907170233782	0.682248156098493	8	-0.0399114913154849	0.799781756923387	1	-0.312888635212952	0.0906960416911273	1	0.502689837050593	1.11193134214192e-07	4
Tlx3	chr11	33200751	33203588	0.0910377358490566	0.0223214285714286	-0.068716307277628	0.0457101741412928	TRUE	0.0939858490566038	0.00892857142857143	-0.0850572776280323	0.00327869522411151	TRUE	0.18502358490566	0.03125	0.507966857871256	0.285714285714286	-0.22225257215697	Both mC+hmC DMR	Bivalent_Promoter	-2.23684704393388	1.1566810955871e-26	7	-1.97640893603237	5.07126251220603e-44	3	0.515958200312059	0.00307547577598569	2	-0.0448497268853212	0.781154676951821	4
H1f1	chr13	23763665	23764405	0.00833333333333333	0.00939538929969552	0.00106205596636219	0.983930780559504	FALSE	0.0634879725085911	0.018790778599391	-0.0446971939092	0.180201665119646	FALSE	0.0718213058419244	0.0281861678990866	0.883971291866029	0.666666666666667	-0.217304625199362	Not DMR	Active_Promoter	0.232989295674781	0.228365691053632	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm12184	chr11	48825345	48826654	0.568181818181818	0.62	0.0518181818181819	0.705907358381376	FALSE	0.244755244755245	0.06	-0.184755244755245	0.118958904325233	FALSE	0.812937062937063	0.68	0.301075268817204	0.0882352941176471	-0.212839974699557	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Junb	chr8	84976909	84978717	0.0062111801242236	0.00492610837438424	-0.00128507174983937	0.545771514047786	FALSE	0.0093167701863354	0.0032051282051282	-0.0061116419812072	0.337813842624822	FALSE	0.015527950310559	0.00813123657951244	0.6	0.394174757281553	-0.205825242718447	Not DMR	Active_Promoter	-0.155098962738275	0.336110475645524	4	-0.680447285558851	4.60698365342263e-08	1	NA	NA	NA	0.287857071448666	0.0986582797796	1
Hnrnpa0	chr13	58125878	58128555	0.0411085253717789	0.0628468835144135	0.0217383581426347	0.137415624996729	FALSE	0.0534432114882507	0.0353358673349255	-0.0181073441533252	0.109574964637231	FALSE	0.0945517368600295	0.098182750849339	0.565227178929201	0.359898933664511	-0.20532824526469	Not DMR	Active_Promoter	0.081027675559919	0.643936851113123	1	0.0988034905637906	0.539410732641682	1	NA	NA	NA	NA	NA	NA
Ripply2	chr9	87015536	87019916	0.259190101237345	0.458917240891547	0.199727139654202	5.53152240093366e-21	TRUE	0.357579677540307	0.277403661567684	-0.080176015972623	0.000109501088388827	TRUE	0.616769778777653	0.736320902459232	0.579761995227746	0.376742885664642	-0.203019109563104	Both mC+hmC DMR	Active_Promoter	0.210276764190477	0.176984819314975	5	-0.410655257809373	0.00434539553918227	3	NA	NA	NA	0.614332126838017	1.60659263425931e-09	5
Magea1	chrX	155088685	155089792	0.758333333333333	0.87962962962963	0.121296296296296	0.521368448245902	FALSE	0.191666666666667	0	-0.191666666666667	0.259517672412468	FALSE	0.95	0.87962962962963	0.201754385964912	0	-0.201754385964912	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mtln	chr2	127791387	127792487	0.0548957287833166	0.115514309171945	0.060618580388628	0.000886074583257733	TRUE	0.0334002453440393	0.0248944405348346	-0.00850580480920463	0.445623309514525	FALSE	0.0882959741273559	0.140408749706779	0.378275970950426	0.177299780724653	-0.200976190225773	mC DMR only	Active_Promoter	-0.1445823406126	0.428890853840173	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Krtap3-1	chr11	99566026	99566629	0.347826086956522	0.393518518518518	0.0456924315619968	0.303008630062373	FALSE	0.205434782608696	0.0810185185185185	-0.124416264090177	0.0840022039474505	FALSE	0.553260869565217	0.474537037037037	0.371316306483301	0.170731707317073	-0.200584599166227	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zcchc3	chr2	152411954	152415026	0.133601332753875	0.3182261208577	0.184624788103825	2.04667880792411e-26	TRUE	0.11484137331595	0.118817878028404	0.00397650471245477	0.865355163748265	FALSE	0.248442706069825	0.437043998886104	0.462244897959184	0.27186708507893	-0.190377812880253	mC DMR only	Active_Promoter	-0.320318532558111	0.0567780113104385	2	-0.463150627389762	0.00919056205660615	2	NA	NA	NA	NA	NA	NA
Ckb	chr12	111669360	111672337	0.0031055900621118	0.00817196443794909	0.00506637437583729	0.814832690487358	FALSE	0.0124223602484472	0.0129095116307393	0.000487151382292047	0.806848857553299	FALSE	0.015527950310559	0.0210814760686883	0.8	0.612362796071635	-0.187637203928365	Not DMR	Active_Promoter	0.123167721585669	0.477719953986117	4	0.00431947759458583	0.9788129629409	2	NA	NA	NA	-0.256661289568955	0.311884722199754	1
Sap30	chr8	57482706	57487859	0.310280937055226	0.533929182204203	0.223648245148977	1.05517746248828e-24	TRUE	0.168904161698017	0.105537411050212	-0.063366750647805	2.86267897350776e-05	TRUE	0.479185098753243	0.639466593254415	0.352482082889215	0.165039756827803	-0.187442326061412	Both mC+hmC DMR	Active_Promoter	0.0427124653395375	0.818212797053028	1	-0.813358570311884	3.14188600553205e-07	1	NA	NA	NA	0.747402963642258	3.60033715346968e-09	1
Fam181b	chr7	93079864	93081866	0.215689799832195	0.268131147540984	0.0524413477087889	0.332067911639416	FALSE	0.127472132326501	0.0605901639344262	-0.066881968392075	0.0501740079669872	FALSE	0.343161932158696	0.32872131147541	0.371463499825358	0.184320766008378	-0.18714273381698	Not DMR	Active_Enhancer	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syt1	chr10	108497649	109010981	0.581674597977739	0.760258971908446	0.178584373930707	1.7288823880601e-305	TRUE	0.270608422358017	0.117331923168614	-0.153276499189403	2.91748902985141e-305	TRUE	0.852283020335756	0.877590895077061	0.317510047602979	0.133697744389556	-0.183812303213424	Both mC+hmC DMR	Active_Promoter	-1.11266159150267	5.53047441505025e-11	31	-2.24063162710741	1.7280445459324e-42	14	3.83677376580842	1.08747855408839e-63	39	1.29872901696794	1.21005470711887e-40	70
Mrpl53	chr6	83109039	83109938	0.0133476504721811	0.0442952761963379	0.0309476257241568	0.00356107997710321	TRUE	0.0200108089657526	0.031677950453916	0.0116671414881633	0.277154573108884	FALSE	0.0333584594379338	0.0759732266502539	0.599872095502025	0.416962025316456	-0.18291007018557	mC DMR only	Active_Promoter	0.180558304508087	0.307558224263328	2	0.201173191242821	0.132566477596872	1	NA	NA	NA	NA	NA	NA
Rhob	chr12	8497660	8500008	0.105951652386781	0.075091987684914	-0.0308596647018669	0.221780258150702	FALSE	0.138616891064871	0.0469450076343521	-0.0916718834305194	0.000249858852911409	TRUE	0.244568543451652	0.122036995319266	0.566781357522678	0.384678494513383	-0.182102863009294	hmC DMR only	Active_Promoter	0.120668989666711	0.47904419662528	14	0.399964763335732	0.00874327427066001	4	-0.356711104860978	0.0469518353211857	6	0.368213216557989	0.00467077535665716	16
Gm3415	chr5	146556135	146558914	0.649350649350649	0.9375	0.288149350649351	0.0706601699849137	FALSE	0.142857142857143	0	-0.142857142857143	0.253380859263112	FALSE	0.792207792207792	0.9375	0.180327868852459	0	-0.180327868852459	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leng9	chr7	4147914	4150373	0.0589099018536305	0.0980392156862745	0.039129313832644	0.0292629605581402	TRUE	0.0768334823745018	0.062111801242236	-0.0147216811322658	0.352472026167597	FALSE	0.135743384228132	0.160151016928511	0.566020088650319	0.387832699619772	-0.178187389030547	mC DMR only	Active_Promoter	-0.273319988794265	0.123085643434278	2	0.0194898963000204	0.904884032531801	1	NA	NA	NA	NA	NA	NA
AY074887	chr9	54950229	54950997	0.10179539295393	0.193612637362637	0.0918172444087078	0.0579242998142369	FALSE	0.0851964769647696	0.0744505494505494	-0.0107459275142202	0.850679329180693	FALSE	0.186991869918699	0.268063186813187	0.455615942028985	0.277735075582885	-0.177880866446101	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gpr22	chr12	31706866	31713946	0.150405360382038	0.319400100412517	0.168994740030479	2.87548515060737e-41	TRUE	0.181945729833784	0.189805195369722	0.00785946553593864	0.632599967956956	FALSE	0.332351090215822	0.50920529578224	0.547450377598075	0.372747881732346	-0.17470249586573	mC DMR only	Active_Promoter	-0.107991529607986	0.539402579058214	7	-0.251275440726879	0.16454729180746	5	NA	NA	NA	1.00573169599638	1.2048174514233e-17	4
Tmem203	chr2	25255438	25256291	0.105060117019225	0.151282051282051	0.0462219342628267	0.0914317576299477	FALSE	0.0655500546518357	0.0402714932126697	-0.025278561439166	0.245530443966643	FALSE	0.17061017167106	0.191553544494721	0.384209534576974	0.210236220472441	-0.173973314104533	Not DMR	Active_Promoter	0.133493890517046	0.483812262257744	1	0.105302428517703	0.576742392506003	1	NA	NA	NA	NA	NA	NA
Sfn	chr4	133600555	133602167	0.0829166666666667	0.0891031822565092	0.0061865155898425	0.840377954046999	FALSE	0.0695833333333333	0.0363548698167792	-0.0332284635165542	0.286112186375677	FALSE	0.1525	0.125458052073288	0.456284153005464	0.28977709454266	-0.166507058462805	Not DMR	Repressed_Promoter	-0.157768114616474	0.464318776819724	4	NA	NA	NA	0.50823798726626	0.09560463467552	1	-0.355129183975941	0.0546834692227234	1
Gng3	chr19	8836932	8839193	0.013586847691137	0.0178675034728784	0.00428065578174139	0.656527278361851	FALSE	0.0352557170891906	0.0223490914154425	-0.0129066256737481	0.0868629366547157	FALSE	0.0488425647803276	0.0402165948883209	0.721823623467672	0.555718142659879	-0.166105480807793	Not DMR	Active_Promoter	0.073153569796841	0.681353010013411	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem238	chr7	4784556	4789655	0.490809909158533	0.694011761545121	0.203201852386588	2.5130820258608e-41	TRUE	0.302210175145955	0.191172870831965	-0.11103730431399	2.86762174872958e-16	TRUE	0.793020084304488	0.885184632377086	0.381087668682447	0.215969486861275	-0.165118181821173	Both mC+hmC DMR	Other	-0.142373729222424	0.445806862482237	1	-1.3077751235603	4.16600153559575e-09	1	NA	NA	NA	NA	NA	NA
Tprn	chr2	25262617	25269884	0.109075188933009	0.175345627997143	0.0662704390641343	3.41314330846771e-05	TRUE	0.177385679518381	0.146388123660851	-0.03099755585753	0.0965068236906521	FALSE	0.28646086845139	0.321733751657994	0.619231801108925	0.454997720650903	-0.164234080458022	mC DMR only	Active_Promoter	0.0673681884083467	0.705633671839414	3	0.0240962385773018	0.877619101039978	1	NA	NA	NA	0.0622734581958275	0.770468273951999	1
Fjx1	chr2	102449365	102452498	0.071569502020255	0.0573107798165138	-0.0142587222037413	0.404823001218356	FALSE	0.108122999422784	0.0448107798165138	-0.0633122196062705	0.00015764253770882	TRUE	0.179692501443039	0.102121559633028	0.601711248685901	0.438798427849523	-0.162912820836378	hmC DMR only	Active_Promoter	0.0758100995544214	0.735307152223904	4	0.0441370706498294	0.783129171190031	1	NA	NA	NA	0.617799020590145	2.92391913586215e-10	2
Tusc1	chr4	93334137	93335510	0.438555743243243	0.566773504273504	0.128217761030261	0.082002251858937	FALSE	0.414695945945946	0.271901709401709	-0.142794236544237	0.0316977762725299	TRUE	0.853251689189189	0.838675213675214	0.486018312298936	0.324203821656051	-0.161814490642885	hmC DMR only	Active_Promoter	0.133089720850516	0.474985822086452	6	0.347195730177415	0.125578010375457	1	NA	NA	NA	0.395070814315432	0.00705659756431159	1
H1f0	chr15	79028449	79030503	0.00318471337579618	0.00527893751181211	0.00209422413601593	0.804621590368471	FALSE	0.01055245701462	0.00815250073020291	-0.00239995628441707	0.747890633798635	FALSE	0.0137371703904162	0.013431438242015	0.768168168168168	0.606971538215542	-0.161196629952626	Not DMR	Active_Promoter	-0.0169787512958319	0.936350200396265	1	-0.367668519151871	0.00827707837389363	1	NA	NA	NA	NA	NA	NA
Zic5	chr14	122456794	122465676	0.0561165356830991	0.146538328328666	0.0904217926455666	1.72085633292028e-20	TRUE	0.0475986345955386	0.0622022296050636	0.014603595009525	0.0744870156849662	FALSE	0.103715170278638	0.208740557933729	0.458936088786835	0.297988231040426	-0.160947857746409	mC DMR only	Active_Promoter	-0.388583323990603	0.0155020341360069	3	-0.636091371043759	8.54173014802305e-05	1	NA	NA	NA	0.621548375085796	6.13341545237926e-11	2
Bhlha9	chr11	76672469	76673675	0.261904761904762	0.403571428571429	0.141666666666667	0.258800494308767	FALSE	0.523809523809524	0.414285714285714	-0.109523809523809	0.349011652229574	FALSE	0.785714285714286	0.817857142857143	0.666666666666667	0.506550218340611	-0.160116448326055	Not DMR	Other	-0.289373235759424	0.0516579092346204	5	-1.15027800893929	4.02732454849166e-09	1	NA	NA	NA	0.0624479473205651	0.791781314374946	1
Rnf208	chr2	25242928	25244261	0.213237626903553	0.322236834895063	0.108999207991509	0.00379053881744231	TRUE	0.3704394035533	0.29270096991616	-0.0777384336371397	0.0609026304581342	FALSE	0.583677030456853	0.614937804811223	0.634665036010328	0.475984672963821	-0.158680363046506	mC DMR only	Active_Promoter	-0.409714541058559	0.0338042718367262	1	-0.253760704825273	0.0665241198530628	1	NA	NA	NA	NA	NA	NA
Arf6	chr12	69372149	69373782	0.0787944807552651	0.150125	0.0713305192447349	0.141947615359878	FALSE	0.0958605664488017	0.0960833333333333	0.000222766884531586	0.965161051964777	FALSE	0.174655047204067	0.246208333333333	0.548856548856549	0.390252157725503	-0.158604391131045	Not DMR	Active_Promoter	0.0469630148362266	0.790161747100055	3	-0.229503680316686	0.0970813238961328	1	NA	NA	NA	0.0394280462869571	0.841778761533174	3
Plekhj1	chr10	80796098	80798625	0.0296860530082122	0.0627492900220173	0.0330632370138051	0.00151402793937296	TRUE	0.0539629876242739	0.0598136507227416	0.00585066309846776	0.717957670324649	FALSE	0.0836490406324861	0.122562940744759	0.645111853241228	0.488023952095808	-0.157087901145419	mC DMR only	Active_Promoter	0.0612121341267737	0.733737005702485	1	0.161616819940906	0.298582885729652	1	NA	NA	NA	NA	NA	NA
Vamp2	chr11	69088489	69092383	0.157116576736473	0.259849970652656	0.102733393916183	1.71867384952154e-07	TRUE	0.261930055253629	0.229357364751693	-0.0325726905019362	0.195802469997039	FALSE	0.419046631990102	0.489207335404349	0.625061831447474	0.468834680416474	-0.156227151031	mC DMR only	Active_Promoter	0.101669546058938	0.59406587439624	2	0.0540471305357474	0.712922676562297	1	NA	NA	NA	NA	NA	NA
Tnfsf13	chr11	69682845	69685783	0.214842209072978	0.359174745317121	0.144332536244143	1.20604090404225e-12	TRUE	0.236066497604959	0.211037627341439	-0.0250288702635197	0.305235637344494	FALSE	0.450908706677937	0.570212372658561	0.523535017418881	0.370103556956326	-0.153431460462555	mC DMR only	Other	-0.694721516454645	0.000111967153384523	1	-1.86829561365241	6.75611390704802e-37	1	NA	NA	NA	0.467702128354451	0.00968031671733668	1
AL731706.2	chr2	136885499	136885678	0.208333333333333	0.358333333333333	0.15	0.360983356772958	FALSE	0.458333333333333	0.416666666666667	-0.0416666666666667	0.9053631416639	FALSE	0.666666666666667	0.775	0.6875	0.53763440860215	-0.14986559139785	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ly6g6e	chr17	35076901	35078803	0.488224196689387	0.630315380883066	0.14209118419368	0.000329878176657234	TRUE	0.31980282375852	0.206909267345949	-0.112893556412571	0.00155969202262409	TRUE	0.808027020447907	0.837224648229015	0.395782338542647	0.247137094904724	-0.148645243637923	Both mC+hmC DMR	Other	-0.731971642056355	9.22369147043449e-06	1	-0.953733130173326	1.03267969649446e-05	1	NA	NA	NA	NA	NA	NA
Rpl18a	chr8	70894721	70897411	0.07600327486033	0.105180327402944	0.0291770525426144	0.0396654112737973	TRUE	0.0477413232482521	0.0327000322097804	-0.0150412910384717	0.157510870309	FALSE	0.123744598108582	0.137880359612725	0.385805311730542	0.237162365268175	-0.148642946462366	mC DMR only	Other	0.0425619737346115	0.817789442345537	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gclm	chr3	122245556	122270731	0.567034077690269	0.729589849419399	0.16255577172913	3.25468582541853e-115	TRUE	0.256997745225972	0.142777235569313	-0.114220509656659	1.99555212460926e-81	TRUE	0.824031822916241	0.872367084988712	0.311878422748844	0.163666463380104	-0.14821195936874	Both mC+hmC DMR	Active_Promoter	-0.0629769241599408	0.724726256266532	9	-1.32047172561438	1.19730373562672e-21	4	3.61791358160929	2.01381270351543e-29	1	1.58188468577145	1.04017049901628e-34	11
Gm11564	chr11	99814975	99815665	0.619047619047619	0.803076923076923	0.184029304029304	0.0911946299077092	FALSE	0.148809523809524	0.0392307692307692	-0.109578754578755	0.119014623122089	FALSE	0.767857142857143	0.842307692307692	0.193798449612403	0.0465753424657534	-0.14722310714665	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H2-Ke6	chr17	34026032	34028059	0.115917998191137	0.144304163802771	0.0283861656116345	0.37182343323259	FALSE	0.0870180551368372	0.0566146944977029	-0.0304033606391343	0.0697033478781734	FALSE	0.202936053327974	0.200918858300474	0.428795444228944	0.281778898091466	-0.147016546137478	Not DMR	Other	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Frat1	chr19	41829969	41832582	0.119069414844163	0.1910912126711	0.0720217978269364	5.91528862369835e-05	TRUE	0.0948822107476435	0.080639410506299	-0.0142428002413445	0.369669390261034	FALSE	0.213951625591807	0.271730623177399	0.443475063511165	0.296762321314274	-0.146712742196891	mC DMR only	Active_Promoter	-0.486475706997197	0.00278329916989182	1	-0.0323376313109085	0.855710143246356	1	NA	NA	NA	0.119150799564201	0.631101666153897	2
A330070K13Rik	chr5	130378777	130384630	0.341937169162223	0.512166751239315	0.170229582077092	5.42877506770584e-14	TRUE	0.350966514534683	0.288580090297566	-0.0623864242371175	0.004873756610225	TRUE	0.692903683696906	0.80074684153688	0.50651558476662	0.360388671335489	-0.146126913431131	Both mC+hmC DMR	Other	0.665421288691696	0.00477447824999896	39	-0.330476497341351	0.0185731391495056	16	NA	NA	NA	-0.469522200295962	0.00245859994639289	1
Cnfn	chr7	25367619	25369723	0.0442479450592463	0.0462197802197802	0.00197183516053388	0.941601815636005	FALSE	0.0354766395046792	0.0197362637362637	-0.0157403757684155	0.24728240627617	FALSE	0.0797245845639256	0.065956043956044	0.44498995759875	0.299233588803732	-0.145756368795018	Not DMR	Other	0.128444656909131	0.486646088547602	4	-0.00654679753163243	0.976183807968576	1	NA	NA	NA	-0.209135546239535	0.422825602080563	1
