gene	chr	start	end	modc_diff	mecp2_mean_fold	mark_category	modc_direction	mc_diff	hmc_diff	total_ctrl	total_mut	k27me3_overlap	k27ac_overlap
Plekhj1	chr10	80796098	80798625	0.0465086594437082	-0.0238501079075404	K27ac only (Active)	Hypermethylated	0.0383853919446311	0.00812326749907681	0.0995662111407678	0.146074870584476	FALSE	TRUE
Bhlhe40	chr6	108660628	108666924	0.191709122899395	-0.0535725783829829	K27ac only (Active)	Hypermethylated	0.216559777294325	-0.0248506543949298	0.553321413570666	0.745030536470061	FALSE	TRUE
Mrpl53	chr6	83109039	83109938	0.0293130804753251	-0.608132102426207	K27ac only (Active)	Hypermethylated	0.0273793807201065	0.00193369975521866	0.0637894507882898	0.0931025312636149	FALSE	TRUE
A330070K13Rik	chr5	130378777	130384630	0.130437197199571	2.1111518023123	K27ac only (Active)	Hypermethylated	0.185823966874757	-0.0553867696751865	0.67609216923556	0.806529366435131	FALSE	TRUE
Gclm	chr3	122245556	122270731	0.054284506797837	0.19308485749451	K27ac only (Active)	Hypermethylated	0.163626383332672	-0.109341876534835	0.816694449807307	0.870978956605144	FALSE	TRUE
Zic5	chr14	122456794	122465676	0.1031893121684	0.494482831220967	K27ac only (Active)	Hypermethylated	0.089333524155842	0.0138557880125574	0.106238502104203	0.209427814272603	FALSE	TRUE
Tnfsf13	chr11	69682845	69685783	0.138024571635523	-0.0756737838181283	K27ac only (Active)	Hypermethylated	0.146649608250268	-0.00862503661474565	0.424130892071911	0.562155463707434	FALSE	TRUE
Rpp25l	chr4	41712032	41713533	0.0345636189866748	-0.00856531346530689	K27ac only (Active)	Hypermethylated	0.021603370566631	0.0129602484200439	0.0227898252781963	0.0573534442648711	FALSE	TRUE
2310033P09Rik	chr11	59208320	59210737	0.029898290606994	-0.0219340822559924	Neither	Hypermethylated	0.0530013677976948	-0.0231030771907005	0.248123123123123	0.278021413730117	FALSE	FALSE
Abtb1	chr6	88835913	88841983	0.0980504031878401	0.171954000338213	K27ac only (Active)	Hypermethylated	0.148505571397798	-0.0504551682099579	0.612692222972597	0.710742626160437	FALSE	TRUE
Ubc	chr5	125385964	125390201	0.012362393419819	-0.327544140575373	Neither	Hypermethylated	0.0388835401206091	-0.02652114670079	0.250770325737412	0.263132719157231	FALSE	FALSE
AY074887	chr9	54950229	54950997	0.037385516928857	-0.000234959965421251	Neither	Hypermethylated	0.0742741350601505	-0.0368886181312936	0.359731456479719	0.397116973408576	FALSE	FALSE
Galnt7	chr8	57523827	57653031	0.0882328294001391	0.559356144307431	K27ac only (Active)	Hypermethylated	0.162788287901922	-0.0745554585017827	0.771851972067566	0.860084801467705	FALSE	TRUE
Atoh7	chr10	63099650	63101278	0.028106481737065	0.433204674049224	K27ac only (Active)	Hypermethylated	0.0371807929298745	-0.00907431119280984	0.163318155188698	0.191424636925763	FALSE	TRUE
Gpr62	chr9	106463961	106465937	0.064154020151689	-0.00617527279409132	K27ac only (Active)	Hypermethylated	0.040102355177244	0.0240516649744451	0.102896951606346	0.167050971758035	FALSE	TRUE
Mcu	chr10	59446983	59616691	0.047719718005406	0.0982585092657566	K27ac only (Active)	Hypermethylated	0.142137210855473	-0.0944174928500678	0.8223581638186	0.870077881824006	FALSE	TRUE
Gpr68	chr12	100876681	100908197	0.075464363732084	0.63982706816836	K27ac only (Active)	Hypermethylated	0.162567747047773	-0.0871033833156893	0.806297734856909	0.881762098588993	FALSE	TRUE
Samd10	chr2	181595217	181599211	0.051723359318358	0.0196455132048563	K27ac only (Active)	Hypermethylated	0.0961683679914814	-0.0444450086731226	0.510726062805468	0.562449422123826	FALSE	TRUE
Scd2	chr19	44293673	44306863	0.062289550064848	0.0576885536511589	K27ac only (Active)	Hypermethylated	0.0920971237060903	-0.0298075736412426	0.435670069487313	0.497959619552161	FALSE	TRUE
Tmem88	chr11	69396518	69398233	0.14397378419943	0.0166601947243156	K27ac only (Active)	Hypermethylated	0.131744786095412	0.0122289981040185	0.290858436561562	0.434832220760992	FALSE	TRUE
Bhlhe41	chr6	145858242	145865557	0.075647834955178	-0.0523749422984442	K27ac only (Active)	Hypermethylated	0.102419237463644	-0.0267714025084663	0.449532534864924	0.525180369820102	FALSE	TRUE
Tssk5	chr15	76371951	76374937	0.0580865018916841	-0.0440373665323414	K27ac only (Active)	Hypermethylated	0.137817160825713	-0.0797306589340282	0.781643658279663	0.839730160171347	FALSE	TRUE
Cnr1	chr4	33924592	33948830	0.16741390937226	0.982511496368871	K27ac only (Active)	Hypermethylated	0.156555408467778	0.0108585009044822	0.503617356283565	0.671031265655825	FALSE	TRUE
Lrrn1	chr6	107529767	107570213	0.068433866835197	0.160712428494809	K27ac only (Active)	Hypermethylated	0.137802817859855	-0.0693689510246577	0.760075181631543	0.82850904846674	FALSE	TRUE
Amigo1	chr3	108186334	108192285	0.0566143385805911	0.010336552908574	K27ac only (Active)	Hypermethylated	0.135919939262634	-0.0793056006820435	0.777058595464758	0.833672934045349	FALSE	TRUE
Inka2	chr3	105704598	105720841	0.147611198340801	0.0253489964749118	K27ac only (Active)	Hypermethylated	0.168496128492795	-0.0208849301519937	0.618508415169788	0.766119613510589	FALSE	TRUE
Btbd17	chr11	114791216	114795944	0.166618470976252	0.0151782854791797	K27ac only (Active)	Hypermethylated	0.137029780082412	0.0295886908938406	0.451837717876391	0.618456188852643	FALSE	TRUE
Scg2	chr1	79434668	79440119	0.139449821435483	0.258193216227918	K27ac only (Active)	Hypermethylated	0.164124260301168	-0.0246744388656844	0.557000810284462	0.696450631719945	FALSE	TRUE
Ccnq	chr11	78750505	78751728	0.020118924091411	0.128526049388279	Neither	Hypermethylated	0.0679723613423291	-0.0478534372509179	0.446476859826365	0.466595783917776	FALSE	FALSE
Zic4	chr9	91362412	91389347	0.150899910432509	1.00801702250324	K27ac only (Active)	Hypermethylated	0.129079921350548	0.021819989081962	0.164750738878686	0.315650649311195	FALSE	TRUE
Mcam	chr9	44134468	44142726	0.050948369304888	-0.0380405961934001	K27ac only (Active)	Hypermethylated	0.132332402499776	-0.0813840331948875	0.785024916098938	0.835973285403826	FALSE	TRUE
Otud1	chr2	19657751	19660582	0.064245430063126	0.220949280568434	K27ac only (Active)	Hypermethylated	0.102767503570984	-0.0385220735078587	0.51993129941814	0.584176729481266	FALSE	TRUE
Ackr1	chr1	173331885	173333749	0.041115617558917	0.0268520555119701	K27ac only (Active)	Hypermethylated	0.057766891473379	-0.0166512739144622	0.30488159969273	0.345997217251647	FALSE	TRUE
Nab2	chr10	127660917	127668567	0.062205453853387	-0.0192653543882894	K27ac only (Active)	Hypermethylated	0.0554370769473903	0.00676837690599606	0.130505481132779	0.192710934986166	FALSE	TRUE
Thrsp	chr7	97412937	97417729	0.166084214309598	0.815060520141009	K27ac only (Active)	Hypermethylated	0.159260984346886	0.00682322996271173	0.502836398161354	0.668920612470952	FALSE	TRUE
Kctd12	chr14	102976580	102982636	0.108881453354441	0.0336439011041384	K27ac only (Active)	Hypermethylated	0.132547190244836	-0.0236657368903954	0.514642619056753	0.623524072411194	FALSE	TRUE
Rasl11b	chr5	74195285	74199480	0.0733643980185019	0.012794950054816	K27ac only (Active)	Hypermethylated	0.12541088436625	-0.0520464863477479	0.649181512447859	0.722545910466361	FALSE	TRUE
Hmgcl	chr4	135946447	135962616	0.080600755403442	-0.0627899030237649	K27ac only (Active)	Hypermethylated	0.140669505661283	-0.06006875025784	0.690857432041643	0.771458187445085	FALSE	TRUE
Ccndbp1	chr2	121008402	121016903	0.062072008098217	-0.0166568319509409	K27ac only (Active)	Hypermethylated	0.131145159902574	-0.0690731518043568	0.74229440603639	0.804366414134607	FALSE	TRUE
Tmem64	chr4	15265830	15286752	0.087403739239428	0.309118517397075	K27ac only (Active)	Hypermethylated	0.153634974562263	-0.0662312353228351	0.803568105550045	0.890971844789473	FALSE	TRUE
Taar5	chr10	23970705	23971718	0.03170567887381	0.094190786277537	Neither	Hypermethylated	0.0757618965355861	-0.0440562176617755	0.499012077607813	0.530717756481623	FALSE	FALSE
Nrn1	chr13	36725360	36735130	0.041317951723691	0.0309980538563516	K27me3 + K27ac (Bivalent)	Hypermethylated	0.0334586947934856	0.00785925693020544	0.102329458769218	0.143647410492909	TRUE	TRUE
Mpp3	chr11	101999651	102028460	0.08033895291673	0.0314246988826423	K27ac only (Active)	Hypermethylated	0.126199376744528	-0.0458604238277978	0.655362253035644	0.735701205952374	FALSE	TRUE
Boc	chr16	44485048	44558896	0.1109924989071	0.928482950277369	K27ac only (Active)	Hypermethylated	0.128611993779712	-0.0176194948726115	0.518787329943506	0.629779828850606	FALSE	TRUE
Xk	chrX	9272755	9313249	0.02958198912789	1.51301884978285	K27ac only (Active)	Hypermethylated	0.118002013647643	-0.0884200245197536	0.838789823057326	0.868371812185216	FALSE	TRUE
Cd300ld3	chr11	115042130	115048408	0.169111145548265	0.69220632099265	Neither	Hypermethylated	0.161333435039462	0.00777771050880327	0.657673315193922	0.826784460742187	FALSE	FALSE
Ccsap	chr8	123840830	123860208	0.056901719515006	-0.0180373454456435	K27ac only (Active)	Hypermethylated	0.119898763476033	-0.0629970439610273	0.731404150322374	0.78830586983738	FALSE	TRUE
Rnf182	chr13	43615709	43670944	0.0892748587712939	0.58147091982508	K27ac only (Active)	Hypermethylated	0.129429705158798	-0.0401548463875043	0.690342532253267	0.779617391024561	FALSE	TRUE
Rnf227	chr11	69340460	69342640	0.0509735657035429	0.0993940486694643	Neither	Hypermethylated	0.118816001819883	-0.0678424361163397	0.752125277276487	0.80309884298003	FALSE	FALSE
Zfp608	chr18	54888047	54992554	0.059677821504327	0.447774782522568	K27ac only (Active)	Hypermethylated	0.12394714759679	-0.0642693260924636	0.743842980305742	0.803520801810069	FALSE	TRUE
Tmem109	chr19	10870659	10882000	0.069687147902259	0.0193734222242374	K27ac only (Active)	Hypermethylated	0.106349905578196	-0.036662757675936	0.602971901486566	0.672659049388825	FALSE	TRUE
Lpcat3	chr6	124663026	124704417	0.0597587573495859	0.0219551454983078	K27ac only (Active)	Hypermethylated	0.128894897260965	-0.0691361399113782	0.783096419623401	0.842855176972987	FALSE	TRUE
Prag1	chr8	36094827	36147786	0.078978017756698	0.208261704137572	K27ac only (Active)	Hypermethylated	0.123800456695648	-0.0448224389389501	0.67704096344867	0.756018981205368	FALSE	TRUE
Flrt3	chr2	140650913	140671468	0.118379803494347	0.239794129259855	K27ac only (Active)	Hypermethylated	0.162552480848417	-0.0441726773540707	0.640432749620056	0.758812553114403	FALSE	TRUE
Slc39a1	chr3	90248171	90253611	0.075261365126224	-0.196029874072911	K27ac only (Active)	Hypermethylated	0.126173479392043	-0.0509121142658193	0.633930942380979	0.709192307507203	FALSE	TRUE
Syn2	chr6	115134901	115282005	0.063622456744365	0.402040842224421	K27ac only (Active)	Hypermethylated	0.130328694883986	-0.0667062381396212	0.784619244108243	0.848241700852608	FALSE	TRUE
Enkd1	chr8	105703650	105708209	0.235278262826778	-0.0525243577733684	K27ac only (Active)	Hypermethylated	0.191927179565295	0.0433510832614834	0.472133618625497	0.707411881452275	FALSE	TRUE
Syt4	chr18	31437807	31447405	0.164421784424365	0.190454911319849	K27ac only (Active)	Hypermethylated	0.12714936839884	0.0372724160255243	0.296247179921318	0.460668964345683	FALSE	TRUE
Rps6ka5	chr12	100548438	100726982	0.029591096717418	-0.0336224816601621	K27ac only (Active)	Hypermethylated	0.115988850712457	-0.0863977539950389	0.849299378862525	0.878890475579943	FALSE	TRUE
Exoc3l	chr8	105289923	105296100	0.179479336924016	0.0160039355721081	K27ac only (Active)	Hypermethylated	0.176934946660433	0.00254439026358233	0.555728862473031	0.735208199397047	FALSE	TRUE
Scd1	chr19	44394454	44407878	0.20565406161598	-0.027327387747544	K27ac only (Active)	Hypermethylated	0.179788554883271	0.025865506732709	0.500059731318167	0.705713792934147	FALSE	TRUE
Max	chr12	76937268	76962200	0.085805058678499	0.527488099302425	K27ac only (Active)	Hypermethylated	0.133463477635117	-0.0476584189566179	0.717202718700382	0.803007777378881	FALSE	TRUE
Slc16a13	chr11	70216788	70221063	0.15282720315043	0.00579908695513585	K27ac only (Active)	Hypermethylated	0.142245862144334	0.0105813410060958	0.480854756400899	0.633681959551329	FALSE	TRUE
Chka	chr19	3851772	3894368	0.068707542187148	-0.105297637994353	K27ac only (Active)	Hypermethylated	0.12670803290434	-0.0580004907171924	0.750479663190037	0.819187205377185	FALSE	TRUE
Preb	chr5	30950852	30960360	0.05894218870178	0.0478577440862425	K27ac only (Active)	Hypermethylated	0.106157132084283	-0.0472149433825025	0.620489512084258	0.679431700786038	FALSE	TRUE
Vamp2	chr11	69088489	69092383	0.048155635513406	-0.0359574277410779	K27ac only (Active)	Hypermethylated	0.0687559869216162	-0.0206003514082101	0.428748666607405	0.476904302120811	FALSE	TRUE
Ndst3	chr3	123526165	123690852	0.0631355788946789	1.04870015547613	K27ac only (Active)	Hypermethylated	0.1204049212253	-0.0572693423306202	0.740373811421774	0.803509390316453	FALSE	TRUE
Rnf208	chr2	25242928	25244261	0.097139616309963	-0.0171227542011618	K27ac only (Active)	Hypermethylated	0.109504037394609	-0.0123644210846454	0.576267849020818	0.673407465330781	FALSE	TRUE
Bloc1s1	chr10	128917881	128924034	0.157641230853972	-0.0340271198351903	K27ac only (Active)	Hypermethylated	0.13833494002856	0.0193062908254125	0.340174739675104	0.497815970529076	FALSE	TRUE
Rpl37a	chr1	72711289	72713812	0.00680241841642204	0.174412612761099	K27ac only (Active)	Hypermethylated	0.0418327302048797	-0.0350303117884576	0.35277350958833	0.359575928004752	FALSE	TRUE
Barhl2	chr5	106452522	106458165	0.0892525641872619	0.342625829133281	K27ac only (Active)	Hypermethylated	0.0599344596016404	0.029318104585622	0.0239358565903101	0.113188420777572	FALSE	TRUE
Nab1	chr1	52457293	52500678	0.035088881273812	0.255493781492924	K27ac only (Active)	Hypermethylated	0.106783623864911	-0.0716947425910995	0.788931169474827	0.824020050748639	FALSE	TRUE
Hr	chr14	70552211	70573547	0.151987162304591	0.0866454615679212	K27ac only (Active)	Hypermethylated	0.156196714861968	-0.00420955255737709	0.58184782170399	0.733834984008581	FALSE	TRUE
Thap11	chr8	105855131	105856949	0.0857929644155537	-0.000312949619832822	K27ac only (Active)	Hypermethylated	0.0464497526174727	0.0393432117980809	0.0927809742101453	0.178573938625699	FALSE	TRUE
Foxn2	chr17	88440710	88490532	0.0814236097183031	0.954490546523768	K27ac only (Active)	Hypermethylated	0.122230804570348	-0.0408071948520444	0.737564845807321	0.818988455525624	FALSE	TRUE
Lgi1	chr19	38264535	38312213	0.068191029787374	0.195290193966369	K27ac only (Active)	Hypermethylated	0.137128718547332	-0.0689376887599581	0.786765675621704	0.854956705409078	FALSE	TRUE
Egr1	chr18	34859822	34864983	0.078396088376907	-0.0294879213983511	K27ac only (Active)	Hypermethylated	0.0973231926993094	-0.0189271043224022	0.472847359808369	0.551243448185276	FALSE	TRUE
Ndufb7	chr8	83566670	83571625	0.035316965842372	-0.0980082099219471	K27ac only (Active)	Hypermethylated	0.0755218872281166	-0.0402049213857446	0.519052930013267	0.554369895855639	FALSE	TRUE
Cox8a	chr19	7215152	7217615	0.091604480367571	-0.082628187987185	Neither	Hypermethylated	0.0624938205287956	0.0291106598387761	0.299535001897725	0.391139482265296	FALSE	FALSE
Zfp687	chr3	95006589	95015447	0.044615302111963	-0.133106686348809	K27ac only (Active)	Hypermethylated	0.0943543140496558	-0.0497390119376933	0.66053376340572	0.705149065517683	FALSE	TRUE
Pram1	chr17	33638055	33645705	0.0174938391796	-0.0806658989130328	Neither	Hypermethylated	0.102149801285227	-0.0846559621056269	0.875962451923495	0.893456291103095	FALSE	FALSE
Mus81	chr19	5482344	5488401	0.117073480842522	-0.0211525641297032	K27ac only (Active)	Hypermethylated	0.0961291111807684	0.0209443696617529	0.346842570930586	0.463916051773108	FALSE	TRUE
Exph5	chr9	53301669	53377513	0.073052719007321	0.130161238295548	K27ac only (Active)	Hypermethylated	0.11082889304928	-0.0377761740419593	0.633058195960956	0.706110914968277	FALSE	TRUE
Ndor1	chr2	25244818	25246862	0.075937783061655	-0.17836164553661	K27ac only (Active)	Hypermethylated	0.112035352865939	-0.036097569804285	0.523613548956793	0.599551332018448	FALSE	TRUE
Sptssb	chr3	69819541	69859939	0.025788968196484	0.248524972693667	K27ac only (Active)	Hypermethylated	0.107583073441373	-0.0817941052448886	0.856262368241366	0.88205133643785	FALSE	TRUE
Nr0b2	chr4	133553375	133556535	0.00539459282690202	0.00690182588101047	K27ac only (Active)	Hypermethylated	0.0864764058114399	-0.0810818129845374	0.815150012589835	0.820544605416737	FALSE	TRUE
Cpeb2	chr5	43233169	43289723	0.070684377106493	0.274525683669698	K27ac only (Active)	Hypermethylated	0.120545259485309	-0.0498608823788154	0.728807710766121	0.799492087872614	FALSE	TRUE
Hgh1	chr15	76368897	76371436	0.014423411485854	-0.157570723407937	K27ac only (Active)	Hypermethylated	0.0869020953363658	-0.0724786838505113	0.755673515577789	0.770096927063643	FALSE	TRUE
Ddit3	chr10	127290828	127293752	0.00700179403509499	-0.0332043176795583	K27ac only (Active)	Hypermethylated	0.0391347537404798	-0.0321329597053848	0.358535757342836	0.365537551377931	FALSE	TRUE
Itgb5	chr16	33829664	33949337	0.03789201126454	0.546653378927155	K27ac only (Active)	Hypermethylated	0.112936191470343	-0.0750441802058035	0.832349478579496	0.870241489844036	FALSE	TRUE
Cryab	chr9	50751324	50756635	0.0115501224628429	-0.161606840624386	Neither	Hypermethylated	0.0806752190076967	-0.0691250965448542	0.720819473755623	0.732369596218466	FALSE	FALSE
Pkib	chr10	57631980	57741111	0.043343079312693	0.0905229970644146	K27ac only (Active)	Hypermethylated	0.111491249913283	-0.0681481706005901	0.815804307534462	0.859147386847155	FALSE	TRUE
4833439L19Rik	chr13	54551217	54565434	0.044378212879156	0.0433385974978133	K27ac only (Active)	Hypermethylated	0.0930258982587455	-0.0486476853795895	0.627607427314305	0.671985640193461	FALSE	TRUE
Mlf2	chr6	124931385	124937237	0.016146848003467	-0.0271030053287809	K27ac only (Active)	Hypermethylated	0.078489276621209	-0.0623424286177419	0.676611006007349	0.692757854010816	FALSE	TRUE
Rgmb	chr17	15803187	15831038	0.038953406181744	0.116156697299987	K27me3 + K27ac (Bivalent)	Hypermethylated	0.0887466264999109	-0.0497932203181667	0.599518337336441	0.638471743518185	TRUE	TRUE
Cox6a1	chr5	115345641	115348980	0.03403351340338	0.000110913124839553	Neither	Hypermethylated	0.0653796561200791	-0.0313461427166996	0.4388358886888	0.47286940209218	FALSE	FALSE
Cend1	chr7	141426445	141429490	0.055580251826428	-0.0518251768414849	K27ac only (Active)	Hypermethylated	0.0873201273140664	-0.0317398754876377	0.552554278820786	0.608134530647214	FALSE	TRUE
Sesn1	chr10	41809934	41908423	0.071777942020319	0.171689102134887	K27ac only (Active)	Hypermethylated	0.120693588980564	-0.0489156469602452	0.725607116326002	0.797385058346321	FALSE	TRUE
Wipf3	chr6	54429602	54503767	0.069338537192239	0.272433022707423	K27ac only (Active)	Hypermethylated	0.131948765301587	-0.0626102281093484	0.8050064557273	0.874344992919539	FALSE	TRUE
Pdrg1	chr2	153008889	153015426	0.096170666399042	0.141636347750813	K27ac only (Active)	Hypermethylated	0.122667214136705	-0.0264965477376624	0.552200154052245	0.648370820451287	FALSE	TRUE
E2f3	chr13	29906574	29986062	0.0151401909953539	0.246070738545105	K27ac only (Active)	Hypermethylated	0.101446419095902	-0.0863062281005483	0.903224357163204	0.918364548158558	FALSE	TRUE
Ndufc2	chr7	97400002	97407801	0.026605531821536	0.0282471168443884	K27ac only (Active)	Hypermethylated	0.0781780305506964	-0.0515724987291604	0.627843812767825	0.654449344589361	FALSE	TRUE
Cdkn2d	chr9	21288409	21291406	0.08305815879205	-0.0760747577760781	K27ac only (Active)	Hypermethylated	0.0892205137224003	-0.00616235493034972	0.459811649746373	0.542869808538423	FALSE	TRUE
Unc5c	chr3	141465215	141834923	0.034369196493214	0.222387069228765	K27ac only (Active)	Hypermethylated	0.106550556235555	-0.0721813597423415	0.837512642475855	0.871881838969069	FALSE	TRUE
Plekhf1	chr7	38216971	38228015	0.13946568247196	0.161855069504655	K27ac only (Active)	Hypermethylated	0.168498151688174	-0.0290324692162142	0.688489754585837	0.827955437057797	FALSE	TRUE
Hus1b	chr13	30946572	30947758	0.0451659915903451	-0.0598815967357578	Neither	Hypermethylated	0.105472988314836	-0.0603069967244916	0.764330492235253	0.809496483825598	FALSE	FALSE
Ndufb4	chr16	37647169	37654452	0.0346126660377191	-0.0031993834596343	K27ac only (Active)	Hypermethylated	0.0965861367557374	-0.0619734707180183	0.73314692931852	0.767759595356239	FALSE	TRUE
Galt	chr4	41755227	41758694	0.0649441114360381	-0.117660905412622	K27ac only (Active)	Hypermethylated	0.108727340978765	-0.0437832295427281	0.615653339991508	0.680597451427546	FALSE	TRUE
Krt24	chr11	99279958	99285261	0.126887435608858	0.945307962612713	K27ac only (Active)	Hypermethylated	0.138092706726149	-0.0112052711172921	0.612590319152653	0.739477754761511	FALSE	TRUE
Caln1	chr5	130369454	130847411	0.037013350878025	0.36630868141067	K27ac only (Active)	Hypermethylated	0.1067487923351	-0.0697354414570755	0.829352674234666	0.866366025112691	FALSE	TRUE
Gmppa	chr1	75435929	75443178	0.0954538501719361	-0.0380311283568773	K27ac only (Active)	Hypermethylated	0.117566902960082	-0.0221130527881466	0.526472491864212	0.621926342036148	FALSE	TRUE
Tprn	chr2	25262617	25269884	0.041872448136121	-0.043542147809292	K27ac only (Active)	Hypermethylated	0.0551294465158805	-0.0132569983797595	0.355816987892348	0.397689436028469	FALSE	TRUE
Tmem86b	chr7	4628039	4631421	0.093782836674455	-0.0328736188839783	Neither	Hypermethylated	0.140266684517456	-0.046483847843001	0.727224453565408	0.821007290239863	FALSE	FALSE
Ypel3	chr7	126776954	126780513	0.093815759326767	-0.0105332117712555	K27ac only (Active)	Hypermethylated	0.0971808436155288	-0.00336508428876231	0.387662457869066	0.481478217195833	FALSE	TRUE
Ntn4	chr10	93640680	93747206	0.0592877552075399	0.659869936504872	K27ac only (Active)	Hypermethylated	0.119170223074622	-0.0598824678670815	0.789190121960409	0.848477877167949	FALSE	TRUE
Cyb5d1	chr11	69391924	69395630	0.025210215554777	-0.0427515278649569	K27ac only (Active)	Hypermethylated	0.0472217704394321	-0.0220115548846553	0.27369694413487	0.298907159689647	FALSE	TRUE
Itm2c	chr1	85894280	85908674	0.137839885239937	-0.0503086684025741	K27ac only (Active)	Hypermethylated	0.146151617649357	-0.00831173240941976	0.57679531770119	0.714635202941127	FALSE	TRUE
Des	chr1	75360328	75368578	0.0694468216837291	0.0206628163860726	K27ac only (Active)	Hypermethylated	0.131865346967163	-0.0624185252834346	0.786885383385651	0.85633220506938	FALSE	TRUE
Ndufa2	chr18	36742331	36744556	0.00645960473986695	0.083700683285283	Neither	Hypermethylated	0.0737770452091765	-0.06731744046931	0.727046207897994	0.733505812637861	FALSE	FALSE
Slc16a1	chr3	104638667	104658461	0.0291888698678491	-0.0114836745897287	K27ac only (Active)	Hypermethylated	0.0993287819030268	-0.0701399120351782	0.795716223012679	0.824905092880528	FALSE	TRUE
Pla2g3	chr11	3488283	3499349	0.020474846778659	-0.0226161954262423	Neither	Hypermethylated	0.096577335298426	-0.0761024885197666	0.854359200901185	0.874834047679844	FALSE	FALSE
Nptx1	chr11	119538718	119547752	0.036975137037764	0.0465640535668581	K27ac only (Active)	Hypermethylated	0.0477528051190744	-0.0107776680813103	0.309430705156783	0.346405842194547	FALSE	TRUE
Trp53bp2	chr1	182409171	182462431	0.042464002240785	0.507534440156029	K27ac only (Active)	Hypermethylated	0.112060092025534	-0.0695960897847486	0.831738653920834	0.874202656161619	FALSE	TRUE
Fam78b	chr1	167001416	167091301	0.051940435402452	0.299588041201039	K27ac only (Active)	Hypermethylated	0.114355846290295	-0.0624154108878435	0.827564603885271	0.879505039287723	FALSE	TRUE
Mycbp	chr4	123904831	123912268	0.00248389954712303	-0.0206174840110779	Neither	Hypermethylated	0.072803225883806	-0.070319326336683	0.754043718264252	0.756527617811375	FALSE	FALSE
Fndc5	chr4	129136998	129144592	0.113263262275811	-0.0104163689859782	K27ac only (Active)	Hypermethylated	0.119367321188313	-0.00610405891250204	0.58260104816655	0.695864310442361	FALSE	TRUE
Pfn1	chr11	70651849	70654643	0.0142369209541801	0.00103052102473689	Neither	Hypermethylated	0.053880716892607	-0.0396437959384275	0.505699181501633	0.519936102455813	FALSE	FALSE
Purb	chr11	6467598	6475916	0.05659999384328	-0.0467022365887993	Neither	Hypermethylated	0.0390614490342453	0.0175385448090347	0.148507931382971	0.205107925226251	FALSE	FALSE
Asf1a	chr10	53596756	53609224	0.031490096082487	-0.0874133669577695	Neither	Hypermethylated	0.0781292357210233	-0.0466391396385359	0.579548427579011	0.611038523661498	FALSE	FALSE
Rgcc	chr14	79288755	79301644	0.025755202747772	-0.00928341302672832	K27ac only (Active)	Hypermethylated	0.0867860898172321	-0.0610308870694601	0.727775775969392	0.753530978717164	FALSE	TRUE
Rab4a	chr8	123805984	123835286	0.069934752351923	0.0157466809678223	K27ac only (Active)	Hypermethylated	0.112028192558062	-0.0420934402061394	0.714193307098551	0.784128059450474	FALSE	TRUE
