chr	start	end	mc_mod_difference	mc_qvalue	mc_significant	mc_direction	anchor_group	region_type	hmc_mod_difference	hmc_qvalue	hmc_significant	hmc_direction
chr1	5016557	5018557	0.00815808380936328	0.787288796821603	FALSE	Hypermethylated	Background	Shore	0.00619602134655023	0.833426402016489	FALSE	Hypermethylated
chr1	5019711	5021711	-0.0742229966043514	0.000389414257262139	TRUE	Hypomethylated	Background	Shore	-0.0396883980702771	0.0269219289445081	TRUE	Hypomethylated
chr1	5081039	5083039	0.0484458048230076	0.225550689098034	FALSE	Hypermethylated	Background	Shore	-0.0471352845373335	0.335385441895159	FALSE	Hypomethylated
chr1	5083536	5085536	0.0065057552083781	0.648191016596788	FALSE	Hypermethylated	Background	Shore	-0.0347586600518034	0.0544536404336828	FALSE	Hypomethylated
chr1	5914428	5916428	-0.0300561150946882	0.199119261136947	FALSE	Hypomethylated	Background	Shore	0.0101780443349944	0.381982724109938	FALSE	Hypermethylated
chr1	5917474	5919474	0.00785260058203141	0.890162888256865	FALSE	Hypermethylated	Background	Shore	0.0040962596169764	0.810888209996789	FALSE	Hypermethylated
chr1	6212430	6214430	0.0540946633164741	0.000569558335742901	TRUE	Hypermethylated	Background	Shore	-0.0318481455713331	0.104156694597166	FALSE	Hypomethylated
chr1	6215332	6217332	0.0401479855923442	0.0192834080192323	TRUE	Hypermethylated	Background	Shore	-0.00296741335030601	0.95177536865415	FALSE	Hypomethylated
chr1	6357082	6359082	0.0122043088653617	0.696192437782809	FALSE	Hypermethylated	Background	Shore	0.00417512263623412	0.878148377741717	FALSE	Hypermethylated
chr1	6359442	6361442	-0.0405615690196737	0.0239930176759199	TRUE	Hypomethylated	Background	Shore	0.00688982003210246	0.680516734897064	FALSE	Hypermethylated
chr1	6380891	6382891	-0.102182591583685	4.3255346929519e-09	TRUE	Hypomethylated	Background	Shore	-0.00854252038374292	0.73662621467576	FALSE	Hypomethylated
chr1	6383203	6385203	-0.0346010635615712	0.204817405520292	FALSE	Hypomethylated	Background	Shore	-0.0351769879163805	0.189518071684456	FALSE	Hypomethylated
chr1	6439200	6441200	-0.005002552129451	0.827456794267074	FALSE	Hypomethylated	Background	Shore	0.00255032771677544	0.906370948094236	FALSE	Hypermethylated
chr1	6441612	6443612	0.00545040432023236	0.843570874863153	FALSE	Hypermethylated	Background	Shore	-0.000501376203646459	0.988034699734093	FALSE	Hypomethylated
chr1	7086491	7088491	0.0451065467794148	0.0298086561645922	TRUE	Hypermethylated	Background	Shore	-0.0226432995342499	0.344501250424541	FALSE	Hypomethylated
chr1	7089271	7091271	0.0795392904424007	1.20466467982131e-10	TRUE	Hypermethylated	Background	Shore	-0.00135981114113273	0.942511308668456	FALSE	Hypomethylated
chr1	7395746	7397746	0.010518917955996	0.664152137059651	FALSE	Hypermethylated	Background	Shore	-0.00113886575088483	0.936579068874335	FALSE	Hypomethylated
chr1	7398594	7400594	0.0266491658658824	0.383105432229443	FALSE	Hypermethylated	Background	Shore	0.0216050835905499	0.616250819510282	FALSE	Hypermethylated
chr1	9297215	9299215	-0.021723100508268	0.293295839771322	FALSE	Hypomethylated	Background	Shore	0.0386319135294649	2.19506263134069e-05	TRUE	Hypermethylated
chr1	9300020	9302020	-0.0483924883137125	0.00921473548617496	TRUE	Hypomethylated	Background	Shore	0.0160629378298505	0.238606277335706	FALSE	Hypermethylated
chr1	9543269	9545269	-0.0156512562330348	0.525305417135798	FALSE	Hypomethylated	Background	Shore	0.000442583845868465	0.981509813253807	FALSE	Hypermethylated
chr1	9546268	9548268	0.0591527173028429	1.49346806439053e-06	TRUE	Hypermethylated	Background	Shore	0.000764983196170313	0.954368454213512	FALSE	Hypermethylated
chr1	9697785	9699785	0.00460591516106967	0.939370664244467	FALSE	Hypermethylated	Background	Shore	-0.0225102316933644	0.145097942311878	FALSE	Hypomethylated
chr1	9700881	9702881	0.0158054236185277	0.349141490092363	FALSE	Hypermethylated	Background	Shore	-0.00515703356300254	0.763580193577489	FALSE	Hypomethylated
chr1	9745560	9747560	0.0333390635446176	0.0802404322157614	FALSE	Hypermethylated	Background	Shore	-0.021159626783101	0.402764005651236	FALSE	Hypomethylated
chr1	9748645	9750645	0.0313558171307491	0.319749353383677	FALSE	Hypermethylated	Background	Shore	-0.013643663838045	0.654422818019277	FALSE	Hypomethylated
chr1	9795821	9797821	-0.0433468926223158	0.0266763195121364	TRUE	Hypomethylated	Background	Shore	0.000516119865253198	0.988278954081179	FALSE	Hypermethylated
chr1	9798652	9800652	0.002068295376078	0.940940955707561	FALSE	Hypermethylated	Background	Shore	0.0220138531104422	0.247488533845736	FALSE	Hypermethylated
chr1	9846165	9848165	-0.0289847129308354	0.362984079191082	FALSE	Hypomethylated	Background	Shore	0.00818911047914717	0.798892686416225	FALSE	Hypermethylated
chr1	9848530	9850530	0.0142958649718483	0.539415878772366	FALSE	Hypermethylated	Background	Shore	0.0167160295011539	0.101750699378767	FALSE	Hypermethylated
chr1	9941785	9943785	0.0263953601428085	0.0327398669940052	TRUE	Hypermethylated	Background	Shore	-0.0191539355142168	0.0693458183397897	FALSE	Hypomethylated
chr1	9944196	9946196	0.0455007968875444	0.101809599333804	FALSE	Hypermethylated	Background	Shore	-0.0400189666126978	0.0373487493076499	TRUE	Hypomethylated
chr1	9965118	9967118	0.00346680625084872	0.829429430499663	FALSE	Hypermethylated	Background	Shore	0.00170333191194674	0.948875839330816	FALSE	Hypermethylated
chr1	9968330	9970330	0.000659058344920971	0.845640166718321	FALSE	Hypermethylated	Background	Shore	0.00342347006716823	0.786398280398094	FALSE	Hypermethylated
chr1	10035950	10037950	0.0220087715722536	0.405150194894705	FALSE	Hypermethylated	Background	Shore	-0.031073370757825	0.0599272198065629	FALSE	Hypomethylated
chr1	10038215	10039745	0.00922908018144566	0.173707882019015	FALSE	Hypermethylated	Background	Shore	-0.000858960790438075	0.985353053952052	FALSE	Hypomethylated
chr1	10038215	10039745	0.00922908018144566	0.173707882019015	FALSE	Hypermethylated	Background	Shore	-0.000858960790438075	0.985353053952052	FALSE	Hypomethylated
chr1	10037745	10037950	0	0.990302005842536	FALSE	Hypomethylated	Background	Shore	0	0.992704604799168	FALSE	Hypomethylated
chr1	10038215	10039745	0.00922908018144566	0.173707882019015	FALSE	Hypermethylated	Background	Shore	-0.000858960790438075	0.985353053952052	FALSE	Hypomethylated
chr1	10038215	10039745	0.00922908018144566	0.173707882019015	FALSE	Hypermethylated	Background	Shore	-0.000858960790438075	0.985353053952052	FALSE	Hypomethylated
chr1	10040279	10042279	0.0874373213646813	0.000263700855786455	TRUE	Hypermethylated	Background	Shore	-0.0445220589296906	0.072045331999124	FALSE	Hypomethylated
chr1	10230143	10232143	0.0115797605861186	0.522922775485839	FALSE	Hypermethylated	Background	Shore	-0.0199012565929337	0.506359020705184	FALSE	Hypomethylated
chr1	10233428	10235428	0.0451857149503982	0.00680980505117488	TRUE	Hypermethylated	Background	Shore	-0.00507921842925946	0.777057857148548	FALSE	Hypomethylated
chr1	10803299	10805299	-0.0204370893592257	0.698651575602928	FALSE	Hypomethylated	Background	Shore	0.000736395503211343	0.976997443840175	FALSE	Hypermethylated
chr1	10805885	10807885	0.00537987643521076	0.800472254178023	FALSE	Hypermethylated	Background	Shore	0.00246710777248329	0.951773690542808	FALSE	Hypermethylated
chr1	10991486	10993486	0.0289406973218413	0.194906055538219	FALSE	Hypermethylated	Background	Shore	0.0126185064084724	0.442834787952707	FALSE	Hypermethylated
chr1	10994005	10996005	-0.0258542101957467	0.150554982577374	FALSE	Hypomethylated	Background	Shore	0.0148301431433934	0.337107401737279	FALSE	Hypermethylated
chr1	11412060	11414060	-0.0171090835086883	0.409073600876817	FALSE	Hypomethylated	Background	Shore	0.0285807817956373	0.113201089897966	FALSE	Hypermethylated
chr1	11414465	11416465	-0.00351729247542243	0.900937968557762	FALSE	Hypomethylated	Background	Shore	-0.00479141725284288	0.950899776730198	FALSE	Hypomethylated
chr1	12988718	12990718	-0.0194599446194049	0.325193762003549	FALSE	Hypomethylated	Background	Shore	0.0454143674210019	0.000351156358376018	TRUE	Hypermethylated
chr1	12991200	12991485	0	0.909353677429862	FALSE	Hypomethylated	Background	Shore	0	0.932262539320022	FALSE	Hypomethylated
chr1	12991200	12991485	0	0.909353677429862	FALSE	Hypomethylated	Background	Shore	0	0.932262539320022	FALSE	Hypomethylated
chr1	12992784	12993200	-0.0450998211348969	0.145623898631028	FALSE	Hypomethylated	Background	Shore	0.00643481730402998	0.890619421709415	FALSE	Hypermethylated
chr1	12989485	12990718	-0.0210780855942382	0.315831912624132	FALSE	Hypomethylated	Background	Shore	0.0447303287837216	0.00138026101464292	TRUE	Hypermethylated
chr1	12991200	12991485	0	0.909353677429862	FALSE	Hypomethylated	Background	Shore	0	0.932262539320022	FALSE	Hypomethylated
chr1	12991200	12991485	0	0.909353677429862	FALSE	Hypomethylated	Background	Shore	0	0.932262539320022	FALSE	Hypomethylated
chr1	12992784	12994784	-0.0441356022322269	0.0109054945932758	TRUE	Hypomethylated	Background	Shore	0.0306054745629359	0.0487961891218577	TRUE	Hypermethylated
chr1	12994222	12996222	0.00175384650708366	0.948958910299487	FALSE	Hypermethylated	Background	Shore	0.0155912440957985	0.103781428824706	FALSE	Hypermethylated
chr1	12996435	12998435	0.000281272890957251	0.954963523010814	FALSE	Hypermethylated	Background	Shore	0.0114707954122004	0.181786309975101	FALSE	Hypermethylated
chr1	13124298	13126298	-0.0071862913821539	0.339396310305555	FALSE	Hypomethylated	Background	Shore	0.00226163343058866	0.777442826215503	FALSE	Hypermethylated
chr1	13126669	13128669	0.0348555004516772	0.011337230345976	TRUE	Hypermethylated	Background	Shore	0.0195392554889451	0.0267634163257292	TRUE	Hypermethylated
chr1	13370746	13372746	0.0266556464188915	0.0333223636427923	TRUE	Hypermethylated	Background	Shore	-0.0154773729796683	0.379212743570934	FALSE	Hypomethylated
chr1	13374794	13376794	0.023487798223664	0.187346615322723	FALSE	Hypermethylated	Background	Shore	-0.014295664433496	0.355472526616977	FALSE	Hypomethylated
chr1	13587162	13589162	0.055669615292631	4.13818300603183e-05	TRUE	Hypermethylated	Background	Shore	-0.00588342871379566	0.879155762567807	FALSE	Hypomethylated
chr1	13590177	13592177	0.0280440319495209	0.153483914174187	FALSE	Hypermethylated	Background	Shore	0.00938970417655174	0.573240201308446	FALSE	Hypermethylated
chr1	13658231	13660231	0.0467100232742836	0.0104393083261788	TRUE	Hypermethylated	Background	Shore	0.0173435271634789	0.388362339040803	FALSE	Hypermethylated
chr1	13660732	13662732	-0.00739835115630594	0.820855518603871	FALSE	Hypomethylated	Background	Shore	-0.00224099622306598	0.977497696291214	FALSE	Hypomethylated
chr1	14307747	14309747	-0.00791875134869857	0.668899522333664	FALSE	Hypomethylated	Background	Shore	0.0114549275562483	0.158007179547416	FALSE	Hypermethylated
chr1	14310036	14312036	-0.0179599028763098	0.490295218339294	FALSE	Hypomethylated	Background	Shore	0.0152084232181089	0.172690743272643	FALSE	Hypermethylated
chr1	14504541	14506541	-0.06278016542169	2.09638650245867e-07	TRUE	Hypomethylated	Background	Shore	-0.0088340547336673	0.46840982459513	FALSE	Hypomethylated
chr1	14507148	14509148	-0.0425225469475208	0.0376947469347917	TRUE	Hypomethylated	Background	Shore	-0.00316927508782144	0.939834964958248	FALSE	Hypomethylated
chr1	14753151	14755151	-0.00403311247011151	0.897911366932083	FALSE	Hypomethylated	Background	Shore	0.0338977546335835	0.00276435390423959	TRUE	Hypermethylated
chr1	14755803	14757803	-0.0368402066219901	0.0430099528679635	TRUE	Hypomethylated	Background	Shore	-0.0113926764998735	0.547068456589103	FALSE	Hypomethylated
chr1	15284418	15286418	0.0545538586889	0.0852007481522073	FALSE	Hypermethylated	Background	Shore	-0.00682142361569255	0.912329136810869	FALSE	Hypomethylated
chr1	15287178	15289178	0.00766837631062584	0.85477311461783	FALSE	Hypermethylated	Background	Shore	-0.0269189668557752	0.310506680198835	FALSE	Hypomethylated
chr1	15803591	15805591	0.0455375776360832	0.00876488026206658	TRUE	Hypermethylated	Background	Shore	0.0155199878328967	0.227347611206849	FALSE	Hypermethylated
chr1	15806108	15808108	0.0476123003946547	0.0173719279858122	TRUE	Hypermethylated	Background	Shore	-0.0170256974949975	0.443979827239503	FALSE	Hypomethylated
chr1	15890420	15892420	-0.0154644856685249	0.58805268669693	FALSE	Hypomethylated	Background	Shore	0.000146383061413402	0.922849672469339	FALSE	Hypermethylated
chr1	15893052	15895052	-0.0405644378064741	0.0437099961854578	TRUE	Hypomethylated	Background	Shore	0.00800691223079281	0.773758107008629	FALSE	Hypermethylated
chr1	16090956	16092956	2.23837941681904e-05	0.998607699114265	FALSE	Hypermethylated	Background	Shore	-0.0136722946635966	0.371115225073855	FALSE	Hypomethylated
chr1	16093371	16095371	-0.013443501375342	0.588039260883027	FALSE	Hypomethylated	Background	Shore	-0.00285833202637689	0.954703583289658	FALSE	Hypomethylated
chr1	16102765	16104765	0.00867615715266648	0.430733864191967	FALSE	Hypermethylated	Background	Shore	-0.00587727984900642	0.568242985640827	FALSE	Hypomethylated
chr1	16106291	16108291	0.0639906971206435	0.0105851690937983	TRUE	Hypermethylated	Background	Shore	-0.0173857332298983	0.543292967666883	FALSE	Hypomethylated
chr1	16517743	16519743	0.0793929982995239	0.100813606353304	FALSE	Hypermethylated	Background	Shore	0.0193452311801755	0.833290674550151	FALSE	Hypermethylated
chr1	16520093	16522093	-0.0151482001017041	0.359129082190072	FALSE	Hypomethylated	Background	Shore	0.0372460084272703	0.0211730764642741	TRUE	Hypermethylated
chr1	16616558	16618558	0.00605172177928612	0.581939713395736	FALSE	Hypermethylated	Background	Shore	-0.014012122348063	0.402586300445989	FALSE	Hypomethylated
chr1	16619401	16621401	0.0583107836607325	0.000127822782853556	TRUE	Hypermethylated	Background	Shore	-0.0143973850767679	0.361976590827636	FALSE	Hypomethylated
chr1	16654764	16656764	-0.0198624410281836	0.374214457708391	FALSE	Hypomethylated	Background	Shore	-0.00325205862305497	0.927894477386972	FALSE	Hypomethylated
chr1	16657043	16659043	0.0313708987495262	0.0632044819160707	FALSE	Hypermethylated	Background	Shore	0.005994825906822	0.521347049655375	FALSE	Hypermethylated
chr1	16663146	16665146	0.0191905503694173	0.294550224324628	FALSE	Hypermethylated	Background	Shore	0.00384970184523148	0.822565319158443	FALSE	Hypermethylated
chr1	16665626	16667626	0.0264048492275828	0.225960077496716	FALSE	Hypermethylated	Background	Shore	-0.00375026366912237	0.905943661312612	FALSE	Hypomethylated
chr1	17089517	17091517	0.0880435337738678	3.41281191416851e-06	TRUE	Hypermethylated	Background	Shore	0.0222355936694662	0.260142719544289	FALSE	Hypermethylated
chr1	17091971	17093971	0.191799990916248	2.27169273378143e-20	TRUE	Hypermethylated	Background	Shore	-0.0963167527861662	1.31189687977902e-05	TRUE	Hypomethylated
chr1	17094764	17096764	0.160550527821182	3.11221916252704e-17	TRUE	Hypermethylated	Background	Shore	0.0723168321417396	0.00182174660985559	TRUE	Hypermethylated
chr1	17098139	17100139	0.0734059473259034	0.00683843063808247	TRUE	Hypermethylated	Background	Shore	0.00543289718728318	0.946853353473373	FALSE	Hypermethylated
chr1	17143467	17145467	0.0251119916289315	0.358255741429296	FALSE	Hypermethylated	Background	Shore	-0.00691348438777317	0.714147456469703	FALSE	Hypomethylated
chr1	17145795	17147795	0.173184237149265	2.25082157793202e-19	TRUE	Hypermethylated	Background	Shore	0.0615331698039698	0.00697214241381831	TRUE	Hypermethylated
chr1	18056035	18058035	-0.0160252974499627	0.388797415017192	FALSE	Hypomethylated	Background	Shore	0.00804500635589921	0.399281767451648	FALSE	Hypermethylated
chr1	18058896	18060896	-0.0288434980247199	0.396064887111337	FALSE	Hypomethylated	Background	Shore	0.0245199692421231	0.34447564365359	FALSE	Hypermethylated
chr1	19102571	19104571	-0.000225300634745948	0.958979693481021	FALSE	Hypomethylated	Background	Shore	-0.00145414323966066	0.601445408652035	FALSE	Hypomethylated
chr1	19104923	19106923	-0.000509228729235416	0.986411980203381	FALSE	Hypomethylated	Background	Shore	-0.000475361398483755	0.884344234146869	FALSE	Hypomethylated
chr1	19207755	19209755	-0.0184594584282174	0.0072363791052649	TRUE	Hypomethylated	Gained CTCF anchor	Shore	-0.00490381776596438	0.154981839597721	FALSE	Hypomethylated
chr1	19210067	19212067	-0.00214521637104114	0.740927602237276	FALSE	Hypomethylated	Gained CTCF anchor	Shore	-0.00250223458491053	0.544268569421343	FALSE	Hypomethylated
chr1	19211940	19213940	0.00714093868708543	0.5938606177519	FALSE	Hypermethylated	Gained CTCF anchor	Shore	0.00262484994984625	0.781018807647868	FALSE	Hypermethylated
chr1	19214404	19216404	-0.00866131361375989	0.499723522921049	FALSE	Hypomethylated	Gained CTCF anchor	Shore	-0.00462482067098356	0.443603086772817	FALSE	Hypomethylated
chr1	19234612	19236612	-0.00372931426881291	0.584004204339157	FALSE	Hypomethylated	Background	Shore	0.00210836164050295	0.694302409561785	FALSE	Hypermethylated
chr1	19236850	19238850	-0.0102827432581821	0.62343083049921	FALSE	Hypomethylated	Background	Shore	0.00617245414880395	0.370167084322566	FALSE	Hypermethylated
chr1	20817888	20819888	0.00286405593690914	0.935142576704182	FALSE	Hypermethylated	Background	Shore	0.0315488046873176	0.0143314774096432	TRUE	Hypermethylated
chr1	20820297	20822297	-0.0342749959167621	0.0607536892754877	FALSE	Hypomethylated	Background	Shore	-0.00471758460113182	0.731138453283472	FALSE	Hypomethylated
chr1	20888434	20890434	0.0532383224112427	0.00601464100260821	TRUE	Hypermethylated	Background	Shore	-0.00790006984178143	0.79249908384759	FALSE	Hypomethylated
chr1	20890811	20892811	0.0594502610699994	9.63989389281646e-07	TRUE	Hypermethylated	Background	Shore	0.0644298476028914	5.18436598157954e-05	TRUE	Hypermethylated
chr1	20933285	20935285	0.016611359661448	0.384864597565887	FALSE	Hypermethylated	Background	Shore	-0.0343882835020372	0.0113413089508091	TRUE	Hypomethylated
chr1	20935502	20937502	0.0688082038575383	6.07886490797667e-05	TRUE	Hypermethylated	Background	Shore	-0.0493827224097832	0.0039624392273931	TRUE	Hypomethylated
chr1	20949662	20951662	-0.0065108667852577	0.835873156960991	FALSE	Hypomethylated	Background	Shore	0.0029967160013189	0.941738964926228	FALSE	Hypermethylated
chr1	20951890	20953890	0.000923080891954475	0.994258074373194	FALSE	Hypermethylated	Background	Shore	-0.0110145891709885	0.727530063639917	FALSE	Hypomethylated
chr1	21076869	21078869	0.0155064992361381	0.620148739296464	FALSE	Hypermethylated	Background	Shore	-0.00647815535495291	0.860494761129013	FALSE	Hypomethylated
chr1	21079694	21081694	-0.0291210241926703	0.0444561739968116	TRUE	Hypomethylated	Background	Shore	0.00764190491427361	0.715536314189808	FALSE	Hypermethylated
chr1	21959003	21961003	-0.0551556537238033	0.00466383209504318	TRUE	Hypomethylated	Background	Shore	0.00135132084064454	0.98626171517569	FALSE	Hypermethylated
chr1	21962124	21964124	-0.0521197395198429	0.00644515196083124	TRUE	Hypomethylated	Background	Shore	0.00265908977070475	0.979121702952376	FALSE	Hypermethylated
chr1	23099887	23101887	0.0620718397399742	8.82658291376889e-06	TRUE	Hypermethylated	Background	Shore	-0.0102825472176395	0.586454089034171	FALSE	Hypomethylated
chr1	23102262	23104262	0.0337602112169948	0.121425214426799	FALSE	Hypermethylated	Background	Shore	-0.030961767414132	0.217074674053143	FALSE	Hypomethylated
chr1	23254018	23256018	0.0320389819953908	0.0413365377795454	TRUE	Hypermethylated	Background	Shore	0.00491421755799598	0.806227335806373	FALSE	Hypermethylated
chr1	23257054	23259054	0.0429043177524405	1.1002620138512e-07	TRUE	Hypermethylated	Background	Shore	0.0321968228340905	0.00267076170126116	TRUE	Hypermethylated
chr1	23380681	23382681	0.145099353807671	1.71677405417409e-32	TRUE	Hypermethylated	Background	Shore	0.0177191911273223	0.362697623690836	FALSE	Hypermethylated
chr1	23383400	23385400	-0.0141367476128297	0.601949807614615	FALSE	Hypomethylated	Background	Shore	0.0236116546387032	0.309136972264023	FALSE	Hypermethylated
chr1	23759822	23761822	-0.0036894711046711	0.877888025320262	FALSE	Hypomethylated	Background	Shore	-0.0558634750880669	4.94897927319986e-05	TRUE	Hypomethylated
chr1	23763204	23765204	0.132422308253422	1.07442666624431e-09	TRUE	Hypermethylated	Background	Shore	-0.0672925242089998	0.00149038248437292	TRUE	Hypomethylated
chr1	23919719	23921719	0.0677050243014735	0.0338236885108755	TRUE	Hypermethylated	Background	Shore	-0.0554295554262306	0.132077537025626	FALSE	Hypomethylated
chr1	23922554	23924554	-0.0241873330860025	0.284894076087226	FALSE	Hypomethylated	Background	Shore	0.0380744003784679	0.0487104375118967	TRUE	Hypermethylated
chr1	24003371	24005371	0.0300469804735264	0.158571657181735	FALSE	Hypermethylated	Background	Shore	-0.0392878467882353	0.027095646767683	TRUE	Hypomethylated
chr1	24005714	24007714	0.0426872031839515	0.0496388815457533	TRUE	Hypermethylated	Background	Shore	-0.0339001077993442	0.0826362749256824	FALSE	Hypomethylated
chr1	24097641	24099641	0.113151184429716	1.70990280443533e-14	TRUE	Hypermethylated	Background	Shore	-0.033800207192733	0.0310774185998892	TRUE	Hypomethylated
chr1	24100556	24102556	0.0957348760683	1.26918989388024e-06	TRUE	Hypermethylated	Background	Shore	-0.0193797589067195	0.335796815299361	FALSE	Hypomethylated
chr1	24584521	24586521	0.131930495015119	1.36634099652322e-24	TRUE	Hypermethylated	Background	Shore	-0.109022949619325	1.20636188199501e-18	TRUE	Hypomethylated
chr1	24587177	24589177	0.110991858806624	7.30337654156141e-12	TRUE	Hypermethylated	Background	Shore	-0.0106798845406411	0.627998922661118	FALSE	Hypomethylated
chr1	24676516	24678516	0.0449608931454974	0.00242721417143216	TRUE	Hypermethylated	Lost CTCF anchor	Shore	0.0405570147307068	0.00700145748453268	TRUE	Hypermethylated
chr1	24679083	24681083	0.044341851042675	0.0130757628979425	TRUE	Hypermethylated	Lost CTCF anchor	Shore	-0.0202707957107447	0.452502563371642	FALSE	Hypomethylated
chr1	25827845	25829845	0.00572537704288921	0.297907648358067	FALSE	Hypermethylated	Lost CTCF anchor	Shore	0.000666652158787801	0.984267525570864	FALSE	Hypermethylated
chr1	25830680	25832680	0.0454249577783048	6.0217739312843e-07	TRUE	Hypermethylated	Lost CTCF anchor	Shore	0.0157437159400287	0.232711089049099	FALSE	Hypermethylated
chr1	30871108	30873108	0.016450295229887	0.079509678220416	FALSE	Hypermethylated	Background	Shore	-0.0137308107912226	0.188685374824548	FALSE	Hypomethylated
chr1	30874026	30876026	0.0717585887015397	5.44807252027271e-06	TRUE	Hypermethylated	Background	Shore	-0.00794207164566166	0.713320367904458	FALSE	Hypomethylated
chr1	30946826	30948826	0.0245464165343342	0.148130437859883	FALSE	Hypermethylated	Background	Shore	0.00547513672288133	0.862193890175147	FALSE	Hypermethylated
chr1	30950216	30952216	0.034486197703403	0.0970609151254775	FALSE	Hypermethylated	Background	Shore	-0.0168661914700728	0.421192780218764	FALSE	Hypomethylated
chr1	32170540	32172540	0.00572914248960354	0.895679763339102	FALSE	Hypermethylated	Background	Shore	-0.0235755578309577	0.541948711168498	FALSE	Hypomethylated
chr1	32173046	32175046	-0.0728185496273626	1.2116259536481e-07	TRUE	Hypomethylated	Background	Shore	-0.0371539324646787	0.0085890194735294	TRUE	Hypomethylated
chr1	33667553	33669553	-0.00937734291125836	0.769726330746622	FALSE	Hypomethylated	Gained CTCF anchor	Shore	0.0194591387060419	0.146425167805058	FALSE	Hypermethylated
chr1	33670569	33672569	0.00508139166730132	0.866582385479134	FALSE	Hypermethylated	Gained CTCF anchor	Shore	0.0031653724531028	0.902645299151489	FALSE	Hypermethylated
chr1	33717825	33719825	0.00764219387500997	0.810680447532864	FALSE	Hypermethylated	Background	Shore	-0.0171571171997441	0.511769485263149	FALSE	Hypomethylated
chr1	33720450	33722450	0.0351714917341089	0.0996130645374909	FALSE	Hypermethylated	Background	Shore	-0.0170594611698958	0.474028818648739	FALSE	Hypomethylated
chr1	33755611	33757611	0.0458414021880739	0.00404625727247887	TRUE	Hypermethylated	Background	Shore	-0.0278525696017969	0.0881015419027929	FALSE	Hypomethylated
chr1	33757949	33759949	0.0143398430480278	0.527945286061814	FALSE	Hypermethylated	Background	Shore	-0.0762718129059266	4.79769417819834e-07	TRUE	Hypomethylated
