gene	chr	start	end	mc_ctrl	mc_mut	mc_diff	mc_q	mc_sig	hmc_ctrl	hmc_mut	hmc_diff	hmc_q	hmc_sig	ratio_ctrl	ratio_mut	delta_ratio	dmr_status	chromatin_state
Bhlhe40	chr6	108660628	108666924	0.293345597428656	0.509905374722981	0.216559777294325	7.99232795461459e-132	TRUE	0.25997581614201	0.23512516174708	-0.0248506543949298	0.00233874021602524	TRUE	0.469845933603667	0.31559130832556	-0.154254625278107	Both mC+hmC DMR	Active_Promoter
Mrpl53	chr6	83109039	83109938	0.0284524619257591	0.0558318426458656	0.0273793807201065	0.00688245807508292	TRUE	0.0353369888625307	0.0372706886177493	0.00193369975521866	0.785193950282886	FALSE	0.553962895523435	0.400318746567903	-0.153644148955532	mC DMR only	Active_Promoter
A330070K13Rik	chr5	130378777	130384630	0.322481907588967	0.508305874463724	0.185823966874757	1.75042029753421e-39	TRUE	0.353610261646593	0.298223491971407	-0.0553867696751865	7.15172145211357e-05	TRUE	0.523020791745615	0.369761479720891	-0.153259312024724	Both mC+hmC DMR	Other
H2-Ke6	chr17	34026032	34028059	0.0963356183892275	0.136628945921976	0.0402933275327481	0.0162408138656364	TRUE	0.0745501953498343	0.0540389343889625	-0.0205112609608718	0.05978957952929	FALSE	0.43625736811407	0.283419180518694	-0.152838187595376	mC DMR only	Other
C030006K11Rik	chr15	76721464	76723844	0.0479506917899363	0.0794841431235468	0.0315334513336105	0.0641647090439845	FALSE	0.0686306354604358	0.0615820154666426	-0.00704861999379326	0.639096900999406	FALSE	0.588693207386836	0.436547050561887	-0.152146156824949	Not DMR	Active_Promoter
Ly6g6e	chr17	35076901	35078803	0.456032126792803	0.614723848641055	0.158691721848252	1.71203373651214e-09	TRUE	0.323630786449035	0.221745123137551	-0.101885663311484	3.27879124550163e-05	TRUE	0.415090651296184	0.265096651064114	-0.14999400023207	Both mC+hmC DMR	Other
Gclm	chr3	122245556	122270731	0.562906448034372	0.726532831367043	0.163626383332672	4.84320234309636e-239	TRUE	0.253788001772935	0.1444461252381	-0.109341876534835	1.85362590367895e-152	TRUE	0.310750246720563	0.165843415782529	-0.144906830938034	Both mC+hmC DMR	Active_Promoter
Cldn5	chr16	18776846	18778261	0.0769744067345812	0.0901322453604237	0.0131578386258425	0.465554126788146	FALSE	0.0499090315587409	0.0301006216228557	-0.0198084099358852	0.233946629603467	FALSE	0.393345516405096	0.250352689560682	-0.142992826844414	Not DMR	Repressed_Promoter
Zic5	chr14	122456794	122465676	0.0612747529468588	0.150608277102701	0.089333524155842	2.67358179017598e-38	TRUE	0.0449637491573445	0.0588195371699019	0.0138557880125574	0.0101895699714621	TRUE	0.423234027840887	0.280858287015015	-0.142375740825872	Both mC+hmC DMR	Active_Promoter
Tnfsf13	chr11	69682845	69685783	0.206799682507302	0.35344929075757	0.146649608250268	6.43289477429389e-27	TRUE	0.217331209564609	0.208706172949864	-0.00862503661474565	0.684367383644877	FALSE	0.512415420869086	0.371260596799041	-0.141154824070045	mC DMR only	Other
Rpp25l	chr4	41712032	41713533	0.0089512808247382	0.0305546513913692	0.021603370566631	0.0281257049588294	TRUE	0.0138385444534581	0.026798792873502	0.0129602484200439	0.180062260157007	FALSE	0.607224684021506	0.467256905265168	-0.139967778756338	mC DMR only	Active_Promoter
2310033P09Rik	chr11	59208320	59210737	0.123942513942514	0.176943881740209	0.0530013677976948	0.00571696357799992	TRUE	0.124180609180609	0.101077531989909	-0.0231030771907005	0.108907335106942	FALSE	0.500479792522152	0.363560240320291	-0.136919552201861	mC DMR only	Other
Abtb1	chr6	88835913	88841983	0.326363624260821	0.474869195658619	0.148505571397798	1.03034953819376e-26	TRUE	0.286328598711776	0.235873430501818	-0.0504551682099579	0.000118399084268849	TRUE	0.467328599867968	0.331868980162412	-0.135459619705556	Both mC+hmC DMR	Active_Promoter
Bhlha9	chr11	76672469	76673675	0.336384085724288	0.425948159405606	0.0895640736813185	0.161765363786123	FALSE	0.498128620267381	0.365661938534279	-0.132466681733102	0.0189938609593649	TRUE	0.596909569729612	0.461921771192524	-0.134987798537088	hmC DMR only	Other
Lrrc26	chr2	25289914	25291179	0.00692344535232009	0.00490196078431373	-0.00202148456800636	0.598519373175026	FALSE	0.00662186264627878	0.002687478500172	-0.00393438414610678	0.331718842608036	FALSE	0.488867632021638	0.354107648725212	-0.134759983296426	Not DMR	Other
Ubc	chr5	125385964	125390201	0.0758082617635253	0.114691801884134	0.0388835401206091	0.0130825924778804	TRUE	0.174962063973887	0.148440917273097	-0.02652114670079	0.197755670705838	FALSE	0.69769843564782	0.564129454324523	-0.133568981323298	mC DMR only	Other
Cnfn	chr7	25367619	25369723	0.0540118921375549	0.0434842335397377	-0.0105276585978172	0.450043194632312	FALSE	0.043315659243549	0.0196724216121765	-0.0236432376313725	0.0249382579242309	TRUE	0.445050333938214	0.31148612232325	-0.133564211614964	hmC DMR only	Other
AY074887	chr9	54950229	54950997	0.206593591843359	0.28086772690351	0.0742741350601505	0.0257489126789949	TRUE	0.15313786463636	0.116249246505066	-0.0368886181312936	0.163913428334298	FALSE	0.425700510416701	0.29273300888467	-0.132967501532031	mC DMR only	Other
Galnt7	chr8	57523827	57653031	0.424902606906054	0.587690894807975	0.162788287901922	4.8151057076211e-306	TRUE	0.346949365161512	0.27239390665973	-0.0745554585017827	7.07674626726131e-306	TRUE	0.449502466427774	0.316705871554641	-0.132796594873134	Both mC+hmC DMR	Active_Promoter
Gm1673	chr5	33983432	33985012	0.133315943814992	0.163795955673712	0.03048001185872	0.205728527027313	FALSE	0.128978421610126	0.09177611796454	-0.0372023036455859	0.0620996975350038	FALSE	0.491731575709155	0.359100729035223	-0.132630846673931	Not DMR	Active_Promoter
