gene	chr	start	end	mod_difference	dmr_qvalue	dmr_category	mecp2_nearest_fold	mecp2_nearest_fdr	mecp2_mean_fold	mecp2_n_peaks
Zbtb20	chr16	42875880	43642601	0.0816967951690755	1.7288823880601e-305	Hypermethylated	0.196332930415423	0.384212376609605	0.852850503068968	51
Epha3	chr16	63543533	63864174	0.0982371512670291	1.7288823880601e-305	Hypermethylated	-0.0459861426238603	0.832417951671698	0.440434254822992	65
Dlgap1	chr17	69969072	70821412	0.0594962346408969	1.7288823880601e-305	Hypermethylated	-0.0621688069296774	0.764979092035598	0.112463224408036	91
Arhgap26	chr18	38676717	39110533	0.0887303341176542	1.7288823880601e-305	Hypermethylated	0.100801214206284	0.566080782755094	0.71588741276439	108
Arhgap26	chr18	38993144	39376283	0.136144010156958	1.7288823880601e-305	Hypermethylated	0.100801214206284	0.566080782755094	0.71588741276439	108
Zfp608	chr18	54888047	54992554	0.1310912606693	1.7288823880601e-305	Hypermethylated	0.0097960695784496	0.961918693779327	0.447774782522568	132
Trpm3	chr19	22139045	22995409	0.0923259693805343	1.7288823880601e-305	Hypermethylated	-0.0118422457089262	0.954178518985632	0.626396891284012	92
Nfia	chr4	97772733	98118873	0.0753905618880685	5.42898891909018e-293	Hypermethylated	0.0733822437729435	0.697257335173988	0.441898291894802	56
Cadm2	chr16	66655420	67620907	0.0521465922041351	5.33966068466291e-291	Hypermethylated	0.0186981185379012	0.921113815458326	0.709256274537204	61
Trhde	chr10	114398820	114802306	0.0751412917938811	1.13949569452126e-286	Hypermethylated	0.0529323418300995	0.790619427302881	0.583866409335776	41
Rims2	chr15	39198260	39684371	0.0772264016443349	7.33608058531781e-285	Hypermethylated	0.00304310975524808	0.9919428583616	0.18875213344162	16
Mgll	chr6	88724411	88828359	0.134382645550633	3.64002252858861e-283	Hypermethylated	0.132544897125754	0.561256538038991	0.191480625380925	40
Csmd2	chr4	127987856	128567655	-0.0549292418902978	3.37571403897326e-274	Hypomethylated	-0.020871607560004	0.931851057315759	-0.233989885042845	74
Syn2	chr6	115134901	115282005	0.132637877283831	2.7710151678877e-267	Hypermethylated	0.020850345661221	0.927139764353953	0.402040842224421	14
Ntn4	chr10	93640680	93747206	0.121847592110008	2.54807281700876e-266	Hypermethylated	2.28268211350279	2.79116222854677e-08	0.659869936504872	10
Tmeff2	chr1	50900646	51187269	0.0860805413641952	4.00231993142818e-265	Hypermethylated	-0.0284175298402841	0.839170557104143	0.478257669117376	23
E2f3	chr13	29906574	29986062	0.105295197378657	5.21620127099414e-252	Hypermethylated	-0.00464873502400625	0.979520460566746	0.246070738545105	25
Ldlrad4	chr18	67933256	68268629	0.066618242388011	9.22056105127238e-251	Hypermethylated	-0.00683122185366721	0.978765651249057	0.11271319585693	55
Rit2	chr18	30973488	31317289	0.0760828766171096	1.62902147011057e-250	Hypermethylated	-0.0544737345354465	0.802691709830625	0.403826300092735	82
Negr1	chr3	156561793	157316444	0.0595566850788951	1.792957940556e-236	Hypermethylated	-0.0789025060855192	0.744413571002654	-0.0193077547245024	40
Sgcz	chr8	37522297	38661507	-0.0422672631247791	1.64672472620882e-235	Hypomethylated	0.00645068036307165	0.980099940396235	0.00824542530084752	4
Dclk2	chr3	86786150	86920851	0.101478570094338	3.93798758253455e-234	Hypermethylated	0.0558009798164917	0.781650458481889	0.138722046465007	45
Tmem132c	chr5	127241807	127565792	0.0687753057079349	4.40998467499233e-234	Hypermethylated	-0.00793528468530919	0.972143102818345	0.0822807181929521	43
Snd1	chr6	28475138	28935161	0.0612939545445689	4.10584642790712e-232	Hypermethylated	-0.0500044028932873	0.720664799275917	0.195724559039268	84
Runx1t1	chr4	13743435	13893648	0.106841455699991	2.67854068461469e-229	Hypermethylated	0.113273493139048	0.621376557214025	0.433461260137853	101
Cog5	chr12	31654868	31937629	0.075949162517311	6.00112208473173e-228	Hypermethylated	2.44481335593545	1.20839010330663e-07	1.22778484939048	23
Boc	chr16	44485048	44558896	0.143108581887288	1.59734407623444e-222	Hypermethylated	0.0919369057912687	1	0.928482950277369	17
Itgb5	chr16	33829664	33949337	0.109467583000416	1.74054015145464e-220	Hypermethylated	0.0486077261274516	0.841643596753691	0.546653378927155	28
Gramd1b	chr9	40293232	40531382	0.0788831575064441	3.9888332952514e-219	Hypermethylated	-0.0489050372660952	0.771519356325558	0.153834090661521	48
Car10	chr11	93098027	93601748	0.0664824297979006	3.61378741035954e-216	Hypermethylated	-0.188943543897338	0.421704002565441	0.183907218839993	28
Kcnip4	chr5	48389501	49524906	0.0415942547969632	7.02939519831496e-214	Hypermethylated	-0.0470193041224073	0.854677015998785	0.544165599465416	72
Kcnab1	chr3	64949195	65378222	0.0652977398251391	4.51042074477071e-210	Hypermethylated	-0.0489270124497018	0.76846819158026	0.297020081167037	43
Bmp5	chr9	75775363	75900309	0.104115230778309	4.51042074477071e-210	Hypermethylated	0.652659936635928	0.0613997467702869	0.151712477484941	4
Aig1	chr10	13647053	13868979	0.0808313199318684	4.79560550430141e-210	Hypermethylated	-0.0760425422303175	0.71215000533575	0.162539340076797	18
Wipf3	chr6	54429602	54503767	0.131405302925242	3.70812323715687e-208	Hypermethylated	-0.00459656529131425	0.985530350884871	0.272433022707423	18
Svep1	chr4	58042441	58206858	0.0770241777376628	2.03799650398493e-205	Hypermethylated	0.788126891036136	0.0253900691009933	0.897447937903363	25
Tcf4	chr18	69343355	69689078	0.0514896225937254	3.34481930924189e-202	Hypermethylated	0.649228555080472	0.0966817251999485	0.0831524835030254	68
Cdyl2	chr8	116574399	116732990	0.0822600143547715	1.05108057989523e-200	Hypermethylated	0.0157031275407905	0.94625335469158	-0.0159470464314953	19
Zfp385b	chr2	77410633	77819638	0.0551065705333356	5.65202041337194e-199	Hypermethylated	-0.230756407940029	0.389975709862424	0.0559889059456688	26
Dlg1	chr16	31663442	31875128	0.0875577902445037	7.79068041739092e-195	Hypermethylated	0.150308572193558	0.532780857979399	0.373225718227287	10
Ubash3b	chr9	41011097	41161696	0.0955864838656758	7.97632830323664e-195	Hypermethylated	-0.0685618973687564	0.734278724296391	-0.00191642274686472	24
Mllt3	chr4	87769924	88033363	0.072331289780483	8.12961937936835e-193	Hypermethylated	0.0166661678090007	0.940849439073175	0.0832982442162946	36
Itpk1	chr12	102568581	102704929	0.0983913099174886	9.98024266363823e-192	Hypermethylated	0.0115293386504225	0.955983582625542	0.122829146974105	34
Zhx2	chr15	57694664	57839831	0.0929367320649744	7.98516548317515e-191	Hypermethylated	0.0674802846401079	0.767795709001486	0.305095313000595	39
Rora	chr9	68653785	69388245	0.0411145082809474	1.53623754506462e-189	Hypermethylated	0.00854855088793991	0.973243042011568	0.0217989254396643	127
Lrrc4c	chr2	96318168	97631665	0.0370058178455309	7.31011357567898e-189	Hypermethylated	-0.0250731981450642	0.904633052630423	0.492848190478257	97
Dlg2	chr7	90476671	92449246	0.0291870262555064	8.82010615614991e-189	Hypermethylated	0.0968406930504042	0.65239878684926	0.809287641690165	106
Cdk17	chr10	93160874	93267070	0.101481860485732	1.88725537263858e-186	Hypermethylated	0.0125484156749823	0.963562040766153	0.140456633891402	14
Syne1	chr10	5020916	5551481	0.0553012941651905	3.40145407447792e-186	Hypermethylated	-0.79073950651197	0.0431305485799127	0.0440787199863879	37
Samd12	chr15	53453809	53902536	0.0554858915398517	1.92782584624031e-185	Hypermethylated	-0.00611955937778935	0.979520460566746	0.257069452792875	20
Fam107b	chr2	3570487	3782141	0.0794288388270004	6.78126666860758e-182	Hypermethylated	0.00254474632289625	1	0.468393435831587	53
Sesn1	chr10	41809934	41908423	0.120635261644227	7.9421805871405e-182	Hypermethylated	-0.0154960626709838	0.940756262232826	0.171689102134887	15
Ptchd4	chr17	42315946	42505076	0.0888220354203797	1.32551121222779e-181	Hypermethylated	2.30193948920759	2.14206796006058e-08	0.814911061429204	28
Lgr4	chr2	109917646	110014256	0.107388910595506	7.4299811699694e-181	Hypermethylated	-0.0131632546295476	0.939655621276056	0.476820898798468	12
Ank3	chr10	69398772	70027437	0.0399568688187151	2.40230900410298e-180	Hypermethylated	-0.217957646080154	0.447827451709211	0.0282289305528043	78
Ext1	chr15	53064037	53346158	0.0612968962256807	6.12506749410508e-178	Hypermethylated	-0.00327937271347237	0.991414775444151	-0.026393203226542	66
Peak1	chr9	56201125	56418066	0.0791541120207242	1.86697751306049e-177	Hypermethylated	-0.00477107354830959	0.98168734301486	-0.0400730146328175	10
1700025G04Rik	chr1	151852402	152090124	0.0641765996618331	2.60555450210526e-177	Hypermethylated	-0.00841067391979247	1	0.0374180470281871	63
Pcdh9	chr14	93013409	93890678	0.0410500606693176	1.3874151103766e-176	Hypermethylated	3.35011931605895	2.03830570533515e-13	0.764388356766825	110
Lrrtm3	chr10	63928471	64090276	0.0878869290141365	1.94943860298245e-172	Hypermethylated	-0.0149392712746246	0.953729210047422	0.390704342677112	50
Fat3	chr9	15910188	16501284	-0.044893215064387	5.85578496579515e-172	Hypomethylated	-0.104817377320981	0.617024065934042	0.0315780064346238	97
Opcml	chr9	27790774	28925409	0.0352332598825786	7.4537892125556e-170	Hypermethylated	-0.372764309523688	0.193123812308412	0.338171615633333	184
Afap1l2	chr19	56912360	57008227	0.11594534132174	6.83594172466635e-169	Hypermethylated	0.0260907497551128	0.908645018980279	-0.0290826394790346	34
Kctd8	chr5	69109284	69341678	0.0950235623610088	1.08554726987022e-167	Hypermethylated	0.032022221086656	0.845004251236532	0.647068022912574	18
Lrrc49	chr9	60568858	60688157	0.103357164741378	2.94553873286739e-166	Hypermethylated	0.0181046446482055	0.938348885055357	0.870022851106884	16
Macrod2	chr2	140395308	142392965	0.024875728173033	3.04717146145532e-165	Hypermethylated	-0.0242863044874102	0.89915239982846	0.316665027414281	163
Add3	chr19	53140442	53247398	0.0948839457926594	1.05553603082664e-161	Hypermethylated	0.00560936975413986	0.97316772835828	0.141498271809165	13
Nr3c1	chr18	39410544	39519420	0.114565323421814	2.67746055654558e-161	Hypermethylated	-0.247940272614513	0.346198411537629	0.182448297048112	26
Rab3c	chr13	110054186	110280995	0.0701873649244709	2.11749855222152e-159	Hypermethylated	-0.00302547229501083	0.98843542806658	0.45464578569318	23
Ror1	chr4	100095790	100444764	0.055969287389223	4.76496029459667e-157	Hypermethylated	0.0177104935386096	0.933039443167619	0.0739530621116027	48
Fgf1	chr18	38838672	38929471	0.104538554058639	2.90911956522228e-155	Hypermethylated	1.07901659999695	0.00716848450584093	0.898368596411403	32
Zic4	chr9	91362412	91389347	0.13116085692518	4.88263997894138e-155	Hypermethylated	-0.0316418680046067	0.875521771826861	1.00801702250324	49
Prag1	chr8	36094827	36147786	0.12246471661605	6.96915782613173e-155	Hypermethylated	-0.00827032387727461	0.968249637839634	0.208261704137572	25
Jph1	chr1	16964559	17097888	0.110401244278329	2.30382802657136e-154	Hypermethylated	-0.0458760841250322	0.803361841569105	0.20585204993964	13
Fam78b	chr1	167001416	167091301	0.10825065940244	4.65128457819312e-154	Hypermethylated	-0.0047699872781524	0.990661532577023	0.299588041201039	31
Prune2	chr19	16956117	17223931	0.0560438839290712	1.04569693147041e-152	Hypermethylated	-0.0159780908928924	0.942814597577139	0.641879124799894	35
Sergef	chr7	46443153	46639806	0.0681486952762731	6.17323116794397e-152	Hypermethylated	-0.138369331657058	0.506095487174447	-0.0421909505601131	27
Heg1	chr16	33684369	33771575	0.0965833781730514	6.8222345785071e-151	Hypermethylated	-0.00468131691968868	0.986508422310029	0.516922716212902	32
Map4k3	chr17	80580511	80728484	0.0773276273331461	2.0320447338685e-150	Hypermethylated	-0.165655041682302	0.477333009259827	0.210199597218037	24
Cntn6	chr6	104492789	104863405	0.0627743837726786	9.53616090023226e-150	Hypermethylated	2.46853362235511	1.88438635926685e-08	1.05746297748356	37
Kcnd2	chr6	21215502	21729804	0.053850913090099	1.1539380768874e-144	Hypermethylated	0.00647978142909558	1	1.14248826593316	45
Cadm1	chr9	47530172	47858114	0.04538967009498	1.9643647171942e-143	Hypermethylated	-0.0184158357531832	0.921531502327846	0.0863529817421216	119
Plcl2	chr17	50509402	50688483	0.0740369192469919	2.46891442499298e-143	Hypermethylated	-0.0186777729419064	0.940385416283525	0.319454252754116	39
Reep3	chr10	67009188	67096944	0.0943740081794045	3.57674808050368e-142	Hypermethylated	0.0377560998716221	0.868861270975032	0.190430826010315	9
Cntnap2	chr6	45059356	47304212	0.024445675826912	5.33836429902364e-140	Hypermethylated	-0.102666108578605	0.647041652479516	0.150279106434505	111
Bach2	chr4	32238803	32586107	0.0445460111077949	7.81892206108426e-140	Hypermethylated	-0.00852687815931662	0.971040887310419	0.101271319328965	90
Rnf182	chr13	43615709	43670944	0.128606158917684	1.39476622346048e-138	Hypermethylated	0.00553922562843683	0.982901336668885	0.58147091982508	12
Arid1b	chr17	4994331	5347655	0.0481974893158517	8.49352725394517e-138	Hypermethylated	0.0395901085276117	1	0.0456399017194216	65
Lpcat3	chr6	124663026	124704417	0.130677141118563	2.33395847128304e-137	Hypermethylated	-0.027209122912536	0.894824430979511	0.0219551454983078	10
Sptb	chr12	76580487	76710546	0.0800309886042992	3.72885471834692e-135	Hypermethylated	-0.0137053388387976	0.941271273008917	0.0137426212621641	44
Lyn	chr4	3678114	3813121	0.0937094074616896	1.00959689762603e-133	Hypermethylated	0.00937931330001246	0.966069180786798	0.153181425243147	12
Stxbp5l	chr16	37114941	37384961	0.081233834818182	1.0976841364514e-133	Hypermethylated	-0.0482066182844363	0.777285423184326	1.70047180545944	15
Nsmaf	chr4	6396206	6454270	0.122244166095619	1.37349540025917e-133	Hypermethylated	-0.663101449245219	0.0913840293080639	-0.0857214987305648	10
Clybl	chr14	122181703	122402233	0.0583201634348054	1.30185521079768e-132	Hypermethylated	0.0290131562683377	0.895933333129682	-0.0256107166824884	19
Fntb	chr12	76765588	76921411	0.0736218266212533	3.4577907838785e-131	Hypermethylated	0.0787035803941643	0.71146316250661	0.0601463355701683	11
Tiam1	chr16	89787110	90143768	0.0405036042168667	1.91574300352233e-130	Hypermethylated	-0.0323454006286798	0.873456971258063	-0.0222347004997504	94
Brinp1	chr4	68761513	68954396	0.0876218726609878	3.0080350216511e-130	Hypermethylated	-0.0073121727399119	0.973243042011568	0.299789982700857	22
Slco3a1	chr7	74275418	74554779	0.062451269010732	4.76464752142467e-130	Hypermethylated	-0.0245834718771733	0.903366838530903	0.0327239759496974	82
Rtn4rl1	chr11	75193782	75267768	0.114164306412157	7.09095571054413e-130	Hypermethylated	-0.0409428983945921	0.84705886872963	-0.0366626307599792	14
Lgi1	chr19	38264535	38312213	0.136184942866115	7.85727641701361e-130	Hypermethylated	1.14790895710739	0.00283355629629667	0.195290193966369	7
Lrrc4	chr6	28661830	28831746	0.0767409063231634	2.41873392433396e-129	Hypermethylated	0.0462854878723728	0.841164538083002	0.266537307317203	5
Exph5	chr9	53301669	53377513	0.114224841068831	8.02151061212841e-129	Hypermethylated	0.0134768928811842	0.952135959015676	0.130161238295548	11
Nedd4l	chr18	64887704	65217827	0.0459861095408191	3.04442560959478e-127	Hypermethylated	-0.120360544115892	0.580055468017367	0.139293527168353	74
Camk2d	chr3	126596301	126846325	0.0597071403268516	1.5049374908292e-126	Hypermethylated	0.0313263061479025	0.853132866262036	0.0172392095684292	28
Tmem117	chr15	94629231	95096097	0.0359093236711667	2.94310577074381e-126	Hypermethylated	0.0395911417861444	0.835834465364843	0.0704853764350253	33
Dock9	chr14	121542045	121797836	0.0535394268798941	5.27392694248836e-126	Hypermethylated	-0.0581704130519277	1	0.000261917354490637	50
Gnai1	chr5	18265134	18360354	0.100785788747653	9.61881603914715e-124	Hypermethylated	-0.0199876280577591	0.928833036481237	0.122823230160869	17
Rapgef4	chr2	71981239	72257473	0.0520350106130334	3.25186380994969e-123	Hypermethylated	0.0843355345739863	1	0.173241271041277	35
Daam2	chr17	49456021	49564342	0.0921151513801909	2.48304345947242e-120	Hypermethylated	-0.0332982824711577	0.881590854142145	0.00682552374276078	22
Sbf2	chr7	110308012	110614921	0.0527773023523201	5.12291343574139e-120	Hypermethylated	-0.0186496521343538	1	-0.0104932185829149	17
Tspan5	chr3	138742194	138907904	0.0591731580703421	7.20702240131755e-120	Hypermethylated	-0.021211541137559	0.926617847469697	-0.018618444331508	32
Pan3	chr5	147430160	147548501	0.0872377652818889	1.16508471442331e-119	Hypermethylated	-0.000652307221473927	0.998289128112576	-0.00841198404019447	10
Pkib	chr10	57631980	57741111	0.115096125301196	2.5153842892424e-119	Hypermethylated	0.0254340395473807	0.90886425190884	0.0905229970644146	10
Trp53bp2	chr1	182409171	182462431	0.113050195877617	4.63165453517173e-119	Hypermethylated	0.0192323063765047	0.933442278823462	0.507534440156029	15
Magi1	chr6	93675454	94283916	0.0308448885577466	1.25818793426306e-118	Hypermethylated	-0.0699694005360244	0.738684232857615	0.0531698530003707	92
Nrip1	chr16	76287399	76373826	0.077095247992967	2.04492125207292e-118	Hypermethylated	-0.0494876992490982	0.798229306012559	0.361114593844438	34
Slc20a2	chr8	22476787	22569611	0.0793541753239737	4.48508940858945e-118	Hypermethylated	-0.0233155625257013	0.914624002568987	-0.0125340606450598	13
Spock1	chr13	57421194	57908331	0.0365246603206735	4.55208414068464e-118	Hypermethylated	-0.235331692467731	0.387995993887642	0.0587411140044012	115
Kirrel3	chr9	34485893	35036715	0.0426524886756376	7.03879672698039e-118	Hypermethylated	0.0048569052058618	0.984772297788078	-0.0202337626719111	139
Pkp4	chr2	59160849	59355207	0.0587453719858776	2.41644504234271e-117	Hypermethylated	-0.164007721177527	0.512197257300456	0.00603856392429215	36
Traf3	chr12	111166369	111267152	0.0755950950430072	6.34590838310518e-117	Hypermethylated	-0.0119474498547824	0.956495668542534	0.162187573647828	25
Tpk1	chr6	43345000	43666277	0.052520164786593	7.54939554034636e-116	Hypermethylated	-0.00521586068274325	0.978637152416747	0.108683081668487	21
Cpeb2	chr5	43233169	43289723	0.125595649120774	1.11980270740213e-115	Hypermethylated	-0.020731455872305	0.923286570203872	0.274525683669698	47
Nav2	chr7	48908715	49610089	0.0341599047138496	2.43644351415912e-115	Hypermethylated	-0.0186548676722376	0.949183510573335	0.0786997838473167	131
Gclm	chr3	122245556	122270731	0.16255577172913	3.25468582541853e-115	Hypermethylated	-0.0461673971946441	1	0.19308485749451	6
Spon1	chr7	113765997	114043369	0.0587516283197373	1.18603014785841e-114	Hypermethylated	0.0147525331056637	0.954547562619955	0.120360470040471	39
Ptprj	chr2	90429753	90580646	0.074587635996484	1.82998204574513e-113	Hypermethylated	-0.00809017017124894	0.976499704249425	-0.00972443192051566	36
Hpcal1	chr12	17690855	17791932	0.100754249762909	1.6274679052461e-112	Hypermethylated	-0.0623853156924219	0.758422437132307	-0.00688109429094357	70
Pip5k1b	chr19	24294793	24555871	0.0489626637029712	1.74938452189842e-112	Hypermethylated	0.0373225208509569	0.866880438386032	-0.0230083194985194	16
Oxr1	chr15	41447481	41861047	0.0462696875430191	4.87045358620738e-111	Hypermethylated	-0.645664216014809	0.0699149373828044	0.405756756180965	47
Rtn1	chr12	72211751	72409053	0.0563602666251979	3.2276360504709e-109	Hypermethylated	0.200250833903464	1	0.00397942171795431	32
Sgk1	chr10	21882183	21999902	0.0765589960009874	3.42162957670422e-109	Hypermethylated	0.0241029626741928	0.924849490581884	0.144265519363372	38
Dscaml1	chr9	45426627	45753711	0.0488230523609637	9.29696324032186e-109	Hypermethylated	-0.0187757714724903	0.924325883982503	0.0964391123912885	53
Wdfy2	chr14	62837677	62961508	0.0762552656557852	9.42991009127233e-109	Hypermethylated	-0.0561058443699566	0.734048538145436	-0.0561058443699566	1
Fat1	chr8	44935446	45052256	0.0545215383600954	3.23698662187266e-107	Hypermethylated	-0.0307526544027953	0.870034624367957	0.193108306119461	60
Cdh18	chr15	22549021	23474417	0.0330684612392123	3.42813348755708e-107	Hypermethylated	-0.15322703750839	0.485092462239716	0.815916083534013	74
Acvr1	chr2	58388643	58567156	0.0585177275622093	5.72617638797667e-107	Hypermethylated	-0.027326657596431	0.918797440594293	0.00578557037459253	22
Mctp1	chr13	76384534	77031809	0.0414187740104235	7.6965831815422e-107	Hypermethylated	0.0556290473776704	0.791331469455733	0.102314549423481	21
Cdh7	chr1	109982430	110140156	0.0853089980047816	1.55181803716692e-106	Hypermethylated	-0.0258300655685448	0.888412331553261	1.67120067853063	26
Snx30	chr4	59805839	59904736	0.0903129713294365	2.59885402077904e-106	Hypermethylated	-0.018097946851431	0.921113815458326	0.0171386441913782	15
Flrt3	chr2	140650913	140671468	0.163200566148247	9.32766743499782e-106	Hypermethylated	0.16958372471763	0.459378588647598	0.239794129259855	24
Lnx2	chr5	147016654	147076585	0.0849018047528961	1.23342243099536e-105	Hypermethylated	-0.00608161971531515	0.977796796519799	-0.0208553322813185	11
Cblb	chr16	52031224	52208047	0.0551897607719497	2.68899692073233e-104	Hypermethylated	0.113414448125935	0.530250907244825	0.0298760361316473	34
Galnt13	chr2	54436316	55118308	0.0436960966692842	2.82331284726903e-104	Hypermethylated	-0.0465244914932228	0.826930341559619	0.117267399602225	10
Fam53b	chr7	132712081	132813885	0.0893407123308966	6.85655423881885e-104	Hypermethylated	-0.0711459202308351	0.74921328037921	0.00347827477776735	29
Galnt17	chr5	130872081	131308496	0.0420164445537148	8.39986663951915e-103	Hypermethylated	-0.140139840292701	0.532794639940795	0.0449871387658628	36
Fnbp1	chr2	31026205	31142007	0.072876194879543	1.71239140304721e-102	Hypermethylated	-0.00409421071614614	1	-0.0347754155437056	14
Zfp521	chr18	13687012	13972786	0.0471753097980059	2.14104795756572e-102	Hypermethylated	-0.0572802733491174	0.766455021988583	0.01390509096583	90
Cnksr3	chr10	7119062	7212236	0.0797347212534498	2.36689882109813e-102	Hypermethylated	-0.0187674013819188	0.929862202450363	0.601606771471733	36
Tlcd4	chr3	121201760	121283097	0.0850085089716813	2.54168212954801e-102	Hypermethylated	0.0374111931285038	0.882625786518371	0.314523128230374	10
Chka	chr19	3851772	3894368	0.132498274317738	4.17071247001952e-102	Hypermethylated	0.0321607349582232	0.829193638438352	-0.105297637994353	7
Gas7	chr11	67455090	67688989	0.0562761049521092	1.62353322135869e-101	Hypermethylated	-0.0319215310268089	0.891581082540561	0.0700884122549534	67
Rap1gds1	chr3	138925901	139075200	0.0589325955808985	4.50589637627139e-101	Hypermethylated	-0.00264222553015119	0.992648256029289	0.194075364612454	12
Pxylp1	chr9	96823335	96892668	0.0927476935067718	4.69700304049373e-101	Hypermethylated	-0.0425984809843478	0.850346978944754	-0.0675211669018395	18
Ube4b	chr4	149328415	149426748	0.0714405946025414	7.6370606482417e-101	Hypermethylated	0.00670481318719413	0.974844975156602	-0.0296091478993937	11
Arhgap17	chr7	123279217	123369914	0.0849188561188255	1.30780857567532e-100	Hypermethylated	-0.00865298062128334	1	-0.0216937283904898	11
Csmd1	chr8	15892536	17535585	-0.0215077118484381	2.10689825354811e-100	Hypomethylated	-0.0477821645771628	0.815072011758709	0.102520757099969	151
Cnr1	chr4	33924592	33948830	0.153304495418939	6.82818274930008e-100	Hypermethylated	1.09372242453421	0.00494394072279715	0.982511496368871	45
Gna13	chr11	109362830	109401368	0.109957704430696	1.15005117519304e-99	Hypermethylated	-0.0111797676905698	0.96657156339784	0.0705073025775391	2
Sema5a	chr15	32244809	32696340	0.0366956576963603	1.37264511462977e-99	Hypermethylated	-0.0283588772417097	0.892592690114	0.0712444351525853	71
Gpr68	chr12	100876681	100908197	0.168075530503912	2.09388467134079e-98	Hypermethylated	-0.0097508371970097	0.954603271397137	0.63982706816836	7
Nrxn3	chr12	88722875	90334934	0.0235024422159938	2.55088588833306e-97	Hypermethylated	-0.264894233142233	0.331811958645632	0.59279812934314	104
Zfp395	chr14	65358388	65398929	0.12131423944205	3.11721602521404e-97	Hypermethylated	0.0249167411248316	0.89810070699411	0.112300656139091	19
Ctbp2	chr7	132987562	133124353	0.0652859225474356	1.25367744697604e-96	Hypermethylated	-0.0517487880030544	1	-0.00755979308919484	23
Fgf12	chr16	28160097	28753067	0.0360654878595861	2.57030111051718e-96	Hypermethylated	0.0366830837205639	0.860991449104342	0.185954296090666	42
Maml2	chr9	13297956	13709387	0.0484883679888021	3.6298432868859e-96	Hypermethylated	-0.01377702027309	1	0.0538311969620967	31
Slc7a8	chr14	54722208	54781945	0.0949955458183496	3.76705893412682e-96	Hypermethylated	-0.00578945234834233	0.982704016211032	-0.0833056157090694	8
Msra	chr14	64122624	64455902	0.0510563682928663	8.1449710757518e-96	Hypermethylated	0.0923991868078235	0.697180897955655	0.236993756537047	22
Lrrn1	chr6	107529767	107570213	0.13145642040864	1.38355668166473e-95	Hypermethylated	0.00189832742975281	0.993864598796709	0.160712428494809	44
