gene	chr	start	end	chromatin_state	ratio_ctrl_bap1	ratio_mut_bap1	delta_ratio_bap1	relative_delta_bap1	ratio_wt_tet	ratio_ko_tet	delta_ratio_tet	relative_delta_tet
Gm45337	chr7	142143340	142144606	Unmarked	0.219325578174768	0.0901685619808049	-0.129157016193963	-0.588882597592175	0	0	0	0
Gpr62	chr9	106463961	106465937	Active_Promoter	0.710553808913597	0.581651724867974	-0.128902084045623	-0.181410728404522	0	0	0	0
Mcu	chr10	59446983	59616691	Active_Promoter	0.363432962052773	0.234984217810701	-0.128448744242072	-0.353431740248757	0.388295	0	-0.388295	-1
H4c11	chr13	21735063	21735836	Active_Promoter	0.439859506074761	0.311510031678986	-0.128349474395775	-0.291796522805989	0	0	0	0
Gpr68	chr12	100876681	100908197	Active_Promoter	0.340686456526476	0.212745972159861	-0.127940484366614	-0.375537336209522	0.334475	0	-0.334475	-1
Samd10	chr2	181595217	181599211	Active_Promoter	0.519324845551287	0.392546807459847	-0.12677803809144	-0.24412087959485	0	0	0	0
Gm5136	chr10	108698763	108700159	Unmarked	0.174566055326346	0.0487680117637018	-0.125798043562644	-0.720632904990998	0.274168	0	-0.274168	-1
Zic2	chr14	122475434	122479851	Active_Promoter	0.383092358657135	0.258106646435774	-0.124985712221361	-0.326254777462743	0	0	0	0
Scd2	chr19	44293673	44306863	Active_Promoter	0.519213709659021	0.394406075539417	-0.124807634119604	-0.240378156042081	0	0	0	0
Tmem88	chr11	69396518	69398233	Active_Promoter	0.461365350411977	0.336729882510257	-0.12463546790172	-0.270144838121082	0	0	0	0
Bhlhe41	chr6	145858242	145865557	Active_Promoter	0.510821509498321	0.386266313779644	-0.124555195718677	-0.243833106873285	0	0	0	0
Tssk5	chr15	76371951	76374937	Unmarked	0.40807285110315	0.284897349879673	-0.123175501223477	-0.301846841539433	0.309504	0	-0.309504	-1
Taar7a	chr10	23992404	23993480	Unmarked	0.400164570951228	0.277090531390686	-0.123074039560541	-0.307558560889043	0.202346	0	-0.202346	-1
Cnr1	chr4	33924592	33948830	Active_Promoter	0.558142965091958	0.435075085699667	-0.123067879392291	-0.220495262126998	0.340575	0	-0.340575	-1
Tmem141	chr2	25620066	25622004	Unmarked	0.485543468567675	0.363700639946256	-0.121842828621419	-0.250941134026266	0.45693	0	-0.45693	-1
Lrrn1	chr6	107529767	107570213	Active_Promoter	0.459563118816702	0.337876297789575	-0.121686821027127	-0.264788047701587	0	0	0	0
Amigo1	chr3	108186334	108192285	Active_Promoter	0.387221589957445	0.265797598908093	-0.121423991049351	-0.313577533377453	0.48349	0	-0.48349	-1
Tceal6	chrX	135208686	135210686	Unmarked	0.232885701215401	0.111606722832827	-0.121278978382574	-0.520766100063827	0.504313	0	-0.504313	-1
Inka2	chr3	105704598	105720841	Active_Promoter	0.486945869040817	0.365863479591027	-0.121082389449789	-0.248656775111978	0.375109	0	-0.375109	-1
Btbd17	chr11	114791216	114795944	Unmarked	0.624645242067666	0.50420220085523	-0.120443041212436	-0.192818312061022	0	0	0	0
Tusc1	chr4	93334137	93335510	Active_Promoter	0.437254187315385	0.31704137845279	-0.120212808862595	-0.274926604135382	0	0	0	0
Scg2	chr1	79434668	79440119	Active_Promoter	0.419410580913873	0.300003453265927	-0.119407127647946	-0.284702229943184	0.364633	0	-0.364633	-1
Ccnq	chr11	78750505	78751728	Unmarked	0.386966972011007	0.267722867575431	-0.119244104435576	-0.308150599561205	0.543455	0	-0.543455	-1
Ifna6	chr4	88827415	88827984	Unmarked	0.199418527818158	0.0801781737193764	-0.119240354098781	-0.597940198452932	0	0	0	0
Zic4	chr9	91362412	91389347	Active_Promoter	0.393920094640938	0.274729723897142	-0.119190370743796	-0.302574995196524	0.355091	0	-0.355091	-1
Hnrnpa0	chr13	58125878	58128555	Active_Promoter	0.51233338029798	0.3936980747855	-0.118635305512481	-0.231558805408075	0	0	0	0
Fjx1	chr2	102449365	102452498	Active_Promoter	0.514176676907987	0.395604202947492	-0.118572473960494	-0.230606480779199	0	0	0	0
Mcam	chr9	44134468	44142726	Unmarked	0.347972475923045	0.229412869848703	-0.118559606074342	-0.340715471129854	0.409592	0	-0.409592	-1
Otud1	chr2	19657751	19660582	Active_Promoter	0.473749745394477	0.355706136049996	-0.118043609344481	-0.249168702446879	0	0	0	0
Ackr1	chr1	173331885	173333749	Unmarked	0.582606994875718	0.465249055914639	-0.117357938961079	-0.201435856406279	0.4532	0	-0.4532	-1
Nab2	chr10	127660917	127668567	Active_Promoter	0.472096694416198	0.354829803284829	-0.117266891131369	-0.248395916595822	0.347193	0	-0.347193	-1
Thrsp	chr7	97412937	97417729	Unmarked	0.511405792278488	0.394630800171887	-0.116774992106601	-0.228341160522114	0.375534	0	-0.375534	-1
Kctd12	chr14	102976580	102982636	Active_Promoter	0.449255301962527	0.332850322096091	-0.116404979866437	-0.259106524414811	0	0	0	0
Rasl11b	chr5	74195285	74199480	Active_Promoter	0.436571066071743	0.320211318428674	-0.116359747643069	-0.266531056879402	0	0	0	0
Gm3424	chr14	5821933	5830328	Unmarked	0.43943161634103	0.323475691646522	-0.115955924694509	-0.263877063876348	0	0	0	0
Hmgcl	chr4	135946447	135962616	Unmarked	0.362406222853233	0.246678673342879	-0.115727549510354	-0.319331021965429	0.350893	0	-0.350893	-1
Ccndbp1	chr2	121008402	121016903	Active_Promoter	0.369333329578994	0.254959567059454	-0.11437376251954	-0.309676255457138	0.318847	0	-0.318847	-1
1810037I17Rik	chr3	122924202	122926183	Active_Promoter	0.517532774297744	0.403176775169752	-0.114355999127992	-0.220963782019728	0	0	0	0
Tmem64	chr4	15265830	15286752	Active_Promoter	0.401609895464432	0.287876288174152	-0.11373360729028	-0.283194235437739	0	0	0	0
Taar5	chr10	23970705	23971718	Unmarked	0.511577083317548	0.398002371244146	-0.113574712073402	-0.222008990975273	0.223466	0	-0.223466	-1
Nrn1	chr13	36725360	36735130	Bivalent_Promoter	0.58448539337193	0.47107936481604	-0.11340602855589	-0.194027138816325	0	0	0	0
Tbcc	chr17	46890683	46891846	Active_Promoter	0.859478946739434	0.746136120320323	-0.113342826419111	-0.131873883414009	0	0	0	0
Gm18596	chr10	77741795	77742637	Unmarked	0.264112446157334	0.151083642356819	-0.113028803800515	-0.427957127522808	0.400042	0	-0.400042	-1
Mpp3	chr11	101999651	102028460	Active_Promoter	0.453856920477097	0.341959844698389	-0.111897075778707	-0.246547029978259	0.3906	0	-0.3906	-1
Boc	chr16	44485048	44558896	Active_Promoter	0.473685812099994	0.362226118348703	-0.111459693751291	-0.235303002336414	0.448385	0	-0.448385	-1
Xk	chrX	9272755	9313249	Unmarked	0.271478739602375	0.160407762528153	-0.111070977074221	-0.409133242761119	0	0	0	0
Hmx3	chr7	131542866	131544924	Repressed_Promoter	0.11081259996231	0	-0.11081259996231	-1	0	0	0	0
Cd300ld3	chr11	115042130	115048408	Unmarked	0.587639815885657	0.476850684891146	-0.11078913099451	-0.188532376465225	0	0	0	0
Ccsap	chr8	123840830	123860208	Active_Promoter	0.42693367615968	0.316202159887471	-0.110731516272209	-0.259364679938702	0.429765	0	-0.429765	-1
Rnf182	chr13	43615709	43670944	Active_Promoter	0.515787986238276	0.405218690315348	-0.110569295922929	-0.214369661320203	0.430375	0	-0.430375	-1
Rnf227	chr11	69340460	69342640	Unmarked	0.405913291573346	0.295673705589412	-0.110239585983934	-0.271584075398562	0	0	0	0
Zfp608	chr18	54888047	54992554	Active_Promoter	0.402842330059016	0.292938418970244	-0.109903911088772	-0.272821158274681	0	0	0	0
Tmem109	chr19	10870659	10882000	Active_Promoter	0.53454507324618	0.424662244311039	-0.109882828935141	-0.205563261986208	0.340397	0	-0.340397	-1
Lpcat3	chr6	124663026	124704417	Unmarked	0.39288790734403	0.283005883050662	-0.109882024293368	-0.279677796744074	0.371699	0	-0.371699	-1
Prag1	chr8	36094827	36147786	Active_Promoter	0.482187192863988	0.372527740284061	-0.109659452579926	-0.227420914953372	0.394237	0	-0.394237	-1
Flrt3	chr2	140650913	140671468	Active_Promoter	0.328263591854331	0.218839391488452	-0.109424200365879	-0.333342481716451	0.420675	0	-0.420675	-1
Slc39a1	chr3	90248171	90253611	Unmarked	0.353480327080932	0.244179189143241	-0.109301137937691	-0.309214203914284	0.393858	0	-0.393858	-1
Syn2	chr6	115134901	115282005	Active_Promoter	0.407847281209892	0.298616051415869	-0.109231229794023	-0.267823851785857	0	0	0	0
Enkd1	chr8	105703650	105708209	Active_Promoter	0.510332387930437	0.401882082745385	-0.108450305185052	-0.212509156287049	0.325655	0	-0.325655	-1
Pnmal2	chr7	16944681	16948827	Active_Promoter	0.624944798331791	0.516874493394069	-0.108070304937723	-0.172927761341806	0	0	0	0
Syt4	chr18	31437807	31447405	Active_Promoter	0.529224745044424	0.421243385833774	-0.10798135921065	-0.204036867553474	0	0	0	0
Rps6ka5	chr12	100548438	100726982	Active_Promoter	0.276274163586745	0.168669163739804	-0.107604999846941	-0.3894862930719	0	0	0	0
Exoc3l	chr8	105289923	105296100	Active_Promoter	0.454835871652275	0.347261921232943	-0.107573950419332	-0.236511579503503	0.349356	0.358948	0.009592	0.027456233755825
Scd1	chr19	44394454	44407878	Active_Promoter	0.494525447492847	0.387065935044673	-0.107459512448174	-0.217298246213565	0.332413	0	-0.332413	-1
Max	chr12	76937268	76962200	Active_Promoter	0.448930107120797	0.341609984491397	-0.107320122629399	-0.239057530174784	0.406942	0	-0.406942	-1
Slc16a13	chr11	70216788	70221063	Active_Promoter	0.512605809096035	0.40567713597318	-0.106928673122855	-0.208598246889594	0.421697	0	-0.421697	-1
Chka	chr19	3851772	3894368	Unmarked	0.430700961408232	0.323774370491981	-0.106926590916252	-0.248261788333701	0.394872	0	-0.394872	-1
Preb	chr5	30950852	30960360	Active_Promoter	0.42268384289174	0.316523276453678	-0.106160566438061	-0.25115832607127	0.376326	0	-0.376326	-1
Vamp2	chr11	69088489	69092383	Active_Promoter	0.623384897819782	0.517242329788684	-0.106142568031098	-0.170268109481509	0	0	0	0
Uqcc3	chr19	8880013	8880922	Unmarked	0.552583192373947	0.446707947546151	-0.105875244827796	-0.191600552258831	0	0	0	0
Ndst3	chr3	123526165	123690852	Active_Promoter	0.439484080365533	0.333677695046239	-0.105806385319294	-0.240751349244076	0.254685	0	-0.254685	-1
Rnf208	chr2	25242928	25244261	Active_Promoter	0.603647141945211	0.498209533223525	-0.105437608721686	-0.174667618539401	0.586352	0.497756	-0.088596	-0.151096952001528
Bloc1s1	chr10	128917881	128924034	Unmarked	0.453757143959653	0.348849814848323	-0.104907329111331	-0.231197085286351	0.363348	0	-0.363348	-1
Rpl37a	chr1	72711289	72713812	Active_Promoter	0.381923548498907	0.277277178600824	-0.104646369898083	-0.273998213279542	0	0	0	0
Gadd45g	chr13	51846677	51848467	Active_Promoter	0.634814273828799	0.530268461341331	-0.104545812487468	-0.164687242863828	0	0	0	0
Barhl2	chr5	106452522	106458165	Active_Promoter	0.460110983435145	0.356319620184537	-0.103791363250608	-0.225578973307074	0	0	0	0
Fzd1	chr5	4753838	4758034	Active_Promoter	0.390545625106906	0.286924348105014	-0.103621277001892	-0.265324382966849	0.623755	0	-0.623755	-1
Nab1	chr1	52457293	52500678	Active_Promoter	0.374392534498822	0.271443877233919	-0.102948657264904	-0.274975187212842	0	0	0	0
Mpig6b	chr17	35062692	35066183	Unmarked	0.514941182796294	0.412010871356865	-0.102930311439429	-0.199887511192025	0.492819	0	-0.492819	-1
Hr	chr14	70552211	70573547	Active_Promoter	0.469219335263556	0.366301282202123	-0.102918053061434	-0.219338900439015	0.30355	0	-0.30355	-1
Thap11	chr8	105855131	105856949	Active_Promoter	0.672101052604588	0.569519847123776	-0.102581205480811	-0.152627651873597	0	0	0	0
Foxn2	chr17	88440710	88490532	Active_Promoter	0.525821655802	0.423718272571976	-0.102103383230024	-0.194178733613192	0.381906	0	-0.381906	-1
Lgi1	chr19	38264535	38312213	Unmarked	0.269185550559965	0.167082452117389	-0.102103098442576	-0.379303785920824	0.290982	0	-0.290982	-1
Mrpl43	chr19	45004828	45006441	Unmarked	0.350317404200463	0.248687541302446	-0.101629862898017	-0.290107946905947	0	0	0	0
Egr1	chr18	34859822	34864983	Active_Promoter	0.471742827508832	0.370317773110426	-0.101425054398406	-0.215000734476471	0.380881	0	-0.380881	-1
Ndufb7	chr8	83566670	83571625	Active_Promoter	0.453477298666242	0.352064209547724	-0.101413089118518	-0.22363432396019	0	0	0	0
Cox8a	chr19	7215152	7217615	Unmarked	0.749543862788251	0.64842669610494	-0.101117166683311	-0.134904935792766	0	0	0	0
Zfp687	chr3	95006589	95015447	Active_Promoter	0.477410214253913	0.376667241807632	-0.100742972446281	-0.211019725674952	0.407706	0	-0.407706	-1
Pram1	chr17	33638055	33645705	Poised_Enhancer	0.305262469693719	0.204534347283943	-0.100728122409775	-0.329972179386608	0.418609	0	-0.418609	-1
Mus81	chr19	5482344	5488401	Unmarked	0.577348076827003	0.476795877411117	-0.100552199415885	-0.174162179544273	0.553231	0.439981	-0.113249	-0.204704725512489
Exph5	chr9	53301669	53377513	Active_Promoter	0.453698052343292	0.353260502277735	-0.100437550065557	-0.221375316792325	0.397282	0	-0.397282	-1
Ndor1	chr2	25244818	25246862	Unmarked	0.316142486265296	0.215892972782401	-0.100249513482895	-0.317102312527425	0.396141	0.324751	-0.07139	-0.180213610810292
Sptssb	chr3	69819541	69859939	Active_Promoter	0.254080305128734	0.153919951072707	-0.100160354056027	-0.39420746919081	0.295325	0	-0.295325	-1
Nr0b2	chr4	133553375	133556535	Unmarked	0.199674923750231	0.099547548159009	-0.100127375591222	-0.50145192851792	0.221185	0.123011	-0.098174	-0.443854691773854
Cpeb2	chr5	43233169	43289723	Active_Promoter	0.4262977332105	0.326242368903436	-0.100055364307064	-0.234707708984364	0	0	0	0
Gm3435	chr17	15010175	15022448	Active_Promoter	0.282188006025378	0.182337161473364	-0.0998508445520135	-0.353845104752729	0	0	0	0
Hgh1	chr15	76368897	76371436	Active_Promoter	0.267260585193917	0.168138655782031	-0.0991219294118869	-0.370881210710389	0.281022	0.287438	0.006416	0.0228309527367964
Ddit3	chr10	127290828	127293752	Active_Promoter	0.581180938524073	0.482142498293828	-0.0990384402302458	-0.170408961590786	0.397622	0	-0.397622	-1
Itgb5	chr16	33829664	33949337	Active_Promoter	0.293314661862947	0.194309427473801	-0.0990052343891466	-0.337539329811639	0.349106	0	-0.349106	-1
Cryab	chr9	50751324	50756635	Unmarked	0.284771741207073	0.185895101046615	-0.0988766401604576	-0.347213665728718	0.230847	0	-0.230847	-1
Hoxd12	chr2	74675012	74677704	Repressed_Promoter	0.123722636818488	0.0249882272262001	-0.0987344095922881	-0.798030272642347	0	0	0	0
Pkib	chr10	57631980	57741111	Active_Promoter	0.381581596769165	0.283010509537672	-0.0985710872314929	-0.258322435007584	0	0	0	0
4833439L19Rik	chr13	54551217	54565434	Active_Promoter	0.396270626572893	0.297706812643283	-0.0985638139296097	-0.248728538832234	0.432006	0	-0.432006	-1
Mlf2	chr6	124931385	124937237	Active_Promoter	0.366939420835005	0.268395112347989	-0.098544308487016	-0.268557431803782	0.428034	0	-0.428034	-1
Rgmb	chr17	15803187	15831038	Bivalent_Promoter	0.336519578407635	0.238000255066277	-0.0985193233413579	-0.292759558916417	0.533387	0	-0.533387	-1
Dnajc30	chr5	135064201	135065861	Unmarked	0.393082152608761	0.294581628530757	-0.098500524078004	-0.250585083612388	0	0	0	0
Cox6a1	chr5	115345641	115348980	Unmarked	0.447451765965601	0.348958401444679	-0.0984933645209224	-0.220120629780896	0	0	0	0
Cend1	chr7	141426445	141429490	Active_Promoter	0.504665741508444	0.406349790882821	-0.0983159506256238	-0.194813997739886	0	0	0	0
Sesn1	chr10	41809934	41908423	Active_Promoter	0.410383262218249	0.312096854488977	-0.0982864077292722	-0.239499065332255	0.419935	0	-0.419935	-1
Wipf3	chr6	54429602	54503767	Active_Promoter	0.336401928180979	0.238115958210343	-0.0982859699706363	-0.292168271751879	0.360561	0	-0.360561	-1
Pdrg1	chr2	153008889	153015426	Active_Promoter	0.385457425823973	0.28741747207749	-0.0980399537464827	-0.254347035958401	0.386297	0	-0.386297	-1
E2f3	chr13	29906574	29986062	Active_Promoter	0.244506008953407	0.146496894864571	-0.0980091140888361	-0.400845420970872	0.395853	0	-0.395853	-1
H2az1	chr3	137864486	137866921	Active_Promoter	0.509164971984964	0.411159760185891	-0.0980052117990727	-0.192482235015112	0	0	0	0
Ndufc2	chr7	97400002	97407801	Active_Promoter	0.469874755995692	0.371969903570262	-0.0979048524254293	-0.20836372070673	0.476387	0	-0.476387	-1
Tmsb4x	chrX	167207092	167209314	Active_Promoter	0.172599846829914	0.0747256316607245	-0.0978742151691891	-0.567058528537617	0.28802	0	-0.28802	-1
Cdkn2d	chr9	21288409	21291406	Active_Promoter	0.564248418945073	0.466567927462188	-0.0976804914828854	-0.173116110215267	0.561738	0	-0.561738	-1
Unc5c	chr3	141465215	141834923	Active_Promoter	0.376562786022414	0.278930840588352	-0.097631945434062	-0.25927135940685	0	0	0	0
Gm17190	chr13	96082053	96083230	Unmarked	0.138652218518232	0.0414830870531044	-0.0971691314651275	-0.700811948799437	0.211263	0	-0.211263	-1
Plekhf1	chr7	38216971	38228015	Unmarked	0.36802516888269	0.270967589495495	-0.0970575793871951	-0.263725385092161	0.29693	0	-0.29693	-1
Hus1b	chr13	30946572	30947758	Unmarked	0.404172574853484	0.307122305443917	-0.0970502694095676	-0.240120867787106	0.526269	0	-0.526269	-1
Ndufb4	chr16	37647169	37654452	Active_Promoter	0.362149353168568	0.265102796165987	-0.0970465570025812	-0.267973851543535	0	0	0	0
H2ac7	chr13	23574380	23574951	Unmarked	0.233159473529914	0.13623891300099	-0.0969205605289242	-0.415683562248606	0	0	0	0
Galt	chr4	41755227	41758694	Active_Promoter	0.340917121826319	0.24405547629004	-0.0968616455362788	-0.2841208004379	0.472651	0	-0.472651	-1
Krt24	chr11	99279958	99285261	Unmarked	0.475759465537307	0.378970658564953	-0.0967888069723538	-0.203440633310456	0.349551	0	-0.349551	-1
Fv1	chr4	147868978	147870357	Unmarked	0.350498152720234	0.253721647201065	-0.0967765055191686	-0.276111314048537	0	0	0	0
Caln1	chr5	130369454	130847411	Active_Promoter	0.37972577459987	0.283011034685096	-0.0967147399147735	-0.254696273953711	0.418449	0	-0.418449	-1
Gmppa	chr1	75435929	75443178	Unmarked	0.39721881286308	0.300697546952199	-0.096521265910882	-0.242992685102638	0.330648	0	-0.330648	-1
Atp6v0e2	chr6	48537614	48541800	Active_Promoter	0.453520610829328	0.357095459883212	-0.0964251509461156	-0.212614705139394	0	0	0	0
Tprn	chr2	25262617	25269884	Active_Promoter	0.597707763533101	0.501440469910256	-0.0962672936228447	-0.161060805122893	0	0	0	0
Tmem86b	chr7	4628039	4631421	Unmarked	0.346625431545012	0.250412687741335	-0.0962127438036773	-0.277569777193868	0.323907	0	-0.323907	-1
Ypel3	chr7	126776954	126780513	Active_Promoter	0.456951121687481	0.360925384501771	-0.0960257371857094	-0.21014443914941	0	0	0	0
Ntn4	chr10	93640680	93747206	Active_Promoter	0.363411042637698	0.267441194756108	-0.0959698478815899	-0.264080714732895	0.300864	0	-0.300864	-1
Cyb5d1	chr11	69391924	69395630	Active_Promoter	0.255974354405148	0.160745041178731	-0.0952293132264165	-0.37202677372785	0.282184	0	-0.282184	-1
Itm2c	chr1	85894280	85908674	Active_Promoter	0.432272084501787	0.337264076709638	-0.0950080077921489	-0.219787516239106	0.440398	0	-0.440398	-1
Tlx3	chr11	33200751	33203588	Bivalent_Promoter	0.452563590101149	0.35779804382226	-0.094765546278889	-0.209397194895216	0	0	0	0
Des	chr1	75360328	75368578	Unmarked	0.267226012174815	0.172663969522651	-0.0945620426521646	-0.353865411089934	0.311855	0	-0.311855	-1
Gm4871	chr5	145029599	145032753	Unmarked	0.132422533269047	0.037905326360769	-0.0945172069082781	-0.713754710584222	0.186287	0	-0.186287	-1
Ndufa2	chr18	36742331	36744556	Active_Promoter	0.306337613090103	0.211864932474771	-0.094472680615332	-0.30839399596531	0	0	0	0
Eid3	chr10	82866625	82867929	Unmarked	0.448921636500553	0.354493022525652	-0.0944286139749013	-0.210345428460508	0.630667	0	-0.630667	-1
Slc16a1	chr3	104638667	104658461	Active_Promoter	0.261585608667387	0.167301671039744	-0.0942839376276427	-0.360432433985798	0	0	0	0
