anchor_id	anchor_chr	anchor_start	anchor_end	entrez_id	symbol	loop_direction	loop_distance	anchor_type
loop_13236_A1	chr18	49750000	49760000	68857	Dtwd2	down_in_mutant	360000	Other
loop_15040_A1	chr3	123690000	123700000	83398	Ndst3	down_in_mutant	140000	Active_Promoter
loop_720_A1	chr3	86545000	86550000	23937	Mab21l2	down_in_mutant	210000	Bivalent_Promoter
loop_753_A1	chr4	33520000	33525000	102465904	Mir8118	down_in_mutant	215000	Active_Enhancer
loop_15943_A1	chr4	45940000	45950000	381522	Ccdc180	up_in_mutant	180000	Other
loop_15943_A1	chr4	45940000	45950000	100121	Tdrd7	up_in_mutant	180000	Other
loop_827_A1	chr5	67845000	67850000	11980	Atp8a1	down_in_mutant	2e+05	Active_Promoter
loop_867_A1	chr6	13835000	13840000	64450	Gpr85	down_in_mutant	65000	Active_Promoter
loop_882_A1	chr6	13830000	13835000	64450	Gpr85	down_in_mutant	150000	Active_Enhancer
loop_1107_A1	chr6	43660000	43670000	29807	Tpk1	down_in_mutant	630000	Other
loop_936_A1	chr7	90055000	90060000	13626	Eed	down_in_mutant	60000	Active_Enhancer
loop_936_A1	chr7	90055000	90060000	78329	2310010J17Rik	down_in_mutant	60000	Active_Enhancer
loop_971_A1	chr7	92870000	92875000	74041	Ddias	down_in_mutant	220000	Active_Promoter
loop_1021_A1	chr10	81625000	81630000	268319	BC025920	down_in_mutant	550000	Other
loop_1021_A1	chr10	81625000	81630000	100233208	Gm10778	down_in_mutant	550000	Other
loop_1054_A1	chr8	21990000	21995000	67929	Ccdc70	down_in_mutant	55000	Other
loop_1054_A1	chr8	21990000	21995000	11979	Atp7b	down_in_mutant	55000	Other
loop_8008_A1	chr8	95970000	95980000	14719	Got2	down_in_mutant	4800000	Other
loop_1100_A1	chr9	120495000	120500000	68969	Eif1b	up_in_mutant	70000	Poised_Enhancer
loop_1100_A1	chr9	120495000	120500000	215446	Entpd3	up_in_mutant	70000	Poised_Enhancer
loop_1350_A1	chr9	94530000	94540000	68861	Dipk2a	down_in_mutant	170000	Active_Promoter
loop_1127_A1	chr9	99845000	99850000	20669	Sox14	up_in_mutant	550000	Polycomb
loop_1133_A1	chr9	106900000	106905000	74840	Manf	down_in_mutant	390000	Other
loop_1164_A1	chr11	85835000	85840000	21385	Tbx2	down_in_mutant	50000	Polycomb
loop_1164_A1	chr11	85835000	85840000	21387	Tbx4	down_in_mutant	50000	Polycomb
loop_1231_A1	chr12	100685000	100690000	73086	Rps6ka5	down_in_mutant	35000	Poised_Enhancer
loop_1262_A1	chr15	57690000	57695000	387609	Zhx2	down_in_mutant	220000	Active_Promoter
loop_1280_A1	chr15	73830000	73835000	100041273	Ndufb4c	up_in_mutant	165000	Polycomb
loop_1280_A1	chr15	73830000	73835000	268816	Mroh5	up_in_mutant	165000	Polycomb
loop_11108_A1	chr16	72200000	72225000	319533	8030451O07Rik	up_in_mutant	775000	Poised_Enhancer
loop_1327_A1	chr16	30600000	30605000	224093	Fam43a	down_in_mutant	6e+05	Active_Promoter
loop_1403_A1	chr1	91570000	91575000	65247	Asb1	up_in_mutant	180000	Other
loop_1475_A1	chr2	57905000	57910000	241391	Galnt5	down_in_mutant	45000	Active_Enhancer
loop_13840_A1	chr2	73920000	73930000	228033	Atp5mc3	down_in_mutant	70000	Poised_Enhancer
loop_1566_A1	chr4	3675000	3680000	17096	Lyn	down_in_mutant	75000	Active_Promoter
loop_1591_A1	chr4	82535000	82540000	102635783	Gm11266	down_in_mutant	165000	Active_Enhancer
loop_1662_A1	chr6	140625000	140630000	11569	Aebp2	down_in_mutant	85000	Active_Enhancer
loop_1715_A1	chr7	84590000	84595000	100039239	Ctxnd1	down_in_mutant	160000	Other
loop_1715_A1	chr7	84590000	84595000	14085	Fah	down_in_mutant	160000	Other
loop_1720_A1	chr7	90280000	90285000	75338	Ccdc83	down_in_mutant	125000	Other
loop_1720_A1	chr7	90280000	90285000	83671	Sytl2	down_in_mutant	125000	Other
loop_7955_A1	chr8	57540000	57550000	97165	Hmgb2	down_in_mutant	420000	Active_Enhancer
loop_1882_A1	chr8	19705000	19710000	626415	Potefam3e	up_in_mutant	890000	Other
loop_1955_A1	chr9	91405000	91410000	22771	Zic1	down_in_mutant	140000	Active_Enhancer
loop_2010_A1	chr9	88480000	88485000	244962	Snx14	down_in_mutant	235000	Active_Promoter
loop_2010_A1	chr9	88480000	88485000	56403	Syncrip	down_in_mutant	235000	Active_Promoter
loop_2084_A1	chr11	26385000	26390000	67030	Fancl	down_in_mutant	50000	Other
loop_2134_A1	chr11	30090000	30095000	237711	Eml6	down_in_mutant	130000	Other
loop_2207_A1	chr13	98260000	98265000	110596	Arhgef28	down_in_mutant	55000	Active_Promoter
loop_2207_A1	chr13	98260000	98265000	218490	Btf3	down_in_mutant	55000	Active_Promoter
loop_10324_A1	chr13	83520000	83530000	17260	Mef2c	down_in_mutant	1230000	Active_Enhancer
loop_10216_A1	chr13	83520000	83530000	17260	Mef2c	down_in_mutant	130000	Active_Enhancer
loop_2243_A1	chr13	9680000	9685000	66505	Zmynd11	up_in_mutant	165000	Active_Enhancer
loop_2308_A1	chr12	31710000	31715000	238123	Cog5	down_in_mutant	110000	Active_Promoter
loop_2308_A1	chr12	31710000	31715000	73010	Gpr22	down_in_mutant	110000	Active_Promoter
loop_11180_A1	chr15	44830000	44840000	319613	Sybu	down_in_mutant	3960000	Poised_Enhancer
loop_11180_A1	chr15	44830000	44840000	239410	A930017M01Rik	down_in_mutant	3960000	Poised_Enhancer
loop_2432_A1	chr16	67610000	67615000	239857	Cadm2	down_in_mutant	235000	Active_Enhancer
loop_2833_A1	chr17	42310000	42320000	627626	Ptchd4	down_in_mutant	140000	Active_Promoter
loop_2490_A1	chr17	5440000	5445000	70544	Tmem242	down_in_mutant	445000	Other
loop_2524_A1	chr1	135750000	135755000	13007	Csrp1	up_in_mutant	35000	Other
loop_2524_A1	chr1	135750000	135755000	27280	Phlda3	up_in_mutant	35000	Other
loop_22500_A1	chr1	182550000	182560000	12334	Capn2	up_in_mutant	1e+05	Other
loop_22500_A1	chr1	182550000	182560000	170725	Capn8	up_in_mutant	1e+05	Other
loop_12404_A1	chr18	57400000	57425000	73137	Prrc1	down_in_mutant	1075000	Other
loop_12404_A1	chr18	57400000	57425000	100503007	Gm19500	down_in_mutant	1075000	Other
loop_12404_A1	chr18	57400000	57425000	629147	Ctxn3	down_in_mutant	1075000	Other
loop_13250_A1	chr18	77790000	77800000	19201	Pstpip2	down_in_mutant	340000	Repressed_Promoter
loop_13250_A1	chr18	77790000	77800000	619308	F830208F22Rik	down_in_mutant	340000	Repressed_Promoter
loop_2742_A1	chr2	58135000	58140000	77767	Ermn	down_in_mutant	40000	Active_Enhancer
loop_2742_A1	chr2	58135000	58140000	100042926	Gm13546	down_in_mutant	40000	Active_Enhancer
loop_19717_A1	chr2	138790000	138800000	100316816	Mir1952	down_in_mutant	480000	Active_Enhancer
loop_14358_A1	chr2	165390000	165400000	228876	Zfp334	up_in_mutant	90000	Other
loop_14358_A1	chr2	165390000	165400000	74614	Ocstamp	up_in_mutant	90000	Other
loop_2816_A1	chr2	118260000	118265000	71313	Fsip1	down_in_mutant	170000	Other
loop_22112_A1	chr2	73960000	73970000	228033	Atp5mc3	up_in_mutant	710000	Other
loop_2926_A1	chr3	123690000	123695000	83398	Ndst3	down_in_mutant	375000	Active_Promoter
loop_3005_A1	chr4	144890000	144895000	20148	Dhrs3	up_in_mutant	150000	Repressed_Promoter
loop_3034_A1	chr4	33395000	33400000	24018	Rngtt	down_in_mutant	125000	Poised_Enhancer
loop_3034_A1	chr4	33395000	33400000	102465904	Mir8118	down_in_mutant	125000	Poised_Enhancer
loop_3050_A1	chr4	117705000	117710000	66233	Dmap1	down_in_mutant	585000	Other
loop_3050_A1	chr4	117705000	117710000	75753	Klf17	down_in_mutant	585000	Other
loop_3162_A1	chr5	86165000	86170000	56792	Stap1	down_in_mutant	650000	Poised_Enhancer
loop_3162_A1	chr5	86165000	86170000	231380	Uba6	down_in_mutant	650000	Poised_Enhancer
loop_14988_A1	chr5	41875000	41900000	665775	Bod1l	down_in_mutant	1750000	Other
loop_14988_A1	chr5	41875000	41900000	102465225	Mir6414	down_in_mutant	1750000	Other
loop_17280_A1	chr6	51170000	51180000	387166	Mir148a	down_in_mutant	1140000	Polycomb
loop_3243_A1	chr6	19580000	19585000	102465192	Mir6370	down_in_mutant	1015000	Active_Enhancer
loop_3244_A1	chr6	106800000	106805000	58799	Crbn	down_in_mutant	910000	Active_Promoter
loop_3247_A1	chr6	19580000	19585000	102465192	Mir6370	down_in_mutant	920000	Active_Enhancer
loop_17332_A1	chr6	42610000	42620000	403088	Tcaf3	down_in_mutant	680000	Other
loop_17332_A1	chr6	42610000	42620000	232748	Tcaf2	down_in_mutant	680000	Other
loop_3263_A1	chr7	38180000	38185000	72244	1600014C10Rik	down_in_mutant	45000	Active_Promoter
loop_3263_A1	chr7	38180000	38185000	72287	Plekhf1	down_in_mutant	45000	Active_Promoter
loop_3768_A1	chr7	111040000	111050000	22083	Ctr9	down_in_mutant	2e+05	Other
loop_3768_A1	chr7	111040000	111050000	13690	Eif4g2	down_in_mutant	2e+05	Other
loop_3357_A1	chr10	59620000	59625000	215999	Mcu	down_in_mutant	195000	Poised_Enhancer
loop_3357_A1	chr10	59620000	59625000	216001	Micu1	down_in_mutant	195000	Poised_Enhancer
loop_3398_A1	chr10	13085000	13090000	22634	Plagl1	down_in_mutant	1305000	Active_Enhancer
loop_3398_A1	chr10	13085000	13090000	75122	Zc2hc1b	down_in_mutant	1305000	Active_Enhancer
loop_3456_A1	chr14	70780000	70785000	13449	Dok2	up_in_mutant	110000	Polycomb
loop_3456_A1	chr14	70780000	70785000	73648	2410012E07Rik	up_in_mutant	110000	Polycomb
loop_21700_A1	chr14	24060000	24070000	16531	Kcnma1	up_in_mutant	210000	Polycomb
loop_21700_A1	chr14	24060000	24070000	102465697	Mir7210	up_in_mutant	210000	Polycomb
loop_3462_A1	chr9	63995000	64000000	17130	Smad6	up_in_mutant	90000	Poised_Enhancer
loop_183_A1	chr9	104575000	104600000	74020	Cpne4	up_in_mutant	475000	Polycomb
loop_10314_A1	chr13	29850000	29860000	68916	Cdkal1	down_in_mutant	4e+05	Active_Promoter
loop_18627_A1	chr13	53450000	53475000	100040421	Gm2762	up_in_mutant	225000	Repressed_Promoter
loop_18627_A1	chr13	53450000	53475000	17702	Msx2	up_in_mutant	225000	Repressed_Promoter
loop_3590_A1	chr12	116480000	116485000	76044	Ncapg2	down_in_mutant	55000	Other
loop_3590_A1	chr12	116480000	116485000	19276	Ptprn2	down_in_mutant	55000	Other
loop_21870_A1	chr12	117590000	117600000	217944	Rapgef5	up_in_mutant	170000	Other
loop_3611_A1	chr12	27345000	27350000	20666	Sox11	up_in_mutant	1085000	Polycomb
loop_3634_A1	chr15	61985000	61990000	17869	Myc	up_in_mutant	175000	Repressed_Promoter
loop_3634_A1	chr15	61985000	61990000	19296	Pvt1	up_in_mutant	175000	Repressed_Promoter
loop_3645_A1	chr16	91160000	91165000	74387	Epcip	up_in_mutant	150000	Polycomb
loop_3645_A1	chr16	91160000	91165000	50913	Olig2	up_in_mutant	150000	Polycomb
loop_3692_A1	chr17	33225000	33230000	100043474	Or10h5	up_in_mutant	45000	Other
loop_3692_A1	chr17	33225000	33230000	77652	Zfp955a	up_in_mutant	45000	Other
loop_3694_A1	chr17	84110000	84115000	74473	4933433H22Rik	up_in_mutant	80000	Poised_Enhancer
loop_3694_A1	chr17	84110000	84115000	12193	Zfp36l2	up_in_mutant	80000	Poised_Enhancer
loop_21983_A1	chr1	87090000	87100000	11650	Alppl2	up_in_mutant	90000	Repressed_Promoter
loop_21983_A1	chr1	87090000	87100000	76768	Alpi	up_in_mutant	90000	Repressed_Promoter
loop_22011_A1	chr1	115680000	115690000	636808	Cntnap5a	up_in_mutant	790000	Repressed_Promoter
loop_3749_A1	chr1	169670000	169675000	19737	Rgs5	up_in_mutant	265000	Other
loop_3749_A1	chr1	169670000	169675000	19736	Rgs4	up_in_mutant	265000	Other
loop_3757_A1	chr1	84125000	84130000	102465181	Mir6353	up_in_mutant	155000	Other
loop_3779_A1	chr18	64340000	64345000	225631	Onecut2	up_in_mutant	125000	Repressed_Promoter
loop_19616_A1	chr19	17850000	17860000	18552	Pcsk5	up_in_mutant	690000	Other
loop_3830_A1	chr2	102685000	102690000	20511	Slc1a2	up_in_mutant	330000	Poised_Enhancer
loop_3830_A1	chr2	102685000	102690000	102637542	Gm13872	up_in_mutant	330000	Poised_Enhancer
loop_3836_A1	chr2	118305000	118310000	73358	1700054M17Rik	down_in_mutant	80000	Other
loop_3836_A1	chr2	118305000	118310000	381413	Gpr176	down_in_mutant	80000	Other
loop_3839_A1	chr2	179440000	179445000	12561	Cdh4	up_in_mutant	2e+05	Active_Promoter
loop_3859_A1	chr2	65020000	65025000	50915	Grb14	up_in_mutant	90000	Repressed_Promoter
loop_19749_A1	chr2	27550000	27560000	140858	Wdr5	up_in_mutant	420000	Other
loop_19791_A1	chrX	103690000	103700000	75064	Zcchc13	up_in_mutant	150000	Polycomb
loop_21245_A1	chrX	50670000	50680000	103012	Firre	up_in_mutant	250000	Other
loop_3915_A1	chr3	127620000	127625000	71643	Zgrf1	up_in_mutant	140000	Polycomb
loop_3915_A1	chr3	127620000	127625000	11924	Neurog2	up_in_mutant	140000	Polycomb
loop_22154_A1	chr3	59320000	59330000	70839	P2ry12	up_in_mutant	730000	Poised_Enhancer
loop_22154_A1	chr3	59320000	59330000	242050	Igsf10	up_in_mutant	730000	Poised_Enhancer
loop_3933_A1	chr4	96715000	96720000	13109	Cyp2j5	up_in_mutant	55000	Poised_Enhancer
loop_3933_A1	chr4	96715000	96720000	620779	Gm12695	up_in_mutant	55000	Poised_Enhancer
loop_22176_A1	chr4	125110000	125120000	70088	Meaf6	up_in_mutant	850000	Poised_Enhancer
loop_22176_A1	chr4	125110000	125120000	230738	Zc3h12a	up_in_mutant	850000	Poised_Enhancer
loop_3994_A1	chr5	64505000	64510000	77382	C030018K13Rik	up_in_mutant	360000	Poised_Enhancer
loop_22237_A1	chr5	76650000	76660000	381644	Cep135	up_in_mutant	190000	Repressed_Promoter
loop_22237_A1	chr5	76650000	76660000	320827	Cracd	up_in_mutant	190000	Repressed_Promoter
loop_22214_A1	chr5	3340000	3350000	12571	Cdk6	up_in_mutant	170000	Repressed_Promoter
loop_22596_A1	chr5	36830000	36840000	17160	Man2b2	up_in_mutant	270000	Other
loop_22596_A1	chr5	36830000	36840000	269643	Ppp2r2c	up_in_mutant	270000	Other
loop_22261_A1	chr6	83690000	83700000	246278	Cd207	up_in_mutant	50000	Polycomb
loop_22261_A1	chr6	83690000	83700000	24113	Vax2	up_in_mutant	50000	Polycomb
loop_4054_A1	chr6	72280000	72285000	71093	Atoh8	down_in_mutant	125000	Other
loop_4054_A1	chr6	72280000	72285000	20388	Sftpb	down_in_mutant	125000	Other
loop_22271_A1	chr6	148000000	148010000	330450	Far2	up_in_mutant	130000	Other
loop_4829_A1	chr7	131540000	131550000	15373	Hmx3	up_in_mutant	2e+05	Repressed_Promoter
loop_4829_A1	chr7	131540000	131550000	15372	Hmx2	up_in_mutant	2e+05	Repressed_Promoter
loop_4829_A1	chr7	131540000	131550000	12237	Bub3	up_in_mutant	2e+05	Repressed_Promoter
loop_4131_A1	chr10	21080000	21085000	17863	Myb	up_in_mutant	105000	Active_Enhancer
loop_4162_A1	chr8	121125000	121130000	14241	Foxl1	up_in_mutant	265000	Repressed_Promoter
loop_4165_A1	chr8	94700000	94705000	67801	Pllp	up_in_mutant	70000	Poised_Enhancer
loop_4165_A1	chr8	94700000	94705000	20299	Ccl22	up_in_mutant	70000	Poised_Enhancer
loop_4167_A1	chr8	122160000	122165000	195209	Zfp469	up_in_mutant	95000	Poised_Enhancer
loop_4191_A1	chr8	69395000	69400000	378466	Gm10033	down_in_mutant	70000	Active_Promoter
loop_5042_A1	chr9	41370000	41380000	73144	Mir100hg	up_in_mutant	80000	Polycomb
loop_4308_A1	chr9	122615000	122620000	319626	9530059O14Rik	up_in_mutant	110000	Polycomb
loop_4308_A1	chr9	122615000	122620000	387156	Mir138-1	up_in_mutant	110000	Polycomb
loop_4348_A1	chr11	114065000	114070000	237979	Sdk2	up_in_mutant	110000	Repressed_Promoter
loop_9751_A1	chr11	87210000	87220000	68729	Trim37	up_in_mutant	180000	Other
loop_4374_A1	chr11	96145000	96150000	237930	Ttll6	up_in_mutant	85000	Polycomb
loop_4374_A1	chr11	96145000	96150000	15408	Hoxb13	up_in_mutant	85000	Polycomb
loop_10686_A1	chr12	105490000	105500000	268595	D430019H16Rik	up_in_mutant	120000	Other
loop_10686_A1	chr12	105490000	105500000	104932	AU015791	up_in_mutant	120000	Other
loop_21843_A1	chr12	75300000	75310000	80837	Rhoj	up_in_mutant	70000	Repressed_Promoter
loop_5292_A1	chr12	104770000	104780000	192119	Dicer1	up_in_mutant	170000	Polycomb
loop_5292_A1	chr12	104770000	104780000	94040	Clmn	up_in_mutant	170000	Polycomb
loop_4507_A1	chr15	78255000	78260000	17972	Ncf4	up_in_mutant	110000	Polycomb
loop_4507_A1	chr15	78255000	78260000	12984	Csf2rb2	up_in_mutant	110000	Polycomb
loop_4514_A1	chr15	61985000	61990000	17869	Myc	up_in_mutant	50000	Repressed_Promoter
loop_4514_A1	chr15	61985000	61990000	19296	Pvt1	up_in_mutant	50000	Repressed_Promoter
loop_4527_A1	chr15	84260000	84265000	170736	Parvb	up_in_mutant	185000	Poised_Enhancer
loop_4527_A1	chr15	84260000	84265000	64099	Parvg	up_in_mutant	185000	Poised_Enhancer
loop_4528_A1	chr15	38695000	38700000	66335	Atp6v1c1	up_in_mutant	280000	Other
loop_4528_A1	chr15	38695000	38700000	105463124	Gm45924	up_in_mutant	280000	Other
loop_19312_A1	chr16	58450000	58460000	73379	Dcbld2	up_in_mutant	170000	Poised_Enhancer
loop_19312_A1	chr16	58450000	58460000	54613	St3gal6	up_in_mutant	170000	Poised_Enhancer
loop_4613_A1	chr17	15375000	15380000	13388	Dll1	up_in_mutant	90000	Repressed_Promoter
loop_4647_A1	chr1	153330000	153335000	226519	Lamc1	up_in_mutant	55000	Active_Promoter
loop_22503_A1	chr1	25830000	25840000	210933	Adgrb3	up_in_mutant	220000	Active_Promoter
loop_4716_A1	chr18	34660000	34665000	52563	Cdc23	up_in_mutant	125000	Other
loop_4716_A1	chr18	34660000	34665000	14587	Gfra3	up_in_mutant	125000	Other
loop_19558_A1	chr18	10290000	10300000	381157	Greb1l	up_in_mutant	210000	Other
loop_12384_A1	chr18	80800000	80825000	18018	Nfatc1	up_in_mutant	1100000	Poised_Enhancer
loop_22053_A1	chr19	42660000	42670000	67573	Loxl4	up_in_mutant	80000	Polycomb
loop_22053_A1	chr19	42660000	42670000	74580	Pyroxd2	up_in_mutant	80000	Polycomb
loop_4785_A1	chr2	166005000	166010000	17979	Ncoa3	up_in_mutant	35000	Poised_Enhancer
loop_5694_A1	chr2	28750000	28760000	100526498	Mir3088	up_in_mutant	90000	Polycomb
loop_5694_A1	chr2	28750000	28760000	269252	Gtf3c4	up_in_mutant	90000	Polycomb
loop_4810_A1	chr2	138280000	138285000	228662	Btbd3	down_in_mutant	195000	Active_Enhancer
loop_4824_A1	chr2	5085000	5090000	71648	Optn	up_in_mutant	310000	Other
loop_4824_A1	chr2	5085000	5090000	74186	Ccdc3	up_in_mutant	310000	Other
loop_14446_A1	chr2	163100000	163110000	102465607	Mir7003	up_in_mutant	3e+05	Poised_Enhancer
loop_14446_A1	chr2	163100000	163110000	269389	Tox2	up_in_mutant	3e+05	Poised_Enhancer
loop_4905_A1	chr3	9400000	9405000	320088	C030034L19Rik	up_in_mutant	65000	Other
loop_5820_A1	chr3	87030000	87040000	12479	Cd1d1	up_in_mutant	140000	Other
loop_4908_A1	chr3	70105000	70110000	229389	Otol1	up_in_mutant	2e+05	Polycomb
loop_4909_A1	chr3	10060000	10065000	16592	Fabp5	up_in_mutant	245000	Polycomb
loop_4909_A1	chr3	10060000	10065000	100041480	Myef2l	up_in_mutant	245000	Polycomb
loop_4935_A1	chr4	54950000	54955000	242466	Zfp462	up_in_mutant	55000	Bivalent_Promoter
loop_4947_A1	chr4	127990000	127995000	329942	Csmd2	up_in_mutant	185000	Poised_Enhancer
loop_4989_A1	chr5	134930000	134935000	79565	Mettl27	up_in_mutant	35000	Other
loop_4989_A1	chr5	134930000	134935000	12740	Cldn4	up_in_mutant	35000	Other
loop_5010_A1	chr5	136840000	136845000	140709	Col26a1	up_in_mutant	35000	Other
loop_5014_A1	chr5	73535000	73540000	100737	Dcun1d4	up_in_mutant	1e+05	Other
loop_5014_A1	chr5	73535000	73540000	231296	Lrrc66	up_in_mutant	1e+05	Other
loop_5021_A1	chr5	68055000	68060000	433899	Grxcr1	down_in_mutant	55000	Poised_Enhancer
loop_22228_A1	chr5	100670000	100680000	231507	Plac8	up_in_mutant	80000	Active_Promoter
loop_22228_A1	chr5	100670000	100680000	71883	Coq2	up_in_mutant	80000	Active_Promoter
loop_20175_A1	chr6	114220000	114230000	243616	Slc6a11	up_in_mutant	120000	Other
loop_20175_A1	chr6	114220000	114230000	232333	Slc6a1	up_in_mutant	120000	Other
loop_22267_A1	chr6	120220000	120230000	330406	B4galnt3	up_in_mutant	1e+05	Other
loop_6107_A1	chr7	144840000	144850000	14174	Fgf3	up_in_mutant	50000	Repressed_Promoter
loop_6107_A1	chr7	144840000	144850000	14175	Fgf4	up_in_mutant	50000	Repressed_Promoter
loop_6107_A1	chr7	144840000	144850000	14170	Fgf15	up_in_mutant	50000	Repressed_Promoter
loop_2086_A1	chr7	24470000	24480000	18793	Plaur	down_in_mutant	90000	Poised_Enhancer
loop_2086_A1	chr7	24470000	24480000	260299	Cadm4	down_in_mutant	90000	Poised_Enhancer
loop_22316_A1	chr7	118440000	118450000	110058	Syt17	up_in_mutant	70000	Repressed_Promoter
loop_5204_A1	chr10	120975000	120980000	320183	Msrb3	up_in_mutant	55000	Active_Promoter
loop_5204_A1	chr10	120975000	120980000	380664	Lemd3	up_in_mutant	55000	Active_Promoter
loop_16445_A1	chr10	121025000	121050000	380664	Lemd3	up_in_mutant	225000	Repressed_Promoter
loop_16445_A1	chr10	121025000	121050000	24117	Wif1	up_in_mutant	225000	Repressed_Promoter
loop_5269_A1	chr8	113670000	113675000	668110	Syce1l	up_in_mutant	175000	Other
loop_5269_A1	chr8	113670000	113675000	102631810	Gm30052	up_in_mutant	175000	Other
loop_21686_A1	chr8	28140000	28150000	666422	Gm8096	up_in_mutant	1150000	Other
loop_5296_A1	chr14	75895000	75900000	100303751	Snora31	up_in_mutant	180000	Poised_Enhancer
loop_5296_A1	chr14	75895000	75900000	67516	Kctd4	up_in_mutant	180000	Poised_Enhancer
loop_5005_A1	chr14	25700000	25710000	105675	Ppif	up_in_mutant	90000	Other
loop_5005_A1	chr14	25700000	25710000	68173	Ppifos	up_in_mutant	90000	Other
loop_5005_A1	chr14	25700000	25710000	71918	Zcchc24	up_in_mutant	90000	Other
loop_16750_A1	chr14	34800000	34825000	14803	Grid1	up_in_mutant	350000	Repressed_Promoter
loop_16750_A1	chr14	34800000	34825000	723847	Mir346	up_in_mutant	350000	Repressed_Promoter
loop_21710_A1	chr14	39530000	39540000	18183	Nrg3	up_in_mutant	1260000	Other
loop_18879_A1	chr9	110710000	110720000	72654	Ccdc12	up_in_mutant	150000	Poised_Enhancer
loop_18879_A1	chr9	110710000	110720000	17897	Myl3	up_in_mutant	150000	Poised_Enhancer
loop_5350_A1	chr9	57520000	57525000	12858	Cox5a	down_in_mutant	135000	Other
loop_5350_A1	chr9	57520000	57525000	78323	Fam219b	down_in_mutant	135000	Other
loop_18865_A1	chr9	42550000	42560000	272589	Tbcel	up_in_mutant	230000	Poised_Enhancer
loop_22404_A1	chr9	15970000	15980000	244701	Mtnr1b	up_in_mutant	520000	Poised_Enhancer
loop_5357_A1	chr9	73160000	73165000	225215	Rsl24d1	up_in_mutant	305000	Poised_Enhancer
loop_5364_A1	chr9	54185000	54190000	13075	Cyp19a1	up_in_mutant	130000	Other
loop_21737_A1	chr9	122420000	122430000	654800	A730085K08Rik	up_in_mutant	3e+05	Other
loop_5419_A1	chr11	51325000	51330000	237759	Col23a1	up_in_mutant	120000	Poised_Enhancer
loop_5435_A1	chr11	114065000	114070000	237979	Sdk2	up_in_mutant	590000	Repressed_Promoter
loop_4402_A1	chr11	52750000	52775000	320027	Fstl4	up_in_mutant	4e+05	Repressed_Promoter
loop_6481_A1	chr11	24080000	24090000	14025	Bcl11a	up_in_mutant	1220000	Repressed_Promoter
loop_5188_A1	chr11	34230000	34240000	14233	Foxi1	up_in_mutant	570000	Other
loop_5188_A1	chr11	34230000	34240000	574403	Insyn2b	up_in_mutant	570000	Other
loop_6516_A1	chr13	72630000	72640000	16372	Irx2	up_in_mutant	1e+05	Repressed_Promoter
loop_5502_A1	chr12	80725000	80730000	217682	Plekhd1	up_in_mutant	35000	Other
loop_5502_A1	chr12	80725000	80730000	380768	Ccdc177	up_in_mutant	35000	Other
loop_22451_A1	chr12	104440000	104450000	20716	Serpina3n	up_in_mutant	260000	Polycomb
loop_22451_A1	chr12	104440000	104450000	14836	Gsc	up_in_mutant	260000	Polycomb
loop_5526_A1	chr12	109440000	109445000	13386	Dlk1	up_in_mutant	930000	Polycomb
loop_6605_A1	chr15	78620000	78630000	72318	Cyth4	up_in_mutant	120000	Polycomb
loop_6605_A1	chr15	78620000	78630000	207393	Elfn2	up_in_mutant	120000	Polycomb
