gene	chr	start	end	mc_ctrl	mc_mut	hmc_ctrl	hmc_mut	total_ctrl	total_mut	is_coordinated	is_mecp2_up
Akna	chr4	63367125	63403354	0.721141400784147	0.696075617150729	0.119128623989343	0.129631774465623	0.84027002477349	0.825707391616352	FALSE	FALSE
Stx12	chr4	132853501	132884509	0.73860899422001	0.755417625192216	0.143602907030676	0.121172570448696	0.882211901250686	0.876590195640912	TRUE	FALSE
Alkal2	chr12	30884322	30893854	0.743902495907484	0.732950626787972	0.0929254927638862	0.0793399092404651	0.83682798867137	0.812290536028437	FALSE	FALSE
Dynlt1a	chr17	6306340	6317500	0.492993656801707	0.56520383706717	0.237373959012158	0.214704388799475	0.730367615813865	0.779908225866645	FALSE	FALSE
AU040320	chr4	126753544	126870070	0.705018538442169	0.73740834389556	0.156782300207473	0.128593192828116	0.861800838649642	0.866001536723676	TRUE	FALSE
Kcnmb3	chr3	32471588	32492231	0.768302529309309	0.769438263730838	0.0718674015918355	0.0673251138604664	0.840169930901144	0.836763377591304	FALSE	FALSE
Pdzd7	chr19	45026906	45045717	0.639373599912415	0.636366625941203	0.13877345205713	0.127631615890351	0.778147051969545	0.763998241831554	FALSE	FALSE
Btbd8	chr5	107437997	107491628	0.694574378690778	0.739260906466862	0.12769401282205	0.112566021238307	0.822268391512828	0.851826927705169	TRUE	FALSE
Rpl5	chr5	107900502	107909005	0.394181438043668	0.425880598830098	0.172667659402894	0.139209391513554	0.566849097446562	0.565089990343652	TRUE	FALSE
Acp4	chr7	44252148	44257378	0.617628697261804	0.59805893936393	0.106207682368612	0.109475316071311	0.723836379630416	0.707534255435241	FALSE	FALSE
Iqschfp	chr3	67892232	68626466	0.693255156288553	0.701198703335837	0.120294616230316	0.126895635320133	0.813549772518869	0.82809433865597	FALSE	FALSE
Nsun5	chr5	135369953	135376805	0.760374306049493	0.799926533909635	0.134479525480575	0.101467977250569	0.894853831530068	0.901394511160204	TRUE	FALSE
Tent2	chr13	93146282	93192385	0.714043070669839	0.743329230513749	0.169961599996938	0.143737761442461	0.884004670666777	0.88706699195621	TRUE	FALSE
Rita1	chr5	120594305	120612589	0.502836087755139	0.532988703224468	0.189396564842217	0.169186321252195	0.692232652597356	0.702175024476663	TRUE	FALSE
Ttll3	chr6	113389260	113414587	0.737906370383972	0.736108072142838	0.116695618116645	0.100030613518667	0.854601988500617	0.836138685661505	FALSE	FALSE
Ric8a	chr7	140856957	140864372	0.499739478390765	0.52986914852293	0.207286692390145	0.184870165768275	0.70702617078091	0.714739314291205	TRUE	FALSE
Inpp5f	chr7	128611328	128696425	0.642710901452801	0.695616303507649	0.163857186934386	0.129972459621517	0.806568088387187	0.825588763129166	TRUE	FALSE
Mob2	chr7	142008535	142061065	0.543811973090097	0.578812968911816	0.259979454553354	0.229082535617907	0.803791427643451	0.807895504529723	TRUE	FALSE
Ano1	chr7	144588549	144751974	0.752911979054168	0.751321146461594	0.0825959366960133	0.100259456874738	0.835507915750181	0.851580603336332	FALSE	FALSE
Pls1	chr9	95752642	95845311	0.810395407985067	0.800830019853505	0.0603695119002029	0.051250299554824	0.87076491988527	0.852080319408329	FALSE	FALSE
Acte1	chr7	143866838	143900046	0.806898502396707	0.797174050357179	0.0596341867058223	0.0598883839726054	0.866532689102529	0.857062434329784	FALSE	FALSE
Strit1	chr3	63481112	63483879	0.872638100968678	0.876211863061792	0.0288015726219168	0.035824504534866	0.901439673590595	0.912036367596658	FALSE	FALSE
Bbs4	chr9	59321990	59353508	0.776507794826738	0.806812826588721	0.109919067229294	0.0819883531025064	0.886426862056032	0.888801179691227	TRUE	FALSE
Pls3	chrX	75785654	75875182	0.744027266543844	0.733019339088305	0.108826192098066	0.109358800452212	0.85285345864191	0.842378139540517	FALSE	FALSE
Fig4	chr10	41188172	41303260	0.721470774458942	0.734499637721468	0.134279798110251	0.113754761650775	0.855750572569193	0.848254399372243	TRUE	FALSE
Epop	chr11	97627389	97629702	0.198322072072072	0.169654448381156	0.176939792663477	0.111134196634973	0.375261864735549	0.280788645016129	FALSE	FALSE
Fbxw11	chr11	32642724	32746816	0.37049877395635	0.394535226742018	0.367726607256483	0.354953465826755	0.738225381212833	0.749488692568773	TRUE	FALSE
Tmem98	chr11	80810175	80822033	0.657351829881237	0.623058731657105	0.143083627499377	0.156918466781428	0.800435457380614	0.779977198438533	FALSE	FALSE
Hoxb2	chr11	96351631	96354012	0.0969823080182261	0.0800176760368334	0.00772136439349755	0.00514537088038904	0.104703672411724	0.0851630469172224	FALSE	FALSE
Dnm3	chr1	161982453	162478034	0.704515984519261	0.711038512781599	0.149263324780424	0.131920860601904	0.853779309299685	0.842959373383503	TRUE	FALSE
Rtn1	chr12	72211752	72409054	0.598496711918021	0.657008846654826	0.216205473561067	0.17052882089955	0.814702185479088	0.827537667554376	TRUE	FALSE
Synj1	chr16	90936092	91011308	0.715024929393398	0.733719705523266	0.152078039234821	0.128515391858623	0.867102968628219	0.862235097381889	TRUE	FALSE
Synpo	chr18	60593973	60648319	0.591928687539895	0.626924211924057	0.205580007043441	0.176327330319483	0.797508694583336	0.80325154224354	TRUE	FALSE
Sncb	chr13	54758860	54766595	0.170072267207638	0.21477248628535	0.170519445720149	0.173134034407804	0.340591712927787	0.387906520693154	FALSE	FALSE
Nxph4	chr10	127525473	127534559	0.428238984434119	0.390953217698165	0.175939220347727	0.165565392662821	0.604178204781846	0.556518610360986	FALSE	FALSE
Adcy3	chr12	4133103	4213525	0.668174322028208	0.693059661237949	0.218483073099319	0.198899533355523	0.886657395127527	0.891959194593472	TRUE	FALSE
Etv5	chr16	22381309	22439719	0.65214125893856	0.678687009271549	0.171371909921658	0.151228802293057	0.823513168860218	0.829915811564606	TRUE	FALSE
Slc6a5	chr7	49910146	49963856	0.648247779904573	0.643750819603433	0.0809314086323076	0.101485969178372	0.729179188536881	0.745236788781805	FALSE	FALSE
Tex15	chr8	33517324	33585582	0.798968978516085	0.775856805085048	0.0541895405131707	0.0455144617747179	0.853158519029256	0.821371266859766	FALSE	FALSE
Csnk1d	chr11	120958990	120991330	0.518432256134423	0.536336686954481	0.258077822947439	0.236624016221219	0.776510079081862	0.7729607031757	TRUE	FALSE
Gas8	chr8	123518834	123536650	0.773102007434027	0.780405570727216	0.121026605647426	0.1067625112644	0.894128613081453	0.887168081991616	FALSE	FALSE
Isl2	chr9	55538672	55546180	0.097404964543299	0.0690805131676353	0.0253891742362904	0.0214263735384462	0.122794138779589	0.0905068867060815	FALSE	FALSE
Meig1	chr2	3409043	3422648	0.587532946061417	0.58214364145682	0.0523855323654669	0.0565444115552759	0.639918478426884	0.638688053012096	FALSE	FALSE
Barhl2	chr5	106452523	106458166	0.0129227060751799	0.0728571656768203	0.0110131505151302	0.0403312551007522	0.0239358565903101	0.113188420777572	FALSE	FALSE
Bap1	chr14	31251450	31259944	0.763010762980504	0.759058052360999	0.134550111622	0.122396321563271	0.897560874602504	0.88145437392427	FALSE	FALSE
Dgkz	chr2	91932824	91975864	0.373412345414254	0.427296612117163	0.283858524917432	0.2699776359183	0.657270870331686	0.697274248035463	TRUE	FALSE
Mycbpap	chr11	94501347	94521742	0.785737941789614	0.787943898312933	0.099702089112135	0.0950738315622594	0.885440030901749	0.883017729875192	FALSE	FALSE
Ddx1	chr12	13216973	13249213	0.793970777462928	0.80425779297256	0.0914771104489458	0.0765999763555783	0.885447887911874	0.880857769328138	TRUE	FALSE
Spata7	chr12	98628157	98669815	0.692519232945242	0.751953336581628	0.185222042105497	0.136536551568038	0.877741275050739	0.888489888149666	TRUE	FALSE
Dnal1	chr12	84114366	84147498	0.738457460403992	0.751816443487333	0.129940756050519	0.110496319836596	0.868398216454511	0.862312763323929	TRUE	FALSE
Cdk20	chr13	64432314	64441773	0.612978416457786	0.64424551324654	0.137968675524964	0.104171764765104	0.75094709198275	0.748417278011644	TRUE	FALSE
Mycbp2	chr14	103113411	103346814	0.730797066399267	0.759758576289037	0.174633789500189	0.143774937323623	0.905430855899456	0.90353351361266	TRUE	FALSE
Ano6	chr15	95790843	95974751	0.753153472458045	0.746228605223266	0.118138376674435	0.11064731484577	0.87129184913248	0.856875920069036	FALSE	FALSE
Slc38a1	chr15	96571418	96642913	0.661981555256099	0.644624179838425	0.203175124685719	0.202574339194287	0.865156679941818	0.847198519032712	FALSE	FALSE
Scrib	chr15	76047158	76069784	0.766002831989322	0.776683681550629	0.0872116336792043	0.0731018944093771	0.853214465668526	0.849785575960006	FALSE	FALSE
Prkaa1	chr15	5143861	5181899	0.706170415775007	0.723607715633365	0.165459171732914	0.139183645734713	0.871629587507921	0.862791361368078	TRUE	FALSE
Amigo2	chr15	97244125	97247287	0.680039146640208	0.660725845406418	0.074433017813492	0.0906189060173945	0.7544721644537	0.751344751423813	FALSE	FALSE
Ccdc65	chr15	98708207	98723336	0.659443257157081	0.630429340751402	0.105001474591082	0.11418456049639	0.764444731748163	0.744613901247792	FALSE	FALSE
Mal2	chr15	54571192	54602847	0.764986101218895	0.762688547746588	0.102841479002692	0.100535081901113	0.867827580221587	0.863223629647701	FALSE	FALSE
Nckap1l	chr15	103453794	103498810	0.762423071432852	0.750237418513644	0.0776893890366094	0.0786720142052599	0.840112460469461	0.828909432718904	FALSE	FALSE
Prickle1	chr15	93499114	93595891	0.731570108527458	0.705676661884622	0.127953295068957	0.136311073983633	0.859523403596415	0.841987735868255	FALSE	FALSE
Rrn3	chr16	13780708	13814839	0.76411374709164	0.793599319514777	0.125471451417269	0.0995083196313105	0.889585198508909	0.893107639146087	TRUE	FALSE
Stk38	chr17	28970880	29007995	0.700020167956083	0.726815859787504	0.182967496566069	0.149204842217091	0.882987664522152	0.876020702004595	TRUE	FALSE
Ift140	chr17	25016085	25099495	0.791733545525459	0.802326876886735	0.0868441906358159	0.0715392084042147	0.878577736161275	0.87386608529095	TRUE	FALSE
Ticam1	chr17	56269319	56276786	0.646540841473171	0.651448668203552	0.12290344438298	0.108796414169782	0.769444285856151	0.760245082373334	FALSE	FALSE
Ttbk1	chr17	46442448	46487675	0.574923596222334	0.572646909204194	0.189785745763831	0.166454415941847	0.764709341986165	0.739101325146041	FALSE	FALSE
Unc119b	chr5	115122550	115134975	0.527990223194585	0.591171979917152	0.235399043221725	0.188483833865418	0.76338926641631	0.77965581378257	TRUE	FALSE
Fbxo38	chr18	62504155	62548695	0.762372714228966	0.788576045560098	0.130352066528365	0.107797428132379	0.892724780757331	0.896373473692477	TRUE	FALSE
Lrrtm2	chr18	35209003	35215024	0.0631251892759596	0.0621513989333522	0.0811569500678316	0.0654801834171367	0.144282139343791	0.127631582350489	FALSE	FALSE
Ffar4	chr19	38097071	38114263	0.773838921066503	0.759239817510899	0.0315578908394224	0.0330446051554469	0.805396811905925	0.792284422666346	FALSE	FALSE
Kank1	chr19	25236975	25434496	0.726580512527907	0.716897423721711	0.0849677390324177	0.0883848024462688	0.811548251560325	0.80528222616798	FALSE	FALSE
Unc5a	chr13	54949411	55006018	0.526833229336296	0.556736551649154	0.280890768021264	0.254648417596209	0.80772399735756	0.811384969245363	TRUE	FALSE
Unc5b	chr10	60762593	60831581	0.332528119422069	0.306010196239189	0.266946118134808	0.241945915412069	0.599474237556877	0.547956111651258	FALSE	FALSE
Atf5	chr7	44812256	44816658	0.409740211360025	0.409556717792012	0.0870345942352653	0.0954830708507179	0.49677480559529	0.50503978864273	FALSE	FALSE
Lgr4	chr2	109917647	110014257	0.542336747947151	0.644076253084702	0.288745170488416	0.227660076867823	0.831081918435567	0.871736329952525	TRUE	FALSE
Dio3	chr12	110279068	110281097	0.0644985279249442	0.0505949133795374	0.010366440853916	0.00989850761614252	0.0748649687788602	0.0604934209956799	FALSE	FALSE
Ovol2	chr2	144305175	144332146	0.781935946632812	0.778600527203439	0.0893283995250477	0.090621222763375	0.87126434615786	0.869221749966814	FALSE	FALSE
Mylk	chr16	34745210	35002420	0.769816286354936	0.753986965192596	0.0756119810923731	0.0858485086665651	0.845428267447309	0.839835473859161	FALSE	FALSE
Nod1	chr6	54923949	54972612	0.768946308694391	0.757346309794542	0.0863641515497428	0.092767317578713	0.855310460244134	0.850113627373255	FALSE	FALSE
Slc12a6	chr2	112265825	112406319	0.639670288557299	0.683114581220529	0.215856055882439	0.176200657113046	0.855526344439738	0.859315238333575	TRUE	FALSE
Rapgef1	chr2	29619720	29740978	0.527566112998755	0.538178594433135	0.275265058803624	0.252326581992417	0.802831171802379	0.790505176425552	TRUE	FALSE
Ankrd1	chr19	36111961	36120099	0.727813653676738	0.704462377761506	0.0678467158929447	0.0801521397425494	0.795660369569683	0.784614517504055	FALSE	FALSE
Haao	chr17	83831156	83847963	0.740165224137943	0.722115330259714	0.107367286904074	0.110834833182459	0.847532511042017	0.832950163442173	FALSE	FALSE
Adgrb1	chr15	74516195	74589465	0.693844743221684	0.657108727859385	0.14004549867561	0.185377388968699	0.833890241897294	0.842486116828084	FALSE	FALSE
Gcm2	chr13	41101427	41111035	0.792700236574484	0.79185862913426	0.03918885777734	0.0370105059596112	0.831889094351824	0.828869135093871	FALSE	FALSE
Chd4	chr6	125095981	125130591	0.686904354562768	0.703549787102824	0.173024731784145	0.147113377481049	0.859929086346913	0.850663164583873	TRUE	FALSE
Bfsp2	chr9	103424924	103480420	0.726409930027649	0.707224437101041	0.0937963482685488	0.102351993598948	0.820206278296198	0.809576430699989	FALSE	FALSE
Cdc20	chr4	118432901	118437352	0.549330980166681	0.546646947101201	0.107358784248476	0.117913522536247	0.656689764415157	0.664560469637448	FALSE	FALSE
Ap1s2	chrX	163909017	163933666	0.630231508705964	0.592306882214924	0.114458786562648	0.129489547724892	0.744690295268612	0.721796429939816	FALSE	FALSE
Celf4	chr18	25477632	25754157	0.414258059203056	0.419951490446082	0.331222752213831	0.320633444573177	0.745480811416887	0.740584935019259	TRUE	FALSE
Chrnb4	chr9	55028154	55048779	0.695408883762228	0.669422977855695	0.148570633283236	0.160811354257787	0.843979517045464	0.830234332113482	FALSE	FALSE
Lin7a	chr10	107271686	107421474	0.409759050543934	0.451422732141354	0.336182653117775	0.310829635541686	0.745941703661709	0.76225236768304	TRUE	FALSE
Chrnb3	chr8	27368711	27399730	0.749802922313142	0.742762993634539	0.0596887042995642	0.0669788199976181	0.809491626612706	0.809741813632157	FALSE	FALSE
Camk2d	chr3	126596302	126846326	0.489508998953011	0.542876090760348	0.314904743979258	0.287805490963968	0.804413742932269	0.830681581724316	TRUE	FALSE
Eif2b3	chr4	117019402	117087306	0.761991384171878	0.779400274445463	0.104641458313661	0.0830817321405975	0.866632842485539	0.86248200658606	TRUE	FALSE
Grm2	chr9	106643095	106656082	0.788901136977777	0.766372463112068	0.0790448747771312	0.0913977109417212	0.867946011754908	0.857770174053789	FALSE	FALSE
Grm3	chr5	9485541	9725170	0.770189031241937	0.767483999524422	0.0633491802225818	0.0686400965125235	0.833538211464519	0.836124096036945	FALSE	FALSE
Grm5	chr7	87584168	88134907	0.780102411793123	0.780503132157855	0.0724652705880715	0.0742498840271882	0.852567682381195	0.854753016185043	FALSE	FALSE
Grm6	chr11	50850685	50866208	0.783770984038082	0.789331488715759	0.0512539350782529	0.0490099034267485	0.835024919116335	0.838341392142507	FALSE	FALSE
Grm7	chr6	110645581	111567230	0.817210455643634	0.812368394256811	0.0536170044691881	0.0666960254615515	0.870827460112822	0.879064419718362	FALSE	FALSE
Rnf216	chr5	142990893	143112994	0.729155518299783	0.736012740350776	0.156446776990154	0.129636871706357	0.885602295289937	0.865649612057133	TRUE	FALSE
Baiap2	chr11	119942763	120006782	0.546759363741068	0.542530137746212	0.247953835635513	0.226244329802181	0.794713199376581	0.768774467548393	FALSE	FALSE
B3gnt5	chr16	19760208	19772753	0.716778283796223	0.706524634501178	0.0442327435171034	0.049313876480747	0.761011027313326	0.755838510981925	FALSE	FALSE
Napa	chr7	16098458	16117975	0.313505639164826	0.382448163807612	0.230182736148393	0.226744782717382	0.543688375313219	0.609192946524994	FALSE	FALSE
Xrcc4	chr13	89774027	90089608	0.797241166721225	0.796238552097918	0.0749664241066024	0.0688720235291354	0.872207590827827	0.865110575627053	FALSE	FALSE
Atic	chr1	71557150	71579631	0.79758293928877	0.777027874957519	0.0993802852866803	0.105946857429707	0.89696322457545	0.882974732387226	FALSE	FALSE
Sema3d	chr5	12383385	12588948	0.784912706921565	0.783362727562669	0.0721075537071638	0.074819355346872	0.857020260628729	0.858182082909541	FALSE	FALSE
Ogt	chrX	101640060	101684351	0.602008448752089	0.61100683041011	0.174992292275881	0.152423294986761	0.77700074102797	0.763430125396871	FALSE	FALSE
Mthfd1	chr12	76255298	76319803	0.682269038717559	0.710877535951317	0.1608878926831	0.142760665542193	0.843156931400659	0.85363820149351	TRUE	FALSE
Foxp1	chr6	98925338	99632376	0.74183033206422	0.728884937455343	0.157567289983208	0.15383011202515	0.899397622047428	0.882715049480493	FALSE	FALSE
Atp6v1h	chr1	5070018	5162529	0.762812402163265	0.782869980425421	0.121423169485247	0.101958544920972	0.884235571648512	0.884828525346393	TRUE	FALSE
Zdhhc15	chrX	104536969	104671064	0.835258248850209	0.832134417866734	0.0407569871662194	0.0399395574502052	0.876015236016429	0.872073975316939	FALSE	FALSE
Ccdc88a	chr11	29373658	29510808	0.863073888048607	0.853890999970458	0.0735135993661974	0.0776782315997372	0.936587487414804	0.931569231570195	FALSE	FALSE
Chn1	chr2	73610660	73775346	0.800723557445212	0.786470895179358	0.0789129581338968	0.0834983511116929	0.879636515579109	0.869969246291051	FALSE	FALSE
Ston2	chr12	91633009	91786436	0.754200311759144	0.739120583406214	0.0838813770647126	0.0943353775153712	0.838081688823857	0.833455960921585	FALSE	FALSE
Rdh13	chr7	4424770	4445649	0.7734073349945	0.799088825774771	0.147601734232964	0.118978682256707	0.921009069227464	0.918067508031478	TRUE	FALSE
B4gat1	chr19	5038826	5049912	0.102607553720907	0.11042864256919	0.135356890842052	0.138468614859834	0.237964444562959	0.248897257429024	FALSE	FALSE
Tbcd	chr11	121451949	121617164	0.734128765436736	0.753626863361744	0.152986891349127	0.130692847948639	0.887115656785863	0.884319711310383	TRUE	FALSE
Dnaaf2	chr12	69182834	69204267	0.428181318718793	0.481735024239337	0.117912089009523	0.114419835182191	0.546093407728316	0.596154859421528	FALSE	FALSE
Trip11	chr12	101834043	101913267	0.792368646741794	0.813955601510651	0.129267823801174	0.102836183750298	0.921636470542968	0.916791785260949	TRUE	FALSE
Sobp	chr10	43002500	43174530	0.625082402818628	0.602268089426154	0.228918022838943	0.224597927867892	0.854000425657571	0.826866017294046	FALSE	FALSE
Mbd5	chr2	48949508	49325405	0.741858577659937	0.742682753600123	0.173709658617552	0.16502721748238	0.915568236277489	0.907709971082503	FALSE	FALSE
Prex2	chr1	10993465	11303681	0.800642031037143	0.799172111394992	0.0799072420975313	0.0827154609047196	0.880549273134674	0.881887572299712	FALSE	FALSE
Orai1	chr5	123015074	123030456	0.662570566557132	0.71399890448234	0.189872786800463	0.139226687176668	0.852443353357595	0.853225591659008	TRUE	FALSE
Npy	chr6	49822710	49829507	0.583462068967444	0.601263488257031	0.0513408630813801	0.0468247130325179	0.634802932048824	0.648088201289549	FALSE	FALSE
Arrb1	chr7	99535466	99606771	0.579319264304287	0.615050004896538	0.202085357284134	0.176529846241946	0.781404621588421	0.791579851138484	TRUE	FALSE
Itga1	chr13	114953096	115101964	0.777837035253736	0.773907242279559	0.0607360603203802	0.0650491800803729	0.838573095574116	0.838956422359932	FALSE	FALSE
Actn1	chr12	80167547	80260371	0.706745717116911	0.69696981755474	0.141432688623642	0.134731014837927	0.848178405740553	0.831700832392667	FALSE	FALSE
Cbr3	chr16	93683215	93690990	0.672327260799776	0.64061247019511	0.084261022616235	0.082841891766246	0.756588283416011	0.723454361961356	FALSE	FALSE
Braf	chr6	39603237	39725463	0.704951203742463	0.728711419795638	0.183746575690747	0.156074190884592	0.88869777943321	0.88478561068023	TRUE	FALSE
Mcf2	chrX	60055956	60179089	0.805537974994867	0.796585644124724	0.0391508565130816	0.0397040300437436	0.844688831507949	0.836289674168468	FALSE	FALSE
Rap1a	chr3	105727267	105801336	0.619276454237022	0.654142169908068	0.236670494347217	0.207061677214842	0.855946948584239	0.86120384712291	TRUE	FALSE
Abr	chr11	76416734	76623558	0.702253222916183	0.685892570067718	0.159707344779192	0.152621938678121	0.861960567695375	0.838514508745839	FALSE	FALSE
Tpgs1	chr10	79669369	79676127	0.571135386928409	0.572805312677248	0.141560014702308	0.118309379090037	0.712695401630717	0.691114691767285	FALSE	FALSE
Syt17	chr7	118380717	118448222	0.781584763498441	0.781308255816245	0.0634661868383667	0.0765990205385993	0.845050950336808	0.857907276354844	FALSE	FALSE
Dnah5	chr15	28203752	28472052	0.795372332932497	0.796409323802088	0.0775522988128899	0.0779418710665338	0.872924631745387	0.874351194868622	FALSE	FALSE
Dnah1	chr14	31260375	31323896	0.772591771425143	0.768510182713914	0.0651854270551139	0.0642592773638204	0.837777198480257	0.832769460077734	FALSE	FALSE
Ehmt2	chr17	34898469	34914052	0.737484418117329	0.747138232329674	0.128653223785883	0.108455933354895	0.866137641903212	0.855594165684569	FALSE	FALSE
Raf1	chr6	115618067	115676635	0.504777997920333	0.545274839405071	0.308643230681997	0.276054149524304	0.81342122860233	0.821328988929375	TRUE	FALSE
Dgkg	chr16	22468461	22657221	0.618479410903855	0.662686114354243	0.193923579990799	0.157834431218462	0.812402990894654	0.820520545572705	TRUE	FALSE
Tmbim6	chr15	99392882	99410049	0.521277337598419	0.539229658232105	0.251307704247607	0.224550720547019	0.772585041846026	0.763780378779124	TRUE	FALSE
Triobp	chr15	78947724	79005869	0.688899058201258	0.726304242417464	0.182509393335455	0.167245840666173	0.871408451536713	0.893550083083637	TRUE	FALSE
Bcr	chr10	75060592	75184921	0.607737473482855	0.615507427171845	0.246311781366916	0.235618741039152	0.854049254849771	0.851126168210997	TRUE	FALSE
Glra3	chr8	55940460	56130070	0.80463158743873	0.797946908342605	0.0230212037469583	0.025631475244608	0.827652791185688	0.823578383587213	FALSE	FALSE
Pmch	chr10	88091072	88092375	0.919681764444897	0.928194150539418	0.0231412523153727	0.018105540963636	0.94282301676027	0.946299691503054	FALSE	FALSE
Tas1r1	chr4	152027914	152038568	0.576298064583886	0.571952038501597	0.10099408372911	0.106311543452644	0.677292148312996	0.678263581954241	FALSE	FALSE
Dync2h1	chr9	6928503	7184446	0.865669250252606	0.874150705544191	0.0576402512279624	0.0461546637416742	0.923309501480568	0.920305369285865	TRUE	FALSE
Rap1gap	chr4	137664726	137729861	0.399880308927035	0.449603902034567	0.271077086424858	0.246963005986134	0.670957395351893	0.696566908020701	TRUE	FALSE
Grk2	chr19	4286001	4306222	0.42182156399587	0.480097727513738	0.231083377058356	0.208813973882449	0.652904941054226	0.688911701396187	TRUE	FALSE
Shroom2	chrX	152609509	152769465	0.800027205623066	0.784672862849756	0.0369716042793563	0.0380963359243568	0.836998809902422	0.822769198774113	FALSE	FALSE
Ly6a	chr15	74994877	74998031	0.721998754505618	0.679167275152365	0.0678533460362561	0.075759091440133	0.789852100541874	0.754926366592498	FALSE	FALSE
Dgkq	chr5	108646693	108669672	0.583255898447984	0.586227629059111	0.160986204040252	0.151833410349684	0.744242102488236	0.738061039408795	FALSE	FALSE
Adarb1	chr10	77290726	77418270	0.49277147207011	0.54110897232581	0.291224101678597	0.257144541377467	0.783995573748707	0.798253513703277	TRUE	FALSE
Arhgef28	chr13	97899469	98206439	0.743072435536769	0.733344989621167	0.0709185741156292	0.0786662444798251	0.813991009652398	0.812011234100992	FALSE	FALSE
Grik4	chr9	42518135	42944493	0.731620058058013	0.718186259328337	0.12087325224485	0.141766016866293	0.852493310302863	0.85995227619463	FALSE	FALSE
Lmx1a	chr1	167689237	167848741	0.679769004660953	0.666228911198524	0.0813649279515377	0.0915002029297343	0.761133932612491	0.757729114128258	FALSE	FALSE
Nr3c2	chr8	76899442	77245012	0.769703292281043	0.769738630671769	0.0948220159180981	0.0869285198497082	0.864525308199141	0.856667150521477	FALSE	FALSE
Adgrv1	chr13	81095068	81633154	0.82212209468441	0.817718291626975	0.0543418852761633	0.0516805852709443	0.876463979960573	0.869398876897919	FALSE	FALSE
Chrna3	chr9	55010111	55026562	0.685459434067127	0.675083280970537	0.0855546642982131	0.0755728432185852	0.77101409836534	0.750656124189122	FALSE	FALSE
Chrna5	chr9	54980880	55007779	0.754634462478584	0.735613508793483	0.0572646011167732	0.0537542749983124	0.811899063595357	0.789367783791795	FALSE	FALSE
Pde6c	chr19	38132781	38183958	0.821968592441849	0.817917632352602	0.0516199988605797	0.052942576228911	0.873588591302429	0.870860208581513	FALSE	FALSE
Kcnq3	chr15	65986387	66286642	0.746373859230609	0.749558955165235	0.119965883410079	0.126918421195015	0.866339742640688	0.87647737636025	FALSE	FALSE
Scn2a	chr2	65620771	65767447	0.48522335816362	0.505437535997191	0.279375375484741	0.266926574223708	0.764598733648361	0.772364110220899	TRUE	FALSE
Slc18a1	chr8	69037711	69089235	0.75519683192565	0.752425962796018	0.0575135528623451	0.0470060215105074	0.812710384787995	0.799431984306525	FALSE	FALSE
Scn4a	chr11	106318592	106349389	0.79086417907691	0.785214949773238	0.081905566696507	0.0815648011528111	0.872769745773417	0.866779750926049	FALSE	FALSE
Gabra5	chr7	57407672	57510059	0.753040898039921	0.753790461392215	0.0501712841401731	0.0527716616298693	0.803212182180094	0.806562123022084	FALSE	FALSE
