loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss_ext	anchor2_distance_to_tss_ext	anchor1_type_extended	anchor2_type_extended	loop_type_extended
loop_413	chr17	48415000	48420000	chr17	48465000	48470000	-0.393885611332712	5.2437613902986	0.0099136550477718	3.819662294291e-4	TRUE	5	1	50000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	4985	10098	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_13236	chr18	49750000	49760000	chr18	50110000	50120000	-0.341616610525246	3.97174908335815	0.0112145055738813	0.0010044098090428	TRUE	10	2	360000	Other-Other	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	8200	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_13365	chr19	17150000	17160000	chr19	17210000	17220000	-0.380561952610522	6.50999715643665	6.71156898012222e-5	7.44345976498178e-7	TRUE	10	2	60000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	193881	152843	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_570	chr19	59740000	59745000	chr19	60140000	60145000	-0.507246378783241	4.85834173212298	0.0124541925204314	5.483037880039e-4	TRUE	5	1	400000	Repressed_Promoter-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	198653	0	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_15040	chr3	123690000	123700000	chr3	123830000	123840000	-0.43863070613811	5.3330323840438	3.14224082486974e-5	2.44833746144268e-7	TRUE	10	2	140000	Active_Promoter-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	139146	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_17841	chr3	86325000	86350000	chr3	86975000	87000000	-0.348629608286288	4.92718962518702	9.143091278898e-4	3.20936040577098e-5	TRUE	25	3	650000	Repressed_Promoter-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	100319	0	CTCF_Site	Repressed_Promoter	Repressed_Promoter-CTCF_Site
loop_17266	chr6	60550000	60560000	chr6	61300000	61310000	-0.600053079545689	3.43780357258325	6.548165469775e-4	1.94141880090992e-5	TRUE	10	3	750000	Poised_Enhancer-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	146292	119189	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_15541	chr6	20500000	20525000	chr6	21200000	21225000	-0.452097905259116	4.73833336861362	2.589436056028e-4	4.15112065065821e-6	TRUE	25	3	700000	Active_Promoter-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	690502	0	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_971	chr7	92870000	92875000	chr7	93090000	93095000	-0.404672533324142	4.74346615892845	0.0206478738780949	0.0012194038259204	TRUE	5	1	220000	Active_Promoter-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	89175	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_1054	chr8	21990000	21995000	chr8	22045000	22050000	-0.435500809394855	5.965042134993	0.0120494355181984	5.09263207309e-4	TRUE	5	1	55000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	20224	10304	Other	Poised_Enhancer	Poised_Enhancer-Other
loop_8008	chr8	95970000	95980000	chr8	100770000	100780000	-0.907281814173301	3.51005432861591	2.57709819655521e-5	1.73081886654468e-7	TRUE	10	2	4800000	Other-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	81452	1353357	Other	CTCF_Site	CTCF_Site-Other
loop_1350	chr9	94530000	94540000	chr9	94700000	94710000	-0.693425681985245	4.71491245109008	1.8502089672842e-5	1.10365063000781e-7	TRUE	10	3	170000	Active_Promoter-Active_Enhancer	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	30090	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_1133	chr9	106900000	106905000	chr9	107290000	107295000	-0.413238809337614	5.32381298087124	0.0072145797429907	2.367146061819e-4	TRUE	5	1	390000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	8020	122	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_1231	chr12	100685000	100690000	chr12	100720000	100725000	-0.334345538443171	6.09067682273586	0.0049474664804606	1.323396383662e-4	TRUE	5	1	35000	Active_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	36982	1982	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_1262	chr15	57690000	57695000	chr15	57910000	57915000	-0.497796548329216	5.19354863074986	0.0045136831499299	1.097204991657e-4	TRUE	5	1	220000	Active_Promoter-Active_Promoter	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	0	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_1327	chr16	30600000	30605000	chr16	31200000	31205000	-0.606689936726529	3.6164815016211	0.0236370379231726	0.0014656488312944	TRUE	5	1	600000	Active_Promoter-Active_Promoter	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	276	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_13443	chr19	17240000	17250000	chr19	17350000	17360000	-0.451842733240291	5.71824507741469	2.50458627324543e-5	1.6710521706436e-7	TRUE	10	2	110000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	122843	12843	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_13840	chr2	73920000	73930000	chr2	73990000	74000000	-0.36574936010493603	5.96975086003938	2.41477285657953e-5	1.56845002614524e-7	TRUE	10	3	70000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	8673	78673	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_1610	chr5	105985000	105990000	chr5	106275000	106280000	-0.453235069681451	5.05555851488553	0.0055054991878025	1.561452889433e-4	TRUE	5	1	290000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	108434	41339	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1638	chr5	49815000	49820000	chr5	49960000	49965000	-0.459287738883099	4.48467867124889	0.0207454171166079	0.0012286658452445	TRUE	5	1	145000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	239005	94005	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1662	chr6	140625000	140630000	chr6	140710000	140715000	-0.402242657976892	5.44945452702508	0.0130359506450365	5.905531032597e-4	TRUE	5	1	85000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	2336	87336	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_1715	chr7	84590000	84595000	chr7	84750000	84755000	-0.326783252490957	5.43805674958733	0.0279717310074719	0.0019273147991468	TRUE	5	1	160000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	11721	60040	Other	CTCF_Site	CTCF_Site-Other
loop_1720	chr7	90280000	90285000	chr7	90405000	90410000	-0.571639821742711	5.91511177960338	0.0119934694950731	5.055568134002e-4	TRUE	5	1	125000	Other-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14567	16576	CTCF_Site	Other	CTCF_Site-Other
loop_2207	chr8	86030000	86040000	chr8	86530000	86540000	-0.353707683412625	4.41155736255512	0.0060858628107524	4.424972201694e-4	TRUE	10	2	500000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	189040	40685	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_7987	chr8	27670000	27680000	chr8	30920000	30930000	-0.511863483899756	3.7322030291973	8.478707314906e-4	2.76854219941496e-5	TRUE	10	3	3250000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	222899	159470	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_1986	chr9	118290000	118295000	chr9	118475000	118480000	-0.427661869333732	5.34887692582907	0.0166122285567147	8.689388990918e-4	TRUE	5	1	185000	Bivalent_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	134835	0	Poised_Enhancer	Bivalent_Promoter	Bivalent_Promoter-Poised_Enhancer
loop_2084	chr11	26385000	26390000	chr11	26435000	26440000	-0.484434612867771	6.40173745421822	7.967080440606e-4	6.31826173809397e-6	TRUE	5	1	50000	Active_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	48864	Other	Active_Enhancer	Active_Enhancer-Other
loop_2134	chr11	30090000	30095000	chr11	30220000	30225000	-0.440902541707972	5.25662187241799	0.0118671348522153	4.967361974294e-4	TRUE	5	1	130000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	63966	43168	Other	Poised_Enhancer	Poised_Enhancer-Other
loop_10324	chr13	83520000	83530000	chr13	84750000	84760000	-0.454853910788424	3.62289611212582	0.0030749859243435	1.686014586574e-4	TRUE	10	2	1230000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	15965	429407	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_10216	chr13	83520000	83530000	chr13	83650000	83660000	-0.51177362507795	4.74922194608247	4.69297804567962e-5	4.4582461992803e-7	TRUE	10	2	130000	Active_Enhancer-Active_Enhancer	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	15965	61380	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_11180	chr15	44830000	44840000	chr15	48790000	48800000	-0.527071564812169	3.16336281960009	0.0029717674829817	1.608525612695e-4	TRUE	10	2	3960000	Active_Promoter-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	41418	0	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_11631	chr16	49270000	49280000	chr16	50300000	50310000	-0.535767264392674	3.54471268618377	7.343824111495e-4	2.30711335422101e-5	TRUE	10	3	1030000	Poised_Enhancer-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	212513	122389	CTCF_Site	Poised_Enhancer	Poised_Enhancer-CTCF_Site
loop_2824	chr17	88330000	88340000	chr17	88500000	88510000	-0.398789845490994	5.36608906213507	1.620660208252e-4	2.74263370343263e-6	TRUE	10	2	170000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	100710	20117	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_2833	chr17	42310000	42320000	chr17	42450000	42460000	-0.429871889624772	5.19049378758806	7.74277804085203e-5	9.18285102259611e-7	TRUE	10	2	140000	Active_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	0	134052	Active_Promoter	Poised_Enhancer	Active_Promoter-Poised_Enhancer
loop_2490	chr17	5440000	5445000	chr17	5885000	5890000	-0.688339953467639	5.08801850986718	0.016230532390915	8.330987318882e-4	TRUE	5	1	445000	Poised_Enhancer-Other	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	0	43670	Other	Poised_Enhancer	Poised_Enhancer-Other
loop_19480	chr1	150780000	150790000	chr1	151010000	151020000	-0.360856400490715	4.99786086711889	7.204604398812e-4	2.22517606697165e-5	TRUE	10	2	230000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	203434	16564	CTCF_Site	Other	CTCF_Site-Other
loop_621	chr18	31010000	31020000	chr18	31310000	31320000	-0.426098600223582	4.36554494768775	0.0019012489101667	8.54352307193172e-5	TRUE	10	2	300000	Active_Promoter-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	297289	0	Active_Enhancer	Active_Promoter	Active_Promoter-Active_Enhancer
loop_4416	chr18	30960000	30970000	chr18	31440000	31450000	-0.445959354074573	4.30958016548358	8.197874651893e-4	2.65510874860275e-5	TRUE	10	2	480000	Active_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	347289	0	Poised_Enhancer	Active_Promoter	Active_Promoter-Poised_Enhancer
loop_12404	chr18	57400000	57425000	chr18	58475000	58500000	-0.302946727000836	4.45819498320034	0.0016140558077295	7.66971291084479e-5	TRUE	25	3	1075000	Polycomb-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	56256	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_13250	chr18	77790000	77800000	chr18	78130000	78140000	-0.303911684470155	4.29368444965048	0.0097761483798808	8.323738287397e-4	TRUE	10	2	340000	Repressed_Promoter-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	0	2118	Repressed_Promoter	Poised_Enhancer	Repressed_Promoter-Poised_Enhancer
loop_2742	chr2	58135000	58140000	chr2	58175000	58180000	-0.302543432546916	6.38723926701902	0.0122609754273034	5.311446749328e-4	TRUE	5	1	40000	Active_Enhancer-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	24000	10998	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_3189	chr2	139270000	139280000	chr2	139580000	139590000	-0.715769569998683	3.48342682989857	4.995099625223e-4	1.33529306877874e-5	TRUE	10	3	310000	Active_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	213912	86086	Active_Enhancer	Poised_Enhancer	Active_Enhancer-Poised_Enhancer
loop_2816	chr2	118260000	118265000	chr2	118430000	118435000	-0.302499319263223	5.6613352779188	0.0210532143045522	0.0012580217849075	TRUE	5	1	170000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	14429	41381	CTCF_Site	Other	CTCF_Site-Other
loop_2926	chr3	123690000	123695000	chr3	124065000	124070000	-0.363489173848245	5.18073670473948	0.0251054111008995	0.0016214492463406	TRUE	5	1	375000	Active_Promoter-Active_Enhancer	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	250854	Active_Promoter	Active_Enhancer	Active_Promoter-Active_Enhancer
loop_15947	chr4	81560000	81570000	chr4	82400000	82410000	-0.569680714409841	4.16240940490322	1.812379486588e-4	3.15136047075721e-6	TRUE	10	2	840000	Active_Enhancer-Active_Enhancer	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	117184	98015	Active_Enhancer	Active_Enhancer	Active_Enhancer-Active_Enhancer
loop_3034	chr4	33395000	33400000	chr4	33520000	33525000	-0.468349214128843	4.83267932494054	0.0239053150981243	0.0014969071738676	TRUE	5	1	125000	Active_Enhancer-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	38080	81918	Poised_Enhancer	Active_Enhancer	Active_Enhancer-Poised_Enhancer
loop_3050	chr4	117705000	117710000	chr4	118290000	118295000	-0.637165764659236	4.03917359838936	0.004789085760411	1.262388305213e-4	TRUE	5	2	585000	Other-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	22726	0	Other	CTCF_Site	CTCF_Site-Other
loop_14988	chr5	41875000	41900000	chr5	43625000	43650000	-0.364018910309957	4.34433746303702	0.0014518412338507	6.49833830035171e-5	TRUE	25	3	1750000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	12345	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_17280	chr6	51170000	51180000	chr6	52310000	52320000	-0.866346995338293	4.01507337320884	9.11944669701854e-6	4.06974247260018e-8	TRUE	10	2	1140000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	89909	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_3244	chr6	106800000	106805000	chr6	107710000	107715000	-0.441273377578629	4.50518019903409	0.0250220643515027	0.0016113641707841	TRUE	5	2	910000	Active_Promoter-Other	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	180231	Active_Promoter	CTCF_Site	Active_Promoter-CTCF_Site
loop_17332	chr6	42610000	42620000	chr6	43290000	43300000	-0.384812844216208	3.40521829106388	0.0149873355543256	0.001500587768032	TRUE	10	2	680000	Active_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	12307	9553	Other	Active_Enhancer	Active_Enhancer-Other
