chr	start	end	TargetGene	gene_class	delta_ABC	log2fc_contact	class	is_se	se_source	k27ac_class	k27ac_fold	k27ac_fdr	hic_contact_pl_scaled_adj_WT	hic_contact_pl_scaled_adj_KO
chr1	15990956	15991456	Sbspon	invariant	-0.06619	-0.023620259036360468	intergenic	FALSE	none	stable_k27ac	-0.471328996471942	0.0130952825011397	0.015738	0.015482
chr1	15990956	15991456	Terf1	invariant	-0.015726	-0.061198625293416145	intergenic	FALSE	none	stable_k27ac	-0.471328996471942	0.0130952825011397	0.014107	0.01352
chr1	15990956	15991456	Tfap2d	invariant	0.029978	5.365497109824762	intergenic	FALSE	none	stable_k27ac	-0.471328996471942	0.0130952825011397	0	0.001066
chr1	15993504	15994004	Sbspon	invariant	-0.006204	-0.023754308537483365	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.015711	0.015454
chr1	16111679	16112179	Rpl7	invariant	-0.015459	0.007689277992508096	genic	FALSE	none	lost_k27ac	-0.589410411686299	0.0103464145348187	0.077256	0.077669
chr1	16618414	16618914	Eloc	invariant	0.003445	0.029973787865486542	genic	FALSE	none	no_diffbind_peak	NA	NA	0.038652	0.039464
chr1	16618414	16618914	Ube2w	invariant	0.020413	0.041566061076904935	genic	FALSE	none	no_diffbind_peak	NA	NA	0.147354	0.151662
chr1	17041159	17041659	Jph1	DEG_down	-0.020246	-0.48400317260809866	genic	FALSE	none	lost_k27ac	-1.13584612256072	7.56344387812352e-9	0.045958	0.032852
chr1	17059887	17060387	Eloc	invariant	-0.00858	-0.25264065791056173	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0.009641	0.008088
chr1	17059887	17060387	Gdap1	invariant	-0.019067	-0.45519984793731527	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0.015569	0.011349
chr1	17059887	17060387	Jph1	DEG_down	0.002445	-0.05368814327123394	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0.050179	0.048345
chr1	17059887	17060387	Tfap2d	invariant	0.03817	5.119919901067514	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0	8.95e-4
chr1	17059887	17060387	Tmem70	invariant	-0.016552	-0.9681461519315185	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0.008193	0.004175
chr1	17059887	17060387	Ube2w	invariant	-0.006746	-0.19422417299685815	genic	FALSE	none	lost_k27ac	-0.616585226702403	0.00110962668804127	0.00696	0.00608
chr1	17060515	17061015	Eloc	invariant	-0.009534	-0.2527898816426858	genic	FALSE	none	no_diffbind_peak	NA	NA	0.009642	0.008088
chr1	17060515	17061015	Gdap1	invariant	-0.021169	-0.4541550952332512	genic	FALSE	none	no_diffbind_peak	NA	NA	0.015581	0.011366
chr1	17060515	17061015	Jph1	DEG_down	0.003082	-0.05353734109922878	genic	FALSE	none	no_diffbind_peak	NA	NA	0.050208	0.048378
chr1	17060515	17061015	Sbspon	invariant	-0.010892	-0.6287077237582842	genic	FALSE	none	no_diffbind_peak	NA	NA	0.001137	7.26e-4
chr1	17060515	17061015	Tfap2d	invariant	0.042811	5.119919901067514	genic	FALSE	none	no_diffbind_peak	NA	NA	0	8.95e-4
chr1	17060515	17061015	Tmem70	invariant	-0.018469	-0.9683216622773416	genic	FALSE	none	no_diffbind_peak	NA	NA	0.008194	0.004175
chr1	17060515	17061015	Ube2w	invariant	-0.007485	-0.19422417299685815	genic	FALSE	none	no_diffbind_peak	NA	NA	0.00696	0.00608
chr1	17087959	17088459	Jph1	DEG_down	-0.014452	-0.14339385618692574	genic	FALSE	none	no_diffbind_peak	NA	NA	0.08159	0.073868
chr1	17090431	17090931	Gdap1	invariant	-0.008606	-0.036275652175247454	genic	FALSE	none	lost_k27ac	-1.37376889602233	1.76892952678688e-14	0.018821	0.018353
chr1	17090431	17090931	Jph1	DEG_down	-0.013691	-0.06851771861932504	genic	FALSE	none	lost_k27ac	-1.37376889602233	1.76892952678688e-14	0.144661	0.13795
chr1	17121260	17121760	Eloc	invariant	-0.014555	0.19625411936200113	intergenic	FALSE	none	lost_k27ac	-1.30456501072665	4.08844215271402e-16	0.018214	0.020872
chr1	17121260	17121760	Gdap1	invariant	-0.054958	-0.2867073658087223	intergenic	FALSE	none	lost_k27ac	-1.30456501072665	4.08844215271402e-16	0.036416	0.029848
chr1	17121260	17121760	Jph1	DEG_down	-0.024567	-0.1596761315456046	intergenic	FALSE	none	lost_k27ac	-1.30456501072665	4.08844215271402e-16	0.051618	0.046207
chr1	17121260	17121760	Tmem70	invariant	-0.012883	0.323746402549404	intergenic	FALSE	none	lost_k27ac	-1.30456501072665	4.08844215271402e-16	0.015277	0.019127
chr1	17121260	17121760	Ube2w	invariant	-0.019231	-0.25207001361416487	intergenic	FALSE	none	lost_k27ac	-1.30456501072665	4.08844215271402e-16	0.012649	0.010617
chr1	17123343	17123843	Gdap1	invariant	-0.00732	-0.2746469834574824	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.037332	0.030856
chr1	18168227	18168727	Tfap2d	invariant	0.041665	6.6353930098102785	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0	0.002608
chr1	18468381	18468881	Tfap2d	invariant	0.041316	7.414346184072502	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0	0.004494
chr1	18640981	18641481	Tfap2d	invariant	0.027479	7.3224383920244005	intergenic	FALSE	none	lost_k27ac	-1.26408939628744	6.12945267272111e-11	0	0.004215
chr1	18903429	18903929	Tfap2d	invariant	0.146081	6.857276840696825	intergenic	FALSE	none	stable_k27ac	-0.44474890820228	0.0136525336295922	0	0.003046
chr1	20905683	20906183	Efhc1	invariant	-0.003163	-0.04031244573460161	genic	TRUE	P60	stable_k27ac	-0.241268810306258	0.141673385348749	0.018046	0.017548
chr1	20905683	20906183	Paqr8	invariant	-0.012649	-0.19598351175519477	genic	TRUE	P60	stable_k27ac	-0.241268810306258	0.141673385348749	0.063789	0.055683
chr1	20905683	20906183	Tfap2d	invariant	0.037814	5.190197396468574	genic	TRUE	P60	stable_k27ac	-0.241268810306258	0.141673385348749	0	9.41e-4
chr1	20905683	20906183	Tmem14a	invariant	-0.001587	-0.05775732427232388	genic	TRUE	P60	stable_k27ac	-0.241268810306258	0.141673385348749	0.005605	0.005384
chr1	20905683	20906183	Tram2	invariant	-0.008158	-0.27548201002661243	genic	TRUE	P60	stable_k27ac	-0.241268810306258	0.141673385348749	0.011928	0.00985
chr1	20919696	20920196	Efhc1	invariant	-0.01387	-0.03279228388872558	genic	TRUE	P60	stable_k27ac	-0.355860536825624	0.0303365255184396	0.021154	0.020678
chr1	20919696	20920196	Paqr8	invariant	-0.021943	-0.22085799328628683	genic	TRUE	P60	stable_k27ac	-0.355860536825624	0.0303365255184396	0.051423	0.04412
chr1	20919696	20920196	Tmem14a	invariant	-0.002328	0.16435774840127493	genic	TRUE	P60	stable_k27ac	-0.355860536825624	0.0303365255184396	0.0057	0.006391
chr1	20919696	20920196	Tram2	invariant	-0.007043	-0.03801462155594764	genic	TRUE	P60	stable_k27ac	-0.355860536825624	0.0303365255184396	0.009433	0.009187
chr1	20921038	20921538	Efhc1	invariant	-0.007878	0.13455586666925445	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.022622	0.024836
chr1	20921038	20921538	Paqr8	invariant	-0.033454	-0.19929465194111512	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.056591	0.049286
chr1	20921038	20921538	Tmem14a	invariant	-0.011434	-0.02952280058330652	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.009008	0.008825
chr1	20921038	20921538	Tram2	invariant	-0.028382	-0.41996455134862065	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.012537	0.009364
chr1	20922825	20923325	Efhc1	invariant	0.022594	0.13047543315348858	genic	TRUE	P60	stable_k27ac	-0.223320869228841	0.148823278504209	0.023142	0.025335
chr1	20922825	20923325	Paqr8	invariant	-6.39e-4	-0.2016894256758477	genic	TRUE	P60	stable_k27ac	-0.223320869228841	0.148823278504209	0.056447	0.049079
chr1	20922825	20923325	Tmem14a	invariant	0.006491	-0.029526102401855846	genic	TRUE	P60	stable_k27ac	-0.223320869228841	0.148823278504209	0.009007	0.008824
chr1	20922825	20923325	Tram2	invariant	-0.009088	-0.4190804625206175	genic	TRUE	P60	stable_k27ac	-0.223320869228841	0.148823278504209	0.01254	0.009372
chr1	20933423	20933923	Efhc1	invariant	-0.004052	-0.03278190401981667	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.03714	0.036305
chr1	20935058	20935558	Efhc1	invariant	-0.006063	-0.1434411099317442	genic	TRUE	P60	no_diffbind_peak	NA	NA	0.047415	0.042925
chr1	21068439	21068939	Tram2	invariant	-0.016439	0.09833984023034523	genic	FALSE	none	no_diffbind_peak	NA	NA	0.0742	0.079436
chr1	22512391	22512891	B3gat2	DEG_down	0.023746	4.229401479855811	genic	FALSE	none	no_diffbind_peak	NA	NA	2.21e-4	0.004616
chr1	22631996	22632496	Tfap2d	invariant	0.038177	5.599070720337618	genic	TRUE	P60	no_diffbind_peak	NA	NA	0	0.001258
chr1	22787582	22788082	Tfap2d	invariant	0.03358	5.849036210142892	genic	TRUE	P60	no_diffbind_peak	NA	NA	0	0.001501
chr1	23007936	23008436	Tfap2d	invariant	0.039695	5.372084769859521	intergenic	FALSE	none	lost_k27ac	-1.49112215326819	5.5904910244997604e-14	0	0.001071
chr1	23255872	23256372	B3gat2	DEG_down	-8.33e-4	-0.3522722472436165	intergenic	FALSE	none	lost_k27ac	-0.541478639693739	4.17658702264685e-5	0.005697	0.004457
chr1	23255872	23256372	Fam135a	DEG_down	0.012914	0.3220241326343423	intergenic	FALSE	none	lost_k27ac	-0.541478639693739	4.17658702264685e-5	0.00448	0.005607
chr1	23255872	23256372	Smap1	invariant	0.003726	0.0249755987524669	intergenic	FALSE	none	lost_k27ac	-0.541478639693739	4.17658702264685e-5	0.005471	0.005567
chr1	23255872	23256372	Tmem14a	invariant	-0.020209	-1.8258247390102336	intergenic	FALSE	none	lost_k27ac	-0.541478639693739	4.17658702264685e-5	0.00357	9.88e-4
chr1	23382752	23383699	B3gat2	DEG_down	0.003119	0.021016787156388966	genic	FALSE	none	lost_k27ac	-0.565177865503745	0.00105438701748545	0.010468	0.010622
chr1	23382752	23383699	Fam135a	DEG_down	0.002815	0.08751699748604419	genic	FALSE	none	lost_k27ac	-0.565177865503745	0.00105438701748545	0.003891	0.004136
chr1	23382752	23383699	Smap1	invariant	-0.0062	-0.31821252421823765	genic	FALSE	none	lost_k27ac	-0.565177865503745	0.00105438701748545	0.005354	0.004289
chr1	23445751	23446251	B3gat2	DEG_down	-0.016546	-0.826358682282675	intergenic	FALSE	none	lost_k27ac	-1.71208936855854	2.8954983280473598e-18	0.007663	0.00431
chr1	23653530	23654030	B3gat2	DEG_down	-0.016366	-0.4255111421246338	intergenic	FALSE	none	lost_k27ac	-0.964778271189746	4.2800935589566e-7	0.018245	0.013578
chr1	23653530	23654030	Fam135a	DEG_down	-0.00443	-0.17651487657852014	intergenic	FALSE	none	lost_k27ac	-0.964778271189746	4.2800935589566e-7	0.007146	0.00632
chr1	23653530	23654030	Smap1	invariant	0.002912	0.4137551731052877	intergenic	FALSE	none	lost_k27ac	-0.964778271189746	4.2800935589566e-7	0.005742	0.007658
chr1	23656182	23656682	B3gat2	DEG_down	-0.003701	0.29048225508727316	intergenic	FALSE	none	lost_k27ac	-1.60212011980225	1.5870449588903002e-16	0.015562	0.019039
chr1	23762815	23763315	B3gat2	DEG_down	0.033423	0.06292429384684206	genic	FALSE	none	stable_k27ac	-0.324943482991188	0.0582017571812466	0.148445	0.155064
chr1	23762815	23763315	Col9a1	DEG_down	3.48e-4	-0.3899495519252067	genic	FALSE	none	stable_k27ac	-0.324943482991188	0.0582017571812466	0.008173	0.006231
chr1	23762815	23763315	Fam135a	DEG_down	0.014002	0.5641992213406201	genic	FALSE	none	stable_k27ac	-0.324943482991188	0.0582017571812466	0.009573	0.014167
chr1	23762815	23763315	Smap1	invariant	-0.002967	-0.08578678107997273	genic	FALSE	none	stable_k27ac	-0.324943482991188	0.0582017571812466	0.015754	0.014843
chr1	23821573	23822073	B3gat2	DEG_down	-0.035573	-0.31016975214440734	genic	FALSE	none	lost_k27ac	-1.54861345429089	1.46147148286526e-14	0.029102	0.023467
chr1	23821573	23822073	Col9a1	DEG_down	-0.004121	0.07651931391328527	genic	FALSE	none	lost_k27ac	-1.54861345429089	1.46147148286526e-14	0.00717	0.007562
chr1	23821573	23822073	Fam135a	DEG_down	-0.015582	-0.24626908301412448	genic	FALSE	none	lost_k27ac	-1.54861345429089	1.46147148286526e-14	0.010488	0.008838
chr1	23821573	23822073	Smap1	invariant	-0.032851	-0.16775250213271345	genic	FALSE	none	lost_k27ac	-1.54861345429089	1.46147148286526e-14	0.021664	0.019283
chr1	23826976	23827476	Smap1	invariant	-0.009228	-0.4480689831285469	genic	FALSE	none	no_diffbind_peak	NA	NA	0.032231	0.023619
chr1	23846108	23846608	B3gat2	DEG_down	-0.006215	-0.4109704091914882	genic	FALSE	none	lost_k27ac	-0.889557303208114	2.82051136533952e-8	0.021286	0.016003
chr1	23846108	23846608	Col9a1	DEG_down	0.007064	-0.13955738035822968	genic	FALSE	none	lost_k27ac	-0.889557303208114	2.82051136533952e-8	0.004648	0.004217
chr1	23846108	23846608	Fam135a	DEG_down	0.013206	0.25253308444393036	genic	FALSE	none	lost_k27ac	-0.889557303208114	2.82051136533952e-8	0.008212	0.009788
chr1	23846108	23846608	Smap1	invariant	0.003761	-0.041949217492421594	genic	FALSE	none	lost_k27ac	-0.889557303208114	2.82051136533952e-8	0.020526	0.019937
chr1	24090035	24090535	Fam135a	DEG_down	-0.023001	-0.058240656760113876	genic	FALSE	none	no_diffbind_peak	NA	NA	0.077693	0.074618
chr1	24171424	24171924	Col9a1	DEG_down	0.025403	0.1307164184243074	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.146804	0.160729
chr1	24194095	24194595	Col9a1	DEG_down	-0.017386	-0.06568390511412722	genic	FALSE	none	no_diffbind_peak	NA	NA	0.055447	0.052978
chr1	24223096	24223596	Col9a1	DEG_down	0.020536	0.09014893387702483	genic	FALSE	none	lost_k27ac	-1.50775319449282	1.1658806548571401e-14	0.027703	0.029491
chr1	24223096	24223596	Fam135a	DEG_down	-0.012742	-0.21145379000575162	genic	FALSE	none	lost_k27ac	-1.50775319449282	1.1658806548571401e-14	0.017328	0.014962
chr1	24223096	24223596	Smap1	invariant	-0.005316	0.009330187886062342	genic	FALSE	none	lost_k27ac	-1.50775319449282	1.1658806548571401e-14	0.009067	0.009126
chr1	24226035	24226535	B3gat2	DEG_down	-0.018206	-0.42553344332152465	genic	FALSE	none	no_diffbind_peak	NA	NA	0.010297	0.00766
chr1	24226035	24226535	Col19a1	DEG_down	-0.012344	-1.1184035095667024	genic	FALSE	none	no_diffbind_peak	NA	NA	0.005361	0.002455
chr1	24226035	24226535	Col9a1	DEG_down	-0.039861	-0.29914088827353064	genic	FALSE	none	no_diffbind_peak	NA	NA	0.027886	0.022659
chr1	24226035	24226535	Fam135a	DEG_down	-0.014085	0.06487501625927096	genic	FALSE	none	no_diffbind_peak	NA	NA	0.014584	0.015256
chr1	24226035	24226535	Smap1	invariant	-0.006497	0.2703658448087926	genic	FALSE	none	no_diffbind_peak	NA	NA	0.00843	0.010173
chr1	24226835	24227335	Col9a1	DEG_down	-0.034831	-0.3005303658017283	genic	FALSE	none	lost_k27ac	-1.49370404903366	1.76742037435563e-12	0.027839	0.022599
chr1	24226835	24227335	Fam135a	DEG_down	-0.014124	0.06498246192569372	genic	FALSE	none	lost_k27ac	-1.49370404903366	1.76742037435563e-12	0.014581	0.015254
chr1	24230339	24230839	Col9a1	DEG_down	-0.007004	-0.20768492429377633	genic	FALSE	none	lost_k27ac	-1.44695963862312	1.30374501153564e-13	0.031732	0.027474
chr1	24248875	24249375	Col9a1	DEG_down	-0.006003	0.1825659351753607	genic	FALSE	none	lost_k27ac	-1.83771239577775	3.90083106668204e-17	0.032642	0.037049
chr1	24248875	24249375	Fam135a	DEG_down	-0.006807	0.10120987983051694	genic	FALSE	none	lost_k27ac	-1.83771239577775	3.90083106668204e-17	0.017284	0.018542
chr1	24515323	24515823	Col19a1	DEG_down	-0.007039	0.04517280910788101	genic	FALSE	none	lost_k27ac	-1.76652604913513	7.76323848553338e-15	0.03003	0.030986
chr1	24550824	24551324	Col19a1	DEG_down	-0.011806	-0.1897484815714107	genic	FALSE	none	lost_k27ac	-1.80694187941528	1.3369407469052e-20	0.041307	0.036213
chr1	24564061	24564561	Col19a1	DEG_down	-0.015873	-0.23232219693321782	genic	FALSE	none	lost_k27ac	-2.63960398076743	1.85321473394968e-24	0.040078	0.034113
chr1	24586458	24586958	Col19a1	DEG_down	0.013946	0.05003229728845218	genic	FALSE	none	no_diffbind_peak	NA	NA	0.147587	0.152796
chr1	24661472	24661972	Col19a1	DEG_down	-0.009306	-0.14561125067432262	intergenic	FALSE	none	lost_k27ac	-1.4041222084842	8.241246678494149e-11	0.017202	0.015548
chr1	30872740	30873240	Phf3	invariant	-0.006346	-0.01416386834585175	genic	FALSE	none	no_diffbind_peak	NA	NA	0.147267	0.145828
chr1	30872740	30873240	Ptp4a1	invariant	-2.69e-4	0.19107797707839552	genic	FALSE	none	no_diffbind_peak	NA	NA	0.029737	0.033952
chr1	33739264	33739764	Prim2	invariant	0.00973	0.5365505527450921	genic	FALSE	none	no_diffbind_peak	NA	NA	0.028009	0.040639
chr1	33751166	33751666	Prim2	invariant	0.005166	0.5456355460520576	genic	FALSE	none	no_diffbind_peak	NA	NA	0.015028	0.021948
chr1	33751166	33751666	Rab23	invariant	-0.012042	-0.10855947135345065	genic	FALSE	none	no_diffbind_peak	NA	NA	0.024116	0.022366
chr1	33751166	33751666	Zfp451	invariant	-0.006461	-0.06267642648948751	genic	FALSE	none	no_diffbind_peak	NA	NA	0.019967	0.019117
chr1	33946925	33947425	Prim2	invariant	0.004405	0.26882261683806424	genic	FALSE	none	stable_k27ac	-0.439512345729145	0.00205975413286234	0.00613	0.007391
chr1	33946925	33947425	Zfp451	invariant	-0.007109	-0.21394362305443904	genic	FALSE	none	stable_k27ac	-0.439512345729145	0.00205975413286234	0.012076	0.010408
chr1	34293134	34293634	Ccdc115	invariant	6.22e-4	-0.20867452166416064	genic	FALSE	none	stable_k27ac	0.333350609556475	0.0275395349527589	0.019852	0.017175
chr1	34293134	34293634	Ptpn18	DEG_down	0.012774	0.5203647170156073	genic	FALSE	none	stable_k27ac	0.333350609556475	0.0275395349527589	0.009234	0.013256
chr1	34434700	34435200	Ccdc115	invariant	-0.00431	-0.02169145736643336	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.136073	0.134042
chr1	34434700	34435200	Ptpn18	DEG_down	9.52e-4	0.01593484789755228	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.031937	0.032292
chr1	34462732	34463232	Ptpn18	DEG_down	0.008763	0.09719251387665397	genic	FALSE	none	no_diffbind_peak	NA	NA	0.159509	0.170627
chr1	34522519	34523019	Amer3	DEG_down	-0.025934	-0.15213693493602318	intergenic	FALSE	none	lost_k27ac	-1.31562031840623	1.2806619680362198e-11	0.056866	0.051172
chr1	34522519	34523019	Arhgef4	invariant	-9.02e-4	0.7442596229709509	intergenic	FALSE	none	lost_k27ac	-1.31562031840623	1.2806619680362198e-11	0.004235	0.007112
chr1	34522519	34523019	Ccdc115	invariant	-0.011802	-0.47873787670858514	intergenic	FALSE	none	lost_k27ac	-1.31562031840623	1.2806619680362198e-11	0.013444	0.00964
chr1	34522519	34523019	Ptpn18	DEG_down	-0.010002	0.014914529368941554	intergenic	FALSE	none	lost_k27ac	-1.31562031840623	1.2806619680362198e-11	0.01181	0.011933
chr1	34583788	34584288	Amer3	DEG_down	0.024827	0.05701080971911041	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.132999	0.138361
chr1	34583788	34584288	Arhgef4	invariant	-0.029108	-0.4026572028857011	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.006568	0.004962
chr1	34583788	34584288	Ccdc115	invariant	0.006636	0.12925713968308072	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.018292	0.020009
chr1	34583788	34584288	Mgat4a	invariant	0.008434	0.7892769144117027	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.001723	0.002997
chr1	34583788	34584288	Ptpn18	DEG_down	-0.011922	-0.25367525729022106	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.015323	0.012848
chr1	34583788	34584288	Rab23	invariant	0.006768	0.6808246583086799	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.001577	0.002544
chr1	34583788	34584288	Uggt1	invariant	-0.01081	-0.8506197565446832	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.004488	0.002477
chr1	34583788	34584288	Zfp451	invariant	-0.002474	-0.1079201237172532	genic	FALSE	none	stable_k27ac	-0.175803233385191	0.267064237080963	0.002901	0.00269
chr1	34584761	34585261	Amer3	DEG_down	-0.003616	0.07944521666219931	genic	FALSE	none	no_diffbind_peak	NA	NA	0.089849	0.094937
chr1	34584761	34585261	Arhgef4	invariant	-0.002965	0.08681149194446436	genic	FALSE	none	no_diffbind_peak	NA	NA	0.006294	0.006686
chr1	34584761	34585261	Ccdc115	invariant	-0.004472	-0.13448709528708794	genic	FALSE	none	no_diffbind_peak	NA	NA	0.016433	0.014968
chr1	34584761	34585261	Ptpn18	DEG_down	-9.36e-4	0.05167511755221998	genic	FALSE	none	no_diffbind_peak	NA	NA	0.013081	0.013559
chr1	34664117	34664617	Arhgef4	invariant	0.003974	-0.045592559280387364	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.052982	0.051333
chr1	34666169	34666669	Arhgef4	invariant	0.006759	-0.007101490681280968	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.079195	0.078806
chr1	34749144	34749644	Arhgef4	invariant	5.06e-4	0.031394832341577784	genic	FALSE	none	no_diffbind_peak	NA	NA	0.01161	0.011866
chr1	36252745	36253245	Uggt1	invariant	0.003463	0.13581782058300546	intergenic	FALSE	none	no_diffbind_peak	NA	NA	0.085958	0.094446
chr1	36254735	36255235	Uggt1	invariant	-0.012826	0.1498536962347001	intergenic	FALSE	none	lost_k27ac	-1.09093833354455	1.41013525158109e-7	0.080142	0.088917
chr1	36266177	36266677	Arid5a	invariant	-0.013749	0.13408190319793395	genic	FALSE	none	lost_k27ac	-1.31859485929277	2.5373683677921003e-10	0.021329999999999998	0.02341
