chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness
chr1	42970000	8.674445604345859	3.8553506166460383	0.7413990797024989	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	43030000	-6.5781235292986215	0.5016217228149595	2.849727816809283	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr1	43900000	-2.9022045364495863	2.3014576831414773	3.329337530402966	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	44360000	-2.0159668899255094	1.6131452490874956	2.3270882102416692	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	44960000	-2.107578212025436	2.2466405926535096	2.990850700718739	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	49580000	-2.503046699459602	1.4649517572037063	2.3534812570338066	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	51100000	-2.5099033467296272	2.3023099843670143	3.1900357045477135	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	52010000	3.449855273564659	3.536431196160834	2.290219823447249	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	54200000	-2.958474141124578	1.4792179848420064	2.5303949217537953	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	54550000	-2.268539098265327	1.7705162870584543	2.574080027972498	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	55400000	2.0967424174065026	3.4937171718273614	2.7310755142447354	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	55580000	-2.582957778998433	1.843521667692068	2.7591288131499616	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	57850000	-3.316375593447731	2.023007454865398	3.199933041783952	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	58890000	4.137804242056437	2.903693479834613	1.414168544548716	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	59490000	2.7844032389070836	3.759136152790525	2.749794319226048	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	61520000	2.5634761154111048	2.2569949013784525	1.332416147381737	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr1	61890000	2.553133910465448	2.5702108904713494	1.6481100017799566	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	65190000	-2.3470343663848543	3.1893878958178807	4.015481657006901	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	65320000	-2.593087040123201	2.0086773311645976	2.927261517067971	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	68180000	-3.242728209672159	2.157128478339984	3.3072222167489285	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	68630000	-2.6077643582538954	1.5798738142976505	2.505367522394188	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	74310000	-4.516830036785296	0.9195449788067122	2.5296238527115555	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr1	74370000	6.6843510940600686	3.834522256530194	1.4316190734556082	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr1	74380000	2.7299518922274557	2.4477649429284773	1.4629710142910657	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	78580000	-6.171345355230461	0.7018466218739325	2.9038520307675335	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr1	78610000	4.535164470051832	1.8073895963236135	0.18016589254802945	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	82780000	-4.172059096454605	2.418252699270692	3.899338246371539	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	85060000	3.83288575766536	2.7600917297788827	1.3800577952607995	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr1	88740000	2.8267575220697614	2.903624359439665	1.882475196073674	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	89070000	-2.7838000457292873	1.545478012769961	2.5339946516769203	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	91420000	2.532373460829655	3.602392998089652	2.6836985685897017	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	93730000	-5.198586680571627	0.4087666133667352	2.2643896576976075	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	93970000	-2.201331512276893	0.8580180077339266	1.641116905602605	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr1	93980000	-2.367272663028574	3.824938682664315	4.655793370358746	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	98650000	3.801317518896761	3.8801662944519295	2.507058451946378	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	99400000	2.798763966436271	2.492987337860354	1.4834343825955616	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	100760000	-2.9017688014293426	1.226701849605702	2.258601714120165	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	103150000	-5.171543717642523	1.6666270471153488	3.5077018187836804	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	103900000	-2.3236373950557043	2.2371907448513726	3.058625380507495	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	108410000	6.563678701730676	4.3469305383769985	1.985147111968557	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	111980000	2.877995454601841	2.3258128704861947	1.2886037335712404	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	112330000	-2.2177520099170827	0.7247136918988701	1.5141967827656948	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	114560000	-2.024125854759808	1.2682414520538217	1.9864392628939145	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr1	114860000	-2.7770408296257285	1.6963673049695387	2.681882951782438	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	116190000	-3.0763623698039564	1.364618197096795	2.458356316756537	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr1	116650000	5.8609658107541565	2.8490109029256563	0.7440936124756647	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	117260000	-2.613328361297134	2.0833546574613195	3.0088799787018004	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	117830000	-3.603857114741177	1.405371477642396	2.6874003932272585	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr1	121000000	-4.8308293053089	1.2115573504606258	2.932678897756904	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr1	125440000	3.58276304440641	2.890363123852602	1.5991801680214783	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	125540000	5.536853715899692	3.249569450337311	1.2588859438200202	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr1	126430000	-2.559370409463022	3.171312112453855	4.073333811783233	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	126780000	-9.2640893936067	-0.06972372681912264	3.240171809942417	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr1	128360000	-2.0376467825516804	2.8212017670173073	3.538196346830825	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	131780000	2.6435211045343774	2.971243848157433	2.0152937447875727	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	134750000	2.3680824977807218	2.9800422221361633	2.1224592307554806	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	135540000	2.0041429236957775	5.7897830857672865	5.05130211587876	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	137340000	-4.592650559753878	1.0344625310084026	2.671182039362452	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr1	137590000	3.8549371702842143	3.5034965248208287	2.1126963483618173	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	138830000	-2.690933464479578	2.52193070100494	3.473476712413137	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	139910000	-2.3554064970861375	2.040506951294144	2.8740553609453867	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	140190000	2.8036644969504505	2.0694251950532228	1.059767150886615	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	141700000	-3.488334190001137	2.327716923577366	3.5648913823958503	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	142590000	-2.47024859411826	2.127521188224229	3.001759221670248	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	143170000	3.8861515865278538	3.967231156019401	2.563477812039778	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	145470000	3.450862958571555	2.665742637857055	1.422554101039954	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	147490000	12.221720145368248	4.729814037202455	0.3451901774926732	Differential	Matrix 1	Complex	TRUE	TRUE	Both
chr1	147500000	12.792692485861108	4.988932536900352	0.3993203015268017	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	149670000	2.2181592279894846	3.9036309539304623	3.096020150876445	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	152690000	2.9838132949918266	1.9462344121833577	0.8726962774978452	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	155050000	3.272220941355949	2.4014214898496204	1.2230803184972987	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	155410000	-2.4982534612415774	2.0004581636560297	2.885194693077667	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	156090000	2.6958484761957555	3.587465154351413	2.6104267673012984	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	156230000	-2.7828504042999467	2.233929816089064	3.219432391793904	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	158420000	2.0746943327368994	3.0535035246293187	2.3004489495272953	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	158880000	2.5927205344854216	3.667675741976828	2.727168494247227	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	162000000	-2.390274512277113	2.412379185925061	3.256939488968728	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	166080000	-3.2040214421813467	2.302416502888712	3.438117649743998	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	166800000	3.160517702842629	4.24489679257622	3.0992996043396293	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	169670000	-2.1983954189770385	2.203610899987191	2.9804329173656514	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	173580000	2.439999801555897	1.8679194783350923	0.9889646716982474	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr1	174470000	2.0323790300907536	2.6561889493381763	1.9197953099292115	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	177040000	2.01365874571337	2.8353956145537897	2.104993593747404	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	177440000	2.175484298383208	4.131300475357753	3.3380508722908693	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	179140000	2.2001946633835217	3.735998333332699	2.935456719706553	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr1	179860000	-2.058993990843975	2.361538989221708	3.087945825808908	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	181550000	-2.0012288005324748	3.120853222570399	3.8236731474718217	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr1	182460000	3.609523619716269	2.7466569871301556	1.446472065753042	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	182560000	-2.0021080349521148	2.5239980314046773	3.229450991514609	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr1	183570000	2.249459074466075	2.091968774728814	1.2802147478798758	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr1	188340000	3.54660148191997	3.830563613149218	2.5486465825130007	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr1	191710000	2.0553677898387264	2.299801278028676	1.5565794847923689	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	3420000	-2.1626616481929593	2.8621241712487686	3.5747496549028166	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	7920000	6.991030391248939	3.7596855475948354	1.432645725726781	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr2	8190000	-2.9573297722921614	1.7014791654920838	2.679937396303125	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	10150000	-2.141280979722186	2.114826404204183	2.8216998868129304	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	10290000	-3.86958053114526	1.887242203405712	3.16813641907721	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	12710000	-3.4554457881163687	1.8346735552173703	2.9782136904547354	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	17050000	-4.515715831701401	1.2787623890419084	2.7751991376612715	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	21580000	3.216971071771126	2.73632552675336	1.6637121152387155	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	21900000	-2.561519269239247	2.134903673361293	2.981215403452245	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	22160000	4.227824441171833	4.012243285512247	2.6018393162877107	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	23480000	-3.683239526399302	1.9920224846935723	3.2108828713728226	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	23940000	-3.5866363763039417	0.7725023845554302	1.961494265163044	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	28920000	-6.580195611083332	4.8167252816530395	6.9919860130038805	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	36350000	-3.3166076050312308	0.9715144369303634	2.0705275753355736	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	41900000	-4.8087200448337395	1.7667301870791157	3.359535462825973	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	42210000	3.7130024957562497	2.4472320365761537	1.2105089862092226	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr2	43990000	-2.9601680789739127	0.821416470301877	1.8023996141388388	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	48220000	-3.8228746923319927	1.5796582068032914	2.8456042843437563	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	57220000	2.917737618774959	2.5645565487859536	1.5915657237422038	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	58690000	-2.429859308562448	1.772665326938089	2.575931499980487	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	59230000	-2.111231878187502	1.801885367165126	2.4993486098346045	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	64200000	3.471292230176517	3.470183407571703	2.311842524682244	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	64960000	-2.318708072103139	1.7610975478102968	2.52749415342718	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	67330000	-2.595549345259896	1.0250253508469824	1.8846276903673969	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr2	68860000	-2.057737516891673	3.285084821528616	3.962125922430599	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	71070000	-2.799169546590037	2.5407206925577737	3.465177095965169	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	77230000	2.46592848774476	2.5134425920623493	1.6904962176367069	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	77820000	3.688175565811656	5.30802316495027	4.0743945381403135	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	78430000	3.512386401084336	2.8673694942189365	1.6964739554621504	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	79650000	-3.5407795184858073	1.2191932471796338	2.3921621078513517	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	81310000	3.491083950297637	2.747796868927612	1.5841865408214857	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	82490000	3.219911253650519	4.222443121041264	3.1461809229357716	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	83050000	-2.601578287840566	1.464907628687134	2.3257197544751995	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	84170000	3.455216566471698	2.331951772488285	1.1809935430010372	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr2	88240000	-3.3032326337333355	1.8112488180411028	2.9043125281414195	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	88370000	4.710112413841664	3.9287321494848415	2.3584101393102306	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	88670000	2.4825389295446234	3.1989395851687745	2.3692473650875683	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	89240000	8.450431423736777	2.525587797409869	-0.2835980766747466	Differential	Matrix 1	Complex	FALSE	TRUE	Mutant_only
chr2	89270000	3.4138001584604787	1.9823672423798069	0.8457836190849027	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
chr2	90580000	2.3181046920273767	6.109624596985884	5.3292718190083725	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	91480000	2.129436617411295	3.252431088065689	2.539835021146497	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	93190000	2.3620088875028737	2.904796929754933	2.1156368983486424	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	100530000	-13.107393309966056	-0.7934004420238502	3.558285290030176	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr2	100770000	8.218153790884466	9.72754959484228	6.982501573225808	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	101800000	-2.919069794563178	2.0822107133686782	3.047285915079473	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	105670000	-3.3499170752336545	2.32126321781174	3.42890386924727	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	106440000	-2.097571817357662	2.9463671174569916	3.6372381880532214	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	106560000	-3.640222335182193	1.3301367991547837	2.5359105396271175	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr2	107600000	-2.3562282852155843	1.440134934153798	2.2195615442595713	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	109700000	-2.6778169962570884	1.7230330798389089	2.6086840684420087	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	120270000	3.953501247823003	3.2800271132211787	1.9619862080476815	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	121140000	2.3870186458001936	3.633803750287128	2.835031937031677	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	122390000	2.053180096646055	3.307779516021385	2.6203929423240675	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	124600000	2.212269391551114	3.149118921443574	2.4092170140113423	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	128480000	2.310033451052756	3.223233617870384	2.450751149967705	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	128810000	3.017511915938053	3.2379020987881346	2.2305857404599436	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	130000000	-3.543324167350431	3.02845536930149	4.199014609199064	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	130070000	-2.37470049524323	1.154665068963771	1.9407359371202368	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr2	132700000	-2.296631586363451	1.3277578694265282	2.0876068457865973	Differential	Matrix 2	Merge	TRUE	FALSE	Control_only
chr2	134560000	-2.717257064023067	1.8039934174387695	2.702588691569469	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	134670000	4.112962972538832	2.7060378740587163	1.3361050461009236	Differential	Matrix 1	Split	TRUE	TRUE	Both
chr2	141820000	2.0760485305865473	3.785515439554558	3.089679716260345	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	142440000	-2.1410604762239376	3.0832265671145724	3.7882850831246713	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	142850000	2.1089205079515443	2.440913485607258	1.7365861931333026	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	146050000	-2.1948857426938178	3.23581233098001	3.958460659683942	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only
chr2	147380000	-2.2521857198770623	2.6921088199794863	3.434752554404764	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	148910000	-2.209911719263087	4.072307755137819	4.798438571319061	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only
chr2	149190000	2.6578498833007687	3.042284398241279	2.1546893742480093	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	151250000	-4.958568077153152	5.752211321401783	7.387581823771902	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	151330000	2.0517779160573726	5.6863794560783	4.995180061997199	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	154540000	-2.878519401638226	1.4262283483406903	2.3790250003515068	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	157100000	-2.2911680385557425	2.503940779569363	3.2598609349838026	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	162220000	-2.0151385655214633	1.4599459287400305	2.126131443828733	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	163420000	-2.4104301798229297	3.873189423549158	4.666229152433029	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	164460000	-2.1909999608235893	5.848776025491855	6.565434962318686	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	165980000	2.781665433301444	3.1591386437291065	2.2302398666089727	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	168680000	2.10828674322404	2.519284753990219	1.8150268438616888	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	168840000	2.3776590031724516	2.9620635433522597	2.167606339384339	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	170520000	-2.77266231507481	2.4171055187650605	3.3329866807958592	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	172220000	-2.0095862661982347	2.243146889528932	2.9060809524159916	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr2	172320000	3.0155350304957764	3.0541953285479995	2.0478655041431564	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr2	172330000	2.9669066739471517	3.211538180698268	2.2210647921490523	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both
chr2	172750000	-3.6998827728278494	3.280291735255074	4.5023588017918765	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	173000000	-2.837346630458851	3.6771207166846223	4.612203895607715	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	176730000	-6.2369758158096396	1.3665575316023637	3.4341113793397446	Differential	Matrix 2	Complex	TRUE	TRUE	Both
chr2	177150000	-8.340250267137343	0.28846931838039586	3.0560253656589698	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr2	177340000	-4.4637351240943275	2.1179497310828563	3.5956250421757288	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only
chr2	177710000	-5.088051707110018	3.450697400955371	5.133182225746489	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	178140000	-3.590788349159844	4.4449175549588205	5.628682172737612	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr2	179440000	-2.593809905741157	1.1573507465837396	2.016137774456361	Differential	Matrix 2	Merge	FALSE	TRUE	Mutant_only
chr2	179970000	-2.101220887718924	1.144348976900449	1.8396722942908563	Differential	Matrix 2	Merge	TRUE	FALSE	Control_only
chr3	4110000	2.3661048878517046	2.32766873875058	1.4723282202331365	Differential	Matrix 1	Split	TRUE	FALSE	Control_only
chr3	7430000	2.06414410443407	2.9388953836692515	2.1867950893668313	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	15760000	-4.307979958507377	8.16805763928336	9.644550864085568	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both
chr3	16560000	-2.1635796560068865	1.6996819286377596	2.456868587757149	Differential	Matrix 2	Strength Change	FALSE	TRUE	Mutant_only
chr3	17300000	2.21429773858178	2.5613791885111157	1.7584208264462784	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	19060000	-4.259045275537137	1.3558924573616378	2.859393258141908	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr3	19070000	-4.906307471781614	0.6104514152338324	2.348643925112876	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only
chr3	20780000	4.685963903535907	3.413994572726347	1.7278226710854554	Differential	Matrix 1	Strength Change	TRUE	FALSE	Control_only
chr3	20920000	4.193901663700555	2.6695194831655735	1.162923389429425	Differential	Matrix 1	Complex	TRUE	FALSE	Control_only
