Coordinate	Sample 1	Sample 2	Sample 3	Consensus_Score	chr	condition	n_replicates
181550000	4.419955926363642	4.487415676153469	3.7862775691570927	4.419955926363642	chr1	control	3
182125000	4.43265787225629	4.763284529174667	4.393088258435293	4.43265787225629	chr1	control	3
182550000	4.655601044551168	5.1259984268189545	5.006859919367818	5.006859919367818	chr1	control	3
182975000	3.464405464460941	3.9332871015311186	3.930540313699827	3.930540313699827	chr1	control	3
185200000	3.293939925604007	3.122795958195288	3.3042316466226627	3.293939925604007	chr1	control	3
187975000	4.453804661067105	4.953377129304757	4.350386032996004	4.453804661067105	chr1	control	3
189675000	3.2494017888772757	3.242168603077259	3.277546969398125	3.2494017888772757	chr1	control	3
189700000	3.8914240306844707	4.293696050343042	4.032356277545844	4.032356277545844	chr1	control	3
191300000	3.0572956261994375	3.2724026289108266	3.187529313023325	3.187529313023325	chr1	control	3
191575000	5.70751622247574	5.421798187315361	5.574751458435272	5.574751458435272	chr1	control	3
192450000	3.164821799514448	3.0077498492222663	3.525335016198746	3.164821799514448	chr1	control	3
192725000	4.043075737887882	4.432581738332911	3.9539967181806546	4.043075737887882	chr1	control	3
194625000	2.998341864109251	2.6087233792896294	3.0638591117714506	2.998341864109251	chr1	control	3
4650000	4.12996952674319	4.142715807653352	4.546037659884873	4.142715807653352	chr2	control	3
5075000	4.401171133670452	4.484620049424157	4.241852756890016	4.401171133670452	chr2	control	3
6175000	3.6943515010880907	3.572023614155054	3.593403973606675	3.593403973606675	chr2	control	3
6200000	2.847760819623181	3.231158896464086	3.030442027176843	3.030442027176843	chr2	control	3
6875000	3.0864521208809177	3.202424625984808	3.44548323205269	3.202424625984808	chr2	control	3
9600000	2.42049021047892	3.0071772879136875	3.2277481248984	3.0071772879136875	chr2	control	3
12300000	3.376859760374475	3.266346971305531	3.575996597357548	3.376859760374475	chr2	control	3
13275000	3.8132243648015414	3.599194260964889	3.610489216494931	3.610489216494931	chr2	control	3
14025000	4.253909148173455	4.393586711126865	4.11981551632671	4.253909148173455	chr2	control	3
16350000	4.384360985870342	4.70596260681714	4.143716725608249	4.384360985870342	chr2	control	3
17425000	3.0698471219850796	2.9071807025009	2.993625936363545	2.993625936363545	chr2	control	3
17850000	4.115601644148851	4.395168565819621	4.5429462553346385	4.395168565819621	chr2	control	3
18575000	3.429750743083273	3.558050110914178	3.274388811636497	3.429750743083273	chr2	control	3
19000000	3.138300145534024	2.8974556839249734	2.94767555498977	2.94767555498977	chr2	control	3
20500000	3.13868903854113	2.4260125791517315	2.707014087579247	2.707014087579247	chr2	control	3
21200000	3.002057211187983	3.455053500386127	3.4206153989257118	3.4206153989257118	chr2	control	3
21950000	2.8902306782367804	3.5617795403970396	3.2399849881916603	3.2399849881916603	chr2	control	3
23600000	2.877662747104953	3.0584354861492975	2.8181565038852514	2.877662747104953	chr2	control	3
23950000	2.6960268710675006	2.7495328758323287	3.503078004040084	2.7495328758323287	chr2	control	3
25825000	2.9570858522012937	3.384320010472908	3.4856988485774876	3.384320010472908	chr2	control	3
26150000	6.015067856890722	5.7671813956075635	5.4899544145977535	5.7671813956075635	chr2	control	3
26900000	3.6729443267314603	3.977246837781532	3.5658294256819403	3.6729443267314603	chr2	control	3
27250000	4.354303459859144	4.021357463171608	4.1071689727254075	4.1071689727254075	chr2	control	3
27275000	2.710321534986305	3.1103177488402185	2.9744522034560297	2.9744522034560297	chr2	control	3
27775000	5.832947784190055	6.21524521109686	6.099304707596203	6.099304707596203	chr2	control	3
27975000	2.7527528054579995	3.735057766554292	3.181639740205114	3.181639740205114	chr2	control	3
28425000	3.412378961750995	3.030909916889891	2.9526690379535734	3.030909916889891	chr2	control	3
29600000	3.4370384842223256	3.844705310548298	4.0944357025327776	3.844705310548298	chr2	control	3
30800000	4.432699815269188	4.021938601152729	4.486014785266182	4.432699815269188	chr2	control	3
31675000	4.17171636598418	4.230779239195314	3.825648828150566	4.17171636598418	chr2	control	3
32575000	4.25413086592857	4.218067113184312	4.082213172828071	4.218067113184312	chr2	control	3
33975000	3.641970758398074	3.1299082454597733	3.189477109143437	3.189477109143437	chr2	control	3
35200000	3.200755662982694	2.512631878510183	3.0485638161970203	3.0485638161970203	chr2	control	3
35525000	5.353277826337211	5.584035226913625	5.291919614624187	5.353277826337211	chr2	control	3
36300000	4.095437290300681	3.955813706325332	3.871163482878174	3.955813706325332	chr2	control	3
37350000	5.184969466848549	5.3154059888210545	5.470359732144964	5.3154059888210545	chr2	control	3
37800000	2.973590324388501	3.0074640425267507	2.9121818467446468	2.973590324388501	chr2	control	3
38600000	3.145036564966967	2.6299035840755405	3.091875133796459	3.091875133796459	chr2	control	3
38625000	3.3305455116232032	3.8400393599760347	3.3936581953210077	3.3936581953210077	chr2	control	3
39000000	3.976778630891015	3.7796394172348005	3.646486744895976	3.7796394172348005	chr2	control	3
39250000	2.617077135702648	3.049087091256752	3.5255604654271977	3.049087091256752	chr2	control	3
42675000	3.5269811203284798	3.249050854960586	2.87282411256012	3.249050854960586	chr2	control	3
48950000	2.9718377323013137	3.6389933876887026	3.9934884426565973	3.6389933876887026	chr2	control	3
49450000	4.122128825550809	3.485908820828802	3.481639262354241	3.485908820828802	chr2	control	3
49750000	3.914311569286736	3.900667224708561	3.5203451093995897	3.900667224708561	chr2	control	3
50275000	3.175399360157686	3.275349836889202	3.5317953726377027	3.275349836889202	chr2	control	3
50300000	3.4172868849155336	3.3777429754340638	3.027056773232524	3.3777429754340638	chr2	control	3
52075000	3.1739635385038882	2.87995352047748	3.3133608981733556	3.1739635385038882	chr2	control	3
52425000	4.264350881370317	4.106344484106732	3.8910794997393308	4.106344484106732	chr2	control	3
52750000	4.3407473316691565	4.2563804690446805	3.9980305202862985	4.2563804690446805	chr2	control	3
53200000	3.0098575364616593	3.0232779872674005	3.1002338016390554	3.0232779872674005	chr2	control	3
55425000	4.099595757866981	3.318843273013373	3.8439064590938603	3.8439064590938603	chr2	control	3
57700000	3.7067473321258575	4.098754811493236	3.9529291768294663	3.9529291768294663	chr2	control	3
58475000	3.6592361783186402	3.33719063711031	2.9824870046164347	3.33719063711031	chr2	control	3
58675000	4.079906828796981	4.0775223994411025	4.191903646740387	4.079906828796981	chr2	control	3
59150000	3.9023090308582096	3.7504910417921296	4.146782302246123	3.9023090308582096	chr2	control	3
59525000	4.541508057719993	4.263725331109053	4.1944615883832395	4.263725331109053	chr2	control	3
61825000	4.480003949032094	4.626220127718853	4.660714272140208	4.626220127718853	chr2	control	3
63700000	3.2124229189317663	2.970430318607343	2.620294088500518	2.970430318607343	chr2	control	3
65125000	2.9706695649330648	3.446677569370023	3.1474621246011565	3.1474621246011565	chr2	control	3
65600000	4.191495144261195	4.310481416304392	4.429288545708464	4.310481416304392	chr2	control	3
66050000	4.772360274221848	4.76856039616567	4.582658092476013	4.76856039616567	chr2	control	3
68850000	4.778479794456307	4.349976172643592	4.480044743045912	4.480044743045912	chr2	control	3
69050000	3.9498127524031	3.4878906892701895	2.597122753044644	3.4878906892701895	chr2	control	3
69625000	3.025425839464204	3.3581794041372084	2.9221498493218783	3.025425839464204	chr2	control	3
74625000	3.505535007410598	3.158647099008401	3.6109324955502626	3.505535007410598	chr2	control	3
75325000	3.0694820911405056	2.9320470358410526	2.757497671560597	2.9320470358410526	chr2	control	3
75600000	5.962363591916264	6.022141657295287	5.709650723374349	5.962363591916264	chr2	control	3
76100000	3.2234957167609943	2.8271661047532484	3.0761127540865543	3.0761127540865543	chr2	control	3
76375000	4.323853608048587	4.101436219570449	4.561623094984556	4.323853608048587	chr2	control	3
77225000	4.429842524499956	5.077092147696825	4.41449264588727	4.429842524499956	chr2	control	3
77700000	3.0807698044979137	3.4158674919618894	3.173679236869202	3.173679236869202	chr2	control	3
78050000	4.5077062054792965	4.392240264462683	4.150156364856659	4.392240264462683	chr2	control	3
78950000	4.156958922154668	3.7655906072348007	4.025137655541172	4.025137655541172	chr2	control	3
79500000	5.23464033794979	5.272827554600598	4.916594690034399	5.23464033794979	chr2	control	3
82050000	3.0038622216354205	3.252223331162292	3.4912669041753297	3.252223331162292	chr2	control	3
83975000	4.89875920441508	4.65598687758919	5.95622848656171	4.89875920441508	chr2	control	3
84425000	2.5907205953538215	2.57269016987851	3.580776587965444	2.5907205953538215	chr2	control	3
89225000	3.443071095652934	3.925885153264865	3.2552476900140848	3.443071095652934	chr2	control	3
90375000	2.7404651365633783	3.3888007013720993	1.5363546509655956	2.7404651365633783	chr2	control	3
90425000	2.84260075636895	2.822608590169436	3.9131092021410434	2.84260075636895	chr2	control	3
91100000	2.8766017456577644	0.4832100240807072	3.2047861460098233	2.8766017456577644	chr2	control	3
91925000	4.587386223387088	3.752648536340285	4.249925666012387	4.249925666012387	chr2	control	3
92600000	1.1525346548900888	3.754732446525644	1.9019238866648402	1.9019238866648402	chr2	control	3
93050000	1.4614617356787563	3.3523661822761017	1.957349135230026	1.957349135230026	chr2	control	3
93075000	2.196608293714501	4.573932633659254	2.577191660917166	2.577191660917166	chr2	control	3
93475000	4.258956465625342	4.2023497756051205	4.0326124432117885	4.2023497756051205	chr2	control	3
93825000	4.565085072878522	4.491017877861541	4.4181533969798	4.491017877861541	chr2	control	3
94025000	4.481522971074228	2.753943632799279	4.640559817939098	4.481522971074228	chr2	control	3
94450000	4.414002640596646	4.421008690670714	4.554432826387552	4.421008690670714	chr2	control	3
96325000	2.8838760548762363	3.056209586286859	3.9987701342268727	3.056209586286859	chr2	control	3
97450000	3.0274943440119837	1.9524644987117314	3.179486333025365	3.0274943440119837	chr2	control	3
100350000	1.9117243950152425	0.19125952642198987	3.2589565792736344	1.9117243950152425	chr2	control	3
100375000	3.8820903452889874	-0.1058852421917608	3.4345714242141314	3.4345714242141314	chr2	control	3
100600000	0.17332725385524583	8.349856491983049	0.10276022374336323	0.17332725385524583	chr2	control	3
101675000	4.123650391776147	4.40622186779567	3.810808069337734	4.123650391776147	chr2	control	3
101900000	5.1396953254569375	0.30278394174884893	4.978531785140206	4.978531785140206	chr2	control	3
102075000	-0.8925385741008542	3.016391741744615	-0.7987616159776835	-0.7987616159776835	chr2	control	3
102475000	2.823450766485339	3.1445353169000643	3.102740655311276	3.102740655311276	chr2	control	3
103075000	4.00228273426286	3.561298540137604	3.5290099429286714	3.561298540137604	chr2	control	3
103550000	1.8681756553770845	3.865605901411741	2.3316664065624177	2.3316664065624177	chr2	control	3
104025000	-0.8871362578619295	4.036029538438926	-0.4787590940402382	-0.4787590940402382	chr2	control	3
104425000	3.7559578941101828	6.875049535155001	3.5885405370129715	3.7559578941101828	chr2	control	3
105450000	0.8899136674602159	3.7244044526252895	1.1994191444966602	1.1994191444966602	chr2	control	3
105675000	4.152728680300637	-0.24149234318087898	4.006061924879773	4.006061924879773	chr2	control	3
105800000	0.12582239440720328	4.258338927334198	-0.2660781211371351	0.12582239440720328	chr2	control	3
105825000	-0.6724671689562669	3.461274171066216	-0.21699761612461596	-0.21699761612461596	chr2	control	3
106450000	1.0888879145968622	3.602502425355907	1.824833876702795	1.824833876702795	chr2	control	3
106975000	4.255081649986075	3.643217281058594	3.9101021266913465	3.9101021266913465	chr2	control	3
109875000	2.739485332041793	3.2671794718675327	2.966099033043652	2.966099033043652	chr2	control	3
109900000	4.195431628566655	3.637943609602463	3.928272237228541	3.928272237228541	chr2	control	3
110225000	3.6540422865414843	3.502529939545675	3.3692862002286783	3.502529939545675	chr2	control	3
