chr	pos1	pos2	chr2	pos3	pos4	direction_type	source	pval_ctrl	pval_mut	stripiness_ctrl	stripiness_mut	mean_ctrl	mean_mut	stripe_length	stripe_width	anchor_center	stripe_id
chr1	128850001	128890000	chr1	128850001	129880000	3prime	mutant_only	NA	0.082	NA	0.490711153416388	NA	40.0967005630394	1030000	40000	128870000.5	stripe_0080
chr1	130530001	130570000	chr1	130530001	131270000	3prime	shared	0.072	0.0775	0.907228702281554	0.991964003113186	42.9548683632972	50.1111382133491	740000	40000	130550000.5	stripe_0081
chr1	131510001	131580000	chr1	131100001	131580000	5prime	control_only	0.089	NA	1.01479380747793	NA	96.8019520405849	NA	480000	70000	131545000.5	stripe_0082
chr1	132960001	133010000	chr1	132360001	133010000	5prime	control_only	0.084	NA	0.285929126753337	NA	83.3814965816684	NA	650000	50000	132985000.5	stripe_0083
chr1	133110001	133180000	chr1	133110001	133580000	3prime	mutant_only	NA	0.044	NA	0.0243939686954185	NA	102.771359492194	470000	70000	133145000.5	stripe_0084
chr1	133580001	133640000	chr1	133050001	133640000	5prime	control_only	0.044	NA	1.77706149037796	NA	80.9463908540922	NA	590000	60000	133610000.5	stripe_0085
chr1	135100001	135150000	chr1	134340001	135150000	5prime	shared	0.078	0.0865	1.05283009707422	1.07812270369946	61.2735158027619	71.8581630577047	810000	50000	135125000.5	stripe_0086
chr1	135130001	135190000	chr1	135130001	135760000	3prime	control_only	0.081	NA	0.89174753776372	NA	75.3351638370866	NA	630000	60000	135160000.5	stripe_0087
chr1	136530001	136590000	chr1	136530001	137170000	3prime	mutant_only	NA	0.0685	NA	1.42546414259033	NA	64.5974125891653	640000	60000	136560000.5	stripe_0088
chr1	137190001	137240000	chr1	136260001	137240000	5prime	shared	0.0685	0.062	1.00654788008304	1.88709180475293	43.5876470633775	47.442309560481	980000	50000	137215000.5	stripe_0089
chr1	137300001	137360000	chr1	137300001	138010000	3prime	shared	0.084	0.04	2.64065062387322	2.93446993329296	57.8341303325567	63.3975247466463	710000	60000	137330000.5	stripe_0090
chr1	138290001	138340000	chr1	138290001	139410000	3prime	control_only	0.087	NA	1.23971838544489	NA	37.9351902723164	NA	1120000	50000	138315000.5	stripe_0091
chr1	144330001	144380000	chr1	143760001	144380000	5prime	control_only	0.064	NA	0.6044588882488	NA	57.1365402350658	NA	620000	50000	144355000.5	stripe_0092
chr1	149750001	149810000	chr1	147010001	149810000	5prime	shared	0.0835	0.0565	1.84440688151532	1.75786251586441	18.1511292975788	23.4658579233005	2800000	60000	149780000.5	stripe_0093
chr1	153360001	153420000	chr1	152440001	153420000	5prime	control_only	0.0755	NA	0.888139193804541	NA	50.2792753377505	NA	980000	60000	153390000.5	stripe_0094
chr1	154250001	154300000	chr1	154250001	155280000	3prime	shared	0.057	0.065	1.2974831431215	1.29681650519089	46.2145792000745	52.3835092023284	1030000	50000	154275000.5	stripe_0095
chr1	154740001	154800000	chr1	154740001	155540000	3prime	control_only	0.0945	NA	-0.133147216633425	NA	62.0227226764377	NA	800000	60000	154770000.5	stripe_0096
chr1	155500001	155560000	chr1	155010001	155560000	5prime	shared	0.01	0.019	4.6651851429287	3.16709962547337	93.2819511279933	76.1874285005169	550000	60000	155530000.5	stripe_0097
chr1	156040001	156100000	chr1	156040001	157250000	3prime	control_only	0.034	NA	-0.354795084146405	NA	39.7289969895963	NA	1210000	60000	156070000.5	stripe_0098
chr1	156720001	156770000	chr1	156720001	157520000	3prime	shared	0.0455	0.052	2.13631293406323	1.98207857507364	57.7308545778992	62.0736010786544	800000	50000	156745000.5	stripe_0099
chr1	157240001	157300000	chr1	156750001	157300000	5prime	control_only	0.083	NA	0.733574797554962	NA	64.59519789345	NA	550000	60000	157270000.5	stripe_0100
chr1	157530001	157570000	chr1	157530001	158670000	3prime	shared	0.078	0.064	3.04826374996392	3.08661279100946	38.5122048439341	44.1339564159587	1140000	40000	157550000.5	stripe_0101
chr1	157720001	157760000	chr1	157720001	158650000	3prime	shared	0.046	0.079	3.72824125961411	2.48166814435878	49.7936344050221	54.3965760713048	930000	40000	157740000.5	stripe_0102
chr1	158620001	158660000	chr1	157270001	158660000	5prime	shared	0.041	0.032	2.39536416528349	2.97578969538444	40.1348888841355	49.3457708636653	1390000	40000	158640000.5	stripe_0103
chr1	158660001	158720000	chr1	158660001	160190000	3prime	shared	0.092	0.0605	0.605158301615606	1.41865481288662	30.3166243940205	34.3123002250131	1530000	60000	158690000.5	stripe_0104
chr1	159100001	159140000	chr1	158750001	159140000	5prime	mutant_only	NA	0.082	NA	0.512176492257019	NA	89.611184815827	390000	40000	159120000.5	stripe_0105
chr1	160050001	160100000	chr1	159300001	160100000	5prime	shared	0.044	0.061	1.85863345542887	0.956183454386818	57.9940354308338	65.7685386459027	800000	50000	160075000.5	stripe_0106
chr1	160210001	160250000	chr1	160210001	161040000	3prime	control_only	0.059	NA	1.32687496286334	NA	53.8020435396508	NA	830000	40000	160230000.5	stripe_0107
chr1	160370001	160420000	chr1	160370001	160980000	3prime	mutant_only	NA	0.086	NA	1.2003741556116	NA	72.8991182106918	610000	50000	160395000.5	stripe_0108
chr1	160680001	160730000	chr1	160210001	160730000	5prime	mutant_only	NA	0.0575	NA	1.42786115247699	NA	91.0409408291433	520000	50000	160705000.5	stripe_0109
chr1	163040001	163090000	chr1	162520001	163090000	5prime	control_only	0.074	NA	0.833906825611011	NA	57.4349318630645	NA	570000	50000	163065000.5	stripe_0110
chr1	163120001	163170000	chr1	163120001	163970000	3prime	mutant_only	NA	0.089	NA	1.98460003477619	NA	56.5849098062256	850000	50000	163145000.5	stripe_0111
chr1	166110001	166170000	chr1	165820001	166170000	5prime	shared	0.026	0.02	1.43157790449584	2.48366126853655	88.4120273469403	96.8475888260016	350000	60000	166140000.5	stripe_0112
chr1	166310001	166370000	chr1	165760001	166370000	5prime	shared	0.057	0.056	1.55676761589662	1.35302275550002	72.6802195935732	79.4507787050189	610000	60000	166340000.5	stripe_0113
chr1	166380001	166440000	chr1	166380001	167430000	3prime	shared	0.03	0.04	2.48370663796093	1.49714734018464	36.9583133385612	39.1129653400537	1050000	60000	166410000.5	stripe_0114
chr1	167380001	167440000	chr1	167380001	167920000	3prime	mutant_only	NA	0.0645	NA	0.550654027279788	NA	78.037116090924	540000	60000	167410000.5	stripe_0115
chr1	167610001	167660000	chr1	167210001	167660000	5prime	shared	0.06	0.0675	0.87762832578864	0.974858678895645	77.2178821236013	86.8933459689361	450000	50000	167635000.5	stripe_0116
chr1	167870001	167930000	chr1	167230001	167930000	5prime	mutant_only	NA	0.064	NA	0.947808298382306	NA	60.4314379739294	700000	60000	167900000.5	stripe_0117
chr1	169320001	169360000	chr1	168010001	169360000	5prime	mutant_only	NA	0.092	NA	1.29485860866007	NA	41.1556490567668	1350000	40000	169340000.5	stripe_0118
chr1	170820001	170870000	chr1	170180001	170870000	5prime	mutant_only	NA	0.052	NA	0.602335290201187	NA	71.617230645301	690000	50000	170845000.5	stripe_0119
chr1	170850001	170910000	chr1	170850001	171510000	3prime	shared	0.071	0.0635	0.732103807356164	0.372207502864047	54.0818008212719	68.3130420302592	660000	60000	170880000.5	stripe_0120
chr1	175900001	175950000	chr1	175900001	176710000	3prime	control_only	0.07	NA	-0.100610349914569	NA	51.1086448322473	NA	810000	50000	175925000.5	stripe_0121
chr1	176660001	176710000	chr1	175930001	176710000	5prime	shared	0.044	0.032	3.83833789726715	4.35366826509558	62.4959515920103	67.772629569555	780000	50000	176685000.5	stripe_0122
chr1	177410001	177450000	chr1	176870001	177450000	5prime	shared	0.047	0.028	0.911920901212537	2.2254127050029	75.7229140602471	80.8992286872052	580000	40000	177430000.5	stripe_0123
chr1	177920001	177980000	chr1	177920001	178510000	3prime	shared	0.079	0.077	0.563037732540477	0.226866492476411	61.970986299453	69.4869645278914	590000	60000	177950000.5	stripe_0124
chr1	179440001	179500000	chr1	178240001	179500000	5prime	shared	0.0205	0.0265	4.33859623956904	3.64716911326491	41.8721071830159	55.711798799954	1260000	60000	179470000.5	stripe_0125
chr1	180230001	180280000	chr1	180230001	180760000	3prime	control_only	0.085	NA	0.280778441495229	NA	84.7999889810559	NA	530000	50000	180255000.5	stripe_0126
chr1	181870001	181910000	chr1	181870001	182550000	3prime	control_only	0.0745	NA	0.302101501986062	NA	67.2053505306297	NA	680000	40000	181890000.5	stripe_0127
chr1	182510001	182560000	chr1	181550001	182560000	5prime	shared	0.084	0.0425	0.426878377559058	1.32873240486117	46.7816712302082	57.975521558936	1010000	50000	182535000.5	stripe_0128
chr1	183210001	183270000	chr1	182530001	183270000	5prime	shared	0.0305	0.028	0.754533412007787	1.14645042489669	65.7171361242533	75.7325203183132	740000	60000	183240000.5	stripe_0129
chr1	183390001	183440000	chr1	183390001	184680000	3prime	mutant_only	NA	0.029	NA	-7.28258455965374	NA	39.8728402893184	1290000	50000	183415000.5	stripe_0130
chr1	183400001	183440000	chr1	183400001	185370000	3prime	shared	0.046	0.091	-7.52449653898266	-2.06854482928327	27.0435778767286	71.7155561848634	1970000	40000	183420000.5	stripe_0131
chr1	186690001	186730000	chr1	185520001	186730000	5prime	shared	0.017	0.031	5.91051578267409	4.10540700533637	50.7399100196719	57.3593391785544	1210000	40000	186710000.5	stripe_0132
chr1	186800001	186850000	chr1	186800001	188180000	3prime	shared	0.046	0.0515	2.10612794497288	3.14916989806091	33.9813294101925	29.9357357521686	1380000	50000	186825000.5	stripe_0133
chr1	187940001	187980000	chr1	187110001	187980000	5prime	mutant_only	NA	0.086	NA	1.45772288734282	NA	55.1608750980624	870000	40000	187960000.5	stripe_0134
chr1	188600001	188650000	chr1	187920001	188650000	5prime	control_only	0.095	NA	1.10166952475579	NA	55.881331221557	NA	730000	50000	188625000.5	stripe_0135
chr1	192070001	192110000	chr1	191060001	192110000	5prime	shared	0.064	0.034	-1.18206207307491	-2.25979533470066	48.8528606837226	99.8775107127757	1050000	40000	192090000.5	stripe_0136
chr1	192680001	192730000	chr1	192220001	192730000	5prime	shared	0.044	0.0505	1.53565581580054	1.32102220055808	72.8265894293048	81.3566028081981	510000	50000	192705000.5	stripe_0137
chr1	193670001	193710000	chr1	193670001	194830000	3prime	mutant_only	NA	0.0675	NA	3.92062208947876	NA	51.1687777497308	1160000	40000	193690000.5	stripe_0138
chr10	3310001	3360000	chr10	3310001	3890000	3prime	control_only	0.0895	NA	0.260013899505058	NA	81.7245369770646	NA	580000	50000	3335000.5	stripe_0139
chr10	3910001	3980000	chr10	3110001	3980000	5prime	shared	0.014	0.012	6.66025213956638	5.98101927715848	68.3870573580395	72.9750228774635	870000	70000	3945000.5	stripe_0140
chr10	5770001	5810000	chr10	5170001	5810000	5prime	mutant_only	NA	0.052	NA	1.49386643120566	NA	64.6747258070414	640000	40000	5790000.5	stripe_0141
chr10	6010001	6050000	chr10	6010001	7350000	3prime	control_only	0.055	NA	1.48215735710933	NA	38.1933650143141	NA	1340000	40000	6030000.5	stripe_0142
chr10	6850001	6910000	chr10	6850001	7420000	3prime	mutant_only	NA	0.064	NA	1.15495415898438	NA	77.5140976232699	570000	60000	6880000.5	stripe_0143
chr10	7860001	7900000	chr10	7860001	8730000	3prime	control_only	0.074	NA	0.145166142871556	NA	57.8373420319953	NA	870000	40000	7880000.5	stripe_0144
chr10	9660001	9700000	chr10	8740001	9700000	5prime	mutant_only	NA	0.0795	NA	1.61416972859331	NA	60.9918359104684	960000	40000	9680000.5	stripe_0145
chr10	11430001	11470000	chr10	11430001	13000000	3prime	mutant_only	NA	0.08	NA	2.26352632068712	NA	35.5125451290753	1570000	40000	11450000.5	stripe_0146
chr10	11990001	12030000	chr10	11990001	12850000	3prime	shared	0.0675	0.061	1.60435994903691	1.44749323316043	48.8610302794984	47.9712689294248	860000	40000	12010000.5	stripe_0147
chr10	12580001	12640000	chr10	11350001	12640000	5prime	control_only	0.084	NA	0.781421062214119	NA	38.1220750054106	NA	1290000	60000	12610000.5	stripe_0148
chr10	13530001	13580000	chr10	13530001	14230000	3prime	shared	0.03	0.029	5.72360888169687	4.59191851846278	64.6686817675155	69.1383516806089	700000	50000	13555000.5	stripe_0149
chr10	14180001	14230000	chr10	13530001	14230000	5prime	shared	0.0845	0.027	1.13213030897809	1.80267547419352	62.544552031015	73.3978740563165	700000	50000	14205000.5	stripe_0150
chr10	15270001	15320000	chr10	15270001	17750000	3prime	shared	0.0245	0.021	15.3744017293849	13.5772014633223	24.5778418118366	26.3850160539736	2480000	50000	15295000.5	stripe_0151
chr10	17690001	17730000	chr10	16400001	17730000	5prime	shared	0.019	0.0215	5.45740910053121	5.46677977864721	38.1636177759872	38.4355355022494	1330000	40000	17710000.5	stripe_0152
chr10	17720001	17770000	chr10	17720001	18410000	3prime	mutant_only	NA	0.087	NA	0.629791914715707	NA	50.5309865597347	690000	50000	17745000.5	stripe_0153
chr10	18160001	18230000	chr10	15270001	18230000	5prime	shared	0.0915	0.091	1.22235674560641	2.37500322051218	17.8797233749689	18.608936263266	2960000	70000	18195000.5	stripe_0154
chr10	18210001	18250000	chr10	18210001	18610000	3prime	control_only	0.0735	NA	0.318894403509595	NA	63.4882281477102	NA	400000	40000	18230000.5	stripe_0155
chr10	19190001	19260000	chr10	19190001	19900000	3prime	shared	0.064	0.066	0.767007702335284	1.28262750980447	55.7661834418787	63.3659822354416	710000	70000	19225000.5	stripe_0156
chr10	20070001	20140000	chr10	19230001	20140000	5prime	mutant_only	NA	0.082	NA	0.500001790689822	NA	55.2647101613371	910000	70000	20105000.5	stripe_0157
chr10	21960001	22020000	chr10	21330001	22020000	5prime	mutant_only	NA	0.021	NA	4.50727772059987	NA	81.0930099400993	690000	60000	21990000.5	stripe_0158
chr10	23050001	23090000	chr10	22540001	23090000	5prime	mutant_only	NA	0.056	NA	1.17241452768359	NA	68.9947478716876	550000	40000	23070000.5	stripe_0159
