chr1	x1	x2	chr2	y1	y2	chr1_chr	chr1_start	chr1_end	chr1_gene_id	chr1_idk	chr1_strand	chr1_gene_name	chr2_chr	chr2_start	chr2_end	chr2_gene_id	chr2_idk	chr2_strand	chr2_gene_name
chr3	140175000	140200000	chr3	141825000	141850000														
chr4	33925000	33950000	chr4	34550000	34575000	chr4	33923842	33925342	12801	0	+	Cnr1	chr4	34550186	34551686	433693	0	+	Akirin2
chr15	40150000	40175000	chr15	40750000	40775000	chr15	40161830	40163330	102636151	0	+	Gm33301							
chr2	57375000	57400000	chr2	57900000	57925000														
chr16	42825000	42850000	chr16	43800000	43825000														
chr12	38350000	38375000	chr12	39025000	39050000														
chr12	100150000	100175000	chr12	100900000	100925000	chr12	100158903	100160403	217827	0	-	Nrde2	chr12	100907448	100908948	238377	0	-	Gpr68
chr12	91875000	91900000	chr12	98150000	98175000														
chr1	165225000	165250000	chr1	166375000	166400000	chr1	165236246	165237746	226591	0	-	Tiprl	chr1	166378346	166379846	27878	0	+	Tada1
chr1	107575000	107600000	chr1	111850000	111875000	chr1	107589255	107590755	20725	0	+	Serpinb8	chr1	111864168	111865668	319901	0	-	Dsel
chr1	126675000	126700000	chr1	135600000	135625000														
chr1	56975000	57000000	chr1	63275000	63300000	chr1	56977900	56979400	212712	0	-	Satb2							
chr18	74425000	74450000	chr18	75725000	75750000	chr18	74440185	74441685	17919	0	+	Myo5b							
chr19	42775000	42800000	chr19	43750000	43775000	chr19	42779228	42780728	192236	0	-	Hps1	chr19	43752245	43753745	66388	0	+	Cutc
chr19	42775000	42800000	chr19	43750000	43775000	chr19	42779228	42780728	192236	0	-	Hps1	chr19	43752250	43753750	226139	0	-	Cox15
chr1	47275000	47300000	chr1	48725000	48750000														
chr19	46100000	46125000	chr19	46700000	46725000								chr19	46706707	46708207	57344	0	+	As3mt
chr2	110800000	110825000	chr2	110925000	110950000														
chr2	138775000	138800000	chr2	139300000	139325000														
chr2	106100000	106125000	chr2	106275000	106300000														
chr2	166900000	166925000	chr2	167650000	167675000	chr2	166905289	166906789	110750	0	+	Cse1l	chr2	167660746	167662246	66589	0	-	Ube2v1
chr2	56100000	56125000	chr2	58450000	58475000														
chr2	15050000	15075000	chr2	18050000	18075000	chr2	15048644	15050144	75869	0	+	Arl5b	chr2	18057095	18058595	102466840	0	+	Mir7655
chr2	15050000	15075000	chr2	18050000	18075000	chr2	15048644	15050144	75869	0	+	Arl5b	chr2	18054486	18055986	17354	0	+	Mllt10
chr2	15050000	15075000	chr2	18050000	18075000	chr2	15054134	15055634	74455	0	-	Nsun6	chr2	18057095	18058595	102466840	0	+	Mir7655
chr2	15050000	15075000	chr2	18050000	18075000	chr2	15054134	15055634	74455	0	-	Nsun6	chr2	18054486	18055986	17354	0	+	Mllt10
chr19	25600000	25625000	chr19	43600000	43625000	chr19	25609786	25611286	240590	0	+	Dmrt3	chr19	43611574	43613074	18089	0	+	Nkx2-3
chr1	107225000	107250000	chr1	111225000	111250000														
chr1	47800000	47825000	chr1	48725000	48750000														
chr1	146475000	146500000	chr1	146775000	146800000	chr1	146494009	146495509	215378	0	+	Brinp3							
chr12	101050000	101075000	chr12	102750000	102775000								chr12	102757053	102758553	100233175	0	-	Gon7
chr12	101050000	101075000	chr12	102750000	102775000								chr12	102757216	102758716	66622	0	+	Ubr7
chr12	101050000	101075000	chr12	102750000	102775000								chr12	102757922	102759422	100859931	0	-	Gm20604
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36156363	36157863	217473	0	+	Ankmy2	chr12	40198740	40200240	380755	0	-	Lsmem1
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36156363	36157863	217473	0	+	Ankmy2	chr12	40222007	40223507	629820	0	+	Gm7008
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36156363	36157863	217473	0	+	Ankmy2	chr12	40222061	40223561	100316693	0	-	Mir1938
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36157330	36158830	66912	0	-	Bzw2	chr12	40198740	40200240	380755	0	-	Lsmem1
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36157330	36158830	66912	0	-	Bzw2	chr12	40222007	40223507	629820	0	+	Gm7008
chr12	36150000	36175000	chr12	40200000	40225000	chr12	36157330	36158830	66912	0	-	Bzw2	chr12	40222061	40223561	100316693	0	-	Mir1938
chr15	40150000	40175000	chr15	40775000	40800000	chr15	40161830	40163330	102636151	0	+	Gm33301							
chr15	42300000	42325000	chr15	42650000	42675000														
chr15	32000000	32025000	chr15	32700000	32725000														
chr15	66900000	66925000	chr15	68225000	68250000														
chr15	28300000	28325000	chr15	30725000	30750000														
chr15	98525000	98550000	chr15	102075000	102100000	chr15	98525732	98527232	100217416	0	-	Snora2b	chr15	102099662	102101162	209039	0	+	Tns2
chr15	98525000	98550000	chr15	102075000	102100000	chr15	98533514	98535014	69612	0	-	Kansl2	chr15	102099662	102101162	209039	0	+	Tns2
chr16	36025000	36050000	chr16	37000000	37025000	chr16	36040439	36041939	69544	0	+	Wdr5b	chr16	37011035	37012535	77782	0	+	Polq
chr17	10825000	10850000	chr17	11050000	11075000	chr17	10839561	10841061	69310	0	-	Pacrg							
chr17	10825000	10850000	chr17	11050000	11075000	chr17	10839633	10841133	50873	0	+	Prkn							
chr17	15050000	15075000	chr17	15725000	15750000														
chr17	13450000	13475000	chr17	14200000	14225000								chr17	14203554	14205054	240025	0	-	Dact2
chr17	69500000	69525000	chr17	70950000	70975000														
chr17	29925000	29950000	chr17	31700000	31725000														
chr1	137675000	137700000	chr1	137900000	137925000														
chr4	47400000	47425000	chr4	48675000	48700000														
chr3	16300000	16325000	chr3	17825000	17850000														
chr2	114850000	114875000	chr2	116100000	116125000														
chr16	63075000	63100000	chr16	64300000	64325000														
chr16	42825000	42850000	chr16	43575000	43600000														
chr16	56175000	56200000	chr16	56675000	56700000														
chr17	15050000	15075000	chr17	15700000	15725000								chr17	15704216	15705716	12648	0	+	Chd1
chr1	137325000	137350000	chr1	137900000	137925000														
chr5	88500000	88525000	chr5	89375000	89400000														
chr8	98675000	98700000	chr8	99400000	99425000								chr8	99415721	99417221	12564	0	-	Cdh8
chr8	98675000	98700000	chr8	99400000	99425000								chr8	99415891	99417391	234624	0	+	A330008L17Rik
chr12	59250000	59275000	chr12	64825000	64850000														
chr12	33375000	33400000	chr12	34650000	34675000	chr12	33394010	33395510	75836	0	-	Atxn7l1os2							
chr12	33375000	33400000	chr12	34650000	34675000	chr12	33394103	33395603	75040	0	+	Efcab10							
chr10	14725000	14750000	chr10	17725000	17750000														
chr8	4150000	4175000	chr8	4600000	4625000	chr8	4165816	4167316	213027	0	+	Evi5l	chr8	4612416	4613916	233987	0	+	Zfp958
chr8	57925000	57950000	chr8	60450000	60475000														
chr14	21975000	22000000	chr14	23400000	23425000	chr14	21988851	21990351	218820	0	-	Zfp503							
chr11	26200000	26225000	chr11	26475000	26500000	chr11	26201489	26202989	102466154	0	+	Mir6372							
chr11	26200000	26225000	chr11	26475000	26500000	chr11	26210013	26211513	70626	0	-	5730522E02Rik							
chr11	26200000	26225000	chr11	26775000	26800000	chr11	26201489	26202989	102466154	0	+	Mir6372							
chr11	26200000	26225000	chr11	26775000	26800000	chr11	26210013	26211513	70626	0	-	5730522E02Rik							
chr5	86050000	86075000	chr5	86800000	86825000	chr5	86070995	86072495	56792	0	+	Stap1							
chr5	86050000	86075000	chr5	86800000	86825000	chr5	86064833	86066333	12617	0	-	Cenpc1							
chr9	44650000	44675000	chr9	45150000	45175000	chr9	44672482	44673982	58866	0	+	Treh							
chr6	45050000	45075000	chr6	47175000	47200000	chr6	45058606	45060106	66797	0	+	Cntnap2							
chr6	121250000	121275000	chr6	122300000	122325000								chr6	122307969	122309469	17113	0	+	M6pr
chr11	30675000	30700000	chr11	31625000	31650000														
chr13	80875000	80900000	chr13	85275000	85300000	chr13	80882633	80884133	105171	0	+	Arrdc3	chr13	85288380	85289880	218397	0	-	Rasa1
chr13	94875000	94900000	chr13	98350000	98375000	chr13	94874851	94876351	18420	0	+	Otp	chr13	98353491	98354991	15229	0	+	Foxd1
chr13	81650000	81675000	chr13	84750000	84775000	chr13	81656912	81658412	80289	0	+	Lysmd3							
chr13	78200000	78225000	chr13	84750000	84775000	chr13	78199007	78200507	13865	0	-	Nr2f1							
chr12	80150000	80175000	chr12	80725000	80750000														
chr12	93550000	93575000	chr12	98175000	98200000														
chr16	77250000	77275000	chr16	78150000	78175000														
chr16	66175000	66200000	chr16	70550000	70575000														
chr1	6200000	6225000	chr1	6725000	6750000	chr1	6205446	6206946	12421	0	+	Rb1cc1							
chr1	189050000	189075000	chr1	190550000	190575000														
chr1	107625000	107650000	chr1	111625000	111650000														
chr19	32475000	32500000	chr19	33225000	33250000	chr19	32485018	32486518	17330	0	+	Minpp1							
chr4	15975000	16000000	chr4	19325000	19350000														
chr6	23750000	23775000	chr6	24450000	24475000														
chr11	24050000	24075000	chr11	26950000	26975000														
chr2	109925000	109950000	chr2	112250000	112275000								chr2	112258541	112260041	213765	0	-	Nutm1
chr2	109925000	109950000	chr2	112250000	112275000								chr2	112261175	112262675	66181	0	+	Nop10
chr2	109925000	109950000	chr2	112250000	112275000								chr2	112265074	112266574	107723	0	+	Slc12a6
chr11	9300000	9325000	chr11	11775000	11800000														
chr13	81775000	81800000	chr13	84750000	84775000	chr13	81782326	81783826	12626	0	+	Cetn3							
chr4	26925000	26950000	chr4	28450000	28475000														
chr5	86175000	86200000	chr5	86800000	86825000	chr5	86197151	86198651	14715	0	-	Gnrhr							
chr6	131500000	131525000	chr6	133875000	133900000														
chr7	72400000	72425000	chr7	73625000	73650000														
chr7	17075000	17100000	chr7	18675000	18700000								chr7	18685435	18686935	434540	0	-	Psg20
chr10	15300000	15325000	chr10	17125000	17150000														
chr4	27425000	27450000	chr4	28800000	28825000								chr4	28812380	28813880	13841	0	+	Epha7
chr10	24850000	24875000	chr10	25475000	25500000	chr10	24869235	24870735	70208	0	+	Med23							
chr8	98675000	98700000	chr8	98850000	98875000														
chr14	22575000	22600000	chr14	23400000	23425000														
chr11	17275000	17300000	chr11	19750000	19775000														
chr13	104275000	104300000	chr13	104925000	104950000	chr13	104287084	104288584	108154	0	+	Adamts6							
chr12	36700000	36725000	chr12	37450000	37475000														
chr16	49275000	49300000	chr16	50725000	50750000								chr16	50726381	50727881	102466634	0	+	Mir6363
chr16	49275000	49300000	chr16	50725000	50750000								chr16	50732023	50733523	68190	0	-	Dubr
chr10	45375000	45400000	chr10	45900000	45925000														
chr4	26950000	26975000	chr4	27425000	27450000														
chr3	135400000	135425000	chr3	135725000	135750000	chr3	135423175	135424675	67006	0	-	Cisd2							
chr2	99225000	99250000	chr2	101150000	101175000														
chr12	89700000	89725000	chr12	90075000	90100000														
chr12	38125000	38150000	chr12	38775000	38800000								chr12	38778629	38780129	14009	0	+	Etv1
chr12	36200000	36225000	chr12	37450000	37475000														
chr15	41975000	42000000	chr15	42675000	42700000								chr15	42676227	42677727	11600	0	-	Angpt1
chr15	52500000	52525000	chr15	54400000	54425000								chr15	54410023	54411523	239447	0	+	Colec10
chr16	13100000	13125000	chr16	13725000	13750000	chr16	13108933	13110433	50505	0	+	Ercc4	chr16	13730233	13731733	26565	0	-	Pla2g10
chr16	13100000	13125000	chr16	13725000	13750000	chr16	13108933	13110433	50505	0	+	Ercc4	chr16	13729085	13730585	76684	0	+	Pla2g10os
chr16	41525000	41550000	chr16	42150000	42175000														
chr17	48400000	48425000	chr17	49175000	49200000	chr17	48409156	48410656	18044	0	-	Nfya							
chr17	48400000	48425000	chr17	49175000	49200000	chr17	48409263	48410763	106821	0	+	Oard1							
chr17	40975000	41000000	chr17	42775000	42800000														
chr1	93825000	93850000	chr1	94075000	94100000	chr1	93824158	93825658	98314	0	+	D2hgdh							
chr1	173450000	173475000	chr1	174550000	174575000														
chr18	56350000	56375000	chr18	56725000	56750000														
chr19	43600000	43625000	chr19	45225000	45250000	chr19	43611574	43613074	18089	0	+	Nkx2-3	chr19	45235062	45236562	16814	0	-	Lbx1
chr2	109275000	109300000	chr2	109875000	109900000	chr2	109279987	109281487	228421	0	+	Kif18a	chr2	109890102	109891602	22343	0	+	Lin7c
chr2	109275000	109300000	chr2	109875000	109900000	chr2	109279998	109281498	76894	0	-	Mettl15	chr2	109890102	109891602	22343	0	+	Lin7c
chr2	109900000	109925000	chr2	110550000	110575000	chr2	109912569	109914069	100038454	0	-	Platr8							
chr2	109900000	109925000	chr2	110550000	110575000	chr2	109916896	109918396	107515	0	+	Lgr4							
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67113278	67114778	432770	0	-	Rslcan18	chr13	67830235	67831735	320163	0	-	4930525G20Rik
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67113278	67114778	432770	0	-	Rslcan18	chr13	67830355	67831855	102637366	0	+	Krbox5
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67120909	67122409	268670	0	+	Zfp759	chr13	67830235	67831735	320163	0	-	4930525G20Rik
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67120909	67122409	268670	0	+	Zfp759	chr13	67830355	67831855	102637366	0	+	Krbox5
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67107799	67109299	432769	0	-	Zfp708	chr13	67830235	67831735	320163	0	-	4930525G20Rik
chr13	67100000	67125000	chr13	67825000	67850000	chr13	67107799	67109299	432769	0	-	Zfp708	chr13	67830355	67831855	102637366	0	+	Krbox5
chr2	78950000	78975000	chr2	80250000	80275000														
chrX	105100000	105125000	chrX	106175000	106200000	chrX	105119627	105121127	107528	0	+	Magee1	chrX	106186349	106187849	18655	0	+	Pgk1
chrX	68475000	68500000	chrX	68675000	68700000								chrX	68677790	68679290	14265	0	+	Fmr1
chr17	14925000	14950000	chr17	20950000	20975000	chr17	14942408	14943908	71682	0	-	Wdr27							
chr17	14925000	14950000	chr17	20950000	20975000	chr17	14942433	14943933	67912	0	+	1600012H06Rik							
chr1	146225000	146250000	chr1	146800000	146825000														
chr1	151075000	151100000	chr1	151700000	151725000														
chr1	47250000	47275000	chr1	48725000	48750000														
chr1	154750000	154775000	chr1	155550000	155575000								chr1	155557369	155558869	72482	0	+	Acbd6
chr1	59875000	59900000	chr1	60850000	60875000														
chr17	15825000	15850000	chr17	17625000	17650000	chr17	15830135	15831635	68799	0	-	Rgmb	chr17	17624300	17625800	240028	0	-	Lnpep
chr1	65175000	65200000	chr1	69675000	69700000	chr1	65185750	65187250	15926	0	-	Idh1	chr1	69686495	69687995	22779	0	-	Ikzf2
chr1	65175000	65200000	chr1	69675000	69700000	chr1	65185932	65187432	18711	0	+	Pikfyve	chr1	69686495	69687995	22779	0	-	Ikzf2
chr1	45775000	45800000	chr1	52825000	52850000	chr1	45794415	45795915	73674	0	+	Wdr75	chr1	52844262	52845762	227095	0	+	Hibch
chr18	30375000	30400000	chr18	30800000	30825000														
chr18	13375000	13400000	chr18	13775000	13800000														
chr18	68325000	68350000	chr18	70400000	70425000	chr18	68336845	68338345	17203	0	+	Mc5r							
chr18	14775000	14800000	chr18	16800000	16825000	chr18	14782494	14783994	72504	0	+	Taf4b	chr18	16814970	16816470	328906	0	+	Gm15328
chr18	14775000	14800000	chr18	16800000	16825000	chr18	14782494	14783994	72504	0	+	Taf4b	chr18	16808496	16809996	12558	0	-	Cdh2
chr18	67850000	67875000	chr18	70425000	70450000														
chr1	173350000	173375000	chr1	176200000	176225000	chr1	173350128	173351628	383619	0	+	Aim2							
chr1	173350000	173375000	chr1	176200000	176225000	chr1	173366945	173368445	94332	0	-	Cadm3							
chr17	53500000	53525000	chr17	54050000	54075000														
chr17	53500000	53525000	chr17	54325000	54350000														
chr17	48250000	48275000	chr17	49375000	49400000	chr17	48263544	48265044	224840	0	+	Treml4							
chr15	53325000	53350000	chr15	53900000	53925000	chr15	53345409	53346909	14042	0	-	Ext1	chr15	53901787	53903287	320679	0	-	Samd12
chr15	41850000	41875000	chr15	42675000	42700000	chr15	41868970	41870470	223513	0	-	Abra	chr15	42676227	42677727	11600	0	-	Angpt1
chr15	66900000	66925000	chr15	68200000	68225000														
chr15	94575000	94600000	chr15	96275000	96300000	chr15	94589139	94590639	19230	0	-	Twf1	chr15	96282858	96284358	70040	0	-	2610037D02Rik
chr15	94575000	94600000	chr15	96275000	96300000	chr15	94589139	94590639	19230	0	-	Twf1	chr15	96286767	96288267	77044	0	+	Arid2
chr15	67025000	67050000	chr15	68350000	68375000														
chr15	66650000	66675000	chr15	68225000	68250000	chr15	66670002	66671502	21819	0	+	Tg							
chr15	94575000	94600000	chr15	96675000	96700000	chr15	94589139	94590639	19230	0	-	Twf1	chr15	96698980	96700480	67760	0	-	Slc38a2
chr16	63625000	63650000	chr16	63800000	63825000														
chr16	77125000	77150000	chr16	77575000	77600000								chr16	77598185	77599685	387229	0	+	Mir99a
chr16	77125000	77150000	chr16	77575000	77600000								chr16	77598906	77600406	387246	0	+	Mirlet7c-1
chr16	63625000	63650000	chr16	64700000	64725000														
chr16	86875000	86900000	chr16	87375000	87400000														
chr16	86675000	86700000	chr16	87350000	87375000								chr16	87353434	87354934	67768	0	+	N6amt1
chr16	58450000	58475000	chr16	59400000	59425000								chr16	59406581	59408081	328699	0	+	Gabrr3
chr17	32125000	32150000	chr17	32475000	32500000														
chr17	17000000	17025000	chr17	17350000	17375000								chr17	17373558	17375058	67045	0	+	Riok2
chr19	46100000	46125000	chr19	46725000	46750000														
chr15	40150000	40175000	chr15	40850000	40875000	chr15	40161830	40163330	102636151	0	+	Gm33301							
chr19	23550000	23575000	chr19	24500000	24525000														
chr19	31075000	31100000	chr19	37550000	37575000	chr19	31082086	31083586	83410	0	+	Cstf2t							
chr4	82275000	82300000	chr4	82925000	82950000														
chr4	81175000	81200000	chr4	82900000	82925000														
chr4	24900000	24925000	chr4	26525000	26550000														
chr4	58150000	58175000	chr4	59800000	59825000								chr4	59805089	59806589	209131	0	+	Snx30
chr4	58150000	58175000	chr4	59800000	59825000								chr4	59800839	59802339	66209	0	-	Inip
chr4	66525000	66550000	chr4	70250000	70275000														
chr4	66500000	66525000	chr4	69100000	69125000														
chr4	26925000	26950000	chr4	28425000	28450000														
chr4	44700000	44725000	chr4	46325000	46350000	chr4	44702049	44703549	70602	0	+	5730488B01Rik	chr4	46342858	46344358	110805	0	+	Foxe1
chr4	44700000	44725000	chr4	46325000	46350000	chr4	44709737	44711237	18507	0	-	Pax5	chr4	46342858	46344358	110805	0	+	Foxe1
chr4	122025000	122050000	chr4	122400000	122425000														
chr4	44700000	44725000	chr4	99650000	99675000	chr4	44702049	44703549	70602	0	+	5730488B01Rik	chr4	99655548	99657048	15221	0	+	Foxd3
chr4	44700000	44725000	chr4	99650000	99675000	chr4	44709737	44711237	18507	0	-	Pax5	chr4	99655548	99657048	15221	0	+	Foxd3
chr5	3925000	3950000	chr5	4175000	4200000	chr5	3927303	3928803	100986	0	+	Akap9	chr5	4191616	4193116	208595	0	+	Mterf1b
chr5	18325000	18350000	chr5	20925000	20950000														
chr5	53575000	53600000	chr5	53975000	54000000								chr5	53997748	53999248	116873	0	+	Stim2
chr5	72550000	72575000	chr5	73275000	73300000	chr5	72558934	72560434	100978	0	-	Nfxl1	chr5	73283437	73284937	72276	0	-	1700025M24Rik
chr5	72550000	72575000	chr5	73275000	73300000	chr5	72558934	72560434	100978	0	-	Nfxl1	chr5	73292033	73293533	68095	0	+	Ociad1
chr4	99650000	99675000	chr4	115050000	115075000	chr4	99655548	99657048	15221	0	+	Foxd3	chr4	115055675	115057175	21349	0	+	Tal1
chr4	58100000	58125000	chr4	58800000	58825000														
chr3	146400000	146425000	chr3	152200000	152225000	chr3	146403891	146405391	99167	0	+	Ssx2ip	chr3	152209529	152211029	67035	0	-	Dnajb4
chr3	146400000	146425000	chr3	152200000	152225000	chr3	146403891	146405391	99167	0	+	Ssx2ip	chr3	152209671	152211171	51886	0	+	Fubp1
chr3	123350000	123375000	chr3	124575000	124600000								chr3	124580351	124581851	384775	0	-	1700003H04Rik
chr2	138000000	138025000	chr2	139575000	139600000														
chr2	106075000	106100000	chr2	106300000	106325000														
chr2	101675000	101700000	chr2	103025000	103050000	chr2	101677678	101679178	22034	0	+	Traf6							
chr2	164725000	164750000	chr2	165475000	165500000	chr2	164745181	164746681	71856	0	-	Wfdc3	chr2	165492574	165494074	381406	0	-	Trp53rka
chr2	164725000	164750000	chr2	165475000	165500000	chr2	164745232	164746732	76233	0	+	Dnttip1	chr2	165492574	165494074	381406	0	-	Trp53rka
chr2	78650000	78675000	chr2	79450000	79475000								chr2	79456001	79457501	18012	0	-	Neurod1
chr2	78650000	78675000	chr2	79450000	79475000								chr2	79456035	79457535	228094	0	-	Cerkl
chr2	105825000	105850000	chr2	106300000	106325000														
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71527362	71528862	13390	0	+	Dlx1	chr2	74674262	74675762	15432	0	+	Hoxd12
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71527362	71528862	13390	0	+	Dlx1	chr2	74678806	74680306	15431	0	+	Hoxd11
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71527362	71528862	13390	0	+	Dlx1	chr2	74691173	74692673	15430	0	+	Hoxd10
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71527362	71528862	13390	0	+	Dlx1	chr2	74696976	74698476	15438	0	+	Hoxd9
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71537141	71538641	111970	0	-	Dlx1as	chr2	74674262	74675762	15432	0	+	Hoxd12
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71537141	71538641	111970	0	-	Dlx1as	chr2	74678806	74680306	15431	0	+	Hoxd11
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71537141	71538641	111970	0	-	Dlx1as	chr2	74691173	74692673	15430	0	+	Hoxd10
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71537141	71538641	111970	0	-	Dlx1as	chr2	74696976	74698476	15438	0	+	Hoxd9
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71546004	71547504	13392	0	-	Dlx2	chr2	74674262	74675762	15432	0	+	Hoxd12
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71546004	71547504	13392	0	-	Dlx2	chr2	74678806	74680306	15431	0	+	Hoxd11
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71546004	71547504	13392	0	-	Dlx2	chr2	74691173	74692673	15430	0	+	Hoxd10
chr2	71525000	71550000	chr2	74675000	74700000	chr2	71546004	71547504	13392	0	-	Dlx2	chr2	74696976	74698476	15438	0	+	Hoxd9
chr2	3325000	3350000	chr2	4875000	4900000	chr2	3331893	3333393	227522	0	-	Rpp38	chr2	4880813	4882313	109079	0	+	Sephs1
chr2	3325000	3350000	chr2	4875000	4900000	chr2	3335417	3336917	78245	0	+	Acbd7	chr2	4880813	4882313	109079	0	+	Sephs1
chr2	57100000	57125000	chr2	58650000	58675000	chr2	57123253	57124753	18227	0	-	Nr4a2							
chr2	39275000	39300000	chr2	43600000	43625000														
chr2	90550000	90575000	chr2	92400000	92425000								chr2	92400513	92402013	19099	0	-	Mapk8ip1
chr2	90550000	90575000	chr2	92400000	92425000								chr2	92408141	92409641	320507	0	+	D930015M05Rik
chrX	67050000	67075000	chrX	68475000	68500000														
chrX	13700000	13725000	chrX	15800000	15825000														
chr3	84675000	84700000	chr3	86125000	86150000								chr3	86138108	86139608	19870	0	-	Snord73a
chr3	84675000	84700000	chr3	86125000	86150000								chr3	86139938	86141438	19871	0	-	Snord73b
chr3	84675000	84700000	chr3	86125000	86150000								chr3	86141952	86143452	20091	0	-	Rps3a1
chr3	121875000	121900000	chr3	122475000	122500000														
chr19	16800000	16825000	chr19	18525000	18550000														
chr11	17450000	17475000	chr11	19025000	19050000														
chr12	35525000	35550000	chr12	40200000	40225000	chr12	35534288	35535788	11622	0	-	Ahr	chr12	40198740	40200240	380755	0	-	Lsmem1
chr12	35525000	35550000	chr12	40200000	40225000	chr12	35534288	35535788	11622	0	-	Ahr	chr12	40222007	40223507	629820	0	+	Gm7008
chr12	35525000	35550000	chr12	40200000	40225000	chr12	35534288	35535788	11622	0	-	Ahr	chr12	40222061	40223561	100316693	0	-	Mir1938
chr12	36125000	36150000	chr12	40200000	40225000								chr12	40198740	40200240	380755	0	-	Lsmem1
chr12	36125000	36150000	chr12	40200000	40225000								chr12	40222007	40223507	629820	0	+	Gm7008
chr12	36125000	36150000	chr12	40200000	40225000								chr12	40222061	40223561	100316693	0	-	Mir1938
chr6	43650000	43675000	chr6	44275000	44300000	chr6	43665528	43667028	29807	0	-	Tpk1							
chr6	128800000	128825000	chr6	131375000	131400000								chr6	131387726	131389226	56449	0	-	Ybx3
chr6	56900000	56925000	chr6	59175000	59200000	chr6	56923182	56924682	107569	0	-	Nt5c3							
