#peakID	chr	start	end	strand	PC1
chr10-5175000	chr10	5175000	5200000	+	1.67071261395218
chr10-5200000	chr10	5200000	5225000	+	1.64894652084225
chr10-5225000	chr10	5225000	5250000	+	1.6411064882589
chr10-5250000	chr10	5250000	5275000	+	1.63370664785259
chr10-5275000	chr10	5275000	5300000	+	1.64526552081208
chr10-5300000	chr10	5300000	5325000	+	1.63763738606682
chr10-5325000	chr10	5325000	5350000	+	1.62066790531475
chr10-5350000	chr10	5350000	5375000	+	1.66990924933681
chr10-5375000	chr10	5375000	5400000	+	1.69620506767484
chr10-5400000	chr10	5400000	5425000	+	1.65510305883391
chr10-5425000	chr10	5425000	5450000	+	1.66864192272955
chr10-5450000	chr10	5450000	5475000	+	1.70287458615647
chr10-5475000	chr10	5475000	5500000	+	1.72214928818235
chr10-5500000	chr10	5500000	5525000	+	1.70843702297697
chr10-5525000	chr10	5525000	5550000	+	1.70040574678821
chr10-5550000	chr10	5550000	5575000	+	1.63493853963653
chr10-5575000	chr10	5575000	5600000	+	1.30665142311838
chr10-5600000	chr10	5600000	5625000	+	0.878550563506119
chr10-5625000	chr10	5625000	5650000	+	0.507657367821387
chr10-5650000	chr10	5650000	5675000	+	0.140413607264214
chr10-5675000	chr10	5675000	5700000	+	-0.167164486127533
chr10-5700000	chr10	5700000	5725000	+	-0.283061328168765
chr10-5725000	chr10	5725000	5750000	+	-0.261463131188724
chr10-5750000	chr10	5750000	5775000	+	0.0679255875509164
chr10-5775000	chr10	5775000	5800000	+	0.984463363434757
chr10-5800000	chr10	5800000	5825000	+	1.36720136344961
chr10-5825000	chr10	5825000	5850000	+	1.11197864780976
chr10-5850000	chr10	5850000	5875000	+	0.64544800001422
chr10-5875000	chr10	5875000	5900000	+	0.669970297312629
chr10-5900000	chr10	5900000	5925000	+	0.733899278128765
chr10-5925000	chr10	5925000	5950000	+	0.261229122290249
chr10-5950000	chr10	5950000	5975000	+	-0.415839292634722
chr10-5975000	chr10	5975000	6000000	+	-0.550509089420458
chr10-6000000	chr10	6000000	6025000	+	-0.391274549840338
chr10-6025000	chr10	6025000	6050000	+	-0.260872603788493
chr10-6050000	chr10	6050000	6075000	+	-0.513566921292752
chr10-6075000	chr10	6075000	6100000	+	-0.761760508664795
chr10-6100000	chr10	6100000	6125000	+	-0.797799731795829
chr10-6125000	chr10	6125000	6150000	+	-0.721477727172728
chr10-6150000	chr10	6150000	6175000	+	-0.712617958219408
chr10-6175000	chr10	6175000	6200000	+	-0.760349472917195
chr10-6200000	chr10	6200000	6225000	+	-0.755200702800595
chr10-6225000	chr10	6225000	6250000	+	-0.705590074090953
chr10-6250000	chr10	6250000	6275000	+	-0.575776082657634
chr10-6275000	chr10	6275000	6300000	+	0.0986935153592438
chr10-6300000	chr10	6300000	6325000	+	0.0924434170304552
chr10-6325000	chr10	6325000	6350000	+	-0.416238880916496
chr10-6350000	chr10	6350000	6375000	+	-0.565617483490947
chr10-6375000	chr10	6375000	6400000	+	-0.701047162733991
chr10-6400000	chr10	6400000	6425000	+	-0.694207272303751
chr10-6425000	chr10	6425000	6450000	+	-0.653066527147211
chr10-6450000	chr10	6450000	6475000	+	-0.551856452698924
chr10-6475000	chr10	6475000	6500000	+	-0.430581107815748
chr10-6500000	chr10	6500000	6525000	+	-0.53798169278367
chr10-6525000	chr10	6525000	6550000	+	-0.746652533752935
chr10-6550000	chr10	6550000	6575000	+	-0.799584042680838
chr10-6575000	chr10	6575000	6600000	+	-0.826070458538486
chr10-6600000	chr10	6600000	6625000	+	-0.863954977122836
chr10-6625000	chr10	6625000	6650000	+	-0.786829810857644
chr10-6650000	chr10	6650000	6675000	+	-0.67286004530505
chr10-6675000	chr10	6675000	6700000	+	-0.522597657404721
chr10-6700000	chr10	6700000	6725000	+	-0.534214914256751
chr10-6725000	chr10	6725000	6750000	+	-0.635766111050288
chr10-6750000	chr10	6750000	6775000	+	-0.582879014745435
chr10-6775000	chr10	6775000	6800000	+	-0.507046419530862
chr10-6800000	chr10	6800000	6825000	+	-0.391085238794003
chr10-6825000	chr10	6825000	6850000	+	-0.165215876302308
chr10-6850000	chr10	6850000	6875000	+	0.338427380446676
chr10-6875000	chr10	6875000	6900000	+	1.0397405225602
chr10-6900000	chr10	6900000	6925000	+	1.39182787529952
chr10-6925000	chr10	6925000	6950000	+	1.41329819651474
chr10-6950000	chr10	6950000	6975000	+	1.54150137861225
chr10-6975000	chr10	6975000	7000000	+	1.58315957020425
chr10-7000000	chr10	7000000	7025000	+	1.28368188200252
chr10-7025000	chr10	7025000	7050000	+	1.16538343307188
chr10-7050000	chr10	7050000	7075000	+	1.52130102161727
chr10-7075000	chr10	7075000	7100000	+	1.66054530761506
chr10-7100000	chr10	7100000	7125000	+	1.65842264077043
chr10-7125000	chr10	7125000	7150000	+	1.69675150000842
chr10-7150000	chr10	7150000	7175000	+	1.73262813711218
chr10-7175000	chr10	7175000	7200000	+	1.68635998270298
chr10-7200000	chr10	7200000	7225000	+	1.62648489102048
chr10-7225000	chr10	7225000	7250000	+	1.63065444750786
chr10-7250000	chr10	7250000	7275000	+	1.71181030259473
chr10-7275000	chr10	7275000	7300000	+	1.70582496621024
chr10-7300000	chr10	7300000	7325000	+	1.63695335169063
chr10-7325000	chr10	7325000	7350000	+	1.4822670307742
chr10-7350000	chr10	7350000	7375000	+	1.05697261895721
chr10-7375000	chr10	7375000	7400000	+	0.766912026614946
chr10-7400000	chr10	7400000	7425000	+	0.632757967166025
chr10-7425000	chr10	7425000	7450000	+	0.545112476073383
chr10-7450000	chr10	7450000	7475000	+	0.720977072938458
chr10-7475000	chr10	7475000	7500000	+	0.880152928109812
chr10-7500000	chr10	7500000	7525000	+	0.564308326938644
chr10-7550000	chr10	7550000	7575000	+	0.759874858624061
chr10-7575000	chr10	7575000	7600000	+	1.42010501993125
chr10-7600000	chr10	7600000	7625000	+	1.49460629770881
chr10-7625000	chr10	7625000	7650000	+	1.61612054714639
chr10-7650000	chr10	7650000	7675000	+	1.67996381681729
chr10-7675000	chr10	7675000	7700000	+	1.59777603385195
chr10-7700000	chr10	7700000	7725000	+	1.48739197133024
chr10-7725000	chr10	7725000	7750000	+	1.38648241164212
chr10-7750000	chr10	7750000	7775000	+	1.39201440010335
chr10-7775000	chr10	7775000	7800000	+	1.50775090825071
chr10-7800000	chr10	7800000	7825000	+	1.32614154940763
chr10-7825000	chr10	7825000	7850000	+	0.870257789262299
chr10-7850000	chr10	7850000	7875000	+	0.644820841936424
chr10-7875000	chr10	7875000	7900000	+	0.754588757222132
chr10-7900000	chr10	7900000	7925000	+	1.11308712421986
chr10-7925000	chr10	7925000	7950000	+	1.3281095061134
chr10-7950000	chr10	7950000	7975000	+	0.952862988177871
chr10-7975000	chr10	7975000	8000000	+	0.0345724580250857
chr10-8000000	chr10	8000000	8025000	+	-0.364903266807897
chr10-8025000	chr10	8025000	8050000	+	-0.503338604132906
chr10-8050000	chr10	8050000	8075000	+	-0.565736051833603
chr10-8075000	chr10	8075000	8100000	+	-0.589933953794638
chr10-8100000	chr10	8100000	8125000	+	-0.605146486617971
chr10-8125000	chr10	8125000	8150000	+	-0.565089896609079
chr10-8150000	chr10	8150000	8175000	+	-0.273356048638588
chr10-8175000	chr10	8175000	8200000	+	0.35470590337018
chr10-8200000	chr10	8200000	8225000	+	1.00417726917028
chr10-8225000	chr10	8225000	8250000	+	1.12838062678628
chr10-8250000	chr10	8250000	8275000	+	1.0816791059584
chr10-8275000	chr10	8275000	8300000	+	1.19100880631624
chr10-8300000	chr10	8300000	8325000	+	1.27410188107559
chr10-8325000	chr10	8325000	8350000	+	1.35217198283258
chr10-8350000	chr10	8350000	8375000	+	1.34481722660844
chr10-8375000	chr10	8375000	8400000	+	1.21259231758582
chr10-8400000	chr10	8400000	8425000	+	1.40240800508645
chr10-8425000	chr10	8425000	8450000	+	1.47533852937504
chr10-8450000	chr10	8450000	8475000	+	1.46103939726244
chr10-8475000	chr10	8475000	8500000	+	1.5576227352249
chr10-8500000	chr10	8500000	8525000	+	1.44148295112412
chr10-8525000	chr10	8525000	8550000	+	0.739635386055676
chr10-8550000	chr10	8550000	8575000	+	-0.16511859450102
chr10-8575000	chr10	8575000	8600000	+	-0.346552832518429
chr10-8600000	chr10	8600000	8625000	+	-0.413542640363166
chr10-8625000	chr10	8625000	8650000	+	-0.541732604636839
chr10-8650000	chr10	8650000	8675000	+	-0.512683233172107
chr10-8675000	chr10	8675000	8700000	+	-0.38010622768611
chr10-8700000	chr10	8700000	8725000	+	-0.32923692678382
chr10-8725000	chr10	8725000	8750000	+	-0.462966559384176
chr10-8750000	chr10	8750000	8775000	+	-0.592659466436012
chr10-8775000	chr10	8775000	8800000	+	-0.578050635390516
chr10-8800000	chr10	8800000	8825000	+	-0.612357478033674
chr10-8825000	chr10	8825000	8850000	+	-0.76053130352988
chr10-8850000	chr10	8850000	8875000	+	-0.849497645168664
chr10-8875000	chr10	8875000	8900000	+	-0.906773788916025
chr10-8900000	chr10	8900000	8925000	+	-0.901766130354498
chr10-8925000	chr10	8925000	8950000	+	-0.907186330506612
chr10-8950000	chr10	8950000	8975000	+	-0.858529502954571
chr10-8975000	chr10	8975000	9000000	+	-0.904084067655284
chr10-9000000	chr10	9000000	9025000	+	-0.877749796472735
chr10-9025000	chr10	9025000	9050000	+	-0.838978662801473
chr10-9050000	chr10	9050000	9075000	+	-0.785201017627411
chr10-9075000	chr10	9075000	9100000	+	-0.817051136662282
chr10-9100000	chr10	9100000	9125000	+	-0.767026235632336
chr10-9125000	chr10	9125000	9150000	+	-0.805432300991358
chr10-9150000	chr10	9150000	9175000	+	-0.907424045409938
chr10-9175000	chr10	9175000	9200000	+	-0.868600876259701
chr10-9200000	chr10	9200000	9225000	+	-0.829216477970181
chr10-9225000	chr10	9225000	9250000	+	-0.958135693802117
chr10-9250000	chr10	9250000	9275000	+	-0.992235108059611
chr10-9275000	chr10	9275000	9300000	+	-1.03789895712745
chr10-9300000	chr10	9300000	9325000	+	-1.07329005523391
chr10-9325000	chr10	9325000	9350000	+	-1.07249549793526
chr10-9350000	chr10	9350000	9375000	+	-1.03742557624129
chr10-9375000	chr10	9375000	9400000	+	-1.08197449672789
chr10-9400000	chr10	9400000	9425000	+	-1.10521886261295
chr10-9425000	chr10	9425000	9450000	+	-1.12701939889477
chr10-9450000	chr10	9450000	9475000	+	-1.13949915825926
chr10-9475000	chr10	9475000	9500000	+	-1.10088872310867
chr10-9500000	chr10	9500000	9525000	+	-1.11149212919539
chr10-9525000	chr10	9525000	9550000	+	-1.07705635941688
chr10-9550000	chr10	9550000	9575000	+	-1.01238545285425
chr10-9575000	chr10	9575000	9600000	+	-0.924165772596589
chr10-9600000	chr10	9600000	9625000	+	-0.899868186481347
chr10-9625000	chr10	9625000	9650000	+	-0.871015999674262
chr10-9650000	chr10	9650000	9675000	+	-0.7942045378002
chr10-9675000	chr10	9675000	9700000	+	-0.748668021720708
chr10-9700000	chr10	9700000	9725000	+	-0.655334902701905
chr10-9725000	chr10	9725000	9750000	+	-0.144505120493291
chr10-9750000	chr10	9750000	9775000	+	0.43768674886571
chr10-9775000	chr10	9775000	9800000	+	0.797907838885465
chr10-9800000	chr10	9800000	9825000	+	0.972551832933901
chr10-9825000	chr10	9825000	9850000	+	1.01582679047975
chr10-9850000	chr10	9850000	9875000	+	1.11774168894809
chr10-9875000	chr10	9875000	9900000	+	1.1054509546651
chr10-9900000	chr10	9900000	9925000	+	0.564809391225159
chr10-9925000	chr10	9925000	9950000	+	-0.264004252525201
chr10-9950000	chr10	9950000	9975000	+	-0.636332223189253
chr10-9975000	chr10	9975000	10000000	+	-0.781483080078585
chr10-10000000	chr10	10000000	10025000	+	-0.808831333205886
chr10-10025000	chr10	10025000	10050000	+	-0.725508509987655
chr10-10050000	chr10	10050000	10075000	+	-0.511525961308661
chr10-10075000	chr10	10075000	10100000	+	-0.0662748708393639
chr10-10100000	chr10	10100000	10125000	+	-0.167863448794894
chr10-10125000	chr10	10125000	10150000	+	-0.582239426998248
chr10-10150000	chr10	10150000	10175000	+	-0.741461313230844
chr10-10175000	chr10	10175000	10200000	+	-0.762497771486781
chr10-10200000	chr10	10200000	10225000	+	-0.725738393436946
chr10-10225000	chr10	10225000	10250000	+	-0.662579950264815
chr10-10250000	chr10	10250000	10275000	+	-0.658680214708952
chr10-10275000	chr10	10275000	10300000	+	-0.478181250325857
chr10-10300000	chr10	10300000	10325000	+	0.150130166347579
chr10-10325000	chr10	10325000	10350000	+	0.227573497451082
chr10-10350000	chr10	10350000	10375000	+	-0.180034637507618
chr10-10375000	chr10	10375000	10400000	+	-0.076548809403854
chr10-10400000	chr10	10400000	10425000	+	0.0727595302461238
chr10-10425000	chr10	10425000	10450000	+	-0.138652649344852
chr10-10450000	chr10	10450000	10475000	+	-0.127764831032633
chr10-10475000	chr10	10475000	10500000	+	-0.0977791958597024
chr10-10500000	chr10	10500000	10525000	+	-0.108423070995953
chr10-10525000	chr10	10525000	10550000	+	0.256901083808585
chr10-10550000	chr10	10550000	10575000	+	0.410047666909211
chr10-10575000	chr10	10575000	10600000	+	0.588376241311137
chr10-10600000	chr10	10600000	10625000	+	0.777701048712451
chr10-10625000	chr10	10625000	10650000	+	0.951416087415405
chr10-10650000	chr10	10650000	10675000	+	1.18225601162544
chr10-10675000	chr10	10675000	10700000	+	1.45182656784177
chr10-10700000	chr10	10700000	10725000	+	1.55925856660795
chr10-10725000	chr10	10725000	10750000	+	1.56781480714661
chr10-10750000	chr10	10750000	10775000	+	1.52910991687497
chr10-10775000	chr10	10775000	10800000	+	1.54718371020698
chr10-10800000	chr10	10800000	10825000	+	1.62225595181109
chr10-10825000	chr10	10825000	10850000	+	1.62411855932553
chr10-10850000	chr10	10850000	10875000	+	1.58182022496358
chr10-10875000	chr10	10875000	10900000	+	1.55046371407061
chr10-10900000	chr10	10900000	10925000	+	1.55679353254442
chr10-10925000	chr10	10925000	10950000	+	1.55205677818922
chr10-10950000	chr10	10950000	10975000	+	1.57015935379164
chr10-10975000	chr10	10975000	11000000	+	1.48529996422637
chr10-11000000	chr10	11000000	11025000	+	1.50290745533087
chr10-11025000	chr10	11025000	11050000	+	1.54850347551459
chr10-11050000	chr10	11050000	11075000	+	1.52866635118782
chr10-11075000	chr10	11075000	11100000	+	1.20010422781092
chr10-11100000	chr10	11100000	11125000	+	0.645537758696185
chr10-11125000	chr10	11125000	11150000	+	0.862684719730207
chr10-11150000	chr10	11150000	11175000	+	1.04327732424314
chr10-11175000	chr10	11175000	11200000	+	0.960242517105681
chr10-11200000	chr10	11200000	11225000	+	0.793922835289931
chr10-11225000	chr10	11225000	11250000	+	0.340396378119778
chr10-11250000	chr10	11250000	11275000	+	0.562931553333507
chr10-11275000	chr10	11275000	11300000	+	0.747884449107109
chr10-11300000	chr10	11300000	11325000	+	0.44674571265123
chr10-11325000	chr10	11325000	11350000	+	0.582756540939756
chr10-11350000	chr10	11350000	11375000	+	0.509631788900853
chr10-11375000	chr10	11375000	11400000	+	-0.0303677058306248
chr10-11400000	chr10	11400000	11425000	+	-0.181057505596062
chr10-11425000	chr10	11425000	11450000	+	-0.127861477694655
chr10-11450000	chr10	11450000	11475000	+	-0.349061552985177
chr10-11475000	chr10	11475000	11500000	+	-0.730783934094344
chr10-11500000	chr10	11500000	11525000	+	-0.936101247161049
chr10-11525000	chr10	11525000	11550000	+	-1.05798747742199
chr10-11550000	chr10	11550000	11575000	+	-1.11480200013878
chr10-11575000	chr10	11575000	11600000	+	-1.1266082455276
chr10-11600000	chr10	11600000	11625000	+	-1.11683291293887
chr10-11625000	chr10	11625000	11650000	+	-1.1149418751113
chr10-11650000	chr10	11650000	11675000	+	-1.11629204692681
chr10-11675000	chr10	11675000	11700000	+	-1.09973018522454
chr10-11700000	chr10	11700000	11725000	+	-1.10350463105698
chr10-11725000	chr10	11725000	11750000	+	-1.15375939916896
chr10-11750000	chr10	11750000	11775000	+	-1.13562119014479
chr10-11775000	chr10	11775000	11800000	+	-1.10394852983679
chr10-11800000	chr10	11800000	11825000	+	-1.05165242218427
chr10-11825000	chr10	11825000	11850000	+	-0.994300160377293
chr10-11850000	chr10	11850000	11875000	+	-0.998551792075134
chr10-11875000	chr10	11875000	11900000	+	-1.03767040525384
chr10-11900000	chr10	11900000	11925000	+	-1.03351375558636
chr10-11925000	chr10	11925000	11950000	+	-0.996572093087684
chr10-11950000	chr10	11950000	11975000	+	-0.923305120253238
chr10-11975000	chr10	11975000	12000000	+	-0.625407024808061
chr10-12000000	chr10	12000000	12025000	+	-0.117910857235243
chr10-12025000	chr10	12025000	12050000	+	-0.216779903517716
chr10-12050000	chr10	12050000	12075000	+	-0.498490700571949
chr10-12075000	chr10	12075000	12100000	+	-0.381902670382766
chr10-12100000	chr10	12100000	12125000	+	-0.332465626254106
chr10-12125000	chr10	12125000	12150000	+	-0.439063430740597
chr10-12150000	chr10	12150000	12175000	+	-0.624621697848402
chr10-12175000	chr10	12175000	12200000	+	-0.752612216404189
chr10-12200000	chr10	12200000	12225000	+	-0.815335295811544
chr10-12225000	chr10	12225000	12250000	+	-0.887062841553018
chr10-12250000	chr10	12250000	12275000	+	-0.912263942072915
chr10-12275000	chr10	12275000	12300000	+	-0.908507221680437
chr10-12300000	chr10	12300000	12325000	+	-0.910092413505993
chr10-12325000	chr10	12325000	12350000	+	-0.883281585965153
chr10-12350000	chr10	12350000	12375000	+	-0.865823741116234
chr10-12375000	chr10	12375000	12400000	+	-0.749573637373149
chr10-12400000	chr10	12400000	12425000	+	-0.573371802658545
chr10-12425000	chr10	12425000	12450000	+	-0.519646234922789
chr10-12450000	chr10	12450000	12475000	+	-0.483880106416541
chr10-12475000	chr10	12475000	12500000	+	-0.476297116839423
chr10-12500000	chr10	12500000	12525000	+	-0.463870639264989
chr10-12525000	chr10	12525000	12550000	+	-0.485184293979483
chr10-12550000	chr10	12550000	12575000	+	-0.408464341345471
chr10-12575000	chr10	12575000	12600000	+	-0.158937056520182
chr10-12600000	chr10	12600000	12625000	+	0.172824269539644
chr10-12625000	chr10	12625000	12650000	+	0.227315514495654
chr10-12650000	chr10	12650000	12675000	+	0.306242675691907
chr10-12675000	chr10	12675000	12700000	+	0.740471820976629
chr10-12700000	chr10	12700000	12725000	+	1.15943490168877
chr10-12725000	chr10	12725000	12750000	+	1.10840789417352
chr10-12750000	chr10	12750000	12775000	+	0.833136864603683
chr10-12775000	chr10	12775000	12800000	+	1.02220894793961
chr10-12800000	chr10	12800000	12825000	+	1.27973001758001
chr10-12825000	chr10	12825000	12850000	+	1.17794386708561
chr10-12850000	chr10	12850000	12875000	+	0.911434322034283
chr10-12875000	chr10	12875000	12900000	+	0.644597794933654
chr10-12900000	chr10	12900000	12925000	+	0.625794833481611
chr10-12925000	chr10	12925000	12950000	+	0.544345505629586
chr10-12950000	chr10	12950000	12975000	+	0.157222900855577
chr10-12975000	chr10	12975000	13000000	+	0.42665347541345
chr10-13000000	chr10	13000000	13025000	+	0.534110290197696
chr10-13025000	chr10	13025000	13050000	+	0.04724943307094
chr10-13050000	chr10	13050000	13075000	+	-0.0723114308889777
chr10-13075000	chr10	13075000	13100000	+	0.0509965020617614
chr10-13100000	chr10	13100000	13125000	+	-0.163860321331869
chr10-13125000	chr10	13125000	13150000	+	-0.447202161104184
chr10-13150000	chr10	13150000	13175000	+	-0.267721847252626
chr10-13175000	chr10	13175000	13200000	+	0.166813067822723
chr10-13200000	chr10	13200000	13225000	+	-0.0800862206652232
chr10-13225000	chr10	13225000	13250000	+	-0.549304456490228
chr10-13250000	chr10	13250000	13275000	+	-0.668842365017749
chr10-13275000	chr10	13275000	13300000	+	-0.666043768311464
chr10-13300000	chr10	13300000	13325000	+	-0.57950629608895
chr10-13325000	chr10	13325000	13350000	+	-0.58905875567407
chr10-13350000	chr10	13350000	13375000	+	-0.640932814252144
chr10-13375000	chr10	13375000	13400000	+	-0.43502313361663
chr10-13400000	chr10	13400000	13425000	+	-0.148386000588045
chr10-13425000	chr10	13425000	13450000	+	0.0587418857371308
chr10-13450000	chr10	13450000	13475000	+	0.0887457770838047
chr10-13475000	chr10	13475000	13500000	+	0.321946250632085
chr10-13500000	chr10	13500000	13525000	+	0.602359273451805
chr10-13525000	chr10	13525000	13550000	+	0.885729205951821
chr10-13550000	chr10	13550000	13575000	+	0.938815699267994
chr10-13575000	chr10	13575000	13600000	+	0.722653732707204
chr10-13600000	chr10	13600000	13625000	+	0.691717847036788
chr10-13625000	chr10	13625000	13650000	+	1.05830730312297
chr10-13650000	chr10	13650000	13675000	+	1.39021521218611
chr10-13675000	chr10	13675000	13700000	+	1.58460115578085
chr10-13700000	chr10	13700000	13725000	+	1.66380522008138
chr10-13725000	chr10	13725000	13750000	+	1.67220121101448
chr10-13750000	chr10	13750000	13775000	+	1.66960850476222
chr10-13775000	chr10	13775000	13800000	+	1.63785584632183
chr10-13800000	chr10	13800000	13825000	+	1.65974461483927
chr10-13825000	chr10	13825000	13850000	+	1.66482022969688
chr10-13850000	chr10	13850000	13875000	+	1.62772973249798
chr10-13875000	chr10	13875000	13900000	+	1.60730663728797
chr10-13900000	chr10	13900000	13925000	+	1.48354655665608
chr10-13925000	chr10	13925000	13950000	+	1.40405106271884
chr10-13950000	chr10	13950000	13975000	+	1.48917200133701
chr10-13975000	chr10	13975000	14000000	+	1.53169930732143
chr10-14000000	chr10	14000000	14025000	+	1.54034758571435
chr10-14025000	chr10	14025000	14050000	+	1.59561621724237
chr10-14050000	chr10	14050000	14075000	+	1.58381953193265
chr10-14075000	chr10	14075000	14100000	+	1.55236530673004
chr10-14100000	chr10	14100000	14125000	+	1.44425291752585
chr10-14125000	chr10	14125000	14150000	+	1.21453976808952
chr10-14150000	chr10	14150000	14175000	+	1.12468089285542
chr10-14175000	chr10	14175000	14200000	+	1.07342018153396
chr10-14200000	chr10	14200000	14225000	+	0.67160986934207
chr10-14225000	chr10	14225000	14250000	+	0.059784219942861
chr10-14250000	chr10	14250000	14275000	+	-0.243011272440558
chr10-14275000	chr10	14275000	14300000	+	-0.266260136281496
chr10-14300000	chr10	14300000	14325000	+	-0.0910392865240792
chr10-14325000	chr10	14325000	14350000	+	-0.227762030836736
chr10-14350000	chr10	14350000	14375000	+	-0.501517228796338
chr10-14375000	chr10	14375000	14400000	+	-0.528280930663163
chr10-14400000	chr10	14400000	14425000	+	-0.722276143661208
chr10-14425000	chr10	14425000	14450000	+	-0.877996109125712
chr10-14450000	chr10	14450000	14475000	+	-0.856440151764871
chr10-14475000	chr10	14475000	14500000	+	-0.962953037412536
chr10-14500000	chr10	14500000	14525000	+	-1.01628647696664
