stripe_id	direction	logFC	FDR	se_hub_P60	se_hub_ENCODE	body_genes	body_gene_count	gene_symbol	log2FoldChange	padj	baseMean
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Ddit4	0.13016207572518	0.651474034691429	100.613267414553
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Dnajb12	-0.0308925953214744	0.925174651514869	364.247079243534
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Mcu	-1.1716618354851	5.28488559627757e-30	2083.99819711649
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Micu1	-0.975472572678949	7.45892819963435e-48	1250.67114413547
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Oit3	NA	NA	NA
stripe_117	lost	-0.0639	0.04063	TRUE	FALSE	Anapc16,Ascc1,Ddit4,Dnajb12,Mcu,Micu1,Oit3,Spock2	8	Spock2	0.0467750976275994	0.847466348097244	3781.40241760804
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Camk2b	0.0788658367705719	0.471978634446661	5154.91416040643
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Ddx56	-0.125603958485027	0.617316071323405	121.407874448364
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Npc1l1	-0.119466503060039	0.923058780729318	11.4777038992722
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Nudcd3	0.0630974115531094	0.674333397035583	1404.50305124344
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Ogdh	0.12787021401799	0.219903967334397	2252.45258237748
stripe_144	lost	-0.0537	0.04885	TRUE	TRUE	Camk2b,Ddx56,Npc1l1,Nudcd3,Ogdh,Tmed4	6	Tmed4	0.167562832691219	0.357486563722862	156.71507203331
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Akap10	0.0945430865953975	0.546444051985568	702.445268787975
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Aldh3a2	-0.128534552785619	0.390886646922802	350.954567087764
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	B9d1	0.0603219947889472	0.825130491062803	241.497318646491
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Epn2	0.0243816420459935	0.888963281734221	2178.88286060931
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Fam83g	NA	NA	NA
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Grap	0.358959417869305	0.76030630648249	5.13340185622759
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Mapk7	0.339512351441298	0.0793973992393737	159.710400239823
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Mfap4	0.11107665650502	0.926657408998636	9.53022028528154
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Prpsap2	-0.0473233944248388	0.885640609844319	194.278501099517
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Rnf112	0.278961650676778	0.183915038420826	1435.19099651921
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Slc47a1	0.0923903172172812	0.852518627392474	40.5111345223794
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Slc47a2	0.272387871455815	0.798114697165823	7.78712619577647
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Slc5a10	-0.109846214288946	0.964190744396502	3.07803343071593
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Specc1	0.384420399354795	2.15793707947056e-6	6887.34890921817
stripe_179	gained	-0.0643	0.03458	TRUE	FALSE	Akap10,Aldh3a2,B9d1,Epn2,Fam83g,Grap,Mapk7,Mfap4,Prpsap2,Rnf112,Slc47a1,Slc47a2,Slc5a10,Specc1,Ulk2	15	Ulk2	0.205507733903728	0.006961892967561	873.260561571737
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Adprm	-0.051255996218767	0.857379996520472	155.801268321995
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Gas7	-0.667753044578979	1.60156039218669e-9	702.104805408243
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh1	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh13	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh2	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh3	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh4	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Myh8	NA	NA	NA
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Sco1	-0.154466694591193	0.605098249902105	81.7002135987394
stripe_181	lost	-0.1286	0.001874	TRUE	TRUE	Adprm,Gas7,Myh1,Myh13,Myh2,Myh3,Myh4,Myh8,Sco1,Tmem220	10	Tmem220	-0.20386251141295	0.844663489846799	10.0742346912953
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Crk	0.0642899859341288	0.689602001136961	711.387924744914
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Inpp5k	-0.0966171200486408	0.613909652537689	441.418711175671
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Myo1c	-0.259024684354672	0.332051130296383	169.417446977779
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Pitpna	0.0106007803497266	0.95792321317987	1407.4048331869
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Slc43a2	-0.00320203611110808	0.991955833908189	1431.98380344491
stripe_186	gained	-0.0714	0.01103	TRUE	FALSE	Crk,Inpp5k,Myo1c,Pitpna,Slc43a2,Ywhae	6	Ywhae	0.055449924836554	0.798548092970287	1753.25221581703
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Cdc42ep4	-0.118722810669869	0.542338271494941	268.846843369325
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Cpsf4l	-0.201024113274946	0.522081490991608	74.9782967600741
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Mtnap1	-0.287090287401879	0.283600051846146	52.6524353987389
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Sdk2	1.12446976135385	2.71327851159675e-13	547.710751452839
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Slc39a11	-0.315082266982361	0.0325282578153548	226.408251843545
stripe_203	gained	0.1106	0.003648	TRUE	FALSE	Cdc42ep4,Cpsf4l,Mtnap1,Sdk2,Slc39a11,Vcf1	6	Vcf1	-0.167594719199878	0.307704482651447	174.967097635578
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Btbd17	-0.577169370503357	6.22396081096614e-4	89.8688087426513
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300a	-0.285720421531036	0.15890544381564	75.9726900922533
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300c	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300c2	0.170598893934498	0.938682710261756	2.52948284166331
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300e	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300lb	-1.55818510997269	0.245991888050095	2.95214849009261
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300ld	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300ld3	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300ld4	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300ld5	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Cd300lf	NA	NA	NA
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Dnai2	0.215295421703564	0.641327028095928	37.4135364505906
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Fdxr	-0.130968497024058	0.72573475284427	89.0426489782326
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Gpr142	-1.61185741829031	0.0849154511908988	3.29507784347766
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Gprc5c	-0.375471368626515	4.07918212125032e-7	694.778372650798
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Grin2c	-0.115322804289914	0.697968784990665	2421.87358795153
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Kif19a	-0.531438781810188	0.213244741849193	47.48104339899
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Nat9	0.162841487451307	0.770068405613815	29.4314170756078
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Nherf1	-0.407612150036146	0.00598342016028532	239.013718945795
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Rab37	-0.838777044803363	3.39323992834664e-6	741.741132435765
stripe_205	gained	-0.0875	0.009527	TRUE	FALSE	Btbd17,Cd300a,Cd300c,Cd300c2,Cd300e,Cd300lb,Cd300ld,Cd300ld3,Cd300ld4,Cd300ld5,Cd300lf,Dnai2,Fdxr,Gpr142,Gprc5c,Grin2c,Kif19a,Nat9,Nherf1,Rab37,Tmem104	21	Tmem104	-0.276434239363811	0.0441580264887674	497.661570561522
stripe_219	gained	-0.0861	0.00453	TRUE	FALSE	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	Adam17	-0.299476512292812	0.00150910411236948	292.063436872945
stripe_219	gained	-0.0861	0.00453	TRUE	FALSE	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	Cpsf3	-0.0501981150111016	0.7870652347236	383.50408961962
stripe_219	gained	-0.0861	0.00453	TRUE	FALSE	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	Iah1	-0.58473988652889	0.00798132077880507	38.9404645172775
stripe_219	gained	-0.0861	0.00453	TRUE	FALSE	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	Itgb1bp1	-0.43816705423269797	0.00125891641999023	163.069529459217
stripe_219	gained	-0.0861	0.00453	TRUE	FALSE	Adam17,Cpsf3,Iah1,Itgb1bp1,Ywhaq	5	Ywhaq	0.00933440563922247	0.978497710463813	808.169496572745
stripe_228	gained	0.1026	0.003224	TRUE	FALSE	Myt1l	1	Myt1l	-1.25766971445945	1.63879860215083e-68	5729.95946766443
stripe_229	gained	-0.0794	0.03339	TRUE	FALSE	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	Bcap29	-0.34403886030384	0.0252831494567765	144.853342863969
stripe_229	gained	-0.0794	0.03339	TRUE	FALSE	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	Cog5	-0.67694020788921	4.95857346145425e-18	1369.75083465181
stripe_229	gained	-0.0794	0.03339	TRUE	FALSE	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	Dus4l	-0.494919583871865	0.0168909126500795	56.5981940609072
stripe_229	gained	-0.0794	0.03339	TRUE	FALSE	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	Gpr22	NA	NA	NA
stripe_229	gained	-0.0794	0.03339	TRUE	FALSE	Bcap29,Cog5,Dus4l,Gpr22,Slc26a4	5	Slc26a4	NA	NA	NA
stripe_238	lost	-0.0723	0.01461	TRUE	FALSE	Dio2	1	Dio2	-0.288924257935542	0.239103570185414	169.320266625826
stripe_244	lost	-0.0864	0.01088	TRUE	FALSE	Ccdc88c,Gpr68,Ppp4r3a	3	Ccdc88c	-0.711123276450481	0.214927612391467	230.985006310718
stripe_244	lost	-0.0864	0.01088	TRUE	FALSE	Ccdc88c,Gpr68,Ppp4r3a	3	Gpr68	-1.6814230290199	1.27342394085571e-27	73.0802269104043
stripe_244	lost	-0.0864	0.01088	TRUE	FALSE	Ccdc88c,Gpr68,Ppp4r3a	3	Ppp4r3a	0.00509593937460913	0.986861640326985	981.620213420967
stripe_254	gained	0.0964	0.011	TRUE	FALSE	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	Adss1	0.508573956423989	0.00291880133457574	90.8743314397488
stripe_254	gained	0.0964	0.011	TRUE	FALSE	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	Akt1	0.196812121986588	0.332480827695984	384.173635656064
stripe_254	gained	0.0964	0.011	TRUE	FALSE	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	Inf2	0.598864382811841	1.10187905069283e-5	172.120632574696
stripe_254	gained	0.0964	0.011	TRUE	FALSE	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	Siva1	0.156246990459585	0.724666283035005	34.319537545599196
stripe_254	gained	0.0964	0.011	TRUE	FALSE	Adss1,Akt1,Inf2,Siva1,Zbtb42	5	Zbtb42	NA	NA	NA
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Brf1	-0.010683045871379	0.973490675151289	495.305903500764
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Btbd6	NA	NA	NA
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Cdca4	0.148906563239034	0.683850288084862	52.8280135961816
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Clba1	-0.475391065740363	0.558020402953379	6.94116550070073
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Gpr132	NA	NA	NA
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Jag2	0.60910460160136	6.49043703281813e-4	83.575139737968
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Mta1	0.0205992667336751	0.956097278826371	554.933648596165
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Nudt14	-0.409544884132415	0.526196733113879	9.61843988206011
stripe_255	lost	0.091	0.005479	TRUE	FALSE	Brf1,Btbd6,Cdca4,Clba1,Gpr132,Jag2,Mta1,Nudt14,Pacs2,Pld4,Tex22	11	Pacs2	0.137417755890828	0.436244205356658	1008.25727968883
