TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction
chr9:12030000-13211998	chr9	12030000	13211998	0.0599399999999999	0.0993005967064599	0.215690994216466	1181998	Increased_in_Mutant
chr6:30198000-30371998	chr6	30198000	30371998	0.0169719999999996	0.751032163161906	0.853685609050998	173998	Increased_in_Mutant
chr11:115077000-115160998	chr11	115077000	115160998	0.158842666666667	0.0857012344681325	0.19579884337408	83998	Increased_in_Mutant
chr7:90495000-91439998	chr7	90495000	91439998	-0.051395666666667	0.364124745144439	0.537265507705515	944998	Decreased_in_Mutant
chr12:52902000-54644998	chr12	52902000	54644998	0.0674606666666665	0.290539959580596	0.457610917578963	1742998	Increased_in_Mutant
chr8:9207000-9956998	chr8	9207000	9956998	0.354938666666666	0.00172315469117116	0.0165313006876898	749998	Increased_in_Mutant
chr6:98922000-99626998	chr6	98922000	99626998	0.260372666666667	0.000366562539901615	0.00796224900104702	704998	Increased_in_Mutant
chr11:63186000-64970998	chr11	63186000	64970998	0.184215333333333	0.00106019616663957	0.0132630844227747	1784998	Increased_in_Mutant
chr9:96273000-96554998	chr9	96273000	96554998	-0.0182060000000002	0.689262229025832	0.815262102908129	281998	Decreased_in_Mutant
chr9:60234000-60755998	chr9	60234000	60755998	-0.0236573333333333	0.663898558948653	0.79934400358211	521998	Decreased_in_Mutant
chr13:96693000-97214998	chr13	96693000	97214998	0.204739333333333	0.000680267973392718	0.0106050383211306	521998	Increased_in_Mutant
chr11:107622000-107858998	chr11	107622000	107858998	0.107292666666666	0.0355119439970712	0.108423180063785	236998	Increased_in_Mutant
chr11:60945000-61097998	chr11	60945000	61097998	-0.0385136666666672	0.571503591194838	0.726997904038339	152998	Decreased_in_Mutant
chr19:37524000-37571998	chr19	37524000	37571998	-0.015532666666667	0.91575657733867	0.95719253451296	47998	Decreased_in_Mutant
chr8:127185000-128516998	chr8	127185000	128516998	0.123613	0.0565522167388888	0.148283884135138	1331998	Increased_in_Mutant
chr12:11475000-12149998	chr12	11475000	12149998	0.120905	0.00872186839797875	0.0437870946007981	674998	Increased_in_Mutant
chr3:8586000-8924998	chr3	8586000	8924998	0.166141999999999	0.0235897272786181	0.0827250998381098	338998	Increased_in_Mutant
chr10:75174000-75260998	chr10	75174000	75260998	0.203401666666667	0.00189407958655452	0.01730031689309	86998	Increased_in_Mutant
chr11:114741000-114794998	chr11	114741000	114794998	-0.0550963333333339	0.642997774259206	0.782857859011626	53998	Decreased_in_Mutant
chr3:139461000-141458998	chr3	139461000	141458998	-0.0371933333333337	0.376559336661928	0.55022023556425	1997998	Decreased_in_Mutant
chr4:101340000-101666998	chr4	101340000	101666998	-0.0184686666666669	0.650219329951305	0.789009892875875	326998	Decreased_in_Mutant
chr14:77043000-78317998	chr14	77043000	78317998	0.0720826666666665	0.168142257124771	0.315647891720109	1274998	Increased_in_Mutant
chrX:168408000-168647998	chrX	168408000	168647998	0.353347666666666	0.000582958562141151	0.00970726349947654	239998	Increased_in_Mutant
chr11:43485000-43592998	chr11	43485000	43592998	-0.124281	0.178554229031325	0.329070394238398	107998	Decreased_in_Mutant
chr9:15666000-17255998	chr9	15666000	17255998	0.101801	0.0291339862199843	0.0948538283642443	1589998	Increased_in_Mutant
chr13:111423000-111758998	chr13	111423000	111758998	0.023857333333333	0.671049441955684	0.803868807040517	335998	Increased_in_Mutant
chr3:90405000-90473998	chr3	90405000	90473998	0.108598	0.326131900801999	0.498038432634322	68998	Increased_in_Mutant
chr9:43329000-43976998	chr9	43329000	43976998	0.0553859999999997	0.242471386578548	0.40772091589165	647998	Increased_in_Mutant
chr6:135243000-135398998	chr6	135243000	135398998	0.375150999999999	0.00194196152827923	0.0175540456158739	155998	Increased_in_Mutant
chr3:121161000-121304998	chr3	121161000	121304998	-0.189198666666667	0.0166861504494253	0.0669593132924549	143998	Decreased_in_Mutant
chr3:9393000-9707998	chr3	9393000	9707998	0.0304206666666664	0.599129650692679	0.749512909720411	314998	Increased_in_Mutant
chr5:66381000-66686998	chr5	66381000	66686998	0.05733	0.208009951979067	0.366493724915499	305998	Increased_in_Mutant
chr7:112911000-113135998	chr7	112911000	113135998	-0.106415666666667	0.505385276437438	0.670672375965306	224998	Decreased_in_Mutant
chr13:110052000-110378998	chr13	110052000	110378998	-0.036310666666668	0.741397934752269	0.847848701814228	326998	Decreased_in_Mutant
chr18:25758000-26015998	chr18	25758000	26015998	0.0206326666666665	0.613830153784917	0.760063088889662	257998	Increased_in_Mutant
chr9:109875000-110114998	chr9	109875000	110114998	0.0383896666666662	0.402050338708768	0.575348234795049	239998	Increased_in_Mutant
chr3:13464000-13871998	chr3	13464000	13871998	-0.0239166666666672	0.796420956779519	0.8834283275659	407998	Decreased_in_Mutant
chr4:73539000-73598998	chr4	73539000	73598998	0.202111	0.0870433786303256	0.19757853994287	59998	Increased_in_Mutant
chr3:138171000-138434998	chr3	138171000	138434998	0.104499666666666	0.0897177867940812	0.201392214469387	263998	Increased_in_Mutant
chr7:131346000-131429998	chr7	131346000	131429998	-0.0996810000000001	0.183538925519904	0.335284915824226	83998	Decreased_in_Mutant
chr6:81972000-82709998	chr6	81972000	82709998	0.168985	0.0434245661872502	0.12440032261428	737998	Increased_in_Mutant
chr7:75375000-75563998	chr7	75375000	75563998	0.132410666666666	0.0174352485997725	0.0689513545168541	188998	Increased_in_Mutant
chr18:23766000-23960998	chr18	23766000	23960998	0.0291093333333329	0.58654594761014	0.739206477910687	194998	Increased_in_Mutant
chrX:79614000-79670998	chrX	79614000	79670998	0.0784959999999998	0.692311228694683	0.815471875892567	56998	Increased_in_Mutant
chr15:96912000-96965998	chr15	96912000	96965998	0.0676819999999998	0.465526162298452	0.631403300588705	53998	Increased_in_Mutant
chr13:90906000-91814998	chr13	90906000	91814998	-0.135990000000001	0.0186928364204275	0.0725201398206846	908998	Decreased_in_Mutant
chr4:56739000-57335998	chr4	56739000	57335998	-0.248684000000001	0.000764778613207489	0.011093101080611	596998	Decreased_in_Mutant
chr3:35670000-36089998	chr3	35670000	36089998	0.0995309999999994	0.1954160256168	0.350384545315379	419998	Increased_in_Mutant
chr12:71184000-71729998	chr12	71184000	71729998	-0.107708000000001	0.171511982547888	0.319872411706142	545998	Decreased_in_Mutant
chrX:81687000-81749998	chrX	81687000	81749998	0.0163686666666664	0.917301542620598	0.957661055734465	62998	Increased_in_Mutant
chr9:94731000-95459998	chr9	94731000	95459998	0.288785333333333	0.00262835982952251	0.0209788281822583	728998	Increased_in_Mutant
chr16:13107000-13448998	chr16	13107000	13448998	0.0974676666666664	0.137351752367963	0.273575616258452	341998	Increased_in_Mutant
chr14:56883000-56963998	chr14	56883000	56963998	-0.073880666666667	0.316494800414004	0.486139202368961	80998	Decreased_in_Mutant
chr7:83556000-83810998	chr7	83556000	83810998	-0.0120183333333336	0.904913848088205	0.951632544249873	254998	Decreased_in_Mutant
chr19:41475000-41612998	chr19	41475000	41612998	0.101853666666667	0.0817869733639296	0.189992221067435	137998	Increased_in_Mutant
chr8:22422000-22580998	chr8	22422000	22580998	-0.325967333333334	0.0337227810521752	0.10471810958307	158998	Decreased_in_Mutant
chr7:38556000-38603998	chr7	38556000	38603998	0.0862699999999996	0.581026004980804	0.734866610007588	47998	Increased_in_Mutant
chr13:19152000-19694998	chr13	19152000	19694998	-0.0186783333333335	0.688275036222555	0.815028155179733	542998	Decreased_in_Mutant
chr9:114306000-114389998	chr9	114306000	114389998	0.642182	0.00032625377827997	0.00745771725638927	83998	Increased_in_Mutant
chr4:136065000-136163998	chr4	136065000	136163998	0.336828	0.000990845971505824	0.0127611608011635	98998	Increased_in_Mutant
chr14:93903000-94973998	chr14	93903000	94973998	-0.0167353333333336	0.654021891113834	0.791643908123926	1070998	Decreased_in_Mutant
chr5:99972000-100043998	chr5	99972000	100043998	-0.0277726666666672	0.651898904334571	0.790608504534649	71998	Decreased_in_Mutant
chr14:68061000-68156998	chr14	68061000	68156998	-0.00602800000000033	0.956752660011384	0.979409639767808	95998	Decreased_in_Mutant
chr3:52251000-53006998	chr3	52251000	53006998	0.0702913333333328	0.408608450687362	0.580535143410681	755998	Increased_in_Mutant
chr17:88248000-88517998	chr17	88248000	88517998	-0.552923333333334	0.000938938980534207	0.0123849171873485	269998	Decreased_in_Mutant
chr5:68118000-69530998	chr5	68118000	69530998	0.00874266666666635	0.83192737339812	0.90714158647757	1412998	Increased_in_Mutant
chr13:92745000-93254998	chr13	92745000	93254998	-0.0457363333333337	0.252194506462477	0.417473103412877	509998	Decreased_in_Mutant
chr7:66093000-66308998	chr7	66093000	66308998	0.0616049999999999	0.349139652203336	0.521856802985199	215998	Increased_in_Mutant
chr16:75603000-76919998	chr16	75603000	76919998	-0.0387356666666669	0.421425704461781	0.592956695352928	1316998	Decreased_in_Mutant
chr8:11724000-11840998	chr8	11724000	11840998	-0.112104	0.114325595071238	0.240204787334468	116998	Decreased_in_Mutant
chr8:81027000-82757998	chr8	81027000	82757998	0.0922786666666661	0.0388867864801455	0.115261174319291	1730998	Increased_in_Mutant
chr3:107085000-107195998	chr3	107085000	107195998	-0.048486333333334	0.732520552216103	0.842294614337032	110998	Decreased_in_Mutant
chr4:58074000-58259998	chr4	58074000	58259998	0.311974	0.00343954728954819	0.0247002966686754	185998	Increased_in_Mutant
chr17:45729000-46040998	chr17	45729000	46040998	0.118034333333333	0.157327726825751	0.302729332446553	311998	Increased_in_Mutant
chr15:44613000-44831998	chr15	44613000	44831998	-0.271089333333334	0.0667679370897326	0.166481332572115	218998	Decreased_in_Mutant
chr12:99894000-100112998	chr12	99894000	100112998	0.255941999999999	0.00497047270965424	0.0307804168639575	218998	Increased_in_Mutant
chr9:25647000-26786998	chr9	25647000	26786998	0.0777976666666665	0.129722346213248	0.262693767888237	1139998	Increased_in_Mutant
chr7:112074000-112376998	chr7	112074000	112376998	-0.154640333333334	0.0645230137721111	0.162367422552759	302998	Decreased_in_Mutant
chr5:73845000-74297998	chr5	73845000	74297998	0.144399666666666	0.0277717513278188	0.09171820446086	452998	Increased_in_Mutant
chr10:61341000-61403998	chr10	61341000	61403998	0.164253666666667	0.076271102336457	0.182160620767691	62998	Increased_in_Mutant
chr9:96909000-97076998	chr9	96909000	97076998	0.203335333333333	0.153333687006358	0.296218972331751	167998	Increased_in_Mutant
chr15:68250000-68366998	chr15	68250000	68366998	-0.416458333333334	0.00196588835047152	0.0177230263672314	116998	Decreased_in_Mutant
chr5:146163000-146504998	chr5	146163000	146504998	0.174933333333333	0.118800283495614	0.246991446543739	341998	Increased_in_Mutant
chr19:34659000-34781998	chr19	34659000	34781998	0.00340066666666663	0.973387543702104	0.990862675636136	122998	Increased_in_Mutant
chr14:66099000-66146998	chr14	66099000	66146998	0.220398333333333	0.0826871166185139	0.190708901825901	47998	Increased_in_Mutant
chr7:80724000-80855998	chr7	80724000	80855998	0.139868666666667	0.0163628851386715	0.065843646558009	131998	Increased_in_Mutant
chr15:89616000-90926998	chr15	89616000	90926998	0.180705	0.0062698530631972	0.0356899328212764	1310998	Increased_in_Mutant
chrX:97839000-97886998	chrX	97839000	97886998	-0.00679800000000029	0.967186399626271	0.986851091556041	47998	Decreased_in_Mutant
chr10:19227000-19535998	chr10	19227000	19535998	0.448718999999999	0.000201119471830031	0.00600736388701509	308998	Increased_in_Mutant
chrX:128262000-128321998	chrX	128262000	128321998	-0.000737000000000089	0.995443750687991	1	59998	Decreased_in_Mutant
chr8:124041000-124358998	chr8	124041000	124358998	0.162912999999999	0.0165484556989849	0.0665290585467479	317998	Increased_in_Mutant
chr3:14691000-14852998	chr3	14691000	14852998	0.0873163333333333	0.106253742380248	0.226958825456048	161998	Increased_in_Mutant
chr3:20214000-20573998	chr3	20214000	20573998	0.0224026666666665	0.551840947434489	0.711361184337014	359998	Increased_in_Mutant
chr7:6120000-6200998	chr7	6120000	6200998	-0.153999666666667	0.155126527323038	0.299153011613243	80998	Decreased_in_Mutant
chr16:45966000-46031998	chr16	45966000	46031998	0.00850499999999974	0.922021058013257	0.960291970249494	65998	Increased_in_Mutant
chr12:30045000-30386998	chr12	30045000	30386998	0.0517946666666661	0.291588440256142	0.458931193279854	341998	Increased_in_Mutant
chr14:32031000-32078998	chr14	32031000	32078998	-0.0951353333333336	0.419179675676068	0.590939123022833	47998	Decreased_in_Mutant
chr18:79995000-80126998	chr18	79995000	80126998	0.209040333333333	0.0937969306710855	0.207560770050664	131998	Increased_in_Mutant
chrX:48705000-49331998	chrX	48705000	49331998	0.114855	0.339506452713636	0.512192526796038	626998	Increased_in_Mutant
chr5:119730000-120098998	chr5	119730000	120098998	0.650635666666667	8.95632392843915e-06	0.00307407470585841	368998	Increased_in_Mutant
chr3:70101000-70514998	chr3	70101000	70514998	0.175124666666667	0.00447412855959076	0.0291118409704519	413998	Increased_in_Mutant
chr15:59382000-59852998	chr15	59382000	59852998	0.0421749999999996	0.426313634997645	0.597523380545656	470998	Increased_in_Mutant
chr9:66639000-66827998	chr9	66639000	66827998	-0.127170666666667	0.0516627935807148	0.139925407427668	188998	Decreased_in_Mutant
chr10:60297000-60761998	chr10	60297000	60761998	0.140263666666666	0.0336913431122004	0.104694949486026	464998	Increased_in_Mutant
chr8:77622000-78011998	chr8	77622000	78011998	0.470770666666666	0.000108837537706629	0.00546006063516805	389998	Increased_in_Mutant
chr14:58011000-59123998	chr14	58011000	59123998	-0.0337133333333332	0.508470129928803	0.673537799535545	1112998	Decreased_in_Mutant
chr3:100566000-100703998	chr3	100566000	100703998	0.0381263333333333	0.4425848074048	0.613826324374002	137998	Increased_in_Mutant
chr15:95595000-96263998	chr15	95595000	96263998	0.0572249999999996	0.17542343903065	0.324808623752256	668998	Increased_in_Mutant
chr9:108303000-108350998	chr9	108303000	108350998	0.0368046666666666	0.71508524802681	0.831111814758897	47998	Increased_in_Mutant
chr3:84918000-85580998	chr3	84918000	85580998	0.350361666666666	0.00124330888435736	0.0143423765445199	662998	Increased_in_Mutant
chrX:42534000-43439998	chrX	42534000	43439998	0.130951999999999	0.0825327487744432	0.190646081611375	905998	Increased_in_Mutant
chr4:148167000-148442998	chr4	148167000	148442998	0.0262139999999998	0.753618625949963	0.855511939910957	275998	Increased_in_Mutant
chr4:6189000-6533998	chr4	6189000	6533998	-0.260013333333334	0.0186106820491855	0.0723546196141975	344998	Decreased_in_Mutant
chr9:88215000-88601998	chr9	88215000	88601998	-0.0265770000000003	0.720308632738132	0.834220318211449	386998	Decreased_in_Mutant
chr6:91896000-92075998	chr6	91896000	92075998	0.298372666666666	0.0263312109916668	0.0890488514249552	179998	Increased_in_Mutant
chrX:154062000-155024998	chrX	154062000	155024998	0.0935523333333334	0.101533283708709	0.219452632015953	962998	Increased_in_Mutant
chr12:81612000-81707998	chr12	81612000	81707998	0.0100929999999997	0.836749564562016	0.910353500841705	95998	Increased_in_Mutant
chrX:135549000-136349998	chrX	135549000	136349998	-0.00784866666666749	0.923353129376407	0.961189136866761	800998	Decreased_in_Mutant
chr9:7692000-8153998	chr9	7692000	8153998	0.0702156666666664	0.173765097018848	0.322833367482676	461998	Increased_in_Mutant
chr15:58938000-59381998	chr15	58938000	59381998	0.151538999999999	0.0538357874326815	0.143408815089132	443998	Increased_in_Mutant
chr14:73608000-74711998	chr14	73608000	74711998	0.157477	0.0114777309197678	0.0521454455730553	1103998	Increased_in_Mutant
chr3:114897000-115121998	chr3	114897000	115121998	-0.0285636666666671	0.652866632171266	0.79089210847395	224998	Decreased_in_Mutant
chr6:119214000-119354998	chr6	119214000	119354998	0.231667666666666	0.00309113254281501	0.0231434050084656	140998	Increased_in_Mutant
chr7:143088000-143147998	chr7	143088000	143147998	0.395328	0.00197508127896674	0.0177432198847094	59998	Increased_in_Mutant
chr11:113697000-113819998	chr11	113697000	113819998	0.121122333333332	0.36706029438212	0.540683281131017	122998	Increased_in_Mutant
chr6:129372000-129581998	chr6	129372000	129581998	0.26317	0.00160005761180769	0.0159131014422605	209998	Increased_in_Mutant
chr10:69861000-69974998	chr10	69861000	69974998	0.0326953333333331	0.526223987964818	0.689938117553872	113998	Increased_in_Mutant
chr4:116712000-116795998	chr4	116712000	116795998	-0.0558783333333337	0.54835972406981	0.708291042165103	83998	Decreased_in_Mutant
chr17:89631000-90593998	chr17	89631000	90593998	0.188448333333333	0.00180918522456101	0.0169789523887901	962998	Increased_in_Mutant
chr13:19692000-20291998	chr13	19692000	20291998	0.0247773333333326	0.736724524254622	0.844901306250507	599998	Increased_in_Mutant
chr4:58260000-58760998	chr4	58260000	58760998	0.194092333333333	0.01316238341528	0.0574669659911125	500998	Increased_in_Mutant
chr11:77205000-77315998	chr11	77205000	77315998	0.227884666666666	0.00227136193557782	0.0194446396288878	110998	Increased_in_Mutant
chr7:122934000-123515998	chr7	122934000	123515998	-0.241627	0.00162593019590441	0.0160970776311081	581998	Decreased_in_Mutant
chr7:126972000-127025998	chr7	126972000	127025998	0.0432779999999999	0.667774445340127	0.801182530463038	53998	Increased_in_Mutant
chr14:75183000-75773998	chr14	75183000	75773998	-0.0169546666666671	0.671118140554898	0.803868807040517	590998	Decreased_in_Mutant
chr5:122919000-123056998	chr5	122919000	123056998	0.0682189999999998	0.11454601499121	0.240552141150372	137998	Increased_in_Mutant
chr15:27915000-28031998	chr15	27915000	28031998	0.0234559999999996	0.644788292838101	0.784163143880542	116998	Increased_in_Mutant
chr13:50265000-50672998	chr13	50265000	50672998	-0.0834923333333336	0.167525491859616	0.315458529195017	407998	Decreased_in_Mutant
chr12:13554000-15404998	chr12	13554000	15404998	0.0354033333333332	0.289846531862315	0.457013347096739	1850998	Increased_in_Mutant
chr7:34119000-34400998	chr7	34119000	34400998	0.0234333333333332	0.73074891716442	0.842271411252594	281998	Increased_in_Mutant
chr9:103209000-103301998	chr9	103209000	103301998	0.222983333333333	0.065875253919648	0.164820262815578	92998	Increased_in_Mutant
chr12:24372000-24428998	chr12	24372000	24428998	0.0170933333333333	0.894465009951825	0.946035424769784	56998	Increased_in_Mutant
chr3:54678000-54827998	chr3	54678000	54827998	-0.00543233333333365	0.943653482525431	0.972978302254865	149998	Decreased_in_Mutant
chrX:50646000-50993998	chrX	50646000	50993998	0.139873	0.0213051130065811	0.0781664902409521	347998	Increased_in_Mutant
chr8:14943000-15050998	chr8	14943000	15050998	0.038092999999999	0.830551644364266	0.906547119823596	107998	Increased_in_Mutant
chr7:80382000-80588998	chr7	80382000	80588998	-0.0169279999999999	0.737242476375505	0.845051365674837	206998	Decreased_in_Mutant
chr7:70323000-71420998	chr7	70323000	71420998	-0.163148	0.00237188144564554	0.0197406293979871	1097998	Decreased_in_Mutant
chr7:78591000-78773998	chr7	78591000	78773998	0.0470803333333328	0.293714769996115	0.460628020937743	182998	Increased_in_Mutant
chr7:27570000-27689998	chr7	27570000	27689998	-0.013676666666667	0.870548306145782	0.932715068621469	119998	Decreased_in_Mutant
chr12:17967000-18869998	chr12	17967000	18869998	0.0387309999999997	0.46904705729032	0.634012214281591	902998	Increased_in_Mutant
chr13:18828000-19151998	chr13	18828000	19151998	0.169849666666667	0.00497731889737838	0.0307804168639575	323998	Increased_in_Mutant
chr9:7704000-7904998	chr9	7704000	7904998	-0.124937333333334	0.0136182160721911	0.0588102189625977	200998	Decreased_in_Mutant
chr18:20631000-20822998	chr18	20631000	20822998	-0.142293666666667	0.269257039262336	0.435308975811996	191998	Decreased_in_Mutant
chr5:137343000-137483998	chr5	137343000	137483998	-0.0252733333333337	0.649169569778329	0.788174177322632	140998	Decreased_in_Mutant
chr8:82854000-83096998	chr8	82854000	83096998	0.279896666666666	0.0209966226566347	0.0774250460463404	242998	Increased_in_Mutant
chr13:81936000-83660998	chr13	81936000	83660998	0.0689046666666664	0.217140795966137	0.377854410198547	1724998	Increased_in_Mutant
chr4:60192000-60272998	chr4	60192000	60272998	0.042613333333333	0.735055539980329	0.843967177146389	80998	Increased_in_Mutant
chr13:15951000-17675998	chr13	15951000	17675998	0.344398	0.00210133685116432	0.0185717341947033	1724998	Increased_in_Mutant
chr13:112650000-113051998	chr13	112650000	113051998	-0.101721666666667	0.115062630473402	0.24142703704617	401998	Decreased_in_Mutant
chr5:24390000-24482998	chr5	24390000	24482998	-0.0919030000000003	0.127550717191939	0.259499734976703	92998	Decreased_in_Mutant
chr4:45402000-45866998	chr4	45402000	45866998	0.292113	0.000640540425151054	0.010357775911887	464998	Increased_in_Mutant
chr8:95934000-97544998	chr8	95934000	97544998	0.112152	0.0192613854234249	0.0737058025752817	1610998	Increased_in_Mutant
chrX:144387000-144659998	chrX	144387000	144659998	0.373420333333333	0.000183273018448535	0.00600736388701509	272998	Increased_in_Mutant
chr7:107139000-107840998	chr7	107139000	107840998	0.191263333333333	0.109184338847095	0.232083166215392	701998	Increased_in_Mutant
chr7:140175000-140810998	chr7	140175000	140810998	0.107086333333333	0.0201617170912349	0.075822110580138	635998	Increased_in_Mutant
chr19:56916000-57017998	chr19	56916000	57017998	-0.264063666666667	0.0251848596398537	0.0863085535224499	101998	Decreased_in_Mutant
chr17:27528000-27638998	chr17	27528000	27638998	0.112287	0.08851445578685	0.199504639863311	110998	Increased_in_Mutant
chr11:36024000-36734998	chr11	36024000	36734998	0.0481129999999997	0.206843731923116	0.364880700434878	710998	Increased_in_Mutant
chr18:87552000-87776998	chr18	87552000	87776998	-0.0685120000000003	0.0615730130271548	0.156204401439022	224998	Decreased_in_Mutant
chr5:124422000-124553998	chr5	124422000	124553998	0.0528460000000001	0.470838987446178	0.636237393744974	131998	Increased_in_Mutant
chrX:96426000-96485998	chrX	96426000	96485998	0.0421063333333331	0.737958959949673	0.845428711398654	59998	Increased_in_Mutant
chr19:46389000-46451998	chr19	46389000	46451998	0.0583519999999999	0.723496087728999	0.836763952059552	62998	Increased_in_Mutant
chr11:109236000-109625998	chr11	109236000	109625998	-0.0327203333333337	0.577682835366891	0.732760970137085	389998	Decreased_in_Mutant
chr9:81624000-82811998	chr9	81624000	82811998	0.101173333333333	0.0195635701532457	0.0745046932266769	1187998	Increased_in_Mutant
chrX:90585000-90635998	chrX	90585000	90635998	-0.114271666666667	0.504619050889795	0.670046148104295	50998	Decreased_in_Mutant
chr4:73689000-73871998	chr4	73689000	73871998	0.0252413333333332	0.712866083328381	0.829680924340832	182998	Increased_in_Mutant
chr8:86595000-86918998	chr8	86595000	86918998	0.147318333333333	0.0331229141089798	0.103815249820392	323998	Increased_in_Mutant
chr10:79587000-79667998	chr10	79587000	79667998	0.270125	0.0212608044624467	0.0780695309361163	80998	Increased_in_Mutant
chr17:24843000-24899998	chr17	24843000	24899998	-0.0494600000000003	0.636416606693379	0.776794773503856	56998	Decreased_in_Mutant
chr8:122610000-122837998	chr8	122610000	122837998	0.0695413333333331	0.289100305249905	0.456496178199307	227998	Increased_in_Mutant
