stripe_id	chr1	x1	x2	direction	logFC	FDR	body_genes	body_gene_count	se_hub_P60	se_hub_ENCODE	se_hub_any
stripe_18	chr11	11770001	11790000	lost	0.0887	0.1209	4930512M02Rik,Ikzf1,Spmip7,Zpbp	4	FALSE	FALSE	FALSE
stripe_19	chr11	62660001	62695000	lost	-0.0037	0.9583	Cenpv,Lrrc75a,Mmgt2,Ncor1,Pigl,Trpv2,Ubb	7	FALSE	FALSE	FALSE
stripe_20	chr11	67995001	68015000	lost	0.0763	0.2071	NA	0	FALSE	FALSE	FALSE
stripe_21	chr11	75155001	75180000	lost	-0.0386	0.551	Hic1,Mnt,Ovca2,Sgsm2,Smg6,Srr,Tsr1	7	FALSE	FALSE	FALSE
stripe_22	chr11	108330001	108350000	lost	7e-4	0.9931	Apoh,Prkca	2	FALSE	FALSE	FALSE
stripe_23	chr12	25085001	25110000	lost	0.0141	0.7958	Id2,Rnf144a	2	FALSE	FALSE	FALSE
stripe_24	chr12	72030001	72055000	lost	-0.0121	0.8197	Daam1,Dact1	2	FALSE	FALSE	FALSE
stripe_25	chr12	81180001	81210000	lost	0.0184	0.6995	Adam21,Adam4,Cox16,Gm4787,Med6,S2bpcox16,Slc8a3,Synj2bp	8	FALSE	FALSE	FALSE
stripe_26	chr12	90405001	90430000	lost	-0.0209	0.6943	NA	0	FALSE	FALSE	FALSE
stripe_27	chr12	104430001	104455000	lost	0.0953	0.04714	Clmn,Dicer1,Gsc	3	FALSE	FALSE	FALSE
stripe_28	chr13	6455001	6480000	lost	0.0361	0.4911	Klf6	1	FALSE	FALSE	FALSE
stripe_29	chr13	8190001	8215000	gained	-0.0216	0.6886	Adarb2	1	FALSE	FALSE	FALSE
stripe_30	chr13	12370001	12390000	gained	-0.0354	0.6335	Actn2,Mtr	2	FALSE	FALSE	FALSE
stripe_31	chr13	14605001	14630000	lost	-0.0116	0.8552	Arid4b,Ggps1,Hecw1,Mrpl32,Psma2,Tbce	6	FALSE	FALSE	FALSE
stripe_32	chr13	17425001	17445000	lost	0.1405	0.01436	NA	0	FALSE	FALSE	FALSE
stripe_33	chr13	36270001	36290000	lost	-0.0446	0.3091	F13a1,Nrn1	2	FALSE	FALSE	FALSE
stripe_34	chr13	47275001	47300000	lost	-0.0162	0.7953	Dek,Rnf144b	2	FALSE	FALSE	FALSE
stripe_35	chr13	51610001	51630000	lost	0.0221	0.7062	Nxnl2,S1pr3,Shc3,Spin1	4	FALSE	FALSE	FALSE
stripe_36	chr13	93600001	93620000	lost	0.0773	0.1359	Jmy	1	FALSE	FALSE	FALSE
stripe_37	chr13	100460001	100490000	lost	-0.0481	0.4324	Ak6,Ccdc125,Ccnb1,Cdk7,Cenph,Gtf2h2,Marveld2,Mrps36,Ocln,Rad17,Taf9	11	FALSE	FALSE	FALSE
stripe_38	chr13	100930001	100950000	gained	-0.0095	0.8719	NA	0	FALSE	FALSE	FALSE
stripe_39	chr13	114780001	114805000	gained	-0.0282	0.5855	Fst,Ndufs4	2	FALSE	FALSE	FALSE
stripe_40	chr13	118330001	118360000	lost	0.0054	0.9192	Emb,Hcn1	2	FALSE	FALSE	FALSE
stripe_41	chr14	68480001	68500000	gained	0.0153	0.8054	Nefl,Nefm	2	FALSE	FALSE	FALSE
stripe_42	chr14	101935001	101955000	lost	0.0122	0.8459	NA	0	FALSE	FALSE	FALSE
stripe_43	chr15	7430001	7450000	gained	0.0232	0.7369	Egflam,Lifr,Osmr	3	FALSE	FALSE	FALSE
stripe_44	chr15	36690001	36710000	gained	0.0125	0.8191	Ankrd46,Fbxo43,Pabpc1,Polr2k,Rnf19a,Snx31,Spag1	7	FALSE	FALSE	FALSE
stripe_45	chr15	40630001	40660000	lost	0.0757	0.1213	Zfpm2	1	FALSE	FALSE	FALSE
stripe_46	chr15	42665001	42685000	gained	-0.0874	0.08793	Abra,Angpt1	2	FALSE	FALSE	FALSE
stripe_47	chr16	16285001	16305000	lost	0.0351	0.6434	Cebpd,Mzt2,Pkp2,Spidr,Yars2	5	FALSE	FALSE	FALSE
stripe_48	chr16	32495001	32515000	lost	-0.0109	0.8709	Tfrc,Tnk2,Zdhhc19	3	FALSE	FALSE	FALSE
stripe_49	chr16	35305001	35330000	lost	-0.0336	0.4459	Dtx3l,Hspbap1,Parp14,Parp9,Pdia5,Sec22a,Sema5b,Slc49a4	8	FALSE	FALSE	FALSE
stripe_50	chr16	77125001	77145000	lost	-0.0036	0.9583	NA	0	FALSE	FALSE	FALSE
stripe_51	chr16	85665001	85685000	gained	-0.0279	0.5698	App,Atp5pf,Cyyr1,Gabpa	4	FALSE	FALSE	FALSE
stripe_52	chr17	84375001	84395000	gained	-0.0541	0.2613	Zfp36l2	1	FALSE	FALSE	FALSE
stripe_53	chr18	10235001	10260000	gained	0.0303	0.6861	Rock1,Thoc1,Usp14	3	FALSE	FALSE	FALSE
stripe_54	chr18	24700001	24720000	lost	0.0333	0.5995	Fhod3	1	FALSE	FALSE	FALSE
stripe_55	chr18	25270001	25290000	lost	0.073	0.1771	Celf4	1	FALSE	FALSE	FALSE
stripe_56	chr18	32070001	32100000	lost	0.0189	0.7525	Ammecr1l,Gpr17,Iws1,Lims2,Myo7b,Polr2d,Sap130,Sft2d3,Wdr33	9	FALSE	FALSE	FALSE
stripe_57	chr18	36505001	36535000	gained	-0.0141	0.8001	Cystm1,Hbegf,Pfdn1,Slc4a9	4	FALSE	FALSE	FALSE
stripe_58	chr18	53730001	53755000	lost	0.0633	0.3505	Cep120,Csnk1g3	2	FALSE	FALSE	FALSE
stripe_59	chr18	65905001	65925000	lost	0.0392	0.4519	Grp,Oacyl,Sec11c,Zfp532	4	FALSE	FALSE	FALSE
stripe_60	chr18	81900001	81925000	lost	0.118	0.01736	Atp9b,Sall3	2	FALSE	FALSE	FALSE
stripe_61	chr18	85280001	85300000	lost	0.0824	0.1006	Neto1	1	FALSE	FALSE	FALSE
stripe_62	chr19	30830001	30850000	lost	0.0157	0.7972	Cstf2t	1	FALSE	FALSE	FALSE
stripe_63	chr19	42300001	42325000	lost	0.0149	0.7619	Crtac1,Loxl4,R3hcc1l	3	FALSE	FALSE	FALSE
stripe_64	chr2	11310001	11335000	lost	-0.027	0.5646	Il15ra,Il2ra,Pfkfb3,Rbm17	4	FALSE	FALSE	FALSE
stripe_65	chr2	20260001	20290000	lost	0.0412	0.4521	NA	0	FALSE	FALSE	FALSE
stripe_66	chr2	39365001	39385000	gained	-0.0512	0.4708	Arpc5l,Golga1,Ppp6c,Rpl35,Scai	5	FALSE	FALSE	FALSE
stripe_67	chr2	48870001	48890000	gained	0.0474	0.3227	Acvr2a	1	FALSE	FALSE	FALSE
stripe_68	chr2	66175001	66195000	gained	-0.052	0.2802	Csrnp3,Galnt3	2	FALSE	FALSE	FALSE
stripe_69	chr2	69415001	69435000	gained	0.0235	0.6663	Abcb11,Cers6,Dhrs9,G6pc2,Nostrin,Spc25	6	FALSE	FALSE	FALSE
stripe_70	chr2	83305001	83340000	lost	0.0681	0.1292	Fsip2	1	FALSE	FALSE	FALSE
stripe_71	chr2	90400001	90435000	lost	0.0832	0.1969	Or4a15,Or4a2,Or4a27,Or4a39,Or4a47,Or4a66,Or4a67,Or4a68,Or4a69,Or4a70,Or4a71,Or4a72,Or4a73,Or4a74,Or4a75,Or4a76,Or4a77,Or4a78,Or4a79,Or4a80,Or4a81,Or4b1,Or4b12,Or4b13,Or4b1b,Or4b1d,Or4c1,Or4c10,Or4c102,Or4c103,Or4c104,Or4c105,Or4c106,Or4c107,Or4c108,Or4c109,Or4c10b,Or4c11,Or4c110,Or4c111,Or4c112,Or4c113,Or4c114,Or4c115,Or4c116,Or4c117,Or4c118,Or4c11b,Or4c11c,Or4c12,Or4c120,Or4c121,Or4c122,Or4c123,Or4c124,Or4c125,Or4c126,Or4c127,Or4c12b,Or4c15,Or4c15b,Or4c29,Or4c3,Or4c35,Or4c3d,Or4c52,Or4c58,Or4p23,Or4p8,Or4s2b,Or4x11,Or4x13,Or4x6	73	FALSE	FALSE	FALSE
stripe_72	chr2	93055001	93090000	gained	-0.0352	0.4264	Cd82,Trp53i11,Tspan18	3	FALSE	FALSE	FALSE
stripe_73	chr2	132225001	132245000	gained	0.0114	0.8303	Prnd,Rassf2,Slc23a2	3	FALSE	FALSE	FALSE
stripe_74	chr2	134000001	134020000	lost	0.0881	0.1003	Bmp2	1	FALSE	FALSE	FALSE
stripe_75	chr2	153575001	153595000	gained	-0.0626	0.1913	Asxl1,Nol4l	2	FALSE	FALSE	FALSE
stripe_76	chr2	157080001	157115000	lost	-0.0521	0.2206	Dsn1,Mtcl2,Ndrg3,Rab5if,Sla2,Tgif2,Tldc2	7	TRUE	FALSE	TRUE
stripe_77	chr3	10225001	10250000	lost	0.0886	0.1759	Fabp4,Fabp9,Pmp2	3	FALSE	FALSE	FALSE
stripe_78	chr3	38190001	38220000	lost	0.0017	0.9857	Gm5148,Spry1	2	FALSE	FALSE	FALSE
stripe_79	chr3	75210001	75230000	gained	0.072	0.2707	Pdcd10,Serpini1,Serpini2,Wdr49	4	FALSE	FALSE	FALSE
stripe_80	chr3	82835001	82865000	gained	-0.0262	0.6864	Asic5,Gucy1a1,Gucy1b1,Map9,Npy2r	5	FALSE	FALSE	FALSE
stripe_81	chr3	101440001	101475000	lost	-0.075	0.2213	Cd101,Cd2,Igsf3,Ptgfrn	4	FALSE	FALSE	FALSE
stripe_82	chr3	111060001	111080000	lost	0.0087	0.8886	Ntng1,Prmt6	2	FALSE	FALSE	FALSE
stripe_83	chr3	122770001	122790000	lost	0.0733	0.3113	Fnbp1l,Pde5a	2	FALSE	FALSE	FALSE
stripe_84	chr3	148970001	148990000	lost	0.1026	0.1015	NA	0	FALSE	FALSE	FALSE
stripe_85	chr4	58735001	58765000	lost	0.0091	0.8511	Lpar1,Musk,Svep1	3	FALSE	FALSE	FALSE
stripe_86	chr4	59550001	59580000	lost	-0.043	0.3264	Ptbp3,Shoc1,Susd1,Ugcg	4	FALSE	FALSE	FALSE
stripe_87	chr4	73025001	73050000	lost	0.1216	0.01732	Aldoart1	1	FALSE	FALSE	FALSE
stripe_88	chr4	86530001	86555000	gained	-0.0285	0.551	NA	0	FALSE	FALSE	FALSE
stripe_89	chr4	88290001	88310000	lost	-0.056	0.2011	Focad,Mllt3	2	FALSE	FALSE	FALSE
stripe_90	chr4	89135001	89155000	gained	0.0398	0.501	Cdkn2a,Cdkn2b,Dmrta1,Mtap	4	FALSE	FALSE	FALSE
stripe_91	chr4	103325001	103355000	gained	-0.0464	0.4046	4921539E11Rik,Oma1,Slc35d1	3	FALSE	FALSE	FALSE
stripe_92	chr4	107840001	107875000	lost	0.0076	0.8784	Dmrtb1,Glis1,Lrp8,Ndc1	4	TRUE	FALSE	TRUE
stripe_93	chr4	137430001	137450000	gained	6e-4	0.9924	1700013G24Rik,Cela3b,Hspg2,Ldlrad2,Rap1gap,Usp48	6	FALSE	FALSE	FALSE
stripe_94	chr4	153925001	153945000	gained	0.0294	0.5835	Ajap1	1	FALSE	FALSE	FALSE
stripe_95	chr5	19380001	19400000	gained	-0.0096	0.9099	Magi2	1	FALSE	FALSE	FALSE
stripe_96	chr5	43215001	43235000	lost	-0.0376	0.4306	Cpeb2	1	TRUE	FALSE	TRUE
stripe_97	chr5	115430001	115465000	gained	-0.0098	0.849	Acads,Cabp1,Coq5,Cox6a1,Dynll1,Gatc,Mlec,Msi1,Pop5,Rnf10,Rpl37rt,Srsf9,Triap1,Unc119b	14	FALSE	FALSE	FALSE
stripe_98	chr5	117815001	117840000	lost	-0.0148	0.7856	NA	0	FALSE	FALSE	FALSE
stripe_99	chr5	121155001	121185000	lost	-0.0541	0.2296	Oas1a,Oas1b,Oas1c,Oas1d,Oas1e,Oas1f,Oas1g,Oas1h,Rph3a	9	TRUE	FALSE	TRUE
stripe_100	chr6	13280001	13310000	lost	-0.0126	0.8197	Gpr85,Samtor,Smim30,Tmem168	4	FALSE	FALSE	FALSE
stripe_101	chr6	17095001	17125000	lost	0.0166	0.7831	Cav1,Cav2,Met	3	FALSE	FALSE	FALSE
stripe_102	chr6	22955001	22990000	lost	-0.0037	0.9507	Ptprz1	1	FALSE	FALSE	FALSE
stripe_103	chr6	34435001	34460000	lost	0.0483	0.5143	Akr1b1,Akr1b10,Akr1b7,Akr1b8	4	FALSE	FALSE	FALSE
stripe_104	chr6	45060001	45080000	gained	-0.1244	0.02651	NA	0	FALSE	FALSE	FALSE
stripe_105	chr6	55925001	55960000	lost	0.0049	0.9301	Adcyap1r1,Aqp1,Ghrhr,Itprid1,Neurod6	5	FALSE	FALSE	FALSE
stripe_106	chr6	61280001	61310000	gained	-0.0451	0.4053	Ccser1	1	FALSE	FALSE	FALSE
stripe_107	chr6	67155001	67185000	lost	0.0203	0.7317	Il12rb2,Il23r,Serbp1,Tacstd2	4	FALSE	FALSE	FALSE
stripe_108	chr6	100850001	100880000	gained	0.0564	0.3915	Gxylt2,Ppp4r2,Shq1	3	FALSE	FALSE	FALSE
stripe_109	chr7	7270001	7305000	lost	-0.0172	0.8087	Aurkc,Clcn4,Or10am5,Or2bd2,Or5bw2,Or6z1,Or6z3,Or6z5,Or6z6,Or6z7,Peg3,Smim17,Usp29,Vmn2r29,Zfp28,Zfp418,Zfp583,Zfp667,Zfp772,Zfp773,Zfp78,Zfp954,Zim1	23	FALSE	FALSE	FALSE
stripe_110	chr7	46600001	46635000	lost	-0.0135	0.8266	Abcc8,Kcnc1,Kcnj11,Myod1,Otog,Ush1c	6	TRUE	FALSE	TRUE
stripe_111	chr7	87100001	87120000	gained	-0.0595	0.4127	Ctsc,Grm5,Nox4,Tyr	4	FALSE	FALSE	FALSE
stripe_112	chr7	110150001	110170000	lost	-0.0161	0.8415	Swap70	1	FALSE	FALSE	FALSE
stripe_113	chr7	115205001	115225000	lost	0.1063	0.1222	NA	0	FALSE	FALSE	FALSE
stripe_114	chr7	137320001	137340000	lost	0.0714	0.2789	Ebf3,Mgmt	2	FALSE	FALSE	FALSE
stripe_115	chr7	137470001	137490000	lost	0.0248	0.7186	NA	0	FALSE	FALSE	FALSE
stripe_116	chr8	12550001	12570000	lost	-0.0122	0.8151	Sox1	1	FALSE	FALSE	FALSE
stripe_117	chr8	57925001	57960000	lost	-0.0318	0.4556	NA	0	FALSE	FALSE	FALSE
stripe_118	chr8	64010001	64040000	lost	-0.1041	0.03069	Cpe,Msmo1,Tll1	3	FALSE	FALSE	FALSE
stripe_119	chr8	94800001	94830000	gained	-0.0529	0.2528	Arl2bp,Ccl17,Ccl22,Cpne2,Cx3cl1,Pllp,Psme3ip1,Rspry1	8	FALSE	FALSE	FALSE
stripe_120	chr8	95320001	95355000	gained	-0.0619	0.1346	Ccdc113,Cfap20,Cnot1,Csnk2a2,Gins3,Got2,Mmp15,Ndrg4,Prss54,Setd6,Slc38a7,Usb1,Zfp319	13	FALSE	FALSE	FALSE
stripe_121	chr8	95585001	95610000	lost	0.0041	0.9506	Cnot1,Gins3,Ndrg4,Setd6	4	FALSE	FALSE	FALSE
stripe_122	chr8	104000001	104030000	lost	0.0355	0.4519	NA	0	FALSE	FALSE	FALSE
stripe_123	chr8	106385001	106410000	lost	-0.0542	0.2982	Esrp2,Pla2g15,Prmt7,Slc7a6,Slc7a6os,Smpd3	6	FALSE	FALSE	FALSE
stripe_124	chr8	106685001	106705000	gained	-0.0844	0.1009	Chtf8,Cog8,Has3,Nip7,Pdf,Sntb2,Tmed6,Utp4,Vps4a	9	FALSE	FALSE	FALSE
stripe_125	chr8	114450001	114470000	gained	-0.0944	0.07232	NA	0	FALSE	FALSE	FALSE
stripe_126	chr9	4920001	4940000	lost	-0.0345	0.575	Gria4	1	FALSE	FALSE	FALSE
stripe_127	chr9	50415001	50445000	lost	0.0478	0.2727	Ncam1	1	FALSE	FALSE	FALSE
stripe_128	chr9	55895001	55925000	gained	6e-4	0.9924	Etfa,Isl2,Nrg4,Tmem266	4	FALSE	FALSE	FALSE
stripe_129	chr9	70085001	70120000	gained	0.0419	0.3874	Ccnb2,Fam81a,Myo1e,Rnf111,Sltm	5	FALSE	FALSE	FALSE
stripe_130	chr9	77760001	77795000	gained	-0.0246	0.6342	Gclc,Klhl31,Lrrc1	3	FALSE	FALSE	FALSE
stripe_131	chr9	87230001	87250000	gained	-0.0575	0.2703	Cyb5r4,Me1,Mrap2,Pgm3,Prss35,Ripply2,Rwdd2a,Snap91	8	FALSE	FALSE	FALSE
stripe_132	chr9	94730001	94755000	lost	0.04	0.4341	Chst2	1	FALSE	FALSE	FALSE
stripe_133	chr9	105840001	105865000	gained	0.0819	0.1442	Atp2c1,Col6a6,Pik3r4	3	FALSE	FALSE	FALSE
stripe_134	chr9	111325001	111360000	lost	-0.0027	0.9681	Dclk3,Stac	2	FALSE	FALSE	FALSE
