chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr1	9110001	9150000	chr1	8170001	9150000	980000	40000	149546.08194876692	95.0%	0.662	-0.4453284294478238
chr1	9660001	9700000	chr1	7060001	9700000	2640000	40000	116051.502573387	95.0%	0.685	-0.4163401781700156
chr1	8590001	8630000	chr1	7820001	8630000	810000	40000	123520.1412356687	95.0%	0.573	-0.23748531474916657
chr1	8960001	9000000	chr1	7780001	9000000	1220000	40000	140310.25181436056	95.0%	0.4355	-0.21823580117063127
chr1	9520001	9560000	chr1	7070001	9560000	2490000	40000	96465.85926870603	95.0%	0.618	-0.7288842034007724
chr1	9620001	9660000	chr1	7030001	9660000	2630000	40000	170946.82714833607	95.0%	0.677	-0.32632243136268935
chr1	10250001	10290000	chr1	8710001	10290000	1580000	40000	128023.99081082607	95.0%	0.7945	-1.0741900542995433
chr1	7490001	7540000	chr1	7490001	9510000	2020000	50000	82284.95810126245	95.0%	0.569	-0.5345006252438937
chr1	7550001	7590000	chr1	7550001	9540000	1990000	40000	114762.4831210967	95.0%	0.384	-0.2851708176162213
chr1	7600001	7640000	chr1	7600001	9540000	1940000	40000	60963.35552242106	95.0%	0.8474999999999999	-0.7948650905024458
chr1	7650001	7690000	chr1	7650001	9170000	1520000	40000	99583.67852838077	95.0%	0.4385	-0.1978137464290807
chr1	7750001	7810000	chr1	7750001	9210000	1460000	60000	101397.84886606371	95.0%	0.451	-0.35793522998228366
chr1	7820001	7870000	chr1	7820001	8900000	1080000	50000	128943.8283453638	95.0%	0.6125	-0.2567901721907246
chr1	8380001	8420000	chr1	8380001	9800000	1420000	40000	147265.96843615273	95.0%	0.3345	-0.13016663995489675
chr1	8710001	8750000	chr1	8710001	9510000	800000	40000	172851.23044543454	95.0%	0.5415000000000001	-0.33412336956542765
chr1	10750001	10790000	chr1	10750001	12610000	1860000	40000	113156.28920427589	95.0%	0.528	-0.6535059741308805
chr1	11830001	11870000	chr1	10690001	11870000	1180000	40000	155154.60172902606	95.0%	0.4375	-0.25338113512543103
chr1	12590001	12640000	chr1	10860001	12640000	1780000	50000	146666.18349810032	95.0%	0.41900000000000004	-1.0160829884483
chr1	10220001	10270000	chr1	10220001	12620000	2400000	50000	102653.18065605315	95.0%	0.5725	-0.6350520836099389
chr1	11740001	11770000	chr1	11740001	12890000	1150000	30000	144779.44556308544	95.0%	0.258	-0.2609007124021025
chr1	9330001	9370000	chr1	9330001	11560000	2230000	40000	112075.61318719864	95.0%	0.571	-0.6848017970171449
chr1	11530001	11570000	chr1	11530001	12920000	1390000	40000	187724.38049006666	95.0%	0.334	-0.23939203576058998
chr1	10790001	10850000	chr1	10010001	10850000	840000	60000	174183.14971066688	95.0%	0.7495	-0.5515761154701941
chr1	11760001	11810000	chr1	10700001	11810000	1110000	50000	96408.52656848766	95.0%	0.707	-0.38174947595278425
chr1	12140001	12200000	chr1	10700001	12200000	1500000	60000	119380.83372359081	95.0%	0.7075	-0.7241466463231343
chr1	11210001	11270000	chr1	11210001	12630000	1420000	60000	130867.24789765797	95.0%	0.639	-0.4425455943253129
chr1	13230001	13270000	chr1	12840001	13270000	430000	40000	1126929.7943717178	95.0%	0.395	-1.4017391002674393
chr1	11300001	11340000	chr1	11300001	12820000	1520000	40000	159540.2690258462	95.0%	0.3995	-0.23526912775970824
chr1	11350001	11390000	chr1	11350001	13240000	1890000	40000	80846.9872087791	95.0%	0.851	-1.0317378841045581
chr1	13890001	13930000	chr1	12750001	13930000	1180000	40000	117478.79065793034	95.0%	0.8174999999999999	-0.46943008004677883
chr1	12400001	12440000	chr1	12400001	14950000	2550000	40000	113170.0698897091	95.0%	0.469	-0.42615507270954517
chr1	12750001	12790000	chr1	12750001	14920000	2170000	40000	103175.44813309638	95.0%	0.597	-0.6112624871982012
chr1	13680001	13730000	chr1	12010001	13730000	1720000	50000	149053.83258110905	95.0%	0.6525000000000001	-1.4540930124934486
chr1	11060001	11120000	chr1	11060001	13750000	2690000	60000	151310.45787095718	95.0%	0.293	-0.5306129828821533
chr1	11130001	11200000	chr1	11130001	12840000	1710000	70000	116732.24247625176	95.0%	0.884	-1.4406265929847686
chr1	11870001	11920000	chr1	11870001	12820000	950000	50000	147692.22194183496	95.0%	0.816	-0.8789675183689643
chr1	13980001	14020000	chr1	13130001	14020000	890000	40000	284581.20135787653	95.0%	0.633	-0.7902595512195949
chr1	14190001	14230000	chr1	13090001	14230000	1140000	40000	252795.8825606898	95.0%	0.629	-1.4231705318431482
chr1	14370001	14420000	chr1	13010001	14420000	1410000	50000	269664.14936254296	95.0%	0.313	-1.306075972331192
chr1	15230001	15260000	chr1	14100001	15260000	1160000	30000	100934.8467739126	95.0%	0.7595000000000001	-0.45983544081326594
chr1	16910001	16960000	chr1	13150001	16960000	3810000	50000	64755.16511647611	95.0%	0.897	-3.237546921338145
chr1	13610001	13650000	chr1	13610001	16650000	3040000	40000	60907.73502238602	95.0%	0.914	-3.873477721917552
chr1	14040001	14070000	chr1	13050001	14070000	1020000	30000	293250.1882658901	95.0%	0.4345	-0.7628963234244588
chr1	15560001	15630000	chr1	13140001	15630000	2490000	70000	314406.47239498	95.0%	0.134	-2.5558791141662986
chr1	16000001	16040000	chr1	13110001	16040000	2930000	40000	112481.55074259378	95.0%	0.686	-2.9803879985988893
chr1	14370001	14440000	chr1	14370001	15950000	1580000	70000	204719.1179501889	95.0%	0.301	-0.2863952489018183
chr1	15340001	15380000	chr1	13270001	15380000	2110000	40000	170161.65897549517	95.0%	0.369	-0.8596335909471714
chr1	16310001	16370000	chr1	14710001	16370000	1660000	60000	139490.04026282422	95.0%	0.8855	-2.544937159595537
chr1	13350001	13400000	chr1	13350001	16920000	3570000	50000	138878.36105640145	95.0%	0.603	-1.8946399126374487
chr1	14780001	14840000	chr1	14780001	16280000	1500000	60000	146889.87672298463	95.0%	0.7004999999999999	-1.2028681348961106
chr1	13650001	13690000	chr1	13650001	16580000	2930000	40000	99783.48090554208	95.0%	0.318	-2.6852393043042575
chr1	14440001	14480000	chr1	14440001	16330000	1890000	40000	79642.1421460684	95.0%	0.845	-0.8067234191798884
chr1	14850001	14890000	chr1	14850001	16380000	1530000	40000	150589.35743254932	95.0%	0.698	-1.5245434048095339
chr1	14490001	14530000	chr1	14490001	16700000	2210000	40000	113187.75677129775	95.0%	0.344	-0.23217529870831072
chr1	14720001	14760000	chr1	14720001	16430000	1710000	40000	114271.6778929937	95.0%	0.654	-0.866234260240729
chr1	15440001	15480000	chr1	14300001	15480000	1180000	40000	303285.86404816865	95.0%	0.27	-0.6865483734224507
chr1	14200001	14250000	chr1	14200001	16680000	2480000	50000	125350.66298557636	95.0%	0.404	-0.7733767872515533
chr1	14610001	14650000	chr1	14610001	15770000	1160000	40000	115730.80993654096	95.0%	0.7615000000000001	-0.4607871239445084
chr1	16450001	16490000	chr1	15060001	16490000	1430000	40000	291373.13659018604	95.0%	0.823	-4.148204134691502
chr1	18620001	18660000	chr1	16980001	18660000	1680000	40000	144034.02918988626	95.0%	0.554	-0.33107670685167356
chr1	15450001	15480000	chr1	15450001	16590000	1140000	30000	311886.4517166469	95.0%	0.271	-0.7065929621731163
chr1	16710001	16760000	chr1	16710001	18170000	1460000	50000	111116.41380511387	95.0%	0.849	-2.567934771856459
chr1	17050001	17100000	chr1	15580001	17100000	1520000	50000	535678.3589916321	95.0%	0.907	-16.352503700170892
chr1	17110001	17160000	chr1	15560001	17160000	1600000	50000	449545.535173124	95.0%	0.1885	-7.148372809450826
chr1	18210001	18270000	chr1	18210001	18980000	770000	60000	195275.43607571942	95.0%	0.786	-1.021559747176284
chr1	17730001	17800000	chr1	17730001	18110000	380000	70000	315756.94261193124	95.0%	0.6655	-0.4702551581724767
chr1	17280001	17330000	chr1	16010001	17330000	1320000	50000	85114.40129417965	95.0%	0.8095000000000001	-0.5344430315342087
chr1	16500001	16560000	chr1	16500001	18160000	1660000	60000	282982.76836417295	95.0%	0.728	-1.5406309399464433
chr1	17160001	17210000	chr1	15100001	17210000	2110000	50000	126511.12413453001	95.0%	0.93	-9.407439873304192
chr1	15320001	15360000	chr1	15320001	18980000	3660000	40000	121895.60618841318	95.0%	0.5625	-2.7995395944297283
chr1	15710001	15770000	chr1	15710001	17170000	1460000	60000	100443.72103145711	95.0%	0.95	-2.904887523108452
chr1	18060001	18130000	chr1	17190001	18130000	940000	70000	242704.13404493887	95.0%	0.6855	-0.8523033021338312
chr1	18140001	18180000	chr1	17010001	18180000	1170000	40000	188298.9162870362	95.0%	0.768	-1.1228742911916543
chr1	18670001	18710000	chr1	17040001	18710000	1670000	40000	132531.1057048156	95.0%	0.715	-0.6949036242630247
chr1	17830001	17900000	chr1	17830001	20390000	2560000	70000	97442.36559720074	95.0%	0.2795	-0.19409665530276243
chr1	20070001	20110000	chr1	17920001	20110000	2190000	40000	144105.83245940166	95.0%	0.222	-0.5565700017442804
chr1	18540001	18570000	chr1	18540001	20080000	1540000	30000	117508.4675153983	95.0%	0.6665000000000001	-0.649701341677516
chr1	18850001	18900000	chr1	18850001	20980000	2130000	50000	136928.60349186213	95.0%	0.73	-0.6348447737409186
chr1	19700001	19730000	chr1	17990001	19730000	1740000	30000	88901.65114073589	95.0%	0.68	-0.6387640373356513
chr1	19900001	19950000	chr1	17010001	19950000	2940000	50000	146394.67018070217	95.0%	0.32	-1.2038765722252605
chr1	18110001	18150000	chr1	18110001	19650000	1540000	40000	207171.4679206966	95.0%	0.298	-1.11314056817061
chr1	20100001	20140000	chr1	20100001	21680000	1580000	40000	74506.28724174721	95.0%	0.817	-0.4760869088106937
chr1	21930001	21970000	chr1	20600001	21970000	1370000	40000	213296.53311679966	95.0%	0.448	-1.7001297587166821
chr1	19630001	19660000	chr1	19630001	20600000	970000	30000	209571.53933312057	95.0%	0.243	-0.503950752506251
chr1	19880001	19940000	chr1	19880001	21980000	2100000	60000	164066.80747610936	95.0%	0.4115	-0.4349422445647614
chr1	20050001	20090000	chr1	20050001	21690000	1640000	40000	156022.98536313314	95.0%	0.366	-0.18292043819884932
chr1	20880001	20930000	chr1	20880001	22980000	2100000	50000	274918.0946259201	95.0%	0.6375	-1.6795054862657106
chr1	24280001	24320000	chr1	21220001	24320000	3100000	40000	121658.74197528053	95.0%	0.5765	-2.5575352698572393
chr1	21780001	21830000	chr1	21780001	23760000	1980000	50000	172990.2140117873	95.0%	0.359	-0.5930108092604146
chr1	21160001	21200000	chr1	21160001	23620000	2460000	40000	166485.51576399792	95.0%	0.668	-3.235438892339837
chr1	21320001	21370000	chr1	21320001	23420000	2100000	50000	127268.47866967545	95.0%	0.98	-7.633118980677808
chr1	21920001	21970000	chr1	21920001	23500000	1580000	50000	150405.7036090003	95.0%	0.4965	-0.5375774434633793
chr1	22870001	22930000	chr1	22870001	24240000	1370000	60000	226645.58921837414	95.0%	0.934	-3.0820653617294114
chr1	23080001	23150000	chr1	21480001	23150000	1670000	70000	432073.35419240926	95.0%	0.786	-4.091583596597251
chr1	23500001	23540000	chr1	21650001	23540000	1890000	40000	171282.03087889726	95.0%	0.721	-2.553871237481298
chr1	22940001	22990000	chr1	22940001	24010000	1070000	50000	542206.1773239233	95.0%	0.525	-2.067045607101345
chr1	22820001	22870000	chr1	21610001	22870000	1260000	50000	321757.5904972715	95.0%	0.6415	-2.143815458582768
chr1	24650001	24690000	chr1	22260001	24690000	2430000	40000	234638.16203164725	95.0%	0.104	-0.5597210570012343
chr1	24030001	24070000	chr1	21160001	24070000	2910000	40000	115727.01622034603	95.0%	0.913	-4.029954218620316
chr1	23850001	23880000	chr1	23040001	23880000	840000	30000	428688.19818987185	95.0%	0.8474999999999999	-3.6976326733916163
chr1	24540001	24600000	chr1	23050001	24600000	1550000	60000	347792.2820324224	95.0%	0.184	-1.5180934866225921
chr1	25550001	25590000	chr1	23850001	25590000	1740000	40000	319938.7456984086	95.0%	0.1255	-3.8211512920486492
chr1	23370001	23400000	chr1	23370001	25930000	2560000	30000	178157.62625793682	95.0%	0.5315000000000001	-3.3801103176725515
chr1	23440001	23490000	chr1	23440001	25300000	1860000	50000	197642.91317044606	95.0%	0.5914999999999999	-1.7790486542609358
chr1	24090001	24140000	chr1	24090001	25650000	1560000	50000	258149.26080598863	95.0%	0.336	-1.6473860917847223
chr1	23140001	23180000	chr1	23140001	25790000	2650000	40000	134434.126241784	95.0%	0.713	-2.3631079395793773
chr1	23230001	23270000	chr1	23230001	25920000	2690000	40000	175250.32855126905	95.0%	0.146	-1.010879838469916
chr1	23980001	24020000	chr1	23980001	25490000	1510000	40000	342577.75996032654	95.0%	0.154	-0.33004865749975665
chr1	23730001	23770000	chr1	23730001	25470000	1740000	40000	307334.744599014	95.0%	0.086	-1.0755369328318463
chr1	26460001	26500000	chr1	24630001	26500000	1870000	40000	114072.5705429391	95.0%	0.407	-1.0228321825896531
chr1	23090001	23130000	chr1	23090001	25850000	2760000	40000	175681.38282445713	95.0%	0.579	-1.5039395557616437
chr1	23330001	23370000	chr1	23330001	25820000	2490000	40000	140421.994603829	95.0%	0.752	-3.9175966495451693
chr1	23620001	23660000	chr1	23620001	25820000	2200000	40000	242888.7648671771	95.0%	0.1765	-0.87321472937122
chr1	24480001	24520000	chr1	24480001	26670000	2190000	40000	130010.3510760798	95.0%	0.914	-3.7582915402083805
chr1	25840001	25880000	chr1	23010001	25880000	2870000	40000	123626.40679989797	95.0%	0.967	-10.796316134335582
chr1	26210001	26270000	chr1	24310001	26270000	1960000	60000	86951.16603719957	95.0%	0.8734999999999999	-2.1280246310043736
chr1	26280001	26320000	chr1	24860001	26320000	1460000	40000	178021.85559111592	95.0%	0.2505	-1.010064359823564
chr1	27510001	27560000	chr1	25980001	27560000	1580000	50000	173228.6138275203	95.0%	0.2575	-0.8112993285102832
chr1	25890001	25940000	chr1	25890001	28220000	2330000	50000	143743.0989626009	95.0%	0.928	-8.169790204647686
chr1	25990001	26020000	chr1	25990001	28130000	2140000	30000	72863.84742741859	95.0%	0.949	-3.313443000456755
chr1	28090001	28160000	chr1	25440001	28160000	2720000	70000	145151.36942912548	95.0%	0.429	-3.1406321995572246
chr1	25610001	25650000	chr1	25610001	28160000	2550000	40000	155155.75864670263	95.0%	0.734	-3.343281901963203
chr1	25230001	25270000	chr1	25230001	28210000	2980000	40000	167727.26352158628	95.0%	0.613	-2.011707012790305
chr1	25350001	25390000	chr1	25350001	27930000	2580000	40000	167636.97618356356	95.0%	0.61	-1.5995325518038988
chr1	25670001	25710000	chr1	25670001	27810000	2140000	40000	355011.6444284753	95.0%	0.179	-1.2884595308599742
chr1	26500001	26570000	chr1	25470001	26570000	1100000	70000	209739.16903800078	95.0%	0.591	-1.276879084955323
chr1	28510001	28550000	chr1	25540001	28550000	3010000	40000	119384.57584950273	95.0%	0.213	-2.6331979238807848
chr1	26570001	26640000	chr1	26570001	28980000	2410000	70000	85235.63843866812	95.0%	0.966	-5.772858281810691
chr1	28320001	28360000	chr1	25030001	28360000	3330000	40000	156897.74134935002	95.0%	0.052	2.1946820719749587
chr1	28370001	28420000	chr1	25030001	28420000	3390000	50000	59086.02524325265	95.0%	0.964	-10.07711236854613
chr1	25830001	25890000	chr1	25830001	28900000	3070000	60000	172462.0062741364	95.0%	0.079	-4.544301221213376
chr1	26870001	26910000	chr1	26870001	28980000	2110000	40000	165011.71743986532	95.0%	0.107	0.22449311367216923
chr1	28760001	28810000	chr1	27370001	28810000	1440000	50000	166292.44520038273	95.0%	0.602	-1.67838713124336
chr1	29460001	29510000	chr1	27030001	29510000	2480000	50000	79824.5250071646	95.0%	0.718	-1.3210654872063987
chr1	29520001	29580000	chr1	27030001	29580000	2550000	60000	71013.94277559327	95.0%	0.624	-1.175116664297625
chr1	28900001	28940000	chr1	28900001	30720000	1820000	40000	93282.93758803939	95.0%	0.442	-0.35695893996514316
chr1	28950001	29010000	chr1	28950001	30720000	1770000	60000	53538.417863606	95.0%	0.812	-0.699469579293206
chr1	29030001	29080000	chr1	27290001	29080000	1790000	50000	92349.46115724865	95.0%	0.503	-0.7835717886201603
chr1	29220001	29270000	chr1	28500001	29270000	770000	50000	122535.86097921524	95.0%	0.778	-0.42083456004158676
chr1	30560001	30600000	chr1	27230001	30600000	3370000	40000	89990.42365067854	95.0%	0.126	0.6411188275027666
chr1	27400001	27460000	chr1	27400001	29600000	2200000	60000	148701.90077664066	95.0%	0.199	-1.3364774940338426
chr1	29020001	29050000	chr1	29020001	29540000	520000	30000	183924.97263580418	95.0%	0.7115	-0.3479182695671476
chr1	28910001	28940000	chr1	27010001	28940000	1930000	30000	114446.942892367	95.0%	0.174	0.15899394771545555
chr1	29590001	29620000	chr1	27570001	29620000	2050000	30000	69056.47023060209	95.0%	0.572	-0.6152087939009343
chr1	28130001	28180000	chr1	28130001	29460000	1330000	50000	251670.19000264863	95.0%	0.426	-1.3695601141485032
chr1	28510001	28540000	chr1	28510001	30520000	2010000	30000	118980.42014969845	95.0%	0.399	-0.40660095339069857
chr1	28700001	28740000	chr1	28700001	30020000	1320000	40000	155799.62650747568	95.0%	0.591	-0.6646898807324009
chr1	29050001	29120000	chr1	29050001	30040000	990000	70000	153443.46547708477	95.0%	0.423	-0.2526894798432784
chr1	29880001	29960000	chr1	29230001	29960000	730000	80000	164159.4444932193	95.0%	0.659	-0.33643538210437784
chr1	31620001	31670000	chr1	30700001	31670000	970000	50000	242025.92483840525	95.0%	0.324	-0.3113995067032025
chr1	32530001	32570000	chr1	30690001	32570000	1880000	40000	160997.8777830853	95.0%	0.227	-1.1173630772166199
chr1	32920001	32970000	chr1	31310001	32970000	1660000	50000	147512.36340192505	95.0%	0.23149999999999998	-0.9568533440457156
chr1	30690001	30760000	chr1	30690001	32980000	2290000	70000	93835.54941210382	95.0%	0.494	-1.5195509667817655
chr1	30950001	30990000	chr1	30950001	32850000	1900000	40000	184016.84450689968	95.0%	0.344	-0.5750080586553379
chr1	31440001	31490000	chr1	30990001	31490000	500000	50000	166364.94637013855	95.0%	0.8109999999999999	-0.3212997562869263
chr1	29600001	29640000	chr1	29600001	30580000	980000	40000	106545.0365645234	95.0%	0.7715000000000001	-0.6136740657838934
chr1	30080001	30120000	chr1	29050001	30120000	1070000	40000	155513.55713771022	95.0%	0.31	-0.1542194268716494
chr1	31500001	31540000	chr1	30340001	31540000	1200000	40000	148441.2108863977	95.0%	0.3825	-0.09176966292578498
chr1	30170001	30220000	chr1	30170001	31350000	1180000	50000	153653.7984315649	95.0%	0.372	-0.04575587293167258
chr1	30340001	30390000	chr1	30340001	31300000	960000	50000	120171.71734543394	95.0%	0.561	-0.17403581626350975
chr1	31230001	31300000	chr1	31230001	33900000	2670000	70000	95950.0126708721	95.0%	0.893	-7.457820680180279
chr1	33080001	33130000	chr1	31520001	33130000	1610000	50000	128190.2347338198	95.0%	0.656	-1.5980581780596799
chr1	32670001	32710000	chr1	32670001	33630000	960000	40000	102213.41484010559	95.0%	0.8174999999999999	-0.8974823549472761
chr1	32040001	32120000	chr1	31220001	32120000	900000	80000	154102.5505900817	95.0%	0.625	-0.3746514761118161
chr1	33660001	33720000	chr1	32600001	33720000	1120000	60000	247244.34451716053	95.0%	0.8405	-0.9302163628210827
chr1	32490001	32530000	chr1	31020001	32530000	1510000	40000	216771.6790705204	95.0%	0.591	-2.199485747427091
chr1	31020001	31070000	chr1	31020001	33080000	2060000	50000	142334.93402066446	95.0%	0.3795	-1.0763664468140257
chr1	31620001	31660000	chr1	31620001	33850000	2230000	40000	134020.21866956385	95.0%	0.21	-0.9771857138313556
chr1	33040001	33080000	chr1	31250001	33080000	1830000	40000	92387.38752853697	95.0%	0.712	-1.8876833776516395
chr1	32160001	32200000	chr1	32160001	33990000	1830000	40000	194399.79071096948	95.0%	0.161	-0.5955049624531131
chr1	32980001	33030000	chr1	31360001	33030000	1670000	50000	93870.73987326241	95.0%	0.87	-1.8992246153490133
chr1	33740001	33810000	chr1	32730001	33810000	1080000	70000	426490.2653066046	95.0%	0.6325000000000001	-0.32915563752598914
chr1	34170001	34210000	chr1	34170001	36910000	2740000	40000	300077.76574232185	95.0%	0.2665	-2.402193810867521
chr1	34240001	34280000	chr1	34240001	36510000	2270000	40000	236991.12539966588	95.0%	0.812	-3.860221480438998
chr1	34290001	34330000	chr1	34290001	36510000	2220000	40000	208958.91075797248	95.0%	0.668	-3.2148558897705763
chr1	35900001	35930000	chr1	33930001	35930000	2000000	30000	225752.73095831132	95.0%	0.903	-8.844599445174993
chr1	36000001	36040000	chr1	33660001	36040000	2380000	40000	176301.66974037027	95.0%	0.99	-22.08370230664393
chr1	36110001	36140000	chr1	33890001	36140000	2250000	30000	322379.2734367239	95.0%	0.955	-30.20046625954827
chr1	33440001	33480000	chr1	33440001	33970000	530000	40000	403113.80486231175	95.0%	0.473	-0.2006908871178376
chr1	33770001	33810000	chr1	33770001	36370000	2600000	40000	254810.94958064874	95.0%	0.446	-2.1184149323013837
chr1	34720001	34750000	chr1	34720001	36700000	1980000	30000	285140.2654834783	95.0%	0.9	-9.624523456706672
chr1	34880001	34910000	chr1	34880001	36910000	2030000	30000	284406.1235703458	95.0%	0.101	-6.41008180907731
chr1	33700001	33760000	chr1	33700001	36460000	2760000	60000	191309.46228602473	95.0%	0.755	-2.8240203276999005
chr1	34800001	34840000	chr1	34800001	36030000	1230000	40000	392206.00829972624	95.0%	0.95	-5.693308121407472
chr1	35190001	35260000	chr1	34460001	35260000	800000	70000	491217.4508180136	95.0%	0.3165	-1.2306944400240076
chr1	35270001	35310000	chr1	33720001	35310000	1590000	40000	140306.54008420635	95.0%	0.883	-1.2259432795399892
chr1	36780001	36820000	chr1	33960001	36820000	2860000	40000	85709.35851509718	95.0%	0.877	-2.7850894637902974
chr1	33580001	33630000	chr1	33580001	36310000	2730000	50000	87734.5491759121	95.0%	0.794	-1.0245072893233955
chr1	37410001	37450000	chr1	36170001	37450000	1280000	40000	447017.02494546334	95.0%	0.41100000000000003	-7.608198342378312
chr1	36240001	36310000	chr1	36240001	37730000	1490000	70000	392079.1295511563	95.0%	0.747	-2.493301381302009
chr1	37010001	37060000	chr1	35410001	37060000	1650000	50000	208596.76077208846	95.0%	0.801	-1.7016684709843906
chr1	37850001	37890000	chr1	36090001	37890000	1800000	40000	306201.49798931525	95.0%	0.0655	0.3519200914594095
chr1	36320001	36350000	chr1	36320001	38590000	2270000	30000	184424.63954509865	95.0%	0.929	-6.996026502255391
chr1	38050001	38120000	chr1	36090001	38120000	2030000	70000	295185.57903487986	95.0%	0.766	-5.826793281916041
chr1	38860001	38900000	chr1	35910001	38900000	2990000	40000	290460.03493861004	95.0%	0.337	-5.246617325538515
chr1	35450001	35490000	chr1	35450001	38500000	3050000	40000	126319.18232242018	95.0%	0.882	-2.812620888382561
chr1	35570001	35610000	chr1	35570001	38550000	2980000	40000	182176.0212155475	95.0%	0.8234999999999999	-3.5434543183736222
chr1	36750001	36790000	chr1	36750001	38600000	1850000	40000	266414.85075121326	95.0%	0.456	-4.914235886376468
chr1	38470001	38540000	chr1	37490001	38540000	1050000	70000	520720.54882265144	95.0%	0.781	-4.57496430427495
chr1	35940001	35990000	chr1	35940001	38330000	2390000	50000	226016.24061653964	95.0%	0.248	-0.34691172386289
chr1	37240001	37270000	chr1	37240001	38590000	1350000	30000	359744.7652321358	95.0%	0.809	-5.498917872930402
chr1	37780001	37820000	chr1	35010001	37820000	2810000	40000	121986.85512218352	95.0%	0.825	-3.9089212329367897
chr1	37910001	37970000	chr1	35030001	37970000	2940000	60000	102770.64910087734	95.0%	0.8975	-5.262776638287816
chr1	38230001	38270000	chr1	37010001	38270000	1260000	40000	416518.4409164054	95.0%	0.353	-0.5905653183355837
chr1	40230001	40270000	chr1	40230001	40920000	690000	40000	508486.428111288	95.0%	0.262	-0.21338332414064284
chr1	38660001	38700000	chr1	37030001	38700000	1670000	40000	333194.7822225747	95.0%	0.505	-5.252875133564484
chr1	37850001	37900000	chr1	37850001	40100000	2250000	50000	227892.17555249872	95.0%	0.191	0.5272217061397733
chr1	37910001	37950000	chr1	37910001	40100000	2190000	40000	122439.08469394392	95.0%	0.846	-3.8606252445858704
