Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	Region_size	direction	direction_label	plot_label
chr4-20875000	chr4	20875000	20900000	Nkain3	Intergenic	0.077666666666667	0.0204378397103579	0.0439823493899226	-1.20933333333333	-1.13166666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Nkain3
chr18-54550000	chr18	54550000	54575000	9330117O12Rik	Intergenic	0.171	0.00131639103114762	0.00494917564403614	0.246	0.417	25000	B_to_A_in_Mutant	More Active (B->A)	9330117O12Rik
chr3-17225000	chr3	17225000	17250000	Gm30223	Intergenic	-0.0899999999999999	0.0359274672424879	0.06966931078591	-0.660333333333333	-0.750333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm30223
chr15-60425000	chr15	60425000	60450000	9930014A18Rik	Intergenic	0.00966666666666681	0.591485439179221	0.676214488919386	-1.18633333333333	-1.17666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	9930014A18Rik
chr8-82600000	chr8	82600000	82625000	Zfp330	Intergenic	0.0336666666666667	0.14694362299754	0.221256272537538	-0.731666666666667	-0.698	25000	B_to_A_in_Mutant	More Active (B->A)	Zfp330
chr1-32550000	chr1	32550000	32575000	Semp2l1	intron (NM_133235, intron 6 of 8)	0.188	4.87572660568868e-05	0.00044700887254047	-1.21566666666667	-1.02766666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Semp2l1
chr13-110450000	chr13	110450000	110475000	Plk2	Intergenic	-0.0683333333333334	0.0624522362325723	0.109608693137259	0.76	0.691666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Plk2
chr2-140775000	chr2	140775000	140800000	Flrt3	intron (NM_001013802, intron 3 of 18)	-0.182	7.97972444312143e-05	0.000630185083108279	0.307333333333333	0.125333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Flrt3
chr2-111325000	chr2	111325000	111350000	Or4k38	Intergenic	0.00533333333333338	0.820479391251354	0.865403287987273	-1.07933333333333	-1.074	25000	B_to_A_in_Mutant	More Active (B->A)	Or4k38
chr9-115800000	chr9	115800000	115825000	Gadl1	Intergenic	-0.0293333333333332	0.132835885686797	0.203594767917962	-1.182	-1.21133333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gadl1
chr9-36300000	chr9	36300000	36325000	Gm3867	Intergenic	0.0156666666666669	0.402467190011417	0.500055669484347	-1.01966666666667	-1.004	25000	B_to_A_in_Mutant	More Active (B->A)	Gm3867
chr9-31900000	chr9	31900000	31925000	Barx2	intron (NM_013800, intron 1 of 3)	-0.109333333333333	0.00026888409020168	0.00149721969777309	-0.947	-1.05633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Barx2
chr7-129000000	chr7	129000000	129025000	Plpp4	Intergenic	0.295666666666667	3.22740747893228e-05	0.000336620087933415	-0.599666666666667	-0.304	25000	B_to_A_in_Mutant	More Active (B->A)	Plpp4
chr9-14525000	chr9	14525000	14550000	Cwc15	Intergenic	-0.0583333333333333	0.0295564580041199	0.0593931288076223	-0.406666666666667	-0.465	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cwc15
chr5-63300000	chr5	63300000	63325000	Nwd2	Intergenic	0.0253333333333333	0.168778699108017	0.247676475907309	-1.30666666666667	-1.28133333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Nwd2
chr15-8350000	chr15	8350000	8375000	Nipbl	intron (NM_027707, intron 6 of 46)	-0.0536666666666668	0.0464945527903812	0.0860206936712573	0.923666666666667	0.87	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nipbl
chr2-49550000	chr2	49550000	49575000	Kif5c	Intergenic	-0.0800000000000004	0.00411257194137201	0.0121002933055477	1.21133333333333	1.13133333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Kif5c
chr4-107025000	chr4	107025000	107050000	Mrpl37	intron (NM_198438, intron 9 of 16)	-0.0133333333333335	0.513601385991495	0.605807594173487	1.585	1.57166666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mrpl37
chr3-139175000	chr3	139175000	139200000	Stpg2	Intergenic	-0.0820000000000002	0.0122874556404818	0.0291112025852114	0.912333333333333	0.830333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Stpg2
chr9-47075000	chr9	47075000	47100000	Gm4791	Intergenic	0.265333333333333	7.28301384738377e-05	0.000590672174338433	0.475333333333333	0.740666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm4791
chr7-140625000	chr7	140625000	140650000	Or13a28	promoter-TSS (NM_146964)	-0.152	0.000342689089874369	0.00178552099090395	-0.699	-0.851	25000	A_to_B_in_Mutant	More Inactive (A->B)	Or13a28
chr1-132025000	chr1	132025000	132050000	Elk4	3' UTR (NM_001114662, exon 10 of 10)	0.0463333333333332	0.0986283265222071	0.159409047515027	1.56266666666667	1.609	25000	B_to_A_in_Mutant	More Active (B->A)	Elk4
chr10-90100000	chr10	90100000	90125000	Anks1b	intron (NM_001359240, intron 8 of 22)	0.0353333333333331	0.0986909922713876	0.159491397913745	1.574	1.60933333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Anks1b
chr5-24175000	chr5	24175000	24200000	Nup42	Intergenic	0.00166666666666644	0.956552410238052	0.968190681636689	1.193	1.19466666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Nup42
chr3-129975000	chr3	129975000	130000000	Mcub	intron (NM_207209, intron 22 of 23)	-0.0443333333333334	0.364183062712364	0.461614547723633	0.839	0.794666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mcub
chr15-49925000	chr15	49925000	49950000	Trps1	Intergenic	0.0313333333333334	0.0998487750958769	0.161001547411035	-1.15733333333333	-1.126	25000	B_to_A_in_Mutant	More Active (B->A)	Trps1
chr1-70925000	chr1	70925000	70950000	Bard1	Intergenic	0.117	0.000334139435630496	0.00175211493956272	-1.20066666666667	-1.08366666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Bard1
chr14-42575000	chr14	42575000	42600000	Gm17124	Intergenic	-0.0976666666666666	0.000660636802849706	0.00291751623326193	-0.776666666666667	-0.874333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm17124
chr5-83175000	chr5	83175000	83200000	Tecrl	Intergenic	0.0240000000000001	0.4271925105058	0.524427623247999	-1.143	-1.119	25000	B_to_A_in_Mutant	More Active (B->A)	Tecrl
chr2-117275000	chr2	117275000	117300000	Fam98b	intron (NM_011246, intron 13 of 16)	0.0366666666666668	0.175404811820966	0.255648122274627	-0.598666666666667	-0.562	25000	B_to_A_in_Mutant	More Active (B->A)	Fam98b
chr7-18500000	chr7	18500000	18525000	Psg25	Intergenic	-0.149333333333333	3.31990453148145e-05	0.000343023136462119	-1.11833333333333	-1.26766666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Psg25
chr8-13250000	chr8	13250000	13275000	Adprhl1	intron (NM_001042651, intron 4 of 5)	0.063333333333333	0.00866190637239547	0.021924150117055	1.402	1.46533333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Adprhl1
chr10-3100000	chr10	3100000	3125000	Ulbp3	Intergenic	0.0710000000000002	0.071954400533224	0.123178103036421	-0.554333333333333	-0.483333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ulbp3
chr11-81625000	chr11	81625000	81650000	Gm11418	intron (NM_001034013, intron 1 of 9)	0.0780000000000002	0.0239228026336077	0.0499562572562992	-0.773666666666667	-0.695666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11418
chr9-47425000	chr9	47425000	47450000	Cadm1	Intergenic	0.091	0.0127028198817272	0.0299087162713794	1.078	1.169	25000	B_to_A_in_Mutant	More Active (B->A)	Cadm1
chr19-31975000	chr19	31975000	32000000	Asah2	intron (NM_018830, intron 23 of 23)	-0.0236666666666666	0.285839293636802	0.379791909813799	-0.757666666666667	-0.781333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Asah2
chr17-29150000	chr17	29150000	29175000	Rab44	intron (NM_153166, intron 15 of 20)	0.083333333333333	0.00388233374117285	0.0115515440082797	1.19366666666667	1.277	25000	B_to_A_in_Mutant	More Active (B->A)	Rab44
chr8-106675000	chr8	106675000	106700000	Tango6	intron (NM_173037, intron 1 of 17)	-0.0383333333333335	0.0894817778792993	0.147218573821875	1.16766666666667	1.12933333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tango6
chr17-7525000	chr17	7525000	7550000	Gm33086	Intergenic	-0.0103333333333332	0.542488208377051	0.632128473279463	-0.801666666666667	-0.812	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm33086
chr14-116425000	chr14	116425000	116450000	Gpc6	intron (NM_175500, intron 7 of 7)	-0.0829999999999998	0.00218910537701425	0.0073550407002825	-1.14533333333333	-1.22833333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gpc6
chr8-61125000	chr8	61125000	61150000	Sh3rf1	Intergenic	-0.162	0.00394649198022063	0.0117046271551309	-0.502	-0.664	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sh3rf1
chr13-42475000	chr13	42475000	42500000	Edn1	Intergenic	-0.0853333333333333	0.0172531745328695	0.0383419843435888	-0.346333333333333	-0.431666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Edn1
chr4-77000000	chr4	77000000	77025000	Gm42303	intron (NR_160919, intron 7 of 39)	-0.0573333333333333	0.0917746325313423	0.150259231360036	-0.636333333333333	-0.693666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm42303
chr2-57750000	chr2	57750000	57775000	Galnt5	Intergenic	-0.281333333333333	5.02775706403292e-06	0.000101364530300459	-0.507666666666667	-0.789	25000	A_to_B_in_Mutant	More Inactive (A->B)	Galnt5
chr3-40975000	chr3	40975000	41000000	Larp1b	Intergenic	0.0273333333333333	0.406052864285285	0.503584909003562	0.939666666666667	0.967	25000	B_to_A_in_Mutant	More Active (B->A)	Larp1b
chr13-57100000	chr13	57100000	57125000	Gm40962	Intergenic	0.622	8.88306140201511e-07	3.84814538912138e-05	0.437666666666667	1.05966666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm40962
chr17-39950000	chr17	39950000	39975000	Esp38	Intergenic	-0.0206666666666666	0.299587476973747	0.394597956236757	-1.05133333333333	-1.072	25000	A_to_B_in_Mutant	More Inactive (A->B)	Esp38
chr19-21175000	chr19	21175000	21200000	4930554I06Rik	Intergenic	-0.132	0.00274017430357893	0.00877913616192354	0.726333333333333	0.594333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930554I06Rik
chr6-27925000	chr6	27925000	27950000	Mir592	promoter-TSS (NR_030420)	-0.0113333333333331	0.499626718506996	0.593172547297616	-1.10933333333333	-1.12066666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir592
chr2-16500000	chr2	16500000	16525000	Plxdc2	intron (NM_026162, intron 2 of 13)	-0.409	0.00016323810687031	0.00105254833864294	-0.494	-0.903	25000	A_to_B_in_Mutant	More Inactive (A->B)	Plxdc2
chr9-89700000	chr9	89700000	89725000	Tmed3	Intergenic	-0.111333333333333	0.0066137223331235	0.0176699277829819	-0.817333333333333	-0.928666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmed3
chr13-31650000	chr13	31650000	31675000	Foxf2	Intergenic	-0.0866666666666665	0.00290827149890574	0.00919372811161932	-0.872	-0.958666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Foxf2
chr5-121725000	chr5	121725000	121750000	Atxn2	intron (NM_009125, intron 1 of 24)	-0.0210000000000002	0.224507442010054	0.311941282458556	1.35066666666667	1.32966666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Atxn2
chrX-18100000	chrX	18100000	18125000	Dusp21	Intergenic	-0.109333333333334	0.0305038612609785	0.0609520831229249	0.964666666666667	0.855333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dusp21
chr15-93175000	chr15	93175000	93200000	Gxylt1	Intergenic	0.000666666666666784	0.969622722779066	0.978005727028052	-0.815333333333333	-0.814666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gxylt1
chr1-14125000	chr1	14125000	14150000	Eya1	Intergenic	0.546333333333333	3.47336152449553e-06	8.14686065395028e-05	-0.799333333333333	-0.253	25000	B_to_A_in_Mutant	More Active (B->A)	Eya1
chr1-111800000	chr1	111800000	111825000	Dsel	Intergenic	-0.00933333333333304	0.575218937178465	0.661768848232368	-1.17666666666667	-1.186	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dsel
chr4-60450000	chr4	60450000	60475000	Mup1	Intergenic	0.000333333333333451	0.990094181290623	0.992535679247666	-1.07033333333333	-1.07	25000	B_to_A_in_Mutant	More Active (B->A)	Mup1
chr3-143850000	chr3	143850000	143875000	Gm6260	Intergenic	0.107666666666667	0.000998188819090471	0.00400132919619314	-0.881666666666667	-0.774	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6260
chr18-30125000	chr18	30125000	30150000	Pik3c3	Intergenic	-0.100666666666667	0.114124343445237	0.179729045998052	-0.847	-0.947666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pik3c3
chr14-93800000	chr14	93800000	93825000	Pcdh9	intron (NM_001081377, intron 2 of 4)	-0.283666666666667	3.42553410698413e-06	8.08020761668053e-05	1.282	0.998333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pcdh9
chr9-32150000	chr9	32150000	32175000	Arhgap32	intron (NM_001370958, intron 5 of 22)	0.192666666666667	1.14643725756395e-05	0.00016846179259209	-0.908333333333333	-0.715666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Arhgap32
chr7-111500000	chr7	111500000	111525000	Galnt18	intron (NM_001360903, intron 8 of 10)	-0.0810000000000001	0.0136969211070151	0.0317819508266967	0.499333333333333	0.418333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Galnt18
chr2-20450000	chr2	20450000	20475000	Etl4	intron (NM_001081006, intron 2 of 21)	-0.0413333333333332	0.0738442956818392	0.125827652365985	-1.114	-1.15533333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Etl4
chr2-34325000	chr2	34325000	34350000	Pbx3	intron (NM_016768, intron 2 of 8)	-0.200666666666667	0.000230231005152788	0.00133647762925345	1.223	1.02233333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pbx3
chr2-144275000	chr2	144275000	144300000	Mgme1	Intergenic	-0.0820000000000002	0.00200307443155333	0.00685482092552652	1.06566666666667	0.983666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mgme1
chr9-88050000	chr9	88050000	88075000	Mir12205	Intergenic	-0.0213333333333333	0.190621598931805	0.273464110366562	-1.22266666666667	-1.244	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir12205
chr15-53650000	chr15	53650000	53675000	Mir28c	intron (NM_177225, intron 3 of 4)	-0.654	2.27985790596672e-06	6.3321882074156e-05	0.756333333333333	0.102333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir28c
chr6-13350000	chr6	13350000	13375000	1700016P04Rik	Intergenic	-0.0349999999999999	0.0792445354302657	0.133361223265899	-1.18966666666667	-1.22466666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700016P04Rik
chr4-151175000	chr4	151175000	151200000	Gm13090	intron (NM_001081557, intron 6 of 23)	0.0209999999999999	0.343033183625255	0.439858634004385	1.36966666666667	1.39066666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm13090
chr5-93275000	chr5	93275000	93300000	Ccng2	Intergenic	-0.130333333333333	0.0825650557931513	0.137930233278587	0.0783333333333333	-0.052	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccng2
chr5-137000000	chr5	137000000	137025000	Vgf	Intergenic	0.0276666666666664	0.22156979555494	0.308613369335763	1.372	1.39966666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Vgf
chr7-63800000	chr7	63800000	63825000	Gm27252	Intergenic	-0.0540000000000001	0.0435720170293032	0.0815660572050331	1.388	1.334	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm27252
chr18-20925000	chr18	20925000	20950000	Rnf125	Intergenic	0.013	0.727903454762319	0.791218579327672	-0.004	0.009	25000	B_to_A_in_Mutant	More Active (B->A)	Rnf125
chr12-66575000	chr12	66575000	66600000	Rpl10l	intron (NM_001193266, intron 8 of 16)	0.211333333333334	4.00930132771887e-06	8.84960197751911e-05	-1.05	-0.838666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Rpl10l
chr16-70875000	chr16	70875000	70900000	4931420L22Rik	Intergenic	0.0190000000000001	0.334877048294079	0.431457620464414	-1.07333333333333	-1.05433333333333	25000	B_to_A_in_Mutant	More Active (B->A)	4931420L22Rik
chr11-61775000	chr11	61775000	61800000	Prpsap2	exon (NM_013881, exon 22 of 27)	-0.028666666666667	0.227153704517814	0.314970530715788	1.372	1.34333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prpsap2
chrX-115500000	chrX	115500000	115525000	Gm7429	Intergenic	0.149333333333334	0.0174237400748363	0.0386451143030623	-1.151	-1.00166666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm7429
chr8-128650000	chr8	128650000	128675000	Itgb1	Intergenic	-0.0596666666666668	0.0581944367223838	0.103447830286706	0.508666666666667	0.449	25000	A_to_B_in_Mutant	More Inactive (A->B)	Itgb1
chr6-96650000	chr6	96650000	96675000	Tafa4	Intergenic	0.00566666666666682	0.714490016387825	0.78036322749929	-1.20833333333333	-1.20266666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Tafa4
chr16-84050000	chr16	84050000	84075000	4930553E22Rik	Intergenic	0.163	0.0023664522763657	0.00781977786804551	-0.633333333333333	-0.470333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	4930553E22Rik
chr10-128750000	chr10	128750000	128775000	Pym1	intron (NM_001253704, intron 2 of 3)	0.00699999999999983	0.690050729804718	0.76016459375801	1.48266666666667	1.48966666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Pym1
chr8-117075000	chr8	117075000	117100000	Pkd1l2	Intergenic	0.0579999999999999	0.102705144883027	0.164792712517234	0.469	0.527	25000	B_to_A_in_Mutant	More Active (B->A)	Pkd1l2
chrX-78750000	chrX	78750000	78775000	Fam47c	Intergenic	0.0260000000000002	0.130777490035952	0.201039072446145	-1.28833333333333	-1.26233333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Fam47c
chr9-24325000	chr9	24325000	24350000	Dpy19l1	Intergenic	0.104333333333333	0.000468536378366501	0.0022574559922676	-0.917333333333333	-0.813	25000	B_to_A_in_Mutant	More Active (B->A)	Dpy19l1
chr14-73375000	chr14	73375000	73400000	Itm2b	Intergenic	-0.167333333333334	3.62828120123519e-05	0.00036461843655248	1.634	1.46666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Itm2b
chr1-54850000	chr1	54850000	54875000	Ankrd44	intron (NM_001081433, intron 1 of 27)	-0.0973333333333334	0.126092790531941	0.195157757966859	0.508333333333333	0.411	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ankrd44
chr5-69725000	chr5	69725000	69750000	Gnpda2	Intergenic	-0.0733333333333333	0.00459127492767222	0.0132045148122969	-1.283	-1.35633333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gnpda2
chr16-34725000	chr16	34725000	34750000	Ccdc14	Intergenic	-0.00200000000000001	0.936737034675696	0.953624837967429	-0.0103333333333333	-0.0123333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ccdc14
chrY-8050000	chrY	8050000	8075000	Gm20824	Intergenic	0.220333333333333	0.191666720038072	0.274600044343091	1.54566666666667	1.766	25000	B_to_A_in_Mutant	More Active (B->A)	Gm20824
chrX-145350000	chrX	145350000	145375000	Lhfpl1	Intergenic	-0.00499999999999995	0.915759030184447	0.938151121997161	-0.307666666666667	-0.312666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lhfpl1
chr14-23475000	chr14	23475000	23500000	Gm10248	intron (NM_001253373, intron 13 of 27)	0.717	6.44571778972541e-08	1.38350985691091e-05	-0.580666666666667	0.136333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm10248
chr1-168400000	chr1	168400000	168425000	Pbx1	intron (NM_183355, intron 2 of 8)	-0.0983333333333336	0.00810614886518442	0.0207860825242365	1.147	1.04866666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pbx1
chr2-22150000	chr2	22150000	22175000	Myo3a	Intergenic	0.00400000000000011	0.836839663456772	0.878267286012885	-1.19933333333333	-1.19533333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Myo3a
chr9-30450000	chr9	30450000	30475000	Snx19	intron (NM_028874, intron 9 of 10)	-0.243333333333333	1.16066067313178e-05	0.00016972195716383	0.119333333333333	-0.124	25000	A_to_B_in_Mutant	More Inactive (A->B)	Snx19
chr1-5400000	chr1	5400000	5425000	Oprk1	Intergenic	0.0336666666666667	0.071927542061446	0.123144278050846	-1.14233333333333	-1.10866666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Oprk1
chr4-62150000	chr4	62150000	62175000	Mup21	Intergenic	-0.106333333333333	0.00141585100703594	0.00523386602327415	-0.928	-1.03433333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mup21
chr16-16600000	chr16	16600000	16625000	Fgd4	Intergenic	-0.171	0.00191495785997761	0.00661781527640163	-0.227666666666667	-0.398666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fgd4
chr6-18475000	chr6	18475000	18500000	Cttnbp2	intron (NR_149735, intron 2 of 22)	0.245333333333333	0.00024372116880265	0.00139275064150694	0.205	0.450333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Cttnbp2
chr3-56475000	chr3	56475000	56500000	Nbea	Intergenic	0.139	0.00569628346696419	0.0156846734228604	0.878	1.017	25000	B_to_A_in_Mutant	More Active (B->A)	Nbea
chr11-51925000	chr11	51925000	51950000	Cdkn2aipnl	Intergenic	0.21	1.33432093725372e-05	0.000186625510732484	0.526666666666667	0.736666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Cdkn2aipnl
chr12-26250000	chr12	26250000	26275000	Gm29968	Intergenic	0.0829999999999999	0.00206636505290409	0.00702497966224949	0.790333333333333	0.873333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm29968
chr16-90300000	chr16	90300000	90325000	Scaf4	Intergenic	0.351333333333333	1.17477344824599e-06	4.44258166905552e-05	1.01133333333333	1.36266666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Scaf4
chr4-86175000	chr4	86175000	86200000	Adamtsl1	intron (NM_001368621, intron 4 of 28)	-0.178666666666667	0.000306134030078075	0.00164555935355898	-0.903	-1.08166666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adamtsl1
chrX-91075000	chrX	91075000	91100000	Gm14773	Intergenic	-0.0363333333333332	0.097032587260795	0.157321011214043	-1.26766666666667	-1.304	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm14773
chr8-6875000	chr8	6875000	6900000	Gm17215	Intergenic	0.0226666666666669	0.391936814901717	0.489543527605724	-1.04433333333333	-1.02166666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Gm17215
chr7-141350000	chr7	141350000	141375000	B230206H07Rik	3' UTR (NM_133191, exon 21 of 21)	-0.147333333333334	0.00125830922631583	0.00477915037742837	1.44533333333333	1.298	25000	A_to_B_in_Mutant	More Inactive (A->B)	B230206H07Rik
chr4-149525000	chr4	149525000	149550000	Mir5616	promoter-TSS (NR_049189)	-0.00200000000000029	0.94826831200266	0.962163944879776	1.36466666666667	1.36266666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir5616
