Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	ctrl_avg_PC1	mut_avg_PC1	Region_size	direction	direction_label	plot_label	significant
chr10-108675000	chr10	108675000	108700000	Brcc3dc	intron (NM_001358504, intron 5 of 11)	-1.603	2.1018099133625e-09	9.74750226756007e-06	1.41466666666667	-0.188333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chr10-108950000	chr10	108950000	108975000	Syt1	intron (NM_001252342, intron 1 of 10)	-1.23	3.921856698001e-09	9.74750226756007e-06	1.49133333333333	0.261333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Syt1	TRUE
chr1-3275000	chr1	3275000	3300000	Xkr4	intron (NM_001011874, intron 2 of 2)	0.905333333333334	2.14896063572424e-09	9.74750226756007e-06	-0.915333333333333	-0.01	25000	B_to_A_in_Mutant	More Active (B->A)	Xkr4	TRUE
chrX-87900000	chrX	87900000	87925000	Il1rapl1	intron (NM_001160403, intron 1 of 10)	-1.16533333333333	2.7707117524267e-09	9.74750226756007e-06	1.27466666666667	0.109333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chr10-105300000	chr10	105300000	105325000	Tmtc2	intron (NM_177368, intron 7 of 11)	-0.773	1.64608459217437e-09	9.74750226756007e-06	0.746666666666667	-0.0263333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmtc2	TRUE
chr2-70900000	chr2	70900000	70925000	Tlk1	Intergenic	0.708	9.44331071297624e-10	9.74750226756007e-06	-0.246	0.462	25000	B_to_A_in_Mutant	More Active (B->A)	Tlk1	TRUE
chrX-87625000	chrX	87625000	87650000	Il1rapl1	intron (NM_001160403, intron 2 of 10)	-1.06966666666667	8.01414942808815e-10	9.74750226756007e-06	1.043	-0.0266666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chr6-43525000	chr6	43525000	43550000	9430018G01Rik	intron (NM_001311111, intron 4 of 7)	-0.788666666666667	3.26289373000729e-09	9.74750226756007e-06	0.413	-0.375666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	9430018G01Rik	TRUE
chr9-16300000	chr9	16300000	16325000	Fat3	intron (NM_001080814, intron 2 of 25)	0.760333333333334	2.1745505570694e-09	9.74750226756007e-06	-0.656333333333333	0.104	25000	B_to_A_in_Mutant	More Active (B->A)	Fat3	TRUE
chr2-166150000	chr2	166150000	166175000	Sulf2	Intergenic	0.636	1.97350514387311e-09	9.74750226756007e-06	0.531333333333333	1.16733333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Sulf2	TRUE
chr6-45700000	chr6	45700000	45725000	Cntnap2	intron (NM_001004357, intron 2 of 23)	-0.640333333333333	4.06530624863254e-09	9.74750226756007e-06	-0.281	-0.921333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr13-72725000	chr13	72725000	72750000	D730050B12Rik	Intergenic	1.03433333333333	3.81401872915331e-09	9.74750226756007e-06	0.0833333333333333	1.11766666666667	25000	B_to_A_in_Mutant	More Active (B->A)	D730050B12Rik	TRUE
chr10-60600000	chr10	60600000	60625000	Gm51803	intron (NR_045556, intron 4 of 68)	0.737	1.4154790311212e-09	9.74750226756007e-06	0.401	1.138	25000	B_to_A_in_Mutant	More Active (B->A)	Gm51803	TRUE
chr2-110775000	chr2	110775000	110800000	Ano3	intron (NM_001355244, intron 2 of 23)	-0.733333333333334	4.11508924636996e-09	9.74750226756007e-06	-0.00433333333333333	-0.737666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ano3	TRUE
chr2-67825000	chr2	67825000	67850000	Mir6335	intron (NM_001379324, intron 3 of 6)	0.795	2.95356120066973e-09	9.74750226756007e-06	-0.779333333333333	0.0156666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6335	TRUE
chr3-35050000	chr3	35050000	35075000	Mir6378	Intergenic	1.23166666666667	7.35593467643586e-10	9.74750226756007e-06	-0.34	0.891666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6378	TRUE
chr8-17300000	chr8	17300000	17325000	Csmd1	intron (NM_053171, intron 1 of 69)	0.858666666666667	4.24897466318776e-09	9.74966679826504e-06	-0.534	0.324666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd1	TRUE
chr10-105325000	chr10	105325000	105350000	Tmtc2	intron (NM_177368, intron 4 of 11)	-0.820666666666667	4.40309346041123e-09	9.74966679826504e-06	0.883	0.0623333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmtc2	TRUE
chr13-83525000	chr13	83525000	83550000	Mef2c	intron (NM_001347566, intron 1 of 10)	-0.984666666666667	4.38468278048493e-09	9.74966679826504e-06	0.493666666666667	-0.491	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mef2c	TRUE
chr9-75775000	chr9	75775000	75800000	Bmp5	intron (NM_007555, intron 1 of 6)	-1.071	4.61719641573642e-09	9.78309589822942e-06	0.535	-0.536	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bmp5	TRUE
chr2-97025000	chr2	97025000	97050000	Lrrc4c	intron (NM_001363047, intron 3 of 8)	-0.568333333333334	4.52089158220722e-09	9.78309589822942e-06	0.167666666666667	-0.400666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Lrrc4c	TRUE
chr10-108725000	chr10	108725000	108750000	Brcc3dc	intron (NM_001358504, intron 4 of 11)	-1.22266666666667	4.70020269730733e-09	9.78309589822942e-06	1.41466666666667	0.192	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chr10-108925000	chr10	108925000	108950000	Syt1	intron (NM_001252342, intron 1 of 10)	-1.35833333333333	8.57113391496665e-09	1.00880572765102e-05	1.466	0.107666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Syt1	TRUE
chrX-87150000	chrX	87150000	87175000	Gm41	intron (NM_001160403, intron 5 of 10)	-1.023	6.2027445137342e-09	1.00880572765102e-05	0.502666666666667	-0.520333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr4-98550000	chr4	98550000	98575000	Patj	intron (NM_001005787, intron 1 of 15)	-0.620333333333334	8.66459799736065e-09	1.00880572765102e-05	1.22233333333333	0.602	25000	A_to_B_in_Mutant	More Inactive (A->B)	Patj	TRUE
chr8-16900000	chr8	16900000	16925000	Csmd1	intron (NM_053171, intron 3 of 69)	0.769666666666667	1.28981692616604e-08	1.00880572765102e-05	-0.816666666666667	-0.047	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd1	TRUE
chr16-97725000	chr16	97725000	97750000	Ripk4	Intergenic	0.696666666666667	1.16865441324843e-08	1.00880572765102e-05	-0.186333333333333	0.510333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ripk4	TRUE
chr8-16600000	chr8	16600000	16625000	Mir3106	intron (NM_053171, intron 5 of 69)	0.828333333333334	9.94991951677689e-09	1.00880572765102e-05	-0.925333333333333	-0.097	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3106	TRUE
chrX-86750000	chrX	86750000	86775000	Gm41	intron (NM_001160403, intron 8 of 10)	-0.996333333333334	1.30367137590559e-08	1.00880572765102e-05	0.287	-0.709333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr4-45600000	chr4	45600000	45625000	Gm12408	Intergenic	0.596666666666667	1.25434307120651e-08	1.00880572765102e-05	0.667333333333333	1.264	25000	B_to_A_in_Mutant	More Active (B->A)	Gm12408	TRUE
chr12-67200000	chr12	67200000	67225000	Mdga2	intron (NM_001193266, intron 1 of 16)	0.673333333333333	5.68308154902118e-09	1.00880572765102e-05	-0.405333333333333	0.268	25000	B_to_A_in_Mutant	More Active (B->A)	Mdga2	TRUE
chr1-3375000	chr1	3375000	3400000	Xkr4	intron (NM_001011874, intron 2 of 2)	1.008	9.51846972591826e-09	1.00880572765102e-05	-0.476333333333333	0.531666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Xkr4	TRUE
chr10-108550000	chr10	108550000	108575000	Brcc3dc	intron (NM_001358504, intron 10 of 11)	-1.802	8.04344525393917e-09	1.00880572765102e-05	1.12766666666667	-0.674333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chrX-87250000	chrX	87250000	87275000	Il1rapl1	intron (NM_001160403, intron 5 of 10)	-1.13666666666667	8.76508715042548e-09	1.00880572765102e-05	0.635333333333333	-0.501333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Il1rapl1	TRUE
chr18-63300000	chr18	63300000	63325000	Piezo2	intron (NM_001039485, intron 2 of 53)	0.815	9.40353470345519e-09	1.00880572765102e-05	-0.607666666666667	0.207333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Piezo2	TRUE
chrX-88475000	chrX	88475000	88500000	Mir1906-2	Intergenic	-0.508333333333333	1.34141743282969e-08	1.00880572765102e-05	-0.546666666666667	-1.055	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir1906-2	TRUE
chr1-189350000	chr1	189350000	189375000	Kcnk2	intron (NM_001281848, intron 1 of 5)	0.610333333333333	1.14228515487968e-08	1.00880572765102e-05	0.394666666666667	1.005	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnk2	TRUE
chr8-98425000	chr8	98425000	98450000	Gm15679	Intergenic	-0.509333333333333	1.09587578649076e-08	1.00880572765102e-05	-0.482666666666667	-0.992	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679	TRUE
chr6-80875000	chr6	80875000	80900000	Lrrtm4	Intergenic	0.886333333333334	8.10463229028383e-09	1.00880572765102e-05	-0.923333333333333	-0.037	25000	B_to_A_in_Mutant	More Active (B->A)	Lrrtm4	TRUE
chr9-111375000	chr9	111375000	111400000	Dclk3	intron (NM_001164659, intron 18 of 21)	0.558333333333334	1.35608332824556e-08	1.00880572765102e-05	-0.540666666666667	0.0176666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Dclk3	TRUE
chr1-3575000	chr1	3575000	3600000	Xkr4	intron (NM_001011874, intron 1 of 2)	0.845666666666667	7.85744630314834e-09	1.00880572765102e-05	-0.484	0.361666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Xkr4	TRUE
chr1-118900000	chr1	118900000	118925000	Mir6346	intron (NM_001081125, intron 2 of 13)	0.714333333333333	7.14668611489346e-09	1.00880572765102e-05	0.509666666666667	1.224	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6346	TRUE
chr15-94850000	chr15	94850000	94875000	Tmem117	intron (NM_178789, intron 3 of 7)	-0.612666666666667	1.26437252310382e-08	1.00880572765102e-05	1.05066666666667	0.438	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem117	TRUE
chr4-45575000	chr4	45575000	45600000	Gm12408	Intergenic	0.609666666666667	5.3366202754302e-09	1.00880572765102e-05	0.662666666666667	1.27233333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gm12408	TRUE
chr8-14525000	chr8	14525000	14550000	Cln8	intron (NM_172910, intron 4 of 15)	0.626666666666667	1.0642289520536e-08	1.00880572765102e-05	-0.0543333333333333	0.572333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Cln8	TRUE
chr6-121425000	chr6	121425000	121450000	Iqsec3	intron (NM_001033354, intron 2 of 13)	0.848	5.89744749236149e-09	1.00880572765102e-05	-0.219333333333333	0.628666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Iqsec3	TRUE
chr9-75850000	chr9	75850000	75875000	Bmp5	intron (NM_007555, intron 3 of 6)	-0.741666666666667	1.05279258705441e-08	1.00880572765102e-05	-0.125333333333333	-0.867	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bmp5	TRUE
chr10-108625000	chr10	108625000	108650000	Brcc3dc	intron (NM_001358502, intron 7 of 12)	-1.77766666666667	5.68611724999273e-09	1.00880572765102e-05	1.31733333333333	-0.460333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chr2-70275000	chr2	70275000	70300000	Sp5	intron (NM_177376, intron 25 of 34)	0.797333333333333	7.16436094594575e-09	1.00880572765102e-05	-0.875	-0.0776666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Sp5	TRUE
chr1-114250000	chr1	114250000	114275000	Cntnap5a	Intergenic	0.675333333333334	1.23675269291853e-08	1.00880572765102e-05	-1.01833333333333	-0.343	25000	B_to_A_in_Mutant	More Active (B->A)	Cntnap5a	TRUE
chr6-45475000	chr6	45475000	45500000	Cntnap2	intron (NM_001004357, intron 1 of 23)	-0.666	5.23589552530304e-09	1.00880572765102e-05	0.0876666666666667	-0.578333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr12-67175000	chr12	67175000	67200000	Mdga2	intron (NM_001193266, intron 1 of 16)	0.597666666666667	1.2061076365749e-08	1.00880572765102e-05	-0.297333333333333	0.300333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Mdga2	TRUE
chr1-3550000	chr1	3550000	3575000	Xkr4	intron (NM_001011874, intron 1 of 2)	0.874666666666667	1.07623360077539e-08	1.00880572765102e-05	-0.405333333333333	0.469333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Xkr4	TRUE
chr8-16975000	chr8	16975000	17000000	Csmd1	intron (NM_053171, intron 3 of 69)	1.053	1.22125259261229e-08	1.00880572765102e-05	-0.741666666666667	0.311333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd1	TRUE
chr14-23850000	chr14	23850000	23875000	Kcnma1	intron (NM_010610, intron 1 of 28)	1.01866666666667	1.20628513871756e-08	1.00880572765102e-05	-0.132333333333333	0.886333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Kcnma1	TRUE
chr9-41325000	chr9	41325000	41350000	Mir100hg	Intergenic	0.743666666666667	1.10618151214832e-08	1.00880572765102e-05	-0.617666666666667	0.126	25000	B_to_A_in_Mutant	More Active (B->A)	Mir100hg	TRUE
chr9-75750000	chr9	75750000	75775000	Bmp5	Intergenic	-0.732333333333334	1.07251548460064e-08	1.00880572765102e-05	0.200333333333333	-0.532	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bmp5	TRUE
chr2-70400000	chr2	70400000	70425000	Sp5	intron (NM_177376, intron 32 of 34)	1.09866666666667	1.2434477387437e-08	1.00880572765102e-05	-0.702	0.396666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Sp5	TRUE
chr10-108750000	chr10	108750000	108775000	Brcc3dc	intron (NM_001358504, intron 4 of 11)	-1.363	6.22582527135211e-09	1.00880572765102e-05	1.45866666666667	0.0956666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Brcc3dc	TRUE
chr3-87150000	chr3	87150000	87175000	Kirrel1	intron (NM_001170985, intron 1 of 15)	0.711333333333334	7.30570647450925e-09	1.00880572765102e-05	-0.287666666666667	0.423666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Kirrel1	TRUE
chr3-70325000	chr3	70325000	70350000	Otol1	Intergenic	0.659333333333333	7.05661253720119e-09	1.00880572765102e-05	-0.214	0.445333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Otol1	TRUE
chr9-121525000	chr9	121525000	121550000	Cck	Intergenic	0.672	8.6032605824938e-09	1.00880572765102e-05	0.0986666666666667	0.770666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Cck	TRUE
chr2-70325000	chr2	70325000	70350000	Sp5	intron (NM_177376, intron 30 of 34)	1.09766666666667	1.1407693658944e-08	1.00880572765102e-05	-0.803333333333333	0.294333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Sp5	TRUE
chr9-111350000	chr9	111350000	111375000	Trank1	exon (NM_001164659, exon 9 of 22)	0.652666666666667	8.38883473743404e-09	1.00880572765102e-05	-0.446333333333333	0.206333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Trank1	TRUE
chr2-162400000	chr2	162400000	162425000	Ptprtos	intron (NM_021464, intron 1 of 29)	0.884666666666667	1.24932243158989e-08	1.00880572765102e-05	-0.110333333333333	0.774333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprtos	TRUE
chr4-98525000	chr4	98525000	98550000	Patj	intron (NM_001355177, intron 23 of 40)	-0.662	6.42048317845609e-09	1.00880572765102e-05	0.965333333333333	0.303333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Patj	TRUE
chr8-17275000	chr8	17275000	17300000	Csmd1	intron (NM_053171, intron 1 of 69)	0.864	8.89409883102887e-09	1.00880572765102e-05	-0.599333333333333	0.264666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Csmd1	TRUE
chrX-87175000	chrX	87175000	87200000	Gm41	intron (NM_001160403, intron 5 of 10)	-1.06333333333333	1.35543652772808e-08	1.00880572765102e-05	0.584666666666667	-0.478666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm41	TRUE
chr14-66650000	chr14	66650000	66675000	Adra1a	intron (NM_001271761, intron 2 of 2)	0.805333333333334	1.28359503293496e-08	1.00880572765102e-05	0.126666666666667	0.932	25000	B_to_A_in_Mutant	More Active (B->A)	Adra1a	TRUE
chr15-94875000	chr15	94875000	94900000	Tmem117	intron (NM_178789, intron 4 of 7)	-0.530000000000001	1.21050668345573e-08	1.00880572765102e-05	1.208	0.678	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem117	TRUE
chr6-51650000	chr6	51650000	51675000	Snx10	Intergenic	-0.548666666666667	8.60268641697315e-09	1.00880572765102e-05	1.027	0.478333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Snx10	TRUE
chr18-63325000	chr18	63325000	63350000	Piezo2	intron (NM_001039485, intron 1 of 53)	0.830666666666667	6.51285177017319e-09	1.00880572765102e-05	-0.626	0.204666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Piezo2	TRUE
chr14-70925000	chr14	70925000	70950000	Gfra2	intron (NM_001302094, intron 3 of 7)	0.622333333333334	1.22174250565073e-08	1.00880572765102e-05	0.239	0.861333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Gfra2	TRUE
chr8-16825000	chr8	16825000	16850000	Mir3106	intron (NM_053171, intron 3 of 69)	0.773	8.03204918201673e-09	1.00880572765102e-05	-0.912666666666667	-0.139666666666667	25000	B_to_A_in_Mutant	More Active (B->A)	Mir3106	TRUE
chr8-98575000	chr8	98575000	98600000	Gm15679	Intergenic	-0.591666666666667	1.15442157406782e-08	1.00880572765102e-05	-0.041	-0.632666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679	TRUE
chr10-108525000	chr10	108525000	108550000	Gm36283	intron (NM_001358504, intron 10 of 11)	-1.71333333333333	9.23011802666343e-09	1.00880572765102e-05	0.992666666666667	-0.720666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm36283	TRUE
chr10-109050000	chr10	109050000	109075000	Syt1	Intergenic	-0.714	9.82676413681855e-09	1.00880572765102e-05	0.658333333333333	-0.0556666666666667	25000	A_to_B_in_Mutant	More Inactive (A->B)	Syt1	TRUE
chr6-45675000	chr6	45675000	45700000	Cntnap2	intron (NM_001004357, intron 2 of 23)	-0.653	1.23556267514723e-08	1.00880572765102e-05	-0.21	-0.863	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cntnap2	TRUE
chr16-63750000	chr16	63750000	63775000	Epha3	intron (NM_010140, intron 3 of 16)	-0.821666666666667	1.24929982397312e-08	1.00880572765102e-05	0.759333333333333	-0.0623333333333333	25000	A_to_B_in_Mutant	More Inactive (A->B)	Epha3	TRUE
chr2-162375000	chr2	162375000	162400000	Ptprtos	intron (NM_021464, intron 1 of 29)	0.925666666666667	9.73009728919888e-09	1.00880572765102e-05	-0.118333333333333	0.807333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Ptprtos	TRUE
chr18-76025000	chr18	76025000	76050000	Zbtb7c	intron (NM_145356, intron 3 of 4)	0.523	1.35790414438185e-08	1.00880572765102e-05	0.433333333333333	0.956333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Zbtb7c	TRUE
chrX-6525000	chrX	6525000	6550000	5430428K19Rik	intron (NR_045426, intron 1 of 2)	0.605333333333334	9.69485730075114e-09	1.00880572765102e-05	-0.27	0.335333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	5430428K19Rik	TRUE
chr6-43775000	chr6	43775000	43800000	Tpk1	Intergenic	-0.479333333333333	1.34094859818609e-08	1.00880572765102e-05	-0.446666666666667	-0.926	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tpk1	TRUE
chr3-35025000	chr3	35025000	35050000	Mir6378	Intergenic	1.04	9.09467496452215e-09	1.00880572765102e-05	-0.470666666666667	0.569333333333333	25000	B_to_A_in_Mutant	More Active (B->A)	Mir6378	TRUE
