gene_symbol	gene_class	log2FoldChange	padj	baseMean	chr	tss
Itm2c	DEG_down	-0.413207791373161	0.0153048932819413	1287.34876269269	chr1	85894281
2810459M11Rik	DEG_up	0.691732662425069	0.0289622763392587	45.0597979336576	chr1	86045863
B3gnt7	DEG_up	1.19019537386342	0.00898006884822655	19.5420294738957	chr1	86303234
Ngef	DEG_up	0.618320644932973	0.0230281782597892	74.9871559456083	chr1	87573870
Col6a3	DEG_up	0.416316480252337	0.00517746612557744	156.194908921768	chr1	90843971
Panct2	DEG_down	-0.82581644580953	0.0362888009160117	22.3626268757472	chr1	96871126
Pam	DEG_down	-0.64783992237057	5.94717840209498e-6	1060.56421382089	chr1	98095646
Pign	DEG_down	-0.324395389672065	0.0498025156727558	412.268863725745	chr1	105663677
Tnfrsf11a	DEG_up	0.434188818066716	0.0357252519147359	76.4028901460974	chr1	105780718
Gm7160	DEG_down	-0.802913646257633	0.0182730681682326	25.1398601775419	chr1	105990282
Zcchc2	DEG_down	-0.346990272836538	0.0102223597245299	1282.38289168934	chr1	105990406
Cdh7	DEG_down	-0.609453701376327	0.0114922158579985	3059.81463977133	chr1	109982431
Cntnap5a	DEG_up	0.872758841719727	3.02990403678036e-8	1792.29483363093	chr1	115684756
Tmem177	DEG_down	-0.688280650477888	0.00367080617572247	51.3925768393698	chr1	119913208
Slc35f5	DEG_down	-0.314276489761422	0.022521062504986	238.840405287999	chr1	125560595
Thsd7b	DEG_up	1.12205249715373	2.9130001162224e-8	571.058291864315	chr1	129273302
Srgap2	DEG_up	0.331269799708207	0.0433584395236481	16799.4756833112	chr1	131527352
Nucks1	DEG_up	0.312659246218418	0.0207346104081691	3040.07606791053	chr1	131910534
Lemd1	DEG_down	-0.556045263515428	0.0104900944650116	437.03925659862	chr1	132191431
Klhdc8a	DEG_down	-0.649119671730423	0.0133247443895535	230.515302772617	chr1	132298626
Nuak2	DEG_down	-1.65243373748313	7.5237004622067e-12	38.5372711256681	chr1	132316126
Dstyk	DEG_down	-0.314530811849565	0.0161968276497549	1048.07468197405	chr1	132417555
Cntn2	DEG_up	0.473115227211879	4.45064501693082e-4	10539.1247281126	chr1	132543256
Atp2b4	DEG_down	-1.45085557611482	6.67675293755897e-13	1054.30830321896	chr1	133801041
Adora1	DEG_up	0.553463749872937	0.0173048590872852	850.317604299418	chr1	134235431
Syt2	DEG_up	0.649066513612333	0.00851721868850095	3273.41048175673	chr1	134646677
Nek7	DEG_down	-0.326431040904011	0.0118983031174775	298.864079736014	chr1	138620141
Dennd1b	DEG_down	-0.306354380491649	0.0120140647947395	2111.98308487117	chr1	138963435
Aspm	DEG_up	0.579343684627312	0.0407904166026489	673.764257807905	chr1	139454772
Rgs16	DEG_up	1.26343702132646	4.34552222863136e-6	36.3765007180646	chr1	153740349
Ralgps2	DEG_down	-0.375560255033122	2.11405360143501e-5	1331.23735198325	chr1	156939626
Brinp2	DEG_down	-0.44549143646444	0.0135174259432802	3717.51087781103	chr1	158356326
Tnn	DEG_down	-1.38627026547393	0.034349310173143	8.16237737067694	chr1	160153580
Ankrd45	DEG_up	0.616520288735949	0.0033788234929884	121.81993877562	chr1	161142691
Slc19a2	DEG_down	-0.609760102020594	3.56024096617922e-4	138.019283090454	chr1	164249046
Ccdc181	DEG_down	-0.482310470685224	0.0110403395697026	121.656283280732	chr1	164275585
Ildr2	DEG_down	-0.431708955442818	0.033910547499545	124.24229780722	chr1	166254139
Gm16701	DEG_down	-1.01850425170185	1.05117279508689e-5	113.64196623061	chr1	166999728
Fam78b	DEG_down	-0.775806865541549	2.75057888127979e-6	3642.18603435609	chr1	167001417
Aldh9a1	DEG_down	-0.32094859639316	0.027949163068844	208.774059993706	chr1	167349991
Rgs4	DEG_up	0.563147588949228	0.0474821602435722	58.5490782040018	chr1	169747642
Ddr2	DEG_down	-0.607790561988364	0.00180611466768376	388.477131264167	chr1	170110762
Olfml2b	DEG_down	-0.648545049115579	0.0102385675222873	100.462436164768	chr1	170644532
Nhlh1	DEG_up	0.700761969633836	0.0440613330771517	912.611718923443	chr1	172057573
Pld5	DEG_down	-0.725124083699101	1.50314063634553e-4	5379.59646959187	chr1	176275312
Coq8a	DEG_down	-0.466585124711347	0.010849209348555	251.188913331199	chr1	180199602
Enah	DEG_up	0.313864945259127	0.00380661773181151	3787.73797969372	chr1	182019990
Trp53bp2	DEG_down	-0.420541720123141	0.00013329885977223101	1029.51716514228	chr1	182409172
Mtarc2	DEG_down	-0.545177653206909	6.87495618807636e-4	126.618510472876	chr1	184846451
Gm2061	DEG_down	-0.993107014780119	0.0420919404448751	15.8273175917726	chr1	185455568
A730004F24Rik	DEG_down	-0.99937554108908	2.71165343875361e-8	461.504473427968	chr1	186558681
Gpatch2	DEG_down	-0.309170921998234	0.0333843703312539	1924.00172554648	chr1	187215508
Esrrg	DEG_down	-0.965429631907268	8.34692033175787e-10	5129.29420825549	chr1	187608791
Smyd2	DEG_down	-0.450910216732757	0.0219046119442062	277.672207593697	chr1	189922363
Flvcr1	DEG_down	-0.400984943983655	0.0122374956414902	286.437597377994	chr1	191026158
Tatdn3	DEG_down	-0.776521013140199	1.23579171144807e-5	215.378003407653	chr1	191062932
Kcnh1	DEG_down	-1.06849335890347	6.75020849770219e-6	2245.24648535383	chr1	192190774
Hhat	DEG_down	-0.660590011054564	0.00414852423786131	148.976780133093	chr1	192771223
Sertad4	DEG_up	0.523496555079124	0.00448917209880047	284.436431897218	chr1	192855756
Traf3ip3	DEG_down	-0.8804299136093	4.35120451062947e-5	51.7903615742456	chr1	193201703
Fam107b	DEG_down	-0.528360177664468	7.34231166772493e-4	2617.66591505228	chr2	3570488
Bend7	DEG_up	0.47320597163729	0.0133367003321943	245.911122215529	chr2	4717831
Taf3	DEG_down	-0.378155742926522	0.0151403332284129	1175.44272054752	chr2	10048596
Sfmbt2	DEG_down	-0.746736902950094	4.55706705960142e-8	670.060048314762	chr2	10370510
Pfkfb3	DEG_down	-0.350637705079569	0.0122334029516543	617.459279528538	chr2	11554077
Cubn	DEG_down	-0.868716044500446	0.041318714381299	23.4943790113095	chr2	13491813
Cacnb2	DEG_down	-0.595319127069609	6.90668087631621e-4	2504.23303448589	chr2	14604306
Plxdc2	DEG_down	-0.322552943487142	0.0196866991346031	7850.06646542675	chr2	16356304
Spag6	DEG_down	-0.945539655461034	0.0226478659909896	17.9410349692076	chr2	18699023
4930447M23Rik	DEG_down	-0.895276141918538	0.00764571759094613	34.630339786274	chr2	19344317
Nsmf	DEG_up	0.370422084249741	0.0366471348193905	366.906706240874	chr2	25054355
Ssna1	DEG_down	-0.319384277581615	0.0453557142341534	200.167671961911	chr2	25272438
Tmem210	DEG_up	0.616363705980284	0.0107354575469463	67.7932559944187	chr2	25288145
Fnbp1	DEG_down	-0.474783265334908	0.0022758680513187	7660.4316820532	chr2	31142008
St6galnac4	DEG_down	-0.709332544206601	7.71106884346149e-6	606.533445059131	chr2	32587095
Sh2d3c	DEG_up	0.454530613527045	0.040944626183427	345.906888818742	chr2	32721055
C230014O12Rik	DEG_down	-1.63969617667612	1.2278253663574e-7	44.7786996023369	chr2	34107729
Stom	DEG_down	-0.731952359469906	1.34986833679784e-5	167.919415423129	chr2	35336976
Lrp1b	DEG_up	0.599160369813918	4.81819867128867e-4	35370.7940858108	chr2	42653624
Gm13483	DEG_down	-0.56616397864481	0.0109682406414727	145.235450735967	chr2	50296810
Acvr1c	DEG_down	-1.16275879650819	4.68542728912072e-7	206.167231176345	chr2	58357895
Upp2	DEG_down	-0.548222741424126	0.00165476580461986	751.859677058158	chr2	58567298
Tanc1	DEG_down	-0.502751934110933	0.0245319145343159	2622.81637198573	chr2	59612042
Wdsub1	DEG_down	-0.466820242542404	0.00254852097299974	152.540423569547	chr2	59882591
Pla2r1	DEG_down	-1.1044382484359	0.0384986471722232	23.4863886046792	chr2	60553308
Gca	DEG_down	-0.629243622719936	0.00412069561173686	54.5055216045578	chr2	62664285
Kcnh7	DEG_down	-1.1586971188208	1.21266304263547e-19	2789.1874780739	chr2	63184287
Fign	DEG_down	-0.862072757545337	2.15746089714465e-11	491.869324844891	chr2	64098038
Csrnp3	DEG_down	-1.16594425679537	1.89425108858049e-32	1825.4836260935	chr2	65845767
Stk39	DEG_down	-0.462593954366123	0.0194606213643526	2945.99072890291	chr2	68472268
Mettl8	DEG_down	-0.43967287465877	0.0115835029133346	290.787271075235	chr2	71055583
Metap1d	DEG_down	-0.792301591150291	7.29396267243322e-8	278.042502916978	chr2	71453276
Pdk1	DEG_down	-0.690956615585008	7.10067537754795e-10	200.012349555754	chr2	71873224
Rapgef4	DEG_down	-1.00703643964481	3.68159876587097e-6	5003.60577441955	chr2	71981240
Gpr155	DEG_down	-0.351914018455326	0.041318714381299	386.728453300396	chr2	73386572
Zfp385b	DEG_down	-0.843255257406034	0.00262258534667223	17939.6824595508	chr2	77817259
Itga4	DEG_down	-0.423966669777008	7.20530422640231e-4	432.331974174471	chr2	79255426
Cerkl	DEG_down	-0.39958579835819	3.38308169667082e-4	1088.77058122734	chr2	79456785
Itprid2	DEG_down	-0.377200725821013	0.022085434928322	655.437065020773	chr2	79635352
Pde1a	DEG_down	-1.18141756705557	4.90365155090892e-10	122.148441435342	chr2	80129458
C1qtnf4	DEG_up	0.727361360254929	3.34498246601906e-4	575.985685710575	chr2	90885860
Mdk	DEG_up	0.909770950855153	0.0187480942489754	246.786679970794	chr2	91932297
Iftap	DEG_down	-0.690199109327041	2.32571200452432e-7	416.367225628435	chr2	101649532
Ldlrad3	DEG_down	-0.862421813110883	2.4605714983459e-5	1069.49258640119	chr2	102186385
Them7	DEG_down	-1.32833264884967	0.00192067748176277	17.4783233332929	chr2	105224320
Mettl15	DEG_down	-0.41773701386396	0.0290538047708982	349.955264449768	chr2	109280748
Bdnf	DEG_down	-1.00744618654212	0.00100264702546816	111.786091193682	chr2	109674700
Lgr4	DEG_down	-0.535460947430278	4.47377547498605e-4	2483.62298307772	chr2	109917647
Slc5a12	DEG_down	-1.70579676956954	6.33442170807226e-4	10.4294824099406	chr2	110597298
Ano3	DEG_down	-1.57308620870172	1.69309497292646e-11	541.190043083728	chr2	110950923
Ryr3	DEG_down	-0.808220223475075	3.18365389724613e-9	1410.42626250242	chr2	113217096
Fmn1	DEG_down	-1.25690773258728	1.04223352716699e-21	383.14732978125	chr2	113327736
Gjd2os	DEG_down	-1.10742152758433	7.06500157627138e-6	48.8872683555479	chr2	114013563
Dph6	DEG_down	-0.43875304729487	6.59636994011035e-8	775.80784217679	chr2	114654964
Gpr176	DEG_down	-1.49544322899659	4.07596128989098e-15	156.021866815035	chr2	118373419
Eif2ak4	DEG_down	-0.559739849803285	1.11140832375849e-4	899.421101780883	chr2	118388618
Pak6	DEG_up	0.713361409404528	0.00824461398826619	63.4684385135393	chr2	118663303
Ccdc9b	DEG_down	-0.901615706372342	7.81470960565335e-4	36.9885877937587	chr2	118762661
Ivd	DEG_down	-0.312164036119025	0.0186510965575544	377.012133636653	chr2	118861954
Tyro3	DEG_up	0.449352641420351	0.0106429974584364	672.011813948007	chr2	119797733
Ehd4	DEG_down	-0.437349479156609	0.007159153513487	144.522499259374	chr2	120154606
Pla2g4e	DEG_down	-0.682777227450457	2.17644671943264e-4	274.199603455216	chr2	120245335
Tgm5	DEG_down	-1.62872084402619	9.02228641207986e-6	27.3697211717956	chr2	121085841
Sema6d	DEG_down	-0.337296951398746	0.0208083174659522	7952.49808496316	chr2	124089969
Fbn1	DEG_down	-0.440832235872202	0.00915082965234329	2287.51022403064	chr2	125507993
Galk2	DEG_down	-0.557103606308722	0.00509371775752141	348.245099098785	chr2	125859109
Fam227b	DEG_down	-0.649658254575282	0.0302181404610219	57.2713123471627	chr2	126152004
Atp8b4	DEG_down	-1.03553725885968	4.57278015399906e-6	79.5478397211434	chr2	126500674
Prom2	DEG_down	-1.39972834023504	1.11630874262275e-5	32.3019918494003	chr2	127541467
Bcl2l11	DEG_down	-0.424719837649073	0.00380661773181151	610.6848131498	chr2	128126038
Pcna	DEG_up	0.465019560018698	0.0432605479282505	423.804749240393	chr2	132253314
Lrrn4	DEG_down	-1.35698233718071	0.0295205214582952	8.30582966426782	chr2	132880891
Slx4ip	DEG_down	-0.332689555705937	0.00328261158072938	767.979389207918	chr2	136891218
Kif16b	DEG_down	-0.685265106645343	4.35785140616263e-8	1224.5852837285	chr2	142901531
Kiz	DEG_down	-0.629270670001356	1.36802438136553e-5	345.483766471871	chr2	146855864
Tcf15	DEG_down	-1.12719598438088	0.0119876673311451	14.9511435724885	chr2	152143561
Tspyl3	DEG_up	0.454237447814064	0.0391066364202008	151.035530637199	chr2	153225441
Cbfa2t2	DEG_down	-0.344268673810094	0.00936769347421215	1552.61448630392	chr2	154436481
Necab3	DEG_down	-1.0598350331249	5.39127048885489e-24	689.841922811712	chr2	154558890
Myh7b	DEG_up	0.891324743860982	1.19404168887804e-5	151.800099466852	chr2	155611212
Mtcl2	DEG_up	0.351372220188046	0.00710160575765489	8278.55137722223	chr2	157079254
D630003M21Rik	DEG_down	-0.766328210446444	0.00507511325705274	59.3364321075278	chr2	158229222
Dhx35	DEG_down	-0.361377022285622	0.0470080151443037	265.813640036578	chr2	158794807
Mafb	DEG_up	1.19256593961063	1.99265550122784e-4	42.8432501658562	chr2	160367065
Lpin3	DEG_down	-0.974029646072197	0.00110436065355333	31.5290156966974	chr2	160880670
Chd6	DEG_down	-0.365710050046838	6.9875795959389e-4	4515.27181549259	chr2	161109075
Cdh22	DEG_down	-0.459236230738806	0.00369706944519785	1223.74947220293	chr2	165234853
Sulf2	DEG_up	0.612845417600717	1.88729498053395e-4	784.677173644062	chr2	166155663
Dok5	DEG_down	-0.960268061497899	2.33368867376889e-6	665.543296389083	chr2	170731807
Ppp4r1l-ps	DEG_down	-0.65753583714008	0.00322910569153148	525.366015294242	chr2	173659640
Ctsz	DEG_up	0.501636526403615	0.0073252758546792	142.18935172283	chr2	174439039
Chrna4	DEG_up	1.26155251794564	4.21023656667729e-8	136.152763037086	chr2	181043546
Sox18	DEG_up	1.09049184519983	0.023447180609596	30.216258439922	chr2	181671640
Zfhx4	DEG_down	-0.981397255328332	1.04897054697176e-19	1243.09513898479	chr3	5218526
Il7	DEG_down	-0.895245159843744	0.0105617031658488	26.7508485568756	chr3	7613760
Hey1	DEG_up	0.398737483042696	0.0161661339150576	678.915371714993	chr3	8667256
Tpd52	DEG_down	-0.343254555565166	0.026411458031789	641.780567389055	chr3	9004723
Car3	DEG_up	0.867174532726454	4.81819867128867e-4	106.365177170727	chr3	14863512
Mir124-2hg	DEG_down	-0.549222199687259	2.12214562545947e-4	302.730633462723	chr3	17789921
Naaladl2	DEG_down	-0.931907532501681	5.94563766283813e-5	2860.91087366809	chr3	25144261
Nlgn1	DEG_down	-0.500186602379749	0.0229316288909386	22561.6804798341	chr3	26332460
Kcnmb2	DEG_down	-0.600180485272888	0.0309326914078755	1096.79444881381	chr3	31902507
Usp13	DEG_up	0.674242933880496	6.22100369834743e-5	521.891214870364	chr3	32817546
Zfp267	DEG_up	0.301250530627378	0.0169763518611585	368.528127737612	chr3	36151017
Gm5148	DEG_down	-1.06068918643772	2.36477852554765e-6	54.8422102876718	chr3	37724490
Intu	DEG_down	-0.391134714175364	0.0122334029516543	197.130318899857	chr3	40531286
Pcdh18	DEG_up	0.516387514965456	0.0140994543654901	112.189719295516	chr3	49757325
Slc7a11	DEG_up	0.532248751350994	9.10615371147634e-7	902.45489370268	chr3	50443614
Foxo1	DEG_down	-0.540589530128417	0.0116909368710319	827.031103030073	chr3	52268336
Med12l	DEG_down	-0.410457085343486	0.00588823740672348	2632.95499295478	chr3	59005825
Kcnab1	DEG_down	-0.678533861300853	9.87537307676562e-7	883.573494379244	chr3	64949196
Tiparp	DEG_down	-0.492893870303703	4.44133897525603e-6	711.282192011143	chr3	65528410
Lekr1	DEG_down	-0.846884243893205	9.87873717497202e-7	298.697172057427	chr3	65666228
Rsrc1	DEG_down	-0.33418551333498	2.23647157693623e-4	1472.96244847774	chr3	66981390
Ppm1l	DEG_down	-0.40666689432009	0.00224144544291928	7180.14182966292	chr3	69316861
Sptssb	DEG_down	-0.891923840963528	2.61359806002202e-4	167.750833898127	chr3	69859940
Zbbx	DEG_up	1.21374983325025	5.34394715126732e-7	49.4987043608514	chr3	75165034
Fstl5	DEG_down	-0.653652194568902	2.13053357294394e-9	2439.18903657372	chr3	76074270
Rxfp1	DEG_down	-1.58509984535089	7.66713032820897e-5	18.6506963190678	chr3	79737880
Pdgfc	DEG_down	-0.891745997614568	3.42521656027049e-7	765.580170207569	chr3	81036416
Lrba	DEG_down	-0.345906151113815	0.00317147431673107	4345.28024561923	chr3	86224680
Dclk2	DEG_down	-0.605455622594113	1.32945687961387e-5	6087.685295782	chr3	86920852
Kirrel1	DEG_up	0.820171041701977	7.13738548585593e-6	730.042547756352	chr3	87174747
Nes	DEG_up	0.568837628211156	0.0182730681682326	118.989162069732	chr3	87971078
Arhgef2	DEG_up	0.325071879852899	0.022085434928322	1653.73342893866	chr3	88605966
Efna1	DEG_down	-1.0128352921548	4.41112753281366e-4	43.6465096419143	chr3	89281142
Slc27a3	DEG_up	0.916791420456256	7.39325624413219e-4	86.093976453344	chr3	90389938
Loricrin	DEG_up	1.52835801159275	7.65908531786913e-5	60.4034550382993	chr3	92083142
Notch2	DEG_down	-0.381426510050935	0.00607828369334696	1374.80534455417	chr3	98013527
Tent5c	DEG_up	0.857736558139818	0.022602064885772	40.3068869741554	chr3	100489324
Igsf3	DEG_down	-0.883472465939421	7.33496701680141e-18	3151.6614099421	chr3	101377083
Slc22a15	DEG_down	-0.570002812524085	1.0357992296306e-4	711.303851974016	chr3	101924453
Tspan2	DEG_down	-0.487081212625207	0.00438439400572356	2183.81366244204	chr3	102734529
Syt6	DEG_down	-2.98376889120478	3.29422045969225e-29	238.760745529967	chr3	103575231
Kcnd3os	DEG_down	-0.707380156571657	0.00380839686867475	52.7003794928546	chr3	105452955
Kcnd3	DEG_down	-0.877221471872893	4.07751894317739e-6	4181.27264236522	chr3	105452330
Kcnc4	DEG_down	-0.891553424245981	2.47112700561121e-17	486.6018858594	chr3	107459552
Slc6a17	DEG_down	-0.579621374873019	2.82603511361632e-7	2362.15045227929	chr3	107518018
Plppr5	DEG_down	-0.704601157491625	4.57405194994509e-7	1032.8109633482	chr3	117574836
Snx7	DEG_down	-1.00774890440717	7.96480740193581e-12	159.99655441095	chr3	117868936
Rwdd3	DEG_down	-1.84070054541783	3.57108409452199e-32	128.933915445092	chr3	121171695
Alg14	DEG_down	-0.470801207920805	0.00143307338653965	380.158749753408	chr3	121291773
Arhgap29	DEG_down	-0.548255203926732	5.84833898302062e-9	393.330470559894	chr3	121952541
Abca4	DEG_down	-1.37195994225984	7.27001182262459e-6	26.4368773131564	chr3	122044443
Gclm	DEG_down	-0.796684792266868	6.19311851875417e-5	119.220107962489	chr3	122245557
Bcar3	DEG_down	-0.487120623426706	5.38958827189097e-4	281.159895728195	chr3	122294136
Sec24d	DEG_down	-0.357378002856509	0.0161664421049614	310.309723634053	chr3	123267455
Ndst3	DEG_down	-0.414829780334531	0.00471024223249195	10012.0760204181	chr3	123690853
Ndst4	DEG_down	-1.40718547039242	0.00284318148602646	319.248064498704	chr3	125404076
Dkk2	DEG_down	-1.28323068212515	6.6687523628415e-4	22.386862333333	chr3	132085292
Slc9b2	DEG_down	-0.942687856499657	0.0156715278256092	29.4712389623737	chr3	135307700
Manba	DEG_down	-0.38865253104378	0.00950622963113896	209.266848139179	chr3	135485611
Emcn	DEG_down	-0.867461938004761	2.30790927408148e-6	106.111253211216	chr3	137341067
Lmo4	DEG_up	0.45185855864077	0.0135174259432802	445.592446516676	chr3	144205220
Adgrl2	DEG_down	-0.45746233610673	9.75505005348876e-4	2032.89520553034	chr3	148990555
Acadm	DEG_down	-0.374173531921786	0.0150231872318188	262.91657790849	chr3	153944632
Slc44a5	DEG_down	-0.575867950019253	0.00268897967282577	1780.81878884255	chr3	153973436
Erich3	DEG_down	-0.853680448354667	3.74879956037043e-10	214.466701151262	chr3	154663859
Lrrc7	DEG_up	0.443815384981515	3.93525250534884e-5	784.249539556884	chr3	158562221
Wls	DEG_up	0.309923584074896	0.0399429866051332	342.463515543723	chr3	159839672
Lyn	DEG_down	-0.946062903415197	1.53095985917181e-5	717.542705614555	chr4	3678115
Plag1	DEG_down	-0.903871369817802	1.90860936105811e-6	126.113137687958	chr4	3938423
Chchd7	DEG_down	-0.904867350221025	1.84557345834104e-6	166.735283763838	chr4	3938888
Fam110b	DEG_down	-0.372884472591748	0.0261301810537107	4399.89856420398	chr4	5644090
Nsmaf	DEG_down	-0.55920701960392	1.05164620036023e-4	1120.51878441612	chr4	6454271
Trp53inp1	DEG_up	0.376003491676148	0.0135489158959058	1065.21389900122	chr4	11156431
Ccne2	DEG_up	0.376215041022087	0.0119345157353833	248.23623681653	chr4	11191351
Triqk	DEG_down	-0.720781624815075	9.32197297728677e-5	94.534206659804	chr4	12906838
Necab1	DEG_down	-1.11430736750777	2.85661445344014e-7	506.190758423564	chr4	15149794
Mmp16	DEG_up	0.342519549177584	0.034307204435873	7036.04442497312	chr4	17852893
Epha7	DEG_down	-0.429170376646165	0.0206122142033843	2909.69631598571	chr4	28813131
Cnr1	DEG_down	-0.414020729279223	0.0400760206268307	6083.79078127983	chr4	33924593
Nudt2	DEG_down	-0.593304926540899	0.038420621348232	55.5936720701958	chr4	41465151
Spata31f3	DEG_down	-0.548583868594435	0.0176299060144044	299.177375578107	chr4	42874234
Unc13b	DEG_down	-0.622282623842894	1.15612159435636e-4	1130.21704554159	chr4	43058953
Car9	DEG_down	-2.46271199091118	2.26833899258309e-9	21.6641673555436	chr4	43506966
Glipr2	DEG_up	1.02883033313885	1.69266345472606e-5	84.5978420926131	chr4	43957401
Pax5	DEG_up	1.99828332389109	8.82503664951713e-6	22.9461509028798	chr4	44710487
Shb	DEG_up	0.986231341583129	3.18196049280345e-4	582.150441340643	chr4	45532470
Igfbpl1	DEG_up	0.617815468903636	0.028160747197719	1378.89897565696	chr4	45826923
Tdrd7	DEG_down	-0.506006186623208	7.66713032820897e-5	469.117341097625	chr4	45965334
Tbc1d2	DEG_down	-0.964056061021037	0.00504143591178661	41.9691962215191	chr4	46650209
Tmem245	DEG_down	-0.392666551541314	0.00412069561173686	1044.52842973406	chr4	56947437
Ptpn3	DEG_down	-0.768541700408089	2.10222801817515e-5	526.995819802077	chr4	57301837
D630039A03Rik	DEG_down	-1.80088211937225	6.45597922918008e-8	32.1401676276352	chr4	57916297
Svep1	DEG_down	-2.75156508161886	1.46490277448914e-81	712.55049117797	chr4	58206859
Wdr31	DEG_down	-1.00901939926633	0.0273096023716053	19.0915125320282	chr4	62470896
Rgs3	DEG_down	-0.574951550088286	4.75412532050386e-5	529.413185385542	chr4	62559847
Tle1	DEG_up	0.612167133954261	2.30613138948801e-4	1893.76206155963	chr4	72200919
Ttc39b	DEG_down	-0.705655338036902	1.99328783316232e-5	628.084169678552	chr4	83324255
Cntln	DEG_down	-0.502561741397775	1.41703399251229e-7	938.212917751397	chr4	84884309
Slc24a2	DEG_down	-0.894172440406203	2.16889795644563e-10	6091.05320255803	chr4	87230477
Focad	DEG_down	-0.952870998910974	1.94103681931493e-10	2207.19165988349	chr4	88094629
Hacd4	DEG_down	-1.08549909530044	1.2194958800895e-18	264.66854096174	chr4	88438928
Patj	DEG_down	-0.92328031219871	4.96658108643416e-5	1555.05757922964	chr4	98395785
Atg4c	DEG_down	-0.369756969311768	0.0137193089812453	800.611279726922	chr4	99193934
Alg6	DEG_down	-0.507356961497004	2.77637075573071e-4	394.722830790444	chr4	99715664
Ror1	DEG_down	-0.579024137106544	0.00414852423786131	5127.92215635043	chr4	100095791
Raver2	DEG_down	-0.549096906661782	2.5849307488114e-5	358.861701244586	chr4	101068983
Prkaa2	DEG_down	-0.531292916437915	1.2197517190019e-5	564.401054636516	chr4	105109890
Mknk1	DEG_down	-0.457961711299799	3.81269854547054e-6	352.34349025334	chr4	115839198
Tesk2	DEG_down	-0.676499781711901	0.0326018135912031	59.5638201374911	chr4	116712723
