stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center
stripe_0046	chr11	83760000	83805000	83925000	84245000	3prime	mutant_only	NA	4.14656821363694e-07	0	0	TRUE	medium	83782500
stripe_0047	chr11	85830000	85875000	85965000	86215000	3prime	control_only	1.00055429654311e-10	NA	0	0	TRUE	medium	85852500
stripe_0048	chr11	87950000	87995000	88025000	88280000	3prime	control_only	2.09681769694818e-13	NA	0	0	FALSE	low	87972500
stripe_0049	chr11	88225000	88550000	88705000	88740000	3prime	control_only	2.66795437314609e-15	NA	0	0	TRUE	medium	88387500
stripe_0050	chr11	96000000	96025000	96150000	96380000	3prime	shared	2.17931382298035e-29	1.88030899759289e-26	0	0	FALSE	low	96012500
stripe_0051	chr11	101740000	101960000	101960000	101975000	3prime	control_only	1.63258601052157e-32	NA	0	0	TRUE	medium	101850000
stripe_0052	chr11	107475000	107910000	107965000	108010000	3prime	control_only	1.41166404632525e-22	NA	0	0	TRUE	medium	107692500
stripe_0053	chr11	109215000	109735000	109840000	109885000	3prime	control_only	4.04103878214332e-30	NA	0	0	TRUE	medium	109475000
stripe_0054	chr11	109245000	109510000	109560000	109605000	3prime	shared	1.41265662155959e-14	7.40109409849479e-15	0	0	TRUE	medium	109377500
stripe_0055	chr11	109345000	109715000	109840000	109885000	3prime	mutant_only	NA	2.44965667493079e-25	0	0	TRUE	medium	109530000
stripe_0056	chr11	116075000	116385000	116435000	116470000	3prime	control_only	6.55443669005326e-32	NA	0	0	TRUE	medium	116230000
stripe_0057	chr11	117850000	117895000	117955000	118325000	3prime	shared	2.04662497887683e-30	9.90710008283747e-24	0	0	TRUE	medium	117872500
stripe_0058	chr11	121465000	121725000	121780000	121825000	3prime	mutant_only	NA	3.38419451985237e-15	0	0	TRUE	medium	121595000
stripe_0059	chr12	12400000	12445000	12570000	12830000	3prime	control_only	1.48877987867944e-11	NA	0	0	TRUE	medium	12422500
stripe_0060	chr12	20915000	20980000	20980000	21690000	3prime	control_only	0.0348960004544012	NA	0	0	FALSE	medium	20947500
stripe_0061	chr12	31485000	31530000	31615000	31985000	3prime	shared	1.6319935141951e-27	5.54352379539388e-19	0	0	TRUE	medium	31507500
stripe_0062	chr12	39575000	40045000	40045000	40105000	3prime	mutant_only	NA	0.668705590674534	0	1	FALSE	medium	39810000
stripe_0063	chr12	46055000	46115000	46115000	48605000	3prime	control_only	0.123760296294517	NA	0	0	FALSE	medium	46085000
stripe_0064	chr12	72050000	72340000	72400000	72445000	3prime	control_only	1.84607491678241e-26	NA	0	1	TRUE	medium	72195000
stripe_0065	chr12	72080000	72125000	72185000	72505000	3prime	shared	9.4040061786626e-10	2.68163576821133e-20	0	1	TRUE	medium	72102500
stripe_0066	chr12	72080000	72125000	72180000	72495000	3prime	mutant_only	NA	1.53331769805912e-12	0	1	TRUE	medium	72102500
stripe_0067	chr12	83040000	83325000	83470000	83515000	3prime	shared	1.75352929588789e-37	4.36731823373035e-32	0	0	FALSE	medium	83182500
stripe_0068	chr12	85310000	85575000	85635000	85680000	3prime	control_only	7.3042660196712e-09	NA	0	0	TRUE	medium	85442500
stripe_0069	chr12	108185000	108230000	108265000	108575000	3prime	shared	1.89848322039176e-34	2.18312544090559e-22	0	0	TRUE	medium	108207500
stripe_0070	chr13	6960000	7400000	7400000	7455000	3prime	mutant_only	NA	0.473170185072838	0	0	FALSE	medium	7180000
stripe_0071	chr13	18375000	18430000	18430000	19635000	3prime	mutant_only	NA	0.337983139629509	0	0	FALSE	medium	18402500
stripe_0072	chr13	25630000	30285000	30285000	30340000	3prime	control_only	0.401841213789657	NA	0	1	TRUE	medium	27957500
stripe_0073	chr13	43155000	43200000	43320000	43590000	3prime	mutant_only	NA	2.28278565637064e-06	0	0	TRUE	medium	43177500
stripe_0074	chr13	65990000	66305000	66305000	66360000	3prime	mutant_only	NA	2.68467465972114e-10	0	0	TRUE	medium	66147500
stripe_0075	chr13	84195000	85295000	85295000	85355000	3prime	mutant_only	NA	0.475465043506175	0	0	FALSE	medium	84745000
stripe_0076	chr14	18645000	19235000	19235000	19330000	3prime	mutant_only	NA	0.484129726383801	0	0	FALSE	medium	18940000
stripe_0077	chr14	23580000	23850000	23980000	24035000	3prime	control_only	5.45461343268284e-06	NA	0	0	TRUE	medium	23715000
stripe_0078	chr14	31020000	31385000	31460000	31495000	3prime	control_only	5.20731036005547e-12	NA	0	0	TRUE	medium	31202500
stripe_0079	chr14	33045000	33100000	33100000	34065000	3prime	control_only	0.989152606528386	NA	0	0	FALSE	medium	33072500
stripe_0080	chr14	34240000	34500000	34545000	34590000	3prime	mutant_only	NA	2.85455264642914e-10	0	0	FALSE	low	34370000
stripe_0081	chr14	46525000	46585000	46585000	47265000	3prime	control_only	0.200652342183815	NA	0	0	FALSE	medium	46555000
stripe_0082	chr14	50460000	50505000	50505000	51215000	3prime	control_only	0.722126301633897	NA	0	0	FALSE	medium	50482500
stripe_0083	chr14	51865000	51920000	51970000	52380000	3prime	shared	3.76165108364497e-19	4.9877613333057e-21	0	0	TRUE	medium	51892500
stripe_0084	chr14	54040000	54085000	54140000	54710000	3prime	control_only	7.16310604983207e-19	NA	0	0	TRUE	medium	54062500
stripe_0085	chr14	54210000	54255000	54375000	54690000	3prime	control_only	6.82117807815532e-35	NA	0	1	TRUE	medium	54232500
stripe_0086	chr14	55565000	55825000	55880000	55935000	3prime	control_only	4.65286572443762e-05	NA	0	0	TRUE	medium	55695000
stripe_0087	chr14	63050000	63095000	63140000	63395000	3prime	shared	2.04990571521836e-22	1.08257150728208e-15	0	0	TRUE	medium	63072500
stripe_0088	chr14	72540000	72610000	72610000	73375000	3prime	control_only	5.70121066867955e-05	NA	1	0	FALSE	medium	72575000
stripe_0089	chr14	94260000	94315000	94315000	94685000	3prime	mutant_only	NA	0.565413683112837	0	0	FALSE	medium	94287500
stripe_0090	chr14	119450000	119510000	119510000	120310000	3prime	control_only	0.917473648994473	NA	0	0	FALSE	medium	119480000
stripe_0091	chr14	122135000	122420000	122435000	122495000	3prime	control_only	7.31053179835875e-09	NA	1	1	TRUE	medium	122277500
stripe_0092	chr15	4260000	5765000	5765000	5820000	3prime	shared	0.209656093564313	0.298926812479918	0	0	FALSE	medium	5012500
stripe_0093	chr15	11955000	12010000	12070000	12380000	3prime	shared	5.97428878799671e-43	3.64427461861005e-46	0	0	TRUE	medium	11982500
stripe_0094	chr15	13895000	15305000	15305000	15370000	3prime	mutant_only	NA	0.00674613047685212	0	0	FALSE	medium	14600000
stripe_0095	chr15	27295000	27350000	27455000	27820000	3prime	control_only	4.68267788848426e-33	NA	0	0	TRUE	medium	27322500
stripe_0096	chr15	37960000	38340000	38460000	38505000	3prime	control_only	1.07905949878881e-10	NA	0	0	TRUE	medium	38150000
stripe_0097	chr15	39700000	39970000	40105000	40160000	3prime	control_only	1.41867817583217e-51	NA	0	0	TRUE	medium	39835000
stripe_0098	chr15	44415000	44470000	44565000	44890000	3prime	shared	1.84917299019056e-25	2.25701037405454e-08	0	0	TRUE	medium	44442500
stripe_0099	chr15	66655000	66700000	66825000	67155000	3prime	control_only	1.23231532753528e-12	NA	0	0	TRUE	medium	66677500
stripe_0100	chr15	75695000	75740000	75810000	76055000	3prime	control_only	1.46883496613505e-34	NA	0	0	TRUE	medium	75717500
stripe_0101	chr15	87115000	87430000	87520000	87565000	3prime	control_only	3.21348749689033e-10	NA	0	0	TRUE	medium	87272500
stripe_0102	chr15	93245000	93290000	93365000	93620000	3prime	control_only	2.95385042277042e-23	NA	0	0	TRUE	medium	93267500
stripe_0103	chr16	22260000	22650000	22785000	22830000	3prime	control_only	1.52185207382607e-17	NA	0	0	TRUE	medium	22455000
stripe_0104	chr16	25810000	25870000	25870000	27305000	3prime	mutant_only	NA	0.938582774651326	0	0	TRUE	medium	25840000
stripe_0105	chr16	41505000	41550000	41630000	42100000	3prime	shared	3.73959631344376e-37	5.93465404927537e-23	0	0	TRUE	medium	41527500
stripe_0106	chr16	61330000	62365000	62365000	62425000	3prime	mutant_only	NA	0.362427231925996	1	0	FALSE	medium	61847500
stripe_0107	chr16	68880000	68945000	68945000	70900000	3prime	control_only	0.807974264331495	NA	0	0	FALSE	medium	68912500
stripe_0108	chr16	73055000	74160000	74160000	74225000	3prime	mutant_only	NA	0.501417311078316	0	0	FALSE	medium	73607500
stripe_0109	chr16	75880000	75930000	75930000	76280000	3prime	control_only	0.224520673353793	NA	0	1	FALSE	medium	75905000
stripe_0110	chr16	78175000	78220000	78290000	78700000	3prime	control_only	6.45659172099005e-18	NA	0	0	TRUE	medium	78197500
stripe_0111	chr16	92795000	93685000	93685000	93740000	3prime	mutant_only	NA	0.710724901453278	0	0	FALSE	medium	93240000
stripe_0112	chr16	94710000	95240000	95320000	95365000	3prime	control_only	1.98091912412882e-11	NA	0	0	TRUE	medium	94975000
stripe_0113	chr16	96000000	96280000	96320000	96365000	3prime	shared	4.3085122029641e-37	1.46720596080265e-34	1	0	TRUE	medium	96140000
stripe_0114	chr17	6080000	6125000	6190000	6435000	3prime	control_only	2.838740545371e-49	NA	0	0	TRUE	medium	6102500
stripe_0115	chr17	12015000	12060000	12155000	12410000	3prime	shared	7.15817336373796e-23	7.04742283265959e-27	0	0	TRUE	medium	12037500
stripe_0116	chr17	15460000	15700000	15700000	15760000	3prime	mutant_only	NA	3.78200646824188e-13	0	0	FALSE	low	15580000
stripe_0117	chr17	19895000	19960000	19960000	20670000	3prime	mutant_only	NA	0.801935483627393	0	0	FALSE	medium	19927500
stripe_0118	chr17	19915000	20190000	20190000	20250000	3prime	mutant_only	NA	0.852603625374088	0	0	FALSE	medium	20052500
stripe_0119	chr17	25300000	25580000	25675000	25730000	3prime	shared	1.60076872330757e-26	2.03890638587534e-09	0	0	TRUE	medium	25440000
stripe_0120	chr17	26245000	26545000	26620000	26665000	3prime	mutant_only	NA	2.30891914545673e-31	0	0	TRUE	medium	26395000
stripe_0121	chr17	31115000	31150000	31235000	31525000	3prime	shared	8.29764779454681e-11	1.46256228146806e-09	0	0	TRUE	medium	31132500
stripe_0122	chr17	36825000	37140000	37180000	37225000	3prime	shared	1.02370429262398e-12	1.06019839235795e-06	0	0	TRUE	medium	36982500
stripe_0123	chr17	41285000	41345000	41345000	42665000	3prime	control_only	0.916771579982587	NA	0	0	FALSE	medium	41315000
stripe_0124	chr17	75310000	76055000	76055000	76110000	3prime	control_only	0.972951550683444	NA	0	0	FALSE	medium	75682500
stripe_0125	chr17	79820000	80100000	80165000	80210000	3prime	shared	3.97679457194824e-28	7.65741639876272e-21	0	0	TRUE	medium	79960000
stripe_0126	chr17	86140000	86185000	86255000	86540000	3prime	control_only	8.83255444131158e-32	NA	0	0	TRUE	medium	86162500
stripe_0127	chr17	86875000	87120000	87225000	87270000	3prime	shared	6.77366126268538e-25	5.28294291314212e-12	0	0	TRUE	medium	86997500
stripe_0128	chr17	89590000	90435000	90435000	90495000	3prime	control_only	0.945453930555776	NA	0	1	FALSE	medium	90012500
stripe_0129	chr18	6710000	6770000	6770000	7610000	3prime	mutant_only	NA	0.30913167219316	1	0	FALSE	medium	6740000
stripe_0130	chr18	13575000	13620000	13705000	13995000	3prime	control_only	5.42681705966334e-05	NA	0	0	FALSE	low	13597500
stripe_0131	chr18	16390000	16640000	16795000	16840000	3prime	control_only	0.00143506122382752	NA	0	0	TRUE	medium	16515000
stripe_0132	chr18	37280000	37735000	37865000	37910000	3prime	mutant_only	NA	1.07634320982085e-30	0	0	TRUE	medium	37507500
stripe_0133	chr18	56345000	56400000	56485000	56780000	3prime	shared	1.01214154493297e-25	3.66654656109362e-16	0	0	TRUE	medium	56372500
stripe_0134	chr18	64505000	64550000	64660000	65140000	3prime	shared	8.10356852668781e-58	9.19358167075172e-27	0	1	TRUE	medium	64527500
stripe_0135	chr18	67090000	67135000	67200000	67475000	3prime	shared	2.9697757595075e-17	5.08678576198705e-19	0	0	TRUE	medium	67112500
stripe_0136	chr18	71015000	71080000	71080000	72880000	3prime	mutant_only	NA	0.961366066496314	0	0	FALSE	medium	71047500
stripe_0137	chr18	85865000	88160000	88160000	88220000	3prime	mutant_only	NA	0.818933648148109	0	0	TRUE	medium	87012500
stripe_0138	chr18	89565000	89620000	89620000	90260000	3prime	mutant_only	NA	0.495244216822479	0	0	FALSE	medium	89592500
stripe_0139	chr19	7045000	7090000	7130000	7465000	3prime	mutant_only	NA	9.43146270407113e-36	0	0	TRUE	medium	7067500
stripe_0140	chr19	8545000	8600000	8630000	8925000	3prime	shared	3.49261620862888e-16	0.0235391649633691	0	1	TRUE	medium	8572500
stripe_0141	chr19	11585000	11630000	11735000	12005000	3prime	mutant_only	NA	0.000115180679930601	0	0	TRUE	medium	11607500
stripe_0142	chr19	17065000	17340000	17340000	17395000	3prime	mutant_only	NA	3.13843284192991e-24	0	0	TRUE	medium	17202500
stripe_0143	chr19	20780000	20835000	20835000	21820000	3prime	control_only	0.919672803327295	NA	0	0	TRUE	medium	20807500
stripe_0144	chr19	21020000	21065000	21100000	21360000	3prime	control_only	1.26629648682986e-05	NA	0	0	FALSE	medium	21042500
stripe_0145	chr19	24275000	24320000	24475000	24735000	3prime	control_only	3.70079522939033e-25	NA	0	1	TRUE	medium	24297500
stripe_0146	chr19	30760000	31275000	31275000	31335000	3prime	control_only	0.217412824213988	NA	0	0	FALSE	medium	31017500
stripe_0147	chr19	49990000	50045000	50045000	52260000	3prime	shared	0.535342647142628	0.81873968574329	0	0	FALSE	medium	50017500
stripe_0148	chr19	51440000	51495000	51495000	52325000	3prime	mutant_only	NA	0.0165748395735111	0	0	FALSE	medium	51467500
stripe_0149	chr19	56400000	56445000	56495000	56850000	3prime	shared	6.7922084597824e-18	3.52958545008881e-11	0	0	TRUE	medium	56422500
stripe_0150	chr2	3490000	3770000	3770000	3840000	3prime	mutant_only	NA	1.85532012398481e-07	1	1	FALSE	medium	3630000
stripe_0151	chr2	4380000	4710000	4845000	4890000	3prime	shared	5.86825555603647e-36	2.36501275697624e-29	0	0	TRUE	medium	4545000
stripe_0152	chr2	17395000	17740000	17820000	17865000	3prime	shared	8.6858525172707e-09	1.82213198946833e-09	0	0	TRUE	medium	17567500
stripe_0153	chr2	30405000	30465000	30465000	31010000	3prime	control_only	9.13091181780008e-14	NA	0	0	FALSE	low	30435000
stripe_0154	chr2	45280000	45320000	45320000	47075000	3prime	control_only	0.934801023617437	NA	0	0	FALSE	medium	45300000
stripe_0155	chr2	52045000	52490000	52580000	52625000	3prime	control_only	3.10347571924535e-19	NA	0	0	TRUE	medium	52267500
stripe_0156	chr2	70670000	70725000	70725000	71110000	3prime	mutant_only	NA	0.730531788421624	0	0	FALSE	medium	70697500
stripe_0157	chr2	78335000	80110000	80110000	80165000	3prime	control_only	0.904302413296386	NA	0	0	TRUE	medium	79222500
stripe_0158	chr2	94025000	94080000	94140000	94395000	3prime	mutant_only	NA	4.22749867312828e-34	0	0	TRUE	medium	94052500
stripe_0159	chr2	101885000	101930000	102020000	102500000	3prime	shared	1.74286659209027e-13	4.0576991614448e-15	0	0	FALSE	low	101907500
stripe_0160	chr2	108450000	108495000	108495000	109310000	3prime	control_only	2.54458645417892e-05	NA	0	0	FALSE	low	108472500
stripe_0161	chr2	123685000	125155000	125155000	125220000	3prime	control_only	0.00115369592266964	NA	0	0	FALSE	medium	124420000
stripe_0162	chr2	129475000	129520000	129620000	129910000	3prime	control_only	2.77155468044591e-21	NA	0	0	TRUE	medium	129497500
stripe_0163	chr2	139060000	139125000	139125000	139990000	3prime	mutant_only	NA	0.285680867142399	0	0	FALSE	medium	139092500
stripe_0164	chr2	141235000	141490000	141490000	141545000	3prime	control_only	0.686052855140697	NA	0	1	FALSE	medium	141362500
stripe_0165	chr2	157220000	157485000	157550000	157595000	3prime	shared	3.50438141308379e-24	4.53367750499481e-28	0	0	TRUE	medium	157352500
stripe_0166	chr2	157635000	157640000	157735000	158010000	3prime	mutant_only	NA	3.33623910032673e-17	0	1	FALSE	medium	157637500
stripe_0167	chr2	157975000	158270000	158325000	158370000	3prime	shared	1.91594417433584e-12	0.000914178869776852	0	0	TRUE	medium	158122500
stripe_0168	chr2	167660000	167705000	167845000	168095000	3prime	control_only	2.42410631785808e-15	NA	0	0	TRUE	medium	167682500
stripe_0169	chr3	24625000	24680000	24680000	26410000	3prime	mutant_only	NA	0.0299118078821545	0	0	FALSE	medium	24652500
stripe_0170	chr3	47545000	47790000	47790000	47845000	3prime	control_only	0.492791866496364	NA	0	0	FALSE	medium	47667500
stripe_0171	chr3	51885000	51935000	51935000	52695000	3prime	shared	0.00633879490277256	3.64951446918326e-22	0	0	FALSE	low	51910000
stripe_0172	chr3	53015000	53060000	53155000	53505000	3prime	shared	5.80996430110019e-37	6.63853017199843e-36	0	1	TRUE	medium	53037500
stripe_0173	chr3	90900000	90965000	90965000	92160000	3prime	mutant_only	NA	0.111202908925117	0	0	FALSE	medium	90932500
stripe_0174	chr3	96915000	96960000	97105000	97405000	3prime	control_only	8.77154489193067e-25	NA	0	0	TRUE	medium	96937500
stripe_0175	chr3	97910000	97955000	98045000	98390000	3prime	mutant_only	NA	3.36799572182028e-15	0	0	TRUE	medium	97932500
stripe_0176	chr3	109675000	109735000	109735000	110145000	3prime	mutant_only	NA	0.0105834657900418	0	0	FALSE	medium	109705000
stripe_0177	chr3	122285000	122330000	122425000	122675000	3prime	shared	1.27318666954643e-13	1.00042761019201e-11	0	0	TRUE	medium	122307500
stripe_0178	chr3	129280000	129325000	129435000	129755000	3prime	shared	1.11330689219763e-22	4.58585647853116e-20	0	0	TRUE	medium	129302500
stripe_0179	chr3	144675000	145375000	145375000	145480000	3prime	mutant_only	NA	0.544660661984279	0	0	FALSE	medium	145025000
stripe_0180	chr4	8665000	8710000	8765000	9120000	3prime	mutant_only	NA	1.85567219103662e-27	0	0	TRUE	medium	8687500
stripe_0181	chr4	10895000	10940000	10985000	11230000	3prime	mutant_only	NA	8.57788140368497e-19	0	0	TRUE	medium	10917500
stripe_0182	chr4	18205000	18265000	18265000	19400000	3prime	mutant_only	NA	0.507558095421261	0	1	FALSE	medium	18235000
stripe_0183	chr4	35530000	38680000	38680000	38745000	3prime	control_only	0.552648862698565	NA	1	1	FALSE	medium	37105000
stripe_0184	chr4	72505000	72570000	72570000	74055000	3prime	control_only	0.509342954954766	NA	0	0	FALSE	medium	72537500
stripe_0185	chr4	74865000	75310000	75310000	75365000	3prime	mutant_only	NA	0.593274587620816	0	0	FALSE	medium	75087500
stripe_0186	chr4	77395000	77450000	77450000	77740000	3prime	mutant_only	NA	0.269954632656447	0	0	FALSE	medium	77422500
stripe_0187	chr4	78690000	80775000	80775000	80835000	3prime	mutant_only	NA	0.999241940529297	0	0	FALSE	medium	79732500
stripe_0188	chr4	83265000	83325000	83325000	83640000	3prime	mutant_only	NA	0.274819375205445	0	0	FALSE	medium	83295000
stripe_0189	chr4	97755000	97810000	97865000	98165000	3prime	shared	1.87378837989991e-21	1.83680406156333e-14	0	0	TRUE	medium	97782500
stripe_0190	chr4	106590000	106635000	106695000	106975000	3prime	shared	8.82489250104999e-09	9.20844622467996e-07	0	0	TRUE	medium	106612500
stripe_0191	chr4	112340000	112400000	112400000	112610000	3prime	shared	0.856476209502863	0.545643766837664	0	0	FALSE	medium	112370000
stripe_0192	chr4	112510000	112575000	112575000	115545000	3prime	control_only	0.153424786013763	NA	0	0	FALSE	medium	112542500
stripe_0193	chr4	114905000	115135000	115280000	115285000	3prime	control_only	9.3804089430454e-19	NA	0	0	TRUE	medium	115020000
stripe_0194	chr4	120565000	120610000	120665000	120985000	3prime	control_only	8.50542619856038e-16	NA	0	0	TRUE	medium	120587500
stripe_0195	chr4	123470000	123785000	123880000	123925000	3prime	shared	1.0953187049749e-28	7.94379032509629e-25	0	0	TRUE	medium	123627500
stripe_0196	chr4	129140000	129385000	129435000	129480000	3prime	mutant_only	NA	1.73615147091943e-08	0	0	TRUE	medium	129262500
stripe_0197	chr4	136855000	137170000	137285000	137330000	3prime	control_only	1.12418092342184e-19	NA	0	0	TRUE	medium	137012500
stripe_0198	chr4	155065000	155120000	155215000	155470000	3prime	control_only	2.03013385462479e-27	NA	0	0	FALSE	low	155092500
stripe_0199	chr5	3130000	3390000	3490000	3535000	3prime	control_only	3.64013011132961e-09	NA	0	0	TRUE	medium	3260000
stripe_0200	chr5	36455000	36680000	36730000	36755000	3prime	control_only	8.74278197482046e-42	NA	0	0	FALSE	low	36567500
stripe_0201	chr5	50115000	52040000	52040000	52105000	3prime	control_only	0.844319031477333	NA	0	0	TRUE	medium	51077500
stripe_0202	chr5	72330000	72375000	72455000	72790000	3prime	control_only	3.66626162302358e-10	NA	0	0	TRUE	medium	72352500
stripe_0203	chr5	83480000	85920000	85920000	85985000	3prime	control_only	0.567698688747962	NA	3	0	FALSE	medium	84700000
stripe_0204	chr5	112400000	112925000	113030000	113075000	3prime	control_only	5.2139235733875e-13	NA	0	0	FALSE	low	112662500
stripe_0205	chr5	113345000	113390000	113505000	113805000	3prime	control_only	1.38814197252898e-29	NA	0	0	TRUE	medium	113367500
stripe_0206	chr5	123525000	123785000	123895000	123930000	3prime	shared	1.56433929744419e-22	5.65589937301034e-29	0	0	TRUE	medium	123655000
stripe_0207	chr5	124505000	124810000	124850000	124895000	3prime	shared	1.37355769323335e-42	1.40438900722531e-34	0	0	TRUE	medium	124657500
stripe_0208	chr5	133540000	133820000	133865000	133910000	3prime	mutant_only	NA	0.861574944920617	0	0	FALSE	medium	133680000
stripe_0209	chr5	137115000	137150000	137265000	137520000	3prime	mutant_only	NA	1.41776353602539e-10	0	0	FALSE	medium	137132500
