chr	context	strand	Read	Position	nMethylated	nUnmethylated	nMethylated(+dups)	nUnmethylated(+dups)
chr1	CHH	OB	1	147	630	57113	731	68062
chr1	CHH	OB	1	148	611	56423	728	67229
chr1	CHH	OB	1	149	648	53598	742	63879
chr1	CHH	OB	1	15	796	68085	952	80390
chr1	CHH	OB	1	150	712	49159	832	58747
chr1	CHH	OB	1	151	384	44471	467	52959
chr1	CHH	OB	1	16	791	67998	956	80279
chr1	CHH	OB	1	17	775	68278	914	80605
chr1	CHH	OB	1	18	737	68513	888	80691
chr1	CHH	OB	1	19	720	68359	869	80397
chr1	CHH	OB	1	2	837	67271	1023	79399
chr1	CHH	OB	1	20	724	68650	882	80761
chr1	CHH	OB	1	21	693	68643	829	80774
chr1	CHH	OB	1	22	757	68179	917	80297
chr1	CHH	OB	1	23	740	68322	885	80501
chr1	CHH	OB	1	24	679	68472	826	80485
chr1	CHH	OB	1	25	732	68363	887	80507
chr1	CHH	OB	1	26	667	68066	812	80160
chr1	CHH	OB	1	27	705	68357	859	80600
chr1	CHH	OB	1	28	744	68567	915	80726
chr1	CHH	OB	1	29	714	68209	861	80369
chr1	CHH	OB	1	3	821	68365	980	80554
chr1	CHH	OB	1	30	759	68375	937	80562
chr1	CHH	OB	1	31	748	68697	912	80943
chr1	CHH	OB	1	32	686	68429	840	80500
chr1	CHH	OB	1	33	710	68611	856	80914
chr1	CHH	OB	1	34	669	68626	825	80644
chr1	CHH	OB	1	35	699	68593	844	80707
chr1	CHH	OB	1	36	676	68511	794	80674
chr1	CHH	OB	1	37	711	68577	856	80672
chr1	CHH	OB	1	38	666	68279	805	80526
chr1	CHH	OB	1	39	713	68444	852	80730
chr1	CHH	OB	1	4	773	69020	931	81437
chr1	CHH	OB	1	40	708	68658	861	80882
chr1	CHH	OB	1	41	693	67885	858	79998
chr1	CHH	OB	1	42	679	68355	840	80700
chr1	CHH	OB	1	43	656	68284	796	80636
chr1	CHH	OB	1	44	685	68423	838	80674
chr1	CHH	OB	1	45	666	68428	794	80864
chr1	CHH	OB	1	46	682	68135	819	80417
chr1	CHH	OB	1	47	712	68380	852	80575
chr1	CHH	OB	1	48	722	68359	859	80485
chr1	CHH	OB	1	49	675	68598	804	80857
chr1	CHH	OB	1	5	809	68515	981	80784
chr1	CHH	OB	1	50	712	68526	844	80854
chr1	CHH	OB	1	51	668	69036	811	81292
chr1	CHH	OB	1	52	641	68438	768	80643
chr1	CHH	OB	1	53	664	68371	812	80546
chr1	CHH	OB	1	54	641	68576	778	80679
chr1	CHH	OB	1	55	660	68878	786	81203
chr1	CHH	OB	1	56	704	68582	858	80762
chr1	CHH	OB	1	57	678	68888	810	81179
chr1	CHH	OB	1	58	673	68312	805	80542
chr1	CHH	OB	1	59	614	68258	737	80342
chr1	CHH	OB	1	6	784	68512	956	80717
chr1	CHH	OB	1	60	598	68403	699	80458
chr1	CHH	OB	1	61	621	68525	748	80759
chr1	CHH	OB	1	62	652	68850	781	81200
chr1	CHH	OB	1	63	642	68536	764	80529
chr1	CHH	OB	1	64	671	68465	816	80557
chr1	CHH	OB	1	65	638	68434	754	80585
chr1	CHH	OB	1	66	662	68296	797	80403
chr1	CHH	OB	1	67	641	68018	753	80199
chr1	CHH	OB	1	68	658	68308	778	80190
chr1	CHH	OB	1	69	680	68298	823	80333
chr1	CHH	OB	1	7	774	68544	919	80644
chr1	CHH	OB	1	70	613	68672	759	81128
chr1	CHH	OB	1	71	614	68252	738	80563
chr1	CHH	OB	1	72	640	68299	763	80383
chr1	CHH	OB	1	73	638	68492	771	80607
chr1	CHH	OB	1	74	614	68159	728	80061
chr1	CHH	OB	1	75	641	68134	746	80345
chr1	CHH	OB	1	76	643	68048	769	80155
chr1	CHH	OB	1	77	577	67967	693	80115
chr1	CHH	OB	1	78	594	67883	725	79936
chr1	CHH	OB	1	79	616	68245	729	80506
chr1	CHH	OB	1	8	762	68079	904	80137
chr1	CHH	OB	1	80	645	68391	783	80621
chr1	CHH	OB	1	81	616	68541	709	80801
chr1	CHH	OB	1	82	605	68310	707	80429
chr1	CHH	OB	1	83	607	68220	720	80295
chr1	CHH	OB	1	84	592	67610	708	79676
chr1	CHH	OB	1	85	592	67603	691	79743
chr1	CHH	OB	1	86	567	67801	657	79876
chr1	CHH	OB	1	87	583	68062	678	80121
chr1	CHH	OB	1	88	633	67547	753	79821
chr1	CHH	OB	1	89	575	67960	695	80244
chr1	CHH	OB	1	9	758	68174	914	80125
chr1	CHH	OB	1	90	604	67242	727	79286
chr1	CHH	OB	1	91	602	67359	699	79387
chr1	CHH	OB	1	92	607	67737	709	79933
chr1	CHH	OB	1	93	608	67428	736	79575
chr1	CHH	OB	1	94	619	67349	751	79522
chr1	CHH	OB	1	95	631	67540	761	79978
chr1	CHH	OB	1	96	570	67124	668	79336
chr1	CHH	OB	1	97	589	67159	700	79206
chr1	CHH	OB	1	98	623	67056	737	79097
chr1	CHH	OB	1	99	569	66300	655	78264
chr1	CHH	OB	2	1	680	58467	800	68953
chr1	CHH	OB	2	10	574	67371	669	79403
chr1	CHH	OB	2	100	573	67030	681	79190
chr1	CHH	OB	2	101	596	66489	696	78580
chr1	CHH	OB	2	102	579	66530	689	78495
chr1	CHH	OB	2	103	610	66543	751	78703
chr1	CHH	OB	2	104	555	66576	658	78644
chr1	CHH	OB	2	105	622	66780	714	78782
chr1	CHH	OB	2	106	578	66707	706	78966
chr1	CHH	OB	2	107	627	65946	735	77957
chr1	CHH	OB	2	108	601	66059	723	78060
chr1	CHH	OB	2	109	593	65654	710	77488
chr1	CHH	OB	2	11	598	67104	699	79065
chr1	CHH	OB	2	110	575	66041	661	77908
chr1	CHH	OB	2	111	638	65937	736	78044
chr1	CHH	OB	2	112	553	66188	660	78301
chr1	CHH	OB	2	113	608	65860	721	77788
chr1	CHH	OB	2	114	577	65522	699	77358
chr1	CHH	OB	2	115	577	65232	686	77344
chr1	CHH	OB	2	116	552	65166	661	76961
chr1	CHH	OB	2	117	643	65046	741	76995
chr1	CHH	OB	2	118	637	64466	735	76270
chr1	CHH	OB	2	119	558	64623	642	76487
chr1	CHH	OB	2	12	595	66711	688	78639
chr1	CHH	OB	2	120	594	64647	725	76262
chr1	CHH	OB	2	121	622	64518	726	76243
chr1	CHH	OB	2	122	586	64515	687	76477
chr1	CHH	OB	2	123	627	63787	735	75514
chr1	CHH	OB	2	124	621	63924	727	75655
chr1	CHH	OB	2	125	581	63915	679	75751
chr1	CHH	OB	2	126	597	63563	705	75272
chr1	CHH	OB	2	127	609	62876	721	74453
chr1	CHH	OB	2	128	606	63287	720	75182
chr1	CHH	OB	2	129	594	63361	683	75127
chr1	CHH	OB	2	13	539	66721	624	78421
chr1	CHH	OB	2	130	594	62206	705	73829
chr1	CHH	OB	2	131	589	62710	726	74589
chr1	CHH	OB	2	132	603	62206	706	73806
chr1	CHH	OB	2	133	557	62337	674	74050
chr1	CHH	OB	2	134	584	62141	694	74018
chr1	CHH	OB	2	135	637	61659	744	73227
chr1	CHH	OB	2	136	630	61653	751	73445
chr1	CHH	OB	2	137	605	61102	726	72715
chr1	CHH	OB	2	138	586	61227	700	72756
chr1	CHH	OB	2	139	634	61134	765	72882
chr1	CHH	OB	2	14	578	66907	665	78793
chr1	CHH	OB	2	140	620	60645	730	72143
chr1	CHH	OB	2	141	632	60422	775	71959
chr1	CHH	OB	2	142	553	59964	675	71136
chr1	CHH	OB	2	143	672	60032	808	71538
chr1	CHH	OB	2	144	613	59311	735	70661
chr1	CHH	OB	2	145	638	59450	773	70821
chr1	CHH	OB	2	146	643	59019	765	70396
chr1	CHH	OB	2	147	657	58972	788	70436
chr1	CHH	OB	2	148	677	58570	805	69752
chr1	CHH	OB	2	149	597	58643	710	69961
chr1	CHH	OB	2	15	593	66771	701	78728
chr1	CHH	OB	2	150	633	58196	743	69386
chr1	CHH	OB	2	151	718	57903	854	69255
chr1	CHH	OB	2	16	611	66963	731	79067
chr1	CHH	OB	2	17	594	66984	693	78947
chr1	CHH	OB	2	18	572	67435	679	79264
chr1	CHH	OB	2	19	553	67376	648	79314
chr1	CHH	OB	2	2	604	62098	739	73236
chr1	CHH	OB	2	20	524	67144	630	79226
chr1	CHH	OB	2	21	593	67500	710	79585
chr1	CHH	OB	2	22	559	67740	655	79619
chr1	CHH	OB	2	23	592	67959	692	80156
chr1	CHH	OB	2	24	587	68003	678	80134
chr1	CHH	OB	2	25	568	67743	669	79966
chr1	CHH	OB	2	26	557	67681	676	79685
chr1	CHH	OB	2	27	572	67944	680	79904
chr1	CHH	OB	2	28	618	68058	740	80141
chr1	CHH	OB	2	29	559	68086	660	80213
chr1	CHH	OB	2	3	687	68741	815	80914
chr1	CHH	OB	2	30	590	68187	683	80379
chr1	CHH	OB	2	31	566	68376	649	80634
chr1	CHH	OB	2	32	557	68081	648	80223
chr1	CHH	OB	2	33	624	68312	729	80595
chr1	CHH	OB	2	34	548	68675	659	80776
chr1	CHH	OB	2	35	579	68165	692	80424
chr1	CHH	OB	2	36	592	68470	691	80696
chr1	CHH	OB	2	37	523	68717	610	80945
chr1	CHH	OB	2	38	548	68029	640	80069
chr1	CHH	OB	2	39	572	67982	666	80013
chr1	CHH	OB	2	4	647	73343	775	86609
chr1	CHH	OB	2	40	595	68081	703	80112
chr1	CHH	OB	2	41	509	68178	594	80170
chr1	CHH	OB	2	42	550	68205	637	80613
chr1	CHH	OB	2	43	555	68530	643	80739
chr1	CHH	OB	2	44	563	68464	656	80702
chr1	CHH	OB	2	45	592	68364	694	80621
chr1	CHH	OB	2	46	532	68547	624	80751
chr1	CHH	OB	2	47	565	68891	665	81209
chr1	CHH	OB	2	48	640	68745	736	80929
chr1	CHH	OB	2	49	583	67970	672	79930
chr1	CHH	OB	2	5	596	72442	692	85429
chr1	CHH	OB	2	50	523	68618	596	80972
chr1	CHH	OB	2	51	580	68304	677	80442
chr1	CHH	OB	2	52	562	68415	671	80455
chr1	CHH	OB	2	53	540	68534	622	80787
chr1	CHH	OB	2	54	593	68397	704	80761
chr1	CHH	OB	2	55	545	69077	634	81531
chr1	CHH	OB	2	56	585	68857	692	81122
chr1	CHH	OB	2	57	573	68692	675	80889
chr1	CHH	OB	2	58	591	68678	692	80918
chr1	CHH	OB	2	59	546	68019	635	80091
chr1	CHH	OB	2	6	603	70716	724	83249
chr1	CHH	OB	2	60	612	68338	718	80776
chr1	CHH	OB	2	61	588	68291	703	80504
chr1	CHH	OB	2	62	542	68766	628	81025
chr1	CHH	OB	2	63	566	68731	663	81004
chr1	CHH	OB	2	64	624	68252	734	80413
chr1	CHH	OB	2	65	599	68615	704	80774
chr1	CHH	OB	2	66	628	68395	751	80803
chr1	CHH	OB	2	67	631	68557	742	81025
chr1	CHH	OB	2	68	555	68384	676	80480
chr1	CHH	OB	2	69	559	68547	652	80882
chr1	CHH	OB	2	7	583	70203	703	82711
chr1	CHH	OB	2	70	649	68400	771	80761
chr1	CHH	OB	2	71	593	68342	701	80526
chr1	CHH	OB	2	72	590	68124	701	80404
chr1	CHH	OB	2	73	581	68339	676	80449
chr1	CHH	OB	2	74	579	68395	658	80752
chr1	CHH	OB	2	75	626	68355	729	80696
chr1	CHH	OB	2	76	622	68027	750	80275
chr1	CHH	OB	2	77	566	68184	662	80484
chr1	CHH	OB	2	78	590	68191	688	80264
chr1	CHH	OB	2	79	615	67791	717	79923
chr1	CHH	OB	2	8	492	67503	577	79536
chr1	CHH	OB	2	80	560	68343	660	80538
chr1	CHH	OB	2	81	557	67790	666	79865
chr1	CHH	OB	2	82	593	68058	679	80356
chr1	CHH	OB	2	83	576	67937	685	80221
chr1	CHH	OB	2	84	562	67623	644	79727
chr1	CHH	OB	2	85	611	68232	711	80374
chr1	CHH	OB	2	86	561	68144	684	80264
chr1	CHH	OB	2	87	648	68058	773	80362
chr1	CHH	OB	2	88	644	67775	754	80030
chr1	CHH	OB	2	89	568	67790	677	79996
chr1	CHH	OB	2	9	612	67529	709	79555
chr1	CHH	OB	2	90	582	67975	684	80221
chr1	CHH	OB	2	91	625	67552	738	79645
chr1	CHH	OB	2	92	557	67651	677	79817
chr1	CHH	OB	2	93	599	67432	695	79591
chr1	CHH	OB	2	94	571	67587	694	79762
chr1	CHH	OB	2	95	639	67180	742	79181
chr1	CHH	OB	2	96	601	67038	690	79027
chr1	CHH	OB	2	97	614	67694	712	79934
chr1	CHH	OB	2	98	564	67125	667	79092
chr1	CHH	OB	2	99	622	66712	747	78714
chr1	CHH	OT	1	1	497	52668	580	61776
chr1	CHH	OT	1	10	641	67191	743	79073
chr1	CHH	OT	1	100	658	67357	781	79475
chr1	CHH	OT	1	101	604	67070	730	79083
chr1	CHH	OT	1	102	664	66783	795	78575
chr1	CHH	OT	1	103	716	66986	844	78992
chr1	CHH	OT	1	104	636	66942	751	79083
chr1	CHH	OT	1	105	642	66532	764	78612
chr1	CHH	OT	1	106	683	66470	819	78665
chr1	CHH	OT	1	107	637	66154	773	78135
chr1	CHH	OT	1	108	719	66459	832	78618
chr1	CHH	OT	1	109	672	66068	805	78053
chr1	CHH	OT	1	11	664	67006	786	79185
chr1	CHH	OT	1	110	623	66054	744	77845
chr1	CHH	OT	1	111	685	66086	829	78169
chr1	CHH	OT	1	112	639	66415	767	78630
chr1	CHH	OT	1	113	704	66240	861	78296
chr1	CHH	OT	1	114	680	65425	834	77458
chr1	CHH	OT	1	115	645	65722	815	77600
chr1	CHH	OT	1	116	636	65420	756	77402
chr1	CHH	OT	1	117	686	65745	807	77676
chr1	CHH	OT	1	118	631	65310	753	77103
chr1	CHH	OT	1	119	630	65262	756	77418
chr1	CHH	OT	1	12	666	66773	762	78413
chr1	CHH	OT	1	120	687	65140	858	77166
chr1	CHH	OT	1	121	677	64862	819	76897
chr1	CHH	OT	1	122	646	64697	783	76691
chr1	CHH	OT	1	123	649	65091	790	76952
chr1	CHH	OT	1	124	641	64241	772	76071
chr1	CHH	OT	1	125	671	64434	822	76401
chr1	CHH	OT	1	126	683	64173	811	76125
chr1	CHH	OT	1	127	677	64046	821	75992
chr1	CHH	OT	1	128	694	63554	849	75409
chr1	CHH	OT	1	129	645	63478	767	75284
chr1	CHH	OT	1	13	640	66573	748	78655
chr1	CHH	OT	1	130	653	63317	807	75018
chr1	CHH	OT	1	131	660	63308	780	75030
chr1	CHH	OT	1	132	672	63045	814	74764
chr1	CHH	OT	1	133	700	62712	835	74577
chr1	CHH	OT	1	134	655	62568	787	74543
chr1	CHH	OT	1	135	640	62287	792	74216
chr1	CHH	OT	1	136	682	62331	813	74166
chr1	CHH	OT	1	137	689	62277	861	73955
chr1	CHH	OT	1	138	688	62278	845	74041
chr1	CHH	OT	1	139	689	61451	824	73028
chr1	CHH	OT	1	14	674	67249	774	79164
chr1	CHH	OT	1	140	710	61004	850	72582
chr1	CHH	OT	1	141	660	61153	813	72843
chr1	CHH	OT	1	142	674	60535	810	72205
chr1	CHH	OT	1	143	665	60925	823	72384
chr1	CHH	OT	1	144	640	60482	763	71855
chr1	CHH	OT	1	145	667	60051	813	71486
chr1	CHH	OT	1	146	684	59620	840	71136
chr1	CHH	OT	1	147	697	59886	830	71522
chr1	CHH	OT	1	148	621	59649	772	71416
chr1	CHH	OT	1	149	717	58940	873	70389
chr1	CHH	OT	1	15	619	67392	718	79500
chr1	CHH	OT	1	150	665	58733	813	70214
chr1	CHH	OT	1	151	672	58756	848	70149
chr1	CHH	OT	1	16	611	67813	718	79883
chr1	CHH	OT	1	17	649	67259	747	79448
chr1	CHH	OT	1	18	659	67842	787	79973
chr1	CHH	OT	1	19	638	67792	724	79988
chr1	CHH	OT	1	2	835	56658	964	66530
chr1	CHH	OT	1	20	636	68064	735	80314
chr1	CHH	OT	1	21	579	67578	672	79703
chr1	CHH	OT	1	22	659	67980	767	80047
chr1	CHH	OT	1	23	587	67817	696	79980
chr1	CHH	OT	1	24	646	67514	749	79705
chr1	CHH	OT	1	25	584	67874	695	79981
chr1	CHH	OT	1	26	605	68096	726	80208
chr1	CHH	OT	1	27	568	68045	662	80008
chr1	CHH	OT	1	28	585	68338	679	80589
chr1	CHH	OT	1	29	612	68749	716	80744
chr1	CHH	OT	1	3	780	62065	923	72975
chr1	CHH	OT	1	30	587	68272	678	80589
chr1	CHH	OT	1	31	603	67499	683	79540
chr1	CHH	OT	1	32	626	67812	736	79820
chr1	CHH	OT	1	33	630	68287	729	80487
chr1	CHH	OT	1	34	601	68342	729	80657
chr1	CHH	OT	1	35	561	68593	648	80800
chr1	CHH	OT	1	36	607	68153	704	80247
chr1	CHH	OT	1	37	614	68278	717	80459
chr1	CHH	OT	1	38	587	68188	684	80390
chr1	CHH	OT	1	39	602	68480	709	80614
chr1	CHH	OT	1	4	757	64445	875	75942
chr1	CHH	OT	1	40	611	68196	718	80298
chr1	CHH	OT	1	41	616	68250	716	80369
chr1	CHH	OT	1	42	584	68012	675	80073
chr1	CHH	OT	1	43	625	68252	744	80511
chr1	CHH	OT	1	44	613	68652	715	80842
chr1	CHH	OT	1	45	604	67987	698	80242
chr1	CHH	OT	1	46	621	68248	750	80343
chr1	CHH	OT	1	47	658	68338	766	80451
chr1	CHH	OT	1	48	605	68399	735	80607
chr1	CHH	OT	1	49	599	67899	702	80098
chr1	CHH	OT	1	5	709	65223	809	76758
chr1	CHH	OT	1	50	610	68464	719	80709
chr1	CHH	OT	1	51	599	68571	727	80965
chr1	CHH	OT	1	52	617	68111	730	80257
chr1	CHH	OT	1	53	614	68142	744	80275
chr1	CHH	OT	1	54	642	68429	752	80537
chr1	CHH	OT	1	55	625	68278	726	80282
chr1	CHH	OT	1	56	612	68634	714	81016
chr1	CHH	OT	1	57	596	68500	718	80796
chr1	CHH	OT	1	58	597	68466	685	80729
chr1	CHH	OT	1	59	585	68301	709	80438
chr1	CHH	OT	1	6	681	67357	808	79194
chr1	CHH	OT	1	60	618	68159	711	80374
chr1	CHH	OT	1	61	599	68473	705	80649
chr1	CHH	OT	1	62	585	68594	687	80953
chr1	CHH	OT	1	63	641	68566	780	80813
chr1	CHH	OT	1	64	631	68396	743	80485
chr1	CHH	OT	1	65	595	68608	704	80912
chr1	CHH	OT	1	66	593	68723	690	81003
chr1	CHH	OT	1	67	646	68198	746	80678
chr1	CHH	OT	1	68	601	68217	701	80331
chr1	CHH	OT	1	69	596	68400	697	80602
chr1	CHH	OT	1	7	661	66667	777	78669
chr1	CHH	OT	1	70	577	68645	688	80722
chr1	CHH	OT	1	71	592	68377	720	80584
chr1	CHH	OT	1	72	612	68531	729	80672
chr1	CHH	OT	1	73	617	68482	724	80809
chr1	CHH	OT	1	74	623	68526	742	80721
chr1	CHH	OT	1	75	622	68292	734	80461
chr1	CHH	OT	1	76	568	68368	665	80610
chr1	CHH	OT	1	77	612	68616	727	80977
chr1	CHH	OT	1	78	624	68391	722	80846
chr1	CHH	OT	1	79	640	68502	768	80707
chr1	CHH	OT	1	8	714	68713	832	81027
chr1	CHH	OT	1	80	632	68121	761	80213
chr1	CHH	OT	1	81	665	68065	789	80248
chr1	CHH	OT	1	82	620	68027	752	80138
chr1	CHH	OT	1	83	675	68238	796	80427
chr1	CHH	OT	1	84	644	68128	766	80218
chr1	CHH	OT	1	85	612	68004	737	80177
chr1	CHH	OT	1	86	642	68109	754	80386
chr1	CHH	OT	1	87	627	67683	730	79725
chr1	CHH	OT	1	88	592	68047	708	80384
chr1	CHH	OT	1	89	585	67839	710	80033
chr1	CHH	OT	1	9	644	67300	746	79126
chr1	CHH	OT	1	90	633	67951	732	80081
chr1	CHH	OT	1	91	666	68147	799	80220
chr1	CHH	OT	1	92	629	67902	737	80059
chr1	CHH	OT	1	93	640	68057	761	80191
chr1	CHH	OT	1	94	663	67340	783	79417
chr1	CHH	OT	1	95	645	67692	760	79833
chr1	CHH	OT	1	96	646	67014	764	79010
chr1	CHH	OT	1	97	679	67286	810	79296
chr1	CHH	OT	1	98	651	67661	792	79712
chr1	CHH	OT	1	99	631	67412	747	79521
chr1	CHH	OT	2	1	719	65655	885	77602
chr1	CHH	OT	2	10	660	67568	792	79587
chr1	CHH	OT	2	100	543	67511	649	79805
chr1	CHH	OT	2	101	507	67208	608	79340
chr1	CHH	OT	2	102	551	66882	655	79037
chr1	CHH	OT	2	103	536	67146	630	79180
chr1	CHH	OT	2	104	552	66600	637	78636
chr1	CHH	OT	2	105	509	66886	594	79049
chr1	CHH	OT	2	106	550	66753	640	78953
chr1	CHH	OT	2	107	538	66656	649	78698
chr1	CHH	OT	2	108	532	66331	648	78447
chr1	CHH	OT	2	109	551	66057	642	78016
chr1	CHH	OT	2	11	649	67703	793	79861
chr1	CHH	OT	2	110	530	66194	629	78389
chr1	CHH	OT	2	111	560	66369	655	78446
chr1	CHH	OT	2	112	508	66207	612	78201
chr1	CHH	OT	2	113	536	65897	646	77795
chr1	CHH	OT	2	114	508	65567	617	77565
chr1	CHH	OT	2	115	506	65592	591	77555
chr1	CHH	OT	2	116	540	65277	631	77186
chr1	CHH	OT	2	117	513	65242	608	77180
chr1	CHH	OT	2	118	486	65085	575	76802
chr1	CHH	OT	2	119	541	65317	632	77282
chr1	CHH	OT	2	12	655	68155	781	80056
chr1	CHH	OT	2	120	470	65059	559	76786
chr1	CHH	OT	2	121	535	64552	618	76545
chr1	CHH	OT	2	122	505	64634	588	76740
chr1	CHH	OT	2	123	514	64290	599	76112
chr1	CHH	OT	2	124	481	64036	574	75762
chr1	CHH	OT	2	125	484	63962	554	75813
chr1	CHH	OT	2	126	492	63198	560	74915
chr1	CHH	OT	2	127	518	63213	610	74930
chr1	CHH	OT	2	128	487	63311	567	75142
chr1	CHH	OT	2	129	486	62463	575	74192
chr1	CHH	OT	2	13	675	67776	801	79775
chr1	CHH	OT	2	130	462	62537	561	74324
chr1	CHH	OT	2	131	507	62622	579	74084
chr1	CHH	OT	2	132	494	61866	594	73214
chr1	CHH	OT	2	133	470	61915	540	73503
chr1	CHH	OT	2	134	504	61702	604	73381
chr1	CHH	OT	2	135	534	61291	627	72968
chr1	CHH	OT	2	136	493	61215	586	72593
chr1	CHH	OT	2	137	481	60613	560	72167
chr1	CHH	OT	2	138	469	60765	556	72136
chr1	CHH	OT	2	139	470	60244	563	71672
chr1	CHH	OT	2	14	646	67825	770	79858
chr1	CHH	OT	2	140	494	60455	593	72022
chr1	CHH	OT	2	141	473	60017	562	71342
chr1	CHH	OT	2	142	505	60195	601	71775
chr1	CHH	OT	2	143	495	59981	566	71565
chr1	CHH	OT	2	144	472	60039	567	71524
chr1	CHH	OT	2	145	518	61423	598	73390
chr1	CHH	OT	2	146	490	62048	585	73908
chr1	CHH	OT	2	147	557	62924	661	75166
chr1	CHH	OT	2	148	536	63608	646	76082
chr1	CHH	OT	2	149	561	59430	649	70936
chr1	CHH	OT	2	15	649	67945	770	80066
chr1	CHH	OT	2	150	490	53424	577	63966
chr1	CHH	OT	2	151	531	50241	648	59846
chr1	CHH	OT	2	16	608	67565	706	79550
chr1	CHH	OT	2	17	667	67653	796	79757
chr1	CHH	OT	2	18	608	67879	740	80051
chr1	CHH	OT	2	19	636	67842	758	80006
chr1	CHH	OT	2	2	792	65596	942	77434
chr1	CHH	OT	2	20	609	67895	702	80006
chr1	CHH	OT	2	21	592	67730	679	79819
chr1	CHH	OT	2	22	628	68304	759	80599
chr1	CHH	OT	2	23	638	67756	758	79989
chr1	CHH	OT	2	24	605	67403	719	79391
chr1	CHH	OT	2	25	648	67564	777	79411
chr1	CHH	OT	2	26	595	67917	697	80115
chr1	CHH	OT	2	27	602	68155	714	80096
chr1	CHH	OT	2	28	564	67712	679	79845
chr1	CHH	OT	2	29	616	67897	715	80091
chr1	CHH	OT	2	3	702	66565	859	78502
chr1	CHH	OT	2	30	589	68010	712	80139
chr1	CHH	OT	2	31	636	68051	748	80293
chr1	CHH	OT	2	32	606	68001	747	80212
chr1	CHH	OT	2	33	564	67746	671	79728
chr1	CHH	OT	2	34	584	67945	681	80089
chr1	CHH	OT	2	35	612	68669	724	80978
chr1	CHH	OT	2	36	575	68157	688	80168
chr1	CHH	OT	2	37	617	68101	723	80192
chr1	CHH	OT	2	38	567	68277	672	80565
chr1	CHH	OT	2	39	644	68021	766	80074
chr1	CHH	OT	2	4	709	67123	857	79192
chr1	CHH	OT	2	40	589	68191	718	80460
chr1	CHH	OT	2	41	595	68749	707	80880
chr1	CHH	OT	2	42	552	68122	660	80147
chr1	CHH	OT	2	43	621	68538	745	80764
chr1	CHH	OT	2	44	551	68431	635	80812
chr1	CHH	OT	2	45	599	67869	717	80060
chr1	CHH	OT	2	46	555	67991	650	80141
chr1	CHH	OT	2	47	568	68255	671	80331
chr1	CHH	OT	2	48	581	68161	691	80435
chr1	CHH	OT	2	49	612	68384	718	80681
chr1	CHH	OT	2	5	734	66641	862	78730
chr1	CHH	OT	2	50	600	68811	703	81034
chr1	CHH	OT	2	51	613	68342	738	80733
chr1	CHH	OT	2	52	566	68455	666	80798
chr1	CHH	OT	2	53	555	68556	665	80838
chr1	CHH	OT	2	54	576	68104	686	80299
