Chromosome	Start	End	Annotation	mc_num_contexts	mc_mean_coverage	mc_mean_mod_control	mc_mean_mod_mutant	mc_mod_fold_change	mc_mod_difference	mc_test_statistic	mc_pvalue	mc_qvalue	hmc_num_contexts	hmc_mean_coverage	hmc_mean_mod_control	hmc_mean_mod_mutant	hmc_mod_fold_change	hmc_mod_difference	hmc_test_statistic	hmc_pvalue	hmc_qvalue
1	12996222	12996435	CpG_island	16	19.9453125	0.9332580344645793	0.9364917790965945	1.0034650059389743	0.003233744632015201	0.1819634084757774	0.6696913198228542	0.9999994554891766	16	19.9453125	0.025318811051292994	0.020279638065298082	0.8009711840028299	-0.005039172985994912	0.47581541480467654	0.4903239008824486	0.9999305415330103
1	13126298	13126669	CpG_island	2	10.0	0.0	0.0		0.0	0.5693034221539488	0.4505358506848396	0.9999994554891766	2	10.0	0.0	0.01	inf	0.01	0.2193652979600693	0.6395239555627361	0.9999305415330103
1	13372746	13374794	CpG_island	1	10.25	0.0	0.0		0.0	0.010568233046645488	0.918120187998233	0.9999994554891766	1	10.25	0.020833333333333332	0.0	0.0	-0.020833333333333332	0.04617027346846558	0.829866576769977	0.9999305415330103
1	14309747	14310036	CpG_island	3	11.083333333333334	0.0	0.0		0.0	0.004216348585224831	0.9482270141654107	0.9999994554891766	3	11.083333333333334	0.0	0.0		0.0	0.004216348585224831	0.9482270141654107	0.9999305415330103
1	15805591	15806108	CpG_island	3	11.291666666666666	0.0	0.0		0.0	0.016858937420716844	0.8966914559495035	0.9999994554891766	3	11.291666666666666	0.0	0.0078125	inf	0.0078125	0.02563471539228289	0.8727956458188865	0.9999305415330103
1	15892420	15893052	CpG_island	1	10.75	0.09090909090909091	0.06944444444444445	0.763888888888889	-0.021464646464646464	0.009840391738866468	0.9209804683715868	0.9999994554891766	1	10.75	0.0	0.0		0.0	0.04127772080038094	0.8390027914294388	0.9999305415330103
1	16104765	16106291	CpG_island	2	11.1875	0.0	0.0		0.0	0.20988527041697663	0.6468573427248792	0.9999994554891766	2	11.1875	0.0	0.0		0.0	0.20988527041697663	0.6468573427248792	0.9999305415330103
1	16656764	16657043	CpG_island	9	11.819444444444445	0.0	0.0		0.0	0.02099178750252318	0.8848013311053311	0.9999994554891766	9	11.819444444444445	0.0	0.0		0.0	0.02099178750252318	0.8848013311053311	0.9999305415330103
1	16665146	16665626	CpG_island	2	10.1875	0.0	0.0		0.0	0.026552869916666638	0.8705573981178035	0.9999994554891766	2	10.1875	0.0	0.013888888888888888	inf	0.013888888888888888	0.027754508075496613	0.8676872779571445	0.9999305415330103
1	17091517	17091971	CpG_island	35	16.40357142857143	0.7174262820373656	0.7780220567166976	1.0844627193016272	0.06059577467933197	22.88783142484839	1.717356306130831e-06	8.453947341229671e-05	35	16.40357142857143	0.2600016072261096	0.21068746160626672	0.8103313816173567	-0.049314145619842875	15.342724139799502	8.966557274034171e-05	0.007641715696265209
1	17096764	17098139	CpG_island	12	12.739583333333334	0.0	0.0		0.0	0.19508066432414023	0.6587212415267845	0.9999994554891766	12	12.739583333333334	0.0	0.0		0.0	0.19508066432414023	0.6587212415267845	0.9999305415330103
1	17145467	17145795	CpG_island	5	11.375	0.004545454545454545	0.0	0.0	-0.004545454545454545	0.006898764390686356	0.9338047848021336	0.9999994554891766	5	11.375	0.0069711538461538465	0.0	0.0	-0.0069711538461538465	0.1310655399439805	0.717329798876069	0.9999305415330103
1	18058035	18058896	CpG_island	6	10.895833333333334	0.0	0.0		0.0	0.1040450538624812	0.747028373326935	0.9999994554891766	6	10.895833333333334	0.0	0.0		0.0	0.1040450538624812	0.747028373326935	0.9999305415330103
1	19104571	19104923	CpG_island	5	11.375	0.01935352424625271	0.0	0.0	-0.01935352424625271	1.33268023401642	0.24832896056202333	0.9999994554891766	5	11.375	0.0	0.0		0.0	0.03360154373545439	0.8545569550236658	0.9999305415330103
1	19209755	19210067	CpG_island	8	13.515625	0.018788492489199123	0.021493262128887577	1.1439588429589727	0.002704769639688454	0.003671426513374415	0.9516839079781834	0.9999994554891766	8	13.515625	0.00846077598414047	0.003921628937007874	0.4635070050736335	-0.004539147047132597	0.23916787299800307	0.6248077676945569	0.9999305415330103
1	19236612	19236850	CpG_island	8	12.578125	0.004098360655737705	0.01756705217803616	4.286360731440823	0.013468691522298452	1.0214708011355518	0.31217038487956883	0.9999994554891766	8	12.578125	0.005835577786328075	0.01040442616529573	1.7829299079299077	0.0045688483789676545	0.09755686612678537	0.7547814255407148	0.9999305415330103
1	20819888	20820297	CpG_island	11	13.011363636363637	0.0016891891891891893	0.0	0.0	-0.0016891891891891893	0.5874137223050613	0.44342096247372453	0.9999994554891766	11	13.011363636363637	0.0	0.0		0.0	0.17781278750759438	0.6732596734970768	0.9999305415330103
1	20935285	20935502	CpG_island	2	10.0	0.1318111455108359	0.24081521739130435	1.8269715846715517	0.10900407188046846	3.55011742424802	0.05954123645602235	0.5842647762369594	2	10.0	0.2261609907120743	0.3257298136645963	1.4402563971754225	0.09956882295252201	1.6610341749129105	0.1974637494807282	0.9999305415330103
1	21961003	21962124	CpG_island	2	10.4375	0.0	0.0		0.0	0.11626360297095806	0.7331227860524328	0.9999994554891766	2	10.4375	0.0	0.0		0.0	0.11626360297095806	0.7331227860524328	0.9999305415330103
1	23101887	23102262	CpG_island	25	17.27	0.9280172973809558	0.9500489533749427	1.023740566103848	0.02203165599398682	7.306461288695798	0.006870709902883759	0.11315716309555322	25	17.27	0.047342080450945616	0.03368587413728712	0.7115419055609812	-0.013656206313658499	4.249812954199487	0.03925465374283426	0.6981216863246572
1	23256018	23257054	CpG_island	8	15.09375	0.0	0.0		0.0	0.12326132826013271	0.7255238852838977	0.9999994554891766	8	15.09375	0.0016891891891891893	0.0	0.0	-0.0016891891891891893	0.45172033134571477	0.50151912662732	0.9999305415330103
1	24005371	24005714	CpG_island	9	15.25	0.0	0.0		0.0	0.32332646011930044	0.5696153886600241	0.9999994554891766	9	15.25	0.0022123893805309734	0.0037280701754385964	1.6850877192982456	0.001515680794907623	0.06973425208214634	0.7917241021748617	0.9999305415330103
1	24099641	24100556	CpG_island	1	10.0	0.0	0.0		0.0	0.5910789184547064	0.442002210667939	0.9999994554891766	1	10.0	0.0	0.0		0.0	0.5910789184547064	0.442002210667939	0.9999305415330103
1	24586521	24587177	CpG_island	8	11.4375	0.0	0.0		0.0	0.006087481690337732	0.9378103020283052	0.9999994554891766	8	11.4375	0.0024509803921568627	0.0	0.0	-0.0024509803921568627	0.1130388599431254	0.7367106108145545	0.9999305415330103
1	30948826	30950216	CpG_island	19	16.717105263157894	0.0	0.0		0.0	0.11266697038755996	0.7371280201098906	0.9999994554891766	19	16.717105263157894	0.0	0.0		0.0	0.11266697038755996	0.7371280201098906	0.9999305415330103
1	33669553	33670569	CpG_island	13	11.89423076923077	0.0	0.0		0.0	0.009469930272177908	0.9224773824336194	0.9999994554891766	13	11.89423076923077	0.0	0.0021008403361344537	inf	0.0021008403361344537	0.2215540653574198	0.6378583412912113	0.9999305415330103
1	33906988	33907242	CpG_island	12	14.03125	0.0	0.006339557099435519	inf	0.006339557099435519	0.7327374626857468	0.3919973068653586	0.9999994554891766	12	14.03125	0.0	0.0013297872340425532	inf	0.0013297872340425532	0.013025400147394728	0.9091356326944642	0.9999305415330103
1	33907457	33907693	CpG_island	1	10.0	0.0	0.0		0.0	0.6829690143591506	0.4085662257767123	0.9999994554891766	1	10.0	0.0	0.0		0.0	0.6829690143591506	0.4085662257767123	0.9999305415330103
1	33908265	33908468	CpG_island	4	10.75	0.0	0.0		0.0	0.44588859325944535	0.5042938901319305	0.9999994554891766	4	10.75	0.008333333333333333	0.0	0.0	-0.008333333333333333	1.1702232696900607	0.2793553693542382	0.9999305415330103
1	34006046	34006248	CpG_island	15	11.108333333333333	0.0	0.0		0.0	0.008909028887253359	0.9248012241334291	0.9999994554891766	15	11.108333333333333	0.0	0.0		0.0	0.008909028887253359	0.9248012241334291	0.9999305415330103
1	34177942	34178193	CpG_island	25	14.85	0.6831703040162256	0.7130695627500813	1.043765454320956	0.029899258733855683	2.3918761749367374	0.12196717049052663	0.9670003754005254	25	14.85	0.21904538060127182	0.17328940363934162	0.7911118835908264	-0.045755976961930206	10.00996218448042	0.001556957192514429	0.07290534219058477
1	34439241	34440138	CpG_island	35	13.05	0.0	0.0		0.0	0.22749411224046684	0.633388163852612	0.9999994554891766	35	13.05	0.0	0.0004317789291882556	inf	0.0004317789291882556	0.030441737335829767	0.8614916997565871	0.9999305415330103
1	34459407	34459964	CpG_island	4	12.25	0.00641025641025641	0.004629629629629629	0.7222222222222222	-0.0017806267806267807	0.011524482851084695	0.9145096184734939	0.9999994554891766	4	12.25	0.0	0.0026595744680851063	inf	0.0026595744680851063	0.026146606668102083	0.8715427944931057	0.9999305415330103
1	34750258	34751085	CpG_island	2	11.125	0.0	0.0		0.0	0.02600874739619562	0.8718789570090458	0.9999994554891766	2	11.125	0.0	0.0		0.0	0.02600874739619562	0.8718789570090458	0.9999305415330103
1	34842534	34843165	CpG_island	6	12.4375	0.0	0.0		0.0	0.11316821003691886	0.7365656072685056	0.9999994554891766	6	12.4375	0.0	0.0		0.0	0.11316821003691886	0.7365656072685056	0.9999305415330103
1	34930034	34930639	CpG_island	47	18.10372340425532	0.9347383003361933	0.9335211945098227	0.9986979180954361	-0.0012171058263705792	0.018259553576289465	0.8925107391311505	0.9999994554891766	47	18.10372340425532	0.017302794692684975	0.01410057603667699	0.8149305523828603	-0.0032022186560079855	1.2221092469203747	0.26894710833047075	0.9999305415330103
1	36103537	36104186	CpG_island	46	18.505434782608695	0.8946765145409995	0.9168151229461009	1.024744818987966	0.0221386084051014	10.05243286226004	0.0015214688242529088	0.033144956538125714	46	18.505434782608695	0.08103611589914975	0.05805650086161996	0.7164274868982103	-0.022979615037529787	13.660052379325405	0.000219065389194373	0.015249004825952057
1	36269231	36269697	CpG_island	30	12.183333333333334	0.4993239175598937	0.5099484893278289	1.0212779147849667	0.010624571767935187	0.6474401770075787	0.4210293724831926	0.9999994554891766	30	12.183333333333334	0.11065857715758795	0.11814269084370319	1.0676324771052963	0.007484113686115235	0.4568703028063475	0.49909028512190123	0.9999305415330103
1	36307616	36308213	CpG_island	8	12.109375	0.0	0.0		0.0	0.35079955103558624	0.5536608722422696	0.9999994554891766	8	12.109375	0.0	0.0		0.0	0.35079955103558624	0.5536608722422696	0.9999305415330103
1	36511763	36513006	CpG_island	6	11.625	0.0	0.003968253968253968	inf	0.003968253968253968	0.10731339272457054	0.7432237792208967	0.9999994554891766	6	11.625	0.0	0.023809523809523808	inf	0.023809523809523808	2.3866189779060374	0.12237805097952108	0.9999305415330103
1	36683084	36683438	CpG_island	32	16.328125	0.9109728314187311	0.91791068935417	1.0076158779890658	0.006937857935438885	0.6395373432109828	0.4238783815439441	0.9999994554891766	32	16.328125	0.045105050935052515	0.044314928284864545	0.9824826126163635	-0.0007901226501879702	0.0561103737519336	0.8127527693439314	0.9999305415330103
1	36709621	36710148	CpG_island	5	12.5	0.0036231884057971015	0.0	0.0	-0.0036231884057971015	0.11308439494323014	0.7366595548161374	0.9999994554891766	5	12.5	0.0	0.0		0.0	0.0012205092327228152	0.9721309439001765	0.9999305415330103
1	36770808	36771193	CpG_island	8	11.15625	0.4561798471306912	0.47259736766103333	1.0359891403217527	0.016417520530342122	0.06935537805368266	0.7922776708168604	0.9999994554891766	8	11.15625	0.08595325148204988	0.06187027194469805	0.7198130481150999	-0.024082979537351827	1.0545969358223077	0.30445074165763253	0.9999305415330103
1	36779084	36779320	CpG_island	18	17.36111111111111	0.8547654682188325	0.8374472197442759	0.9797391809584395	-0.01731824847455654	1.3224606002998505	0.25015092689829	0.9999994554891766	18	17.36111111111111	0.09476817864059538	0.10338541285834758	1.0909296173184115	0.008617234217752207	0.34521028096084194	0.5568370779278118	0.9999305415330103
1	36938841	36940122	CpG_island	5	10.2	0.005952380952380952	0.0	0.0	-0.005952380952380952	0.3112226351196793	0.5769308949477017	0.9999994554891766	5	10.2	0.0	0.0		0.0	0.013812768788466915	0.906441865995373	0.9999305415330103
1	37029247	37029486	CpG_island	1	11.125	0.019230769230769232	0.0	0.0	-0.019230769230769232	1.1247761450421982	0.28889234585412893	0.9999994554891766	1	11.125	0.0	0.0		0.0	0.48936511166382235	0.4842106503337936	0.9999305415330103
1	37299840	37300507	CpG_island	12	14.760416666666666	0.0013812154696132596	0.005868856332110101	4.249051984447713	0.0044876408624968415	0.24594558286142115	0.619944497803836	0.9999994554891766	12	14.760416666666666	0.004151319828115408	0.008745392484400023	2.106653509366009	0.004594072656284615	0.28982389103882894	0.5903334071275861	0.9999305415330103
1	37429777	37430415	CpG_island	7	10.267857142857142	0.002717391304347826	0.0	0.0	-0.002717391304347826	0.26797703458805566	0.6046920339668871	0.9999994554891766	7	10.267857142857142	0.0	0.0		0.0	0.037553519081793454	0.8463424287312277	0.9999305415330103
1	37540315	37540920	CpG_island	8	15.34375	0.0024752475247524753	0.0	0.0	-0.0024752475247524753	0.1878367386147609	0.6647232128823983	0.9999994554891766	8	15.34375	0.003994779730073847	0.005555555555555556	1.3907038512616203	0.0015607758254817085	0.0063068061369750345	0.9367022179974684	0.9999305415330103
1	37875331	37875824	CpG_island	32	24.0390625	0.9561268537489005	0.9683941583071025	1.0128302060653382	0.012267304558202019	5.914964602603303	0.01501280458244262	0.2116520392872844	32	24.0390625	0.024084004308863028	0.01539851521825885	0.6393669018150825	-0.008685489090604178	5.823755747424321	0.01581114856668163	0.3797232715070979
1	37890362	37890782	CpG_island	26	14.557692307692308	0.0	0.0007331378299120235	inf	0.0007331378299120235	0.05044553928245681	0.8222898079745437	0.9999994554891766	26	14.557692307692308	0.0005952380952380953	0.0	0.0	-0.0005952380952380953	0.12265952239020701	0.7261677337171344	0.9999305415330103
1	37996946	37997459	CpG_island	21	11.702380952380953	0.0	0.0		0.0	0.08002030396455428	0.7772698973819355	0.9999994554891766	21	11.702380952380953	0.0	0.0		0.0	0.08002030396455428	0.7772698973819355	0.9999305415330103
1	37997823	37998675	CpG_island	3	10.25	0.0	0.0		0.0	0.02697357563144207	0.8695450937119484	0.9999994554891766	3	10.25	0.0	0.0		0.0	0.02697357563144207	0.8695450937119484	0.9999305415330103
1	38210065	38210345	CpG_island	8	15.3125	0.7417340855865446	0.7679464889404037	1.035339353904885	0.026212403353859104	0.25403498606490826	0.614248141328108	0.9999994554891766	8	15.3125	0.1840294041113713	0.16750458804211338	0.9102055666101195	-0.01652481606925793	0.00037010496492373174	0.9846511540021948	0.9999305415330103
1	38626793	38628084	CpG_island	6	10.9375	0.007936507936507936	0.01052389705882353	1.3260110294117649	0.002587389122315594	0.09922232657358375	0.752764875857616	0.9999994554891766	6	10.9375	0.010638297872340425	0.007582720588235294	0.7127757352941176	-0.003055577284105131	0.009327055317769483	0.9230625757585454	0.9999305415330103
1	38987499	38988052	CpG_island	5	10.675	0.0	0.0		0.0	0.033865616531859856	0.85399295618525	0.9999994554891766	5	10.675	0.0	0.004166666666666667	inf	0.004166666666666667	0.0381994737986519	0.8450431374867629	0.9999305415330103
1	39367434	39368617	CpG_island	34	16.53676470588235	0.0	0.0003980891719745223	inf	0.0003980891719745223	0.1025087631494686	0.7488395415142841	0.9999994554891766	34	16.53676470588235	0.0003863987635239567	0.0	0.0	-0.0003863987635239567	0.12076559611706475	0.7282056177194316	0.9999305415330103
1	39478123	39478997	CpG_island	1	11.375	0.0	0.0		0.0	0.0018482141010208446	0.9657088192494723	0.9999994554891766	1	11.375	0.0	0.0		0.0	0.0018482141010208446	0.9657088192494723	0.9999305415330103
1	39576525	39577527	CpG_island	9	12.597222222222221	0.0	0.0022727272727272726	inf	0.0022727272727272726	0.2565947395923351	0.6124693259502614	0.9999994554891766	9	12.597222222222221	0.004105090311986864	0.0	0.0	-0.004105090311986864	0.14474052252678835	0.7036130438790711	0.9999305415330103
1	40790518	40790811	CpG_island	4	11.5625	0.032407407407407406	0.004901960784313725	0.1512605042016807	-0.02750544662309368	0.9177048680295924	0.3380783214546166	0.9999994554891766	4	11.5625	0.004629629629629629	0.005813953488372093	1.255813953488372	0.0011843238587424636	0.07718930574093665	0.781143141449867	0.9999305415330103
1	42491684	42491938	CpG_island	7	11.535714285714286	0.009271978021978022	0.019900672335839954	2.146324364517257	0.010628694313861932	0.31471779346398476	0.5747994854312806	0.9999994554891766	7	11.535714285714286	0.01736425339366516	0.005555555555555556	0.3199420919290626	-0.011808697838109602	1.4170456385727173	0.23389028916142793	0.9999305415330103
1	42686605	42686928	CpG_island	7	12.660714285714286	0.0025252525252525255	0.0	0.0	-0.0025252525252525255	0.7769935824621745	0.37806218906539446	0.9999994554891766	7	12.660714285714286	0.0	0.0		0.0	0.35131009811998165	0.5533724506014173	0.9999305415330103
1	42694074	42694484	CpG_island	13	13.884615384615385	0.006975383373688459	0.0	0.0	-0.006975383373688459	2.1048009374337195	0.14683745103080023	0.9999994554891766	13	13.884615384615385	0.005487288135593221	0.001282051282051282	0.23364023364023362	-0.004205236853541939	0.8564291072500362	0.3547399137074989	0.9999305415330103
1	42694733	42695261	CpG_island	14	14.017857142857142	0.00806497815614456	0.0022912614095466108	0.28410013829993336	-0.005773716746597948	1.9160718646740424	0.1662903430708912	0.9999994554891766	14	14.017857142857142	0.0	0.0		0.0	0.004816942725068157	0.9446678873150107	0.9999305415330103
1	42696574	42698657	CpG_island	4	10.4375	0.0	0.01293103448275862	inf	0.01293103448275862	0.19484662108062265	0.6589130613842589	0.9999994554891766	4	10.4375	0.0	0.01015625	inf	0.01015625	0.1596855166192079	0.6894462190688588	0.9999305415330103
1	43445846	43446568	CpG_island	3	10.541666666666666	0.0	0.0		0.0	0.04480294846590958	0.8323667804127343	0.9999994554891766	3	10.541666666666666	0.0	0.0		0.0	0.04480294846590958	0.8323667804127343	0.9999305415330103
1	43553864	43554185	CpG_island	22	18.261363636363637	0.6921851368883469	0.6432959949706287	0.9293698472962093	-0.048889141917718204	8.618629878906898	0.003327420367062396	0.06389507644509902	22	18.261363636363637	0.247797027935866	0.2675972922021675	1.079905172516541	0.019800264266301493	1.439787457114853	0.2301737375939994	0.9999305415330103
1	43827314	43828135	CpG_island	1	10.375	0.0	0.0		0.0	0.008935698554249178	0.9246890867669698	0.9999994554891766	1	10.375	0.0	0.0		0.0	0.008935698554249178	0.9246890867669698	0.9999305415330103
1	43933652	43934550	CpG_island	8	12.046875	0.0	0.0		0.0	0.21678403583169223	0.6415013233839306	0.9999994554891766	8	12.046875	0.0	0.0		0.0	0.21678403583169223	0.6415013233839306	0.9999305415330103
1	44101935	44102758	CpG_island	17	12.397058823529411	0.001288659793814433	0.0	0.0	-0.001288659793814433	0.37710257135051894	0.5391579847526362	0.9999994554891766	17	12.397058823529411	0.001288659793814433	0.0	0.0	-0.001288659793814433	0.37710257135051894	0.5391579847526362	0.9999305415330103
1	44147610	44148213	CpG_island	12	14.791666666666666	0.0	0.0		0.0	0.04720021793357377	0.8280087582268153	0.9999994554891766	12	14.791666666666666	0.0	0.0		0.0	0.04720021793357377	0.8280087582268153	0.9999305415330103
1	44551578	44552491	CpG_island	1	10.375	0.0	0.0		0.0	0.18448516854471908	0.6675467579906009	0.9999994554891766	1	10.375	0.0	0.0		0.0	0.18448516854471908	0.6675467579906009	0.9999305415330103
1	46425460	46425706	CpG_island	3	11.625	0.01509009009009009	0.011898096304591266	0.7884708595878391	-0.0031919937854988246	0.2644847851039297	0.6070556535899194	0.9999994554891766	3	11.625	0.016666666666666666	0.0	0.0	-0.016666666666666666	1.2670488171228511	0.2603210507335814	0.9999305415330103
1	46852696	46854053	CpG_island	17	11.933823529411764	0.0	0.0		0.0	0.0051617524447741875	0.942724992331857	0.9999994554891766	17	11.933823529411764	0.00233949364384147	0.0	0.0	-0.00233949364384147	0.4081731475491255	0.5228982028280954	0.9999305415330103
1	51478159	51478621	CpG_island	3	11.625	0.0	0.0		0.0	0.017626640476689957	0.8943789515097401	0.9999994554891766	3	11.625	0.0	0.0		0.0	0.017626640476689957	0.8943789515097401	0.9999305415330103
1	51915183	51916194	CpG_island	2	10.5625	0.11354166666666667	0.03851540616246499	0.3392182561097834	-0.07502626050420168	1.5084860271133596	0.21937025061577542	0.9999994554891766	2	10.5625	0.06232638888888889	0.028125	0.45125348189415043	-0.03420138888888889	1.603696531946165	0.20538014397257948	0.9999305415330103
1	52113708	52113995	CpG_island	2	12.1875	0.0	0.0		0.0	0.18634758252825315	0.665974038946189	0.9999994554891766	2	12.1875	0.0	0.0		0.0	0.18634758252825315	0.665974038946189	0.9999305415330103
1	52726791	52727529	CpG_island	1	10.5	0.0	0.0		0.0	0.03112748206142824	0.859956277619719	0.9999994554891766	1	10.5	0.0	0.041666666666666664	inf	0.041666666666666664	0.09222730556293204	0.7613644668086794	0.9999305415330103
