loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category	anchor1_H3K27ac_overlap	anchor1_H3K27me3_overlap	anchor1_H3K4me1_overlap	anchor1_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor1_CTCF_overlap	anchor1_CTCF_motif_overlap	anchor2_H3K27ac_overlap	anchor2_H3K27me3_overlap	anchor2_H3K4me1_overlap	anchor2_H3K4me3_overlap	anchor2_Bivalent_Promoter_overlap	anchor2_CTCF_overlap	anchor2_CTCF_motif_overlap	anchor1_distance_to_tss_ext	anchor2_distance_to_tss_ext	anchor1_type_extended	anchor2_type_extended	loop_type_extended
loop_18042	chr19	59175000	59200000	chr19	59450000	59475000	-0.396711155978786	4.47809069780905	0.0130435399402478	3.16907501763918e-5	TRUE	25	2	275000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	4943	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_15592	chr4	82510000	82520000	chr4	82700000	82710000	-0.664483931374313	3.99653707376153	0.0084439241924161	5.34377265590031e-6	TRUE	10	1	190000	Active_Promoter-Active_Promoter	down_in_mutant	moderate_differential	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	1983	0	Active_Promoter	Active_Promoter	Active_Promoter-Active_Promoter
loop_16414	chr7	131550000	131575000	chr7	137300000	137325000	-1.3440356291333	1.43943516844356	0.0014165462047666	4.7238451876359e-7	TRUE	25	2	5750000	Repressed_Promoter-Bivalent_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0	0	Repressed_Promoter	Bivalent_Promoter	Repressed_Promoter-Bivalent_Promoter
loop_51	chr8	48200000	48225000	chr8	50275000	50300000	-0.778369948212038	3.17220065311482	0.0037923314878649	3.07129890399239e-6	TRUE	25	1	2075000	Polycomb-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	100907	68111	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_57	chr8	47850000	47875000	chr8	50275000	50300000	-0.526699063345898	2.8551818856674	0.0177223396604711	7.42968839084109e-5	TRUE	25	1	2425000	Poised_Enhancer-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	25517	68111	Poised_Enhancer	Poised_Enhancer	Poised_Enhancer-Poised_Enhancer
loop_58	chr8	12375000	12400000	chr8	92350000	92375000	-0.971315924387862	0.128114533675607	0.0232482187122889	1.299000573066e-4	TRUE	25	1	79975000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_611	chr1	138825000	138850000	chr1	184700000	184725000	-1.17816135652886	-0.382932016540996	0.0203861789965565	1.000555373317e-4	TRUE	25	1	45875000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	strong_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_715	chr19	25600000	25625000	chr19	59150000	59175000	-0.895280520017971	1.49522226681031	0.0072549435388523	1.00719208399418e-5	TRUE	25	1	33550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_1271	chr10	22825000	22850000	chr10	103025000	103050000	-0.707195567120944	1.88323009049011	0.0143081055854705	4.63508732224283e-5	TRUE	25	1	80200000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	4825	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_1310	chr8	48525000	48550000	chr8	49825000	49850000	-0.606222476164762	4.36649188575834	0.0038780013920774	3.32542637594178e-6	TRUE	25	1	1300000	Polycomb-Other	down_in_mutant	moderate_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	293950	518111	CTCF_Site	Polycomb	Polycomb-CTCF_Site
loop_1446	chr9	40850000	40875000	chr9	74850000	74875000	-0.70073650896796	1.29063508117404	0.0155236594351187	5.96723174318761e-5	TRUE	25	1	34000000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_2061	chr2	70550000	70575000	chr2	74675000	74700000	-0.81435560868903	1.98493047535247	0.0081050498653018	1.25292839188493e-5	TRUE	25	1	4125000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_2070	chr2	148025000	148050000	chr2	172550000	172575000	-0.783590382483065	1.17829359545733	0.0139417069502811	3.94947112579558e-5	TRUE	25	1	24525000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	406	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_2167	chr3	96325000	96350000	chr3	127625000	127650000	-0.775689703733717	1.55482274101687	0.0203861789965565	1.004390484403e-4	TRUE	25	1	31300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_2250	chr4	13125000	13150000	chr4	14425000	14450000	-0.469375079554381	3.66793863033834	0.0139417069502811	4.01849324343725e-5	TRUE	25	1	1300000	Active_Enhancer-Other	down_in_mutant	weak_differential	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	218161	171804	Active_Enhancer	CTCF_Site	Active_Enhancer-CTCF_Site
loop_3100	chr19	43600000	43625000	chr19	59150000	59175000	-0.616306378294882	1.7380838049654	0.0141387214545522	4.32379742503218e-5	TRUE	25	1	15550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_3102	chr19	25600000	25625000	chr19	59175000	59200000	-0.890281662427113	1.47592263839062	0.0105621375536239	2.21050155283667e-5	TRUE	25	1	33575000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4943	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_3208	chr2	147350000	147375000	chr2	172550000	172575000	-0.762544348724794	1.15677593572301	0.0244189885990721	1.461762999393e-4	TRUE	25	1	25200000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	406	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_3471	chr6	42200000	42225000	chr6	42850000	42875000	-0.330340115478846	4.33754246080964	0.0203861789965565	9.64621321379212e-5	TRUE	25	1	650000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	0	15615	CTCF_Site	CTCF_Site	CTCF_Site-CTCF_Site
loop_3664	chr8	48200000	48225000	chr8	50150000	50175000	-0.53381622452861	3.31428365304621	0.0081050498653018	1.27419677745205e-5	TRUE	25	1	1950000	Polycomb-Poised_Enhancer	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	100907	193111	Polycomb	Poised_Enhancer	Polycomb-Poised_Enhancer
loop_4911	chr8	48675000	48700000	chr8	49825000	49850000	-0.489783378570363	4.64772722334235	0.0163097242074147	6.52668683446635e-5	TRUE	25	1	1150000	Polycomb-Poised_Enhancer	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	143950	518111	Poised_Enhancer	Polycomb	Polycomb-Poised_Enhancer
loop_5774	chr17	15050000	15075000	chr17	15725000	15750000	-0.425636025829636	4.22201553635438	0.0141657350120946	4.52148180558494e-5	TRUE	25	1	675000	Polycomb-Other	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8462	20032	Polycomb	Other	Polycomb-Other
loop_6807	chr6	18900000	18925000	chr6	19200000	19225000	-0.317092296350967	4.81695414691846	0.0138631412524675	3.63237944302658e-5	TRUE	25	1	300000	Other-Other	down_in_mutant	weak_differential	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	33681	53842	CTCF_Site	Other	CTCF_Site-Other
loop_8063	chr3	66950000	66975000	chr3	129200000	129225000	-0.531668368761095	2.0632054020486	0.0203861789965565	9.59927009057598e-5	TRUE	25	1	62250000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	6389	121	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_8779	chr8	48200000	48225000	chr8	49825000	49850000	-0.694673289419943	4.1864471867325	7.59372960282e-4	1.21067693344344e-7	TRUE	25	1	1625000	Polycomb-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	100907	518111	Polycomb	Polycomb	Polycomb-Polycomb
loop_8828	chr8	80475000	80500000	chr8	81000000	81025000	-0.397021525918184	3.6889130848426	0.0203861789965565	9.33489537347818e-5	TRUE	25	1	525000	Active_Promoter-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	0	CTCF_Site	Active_Promoter	Active_Promoter-CTCF_Site
loop_8834	chr8	89025000	89050000	chr8	92350000	92375000	-0.754770939390441	1.99342806466595	0.0105621375536239	2.11184763986e-5	TRUE	25	1	3325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_9644	chr9	69750000	69775000	chr9	74850000	74875000	-0.595063304934702	2.39066769052853	0.0295775368310501	2.071315284724e-4	TRUE	25	1	5100000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_9656	chr9	40875000	40900000	chr9	74850000	74875000	-0.690527358393859	1.34543286699072	0.0228820904134496	1.264505020227e-4	TRUE	25	1	33975000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	872	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_9657	chr9	55525000	55550000	chr9	74850000	74875000	-0.705936081443634	1.10975370350315	0.0203861789965565	1.026781522136e-4	TRUE	25	1	19325000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_10524	chr13	94700000	94725000	chr13	98350000	98375000	-0.450751533510876	3.59715812371632	0.0132492221415787	3.34528499596812e-5	TRUE	25	1	3650000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	63909	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_10591	chr13	98350000	98375000	chr13	116300000	116325000	-0.70451688849716	1.40901582890641	0.0244189885990721	1.457737841755e-4	TRUE	25	1	17950000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_10875	chr12	49375000	49400000	chr12	56675000	56700000	-0.392411946958903	3.20669846884235	0.0223169101301851	1.216221442869e-4	TRUE	25	1	7300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_10974	chr12	56675000	56700000	chr12	73025000	73050000	-0.783604647339721	1.43392946640145	0.0175119435369202	7.25805863328121e-5	TRUE	25	1	16350000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	3886	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_13141	chr19	43600000	43625000	chr19	44725000	44750000	-0.313251823856758	4.45049627863357	0.0269386986512202	1.758182895153e-4	TRUE	25	1	1125000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	6044	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_13154	chr19	59150000	59175000	chr19	59450000	59475000	-0.431653425377823	4.3223455842348	0.0123851974764148	2.89111846193285e-5	TRUE	25	1	300000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_13156	chr19	43600000	43625000	chr19	45150000	45175000	-0.417871141604092	4.22234605744751	0.008925482244469	1.52980021359354e-5	TRUE	25	1	1550000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_13214	chr19	43600000	43625000	chr19	59175000	59200000	-0.565140239231705	1.69601443442863	0.0293576746073575	1.975547426858e-4	TRUE	25	1	15575000	Repressed_Promoter-Polycomb	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	4943	Repressed_Promoter	Polycomb	Repressed_Promoter-Polycomb
loop_13659	chr2	146825000	146850000	chr2	148025000	148050000	-0.323979208919178	4.10501471501598	0.0223169101301851	1.222640495913e-4	TRUE	25	1	1200000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	5863	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_13852	chr2	146700000	146725000	chr2	148025000	148050000	-0.320293236725632	3.79327486605984	0.0290599662798142	1.919376792082e-4	TRUE	25	1	1325000	Repressed_Promoter-Polycomb	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	130863	0	Polycomb	Repressed_Promoter	Repressed_Promoter-Polycomb
loop_13925	chr2	70550000	70575000	chr2	74650000	74675000	-0.824127917492736	1.87215195240173	0.0103779633160752	1.92816239972813e-5	TRUE	25	1	4100000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_13932	chr2	74675000	74700000	chr2	148025000	148050000	-0.865475363360994	0.797828490308712	0.0158070326484489	6.17491628399225e-5	TRUE	25	1	73350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14489	chr3	96325000	96350000	chr3	129200000	129225000	-0.727688901185226	2.3113080189573	0.0043372173541328	4.44531419763878e-6	TRUE	25	1	32875000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	121	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14494	chr3	129200000	129225000	chr3	154325000	154350000	-0.700795371355458	1.2107272379609	0.0269386986512202	1.732812569601e-4	TRUE	25	1	25125000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	121	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14495	chr3	127625000	127650000	chr3	154325000	154350000	-0.864117141800103	0.599089915592652	0.0141387214545522	4.33180385793451e-5	TRUE	25	1	26700000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_14905	chr4	12525000	12550000	chr4	14425000	14450000	-0.411381701206632	4.54028081384484	0.0269386986512202	1.749122071824e-4	TRUE	25	1	1900000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	352984	171804	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site
loop_14987	chr4	89300000	89325000	chr4	109975000	110000000	-0.778781102749481	1.94316244986862	0.014939203019758	5.49364284174218e-5	TRUE	25	1	20675000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_16829	chr10	108450000	108475000	chr10	109475000	109500000	-0.342741506092882	4.35377835767094	0.0250977134593066	1.530421286642e-4	TRUE	25	1	1025000	Poised_Enhancer-Other	down_in_mutant	weak_differential	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	32748	464017	Poised_Enhancer	CTCF_Site	Poised_Enhancer-CTCF_Site
loop_17125	chr9	40850000	40875000	chr9	41575000	41600000	-0.393898176418541	4.38893100521047	0.0246313953525062	1.490251636305e-4	TRUE	25	1	725000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	weak_differential	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
loop_18419	chr3	66975000	67000000	chr3	96325000	96350000	-0.78424084231532	2.34491309540652	0.0043372173541328	4.17016858658552e-6	TRUE	25	1	29350000	Repressed_Promoter-Repressed_Promoter	down_in_mutant	moderate_differential	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	0	0	Repressed_Promoter	Repressed_Promoter	Repressed_Promoter-Repressed_Promoter
