cluster_id	n_overlaps	kept_index	kept_resolution	kept_fdr	n_resolutions	resolutions_list	merged_indices	merged_resolutions
213	3	59985	25kb	0.18795292524899	3	5,10,25	213,28037,59985	5kb,10kb,25kb
214	2	214	5kb	0.582313057585794	2	5,10	214,27934	5kb,10kb
215	4	15270	5kb	0.330085031042263	3	5,10,25	215,15270,27975,50316	5kb,5kb,10kb,25kb
217	2	57156	25kb	0.247331710319286	2	5,25	217,57156	5kb,25kb
219	4	50386	25kb	0.514098669920215	3	5,10,25	219,28041,24472,50386	5kb,10kb,10kb,25kb
225	2	225	5kb	0.669131351051621	1	5	225,13661	5kb,5kb
226	3	2021	5kb	0.761110156340138	1	5	226,4266,2021	5kb,5kb,5kb
227	2	37472	10kb	0.737458914096863	2	5,10	227,37472	5kb,10kb
228	3	50521	25kb	0.593160074187082	3	5,10,25	228,28196,50521	5kb,10kb,25kb
230	2	28274	10kb	0.697486017112372	2	5,10	230,28274	5kb,10kb
233	2	233	5kb	0.847908659788498	2	5,10	233,24493	5kb,10kb
237	2	237	5kb	0.984226125762269	2	5,10	237,28313	5kb,10kb
238	2	28320	10kb	0.760584612402097	2	5,10	238,28320	5kb,10kb
241	2	16908	10kb	0.407262093721351	2	5,10	241,16908	5kb,10kb
245	2	245	5kb	0.748362579537698	2	5,10	245,16913	5kb,10kb
246	3	246	5kb	0.353954187425087	3	5,10,25	246,16922,39586	5kb,10kb,25kb
248	3	50751	25kb	0.600826858740729	3	5,10,25	248,38916,50751	5kb,10kb,25kb
250	2	28560	10kb	0.258126296230389	2	5,10	250,28560	5kb,10kb
251	3	251	5kb	0.466609408906776	2	5,10	251,28548,15950	5kb,10kb,5kb
254	3	15299	5kb	0.851070926262249	2	5,10	254,15299,28539	5kb,5kb,10kb
256	2	256	5kb	0.450752559109525	2	5,10	256,35641	5kb,10kb
257	3	257	5kb	0.851493117117133	3	5,10,25	257,28651,57316	5kb,10kb,25kb
259	2	28709	10kb	0.526634726693314	2	5,10	259,28709	5kb,10kb
260	2	16951	10kb	0.641670675952104	2	5,10	260,16951	5kb,10kb
261	2	24532	10kb	0.537470597018928	2	5,10	261,24532	5kb,10kb
262	2	16964	10kb	0.699449842291867	2	5,10	262,16964	5kb,10kb
264	3	37524	10kb	0.459973831700905	3	5,10,25	264,37524,51051	5kb,10kb,25kb
265	3	51086	25kb	0.348532562423503	3	5,10,25	265,16960,51086	5kb,10kb,25kb
267	2	267	5kb	0.825875978661724	1	5	267,4502	5kb,5kb
269	3	51103	25kb	0.851140549362281	3	5,10,25	269,28810,51103	5kb,10kb,25kb
270	5	51200	25kb	0.638266800931258	3	5,10,25	270,37538,51200,28913,9570	5kb,10kb,25kb,10kb,5kb
271	2	271	5kb	0.936998319752845	2	5,10	271,20282	5kb,10kb
272	4	13815	5kb	0.53217669242653	2	5,10	272,4511,28897,13815	5kb,5kb,10kb,5kb
276	2	22198	10kb	0.598384962130332	2	5,10	276,22198	5kb,10kb
279	6	57384	25kb	0.78721577036425	3	5,10,25	279,16983,57384,13826,35685,6857	5kb,10kb,25kb,5kb,10kb,5kb
280	2	280	5kb	0.424501182653237	2	5,25	280,59193	5kb,25kb
281	2	22182	10kb	0.538626490458221	2	5,10	281,22182	5kb,10kb
282	2	282	5kb	0.320430745849044	2	5,25	282,51222	5kb,25kb
283	5	28921	10kb	0.846610690737756	2	5,10	283,1130,4558,28921,37543	5kb,5kb,5kb,10kb,10kb
284	2	284	5kb	0.332022745539905	2	5,10	284,18151	5kb,10kb
285	2	285	5kb	0.934714156126693	2	5,25	285,41005	5kb,25kb
286	3	4598	5kb	0.883691540043209	2	5,10	286,29094,4598	5kb,10kb,5kb
289	4	29061	10kb	0.513729508383551	3	5,10,25	289,15330,29061,39669	5kb,5kb,10kb,25kb
290	3	290	5kb	0.677915597862161	3	5,10,25	290,29121,45075	5kb,10kb,25kb
293	3	29161	10kb	0.567021329424706	3	5,10,25	293,29161,57413	5kb,10kb,25kb
294	2	294	5kb	0.551726675941488	2	5,10	294,29073	5kb,10kb
296	2	17016	10kb	0.515632583378333	2	5,10	296,17016	5kb,10kb
297	2	297	5kb	0.938925051600914	1	5	297,13884	5kb,5kb
299	3	299	5kb	0.730915994860651	2	5,10	299,2115,17024	5kb,5kb,10kb
300	2	300	5kb	0.598220087197908	1	5	300,4672	5kb,5kb
301	2	301	5kb	0.795447700171639	2	5,10	301,17029	5kb,10kb
302	2	24593	10kb	0.359639823980739	2	5,10	302,24593	5kb,10kb
303	5	29431	10kb	0.63202713959944	3	5,10,25	303,29431,47145,13924,35774	5kb,10kb,25kb,5kb,10kb
304	2	29367	10kb	0.983641186230074	2	5,10	304,29367	5kb,10kb
308	2	17026	10kb	0.862208277304089	2	5,10	308,17026	5kb,10kb
310	2	310	5kb	0.571455109467714	2	5,10	310,22342	5kb,10kb
311	4	9782	5kb	0.572030476718563	2	5,10	311,1161,29283,9782	5kb,5kb,10kb,5kb
313	2	313	5kb	0.932975016338505	2	5,10	313,29518	5kb,10kb
314	2	29557	10kb	0.404900993048555	2	5,10	314,29557	5kb,10kb
315	2	24623	10kb	0.523159134459339	2	5,10	315,24623	5kb,10kb
318	2	17037	10kb	0.544499392124005	2	5,10	318,17037	5kb,10kb
319	2	29541	10kb	0.939005337060744	2	5,10	319,29541	5kb,10kb
321	2	321	5kb	0.792617659061241	2	5,10	321,29726	5kb,10kb
324	3	29651	10kb	0.721703005688855	2	5,10	324,4771,29651	5kb,5kb,10kb
325	3	51925	25kb	0.753834331562221	3	5,10,25	325,29797,51925	5kb,10kb,25kb
327	4	327	5kb	0.476005726981014	3	5,10,25	327,29752,51809,2138	5kb,10kb,25kb,5kb
330	3	57538	25kb	0.550864300253219	3	5,10,25	330,29734,57538	5kb,10kb,25kb
331	2	29809	10kb	0.889110392680571	2	5,10	331,29809	5kb,10kb
332	3	60119	25kb	0.680747332538002	3	5,10,25	332,29845,60119	5kb,10kb,25kb
333	3	333	5kb	0.468280713294487	2	5,10	333,4845,29723	5kb,5kb,10kb
335	3	52019	25kb	0.321823708415602	3	5,10,25	335,29858,52019	5kb,10kb,25kb
336	2	43462	25kb	0.94826625867174	2	5,25	336,43462	5kb,25kb
337	3	337	5kb	0.494848580047559	3	5,10,25	337,29844,52067	5kb,10kb,25kb
340	2	340	5kb	0.770297710408905	2	5,10	340,35939	5kb,10kb
341	2	17100	10kb	0.49096243603756	2	5,10	341,17100	5kb,10kb
342	2	342	5kb	0.614889695430598	2	5,10	342,20391	5kb,10kb
344	3	30013	10kb	0.655977507341911	2	5,10	344,16417,30013	5kb,5kb,10kb
345	2	24676	10kb	0.675719527741422	2	5,10	345,24676	5kb,10kb
346	2	24675	10kb	0.68071242295391	2	5,10	346,24675	5kb,10kb
347	2	38456	10kb	0.853192662216982	2	5,10	347,38456	5kb,10kb
348	2	348	5kb	0.810429486489813	2	5,10	348,38449	5kb,10kb
349	6	2907	5kb	0.692995566020133	3	5,10,25	349,2907,30012,30033,43515,39817	5kb,5kb,10kb,10kb,25kb,25kb
350	2	30192	10kb	0.607870310638526	2	5,10	350,30192	5kb,10kb
351	3	30132	10kb	0.976010895168635	3	5,10,25	351,30132,59289	5kb,10kb,25kb
352	2	17130	10kb	0.700243005215175	2	5,10	352,17130	5kb,10kb
353	2	30167	10kb	0.641797238433364	2	5,10	353,30167	5kb,10kb
354	2	354	5kb	0.707831335832078	2	5,10	354,17116	5kb,10kb
356	3	41163	25kb	0.490077166039389	3	5,10,25	356,36019,41163	5kb,10kb,25kb
357	2	357	5kb	0.510048150998682	2	5,10	357,30160	5kb,10kb
358	2	30209	10kb	0.472434973885944	2	5,10	358,30209	5kb,10kb
359	2	17141	10kb	0.356779567387398	2	5,10	359,17141	5kb,10kb
362	4	362	5kb	0.89361516170102	2	5,10	362,2939,30278,15425	5kb,5kb,10kb,5kb
364	3	18324	10kb	0.817186153678116	2	5,10	364,18324,1296	5kb,10kb,5kb
366	2	366	5kb	0.76221308456592	2	5,10	366,22667	5kb,10kb
372	2	372	5kb	0.670707431471473	2	5,10	372,18328	5kb,10kb
373	3	52572	25kb	0.473226084362014	3	5,10,25	373,19465,52572	5kb,10kb,25kb
374	2	374	5kb	0.50235414814632	2	5,10	374,30459	5kb,10kb
375	2	375	5kb	0.936998319752845	2	5,10	375,38490	5kb,10kb
377	3	30377	10kb	0.589243735520442	2	5,10	377,30377,16433	5kb,10kb,5kb
378	2	30448	10kb	0.85382635360809	2	5,10	378,30448	5kb,10kb
380	3	14132	5kb	0.892107944702973	2	5,10	380,14132,30393	5kb,5kb,10kb
381	2	30441	10kb	0.948185034418303	2	5,10	381,30441	5kb,10kb
382	2	20452	10kb	0.40672863320871	2	5,10	382,20452	5kb,10kb
383	2	22687	10kb	0.932229126219158	2	5,10	383,22687	5kb,10kb
384	2	384	5kb	0.79811031715505	2	5,10	384,17156	5kb,10kb
385	4	385	5kb	0.56831278162214	3	5,10,25	385,30477,52615,57763	5kb,10kb,25kb,25kb
386	4	52650	25kb	0.206816155042291	3	5,10,25	386,2177,30444,52650	5kb,5kb,10kb,25kb
387	2	30489	10kb	0.492249555311839	2	5,10	387,30489	5kb,10kb
388	4	52612	25kb	0.0290203757101157	3	5,10,25	388,14149,30487,52612	5kb,5kb,10kb,25kb
389	4	59324	25kb	0.0398297523469902	3	5,10,25	389,30468,59324,5050	5kb,10kb,25kb,5kb
390	2	20459	10kb	0.499326174683355	2	5,10	390,20459	5kb,10kb
392	2	30604	10kb	0.767909958315119	2	5,10	392,30604	5kb,10kb
395	5	30684	10kb	0.780914338033338	3	5,10,25	395,2192,52814,1324,30684	5kb,5kb,25kb,5kb,10kb
396	2	18364	10kb	0.722743691363658	2	5,10	396,18364	5kb,10kb
400	3	400	5kb	0.562723033334416	2	5,10	400,14212,30782	5kb,5kb,10kb
401	4	20464	10kb	0.649814379933731	3	5,10,25	401,20464,39920,14193	5kb,10kb,25kb,5kb
403	3	403	5kb	0.685671483073302	3	5,10,25	403,30716,59344	5kb,10kb,25kb
404	2	404	5kb	0.583784740037203	2	5,10	404,30717	5kb,10kb
406	4	30825	10kb	0.556352843693119	3	5,10,25	406,5106,30825,52802	5kb,5kb,10kb,25kb
407	2	39016	10kb	0.853391523766046	2	5,10	407,39016	5kb,10kb
409	3	409	5kb	0.909509890500654	3	5,10,25	409,30761,42397	5kb,10kb,25kb
410	3	17166	10kb	0.769915754141182	2	5,10	410,2199,17166	5kb,5kb,10kb
411	2	30919	10kb	0.852527419536718	2	5,10	411,30919	5kb,10kb
412	2	17182	10kb	0.769001634707671	2	5,10	412,17182	5kb,10kb
414	3	16453	5kb	0.546152338532664	2	5,10	414,31078,16453	5kb,10kb,5kb
415	2	415	5kb	0.55841317008168	2	5,10	415,17190	5kb,10kb
416	3	416	5kb	0.435410119494738	2	5,10	416,14209,36127	5kb,5kb,10kb
417	3	30956	10kb	0.414529422210746	3	5,10,25	417,30956,52893	5kb,10kb,25kb
420	2	17210	10kb	0.311715462732155	2	5,10	420,17210	5kb,10kb
424	2	17189	10kb	0.483632827218428	2	5,10	424,17189	5kb,10kb
425	5	425	5kb	0.717730078107471	3	5,10,25	425,22876,31249,57893,53172	5kb,10kb,10kb,25kb,25kb
426	2	60725	25kb	0.503851030341859	2	5,25	426,60725	5kb,25kb
427	2	22904	10kb	0.891871953201743	2	5,10	427,22904	5kb,10kb
429	2	429	5kb	0.787310016667981	2	5,10	429,31007	5kb,10kb
430	3	430	5kb	0.2119000610342	3	5,10,25	430,31114,53134	5kb,10kb,25kb
431	2	17211	10kb	0.70898567904464	2	5,10	431,17211	5kb,10kb
432	2	432	5kb	0.73688663624647	2	5,10	432,31195	5kb,10kb
433	2	31106	10kb	0.817232692713181	2	5,10	433,31106	5kb,10kb
434	5	43608	25kb	0.426011705550183	3	5,10,25	434,5251,53175,31259,43608	5kb,5kb,25kb,10kb,25kb
435	3	31076	10kb	0.768737753559885	2	5,10	435,3015,31076	5kb,5kb,10kb
436	2	18451	10kb	0.638996046016471	2	5,10	436,18451	5kb,10kb
437	3	42428	25kb	0.831321414915581	3	5,10,25	437,31270,42428	5kb,10kb,25kb
438	2	438	5kb	0.674369268542347	2	5,10	438,31184	5kb,10kb
439	3	39939	25kb	0.728718165841647	3	5,10,25	439,36240,39939	5kb,10kb,25kb
441	2	53028	25kb	0.677327162948029	2	5,25	441,53028	5kb,25kb
442	2	31309	10kb	0.190950759798857	2	5,10	442,31309	5kb,10kb
443	3	53298	25kb	0.573634348763763	3	5,10,25	443,31298,53298	5kb,10kb,25kb
444	2	444	5kb	0.285586635778807	2	5,10	444,37759	5kb,10kb
446	2	446	5kb	0.489994273768214	2	5,10	446,31400	5kb,10kb
447	2	31476	10kb	0.388934390483119	2	5,10	447,31476	5kb,10kb
449	3	31423	10kb	0.597353855860182	2	5,10	449,20564,31423	5kb,10kb,10kb
450	2	450	5kb	0.44375816446576	2	5,10	450,31448	5kb,10kb
451	2	451	5kb	0.698133943718879	2	5,10	451,31469	5kb,10kb
456	2	456	5kb	0.969889241418641	2	5,10	456,36377	5kb,10kb
463	2	18491	10kb	0.781440446954168	2	5,10	463,18491	5kb,10kb
466	2	466	5kb	0.369080171613259	2	5,10	466,20590	5kb,10kb
468	4	7052	5kb	0.733718546907956	2	5,10	468,2255,31755,7052	5kb,5kb,10kb,5kb
470	2	470	5kb	0.725112085372169	2	5,10	470,31733	5kb,10kb
471	3	471	5kb	0.798682336014224	2	5,10	471,23085,31761	5kb,10kb,10kb
472	2	472	5kb	0.883691540043209	2	5,10	472,17301	5kb,10kb
473	4	45756	25kb	0.534756197393329	3	5,10,25	473,45756,23143,5495	5kb,25kb,10kb,5kb
475	3	31805	10kb	0.779321473106416	3	5,10,25	475,31805,41367	5kb,10kb,25kb
476	2	476	5kb	0.937999654315115	2	5,10	476,31905	5kb,10kb
477	2	31822	10kb	0.563063975294871	2	5,10	477,31822	5kb,10kb
480	2	31877	10kb	0.883172295058362	2	5,10	480,31877	5kb,10kb
481	2	36392	10kb	0.911889027201464	2	5,10	481,36392	5kb,10kb
482	2	31935	10kb	0.578497766939231	2	5,10	482,31935	5kb,10kb
483	2	31959	10kb	0.102880039265556	2	5,10	483,31959	5kb,10kb
486	3	5506	5kb	0.458369731721391	2	5,10	486,31952,5506	5kb,10kb,5kb
487	2	31833	10kb	0.406467754376236	2	5,10	487,31833	5kb,10kb
488	2	488	5kb	0.413174147373378	2	5,10	488,17304	5kb,10kb
489	2	489	5kb	0.507513589168016	2	5,10	489,32009	5kb,10kb
490	3	490	5kb	0.115116975850427	3	5,10,25	490,31906,60290	5kb,10kb,25kb
491	3	7080	5kb	0.780693684023358	2	5,10	491,32004,7080	5kb,10kb,5kb
492	2	492	5kb	0.844487723418982	2	5,10	492,32007	5kb,10kb
493	4	16125	5kb	0.967306023539365	3	5,10,25	493,16125,40100,31947	5kb,5kb,25kb,10kb
494	4	494	5kb	0.76292872337269	2	5,10	494,15560,32053,14438	5kb,5kb,10kb,5kb
496	2	496	5kb	0.914433429883568	2	5,10	496,17344	5kb,10kb
498	3	498	5kb	0.762146404950351	2	5,10	498,14437,32155	5kb,5kb,10kb
505	3	32205	10kb	0.493361935234961	2	5,10	505,32205,14481	5kb,10kb,5kb
507	3	43846	25kb	0.911604288666323	3	5,10,25	507,32401,43846	5kb,10kb,25kb
509	3	509	5kb	0.571455109467714	2	5,10	509,2311,32377	5kb,5kb,10kb
510	3	510	5kb	0.72237820965677	3	5,10,25	510,17355,54409	5kb,10kb,25kb
511	4	511	5kb	0.53217669242653	3	5,10,25	511,32351,54355,7108	5kb,10kb,25kb,5kb
512	3	512	5kb	0.764863347507943	3	5,10,25	512,54519,19663	5kb,25kb,10kb
513	2	32460	10kb	0.771448315340654	2	5,10	513,32460	5kb,10kb
514	5	15581	5kb	0.696198962839405	3	5,10,25	514,3087,15581,32260,54325	5kb,5kb,5kb,10kb,25kb
517	2	17354	10kb	0.691171670012375	2	5,10	517,17354	5kb,10kb
518	4	36516	10kb	0.781611908674176	3	5,10,25	518,1513,36516,54387	5kb,5kb,10kb,25kb
519	2	519	5kb	0.601427063282796	2	5,10	519,32479	5kb,10kb
521	2	32319	10kb	0.672098242181096	2	5,10	521,32319	5kb,10kb
523	4	523	5kb	0.589376427334015	3	5,10,25	523,32519,43858,54555	5kb,10kb,25kb,25kb
524	2	19677	10kb	0.626137095047749	2	5,10	524,19677	5kb,10kb
525	2	32408	10kb	0.892890919491431	2	5,10	525,32408	5kb,10kb
527	3	32397	10kb	0.201923666653085	2	5,10	527,32397,16154	5kb,10kb,5kb
528	2	528	5kb	0.673275834494592	2	5,10	528,32547	5kb,10kb
529	3	17369	10kb	0.704948770283658	3	5,10,25	529,17369,47584	5kb,10kb,25kb
532	3	43860	25kb	0.324017794341024	3	5,10,25	532,32503,43860	5kb,10kb,25kb
