loop_id	anchor_num	type_10kb	direction	n_motifs	type_motif_consensus	n_chip_bound	is_concordant
loop_2432	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_11631	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_11629	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_2824	1	Active_Enhancer	down_in_mutant	3	Active_Enhancer	1	TRUE
loop_2833	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2490	1	Other	down_in_mutant	0	NA	0	NA
loop_2524	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_2573	1	Poised_Enhancer	down_in_mutant	2	Poised_Enhancer	0	TRUE
loop_22500	1	CTCF_Site	up_in_mutant	4	CTCF_Site	2	TRUE
loop_19480	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_2619	1	Other	down_in_mutant	0	NA	0	NA
loop_621	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_4416	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_12404	1	CTCF_Site	down_in_mutant	1	Poised_Enhancer	1	FALSE
loop_13250	1	Repressed_Promoter	down_in_mutant	1	CTCF_Site	1	FALSE
loop_2742	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2760	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_19717	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_14358	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_19716	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2797	1	Poised_Enhancer	down_in_mutant	4	Active_Enhancer	2	FALSE
loop_3189	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_2816	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_22112	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_2926	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_2945	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_3005	1	Repressed_Promoter	up_in_mutant	1	Poised_Enhancer	0	FALSE
loop_15947	1	Active_Enhancer	down_in_mutant	2	Active_Enhancer	1	TRUE
loop_3034	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_3050	1	Other	down_in_mutant	0	NA	0	NA
loop_3162	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_14988	1	CTCF_Site	down_in_mutant	2	Poised_Enhancer	2	FALSE
loop_17280	1	Polycomb	down_in_mutant	1	Polycomb	1	TRUE
loop_3243	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_3244	1	Active_Promoter	down_in_mutant	1	Active_Promoter	1	TRUE
loop_3247	1	Active_Enhancer	down_in_mutant	1	Poised_Enhancer	1	FALSE
loop_17332	1	Other	down_in_mutant	0	NA	0	NA
loop_3263	1	Active_Promoter	down_in_mutant	2	Active_Promoter	1	TRUE
loop_3768	1	Other	down_in_mutant	0	NA	0	NA
loop_3357	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	0	TRUE
loop_3398	1	Active_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_3456	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_21700	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_3462	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_183	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_10314	1	Active_Promoter	down_in_mutant	1	CTCF_Site	1	FALSE
loop_18627	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_3590	1	Other	down_in_mutant	0	NA	0	NA
loop_21870	1	Other	up_in_mutant	0	NA	0	NA
loop_3611	1	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_3634	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_21904	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_3645	1	Polycomb	up_in_mutant	2	Polycomb	1	TRUE
loop_4284	1	Other	up_in_mutant	0	NA	0	NA
loop_3692	1	Other	up_in_mutant	1	Polycomb	1	FALSE
loop_3694	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_21983	1	Repressed_Promoter	up_in_mutant	2	Polycomb	0	FALSE
loop_3740	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_22011	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	1	TRUE
loop_3749	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_3757	1	Other	up_in_mutant	0	NA	0	NA
loop_3779	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_3780	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_19616	1	Other	up_in_mutant	0	NA	0	NA
loop_3830	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_3836	1	Other	down_in_mutant	0	NA	0	NA
loop_3839	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_22100	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_3859	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_19749	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_19791	1	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_21245	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_3915	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_22154	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_3933	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	0	TRUE
loop_22176	1	Poised_Enhancer	up_in_mutant	3	Poised_Enhancer	1	TRUE
loop_22194	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_3994	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	0	TRUE
loop_22237	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_22214	1	Repressed_Promoter	up_in_mutant	3	Repressed_Promoter	2	TRUE
loop_4714	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_22596	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22261	1	Polycomb	up_in_mutant	3	Polycomb	2	TRUE
loop_4049	1	Other	up_in_mutant	0	NA	0	NA
loop_4054	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_22271	1	CTCF_Site	up_in_mutant	2	CTCF_Site	0	TRUE
loop_4829	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_22320	1	Other	up_in_mutant	0	NA	0	NA
loop_22331	1	Other	up_in_mutant	0	NA	0	NA
loop_4131	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_4162	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	0	TRUE
loop_4165	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4167	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	2	TRUE
loop_4191	1	Active_Promoter	down_in_mutant	0	NA	0	NA
loop_21673	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_5042	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_21731	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_4308	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4348	1	Repressed_Promoter	up_in_mutant	2	Repressed_Promoter	0	TRUE
loop_9751	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_4374	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_4423	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_10686	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_21843	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_5292	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4507	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4514	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_4527	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4528	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_21903	1	Other	up_in_mutant	0	NA	0	NA
loop_19312	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4613	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	0	TRUE
loop_4647	1	Active_Promoter	up_in_mutant	1	Active_Promoter	1	TRUE
loop_4648	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_22503	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_4716	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_19558	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_12384	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_22053	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4785	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_5694	1	Polycomb	up_in_mutant	2	CTCF_Site	2	FALSE
loop_4810	1	Active_Enhancer	down_in_mutant	2	Active_Enhancer	2	TRUE
loop_22537	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_4824	1	Other	up_in_mutant	3	Repressed_Promoter	1	FALSE
loop_14446	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_14706	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_4905	1	CTCF_Site	up_in_mutant	1	Poised_Enhancer	1	FALSE
loop_5820	1	CTCF_Site	up_in_mutant	4	CTCF_Site	2	TRUE
loop_4908	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4909	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_4935	1	Bivalent_Promoter	up_in_mutant	0	NA	0	NA
loop_4947	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_4989	1	Other	up_in_mutant	0	NA	0	NA
loop_5010	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_5014	1	Other	up_in_mutant	0	NA	0	NA
loop_5021	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_22228	1	Active_Promoter	up_in_mutant	1	CTCF_Site	1	FALSE
loop_20175	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22267	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_6107	1	Repressed_Promoter	up_in_mutant	2	Polycomb	1	FALSE
loop_5138	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_2086	1	Poised_Enhancer	down_in_mutant	2	CTCF_Site	2	FALSE
loop_22316	1	Repressed_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_6149	1	Other	up_in_mutant	0	NA	0	NA
loop_18222	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_5204	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_16445	1	Repressed_Promoter	up_in_mutant	3	Repressed_Promoter	1	TRUE
loop_5269	1	Other	up_in_mutant	0	NA	0	NA
loop_21686	1	Other	up_in_mutant	0	NA	0	NA
loop_5296	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_5005	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_21701	1	Other	up_in_mutant	0	NA	0	NA
loop_16750	1	Repressed_Promoter	up_in_mutant	2	Polycomb	1	FALSE
loop_21710	1	Other	up_in_mutant	0	NA	0	NA
loop_18879	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	2	FALSE
loop_5350	1	CTCF_Site	down_in_mutant	1	Poised_Enhancer	1	FALSE
loop_18865	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_22404	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5357	1	Poised_Enhancer	up_in_mutant	2	Poised_Enhancer	1	TRUE
loop_5364	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6403	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_21737	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_5419	1	Poised_Enhancer	up_in_mutant	5	Polycomb	2	FALSE
loop_5435	1	Repressed_Promoter	up_in_mutant	2	Repressed_Promoter	0	TRUE
loop_4402	1	Repressed_Promoter	up_in_mutant	3	CTCF_Site	0	FALSE
loop_6481	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_9594	1	Other	down_in_mutant	0	NA	0	NA
loop_5188	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_6516	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_5502	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_22451	1	Polycomb	up_in_mutant	2	Polycomb	2	TRUE
loop_5526	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_6605	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_5536	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_19231	1	Active_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5561	1	Repressed_Promoter	up_in_mutant	0	NA	0	NA
loop_11228	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_5577	1	Poised_Enhancer	down_in_mutant	0	NA	0	NA
loop_5584	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_11047	1	Poised_Enhancer	up_in_mutant	3	CTCF_Site	1	FALSE
loop_5591	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_19729	1	Active_Enhancer	up_in_mutant	1	Poised_Enhancer	1	FALSE
loop_5622	1	Other	up_in_mutant	0	NA	0	NA
loop_5626	1	Other	up_in_mutant	0	NA	0	NA
loop_5643	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_5647	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_21011	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_5681	1	Poised_Enhancer	up_in_mutant	3	Polycomb	1	FALSE
loop_5682	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_5688	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_6811	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_21996	1	Active_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5719	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_5728	1	Repressed_Promoter	up_in_mutant	1	Repressed_Promoter	1	TRUE
loop_5739	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_22515	1	Active_Enhancer	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5753	1	Active_Enhancer	up_in_mutant	0	NA	0	NA
loop_5754	1	Active_Promoter	up_in_mutant	0	NA	0	NA
loop_22058	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_21115	1	CTCF_Site	up_in_mutant	2	CTCF_Site	1	TRUE
loop_6948	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_5819	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_5852	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_13296	1	Repressed_Promoter	up_in_mutant	3	Polycomb	2	FALSE
loop_5877	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_5885	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_5902	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_15862	1	Repressed_Promoter	up_in_mutant	1	CTCF_Site	0	FALSE
loop_5940	1	CTCF_Site	up_in_mutant	2	CTCF_Site	2	TRUE
loop_5973	1	Polycomb	up_in_mutant	1	Polycomb	1	TRUE
loop_5997	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_6011	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_6012	1	Active_Promoter	up_in_mutant	2	CTCF_Site	1	FALSE
loop_6068	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_6070	1	CTCF_Site	up_in_mutant	3	CTCF_Site	0	TRUE
loop_6086	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_20083	1	Polycomb	up_in_mutant	1	Poised_Enhancer	0	FALSE
loop_6115	1	Other	down_in_mutant	0	NA	0	NA
loop_7287	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_20388	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6124	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_22304	1	Polycomb	up_in_mutant	1	CTCF_Site	0	FALSE
loop_17798	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_6140	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_21576	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_6155	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_22323	1	Other	up_in_mutant	0	NA	0	NA
loop_6186	1	Repressed_Promoter	up_in_mutant	2	Repressed_Promoter	1	TRUE
loop_6209	1	Poised_Enhancer	up_in_mutant	3	CTCF_Site	3	FALSE
loop_22635	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_22636	1	Other	up_in_mutant	0	NA	0	NA
loop_6340	1	Active_Enhancer	down_in_mutant	1	Active_Promoter	1	FALSE
loop_6376	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	0	FALSE
loop_7580	1	Other	down_in_mutant	0	NA	0	NA
loop_6419	1	CTCF_Site	down_in_mutant	2	CTCF_Site	1	TRUE
loop_7663	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_7602	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_7624	1	CTCF_Site	up_in_mutant	3	CTCF_Site	1	TRUE
loop_6463	1	CTCF_Site	up_in_mutant	4	CTCF_Site	3	TRUE
loop_6464	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_6531	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_7846	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_6564	1	Other	down_in_mutant	1	CTCF_Site	1	FALSE
loop_6570	1	Poised_Enhancer	up_in_mutant	0	NA	0	NA
loop_7630	1	Poised_Enhancer	down_in_mutant	1	CTCF_Site	1	FALSE
loop_6618	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_7927	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_6672	1	Poised_Enhancer	up_in_mutant	1	CTCF_Site	1	FALSE
loop_7879	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_7945	1	Active_Promoter	down_in_mutant	2	Active_Promoter	2	TRUE
loop_7929	1	Polycomb	up_in_mutant	2	CTCF_Site	2	FALSE
loop_6733	1	Active_Enhancer	down_in_mutant	4	Active_Enhancer	1	TRUE
loop_1295	1	CTCF_Site	up_in_mutant	1	CTCF_Site	0	TRUE
loop_8103	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_6842	1	Active_Enhancer	down_in_mutant	0	NA	0	NA
loop_8225	1	Other	up_in_mutant	0	NA	0	NA
loop_8150	1	Polycomb	up_in_mutant	0	NA	0	NA
loop_6889	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_6901	1	Other	up_in_mutant	0	NA	0	NA
loop_8213	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_8266	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_8152	1	CTCF_Site	up_in_mutant	1	CTCF_Site	1	TRUE
loop_8307	1	CTCF_Site	down_in_mutant	2	CTCF_Site	2	TRUE
loop_8246	1	Polycomb	up_in_mutant	1	CTCF_Site	1	FALSE
loop_8267	1	CTCF_Site	down_in_mutant	1	CTCF_Site	0	TRUE
loop_8226	1	Poised_Enhancer	up_in_mutant	2	CTCF_Site	1	FALSE
loop_8253	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_8561	1	Poised_Enhancer	up_in_mutant	1	Poised_Enhancer	1	TRUE
loop_8593	1	Repressed_Promoter	up_in_mutant	3	Repressed_Promoter	1	TRUE
loop_8445	1	Active_Enhancer	down_in_mutant	2	Active_Promoter	2	FALSE
loop_8427	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_7075	1	Poised_Enhancer	down_in_mutant	1	Poised_Enhancer	1	TRUE
loop_8474	1	Active_Enhancer	down_in_mutant	1	Active_Enhancer	0	TRUE
loop_7105	1	CTCF_Site	down_in_mutant	1	CTCF_Site	1	TRUE
loop_7156	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_7194	1	CTCF_Site	up_in_mutant	3	CTCF_Site	2	TRUE
loop_7284	1	Other	down_in_mutant	0	NA	0	NA
loop_8704	1	Polycomb	up_in_mutant	2	Polycomb	1	TRUE
