stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center	logFC	logCPM	F	PValue	FDR	significant_FDR05	significant_FDR10	direction_edgeR	direction	direction_confidence	direction_consistent	stripe_length	anchor_width	effect_category	timepoint	distance_to_tss	nearest_gene_id	nearest_gene_symbol	h3k27ac_overlap	h3k27me3_overlap	h3k4me1_overlap	anchor_type
stripe_0011	chr10	10705000	11100000	11145000	11150000	3prime	mutant_only	NA	1.47558419962013e-17	0	0	TRUE	medium	10902500	0.171285774813878	12.4851017577218	3.48373876363423	0.0916749139829996	0.533007298688536	FALSE	FALSE	unchanged	gained	low	TRUE	5000	395000	minimal	late	0	78056	4930567K20Rik	TRUE	FALSE	TRUE	Promoter
stripe_0012	chr10	54585000	54645000	54645000	55615000	3prime	mutant_only	NA	0.99737189938184	0	0	FALSE	medium	54615000	0.159670843749749	11.3388520586556	0.65249784937486	0.438100020977779	0.79654549268687	FALSE	FALSE	unchanged	gained	low	TRUE	970000	60000	minimal	late	508390	17155	Man1a	FALSE	FALSE	FALSE	Other
stripe_0013	chr10	75160000	75205000	75255000	75530000	3prime	control_only	4.35590892219322e-10	NA	0	0	FALSE	low	75182500	-0.0772647063378317	12.7275296890931	0.6964983740411	0.423540558148748	0.784334366942127	FALSE	FALSE	unchanged	lost	low	TRUE	275000	45000	minimal	late	7072	74392	Specc1l	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0014	chr10	90710000	90755000	90845000	91100000	3prime	mutant_only	NA	5.98962475672871e-18	1	0	TRUE	medium	90732500	0.343226718807663	13.1667437001138	27.6125343835329	0.000376588580803372	0.0753177161606743	FALSE	TRUE	unchanged	gained	high	TRUE	255000	45000	weak	late	327769	11783	Apaf1	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0015	chr10	95565000	95865000	95865000	95925000	3prime	mutant_only	NA	0.990428693982456	0	1	FALSE	medium	95715000	0.0601190017045411	12.4050942235466	0.490221225170105	0.499866167828181	0.810940783335059	FALSE	FALSE	unchanged	gained	low	TRUE	60000	300000	minimal	late	853	71207	Nudt4	FALSE	FALSE	TRUE	Other
stripe_0016	chr10	110205000	110250000	110250000	110780000	3prime	control_only	0.897098252009214	NA	0	1	FALSE	medium	110227500	-0.263805106704028	12.1134412792189	2.99737816852136	0.114218876219328	0.579427192696091	FALSE	FALSE	unchanged	lost	medium	TRUE	530000	45000	minimal	late	206203	260315	Nav3	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0017	chr11	3510000	3565000	3620000	3925000	3prime	shared	2.71362273688021e-18	7.9173525319505e-17	0	0	TRUE	medium	3537500	-0.012332576636823	13.1481276237047	0.0284529442472956	0.869426829107775	0.971495137858998	FALSE	FALSE	unchanged	unchanged	low	NA	305000	55000	minimal	late	0	29856	Smtn	TRUE	FALSE	TRUE	Promoter
stripe_0018	chr11	9420000	11590000	11590000	11645000	3prime	control_only	0.824115763457834	NA	0	0	FALSE	medium	10505000	-0.279714675104501	11.9172014888246	5.30991581018392	0.0440445421146158	0.383351211729828	FALSE	FALSE	unchanged	lost	medium	TRUE	55000	2170000	minimal	late	0	73862	Spmip7	FALSE	FALSE	TRUE	Other
stripe_0019	chr11	13195000	14050000	14050000	14105000	3prime	control_only	0.572640981571747	NA	0	1	FALSE	medium	13622500	0.371661254729833	11.9593064525164	1.53480220680129	0.24381246934877	0.750192213380831	FALSE	FALSE	unchanged	lost	low	FALSE	55000	855000	weak	late	129040	75280	4930554G24Rik	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0020	chr11	15590000	15635000	15635000	16495000	3prime	control_only	0.30592362697158	NA	0	0	FALSE	medium	15612500	-0.119512918330722	11.7609403130558	0.245157643232771	0.631253063344623	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	860000	45000	minimal	late	622723	211739	Vstm2a	FALSE	FALSE	FALSE	Other
stripe_0021	chr11	20075000	20345000	20375000	20430000	3prime	control_only	4.83500785837252e-09	NA	0	0	TRUE	medium	20210000	0.0131679300806226	11.9072910557043	0.0140171673601077	0.908110647412098	0.987099705804251	FALSE	FALSE	unchanged	lost	low	FALSE	55000	270000	minimal	late	0	66713	Actr2	TRUE	FALSE	TRUE	Promoter
stripe_0022	chr11	26180000	26425000	26425000	26480000	3prime	mutant_only	NA	0.937417284865542	0	0	FALSE	medium	26302500	-0.045052848304121	11.3696125315457	0.0492647049533138	0.828835600603265	0.963762326282866	FALSE	FALSE	unchanged	gained	low	FALSE	55000	245000	minimal	late	0	70626	5730522E02Rik	FALSE	FALSE	TRUE	Other
stripe_0023	chr11	42295000	42340000	42385000	42640000	3prime	mutant_only	NA	7.40620682024561e-15	1	0	TRUE	medium	42317500	-0.00553201209876741	13.5616506864964	0.00651835435997569	0.93725194605748	0.987099705804251	FALSE	FALSE	unchanged	gained	low	FALSE	255000	45000	minimal	late	0	14399	Gabra6	TRUE	FALSE	TRUE	Promoter
stripe_0024	chr11	46845000	46910000	46910000	48765000	3prime	mutant_only	NA	0.925871742469719	0	1	FALSE	medium	46877500	-0.0235194199477784	11.3297365087451	0.0338213623247985	0.857780017707424	0.971495137858998	FALSE	FALSE	unchanged	gained	low	FALSE	1855000	65000	minimal	late	34199	276891	Timd4	FALSE	FALSE	FALSE	Other
stripe_0025	chr11	49960000	50015000	50120000	50390000	3prime	control_only	1.03271321863915e-10	NA	0	0	FALSE	medium	49987500	-0.0769526919781141	12.9660902165633	0.767272998900921	0.401706587147093	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	270000	55000	minimal	late	10345	59044	Rnf130	FALSE	FALSE	FALSE	Other
stripe_0026	chr11	53915000	54190000	54235000	54280000	3prime	shared	3.19976651060703e-14	2.63671165751022e-10	0	0	FALSE	low	54052500	-0.136127141250459	11.784073811638	1.2570783471069	0.288526103388344	0.765876472313714	FALSE	FALSE	unchanged	unchanged	low	NA	45000	275000	minimal	late	0	56517	Slc22a21	TRUE	FALSE	TRUE	Promoter
stripe_0027	chr11	56905000	56965000	56965000	57730000	3prime	control_only	0.666226079208567	NA	0	0	FALSE	medium	56935000	-0.0816342454588035	11.4049388399972	0.304417041241927	0.593296930333576	0.866799291214489	FALSE	FALSE	unchanged	lost	low	TRUE	765000	60000	minimal	late	46386	14799	Gria1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0028	chr11	60085000	60120000	60180000	60445000	3prime	shared	6.40728717789587e-17	6.29581599785104e-05	0	0	FALSE	low	60102500	0.00132876594907513	13.5542462516448	0.00023535270269823	0.988063115487194	0.993028256771049	FALSE	FALSE	unchanged	unchanged	low	NA	265000	35000	minimal	late	0	19377	Rai1	TRUE	FALSE	TRUE	Promoter
stripe_0029	chr11	61890000	62165000	62255000	62300000	3prime	control_only	7.27617196371511e-16	NA	0	0	TRUE	medium	62027500	0.0348865943320638	12.7208245323514	0.211863819794856	0.655201841181214	0.870187011840902	FALSE	FALSE	unchanged	lost	low	FALSE	45000	275000	minimal	late	0	56697	Akap10	TRUE	FALSE	TRUE	Promoter
stripe_0030	chr11	61930000	61975000	62035000	62310000	3prime	shared	2.07216241333734e-18	6.16742418791689e-10	0	0	TRUE	medium	61952500	0.0226486655140138	13.9626399396937	0.151243353904129	0.705539603925511	0.877957271123348	FALSE	FALSE	unchanged	unchanged	low	NA	275000	45000	minimal	late	0	56697	Akap10	TRUE	FALSE	TRUE	Promoter
stripe_0031	chr11	61930000	61975000	62040000	62300000	3prime	mutant_only	NA	1.38475469606145e-24	0	0	TRUE	medium	61952500	0.0226486655140138	13.9626399396937	0.151243353904129	0.705539603925511	0.877957271123348	FALSE	FALSE	unchanged	gained	low	TRUE	260000	45000	minimal	late	0	56697	Akap10	TRUE	FALSE	TRUE	Promoter
stripe_0032	chr11	67010000	67965000	67965000	68025000	3prime	mutant_only	NA	0.93601535208697	0	0	TRUE	medium	67487500	-0.120534598170623	12.5834880247573	1.08126570487268	0.323014341176694	0.769081764706413	FALSE	FALSE	unchanged	gained	low	FALSE	60000	955000	minimal	late	0	93896	Glp2r	TRUE	FALSE	TRUE	Promoter
stripe_0033	chr11	75760000	75805000	75895000	76180000	3prime	shared	5.37363924627818e-42	1.19540334512545e-35	1	0	TRUE	medium	75782500	-0.23403786571621	13.3821623987674	11.5672622439529	0.00680362423177406	0.160000733225758	FALSE	FALSE	unchanged	unchanged	low	NA	285000	45000	minimal	late	0	13447	Doc2b	TRUE	FALSE	TRUE	Promoter
stripe_0034	chr11	81685000	82485000	82485000	82545000	3prime	control_only	0.468385592918988	NA	0	0	FALSE	medium	82085000	0.249735860221312	11.7139838614012	2.96631627437039	0.115885438539218	0.579427192696091	FALSE	FALSE	unchanged	lost	low	FALSE	60000	800000	minimal	late	0	71388	5530401A14Rik	TRUE	FALSE	TRUE	Promoter
stripe_0035	chr11	107450000	107515000	107515000	108000000	3prime	mutant_only	NA	0.0774494731452487	0	0	TRUE	medium	107482500	-0.222488896124188	11.7175708982566	4.37955204701851	0.0629678075409666	0.46642820400716	FALSE	FALSE	unchanged	gained	low	FALSE	485000	65000	minimal	late	0	71795	Pitpnc1	TRUE	FALSE	TRUE	Promoter
stripe_0036	chr11	121405000	121715000	121785000	121830000	3prime	shared	5.93518332341194e-12	1.7100802735806e-19	0	0	TRUE	medium	121560000	0.169328141462402	12.2520279786943	3.44442382172479	0.0932762772704938	0.533007298688536	FALSE	FALSE	unchanged	unchanged	low	NA	45000	310000	minimal	late	0	63828	Fn3k	TRUE	FALSE	TRUE	Promoter
stripe_0037	chr12	5660000	5705000	5705000	7795000	3prime	mutant_only	NA	0.712686614648924	0	0	FALSE	medium	5682500	0.119788033043548	11.622692051975	0.749487007921242	0.407022053126422	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	2090000	45000	minimal	late	284129	72669	2810032G03Rik	FALSE	FALSE	FALSE	Other
stripe_0038	chr12	12425000	13560000	13560000	13620000	3prime	mutant_only	NA	0.172041850133555	0	0	FALSE	medium	12992500	-0.00407235275473886	11.8123225683512	0.000406688144879561	0.984309083143794	0.993028256771049	FALSE	FALSE	unchanged	gained	low	FALSE	60000	1135000	minimal	late	0	71169	Nbas	TRUE	FALSE	TRUE	Promoter
stripe_0039	chr12	31480000	31525000	31595000	31990000	3prime	control_only	8.9641676297111e-17	NA	0	0	TRUE	medium	31502500	-0.08442947329051	12.4410825818244	1.00354501694826	0.340185523729166	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	395000	45000	minimal	late	0	104836	Cbll1	TRUE	FALSE	TRUE	Promoter
stripe_0040	chr12	36250000	36935000	36935000	36995000	3prime	control_only	0.874987909320593	NA	0	0	FALSE	medium	36592500	-0.0701912085011276	11.1596319081873	0.2195747636304	0.64945840839482	0.870187011840902	FALSE	FALSE	unchanged	lost	low	TRUE	60000	685000	minimal	late	0	75847	Crppa	TRUE	FALSE	TRUE	Promoter
stripe_0041	chr12	72045000	72325000	72400000	72445000	3prime	shared	2.12704477741494e-35	1.11020259941034e-22	0	0	TRUE	medium	72185000	-0.0537952814401467	11.9723760646213	0.319326810053893	0.584523449464882	0.866799291214489	FALSE	FALSE	unchanged	unchanged	low	NA	45000	280000	minimal	late	0	73936	Ccdc175	TRUE	FALSE	TRUE	Promoter
stripe_0042	chr12	83045000	83345000	83470000	83515000	3prime	shared	2.10105085825097e-25	1.84921330252882e-28	0	0	FALSE	medium	83195000	-0.136415442872167	13.0487523121045	2.02580495887255	0.185227399849769	0.676489090469617	FALSE	FALSE	unchanged	unchanged	low	NA	45000	300000	minimal	late	105844	74283	1700085C21Rik	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0043	chr12	84755000	84800000	84895000	85150000	3prime	control_only	5.43311973989598e-19	NA	0	0	TRUE	medium	84777500	0.0937103760816796	13.3686370511204	1.94567282655453	0.193398276773779	0.676489090469617	FALSE	FALSE	unchanged	lost	low	FALSE	255000	45000	minimal	late	0	74316	Isca2	FALSE	FALSE	TRUE	Other
stripe_0044	chr12	109690000	109750000	109750000	110855000	3prime	mutant_only	NA	0.902553616423842	0	0	FALSE	medium	109720000	0.107481893507262	11.2052498901774	0.477313535826994	0.505434612085767	0.810940783335059	FALSE	FALSE	unchanged	gained	low	TRUE	1105000	60000	minimal	late	0	791071	Mir758	FALSE	FALSE	TRUE	Other
stripe_0045	chr12	116225000	116480000	116600000	116645000	3prime	control_only	1.60945108580463e-07	NA	0	0	TRUE	medium	116352500	-0.119484844197212	11.912567319645	1.03979087031004	0.33201507917665	0.776578761225745	FALSE	FALSE	unchanged	lost	low	TRUE	45000	255000	minimal	late	0	76044	Ncapg2	TRUE	FALSE	TRUE	Promoter
stripe_0046	chr13	41250000	41545000	41545000	41600000	3prime	control_only	1.17588506580565e-05	NA	1	0	FALSE	medium	41397500	-0.112162588346537	12.0000317626674	1.19250658687189	0.300551327181044	0.765876472313714	FALSE	FALSE	unchanged	lost	low	TRUE	55000	295000	minimal	late	0	18003	Nedd9	TRUE	FALSE	TRUE	Promoter
stripe_0047	chr13	43150000	43205000	43300000	43585000	3prime	shared	1.57497536589045e-22	8.28868419280845e-40	0	0	TRUE	medium	43177500	0.185598384448555	12.7103618599106	3.60157370927708	0.0870775100534252	0.533007298688536	FALSE	FALSE	unchanged	unchanged	low	NA	285000	55000	minimal	late	0	67046	Tbc1d7	TRUE	FALSE	TRUE	Promoter
stripe_0048	chr13	48630000	48675000	48795000	49075000	3prime	control_only	2.50014761662409e-08	NA	0	0	TRUE	medium	48652500	0.398569512219779	11.9672056748436	11.3388269910974	0.00720003299515912	0.160000733225758	FALSE	FALSE	unchanged	lost	low	FALSE	280000	45000	weak	late	0	12022	Barx1	FALSE	FALSE	TRUE	Other
stripe_0049	chr13	68600000	69460000	69460000	69515000	3prime	mutant_only	NA	0.176100818421732	0	0	FALSE	medium	69030000	-0.231178335524003	11.2534115230713	1.42330968339379	0.260522794137485	0.765876472313714	FALSE	FALSE	unchanged	gained	low	FALSE	55000	860000	minimal	late	0	210044	Adcy2	FALSE	FALSE	TRUE	Other
stripe_0050	chr13	79105000	79160000	79160000	80295000	3prime	mutant_only	NA	0.0593321638288921	0	0	FALSE	medium	79132500	-0.0860999459936111	11.4060690894685	0.242967907576479	0.632763482586577	0.866799291214489	FALSE	FALSE	unchanged	gained	low	FALSE	1135000	55000	minimal	late	905242	13865	Nr2f1	FALSE	FALSE	FALSE	Other
stripe_0051	chr13	117070000	117365000	117365000	117425000	3prime	control_only	0.192410499343357	NA	0	0	FALSE	medium	117217500	0.0127128256797092	12.1479699534273	0.00940691529028045	0.924660096803133	0.987099705804251	FALSE	FALSE	unchanged	lost	low	FALSE	60000	295000	minimal	late	0	623312	Gm6416	TRUE	FALSE	TRUE	Promoter
stripe_0052	chr14	50780000	50825000	50890000	51135000	3prime	mutant_only	NA	1.46557976395336e-10	0	0	FALSE	medium	50802500	-0.0126339640892901	13.068465656952	0.0220380964631006	0.884950249169134	0.983278054632372	FALSE	FALSE	unchanged	gained	low	FALSE	245000	45000	minimal	late	0	85029	Rpph1	FALSE	FALSE	TRUE	Other
stripe_0053	chr14	51870000	51915000	51960000	52375000	3prime	shared	4.60797870932146e-28	8.91231352476867e-18	0	0	TRUE	medium	51892500	0.0308108364308248	13.1161432367983	0.183334172906539	0.677640456291385	0.877957271123348	FALSE	FALSE	unchanged	unchanged	low	NA	415000	45000	minimal	late	0	52535	Mettl17	TRUE	FALSE	TRUE	Promoter
stripe_0054	chr14	54215000	54250000	54385000	54710000	3prime	mutant_only	NA	1.77484352270389e-42	0	0	TRUE	medium	54232500	0.112009966738598	11.9072233523172	0.798528295674146	0.392627781502475	0.776578761225745	FALSE	FALSE	unchanged	gained	low	TRUE	325000	35000	minimal	late	4103	13135	Dad1	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0055	chr14	89320000	89375000	89375000	90250000	3prime	mutant_only	NA	0.173791808092583	0	0	FALSE	medium	89347500	-0.0787935237995693	10.9697407727623	0.198213956103569	0.66569306405829	0.870187011840902	FALSE	FALSE	unchanged	gained	low	FALSE	875000	55000	minimal	late	751890	74967	4930474H20Rik	FALSE	FALSE	FALSE	Other
stripe_0056	chr14	92150000	92190000	92190000	93275000	3prime	control_only	0.947196543023456	NA	0	0	FALSE	medium	92170000	-0.230443242674447	11.1563638817248	2.574297742987	0.139837703907522	0.647024113948107	FALSE	FALSE	unchanged	lost	medium	TRUE	1085000	40000	minimal	late	1700678	211712	Pcdh9	FALSE	FALSE	FALSE	Other
stripe_0057	chr14	121495000	121850000	121850000	121915000	3prime	control_only	0.226812666670368	NA	0	0	FALSE	medium	121672500	-0.00148547624857898	12.9441220536153	0.000379214201345995	0.984848272053517	0.993028256771049	FALSE	FALSE	unchanged	lost	low	TRUE	65000	355000	minimal	late	0	56643	Slc15a1	TRUE	FALSE	TRUE	Promoter
stripe_0058	chr14	122395000	123290000	123290000	123355000	3prime	mutant_only	NA	0.460930851741595	0	0	FALSE	medium	122842500	0.0718282740959997	11.5406589722615	0.212369053921715	0.654821752970942	0.870187011840902	FALSE	FALSE	unchanged	gained	low	TRUE	65000	895000	minimal	late	0	70551	Tmtc4	TRUE	FALSE	TRUE	Promoter
stripe_0059	chr15	8225000	8495000	8565000	8620000	3prime	control_only	1.83629865824809e-32	NA	0	0	TRUE	medium	8360000	0.16442555639633	12.0179780458398	2.04915649881839	0.182932284008735	0.676489090469617	FALSE	FALSE	unchanged	lost	low	FALSE	55000	270000	minimal	late	0	71175	Nipbl	TRUE	FALSE	TRUE	Promoter
stripe_0060	chr15	11945000	12000000	12080000	12415000	3prime	control_only	9.88783809793456e-14	NA	0	0	TRUE	medium	11972500	0.236772806993689	12.6968450452835	8.40494076810984	0.015930073419691	0.227572477424158	FALSE	FALSE	unchanged	lost	low	FALSE	335000	55000	minimal	late	0	73339	1700047G03Rik	TRUE	FALSE	TRUE	Promoter
stripe_0061	chr15	27295000	27350000	27420000	27905000	3prime	control_only	9.88727554669633e-41	NA	0	0	TRUE	medium	27322500	-0.128012313118838	12.4864592314847	1.99297146942845	0.188519367502726	0.676489090469617	FALSE	FALSE	unchanged	lost	low	TRUE	485000	55000	minimal	late	116676	11732	Ank	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0062	chr15	35735000	35785000	35785000	36665000	3prime	mutant_only	NA	0.850938410686046	0	0	FALSE	medium	35760000	0.0230033908055318	11.9294907094029	0.0404264055238094	0.84469843938227	0.965369645008308	FALSE	FALSE	unchanged	gained	low	TRUE	880000	50000	minimal	late	73952	100124469	Mir875	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0063	chr15	39340000	39750000	39790000	39845000	3prime	shared	1.0413538503334e-16	6.37711456638142e-11	0	0	TRUE	medium	39545000	-0.0705283018925746	12.6943915022782	0.259734981044728	0.621410708545101	0.866799291214489	FALSE	FALSE	unchanged	unchanged	low	NA	55000	410000	minimal	late	0	75766	Dcstamp	TRUE	FALSE	TRUE	Promoter
stripe_0064	chr15	58960000	58995000	59040000	59355000	3prime	control_only	1.00889423436604e-11	NA	0	0	TRUE	medium	58977500	0.229149818602546	13.4408213199584	14.7041389764275	0.00332216858099327	0.120596381506651	FALSE	FALSE	unchanged	lost	low	FALSE	315000	35000	minimal	late	26261	69694	Tatdn1	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0065	chr15	75695000	75740000	75810000	76070000	3prime	mutant_only	NA	9.53701306402629e-23	0	0	TRUE	medium	75717500	0.0981195845489005	13.3951922729243	2.26108640410235	0.163709870056451	0.647024113948107	FALSE	FALSE	unchanged	gained	low	TRUE	260000	45000	minimal	late	0	14787	Rhpn1	FALSE	FALSE	TRUE	Other
stripe_0066	chr15	82790000	82835000	82990000	83255000	3prime	control_only	1.84319757375318e-30	NA	0	0	TRUE	medium	82812500	0.242245119899601	12.6777388297139	7.93747479398262	0.0183215962372664	0.244287949830219	FALSE	FALSE	unchanged	lost	low	FALSE	265000	45000	minimal	late	0	76279	Cyp2d26	FALSE	FALSE	TRUE	Other
stripe_0067	chr16	8230000	9240000	9240000	9300000	3prime	mutant_only	NA	0.213543342564886	0	0	FALSE	medium	8735000	0.0408913064973472	12.9183224349328	0.285909655833107	0.604591775618013	0.866799291214489	FALSE	FALSE	unchanged	gained	low	TRUE	60000	1010000	minimal	late	0	74720	Tmem114	TRUE	FALSE	TRUE	Promoter
stripe_0068	chr16	23680000	23745000	23745000	25735000	3prime	control_only	0.503968597157722	NA	0	0	FALSE	medium	23712500	0.0485486606960035	11.7640770157937	0.158754710828475	0.698718644586234	0.877957271123348	FALSE	FALSE	unchanged	lost	low	FALSE	1990000	65000	minimal	late	145957	20604	Sst	FALSE	FALSE	FALSE	Other
stripe_0069	chr16	25710000	25755000	25755000	26300000	3prime	control_only	0.101491332931101	NA	0	0	FALSE	medium	25732500	0.200917813016964	11.4078936319513	1.18758432001774	0.301497529489646	0.765876472313714	FALSE	FALSE	unchanged	lost	low	FALSE	545000	45000	minimal	late	26236	22061	Trp63	FALSE	FALSE	FALSE	Other
stripe_0070	chr16	35300000	35365000	35445000	35850000	3prime	control_only	0.526220853143952	NA	0	0	FALSE	medium	35332500	-0.0265906515094821	11.8004989209191	0.0448858436333712	0.836489433245212	0.965369645008308	FALSE	FALSE	unchanged	lost	low	TRUE	405000	65000	minimal	late	0	317717	Sec22a	TRUE	FALSE	TRUE	Promoter
stripe_0071	chr16	41500000	41555000	41660000	42190000	3prime	shared	9.05256345872217e-48	1.3101591761161e-23	0	0	TRUE	medium	41527500	-0.0165735360283516	12.4088447326397	0.0138858519102199	0.90853986949495	0.987099705804251	FALSE	FALSE	unchanged	unchanged	low	NA	530000	55000	minimal	late	748468	102466172	Mir6540	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0072	chr16	41815000	41870000	41870000	42380000	3prime	mutant_only	NA	0.771557749265844	0	0	FALSE	medium	41842500	-0.322384551708731	12.4447350442123	14.1620537036245	0.00373281016272865	0.120596381506651	FALSE	FALSE	unchanged	gained	low	FALSE	510000	55000	weak	late	433468	102466172	Mir6540	TRUE	FALSE	TRUE	Active_Enhancer
stripe_0073	chr16	55910000	56390000	56390000	56450000	3prime	control_only	0.951924030904339	NA	0	0	FALSE	medium	56150000	-0.623870445486656	11.2280887568738	14.2597169711196	0.00365480028019256	0.120596381506651	FALSE	FALSE	unchanged	lost	medium	TRUE	60000	480000	moderate	late	0	76302	Pcnp	TRUE	FALSE	TRUE	Promoter
stripe_0074	chr16	58290000	58345000	58345000	59285000	3prime	shared	0.0962519623396483	0.275466076696003	0	0	FALSE	medium	58317500	-0.0572837671750155	10.8058075699193	0.0920102181807355	0.767882818426552	0.930767052638244	FALSE	FALSE	unchanged	unchanged	low	NA	940000	55000	minimal	late	63442	73379	Dcbld2	FALSE	FALSE	FALSE	Other
stripe_0075	chr16	82425000	82460000	82460000	83245000	3prime	mutant_only	NA	0.933541531299949	0	0	FALSE	medium	82442500	-0.0410211094522731	11.6949717659782	0.0857729620668257	0.775636051053265	0.934501266329235	FALSE	FALSE	unchanged	gained	low	FALSE	785000	35000	minimal	late	1224302	17968	Ncam2	FALSE	FALSE	TRUE	Poised_Enhancer
stripe_0076	chr16	95975000	96290000	96320000	96365000	3prime	shared	2.55541537874508e-47	2.87136277999382e-43	2	1	TRUE	high	96132500	-0.135235510519233	12.1452726913014	0.936494059198564	0.356106863573606	0.776578761225745	FALSE	FALSE	unchanged	unchanged	low	NA	45000	315000	minimal	late	0	93961	B3galt5	TRUE	FALSE	TRUE	Promoter
