TAD_name	chr1	start1	end1	Difference	pvalue	adj_pvalue	TAD_size	direction
chr8:47859000-48023998	chr8	47859000	48023998	-0.0186856666666671	0.82837766030078	0.928676148556376	164998	Decreased_in_Mutant
chr4:49560000-49634998	chr4	49560000	49634998	-0.0121700000000005	0.851260978917119	0.941639024858396	74998	Decreased_in_Mutant
chr4:107727000-107861998	chr4	107727000	107861998	-0.000792666666666848	0.994052252515214	1	134998	Decreased_in_Mutant
chr11:58962000-59198998	chr11	58962000	59198998	0.0890926666666664	0.109686211221526	0.393598186519113	236998	Increased_in_Mutant
chr15:99591000-99695998	chr15	99591000	99695998	0.0480946666666661	0.409137364437029	0.677530682228991	104998	Increased_in_Mutant
chr19:41307000-41486998	chr19	41307000	41486998	0.0186869999999998	0.719663218389904	0.873790660471494	179998	Increased_in_Mutant
chr5:134373000-134489998	chr5	134373000	134489998	0.0392349999999999	0.616472062097316	0.815639959082602	116998	Increased_in_Mutant
chr7:66690000-67214998	chr7	66690000	67214998	0.00807033333333314	0.886012694525369	0.957231080762333	524998	Increased_in_Mutant
chr14:47739000-48368998	chr14	47739000	48368998	0.163093666666666	0.031545911726743	0.25357194023359	629998	Increased_in_Mutant
chr17:47508000-47597998	chr17	47508000	47597998	0.0248889999999998	0.698167418212046	0.863408726147945	89998	Increased_in_Mutant
chr7:127977000-128225998	chr7	127977000	128225998	0.0802503333333331	0.177538905655322	0.47365277863268	248998	Increased_in_Mutant
chr5:53859000-54128998	chr5	53859000	54128998	0.00781966666666674	0.902532461751245	0.965517543943879	269998	Increased_in_Mutant
chr12:94929000-95690998	chr12	94929000	95690998	0.155965666666667	0.00703673941208135	0.18327460140376	761998	Increased_in_Mutant
chr16:78960000-79067998	chr16	78960000	79067998	0.0551923333333329	0.465198015025336	0.718177145451535	107998	Increased_in_Mutant
chr2:92370000-92441998	chr2	92370000	92441998	0.0269619999999998	0.74631593119731	0.887313394959525	71998	Increased_in_Mutant
chr15:85890000-86045998	chr15	85890000	86045998	-0.0424020000000008	0.558871273058092	0.772252951932669	155998	Decreased_in_Mutant
chr19:41976000-42029998	chr19	41976000	42029998	-0.0697276666666667	0.197504954942014	0.492452157924215	53998	Decreased_in_Mutant
chr4:80838000-81566998	chr4	80838000	81566998	0.168241333333333	0.0126325137782387	0.208810397743405	728998	Increased_in_Mutant
chr7:28044000-28352998	chr7	28044000	28352998	0.0461813333333333	0.345563574967565	0.624034034683522	308998	Increased_in_Mutant
chr11:83778000-83945998	chr11	83778000	83945998	0.173849666666667	0.135329600686193	0.427516071236176	167998	Increased_in_Mutant
chr11:103974000-104204998	chr11	103974000	104204998	0.0475193333333327	0.629067129819708	0.822612801970616	230998	Increased_in_Mutant
chr10:24372000-24626998	chr10	24372000	24626998	0.00570233333333297	0.887753911747908	0.957362954675303	254998	Increased_in_Mutant
chr13:53772000-54068998	chr13	53772000	54068998	0.232981	0.0376433087870744	0.276493154246201	296998	Increased_in_Mutant
chr8:125049000-125897998	chr8	125049000	125897998	-0.0309543333333335	0.718021294941067	0.87367866919208	848998	Decreased_in_Mutant
chr18:19914000-20612998	chr18	19914000	20612998	0.0135369999999995	0.766226680960122	0.89519552825044	698998	Increased_in_Mutant
chr12:113691000-113741998	chr12	113691000	113741998	0.243602666666667	0.306659965004836	0.590958094354173	50998	Increased_in_Mutant
chr5:115485000-115562998	chr5	115485000	115562998	-0.0330486666666672	0.582736914802463	0.788442876755583	77998	Decreased_in_Mutant
chr14:19551000-20300998	chr14	19551000	20300998	-0.0947423333333338	0.0868218391317369	0.361983575804793	749998	Decreased_in_Mutant
chr4:126054000-126326998	chr4	126054000	126326998	-0.0458643333333336	0.461429870380947	0.715122315325657	272998	Decreased_in_Mutant
chr18:21129000-21308998	chr18	21129000	21308998	0.102596333333333	0.180355880554487	0.475097612356425	179998	Increased_in_Mutant
chr15:98571000-98624998	chr15	98571000	98624998	-0.10627	0.295974127986264	0.583666041742054	53998	Decreased_in_Mutant
chr1:82767000-83000998	chr1	82767000	83000998	-0.0664313333333335	0.121302129650892	0.411983186370017	233998	Decreased_in_Mutant
chr17:66519000-67850998	chr17	66519000	67850998	0.0654869999999999	0.237000940064963	0.527589130993532	1331998	Increased_in_Mutant
chr6:62571000-63245998	chr6	62571000	63245998	-0.0212673333333339	0.656159227779108	0.836100432383525	674998	Decreased_in_Mutant
chrX:59172000-60035998	chrX	59172000	60035998	0.275199333333333	0.0145460125175879	0.216514035754996	863998	Increased_in_Mutant
chr14:46875000-47093998	chr14	46875000	47093998	0.061270333333333	0.36710773049946	0.642802778502128	218998	Increased_in_Mutant
chr6:117747000-117833998	chr6	117747000	117833998	-0.105345666666667	0.181854222987463	0.476581677991925	86998	Decreased_in_Mutant
chrX:7179000-7322998	chrX	7179000	7322998	0.117566	0.0769310821218352	0.349955649598435	143998	Increased_in_Mutant
chr17:68169000-68870998	chr17	68169000	68870998	0.143172666666666	0.0347811761226152	0.262978712555006	701998	Increased_in_Mutant
chr1:180984000-181046998	chr1	180984000	181046998	-0.117485333333334	0.174956086583331	0.471386700813806	62998	Decreased_in_Mutant
chr2:49752000-50291998	chr2	49752000	50291998	0.0943063333333329	0.420074624936089	0.682503569300581	539998	Increased_in_Mutant
chr7:133797000-135764998	chr7	133797000	135764998	0.0608130000000001	0.219027242729231	0.509557189182998	1967998	Increased_in_Mutant
chr6:126555000-126710998	chr6	126555000	126710998	-0.155169333333334	0.0664784797081576	0.330283082199586	155998	Decreased_in_Mutant
chr2:146436000-146624998	chr2	146436000	146624998	0.145357333333333	0.0388275359123825	0.280665869387207	188998	Increased_in_Mutant
chr1:191385000-191570998	chr1	191385000	191570998	-0.0923470000000005	0.175889856643862	0.471875710720462	185998	Decreased_in_Mutant
chr16:67401000-67622998	chr16	67401000	67622998	-0.0697500000000002	0.170198999149955	0.463577706464378	221998	Decreased_in_Mutant
chr17:44055000-44135998	chr17	44055000	44135998	0.0458313333333332	0.420486792224344	0.682735994798822	80998	Increased_in_Mutant
chr6:12303000-13286998	chr6	12303000	13286998	0.0671169999999997	0.381104289936568	0.652923646055925	983998	Increased_in_Mutant
chr2:131355000-131417998	chr2	131355000	131417998	0.0691076666666667	0.268929957409381	0.560390391743408	62998	Increased_in_Mutant
chr9:89817000-89981998	chr9	89817000	89981998	-0.0334666666666672	0.537152783075308	0.756036954597535	164998	Decreased_in_Mutant
chr8:93006000-93494998	chr8	93006000	93494998	0.188853	0.00479185452115344	0.167681860967811	488998	Increased_in_Mutant
chr3:63291000-63545998	chr3	63291000	63545998	0.192124333333333	0.023865011098876	0.231640475979112	254998	Increased_in_Mutant
chr2:66855000-68768998	chr2	66855000	68768998	0.0817209999999997	0.119658474179809	0.410963324128463	1913998	Increased_in_Mutant
chr15:55299000-55556998	chr15	55299000	55556998	0.395326333333333	0.0113814139926192	0.204050701684536	257998	Increased_in_Mutant
chr15:83757000-84065998	chr15	83757000	84065998	0.141570666666666	0.0129023429765019	0.209161202010541	308998	Increased_in_Mutant
chr9:106491000-106661998	chr9	106491000	106661998	0.0161613333333332	0.686631859825614	0.85610401912789	170998	Increased_in_Mutant
chr6:70926000-71138998	chr6	70926000	71138998	0.0212553333333332	0.734451835429481	0.879704952780919	212998	Increased_in_Mutant
chr1:152766000-153485998	chr1	152766000	153485998	-0.0633093333333337	0.254860918572809	0.546792516210754	719998	Decreased_in_Mutant
chr14:84432000-84959998	chr14	84432000	84959998	0.185013333333333	0.0113622998907313	0.204050701684536	527998	Increased_in_Mutant
chr19:47649000-47834998	chr19	47649000	47834998	0.0857589999999997	0.093302259101236	0.373684767868228	185998	Increased_in_Mutant
chr2:132309000-132503998	chr2	132309000	132503998	0.141173666666667	0.112432400373886	0.398103279481575	194998	Increased_in_Mutant
chr8:69543000-69620998	chr8	69543000	69620998	-0.135066	0.0844765808885078	0.357195142856907	77998	Decreased_in_Mutant
chr14:56817000-56882998	chr14	56817000	56882998	0.135232666666666	0.146697695519234	0.439141066114804	65998	Increased_in_Mutant
chrX:164472000-166160998	chrX	164472000	166160998	0.278530333333333	0.187808376917098	0.483908558690277	1688998	Increased_in_Mutant
chr13:113043000-113270998	chr13	113043000	113270998	0.0964673333333332	0.282377868015981	0.57311127608925	227998	Increased_in_Mutant
chr13:75216000-75887998	chr13	75216000	75887998	0.0986939999999999	0.0569946106572835	0.317100203361737	671998	Increased_in_Mutant
chr14:49209000-49847998	chr14	49209000	49847998	-0.0158740000000007	0.737584153667346	0.881210735980248	638998	Decreased_in_Mutant
chr9:31143000-31364998	chr9	31143000	31364998	0.0834896666666662	0.192017468080313	0.489101868418955	221998	Increased_in_Mutant
chr5:135975000-136067998	chr5	135975000	136067998	0.0533749999999999	0.421547651935015	0.683236850931332	92998	Increased_in_Mutant
chr7:80586000-80699998	chr7	80586000	80699998	-0.00517666666666682	0.94403304092527	0.979359740839563	113998	Decreased_in_Mutant
chr5:111372000-112208998	chr5	111372000	112208998	0.0997039999999998	0.222167147630817	0.512116692932951	836998	Increased_in_Mutant
chr3:107475000-107618998	chr3	107475000	107618998	-0.0353953333333337	0.578801025678499	0.785860781599759	143998	Decreased_in_Mutant
chr11:72999000-73052998	chr11	72999000	73052998	-0.0419403333333338	0.637673854778269	0.827277070536491	53998	Decreased_in_Mutant
chrX:106758000-107507998	chrX	106758000	107507998	0.151195333333333	0.213318590651053	0.503197828434888	749998	Increased_in_Mutant
chr11:110331000-110504998	chr11	110331000	110504998	0.031215333333333	0.635826858947873	0.825868229823954	173998	Increased_in_Mutant
chr7:80016000-80087998	chr7	80016000	80087998	-0.024737	0.652378272859194	0.834981543935665	71998	Decreased_in_Mutant
chr17:72840000-73301998	chr17	72840000	73301998	0.236109666666666	0.0303744062648431	0.248978657164744	461998	Increased_in_Mutant
chr7:41583000-41669998	chr7	41583000	41669998	-0.0203576666666667	0.787056113341337	0.906746645378936	86998	Decreased_in_Mutant
chrX:20616000-20963998	chrX	20616000	20963998	0.166333	0.274102205092295	0.567671260668696	347998	Increased_in_Mutant
chr13:98022000-98243998	chr13	98022000	98243998	-0.0069160000000006	0.932039466832275	0.975254638235545	221998	Decreased_in_Mutant
chr7:75126000-75374998	chr7	75126000	75374998	-0.0900340000000001	0.493665858176129	0.734427386012016	248998	Decreased_in_Mutant
chr3:7329000-7520998	chr3	7329000	7520998	-0.0153360000000001	0.820708192647641	0.922932927636111	191998	Decreased_in_Mutant
chr12:51465000-51590998	chr12	51465000	51590998	0.0854386666666666	0.109541245893086	0.393598186519113	125998	Increased_in_Mutant
chr12:55248000-55847998	chr12	55248000	55847998	0.0857483333333327	0.428800061852288	0.688797207074212	599998	Increased_in_Mutant
chr6:54510000-54572998	chr6	54510000	54572998	-0.034501666666667	0.530537943751469	0.753467000210954	62998	Decreased_in_Mutant
chr3:87750000-87869998	chr3	87750000	87869998	0.118077333333333	0.0687938987596572	0.335312432571086	119998	Increased_in_Mutant
chr10:110967000-111110998	chr10	110967000	111110998	0.0616649999999992	0.410153113808048	0.677530682228991	143998	Increased_in_Mutant
chr8:111333000-111446998	chr8	111333000	111446998	0.0403896666666663	0.634584851474071	0.825868229823954	113998	Increased_in_Mutant
chr5:38280000-38636998	chr5	38280000	38636998	-0.0317793333333335	0.523957617607369	0.750158282093621	356998	Decreased_in_Mutant
chr13:70635000-70847998	chr13	70635000	70847998	0.125226666666666	0.06493202695041	0.330202863219496	212998	Increased_in_Mutant
chr10:67863000-67997998	chr10	67863000	67997998	-0.0283993333333338	0.695627118450636	0.861721679447883	134998	Decreased_in_Mutant
chr9:4305000-4382998	chr9	4305000	4382998	-0.00141166666666714	0.980057446228499	0.994164630580448	77998	Decreased_in_Mutant
chr11:62289000-62420998	chr11	62289000	62420998	0.0485889999999998	0.375443842993572	0.649727851074142	131998	Increased_in_Mutant
chr10:97338000-97703998	chr10	97338000	97703998	0.179878333333333	0.155084569289869	0.448375558163416	365998	Increased_in_Mutant
chr14:115467000-115838998	chr14	115467000	115838998	0.146981333333333	0.0126688392057753	0.208810397743405	371998	Increased_in_Mutant
chr6:137091000-137183998	chr6	137091000	137183998	0.152121666666666	0.0336736703089622	0.261654216152641	92998	Increased_in_Mutant
chr15:27900000-28187998	chr15	27900000	28187998	0.109474333333333	0.0823113314133275	0.355464103118882	287998	Increased_in_Mutant
chr5:102201000-102698998	chr5	102201000	102698998	0.0580479999999998	0.518875976116237	0.748048800478448	497998	Increased_in_Mutant
chr1:36312000-36509998	chr1	36312000	36509998	-0.0963093333333338	0.102532155927559	0.38766628850703	197998	Decreased_in_Mutant
chr3:20580000-22232998	chr3	20580000	22232998	0.293402333333333	0.000481809587379101	0.135485291410532	1652998	Increased_in_Mutant
chr18:25755000-26012998	chr18	25755000	26012998	0.117076	0.0212681029513104	0.225905774825379	257998	Increased_in_Mutant
chr1:60990000-62990998	chr1	60990000	62990998	0.0546939999999998	0.177923176206915	0.47365277863268	2000998	Increased_in_Mutant
chr17:74727000-75566998	chr17	74727000	75566998	0.221290333333333	0.000811508141114915	0.14511406205513	839998	Increased_in_Mutant
chr11:97056000-97181998	chr11	97056000	97181998	0.0562959999999996	0.342983508254759	0.622719946054897	125998	Increased_in_Mutant
chr10:115392000-115628998	chr10	115392000	115628998	0.0311419999999997	0.50349334863881	0.740929597155836	236998	Increased_in_Mutant
chr15:32775000-34022998	chr15	32775000	34022998	0.047559333333333	0.573080521794392	0.780792051624186	1247998	Increased_in_Mutant
chr4:141717000-141788998	chr4	141717000	141788998	0.0454069999999999	0.420340715072973	0.682717281779854	71998	Increased_in_Mutant
chr6:67164000-67325998	chr6	67164000	67325998	0.0184879999999996	0.715313508947723	0.872895801924181	161998	Increased_in_Mutant
chr15:77511000-77693998	chr15	77511000	77693998	0.00203266666666641	0.964410240479597	0.986011080971567	182998	Increased_in_Mutant
chr10:75579000-75716998	chr10	75579000	75716998	0.165221	0.00869516824933717	0.193830572169985	137998	Increased_in_Mutant
chr7:30573000-31214998	chr7	30573000	31214998	0.0585679999999996	0.365153534182673	0.641278133950771	641998	Increased_in_Mutant
chr3:8586000-8924998	chr3	8586000	8924998	0.118151666666666	0.129688657905338	0.422577434715059	338998	Increased_in_Mutant
chr6:122247000-122312998	chr6	122247000	122312998	0.075949333333333	0.513326170841682	0.7461208293271	65998	Increased_in_Mutant
chr6:61317000-61913998	chr6	61317000	61913998	0.00514066666666643	0.921981340517421	0.970365758511801	596998	Increased_in_Mutant
chr11:87207000-87407998	chr11	87207000	87407998	0.165460666666666	0.057347394652558	0.317100203361737	200998	Increased_in_Mutant
chr14:77031000-78521998	chr14	77031000	78521998	0.0394726666666666	0.440371678656592	0.697828200344644	1490998	Increased_in_Mutant
chr4:75954000-76463998	chr4	75954000	76463998	-0.0577286666666669	0.39576137231919	0.665372168040944	509998	Decreased_in_Mutant
chr2:151482000-151742998	chr2	151482000	151742998	0.0280819999999995	0.529002746039824	0.752497878723315	260998	Increased_in_Mutant
chrX:103953000-105041998	chrX	103953000	105041998	0.242051333333333	0.165478111066098	0.459319439578435	1088998	Increased_in_Mutant
chr4:119424000-119537998	chr4	119424000	119537998	-0.0351016666666669	0.441649698963706	0.698364562047595	113998	Decreased_in_Mutant
chr2:85116000-85253998	chr2	85116000	85253998	-0.0928676666666673	0.278726518257995	0.569805944255062	137998	Decreased_in_Mutant
chrX:7902000-8066998	chrX	7902000	8066998	0.115866333333333	0.105624598575462	0.390364672980036	164998	Increased_in_Mutant
chr8:70893000-71363998	chr8	70893000	71363998	-0.123252	0.0289850255851524	0.247277582025538	470998	Decreased_in_Mutant
chr13:42825000-43172998	chr13	42825000	43172998	-0.0577860000000002	0.580832223036118	0.787584901038285	347998	Decreased_in_Mutant
chr12:85740000-85823998	chr12	85740000	85823998	0.066153333333333	0.13025559538264	0.42258182493494	83998	Increased_in_Mutant
chr4:98925000-99200998	chr4	98925000	99200998	0.0934733333333329	0.175438788083579	0.471519916402543	275998	Increased_in_Mutant
chr11:18750000-18872998	chr11	18750000	18872998	0.0498436666666662	0.614297132494448	0.813398656126521	122998	Increased_in_Mutant
chr19:4626000-4751998	chr19	4626000	4751998	0.0693916666666662	0.296850967804052	0.584119798291661	125998	Increased_in_Mutant
chr19:43761000-44138998	chr19	43761000	44138998	0.0437993333333332	0.380377810150245	0.652876755831277	377998	Increased_in_Mutant
chr5:31557000-32201998	chr5	31557000	32201998	0.117519666666667	0.0460030351386364	0.296217513062742	644998	Increased_in_Mutant
chr4:70428000-70607998	chr4	70428000	70607998	0.0649069999999997	0.36715664764574	0.642802778502128	179998	Increased_in_Mutant
chr18:6684000-7571998	chr18	6684000	7571998	0.0529969999999995	0.330914411004333	0.613467198186329	887998	Increased_in_Mutant
chr12:26469000-28457998	chr12	26469000	28457998	-0.0124870000000002	0.801265078323284	0.912526508481029	1988998	Decreased_in_Mutant
chr18:34656000-34742998	chr18	34656000	34742998	0.218334333333333	0.0281595377804439	0.244283926537077	86998	Increased_in_Mutant
chr9:4515000-4802998	chr9	4515000	4802998	0.131749333333333	0.0552687980273317	0.312464403852667	287998	Increased_in_Mutant
chr14:44970000-45158998	chr14	44970000	45158998	0.0822659999999997	0.169596928623612	0.463577706464378	188998	Increased_in_Mutant
chrX:51057000-51383998	chrX	51057000	51383998	0.251656666666666	0.0860947826072246	0.361446397475438	326998	Increased_in_Mutant
chr11:40680000-40766998	chr11	40680000	40766998	-0.0754163333333338	0.297010066927963	0.584119798291661	86998	Decreased_in_Mutant
chrX:119418000-119474998	chrX	119418000	119474998	0.282665333333333	0.0495704661955409	0.305628582580984	56998	Increased_in_Mutant
chr2:163413000-163478998	chr2	163413000	163478998	-0.188108	0.0206824460940814	0.225683293508321	65998	Decreased_in_Mutant
chr9:40620000-40760998	chr9	40620000	40760998	-0.0497633333333336	0.628708308137265	0.822393904482723	140998	Decreased_in_Mutant
chr7:35811000-37358998	chr7	35811000	37358998	0.0202876666666661	0.719315505707547	0.873790660471494	1547998	Increased_in_Mutant
chr15:52155000-52469998	chr15	52155000	52469998	0.172061	0.0231649120820524	0.23094925113521	314998	Increased_in_Mutant
chr3:73695000-75206998	chr3	73695000	75206998	-0.0582106666666663	0.153557703156006	0.445909487984364	1511998	Decreased_in_Mutant
chr6:38718000-39083998	chr6	38718000	39083998	0.0842813333333326	0.130635141218252	0.42258182493494	365998	Increased_in_Mutant
chr11:21636000-22214998	chr11	21636000	22214998	0.258949	0.00277792924188788	0.16070662537611	578998	Increased_in_Mutant
chr10:18834000-18908998	chr10	18834000	18908998	-0.00783133333333357	0.910719210510763	0.96697188460664	74998	Decreased_in_Mutant
chr6:18372000-18845998	chr6	18372000	18845998	0.185333	0.0148128271998288	0.216514035754996	473998	Increased_in_Mutant
chr11:97890000-98015998	chr11	97890000	98015998	0.00316933333333312	0.956817108663229	0.98396635779433	125998	Increased_in_Mutant
chr7:29238000-29300998	chr7	29238000	29300998	-0.0301923333333336	0.589727019161205	0.79370686875967	62998	Decreased_in_Mutant
chr4:58077000-58259998	chr4	58077000	58259998	-0.112171	0.215067810783323	0.50546662846418	182998	Decreased_in_Mutant
chr9:35574000-36707998	chr9	35574000	36707998	-0.0831260000000006	0.388031099422384	0.658705185168678	1133998	Decreased_in_Mutant
chr7:142794000-142859998	chr7	142794000	142859998	0.145121	0.0183751480566964	0.220740846353165	65998	Increased_in_Mutant
chr7:126705000-126752998	chr7	126705000	126752998	-0.0603736666666669	0.467916575964284	0.720548924565335	47998	Decreased_in_Mutant
chr16:87498000-87767998	chr16	87498000	87767998	-0.00758833333333359	0.866925989930684	0.948831422111366	269998	Decreased_in_Mutant
chr6:119214000-119354998	chr6	119214000	119354998	0.102620333333333	0.237790049092606	0.52849176920538	140998	Increased_in_Mutant
chr4:132087000-132185998	chr4	132087000	132185998	-4.4000000000235e-05	0.999643743456481	1	98998	Decreased_in_Mutant
chr4:102486000-102665998	chr4	102486000	102665998	0.0454943333333329	0.590860846619968	0.795021993038906	179998	Increased_in_Mutant
chr3:90789000-91886998	chr3	90789000	91886998	-0.00692500000000021	0.872536043424042	0.951591824645361	1097998	Decreased_in_Mutant
chr4:35406000-36533998	chr4	35406000	36533998	-0.00384133333333331	0.926249833468834	0.972442265240878	1127998	Decreased_in_Mutant
chr2:152841000-152903998	chr2	152841000	152903998	0.202905666666667	0.0178893689216802	0.218941154159456	62998	Increased_in_Mutant
chr2:71214000-71558998	chr2	71214000	71558998	-0.0482293333333336	0.221457108390512	0.511924085637111	344998	Decreased_in_Mutant
chr9:103104000-103205998	chr9	103104000	103205998	0.0879049999999998	0.225661222810408	0.5152428515755	101998	Increased_in_Mutant
chr12:100938000-101036998	chr12	100938000	101036998	0.0672363333333329	0.64158062294483	0.8299080353933	98998	Increased_in_Mutant
chr10:99633000-100328998	chr10	99633000	100328998	0.170129333333333	0.0213971271101811	0.225905774825379	695998	Increased_in_Mutant
chr11:40764000-42182998	chr11	40764000	42182998	0.179867333333333	0.0291354307800367	0.247593380838787	1418998	Increased_in_Mutant
chr16:13893000-14159998	chr16	13893000	14159998	0.0575846666666666	0.297298557204875	0.584216653410647	266998	Increased_in_Mutant
chr3:87084000-87182998	chr3	87084000	87182998	0.171365	0.0896226817758672	0.367845159415518	98998	Increased_in_Mutant
chr8:46233000-46553998	chr8	46233000	46553998	0.0549646666666663	0.409670509739558	0.677530682228991	320998	Increased_in_Mutant
chr2:112497000-112778998	chr2	112497000	112778998	0.176923333333333	0.0183130531576541	0.220740846353165	281998	Increased_in_Mutant
chr3:106932000-107084998	chr3	106932000	107084998	0.199561666666667	0.0111373903200102	0.204050701684536	152998	Increased_in_Mutant
chr2:131418000-131534998	chr2	131418000	131534998	-0.0534510000000004	0.503963030541086	0.741255561505628	116998	Decreased_in_Mutant
chr9:65598000-65669998	chr9	65598000	65669998	0.0804966666666666	0.395652155633426	0.665372168040944	71998	Increased_in_Mutant
chr14:65862000-65993998	chr14	65862000	65993998	0.043483333333333	0.533874660844301	0.755404358372556	131998	Increased_in_Mutant
chr13:17943000-17996998	chr13	17943000	17996998	0.0276113333333333	0.685425864935773	0.85513912925599	53998	Increased_in_Mutant
