chr	start	end	log2FC_K27ac	FDR_K27ac	Conc_mut.x	Conc_K27ac	log2FC_K119ub	FDR_K119ub	Conc_mut.y	Conc_K119ub	log2FC_ATAC	FDR_ATAC	Conc_mut	Conc_ATAC	K27ac_up	K27ac_down	K119ub_up	K119ub_down	ATAC_up	ATAC_down
chr13	113379938	113380212	-0.606401508427812	0.0511200758377371	5.13084623213505	5.961690767507	0.343146209251304	0.0516530140031885	7.0512005652873	6.64589563394649	-0.0364767801546127	0.868694270944922	6.43448611184241	6.50914345250181	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	110081465	110081785	0.575324251212735	0.0511253155639502	5.48192698380766	4.71074553979753	-0.187130404375655	0.544791754738124	2.45959435267039	3.08578600637531	0.0839917406985078	0.673813820057554	6.19373283994895	6.02299051086005	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7	123001472	123001873	0.589919241110889	0.0511288733675987	6.24871233222599	5.42723710521668	-0.372700163399396	0.193646806189533	4.76820526067268	5.45919365909956	0.26124301450635	0.205668907578617	6.62652686408384	6.15460051965583	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7	98480984	98481515	0.673081880332254	0.0511413435062368	5.11114090487918	4.11760144495295	0.012106302152674	0.97284292506462	6.86507037336743	6.86496247866883	0.0535004054112367	0.793783609022327	7.91001746335724	7.78901207752248	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6	42645011	42645563	0.588555282462638	0.051169121489873	5.633036849684	4.83967237129603	0.00525101282859711	0.98839160096493	6.73280124651065	6.72857156753334	-0.0200858585139514	0.920551770977027	7.64854228887781	7.67630653995803	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr17	80943817	80943970	-0.448602650524292	0.0512085090033546	6.87696059940163	7.4677416139024	0.311521136533372	0.223845216377815	5.70055927476461	5.22981162706559	-0.342663985458136	0.0934987142182504	6.30481451127427	6.81859007966339	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr10	43035623	43035890	0.550460810834926	0.0512096458572079	6.53695666525981	5.78761310720603	0.115675100036491	0.710368584527825	5.78004197659182	5.60881792557515	0.113338222925461	0.575934444814861	6.77728932295707	6.53618611132998	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr1	181552479	181553006	0.61927135315521	0.0512416305725184	6.11501025188999	5.25558774839761	0.060944458258412	0.824428592992167	7.65305981305068	7.58258168157957	0.13423033253848	0.405221866167016	8.32763809017329	8.10657801523693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr12	83424824	83424977	-0.464288620108668	0.0512416305725184	5.77429983780878	6.3793442372103	-0.00225524681514432	0.996156618758507	4.18350748966165	4.20754874112618	-0.0200250135129279	0.931498661629116	5.29119202505287	5.33063114368293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr11	6161638	6161827	-0.543911490458094	0.0513973278593554	5.76685053378572	6.51179668497323	-0.153054270065829	0.618532547025457	5.04550394821611	5.2951955381327	-0.0341401044767055	0.875358401782597	6.87284515264812	6.93946223517658	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr10	127566970	127567212	0.562120936703868	0.051442039517535	6.90204257596395	6.13241613710501	-0.254191563409291	0.364464508667108	5.08746205591366	5.49025131494746	0.0100166604877229	0.966207629744593	6.46267465101299	6.43415882464482	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr1	193351752	193351898	-0.79903132937933	0.0514687654845779	3.05543112419331	4.39043728323918	0.0898556141680604	0.774844332304109	5.63945388572737	5.50300049068071	-0.120995425664144	0.583371097733368	5.25752992631556	5.56154618894585	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8	87663069	87664035	-0.402593875433358	0.0514687654845779	8.41142434345304	8.9450162695218	0.222529788418818	0.309511750424141	7.85124300303545	7.56633297023805	-0.0732854233240116	0.666342541706337	9.48978292693279	9.61063189147351	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	21184785	21185000	-0.6954278675448	0.0514898685253753	4.2490604340942	5.27020250765951	0.207199171195076	0.458700462907479	5.50342437435085	5.2039271695487	-0.25289305068151	0.239668233239502	5.83616717650674	6.31863949078724	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr13	43615608	43616267	-0.341736166088074	0.0515183034001029	8.15075262869153	8.59543145164522	0.133339060436519	0.662154848558376	6.29052813541429	6.08913613202911	-0.0312152204658893	0.871199331830804	9.22526278332116	9.27936759954627	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	21161225	21161897	-0.485654637304676	0.051524797203479	5.87625998029451	6.51630718078893	-0.118213105013759	0.720761121344306	5.88806297572711	6.10740265470241	0.00757551790852017	0.971741422881769	7.93819699629131	7.92286537233574	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr10	77545022	77545399	-0.411629642329842	0.0515283173035997	7.64467086477886	8.18878937765825	0.412020433667361	0.102352605394548	6.30932796322859	5.71586988844513	-0.258796201819151	0.163736688957005	8.23756978038966	8.64989006856475	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6	5768721	5768821	-0.69774776004087	0.0515324676193729	3.82401227361568	4.82899815821649	-0.0195305852965022	0.961803525970611	4.61620541029235	4.6894707193539	-0.154792372399145	0.523691187221071	3.94865018164499	4.60998002664137	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr4	62583785	62583886	-0.518780363499473	0.051557888154621	5.67843612755301	6.36490229482817	0.111357216914644	0.740935388428805	5.21636222175629	5.03065589249774	-0.12240470165637	0.50765343880895	6.06916995912243	6.29123866728163	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr2	94478305	94478581	-0.448538369825733	0.051557888154621	6.13823834940056	6.72543025818854	0.240749675913973	0.2477472994113	7.55336006918887	7.24782675632695	-0.158779533615459	0.36665607710542	7.91233932356792	8.18188302497214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8	34327430	34327596	0.795734149992057	0.0515660412602477	3.91291106772135	2.564822339039	0.266729271883826	0.238084120498477	6.28030876010857	5.93009439351464	0.383275531378667	0.122942460793951	5.14691499105865	4.38148275890273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr11	102398538	102398731	0.45897473461877	0.0515660412602477	6.39455380446233	5.78935056607423	-0.572299963870874	0.0522817456436415	3.72507904786789	4.85895040420248	-0.0403478949664974	0.844254766787423	7.65868516245328	7.73746309559728	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7	99572884	99573317	-0.519765250770581	0.0516631664686814	6.78151295557716	7.47441948744417	-0.385563076191636	0.158371994097746	5.30611185597936	5.94710706304208	-0.398747017363274	0.0628665461155199	6.97708166608004	7.56992795813058	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7	123123861	123124530	0.426677310183904	0.0517147484133042	7.80451496318054	7.23525622576642	-0.279505632929779	0.357537813125136	3.96035913626836	4.4941553219683	0.12301997702813	0.491185212800217	8.74662029774852	8.52259436355235	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	46480382	46480701	-0.600884546120636	0.0517342703168416	6.14579450021647	6.97597244654567	0.136185215845242	0.628830357741781	6.73390510172894	6.54346870183894	0.0525907428045146	0.781320915433897	8.35458446731049	8.25608459785463	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr8	110217626	110218170	-0.441535351915342	0.0517465965731215	6.60185460459259	7.18922405678476	0.388188160403252	0.149803548687767	6.43312367047023	5.81929554467656	-0.0193549409536507	0.923999728438527	10.4652650084248	10.5006975233253	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr17	9764824	9765046	-0.507159812643305	0.0517655534415194	6.07383362313872	6.75645509674166	-0.106860201041483	0.768500754149447	3.0740209167341	3.27318817405669	-0.0410951031448712	0.84863363619584	5.96462524867809	6.05743655283831	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr3	156876668	156876917	-0.422066913069324	0.0517960248536387	6.91812921845063	7.47629278033554	-0.0109015217287615	0.979478521814459	5.14929307033502	5.1504923660573	-0.109163690442272	0.584097110272427	6.33339667454338	6.55135272795207	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr4	32432094	32432709	-0.413260185653341	0.0518148051687932	7.68721642018996	8.2338099924509	0.242006947758102	0.252691940208136	7.09830798533106	6.80111744836824	-0.157837406898764	0.383532568449381	7.79006118131023	8.07110429193896	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr4	82933748	82934580	-0.480961820597972	0.0518211424945597	7.9473798728365	8.59144287053733	0.313457163561261	0.128718452496154	7.33589801869344	6.93080834205524	0.0807036889549687	0.651271615462819	8.68897240988019	8.54448102688015	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr3	105717912	105718388	-0.447909563053205	0.0518271105297147	6.93263973727821	7.52887275536988	0.388625428785088	0.0825151934046084	6.57492387178879	6.03138496035101	-0.0471431060264249	0.797615632750553	7.79507425542509	7.87397450964923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr5	22208451	22208588	0.498253033502662	0.0518883709053978	6.43506829377036	5.76394581881109	-0.26944361296575	0.376133096275023	3.55387612366804	4.108233978747	0.189142169703401	0.396079445792189	4.80624529597666	4.35938589876227	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr19	57052057	57052316	0.458279074880111	0.0519082714211134	7.0974966055314	6.48414177397263	-0.262327677025541	0.382113383350904	4.0972846097903	4.5816550533033	0.0369803504252349	0.870154057960298	6.87078746616872	6.77290432094649	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr11	74448684	74448912	0.626724258617817	0.0519188083730666	5.13967722911701	4.24406761534449	0.064940590999507	0.863697089636697	3.82151971278862	3.68665405124429	0.320464192944506	0.119232339274579	5.97685028540689	5.44475173212978	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr7	132780771	132780893	-0.465666492793436	0.0520288930259671	6.22558121287477	6.84067294553132	-0.361231832033846	0.231420983998811	3.38107762952893	4.19901346394186	0.101549944243836	0.619000273318588	5.94482531200059	5.71052167858943	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr14	25664453	25664491	0.574422679984429	0.0520723566957561	6.78371529422369	5.991331341294	-0.407881795300455	0.160297572477855	3.21568985713897	3.96902725557296	0.216249285139236	0.300239057839073	5.36353349995991	4.91221356797316	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr10	127583719	127583956	0.648974097107149	0.0520934980103996	5.06847849322872	4.15859054910013	-0.285894717814215	0.350529107356366	3.46967615980559	4.04200596646706	0.25219853181899	0.208870386135644	6.38108879637156	5.92831532078784	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr16	7059701	7059910	0.478201600593766	0.0521445730006657	6.44918104360333	5.8007053348574	-0.318078574397241	0.284501318286368	3.91435010454186	4.51368637497671	0.0677870884085593	0.725675731925911	7.01672664910435	6.8727701349456	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr18	38802175	38802542	-0.611050875330444	0.052154097426319	5.18393107236069	6.03359215903814	0.206226491722533	0.398907125954097	7.22231866446917	6.94334690056868	-0.158837351177675	0.388098844897672	7.31444973481054	7.59558836681253	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr3	54734975	54735631	0.452584605612715	0.052154097426319	7.3304774044429	6.71728575263588	0.286208658794962	0.344910921419273	5.1787751438006	4.61089812969257	0.175951999442152	0.297925824901693	9.57332157917926	9.28683567095342	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr17	64209796	64210045	-0.517051531574772	0.0522404619320886	6.5231006227667	7.22401112619864	0.128428938848042	0.684784736162372	6.40938706043189	6.19562200832894	-0.0690269127880591	0.698007422016838	9.02053673075014	9.13948224179607	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	29161393	29161492	0.707630581050121	0.0522800603226427	4.83538820816685	3.79220365858311	-0.0496367206534148	0.88328521026887	2.18080940313858	2.52131516670999	0.0364764957974506	0.882750270272241	4.37234394178388	4.21221618115572	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr6	32588404	32588766	0.578708128268169	0.0523001331839666	6.89008779469075	6.09540312078608	-0.227742891470047	0.366759908988119	7.28725058277867	7.61454361563686	0.269358537804049	0.147075891521831	7.49396435643992	7.06186385598872	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	29637500	29637607	-0.746658779477507	0.0523141680204435	2.85128359505649	4.03989643669824	0.0988992245376771	0.784559079599054	4.09470579763609	3.90462759633385	-0.0677775758493164	0.781497298025695	4.02659113360498	4.17232675174775	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr4	129035302	129035436	-0.729327134981752	0.0524052564086513	3.25631884156968	4.40480899162405	0.108273085353123	0.753888483637258	4.19204560581522	4.00333822150554	-0.191813871708894	0.373647292521615	5.56071873265592	5.96229776960691	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr15	100150417	100150553	0.58841790647428	0.0524198105773886	5.28025194287603	4.45435515492854	-0.012229871003058	0.977472758979977	2.49636432348779	2.58981413760836	0.0496046600886292	0.847146795413445	3.31349181975377	3.10466431184815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr15	99510841	99510958	0.660421017761715	0.0524224631202375	5.58587063322479	4.63815348592166	-0.0501021532381997	0.899235007371334	3.62916648168958	3.75353725959605	0.118923169606829	0.572310702140402	5.87441382083061	5.55698068171947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr16	24393304	24393499	-0.46014112663696	0.0524224631202375	6.33128828186914	6.94288998476527	0.202149899009519	0.522495671026284	4.52211888880808	4.12744249956231	-0.132898081910907	0.4432250563505	7.44517984800968	7.67417998519822	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
chr9	29376665	29376785	0.503548977568858	0.0524401922817834	6.30508158975669	5.62847279173063	-0.00322750520975205	0.994372596801852	3.15746689078539	3.19314942520622	0.0520716650222781	0.831182042613244	4.46819659482845	4.29376674017268	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
