Gene	Chrom	Start	End	mC_diff	mC_pval	mC_qval	hmC_diff	hmC_pval	hmC_qval	mC_sig	hmC_sig	mC_dir	hmC_dir	pattern
1190005I06Rik	8	120608601	120647631	-0.05710842365110602	0.003483738307237933	0.020685591170164403	0.00385290935243196	0.8061407015313268	0.9166932554270201	TRUE	FALSE	hypo	hyper	mC_only
1190007I07Rik	10	82619850	82623227	0.01995113625350209	0.6235181206866194	0.8117696969722022	-0.021969343622795123	0.48122389152298317	0.7094218108141739	FALSE	FALSE	hyper	hypo	not_significant
1300017J02Rik	9	103250520	103305081	-0.004656463802769739	0.5733076446040397	0.7778460891233127	0.0042199055291011756	0.4942121173184403	0.7197339857887332	FALSE	FALSE	hypo	hyper	not_significant
1500009C09Rik	15	82252396	82260752	-0.02786199016754487	0.3296004579160895	0.5804458081587421	0.028906189828754175	0.21141763673486258	0.43167191169367597	FALSE	FALSE	hypo	hyper	not_significant
1500009L16Rik	10	83722864	83762761	-0.01812074299071842	0.12462475980987649	0.3185957707489498	0.018369689057973926	0.042903623697348986	0.1362139537920229	FALSE	FALSE	hypo	hyper	not_significant
1500011B03Rik	5	114808195	114823467	0.061283000952845224	0.0022203475159513733	0.01424177233193802	-0.010744877470749703	0.46886801139451484	0.6989254653653829	TRUE	FALSE	hyper	hypo	mC_only
1520401A03Rik	17	23704487	23722782	0.004791694577599981	0.8989822419691628	0.9588638184475685	0.0014933030098061434	0.977063421663313	0.9906317060068602	FALSE	FALSE	hyper	hyper	not_significant
1600012H06Rik	17	14943183	14959569	0.04482072367139334	0.00027025084930392025	0.002358892177955323	-0.022319015084719576	0.011903782225327028	0.04936274179311335	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
1600014C10Rik	7	38183216	38197567	0.10513839578222373	0.00032069564812430896	0.0027331431890712282	-0.03157618053545036	0.24775094962831856	0.47885560986752834	TRUE	FALSE	hyper	hypo	mC_only
1600014C23Rik	17	45732863	45733843	-0.046914538762364955	0.8699319575267517	0.9453282418473508	-0.0009633080285254281	0.5298552128439356	0.7484405225911346	FALSE	FALSE	hypo	hypo	not_significant
1700001C19Rik	17	47412733	47437375	0.052880416251863016	0.06412702470471844	0.2010750782376442	-0.01568174328132181	0.2600185410861163	0.49464913695095625	FALSE	FALSE	hyper	hypo	not_significant
1700001F09Rik	14	43342382	43347810	0.019718424070287788	0.45020833979802555	0.6878456949516709	-0.0020190550283899766	0.7077631118951014	0.8636298524777682	FALSE	FALSE	hyper	hypo	not_significant
1700001J03Rik	5	146182440	146185303	-0.12137950450450447	0.15938951953800226	0.3736517495231897	-0.035625000000000004	0.22082961369446052	0.443765710190458	FALSE	FALSE	hypo	hypo	not_significant
1700001K19Rik	12	110667687	110682618	0.043914168650344476	0.020737170904156266	0.08652538567477952	-0.009651086733179257	0.5185900572312646	0.7400466767278875	FALSE	FALSE	hyper	hypo	not_significant
1700001L19Rik	13	68597420	68614230	-0.022198069498873263	0.31311448627212374	0.5646739166826499	0.004844758247194131	0.7477162913497479	0.8850976802447903	FALSE	FALSE	hypo	hyper	not_significant
1700001O22Rik	2	30794768	30803660	0.02473995493097836	0.5156383432757214	0.7356285168177336	0.014626028001552133	0.6856700651268968	0.8504747866989488	FALSE	FALSE	hyper	hyper	not_significant
1700001P01Rik	11	97771480	97775917	0.015619929155497148	0.5195078353472207	0.7382816400225389	-0.02760322735465011	0.036951209781202136	0.12113815312287762	FALSE	FALSE	hyper	hypo	not_significant
1700003E16Rik	6	83156403	83162944	-0.03219349181906095	0.2837663587259891	0.5344895696055547	0.006018056005340139	0.7960685783749043	0.9120290972881008	FALSE	FALSE	hypo	hyper	not_significant
1700003F12Rik	2	154547084	154550002	-0.10393125335240483	0.16713067478135135	0.38589459604727133	0.11821696763811904	0.08663980501799573	0.2318342705324088	FALSE	FALSE	hypo	hyper	not_significant
1700003H04Rik	3	124556351	124581100	-0.0053096938250228876	0.6820930031285968	0.8500525722659164	0.01171733776625486	0.2100982204676132	0.4302375871544157	FALSE	FALSE	hypo	hyper	not_significant
1700006A11Rik	3	124400988	124426039	9.082689655037779e-05	0.9945866768092156	0.998557437660494	0.0021658256958259556	0.674505924072732	0.8444476791164376	FALSE	FALSE	hyper	hyper	not_significant
1700007K13Rik	2	28462000	28466331	-0.10447062968497234	0.003864240278575143	0.022463465189394564	0.04245984830528142	0.09766627819150789	0.25276734765528536	TRUE	FALSE	hypo	hyper	mC_only
1700008O03Rik	7	44360042	44385819	-0.01439132220483752	0.26371189268787587	0.5121779811504467	0.011194399748244016	0.25508970908352346	0.488304238192634	FALSE	FALSE	hypo	hyper	not_significant
1700008P02Rik	3	6615417	6620442	-0.046457544733603195	0.04869376937912791	0.16517658368391192	-0.005451372246511793	0.7463213679006268	0.8844386809289627	FALSE	FALSE	hypo	hypo	not_significant
1700009N14Rik	4	39450294	39451775	-0.005826482031912605	0.9737844124066093	0.9902267125804616	-0.0019773033687421546	0.7314706882899974	0.8775218412609389	FALSE	FALSE	hypo	hypo	not_significant
1700010B08Rik	2	173719414	173722088	-0.03678725899229651	0.3189978153540123	0.5706184165681536	0.01559780622971078	0.5484757736260174	0.7619958814187385	FALSE	FALSE	hypo	hyper	not_significant
1700010I14Rik	17	8988332	9011948	0.006310064519895575	0.6438833764203389	0.8266608132601574	-0.009620330206367975	0.33547539054576603	0.5783032985337174	FALSE	FALSE	hyper	hypo	not_significant
1700011L22Rik	8	79210430	79248569	0.021017752643891607	0.04714407408651985	0.16110940815645305	0.00020481067218629245	0.9689409141323034	0.9880039862572197	FALSE	FALSE	hyper	hyper	not_significant
1700012A03Rik	6	32050245	32058920	0.02201538595968533	0.5409560379830531	0.7549531085647359	0.011806972635941312	0.6200937898671752	0.8096766674449406	FALSE	FALSE	hyper	hyper	not_significant
1700012B07Rik	11	109787650	109828045	-0.002051676622037868	0.8951156778209193	0.9576691249140491	-0.0005297970944547828	0.8303211663906318	0.9269895263088125	FALSE	FALSE	hypo	hypo	not_significant
1700012B09Rik	9	14756586	14771029	0.01220291441146737	0.46977913105310065	0.7029308335615498	0.0032740838882884156	0.6209109808180306	0.8101668648197081	FALSE	FALSE	hyper	hyper	not_significant
1700012P22Rik	4	144418188	144438771	0.0021493823331630857	0.9070755578764296	0.9620822464435992	-0.0004301628494273778	0.7511202114351307	0.8869419720945925	FALSE	FALSE	hyper	hypo	not_significant
1700013F07Rik	3	108534149	108544722	-0.006071797305406523	0.7194768854268827	0.8691136382076978	0.012980668709184712	0.2150111263331433	0.4365410118423341	FALSE	FALSE	hypo	hyper	not_significant
1700013G24Rik	4	137453283	137455460	0.025166901181099877	0.4440914792404884	0.6831449057701101	-0.008277801127699713	0.7772305343749122	0.9014816949825445	FALSE	FALSE	hyper	hypo	not_significant
1700013H16Rik	X	53742900	53757830	-0.06366960205998118	0.18082598215032497	0.4064263906432732	-0.010755933859541631	0.38935033532760044	0.6294455834810876	FALSE	FALSE	hypo	hypo	not_significant
1700014D04Rik	13	59740841	59746751	0.041697276583261056	0.3026285143685077	0.5535623741484343	-0.035054593626618086	0.25718425765001096	0.4911051295169315	FALSE	FALSE	hyper	hypo	not_significant
1700015F17Rik	5	5437826	5479142	0.0061271935993756355	0.5462331436829484	0.7590887856692056	-0.0006734510387607154	0.8274914836240554	0.9257490062854484	FALSE	FALSE	hyper	hypo	not_significant
1700015G11Rik	7	52011682	52015727	-0.02075868880073861	0.3720286395791692	0.6220675656758262	0.02111880973353957	0.13854551069343993	0.3240165959202524	FALSE	FALSE	hypo	hyper	not_significant
1700016C15Rik	1	177729813	177753323	-0.0015898322709877455	0.9082476107152323	0.9623513217951934	-0.0012752962528638223	0.841636104438831	0.932364624023385	FALSE	FALSE	hypo	hypo	not_significant
1700016D06Rik	8	11654923	11701062	-0.017929059571154538	0.03053672238455699	0.11619467046195306	0.02162795771396135	0.0007953433038036827	0.005072539569891415	FALSE	TRUE	hypo	hyper	hmC_only
1700016H13Rik	5	103648038	103656009	-0.006715228099395287	0.9284405333673351	0.9704264482309672	0.00888601341567044	0.5737208384036506	0.7797668169271122	FALSE	FALSE	hypo	hyper	not_significant
1700016K19Rik	11	75999911	76003568	-0.04012820512820503	0.27975261038123705	0.5299472454430628	0.040576923076923066	0.15953847410586858	0.3568749143144659	FALSE	FALSE	hypo	hyper	not_significant
1700017B05Rik	9	57253116	57262611	-0.06049776232332016	0.6011738302841885	0.7974022082198512	0.07637077819633602	0.31919841093919615	0.5624116849114942	FALSE	FALSE	hypo	hyper	not_significant
1700017N19Rik	10	100590483	100618400	0.0036985671512334006	0.6935085333283015	0.8557884299244354	0.007609457213347048	0.24609551812938257	0.4767247734637237	FALSE	FALSE	hyper	hyper	not_significant
1700018B08Rik	8	121530779	121544319	0.10748893493831724	0.058610318407423034	0.18895824636883843	-0.03832844974746141	0.26246293884613836	0.4971481198112112	FALSE	FALSE	hyper	hypo	not_significant
1700018F24Rik	5	145042989	145045680	0.17153679653679654	0.34163721362374433	0.5928669133625026	0.0	0.8341625478197636	0.9288947575750753	FALSE	FALSE	hyper	hypo	not_significant
1700019A02Rik	1	53158576	53187635	0.010433706701151624	0.3779740181656871	0.6271583134693326	-0.016925473019148735	0.044076984239463005	0.13911656527756192	FALSE	FALSE	hyper	hypo	not_significant
1700019D03Rik	1	52922323	53020178	0.0062291642727552166	0.4742658144127506	0.7061958349789036	0.006407980851164702	0.32545318782456945	0.5684398713674836	FALSE	FALSE	hyper	hyper	not_significant
1700019N19Rik	19	58785802	58794460	-0.04775465795602574	0.11181727350345094	0.2966538815864872	0.06276987833880665	0.018492504215973857	0.07007572186694438	FALSE	FALSE	hypo	hyper	not_significant
1700020D05Rik	19	5502766	5503786	0.07766033005482442	0.019864363123960272	0.08364290647906986	-0.059201606514858146	0.04713374835071593	0.14652761497597233	FALSE	FALSE	hyper	hypo	not_significant
1700020L24Rik	11	83437676	83441232	-0.029290754936951213	0.6590433401855957	0.8355373941771244	-0.02658264959333051	0.4701156372805856	0.6998933180087032	FALSE	FALSE	hypo	hypo	not_significant
1700020N01Rik	10	21593144	21622375	0.016614712916094954	0.11736092149077443	0.30693227417941576	0.007438905926824446	0.41991788783476325	0.657220503918505	FALSE	FALSE	hyper	hyper	not_significant
1700021F07Rik	2	173522585	173528500	-0.02076948354625119	0.5381985813014896	0.7526295193086243	0.03196878748031501	0.035094144598394814	0.11652339194843814	FALSE	FALSE	hypo	hyper	not_significant
1700022I11Rik	4	42969603	42983639	-0.00542081291241836	0.7958003350612595	0.909262591430623	-0.01897463127471241	0.08819118353734882	0.23471226422678546	FALSE	FALSE	hypo	hypo	not_significant
1700024B05Rik	14	41943994	42003820	0.006047674836397565	0.6912365822842078	0.8543924116926915	-0.004365806537099365	0.10788778244475516	0.27138339703516523	FALSE	FALSE	hyper	hypo	not_significant
1700024G13Rik	14	32376067	32388390	0.01585052840759349	0.4835605257855078	0.7131461784408707	0.012130638221934414	0.4804493262992354	0.7088402991799161	FALSE	FALSE	hyper	hyper	not_significant
1700025B11Rik	15	77558238	77561891	-0.014830443074092758	0.7763609671685481	0.8997778911184364	0.004752177582575918	0.9470658503602034	0.9799438983031309	FALSE	FALSE	hypo	hyper	not_significant
1700025C18Rik	2	165078692	165090749	0.02786601050912818	0.3002281920285243	0.5514317460344088	-0.010732360520624692	0.6205838343475384	0.8099307863864621	FALSE	FALSE	hyper	hypo	not_significant
1700025G04Rik	1	151852402	152090124	0.06690784898868984	7.020356127764542e-43	1.7528355842951865e-40	-0.040426493641442574	8.873883231437923e-19	7.207446364361468e-17	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
1700028J19Rik	7	44229810	44246694	-0.003944685397881509	0.8469836607876878	0.9352149790221773	-0.006370366016817258	0.685552806253759	0.8503814986307668	FALSE	FALSE	hypo	hypo	not_significant
1700028K03Rik	5	107534708	107551541	0.005845202850753295	0.6895794669547315	0.8531784619902417	-0.007482874339808432	0.4130591878670058	0.6511317252146666	FALSE	FALSE	hyper	hypo	not_significant
1700028P14Rik	19	23558752	23652811	0.01024897955927484	0.1300588366480576	0.32743805706091333	-0.00017639937898286662	0.9439058402974289	0.9791522216954863	FALSE	FALSE	hyper	hypo	not_significant
1700029F12Rik	13	97021863	97034361	0.008747000094624147	0.5962325715540999	0.7935641676281748	0.01408341911868985	0.3281382495722549	0.5712057117704668	FALSE	FALSE	hyper	hyper	not_significant
1700029H14Rik	8	13550732	13562460	0.00047837183913135295	0.9936095442748828	0.9979668544271847	-0.012118999144315593	0.8662224296821597	0.9456670670926853	FALSE	FALSE	hyper	hypo	not_significant
1700029J07Rik	8	45953605	45975439	-0.0020956547677762893	0.8777613553753031	0.9496012437739451	-0.007278802091421066	0.23203696613540828	0.45837766986327394	FALSE	FALSE	hypo	hypo	not_significant
1700029P11Rik	15	81980539	81981562	0.0010242998801350822	0.8300846488022071	0.9273397744780333	-0.000749609531074058	0.7605312325972172	0.8919614734427117	FALSE	FALSE	hyper	hypo	not_significant
1700030J22Rik	8	116969593	116978958	0.03366197178967778	0.15041024449298543	0.35977490060628475	-0.010387250063563377	0.40461864713952345	0.6429809802638725	FALSE	FALSE	hyper	hypo	not_significant
1700030K09Rik	8	72443879	72461000	0.04538589705067164	0.027557441986935747	0.10746658440875212	-0.05160096219045461	0.002415432774425519	0.012985037860175888	FALSE	TRUE	hyper	hypo	hmC_only
1700031F05Rik	X	102859185	102867970	-0.18043478260869583	0.13327394710608886	0.33235080702570863	0.02	0.853388181287912	0.9388834000721917	FALSE	FALSE	hypo	hyper	not_significant
1700031L13Rik	5	82122407	82124712	-0.03019506993708143	0.3260176061233738	0.5771648575957021	-0.0031406193050468635	0.5587972715989998	0.7694638810388897	FALSE	FALSE	hypo	hypo	not_significant
1700034E13Rik	18	52646208	52663732	0.022449807458217896	0.12493800678014921	0.31911420170772137	-0.00511376531141039	0.6409469387255027	0.8223899815242081	FALSE	FALSE	hyper	hypo	not_significant
1700034J05Rik	6	146950328	146954421	-0.021159405441760315	0.632877343775677	0.8190733699865312	-0.017837880186775748	0.3980853043710868	0.6372894162590723	FALSE	FALSE	hypo	hypo	not_significant
1700037C18Rik	16	3895178	3908688	-0.02198400629418562	0.41098943901060414	0.6573750723307861	0.0322713252027092	0.12548628958140098	0.30161817493381793	FALSE	FALSE	hypo	hyper	not_significant
1700037H04Rik	2	131146323	131160080	-0.006568133605350468	0.6840992497857307	0.8507487202211049	-0.004532744673165237	0.7437786742912655	0.8833791348876294	FALSE	FALSE	hypo	hypo	not_significant
1700049E17Rik1	14	41924948	41933040	-0.2678571428571428	0.19347102412632122	0.4248380012954094	0.0	0.548178309010879	0.7618383779164133	FALSE	FALSE	hypo	hypo	not_significant
1700056E22Rik	1	184033029	184034300	0.1334811041941772	0.0658234706054509	0.2046761792012053	-0.06661478966232787	0.562220328429103	0.7714448091606323	FALSE	FALSE	hyper	hypo	not_significant
1700057G04Rik	9	92309376	92357875	-0.010333360229047073	0.13770744332863216	0.33909598610474334	-0.00310806695693408	0.4336436807693105	0.6685820028272602	FALSE	FALSE	hypo	hypo	not_significant
1700064H15Rik	3	19610367	19628676	0.015817931512751016	0.3283886125992389	0.5792471153380269	-0.004447665879660806	0.6862355965208431	0.8508660308484844	FALSE	FALSE	hyper	hypo	not_significant
1700066B19Rik	18	35703224	35730868	-0.007884268489481316	0.6843689009907037	0.8508460408779109	-0.012186852555092303	0.30691493053195035	0.5480836693225751	FALSE	FALSE	hypo	hypo	not_significant
1700066M21Rik	1	57377619	57385422	0.08020785521884122	0.0002958856533193706	0.0025507209943439694	-0.03833094523228012	0.007378674286334717	0.033279729876635446	TRUE	TRUE	hyper	hypo	mC_hyper_hmC_hypo
1700067K01Rik	8	84001501	84004769	-0.05663029859411495	0.4378918581101865	0.678184679166681	0.07913155331646066	0.2685284470314707	0.5047156044160993	FALSE	FALSE	hypo	hyper	not_significant
1700069L16Rik	5	113692421	113724771	0.0207547665879666	0.09986327035160938	0.2748176322752685	-0.018605690391956364	0.09983539776335615	0.25678126470381724	FALSE	FALSE	hyper	hypo	not_significant
1700074P13Rik	6	40920436	40940556	0.02162945537742056	0.15523325638413565	0.3673261770228234	-0.010861899296366273	0.07959511325529661	0.21797313073461322	FALSE	FALSE	hyper	hypo	not_significant
1700080O16Rik	X	51968694	51972771	-0.04220909675345552	0.309884254477862	0.5613824774757934	0.020833333333333332	0.7292263327190625	0.8768057879257027	FALSE	FALSE	hypo	hyper	not_significant
1700086D15Rik	11	65151909	65159890	0.040084000172087464	0.24012255491339463	0.4859640298777637	-0.05861401930415949	0.06510537913469094	0.18754508398884612	FALSE	FALSE	hyper	hypo	not_significant
1700088E04Rik	15	79129348	79141252	0.0212665373558778	0.54728764004362	0.7593943060838285	-0.011306515512142845	0.7035999614343844	0.8610857354434734	FALSE	FALSE	hyper	hypo	not_significant
1700093K21Rik	11	23516202	23521154	-0.014742874561057162	0.4519548960707358	0.6896284757910488	0.00041756074532645765	0.9649537615908239	0.9866967427361613	FALSE	FALSE	hypo	hyper	not_significant
1700094D03Rik	3	90062795	90068346	0.006416103860471978	0.7715263862038478	0.897034882721013	-0.02275252834090752	0.28946282362931197	0.5294907745241343	FALSE	FALSE	hyper	hypo	not_significant
1700102P08Rik	9	108392804	108410933	0.023129357822333607	0.11756436530772395	0.3071537627079333	-0.01942453714167766	0.09133318886233824	0.2408243039833023	FALSE	FALSE	hyper	hypo	not_significant
1700109H08Rik	5	3571565	3584355	0.02716841788048685	0.06116369329124541	0.1944414854604296	-0.02786185535132532	0.022659484225090953	0.08268953608232398	FALSE	FALSE	hyper	hypo	not_significant
1700113H08Rik	10	87058044	87230588	-0.013092989719680426	0.0019014307395738613	0.012509608092759198	0.010279973457103832	2.268586033591586e-05	0.00021931110871585197	TRUE	TRUE	hypo	hyper	mC_hypo_hmC_hyper
1700123K08Rik	5	138561839	138564711	-0.09444444444444455	0.6126835941610034	0.8050752393159725	0.0	0.8307559064136093	0.927295106373131	FALSE	FALSE	hypo	hypo	not_significant
1700123L14Rik	6	96164496	96166242	-0.1676778049445713	8.385098675291555e-06	0.00011193414891689532	0.08336210670746844	0.004928593945009479	0.023897358893280197	TRUE	TRUE	hypo	hyper	mC_hypo_hmC_hyper
1700123O20Rik	14	54686215	54690740	0.05046799556296644	0.08854416530730096	0.252605049961187	-0.01954329935119921	0.2688209525538429	0.5049349813735413	FALSE	FALSE	hyper	hypo	not_significant
1700125H20Rik	11	85170403	85181144	0.0180193251847518	0.6257483486659406	0.8134165447628219	-0.039210289822909396	0.05514426243638768	0.16565676511689484	FALSE	FALSE	hyper	hypo	not_significant
1700129C05Rik	14	59133039	59142892	0.004903935170071594	0.7741813984508538	0.8985240734375908	-0.0032640720409880183	0.6613368221613791	0.8357960045234338	FALSE	FALSE	hyper	hypo	not_significant
1810009A15Rik	19	8888852	8890880	0.08748194128217568	0.04272718936165089	0.14991580111901937	-0.0404404618840713	0.16448686845315985	0.36455697836676215	FALSE	FALSE	hyper	hypo	not_significant
1810009J06Rik	6	40964753	40968434	0.07066462948815888	0.6490241620660365	0.8299105117364393	0.029411764705882353	0.9717711294438802	0.9888984889908913	FALSE	FALSE	hyper	hyper	not_significant
1810010H24Rik	11	107025680	107030442	-0.11222112610743101	0.026531403324664284	0.1042290405668241	0.025003891783257043	0.6261198901956624	0.813063352980421	FALSE	FALSE	hypo	hyper	not_significant
1810013L24Rik	16	8830099	8858921	0.009285009142473322	0.5252698572086731	0.742300160169674	-0.015236372730833725	0.29055961111433376	0.5307538490010669	FALSE	FALSE	hyper	hypo	not_significant
1810020O05Rik	6	87675589	87722800	-0.00440455139435858	0.720769964693357	0.8700568522491248	0.004357037900750378	0.4075540281309963	0.6457643788320075	FALSE	FALSE	hypo	hyper	not_significant
1810024B03Rik	2	127186354	127208279	-0.003141635152491107	0.8365087890050023	0.9298935716394858	-0.009951186124142503	0.12564706286715407	0.3018275566486903	FALSE	FALSE	hypo	hypo	not_significant
1810030O07Rik	X	12654878	12673667	-0.011349306039542095	0.9427742117302504	0.976873446407157	-0.0038579909849122823	0.36440108831322326	0.606845764640326	FALSE	FALSE	hypo	hypo	not_significant
1810037I17Rik	3	122924202	122926183	0.09476451834404623	0.0032000895062321184	0.019360855934562205	-0.007494703002624226	0.768682719807808	0.89615612711847	TRUE	FALSE	hyper	hypo	mC_only
1810046K07Rik	9	51289685	51328923	-0.00710355133155216	0.481697016911536	0.7117066386629824	0.002743642714254896	0.7503309100646646	0.8863204441999752	FALSE	FALSE	hypo	hyper	not_significant
1810055G02Rik	19	3708292	3717880	0.05285367599560031	0.01645868323493819	0.07190762794197234	-0.02196074922452876	0.14383027822844116	0.33236100855712913	FALSE	FALSE	hyper	hypo	not_significant
1810058I24Rik	6	35252653	35263495	0.02349822855548056	0.13388050240131874	0.3334892573671967	-0.006921099360023386	0.5568256357935939	0.768138408627014	FALSE	FALSE	hyper	hypo	not_significant
1810062G17Rik	3	36475936	36482298	0.03764537939528134	0.19801022259807385	0.4310474319292834	-0.02783655431084353	0.2435973816999979	0.4737032161058421	FALSE	FALSE	hyper	hypo	not_significant
1810065E05Rik	11	58421110	58426023	-0.01503102199362416	0.533662866812298	0.7490836908947748	-0.019315547055857127	0.23670070766939807	0.46462536270075766	FALSE	FALSE	hypo	hypo	not_significant
2010106E10Rik	X	112495273	112558342	-0.007645621797106372	0.5416577941717172	0.7552214566927824	0.010051789875856861	0.49198110825496044	0.7179456200025667	FALSE	FALSE	hypo	hyper	not_significant
2010109A12Rik	5	93206517	93213474	0.05229869958056832	0.05524532980996305	0.1806729544108494	-0.04182225637848315	0.020036894009719013	0.07492287411913569	FALSE	FALSE	hyper	hypo	not_significant
2010300C02Rik	1	37611676	37720084	0.01610216294573763	0.016322995727197396	0.07145373714000869	-0.030361814249092234	1.0230907281839078e-09	2.563938895513179e-08	FALSE	TRUE	hyper	hypo	hmC_only
2210010C04Rik	6	41030267	41035508	0.025233248884903414	0.3625930278548619	0.6134441372320681	-0.015863100679360052	0.25973079105812114	0.4943807546691239	FALSE	FALSE	hyper	hypo	not_significant
2210016F16Rik	13	58379816	58385224	0.014726625914988634	0.43421649837670684	0.6757404947073579	-0.022091503977134164	0.1570444769113263	0.35301406035952687	FALSE	FALSE	hyper	hypo	not_significant
2210016L21Rik	5	114942157	114949782	0.03385409043298371	0.3100881484423339	0.5613824774757934	-0.00482985064971983	0.6730655914144101	0.8434133921411714	FALSE	FALSE	hyper	hypo	not_significant
2210017I01Rik	3	92604717	92607491	0.02492272906128634	0.7964461149195461	0.9094125928721545	0.002289377289377288	0.9582018549537336	0.9843110422933214	FALSE	FALSE	hyper	hyper	not_significant
2210407C18Rik	11	58608203	58616074	0.011286433723733169	0.6831396018834122	0.8502297219662959	0.008976276108203115	0.49664795189966426	0.7218795220815223	FALSE	FALSE	hyper	hyper	not_significant
2210408I21Rik	13	77135539	77613783	-0.0018320699629391646	0.5797583848488506	0.7818019609984971	-0.001865149593264219	0.27297024372047674	0.5094638435772352	FALSE	FALSE	hypo	hypo	not_significant
2300003K06Rik	11	99836801	99838065	-0.03707226366298333	0.44176164199932855	0.681137036915032	0.0097007003369882	0.869179052640339	0.9467657501014586	FALSE	FALSE	hypo	hyper	not_significant
2300009A05Rik	9	63394446	63399245	0.13711732836066226	3.8335370940942416e-05	0.0004305399610003711	-0.062046152175705804	0.03144948282697564	0.10695045244539353	TRUE	FALSE	hyper	hypo	mC_only
2310002L09Rik	4	73939370	73950845	-0.010229264555057238	0.6090478476426862	0.8029585183002402	0.024920885628261794	0.03576436868875608	0.1181860445034972	FALSE	FALSE	hypo	hyper	not_significant
2310003L06Rik	5	87969458	87972869	-0.02936445065755411	0.16205554512566206	0.3777560332666424	-0.0010192912348084733	0.9690647554896618	0.9880039862572197	FALSE	FALSE	hypo	hypo	not_significant
2310009B15Rik	1	138851982	138856851	0.0006554499310735817	0.8964516252007991	0.9581109320691061	0.02414363308128807	0.2437874173689527	0.47402718285450435	FALSE	FALSE	hyper	hyper	not_significant
2310011J03Rik	10	80318253	80320536	-0.06687062937062938	0.7382870604018636	0.8793873319728659	0.038461538461538464	0.8916907468299629	0.9569284656420888	FALSE	FALSE	hypo	hyper	not_significant
2310022A10Rik	7	27553232	27582098	0.016478956498932495	0.19976251074010543	0.4332554008989753	-0.009221535193739805	0.3519183431984396	0.5946610610388295	FALSE	FALSE	hyper	hypo	not_significant
