Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr10	97565990	97566390	chr10	97565067	97570437	5371	*	8.09553010773651	8.95345245393952	5.68105942517604	3.24412463633853	1.88591977359303e-44	2.15984962070742e-41
chr10	108763492	108763892	chr10	108762255	108765154	2900	*	7.78447638400569	8.67751562471184	4.97771355098864	3.59217295599668	2.20180151887044e-44	2.37328300186952e-41
chr9	91409703	91410103	chr9	91408024	91411396	3373	*	8.32316781899074	9.20116856165619	5.69877592388925	3.40436984474127	2.08933880495998e-43	2.12694690344926e-40
chr4	13782042	13782442	chr4	13780157	13783913	3757	*	7.67520567012166	8.51013891656894	5.46581423808049	3.00665030527776	2.47760562021754e-43	2.38945502025611e-40
chr7	90098771	90099171	chr7	90097820	90100376	2557	*	7.07376749281802	7.96205774066111	4.32733367778647	3.48194783396296	1.32819354615765e-42	1.21689092698964e-39
chr19	21166009	21166409	chr19	21165503	21167777	2275	*	7.01766486739866	7.91079128117072	4.20976880611098	3.65944150043791	3.77456259125205e-42	3.29357547248107e-39
chr18	31230349	31230749	chr18	31229058	31232297	3240	*	7.53246502563982	8.40129882413803	5.00808032904915	3.32917097086441	4.03654237405629e-42	3.36207283919125e-39
chr16	63798689	63799089	chr16	63796365	63801498	5134	*	7.92047123377934	8.80283206561418	5.24572533293524	3.46945433494798	7.66655171501572e-42	6.10790841851948e-39
chr12	29746610	29747010	chr12	29744187	29748297	4111	*	8.19824303157176	8.95338868235362	6.51877632516295	2.3998952411094	9.54559693267911e-42	7.2880632581005e-39
chr13	84566976	84567376	chr13	84563533	84575063	11531	*	9.50361287076642	10.3912388555096	6.76540455881284	3.53853574907947	1.10097470331658e-41	8.06970418542918e-39
chr1	191395055	191395455	chr1	191393709	191396387	2679	*	6.77520931115913	7.68974904222117	3.65532139702332	3.95213683116246	2.40516796580977e-41	1.69508837713455e-38
chr8	31187608	31188008	chr8	31186749	31188555	1807	*	6.79863671203557	7.74186407665394	3.10291663109679	4.54486878445474	3.53185617680261e-41	2.3969530586567e-38
chr6	13974906	13975306	chr6	13973973	13976467	2495	*	7.41497309927946	8.2796834905361	4.93321344151693	3.26019523119549	6.43342166717248e-41	4.2102149510453e-38
chr1	172341437	172341837	chr1	172340067	172344077	4011	*	7.68672820301276	8.48275352414607	5.76363788365689	2.67795740970869	4.38499415895148e-40	2.77071148167679e-37
chr17	9026031	9026431	chr17	9025439	9027533	2095	*	7.76426151882912	8.53899892066355	5.97400876975971	2.53553248930825	5.06640086824044e-40	3.05116993957206e-37
chr7	93080973	93081373	chr7	93078306	93083703	5398	*	8.67273193187787	9.50359302954411	6.4965026698538	2.96325456289217	5.1618788543295e-40	3.05116993957206e-37
chr12	29677921	29678321	chr12	29677511	29680066	2556	*	6.7972140591301	7.71071861344014	3.69418401163013	3.84348361734629	9.00654439210254e-40	5.15737248252772e-37
chr2	73996265	73996665	chr2	73994444	73997445	3002	*	7.5056118312975	8.28588130103448	5.68218159111751	2.54593993578903	4.81209482047784e-39	2.6720250148617e-36
chr3	139898879	139899279	chr3	139897550	139900637	3088	*	7.52604300116015	8.40693340240808	4.86849313125675	3.43562449445988	2.37048965417142e-38	1.2775544830305e-35
chr9	91405124	91405524	chr9	91396421	91406768	10348	*	9.67367048639262	10.505828104593	7.48697540419232	2.94965839641834	3.30757005391938e-38	1.7316546762291e-35
chr19	20008157	20008557	chr19	20005497	20009400	3904	*	7.71851661339372	8.55523358990185	5.494325363436	2.9685637247549	6.51261076839615e-38	3.31491888111364e-35
chr10	108970799	108971199	chr10	108968973	108971933	2961	*	6.97742342476112	7.86807507455721	4.20133155263066	3.58315148257158	1.35853509240739e-37	6.72805325223596e-35
chr18	55128932	55129332	chr18	55126149	55130361	4213	*	8.10930145206098	8.8775536292038	6.35683964551565	2.4778426697375	8.6112358247002e-37	4.06486217730969e-34
chr4	81581748	81582148	chr4	81578166	81582444	4279	*	7.68146551791842	8.53165779659337	5.33962727625486	3.11725897229452	8.65147483710314e-37	4.06486217730969e-34
chr3	70325608	70326008	chr3	70324472	70326710	2239	*	7.34992632608687	8.20019766111944	5.0073653904955	3.134215625346	1.09551471453559e-36	5.01855290728754e-34
chr6	145788095	145788495	chr6	145787227	145789373	2147	*	6.99651040618883	7.85891468471791	4.53800044084401	3.27435066298942	2.20847546413115e-36	9.87026936700958e-34
chr12	29788939	29789339	chr12	29787043	29790392	3350	*	7.5088320577627	8.25664691668388	5.86836458887442	2.33312160050874	4.30576986997674e-36	1.87854588327271e-33
chr14	122280532	122280932	chr14	122278267	122282875	4609	*	8.47084239274385	9.20129180690529	6.91802649841452	2.24787761112735	1.90007751819302e-35	8.0969814984579e-33
chr13	108060005	108060405	chr13	108058685	108064207	5523	*	8.93125916814468	9.69753444730158	7.19009002635813	2.46767233433543	2.15943979766581e-35	8.99308519373372e-33
chr10	108798975	108799375	chr10	108798175	108801302	3128	*	6.77335702894131	7.65904229431262	4.05889396071072	3.4599474735355	2.81005307554438e-35	1.14425361236167e-32
chr12	29790974	29791374	chr12	29790606	29794051	3446	*	7.526469188073	8.27010349971254	5.90769272858224	2.31212662086769	8.35272592006595e-35	3.32729021215845e-32
chr12	38383105	38383505	chr12	38381915	38384212	2298	*	7.23880407646707	8.08449717037736	4.9374463997089	3.0972569421036	1.17161360150022e-34	4.56779736891277e-32
chr4	82555591	82555991	chr4	82555023	82557648	2626	*	7.85518939868117	8.63004631866809	6.06422919706804	2.53293183588036	1.79061491115996e-34	6.83567242335314e-32
chr3	139893510	139893910	chr3	139892000	139897171	5172	*	7.87318676790889	8.74993315786284	5.26293411786937	3.39324098812264	3.90289422245809e-34	1.45952313739433e-31
chr6	145578448	145578848	chr6	145578026	145579508	1483	*	7.14531013852771	7.93851443680697	5.24065889386959	2.64105612510839	5.23842600876174e-34	1.919778363691e-31
chr1	64172750	64173150	chr1	64170836	64174545	3710	*	8.27737895747805	8.99824888946482	6.77030652747478	2.19547826739967	6.07978786660255e-34	2.18443201701226e-31
chr12	29537763	29538163	chr12	29536692	29539952	3261	*	7.06099951677086	7.92479311484766	4.58853213023121	3.22952459732366	6.7159481343226e-34	2.3665968002563e-31
chr10	64137626	64138026	chr10	64135796	64139787	3992	*	8.00701423598627	8.72977149350467	6.49106731493457	2.19753687152128	8.31578865648719e-34	2.87506625172587e-31
chr13	84344774	84345174	chr13	84343089	84345560	2472	*	7.04310290284045	7.93486407748069	4.25284545545767	3.60299035804464	8.57575427306768e-34	2.90612185774205e-31
chr13	104492340	104492740	chr13	104491285	104494814	3530	*	8.18177486063214	8.92494992771842	6.56535766353007	2.32844887368104	8.7228062746023e-34	2.90612185774205e-31
chr10	109185752	109186152	chr10	109185235	109187829	2595	*	7.78092650090027	8.60678019573691	5.6443345142063	2.88586525407142	1.26650047340633e-33	4.14417047762456e-31
chr1	166843339	166843739	chr1	166842101	166844727	2627	*	8.14727523246644	8.92098964820735	6.36306121186647	2.5076077506385	1.47235081141492e-33	4.73322039795913e-31
chr10	108734134	108734534	chr10	108733472	108735519	2048	*	6.60600464265862	7.52723204911461	3.37186876608958	3.87043652172858	1.61716818152818e-33	5.10913616522801e-31
chr7	92181521	92181921	chr7	92179812	92182594	2783	*	7.95588174366404	8.71938271958001	6.23038700587195	2.44671736523079	2.39703354026113e-33	7.44461738843136e-31
chr14	79290397	79290797	chr14	79288653	79291412	2760	*	7.18697700694435	8.04663876501125	4.75559037655331	3.25695019150106	2.67710579780232e-33	8.17588110648827e-31
chr12	98737811	98738211	chr12	98735405	98738633	3229	*	6.82410730737928	7.72034162511809	3.97517034689029	3.66957527347666	2.74344631986163e-33	8.24113284674501e-31
chr1	69684373	69684773	chr1	69683058	69685296	2239	*	7.06583821691477	7.90493881102704	4.82160066028328	2.9840318593734	3.43063639400911e-33	9.99576241484835e-31
chr5	43327746	43328146	chr5	43326776	43329689	2914	*	7.67073097868754	8.50079068930694	5.50092827491985	2.95559594141149	3.43665701885749e-33	9.99576241484835e-31
chr10	28487215	28487615	chr10	28485531	28488042	2512	*	7.05558589199978	7.91410902970842	4.63529715092202	3.20280543820528	3.97646793641234e-33	1.13851247604406e-30
chr16	63793899	63794299	chr16	63793115	63795877	2763	*	7.11835617220929	7.9934518946804	4.52648299927307	3.3423192607614	4.1764226707996e-33	1.17736567722664e-30
chr1	133800816	133801216	chr1	133798529	133801673	3145	*	7.65942445419916	8.41937421122964	5.95370512714381	2.41084176200081	5.8498461333489e-33	1.62413000829523e-30
chr2	110175619	110176019	chr2	110172290	110177808	5519	*	8.22077138477894	8.9913903246664	6.45465194067003	2.49052297893297	6.01489066009128e-33	1.64502770829123e-30
chr16	63864622	63865022	chr16	63863639	63866018	2380	*	7.65491982364532	8.41608029578126	5.94249434225642	2.42343071630689	7.77684699381071e-33	2.09563153403805e-30
chr18	55079444	55079844	chr18	55078679	55080407	1729	*	6.84067468276432	7.70878623447297	4.32385653932262	3.2738708654572	9.21248680236625e-33	2.44651606038492e-30
chr4	97652785	97653185	chr4	97651494	97654200	2707	*	7.38391672766994	8.15438702373388	5.61865952532166	2.49805979311153	1.91608604985282e-32	5.01576582535757e-30
chr4	15326721	15327121	chr4	15324492	15329517	5026	*	8.15466916534714	8.89341521459207	6.56077127996741	2.28997547984251	2.0771753401629e-32	5.36086773706267e-30
chr13	111235479	111235879	chr13	111234736	111237192	2457	*	6.8624428045909	7.72534859267721	4.39891166788059	3.26352915857794	2.20348257441241e-32	5.60786315187959e-30
chr5	68344802	68345202	chr5	68343904	68345971	2068	*	6.55358127474596	7.52399416205744	1.93115935347386	5.27673923724135	2.94879576489671e-32	7.40188131451606e-30
chr19	17356231	17356631	chr19	17355922	17357791	1870	*	8.0158418870647	8.74534568164666	6.46762023395443	2.22156784316054	6.10498664828455e-32	1.51172669382657e-29
chr4	26352284	26352684	chr4	26351091	26353434	2344	*	6.72252677213094	7.6403917396771	3.54702922018444	3.99316318993542	7.05475469014735e-32	1.7236176658968e-29
chr3	122242778	122243178	chr3	122242441	122243816	1376	*	6.49790277988929	7.39019976882572	3.70075039434249	3.61791358160929	8.35242116716726e-32	2.01381270351543e-29
chr10	64882830	64883230	chr10	64881993	64884195	2203	*	7.43885254248179	8.30871556223124	4.90360965401394	3.30230367142836	8.60930619318314e-32	2.04879125563491e-29
chr16	49775223	49775623	chr16	49773708	49776198	2491	*	6.92541820975936	7.72669215043652	4.96728217532181	2.70875491577796	8.78324799543831e-32	2.06338764446682e-29
chr18	68543636	68544036	chr18	68543047	68544730	1684	*	7.0501346967237	7.92207576646271	4.49269222053564	3.29090662932478	1.57082293880158e-31	3.64351386463294e-29
chr3	52269979	52270379	chr3	52268391	52271953	3563	*	7.15390709343621	7.95820778775519	5.1751075365787	2.6942578430766	1.71086749940353e-31	3.91874200738378e-29
chr5	68331688	68332088	chr5	68330820	68333008	2189	*	6.64445615573043	7.61463755028547	2.03316275714383	5.00779905038338	1.85178156264284e-31	4.18914140171203e-29
chr4	88210689	88211089	chr4	88209380	88211696	2317	*	6.51880551869874	7.4438943676315	3.21406993876637	4.00817086254928	1.88856963287523e-31	4.22026218936655e-29
chr10	75834186	75834586	chr10	75833217	75834973	1757	*	6.70954248625039	7.62032957393151	3.64979585850379	3.7428688083433	1.52784274634913e-30	3.37303499808452e-28
chr1	188001151	188001551	chr1	187998889	188012655	13767	*	10.4214776902997	11.1326441013741	8.9590135529842	2.12804566985215	2.39164518888023e-30	5.21720314774302e-28
chr6	50681741	50682141	chr6	50680915	50684121	3207	*	8.10594422830467	8.78044000159579	6.79823266980908	1.94400550519548	2.76202275706541e-30	5.95427117652548e-28
chr6	97938200	97938600	chr6	97937327	97939231	1905	*	6.88945154569817	7.7111140868796	4.78511653933877	2.84545256634767	2.95790948315389e-30	6.30241085689673e-28
chr1	158358605	158359005	chr1	158357044	158361665	4622	*	8.19033232491159	8.98192148748418	6.29611697465364	2.61046407518282	3.44612555554923e-30	7.25825341148092e-28
chr16	72678682	72679082	chr16	72677346	72679586	2241	*	7.42771942540458	8.15067985534143	5.91081319910108	2.20480802597334	6.33030550442337e-30	1.31814225071652e-27
chr1	51360362	51360762	chr1	51359866	51361385	1520	*	6.88911347433001	7.70640307723138	4.81758655311337	2.82370280212671	8.51603722881109e-30	1.75334681101949e-27
chr1	24558247	24558647	chr1	24556895	24559834	2940	*	7.49866018189865	8.29941533847973	5.54403203488623	2.67850154587514	9.52433306719105e-30	1.9391542124801e-27
chr10	109579550	109579950	chr10	109578538	109580802	2265	*	7.70719673667693	8.5203981908771	5.66559384858435	2.78215424793757	1.08407994179902e-29	2.18293196192586e-27
chr15	42073792	42074192	chr15	42073105	42075040	1936	*	6.69914139408687	7.6030551299829	3.74307254355008	3.77657544874094	1.33138862454856e-29	2.65177882132912e-27
chr14	61138693	61139093	chr14	61138180	61140297	2118	*	6.81374260019986	7.6295110751144	4.75343245025495	2.81320454931772	1.44813298439031e-29	2.83557652027866e-27
chr16	33832714	33833114	chr16	33832047	33833461	1415	*	6.99756261181603	7.8442941355606	4.68697329410749	3.09955281555478	1.45461794862581e-29	2.83557652027866e-27
chr2	142336107	142336507	chr2	142334527	142337417	2891	*	7.13748032972168	7.94227296451612	5.15529004046755	2.70342266128203	1.70718762675537e-29	3.29289537607004e-27
chr16	63806532	63806932	chr16	63804517	63808620	4104	*	7.34684609124426	8.16669569539909	5.25621543857742	2.81036574935024	3.20746306289401e-29	6.12224512129894e-27
chr1	51590161	51590561	chr1	51589717	51591824	2108	*	7.58082572405333	8.33826584984668	5.88889105933248	2.36601640562685	4.36120723351293e-29	8.23863519040113e-27
chr3	65657700	65658100	chr3	65657111	65660602	3492	*	8.0377923320538	8.79568831016603	6.34336535112202	2.41792273834957	4.48454779014543e-29	8.38518915373724e-27
chr18	55143059	55143459	chr18	55141772	55147840	6069	*	9.17437117151668	9.8822258249343	7.72675447120391	2.1055705079221	5.23230263819866e-29	9.68451651942951e-27
chr16	37788583	37788983	chr16	37788092	37791013	2922	*	7.35935787835825	8.09606893783185	5.77566737792223	2.29097908989283	5.57046651937673e-29	1.02073228501059e-26
chr18	56924038	56924438	chr18	56921533	56926403	4871	*	7.86692867576208	8.59723474977467	6.31481032707041	2.25800030945627	5.93187142500405e-29	1.07619417813638e-26
chr6	50934982	50935382	chr6	50933435	50938294	4860	*	8.40462681532393	9.1274659771854	6.88829326515262	2.18858502071323	6.6331325149566e-29	1.19162274709867e-26
chr2	73977683	73978083	chr2	73976638	73979014	2377	*	7.55829092405974	8.33024079385982	5.78442408943511	2.45559286082178	7.55005879880183e-29	1.34317745076937e-26
chr6	43873984	43874384	chr6	43873185	43874816	1632	*	7.03537037779982	7.86038155074273	4.90532856947939	2.86508637773681	9.57949050591349e-29	1.68783253875345e-26
chr16	63084703	63085103	chr16	63083970	63086298	2329	*	7.05605959967042	7.88584915335439	4.8884161263303	2.90160579407866	1.08165362549293e-28	1.88764009843167e-26
chr3	75955156	75955556	chr3	75954699	75956856	2158	*	7.19129822910968	8.00608326280406	5.13818757767255	2.80277559487082	1.40137476865217e-28	2.42252747743229e-26
chr13	108128972	108129372	chr13	108127586	108130212	2627	*	7.63880605507513	8.44096669313859	5.67465164056542	2.71153605244916	1.80839689266317e-28	3.09692193094952e-26
chr13	84761078	84761478	chr13	84759974	84762323	2350	*	6.76992226262645	7.68244601667386	3.68267387967528	3.7874095366139	1.96039355947988e-28	3.32613440591752e-26
chr14	48890352	48890752	chr14	48888227	48895348	7122	*	8.76981507271288	9.46938694134566	7.35853223369609	2.06213343335185	2.46697250932322e-28	4.1472297487008e-26
chr14	107336911	107337311	chr14	107336341	107338249	1909	*	6.84336548801696	7.7228321615756	4.20225602036024	3.46172416315819	2.50104030668953e-28	4.16627841634355e-26
chr13	23542887	23543287	chr13	23542646	23544035	1390	*	6.26851270893349	7.21571108703015	2.47015210070299	4.58599833103629	2.54490226276602e-28	4.20115216783104e-26
chr6	51850147	51850547	chr6	51847851	51855011	7161	*	8.40337845439677	9.14933076907664	6.77262297681789	2.31656540662423	4.23846270233166e-28	6.93442772835047e-26
chr10	109677799	109678199	chr10	109677334	109679726	2393	*	7.12544111539102	8.01494936267409	4.36379203572235	3.5193669550628	4.61830910078602e-28	7.48901734184097e-26
chr4	80840875	80841275	chr4	80839151	80841876	2726	*	7.39079599965164	8.10295173831464	5.92385998437876	2.1538922901874	4.70518104276709e-28	7.56295942347932e-26
chr9	91418277	91418677	chr9	91417634	91419003	1370	*	6.61520463428796	7.43901677505148	4.49442717259201	2.8486751832827	5.43349101871662e-28	8.65767734147507e-26
chr10	99266959	99267359	chr10	99263022	99269948	6927	*	9.00778484946672	9.64783017333372	7.82866841696049	1.77689856202499	5.50664699526757e-28	8.69860340873128e-26
chr1	24512226	24512626	chr1	24511302	24513137	1836	*	6.88038328447505	7.68802062958646	4.8784047735358	2.70641156406861	9.47955899990126e-28	1.48464477875377e-25
chr16	77239057	77239457	chr16	77235118	77241788	6671	*	9.3825489066393	10.1668194736076	7.53455660032858	2.56772702537868	1.00839039527439e-27	1.56591064432271e-25
chr6	121380399	121380799	chr6	121370142	121384865	14724	*	10.3664746437332	9.10775911367307	11.0283009580478	-1.87440178822375	1.59906572531886e-27	2.46229246644897e-25
chr3	140147333	140147733	chr3	140146533	140148458	1926	*	6.72688115466361	7.59526795420216	4.20718452677175	3.29658179919017	1.76502248782472e-27	2.69518933890835e-25
chrX	169880332	169880732	chrX	169878898	169882857	3960	*	7.84780398649399	8.64129506654727	5.94129061009195	2.58928937035022	2.25522005085162e-27	3.41526051337232e-25
chr10	108761325	108761725	chr10	108760685	108762135	1451	*	6.27146679241713	7.17131734882541	3.37314167222403	3.57075742475131	2.33524794449988e-27	3.50746584713244e-25
chr4	53158310	53158710	chr4	53157026	53160595	3570	*	7.50899745473567	8.32337609298821	5.45885002537793	2.82639734642214	2.60898376195278e-27	3.88674946780673e-25
chr4	88034929	88035329	chr4	88034048	88036415	2368	*	7.54190824205375	8.30956153227986	5.79287844543608	2.45775414156022	2.8050098010315e-27	4.14508061242751e-25
chr6	12387722	12388122	chr6	12387049	12390578	3530	*	7.66820616427039	8.41611254669475	6.02725944423398	2.3199478198706	3.0604052041963e-27	4.48630919693545e-25
chr10	109181116	109181516	chr10	109180326	109182495	2170	*	6.86868118659848	7.697577216535	4.70815340964829	2.90350977400448	3.12200279043312e-27	4.54028405808702e-25
chr13	43530722	43531122	chr13	43529953	43532253	2301	*	7.713745613807	8.46705154359018	6.04418436773231	2.33454651139548	5.13781816573026e-27	7.41302205266466e-25
chr18	12940592	12940992	chr18	12940026	12942837	2812	*	7.59113067847053	8.29745220254649	6.15032455804457	2.11450174977173	5.4498664286367e-27	7.80182440924522e-25
chr5	103760220	103760620	chr5	103759095	103761573	2479	*	7.16912692852043	8.00274717426066	4.97052188028195	2.8918359989821	5.64504356310043e-27	8.01858746125987e-25
chr4	15451261	15451661	chr4	15449457	15453169	3713	*	8.04618867817653	8.83293330546407	6.18276182580819	2.57696307222638	8.88278974790523e-27	1.2520633795432e-24
chr18	68541796	68542196	chr18	68539680	68542789	3110	*	7.69062277506555	8.51575006615037	5.55968019923433	2.86621616849656	1.02756894008168e-26	1.43734147008066e-24
chr1	137696798	137697198	chr1	137695650	137700075	4426	*	8.37790854213281	9.14205954917068	6.64875916669267	2.44209410347726	1.34399876988523e-26	1.8657146560134e-24
chr3	87219776	87220176	chr3	87218786	87221037	2252	*	8.21512645998197	7.00034259020861	8.86512111400061	-1.81365614195172	1.51932429554526e-26	2.09324048056928e-24
chr3	65109165	65109565	chr3	65106420	65112601	6182	*	8.88717324278603	9.57723298459178	7.51627214575033	2.02080896738906	1.60603911310698e-26	2.19619856034122e-24
chr9	118477710	118478110	chr9	118474308	118482342	8035	*	9.55003116748845	10.2332676607202	8.20725782743808	1.97679728716615	2.08754887571638e-26	2.83349967397236e-24
chr6	145755768	145756168	chr6	145754761	145757292	2532	*	7.00247799413911	7.79734269586658	5.08700676692943	2.65778348732568	2.55660691952388e-26	3.44465185245261e-24
chr6	32181106	32181506	chr6	32179390	32182986	3597	*	8.3221357187587	7.05526259818582	8.98610922424274	-1.86423291477672	2.85449098951642e-26	3.81793378772984e-24
chr5	65130923	65131323	chr5	65129199	65133900	4702	*	8.62106376463586	9.31830141143706	7.21982036495069	2.04552148373861	2.96095558908903e-26	3.93163407351214e-24
chr1	188213761	188214161	chr1	188211496	188216945	5450	*	7.76543338683882	8.46448328602676	6.35640301270426	2.06576547206777	3.15382431481297e-26	4.15760264349877e-24
chr6	42245832	42246232	chr6	42245566	42247752	2187	*	7.24664467476673	7.96950673640956	5.73020300380597	2.16220418438523	3.18020385675157e-26	4.16243253365112e-24
chr4	81913271	81913671	chr4	81912800	81915610	2811	*	7.79181719584653	8.48754230056111	6.39703350468226	2.04546416286818	3.25040474572682e-26	4.22414301848924e-24
chr15	74577952	74578352	chr15	74576057	74582414	6358	*	8.58607335986359	7.01257063849381	9.32073603409228	-2.24859526963558	4.01879965179627e-26	5.1859496351771e-24
chr13	109086635	109087035	chr13	109085773	109088025	2253	*	6.57538470002452	7.39136882049404	4.51349039635792	2.81563464851898	4.05298848099873e-26	5.19349377103641e-24
chr1	28324715	28325115	chr1	28324355	28326699	2345	*	7.28542251165642	8.13332141373997	4.96437615754885	3.02346435583149	4.42017523370676e-26	5.62467298489186e-24
chr1	166734704	166735104	chr1	166733057	166735243	2187	*	6.86907746750614	7.70008656512738	4.69165782056304	2.9533273509287	4.46500616503832e-26	5.6425360667698e-24
chr6	51874547	51874947	chr6	51872847	51876539	3693	*	8.02808446156905	8.70631577717939	6.70551854849196	1.94442327388091	5.44302704154434e-26	6.83137174720948e-24
chr2	7063636	7064036	chr2	7062477	7064415	1939	*	7.11854475281609	7.88944296755698	5.35080367684057	2.49494452826649	5.92242326493298e-26	7.38248189841033e-24
chr10	109664644	109665044	chr10	109663777	109665549	1773	*	7.36868009053147	8.15234534243877	5.5244350656536	2.57426814400497	6.13655188131906e-26	7.59771464008719e-24
chr14	102928396	102928796	chr14	102926720	102929408	2689	*	6.95676691730897	7.7075443265427	5.30068941750299	2.37561858147692	6.75335639731424e-26	8.30526863250914e-24
chr17	11302121	11302521	chr17	11301203	11303889	2687	*	7.00434503355615	7.86381405082029	4.5748436366663	3.19553933253411	6.98143290923883e-26	8.52851844192616e-24
chr5	68152766	68153166	chr5	68151850	68153956	2107	*	7.13547505677632	7.88267462302863	5.49822457600673	2.35057927005568	7.32246444991741e-26	8.88588334968785e-24
chr10	57784244	57784644	chr10	57782370	57786962	4593	*	7.85979635254323	8.5759380887609	6.37466985710881	2.17033644907071	7.44693470606523e-26	8.97747576012759e-24
chr3	137479826	137480226	chr3	137478614	137480839	2226	*	6.92586881283675	7.77523080937811	4.59159643271276	3.06829136355962	7.63373916123207e-26	9.14252525427559e-24
chr3	74529455	74529855	chr3	74528614	74530622	2009	*	7.06476149497455	7.91237801019805	4.74625241624108	3.0716189166091	8.04044660684765e-26	9.56708724830366e-24
chr13	83520222	83520622	chr13	83517256	83521229	3974	*	8.04826137694247	8.82446769265549	6.24928557088316	2.5187186641707	1.05057517966273e-25	1.2419831994929e-23
chr8	101467885	101468285	chr8	101466403	101469088	2686	*	7.44679224856069	8.25437833402847	5.44517306675534	2.71698359250799	1.29448369106217e-25	1.52052045865533e-23
chr4	13240302	13240702	chr4	13235290	13242766	7477	*	9.05019072273232	9.76467690885364	7.57265346467617	2.13962368643885	1.33925311792476e-25	1.56308752438556e-23
chr4	13135333	13135733	chr4	13133984	13136638	2655	*	7.38900554118869	8.13652944798637	5.75006034764234	2.33259132724464	1.41566701049548e-25	1.64181533546324e-23
chr10	108832573	108832973	chr10	108830563	108833951	3389	*	8.04494300426712	9.01169620525396	3.58894441092029	4.96537210963923	1.48899885451469e-25	1.71600094403315e-23
chr8	40878828	40879228	chr8	40877838	40879544	1707	*	7.21828802285051	7.93887953246003	5.71251919024558	2.18772530379375	1.79611516332261e-25	2.04917080518139e-23
chr10	109555032	109555432	chr10	109553995	109556071	2077	*	7.54505829768202	8.31621019965285	5.77584231231031	2.46409974332625	1.80046114185878e-25	2.04917080518139e-23
chr6	121472250	121472650	chr6	121470370	121474492	4123	*	9.39763898063733	7.79395821804388	10.1383192594077	-2.27729015755825	1.8696271107496e-25	2.11475599860344e-23
chr2	73991728	73992128	chr2	73989650	73992879	3230	*	7.37724392540052	8.12984449046014	5.7114592247884	2.37942691702361	1.94942823985493e-25	2.19149221270563e-23
chr10	18408283	18408683	chr10	18407213	18411100	3888	*	7.72698677985635	8.44214617366442	6.24636932305602	2.16663999884496	1.9965910115511e-25	2.23082522534527e-23
chr14	81991909	81992309	chr14	81991525	81993598	2074	*	6.8566440692292	7.7351736211693	4.22624586575032	3.38324905707676	2.35625743867202e-25	2.61673098825612e-23
chr2	105660438	105660838	chr2	105658708	105664078	5371	*	9.12083290379945	9.79570324618108	7.8116404817196	1.93400559013032	2.54015183771138e-25	2.80396037796526e-23
