Summit_Chr	Summit_Start	Summit_End	Peak_Chr	Peak_Start	Peak_End	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr12	31848522	31848922	chr12	31848085	31849047	963	*	7.32419319894904	8.011984823796	5.96271784610294	1.98839016808023	9.63853022682699e-58	8.14200088058822e-55
chr2	136648400	136648800	chr2	136647807	136652735	4929	*	9.00135022216731	9.49879353918447	8.23595068871625	1.25092083903046	1.03942608824117e-57	8.60478492889569e-55
chr13	108164035	108164435	chr13	108163048	108165041	1994	*	8.07502749016117	8.71617603515105	6.89201129904158	1.76785218361711	2.5638694257388897e-57	2.08085653470949e-54
chr6	24233719	24234119	chr6	24231596	24236134	4539	*	9.3467532463097	9.9494893424734	8.29207964346836	1.62855851074701	2.65128559631153e-57	2.08669939760755e-54
chr5	44153431	44153831	chr5	44152855	44154235	1381	*	7.8194600046557	8.49090124452524	6.52375396160165	1.91893032098302	2.67189476404137e-57	2.08669939760755e-54
chr12	89554131	89554531	chr12	89551354	89558502	7149	*	9.65817412522444	10.2017313971553	8.77570422639237	1.40661178609203	4.61849216846308e-57	3.5401597747597e-54
chr6	24175342	24175742	chr6	24174570	24177123	2554	*	8.23829218957919	8.81160646223501	7.27268300321178	1.5124114393752	9.42303676909296e-57	7.091606144478109e-54
chr1	23653095	23653495	chr1	23648270	23654437	6168	*	9.53183922228896	10.1259337316335	8.50409116376106	1.58812812230474	1.2031856986524099e-56	8.89326114975364e-54
chr10	121652837	121653237	chr10	121651968	121653792	1825	*	7.58464865122952	8.24455280275203	6.33318665038677	1.84867715653479	1.31480806883242e-56	9.547813260545849e-54
chr9	94377925	94378325	chr9	94376956	94380631	3676	*	8.79056700982463	9.34042973375109	7.89101620179695	1.41974988926044	1.78603236428087e-56	1.27461123486748e-53
chr1	166796139	166796539	chr1	166793382	166797280	3899	*	9.29862548591257	9.82624955346375	8.45811727307645	1.34730708843774	2.0482225031971997e-56	1.4369495907176e-53
chr13	84065847	84066247	chr13	84064369	84069432	5064	*	8.91260498354595	9.53289160104993	7.80112641573848	1.6859275785415	5.6104573987609e-56	3.87046754415852e-53
chr16	41653515	41653915	chr16	41652781	41656920	4140	*	8.75165688556213	9.36048425940251	7.67759809199625	1.6417950865900801	1.1740448463245999e-55	7.966567914601311e-53
chr15	93876626	93877026	chr15	93875560	93878907	3348	*	8.03427087227264	8.67051265240444	6.86849667371251	1.76597995782978	1.3724734767742899e-55	9.16281002429698e-53
chr10	7268920	7269320	chr10	7268355	7270974	2620	*	8.75546719451481	9.32483868451203	7.8012540815557	1.49945766464631	1.5963857787785e-55	1.04885079611428e-52
chr1	17122051	17122451	chr1	17119435	17124510	5076	*	9.6148377519582109	10.1114281404343	8.85148292067819	1.23820876896549	6.73091027555088e-55	4.35321622071253e-52
chr16	41745035	41745435	chr16	41744057	41745679	1623	*	7.94088983946883	8.58606270247796	6.74353252328393	1.78728862385812	7.950722172887579e-55	5.0630198796948105e-52
chr6	50661650	50662050	chr6	50659864	50664796	4933	*	9.5424104748954	10.0622074205969	8.72191276574562	1.32109218903764	8.30566323590218e-55	5.20890928273429e-52
chr4	98654383	98654783	chr4	98651999	98655369	3371	*	8.49823730408666	9.09388810689408	7.46568891281088	1.5842589083883	1.36595362599305e-54	8.43873917717977e-52
chr4	64634454	64634854	chr4	64633402	64636595	3194	*	8.7495277753168	9.35761864027024	7.67783114966506	1.64335117685959	2.50402695477807e-54	1.50212585090107e-51
chr6	24108405	24108805	chr6	24107597	24109442	1846	*	7.96422863164602	8.61598253975185	6.74301915054288	1.82619909454302	2.75768003354302e-54	1.63065559926304e-51
chr18	31014090	31014490	chr18	31013471	31015179	1709	*	7.13029971166511	7.93580730108165	5.14316522828404	2.62808864577791	4.1196782069873594e-54	2.40171437103691e-51
chr2	57908202	57908602	chr2	57907600	57910153	2554	*	8.49910469622093	9.24373505686031	6.87519537600466	2.27110260589646	7.555482454779559e-54	4.34356291344772e-51
chr14	105721177	105721577	chr14	105720626	105722969	2344	*	8.26123569377318	8.87227993497761	7.1800360981507	1.64705839317192	1.04735579224716e-53	5.93865081543762e-51
chr2	79458208	79458608	chr2	79456252	79463541	7290	*	9.80604330062583	10.3269403634705	8.98275630460245	1.31852613298777	1.15997239798176e-53	6.48832128341368e-51
chr6	147031075	147031475	chr6	147028680	147034037	5358	*	9.54938740433012	10.0904681547337	8.67355107869045	1.38926836491158	1.45388461502347e-53	8.02389226467355e-51
chr1	24221857	24222257	chr1	24221466	24222602	1137	*	7.25972289996141	7.94774145117976	5.89730792901694	1.99491449920056	1.62333619091441e-53	8.84120152820124e-51
chr2	76672902	76673302	chr2	76671609	76674458	2850	*	8.24192480323995	8.82543701921066	7.2462669304695	1.55028742861668	2.9438254401835203e-53	1.58247821584515e-50
chr19	21145810	21146210	chr19	21143521	21148883	5363	*	8.81265101541283	9.35821548329185	7.92477379121873	1.41153715159498	6.12379608530543e-53	3.24969445593541e-50
chr14	14832812	14833212	chr14	14831782	14835500	3719	*	9.65082039142759	10.1152029281024	8.96179628936386	1.14160604180948	6.73926395983924e-53	3.53103308640084e-50
chr10	13835786	13836186	chr10	13835436	13840747	5312	*	8.92269562951113	9.44210724531368	8.10317312737152	1.31379034374291	7.0705232733643105e-53	3.6582887416387e-50
chr14	14870565	14870965	chr14	14869429	14872540	3112	*	8.84908616852828	9.38056790755524	7.99857196620914	1.35257475378776	9.19607252766337e-53	4.69930659339558e-50
chr4	82507371	82507771	chr4	82506691	82512806	6116	*	9.50267574478406	10.0331099246502	8.65488821295572	1.35057575104071	2.22553576753261e-52	1.12340703036231e-49
chr5	49653003	49653403	chr5	49652411	49654628	2218	*	7.80358097601689	8.51644799944136	6.33341937970863	2.10886079499035	2.8208239350135e-52	1.4067414978081799e-49
chr19	21034312	21034712	chr19	21031860	21039383	7524	*	10.004757185986	10.4270261825533	9.40522203025387	1.01141775548696	3.3264535724838e-52	1.6391495984791598e-49
chr18	12788937	12789337	chr18	12781884	12789313	7430	*	9.85127179438661	10.3610774053523	9.05576730114018	1.28435691861705	3.5560720663123504e-52	1.73168158786824e-49
chr16	45686219	45686619	chr16	45682842	45687394	4553	*	8.7200639813423	9.22762561608707	7.93009025439583	1.27756892558774	3.7543961944613404e-52	1.80699961954818e-49
chr16	41913943	41914343	chr16	41912360	41915226	2867	*	7.54301381851401	8.15639276873216	6.45424346452168	1.64412988818103	5.2985780262865304e-52	2.5209050765982998e-49
chr13	76302080	76302480	chr13	76301149	76303825	2677	*	8.9903945452004	9.64368182981409	7.76355458982856	1.82670791831746	6.2290480555074e-52	2.9299176944723e-49
chr10	108832432	108832832	chr10	108830547	108833980	3434	*	8.58299915377214	9.27929225591777	7.18579386401218	2.00980946706873	6.83398559055416e-52	3.1783408040923297e-49
chr6	56436431	56436831	chr6	56434768	56438165	3398	*	8.03889337393307	8.59973718691697	7.10892060916994	1.45748172054827	7.20384506838576e-52	3.3131283896735898e-49
chr3	137364269	137364669	chr3	137363540	137365845	2306	*	7.90842640937772	8.49957663683551	6.88970238240068	1.5793875847316	1.34077697565451e-51	6.0986198435485e-49
chr9	90700197	90700597	chr9	90698950	90702275	3326	*	8.34144615931513	8.93118595757128	7.32701861053785	1.56410976121496	1.97255673405522e-51	8.87479003652322e-49
chr1	22931517	22931917	chr1	22930835	22932544	1710	*	7.9824703688493	8.58921355359886	6.91508299301199	1.6214735853437101	2.09035945740889e-51	9.30367297430848e-49
chr10	115013470	115013870	chr10	115012178	115016130	3953	*	9.12248175991594	9.70137970222754	8.14052396017164	1.52540111195384	2.78036893742288e-51	1.22430884104051e-48
chr10	58383787	58384187	chr10	58382549	58385267	2719	*	8.33438640784196	8.90435628214884	7.3784515291566	1.48930981676468	4.47044359039937e-51	1.94779580098748e-48
chr4	6425565	6425965	chr4	6423262	6426873	3612	*	8.537918285354	9.11351625967791	7.5656525859357	1.50781990049522	7.20967671914545e-51	3.10857227873821e-48
chr1	43877697	43878097	chr1	43877222	43879582	2361	*	7.87359909083132	8.46738504549601	6.8468002505506	1.58066671410144	1.3450935497822699e-50	5.73980538274098e-48
chr16	41888181	41888581	chr16	41887054	41890365	3312	*	7.70125562606722	8.37320679236543	6.40355406830336	1.8929426668228	1.64540646331509e-50	6.94965962546309e-48
chr1	173369220	173369620	chr1	173363148	173372573	9426	*	10.2373928361806	10.6811081399468	9.59330573311519	1.07407412814795	4.98656259580264e-50	2.06403798965463e-47
chr2	136686241	136686641	chr2	136685358	136687023	1666	*	8.06978303631743	8.63864630601875	7.11703008314662	1.47466181293129	1.2506674383776098e-49	5.12550758508178e-47
chr16	41733448	41733848	chr16	41732856	41734719	1864	*	7.17936941672458	7.97205515344212	5.27807826950726	2.51961656461775	1.28128346413659e-49	5.1994985438766505e-47
chr13	20461376	20461776	chr13	20458707	20462391	3685	*	9.33206828409705	9.96354287513976	8.18279544916963	1.72692169768062	1.32949742934232e-49	5.34277258207159e-47
chr1	193304435	193304835	chr1	193304224	193305308	1085	*	7.19417548227199	7.9047558370196	5.73435242499726	2.08313491659879	1.37860937980385e-49	5.48686533161934e-47
chr2	136699727	136700127	chr2	136699172	136701637	2466	*	8.65135668096913	9.26341914830954	7.56686167442346	1.64662556862361	1.90291537237421e-49	7.501473627934581e-47
chr15	53823335	53823735	chr15	53819789	53825150	5362	*	9.51097541680031	10.1459526211294	8.34960223293731	1.74518256125356	2.13000650784745e-49	8.31747446913413e-47
chr1	51242920	51243320	chr1	51240340	51245730	5391	*	9.84453371865009	10.3431912147158	9.07621636733635	1.24571650698365	4.1085346625623695e-49	1.5893501565680502e-46
chr13	83988108	83988508	chr13	83982775	83991952	9178	*	9.94526351875514	10.6096459601897	8.67683014737509	1.87056857228296	4.8166679991419394e-49	1.84603260944892e-46
chr16	49970251	49970651	chr16	49969962	49972150	2189	*	8.06366372402854	8.6210626612105	7.14332889913533	1.43818590734186	5.30814460061077e-49	2.0157313881512e-46
chr16	37590869	37591269	chr16	37589281	37592135	2855	*	8.85829145577631	9.39844384891432	7.98493105374435	1.38279920120354	6.828809642275489e-49	2.56961898830061e-46
chr5	4488932	4489332	chr5	4487289	4491999	4711	*	9.11281240023995	9.69812626173547	8.1117578041925391	1.55253443152953	7.88825478441899e-49	2.94153731564568e-46
chr1	83427575	83427975	chr1	83426252	83428795	2544	*	7.32193441277374	8.0275007740595	5.88446850333872	2.05738741271332	9.056775383942239e-49	3.34712541689408e-46
chr16	43080758	43081158	chr16	43079453	43082765	3313	*	8.76521124085906	9.37405805305179	7.69109003487848	1.6377113489234	9.55856511796977e-49	3.50131086161951e-46
chr16	42359484	42359884	chr16	42357218	42363305	6088	*	9.98322848654509	10.5437961108169	9.0540316616509	1.45954482149332	1.9479100206031298e-48	7.072622067789911e-46
chr4	82589528	82589928	chr4	82585045	82590545	5501	*	9.28188067983733	9.88550635447714	8.22439730521307	1.61251338915299	2.15848823630006e-48	7.76905609364629e-46
chr4	82519717	82520117	chr4	82519026	82520684	1659	*	7.70385036209498	8.29435980414797	6.68708041563737	1.56229947488978	2.98631940821041e-48	1.06560114607453e-45
chr12	31913590	31913990	chr12	31912598	31914604	2007	*	8.17272321194667	8.81823407514938	6.97415304541882	1.78125049012491	5.79280977405233e-48	2.04936736895362e-45
chr1	24230984	24231384	chr1	24228808	24236211	7404	*	9.65432684696573	10.2532357972262	8.61165986254854	1.60236092323224	6.85237939206181e-48	2.4036753203069698e-45
chr18	57634510	57634910	chr18	57630554	57636108	5555	*	9.20148441432153	9.72143486583111	8.38059795076627	1.32100766185688	8.82515328764416e-48	3.06967012506023e-45
chr10	68282509	68282909	chr10	68279711	68283971	4261	*	8.83421292750558	9.39581734565509	7.90210034738305	1.45873626339546	9.53323951158773e-48	3.288332082196999e-45
chr14	49744232	49744632	chr14	49743903	49746952	3050	*	8.48418425745051	9.06883083673261	7.48513160689668	1.53625384513137	1.0304989684575801e-47	3.5251581241649795e-45
chr18	12790591	12790991	chr18	12789578	12791817	2240	*	8.75724137714603	9.32585734915608	7.80519821111666	1.48751060277405	1.28186478445636e-47	4.3490940293621195e-45
chr10	116756228	116756628	chr10	116753837	116757269	3433	*	8.29307698629654	8.81069400588624	7.4780842319245	1.30826016641724	1.4289910885662201e-47	4.7963976878474897e-45
chr14	103471998	103472398	chr14	103467851	103473318	5468	*	9.46482058081556	9.94060259393254	8.7501119265918	1.17251750204724	1.4368798639666802e-47	4.7963976878474897e-45
chr12	39343687	39344087	chr12	39343208	39345208	2001	*	7.9218630057986	8.68733711524528	6.18524097269306	2.3699578397773	1.67528809658393e-47	5.5474819915041797e-45
chr14	58786910	58787310	chr14	58786655	58790123	3469	*	9.18797248310961	9.73971318305009	8.28328048950811	1.42837179139351	1.7380082809124e-47	5.70949513996238e-45
chr2	46394129	46394529	chr2	46393151	46395045	1895	*	7.70275553211036	8.40682820743962	6.27186863762881	2.04744419954007	1.96997396339144e-47	6.39261005365615e-45
chr1	176929765	176930165	chr1	176927844	176935535	7692	*	8.97513106095432	9.46061780582869	8.2380256491336	1.19833647139713	1.98471786623442e-47	6.39261005365615e-45
chr12	39339420	39339820	chr12	39335020	39340141	5122	*	9.17436760410168	9.8554962927795	7.84014719315516	1.94332642033415	1.9922852167608301e-47	6.39261005365615e-45
chr3	137370303	137370703	chr3	137369871	137371393	1523	*	7.78838543300204	8.43409502482382	6.58910155701846	1.79143329394844	2.0944938617344202e-47	6.668868455762389e-45
chr16	37617484	37617884	chr16	37615478	37619466	3989	*	8.56210292885315	9.10378385495618	7.68466282371461	1.39278261803843	2.3607499774521e-47	7.459249089060859e-45
chr3	55446925	55447325	chr3	55446209	55447786	1578	*	7.25503657050582	7.91394150778817	6.0073270795033	1.83867774420681	3.0188727171332603e-47	9.46645299299848e-45
chr15	40386607	40387007	chr15	40386191	40387863	1673	*	8.01752449535002	8.66393617897759	6.8157155229297	1.79436023506116	4.43842006100339e-47	1.3813164147748298e-44
chr12	55397112	55397512	chr12	55396507	55397826	1320	*	6.91618730571667	7.60388793837247	5.55508850454158	1.97220410079244	4.54150457485874e-47	1.4028504280787499e-44
chr16	42911686	42912086	chr16	42907582	42915668	8087	*	9.4943665223682	10.0710117354653	8.51903449791298	1.51559000694646	5.00664283506612e-47	1.5350737794744998e-44
chr10	116362373	116362773	chr10	116361530	116364416	2887	*	8.64167324063698	9.19151717785598	7.7421737372998	1.41177135168817	5.41311794007705e-47	1.64749836599757e-44
chr12	98736897	98737297	chr12	98733065	98738980	5916	*	8.73875093682239	9.29751074593984	7.81461915503012	1.44875809828774	6.53860378263894e-47	1.97551742898533e-44
chr14	58939109	58939509	chr14	58935551	58939890	4340	*	9.35479843999284	9.82630997606552	8.6497892210909	1.15454530499	7.67068629746215e-47	2.3007612117721196e-44
chr4	98632623	98633023	chr4	98631650	98633509	1860	*	7.43429529426672	8.12395219560634	6.06507389306909	1.98865877639923	8.55119859083273e-47	2.54641159763848e-44
chr18	13373997	13374397	chr18	13371112	13377702	6591	*	10.0035169071194	10.4524684801739	9.34823658092832	1.09123899109607	8.66812051482084e-47	2.5550133659639097e-44
chr16	24158103	24158503	chr16	24157672	24159040	1369	*	7.55642041806551	8.18871191820029	6.40433711911121	1.730328726292	8.703538959241201e-47	2.5550133659639097e-44
chr5	13668354	13668754	chr5	13667350	13671162	3813	*	8.55807897687125	9.2511201161301	7.17467065677235	1.98926433548972	8.91457765798385e-47	2.5985366085863897e-44
chr2	136670549	136670949	chr2	136668543	136671779	3237	*	8.44194379409488	9.07080715664333	7.30160739896192	1.71243476825379	1.13366581689424e-46	3.28144723726477e-44
chr18	39373146	39373546	chr18	39370925	39375693	4769	*	8.97124136687095	9.46582138962503	8.21268973553412	1.22857943915691	1.2228787037090101e-46	3.5150968961057797e-44
chr12	116089207	116089607	chr12	116083152	116091333	8182	*	9.56193235238105	10.0787236592902	8.74901712873389	1.31018768873148	1.3141603199540801e-46	3.7514292388647797e-44
chr18	39050813	39051213	chr18	39047224	39052056	4833	*	8.59582072649236	9.17443784910573	7.61469110732161	1.51389586848734	1.32393958816968e-46	3.75345941325475e-44
chr8	44687480	44687880	chr8	44686799	44688485	1687	*	7.49440579951763	8.17212394726447	6.173891867297	1.92394095078473	1.39664227468261e-46	3.9326406145348794e-44
chr3	136169011	136169411	chr3	136168481	136170175	1695	*	7.20256891937077	7.85582463656652	5.97584516008894	1.81009590231767	1.5565176166423402e-46	4.35320116135538e-44
chr8	57584778	57585178	chr8	57583544	57586852	3309	*	8.40646518880436	8.98569403128121	7.42353069580989	1.51643597672823	1.5823986983059601e-46	4.3958823436429695e-44
chr10	114914061	114914461	chr10	114912939	114916588	3650	*	8.5188127490592	9.23226509167662	7.04599019232195	2.09018702212807	2.25541914992962e-46	6.22375396359245e-44
chr18	39299833	39300233	chr18	39297823	39301973	4151	*	9.21173212698584	9.71847437183601	8.42377055511512	1.26984742887609	2.84199028550316e-46	7.79044118526799e-44
chr2	109280826	109281226	chr2	109279854	109282557	2704	*	8.20684235024666	8.83654294523126	7.06364846795971	1.70753750518114	3.0138935994936503e-46	8.207308149357969e-44
chr6	28977278	28977678	chr6	28977004	28977843	840	*	7.09969138479279	7.78395408280145	5.75273099333334	1.97126168622136	3.553038385414e-46	9.612246068565759e-44
chr14	93826222	93826622	chr14	93825380	93827636	2257	*	8.45288795120204	9.14210274287995	7.08550719703927	1.97713156371021	4.9867145845480404e-46	1.3403252602832e-43
chr4	97752023	97752423	chr4	97749557	97759937	10381	*	10.2109967796407	10.5913483576965	9.69300030970433	0.88856099006049	7.0063918524476605e-46	1.8710230423000897e-43
chr1	179010411	179010811	chr1	179008910	179011399	2490	*	8.06369192702443	8.65640307240605	7.04019311363942	1.57357791368778	7.837867153642061e-46	2.0796474180996893e-43
chr10	69699286	69699686	chr10	69698538	69702013	3476	*	8.06298956566037	8.59691176006498	7.20609536726549	1.37070611344366	1.0363460538309998e-45	2.7322570611575095e-43
chr2	79406079	79406479	chr2	79403993	79407405	3413	*	8.27484192968426	8.92776130620614	7.04935546391481	1.81053804469283	1.2561599281067e-45	3.290820996467879e-43
chr16	42342094	42342494	chr16	42340864	42343396	2533	*	8.0712752440376	8.68990819051679	6.96527551595573	1.67823168108831	2.3160103565229098e-45	6.029201300452588e-43
chr2	139361021	139361421	chr2	139360356	139361845	1490	*	7.24919584230182	7.92828869094101	5.92317673308226	1.93303872485262	2.88750923449025e-45	7.469986389626258e-43
chr6	108454737	108455137	chr6	108453739	108455488	1750	*	7.68323550493445	8.30442127556779	6.56876651639571	1.6922501447126	3.04826025631639e-45	7.836868852760748e-43
chr18	46408509	46408909	chr18	46406525	46410310	3786	*	9.07295310629943	9.58336148736678	8.27595786487488	1.28230023659227	3.69373338464084e-45	9.437716805990957e-43
chr4	82514548	82514948	chr4	82513251	82517742	4492	*	8.64634595053736	9.24398046337443	7.60764807266914	1.58590150121667	4.58484211890191e-45	1.16426861954348e-42
chr1	187836428	187836828	chr1	187835451	187839855	4405	*	8.43987953541274	9.04876516230706	7.36563369308606	1.63358614910294	5.3944726951568595e-45	1.3615122792556899e-42
chr4	98628344	98628744	chr4	98627531	98629194	1664	*	7.4090290048038	8.04908079021831	6.22988977080893	1.75153352703724	5.66627575065044e-45	1.4214453689146898e-42
chr18	63317231	63317631	chr18	63316305	63318858	2554	*	8.22000560214868	8.7555627985413	7.3588151656647	1.36789615989639	5.866738421565939e-45	1.4628676912377e-42
chr3	100102795	100103195	chr3	100100939	100103563	2625	*	8.71398309455528	9.27621277466921	7.78010823420118	1.4549661406771	8.24066393698356e-45	2.0346691046294098e-42
chr10	50139540	50139940	chr10	50139407	50140413	1007	*	7.08884843218642	7.86354531802303	5.29883541363916	2.42239342173267	8.25822404275564e-45	2.0346691046294098e-42
