stripe_id	chr	anchor_x1	anchor_x2	span_y1	span_y2	direction_type	source	pval_ctrl	pval_mut	n_ctrl_reps	n_mut_reps	in_10kb	confidence	anchor_center
stripe_0042	chr12	83045000	83345000	83470000	83515000	3prime	shared	2.10105085825097e-25	1.84921330252882e-28	0	0	FALSE	medium	83195000
stripe_0043	chr12	84755000	84800000	84895000	85150000	3prime	control_only	5.43311973989598e-19	NA	0	0	TRUE	medium	84777500
stripe_0044	chr12	109690000	109750000	109750000	110855000	3prime	mutant_only	NA	0.902553616423842	0	0	FALSE	medium	109720000
stripe_0045	chr12	116225000	116480000	116600000	116645000	3prime	control_only	1.60945108580463e-07	NA	0	0	TRUE	medium	116352500
stripe_0046	chr13	41250000	41545000	41545000	41600000	3prime	control_only	1.17588506580565e-05	NA	1	0	FALSE	medium	41397500
stripe_0047	chr13	43150000	43205000	43300000	43585000	3prime	shared	1.57497536589045e-22	8.28868419280845e-40	0	0	TRUE	medium	43177500
stripe_0048	chr13	48630000	48675000	48795000	49075000	3prime	control_only	2.50014761662409e-08	NA	0	0	TRUE	medium	48652500
stripe_0049	chr13	68600000	69460000	69460000	69515000	3prime	mutant_only	NA	0.176100818421732	0	0	FALSE	medium	69030000
stripe_0050	chr13	79105000	79160000	79160000	80295000	3prime	mutant_only	NA	0.0593321638288921	0	0	FALSE	medium	79132500
stripe_0051	chr13	117070000	117365000	117365000	117425000	3prime	control_only	0.192410499343357	NA	0	0	FALSE	medium	117217500
stripe_0052	chr14	50780000	50825000	50890000	51135000	3prime	mutant_only	NA	1.46557976395336e-10	0	0	FALSE	medium	50802500
stripe_0053	chr14	51870000	51915000	51960000	52375000	3prime	shared	4.60797870932146e-28	8.91231352476867e-18	0	0	TRUE	medium	51892500
stripe_0054	chr14	54215000	54250000	54385000	54710000	3prime	mutant_only	NA	1.77484352270389e-42	0	0	TRUE	medium	54232500
stripe_0055	chr14	89320000	89375000	89375000	90250000	3prime	mutant_only	NA	0.173791808092583	0	0	FALSE	medium	89347500
stripe_0056	chr14	92150000	92190000	92190000	93275000	3prime	control_only	0.947196543023456	NA	0	0	FALSE	medium	92170000
stripe_0057	chr14	121495000	121850000	121850000	121915000	3prime	control_only	0.226812666670368	NA	0	0	FALSE	medium	121672500
stripe_0058	chr14	122395000	123290000	123290000	123355000	3prime	mutant_only	NA	0.460930851741595	0	0	FALSE	medium	122842500
stripe_0059	chr15	8225000	8495000	8565000	8620000	3prime	control_only	1.83629865824809e-32	NA	0	0	TRUE	medium	8360000
stripe_0060	chr15	11945000	12000000	12080000	12415000	3prime	control_only	9.88783809793456e-14	NA	0	0	TRUE	medium	11972500
stripe_0061	chr15	27295000	27350000	27420000	27905000	3prime	control_only	9.88727554669633e-41	NA	0	0	TRUE	medium	27322500
stripe_0062	chr15	35735000	35785000	35785000	36665000	3prime	mutant_only	NA	0.850938410686046	0	0	FALSE	medium	35760000
stripe_0063	chr15	39340000	39750000	39790000	39845000	3prime	shared	1.0413538503334e-16	6.37711456638142e-11	0	0	TRUE	medium	39545000
stripe_0064	chr15	58960000	58995000	59040000	59355000	3prime	control_only	1.00889423436604e-11	NA	0	0	TRUE	medium	58977500
stripe_0065	chr15	75695000	75740000	75810000	76070000	3prime	mutant_only	NA	9.53701306402629e-23	0	0	TRUE	medium	75717500
stripe_0066	chr15	82790000	82835000	82990000	83255000	3prime	control_only	1.84319757375318e-30	NA	0	0	TRUE	medium	82812500
stripe_0067	chr16	8230000	9240000	9240000	9300000	3prime	mutant_only	NA	0.213543342564886	0	0	FALSE	medium	8735000
stripe_0068	chr16	23680000	23745000	23745000	25735000	3prime	control_only	0.503968597157722	NA	0	0	FALSE	medium	23712500
stripe_0069	chr16	25710000	25755000	25755000	26300000	3prime	control_only	0.101491332931101	NA	0	0	FALSE	medium	25732500
stripe_0070	chr16	35300000	35365000	35445000	35850000	3prime	control_only	0.526220853143952	NA	0	0	FALSE	medium	35332500
stripe_0071	chr16	41500000	41555000	41660000	42190000	3prime	shared	9.05256345872217e-48	1.3101591761161e-23	0	0	TRUE	medium	41527500
stripe_0072	chr16	41815000	41870000	41870000	42380000	3prime	mutant_only	NA	0.771557749265844	0	0	FALSE	medium	41842500
stripe_0073	chr16	55910000	56390000	56390000	56450000	3prime	control_only	0.951924030904339	NA	0	0	FALSE	medium	56150000
stripe_0074	chr16	58290000	58345000	58345000	59285000	3prime	shared	0.0962519623396483	0.275466076696003	0	0	FALSE	medium	58317500
stripe_0075	chr16	82425000	82460000	82460000	83245000	3prime	mutant_only	NA	0.933541531299949	0	0	FALSE	medium	82442500
stripe_0076	chr16	95975000	96290000	96320000	96365000	3prime	shared	2.55541537874508e-47	2.87136277999382e-43	2	1	TRUE	high	96132500
stripe_0077	chr17	12015000	12060000	12150000	12435000	3prime	shared	1.55481952159519e-17	4.80135762906445e-14	0	0	FALSE	medium	12037500
stripe_0078	chr17	18245000	18300000	18300000	19510000	3prime	control_only	0.546975580179033	NA	0	0	FALSE	medium	18272500
stripe_0079	chr17	20710000	20760000	20760000	22945000	3prime	control_only	0.270274246217204	NA	0	0	FALSE	medium	20735000
stripe_0080	chr17	21255000	21290000	21365000	21605000	3prime	mutant_only	NA	1.87518502588114e-09	0	0	TRUE	medium	21272500
stripe_0081	chr17	67625000	68945000	68945000	69000000	3prime	control_only	0.583464384299115	NA	0	0	TRUE	medium	68285000
stripe_0082	chr17	75885000	75945000	75945000	77060000	3prime	mutant_only	NA	0.884191890350331	0	0	FALSE	medium	75915000
stripe_0083	chr18	17230000	17290000	17290000	19925000	3prime	mutant_only	NA	0.433884286610717	0	0	FALSE	medium	17260000
stripe_0084	chr18	37400000	37750000	37865000	37910000	3prime	shared	2.19256628355821e-17	3.04583073113588e-29	0	0	TRUE	medium	37575000
stripe_0085	chr18	56350000	56395000	56495000	56780000	3prime	control_only	3.14001565202829e-10	NA	0	0	TRUE	medium	56372500
stripe_0086	chr18	59250000	60280000	60280000	60335000	3prime	mutant_only	NA	0.7935576668942	0	0	FALSE	medium	59765000
stripe_0087	chr18	68040000	68365000	68455000	68500000	3prime	mutant_only	NA	7.52452800870508e-13	0	0	TRUE	medium	68202500
stripe_0088	chr18	68210000	68265000	68265000	69580000	3prime	mutant_only	NA	0.47392368210734	0	0	TRUE	medium	68237500
stripe_0089	chr18	85925000	86180000	86180000	86240000	3prime	mutant_only	NA	0.0696688483030539	0	0	FALSE	medium	86052500
stripe_0090	chr19	3485000	3730000	3730000	3785000	3prime	mutant_only	NA	0.946792503135986	0	0	FALSE	medium	3607500
stripe_0091	chr19	5645000	5700000	5700000	5930000	3prime	control_only	0.14527263158485	NA	0	0	FALSE	medium	5672500
stripe_0092	chr19	6350000	6410000	6410000	6695000	3prime	control_only	0.00925441264902008	NA	0	0	FALSE	medium	6380000
stripe_0093	chr19	8705000	8970000	9090000	9145000	3prime	mutant_only	NA	2.94113241236535e-06	0	0	TRUE	medium	8837500
stripe_0094	chr19	34315000	34360000	34450000	34700000	3prime	control_only	3.52149988696679e-09	NA	0	0	TRUE	medium	34337500
stripe_0095	chr19	40510000	40565000	40565000	40950000	3prime	mutant_only	NA	0.000562953945522208	0	0	FALSE	medium	40537500
stripe_0096	chr19	41240000	41440000	41440000	41500000	3prime	mutant_only	NA	0.00607086031588028	0	0	TRUE	medium	41340000
stripe_0097	chr19	56400000	56445000	56505000	56885000	3prime	shared	3.95409412902884e-12	1.41016642299121e-09	0	0	TRUE	medium	56422500
stripe_0098	chr2	4410000	4705000	4845000	4890000	3prime	shared	5.30060701148291e-13	4.89530952066389e-19	0	0	TRUE	medium	4557500
stripe_0099	chr2	6465000	6530000	6530000	7510000	3prime	control_only	0.281835452060045	NA	0	0	FALSE	medium	6497500
stripe_0100	chr2	26890000	27145000	27215000	27260000	3prime	control_only	7.70480229093317e-34	NA	0	0	TRUE	medium	27017500
stripe_0101	chr2	30400000	30465000	30465000	30985000	3prime	shared	0.604869413945869	0.571300565219334	0	0	FALSE	medium	30432500
stripe_0102	chr2	59095000	59160000	59160000	59365000	3prime	shared	2.22055336732453e-14	1.62263466513341e-06	1	0	FALSE	medium	59127500
stripe_0103	chr2	63060000	64690000	64690000	64745000	3prime	mutant_only	NA	0.147161091135365	0	0	FALSE	medium	63875000
stripe_0104	chr2	84455000	84460000	84625000	84845000	3prime	control_only	7.9649649438603e-21	NA	0	0	FALSE	low	84457500
stripe_0105	chr2	94015000	94070000	94145000	94425000	3prime	mutant_only	NA	9.67688371552739e-28	0	0	TRUE	medium	94042500
stripe_0106	chr2	101885000	101930000	102015000	102470000	3prime	mutant_only	NA	2.01490831473596e-24	0	0	TRUE	medium	101907500
stripe_0107	chr2	104425000	104480000	104585000	104850000	3prime	control_only	8.48736138063805e-10	NA	0	0	FALSE	low	104452500
stripe_0108	chr2	109885000	109930000	109970000	110245000	3prime	shared	2.39226888904845e-20	2.07888681180651e-14	0	0	TRUE	medium	109907500
stripe_0109	chr2	124055000	125170000	125170000	125235000	3prime	mutant_only	NA	0.117195223974933	0	1	FALSE	medium	124612500
stripe_0110	chr2	131800000	131845000	131885000	132135000	3prime	control_only	8.03878894905232e-13	NA	0	0	TRUE	medium	131822500
stripe_0111	chr2	132470000	132750000	132760000	132825000	3prime	mutant_only	NA	0.000169671458213849	0	0	FALSE	medium	132610000
stripe_0112	chr2	137210000	137265000	137265000	139755000	3prime	mutant_only	NA	0.891783295613556	0	0	FALSE	medium	137237500
stripe_0113	chr2	151125000	151620000	151620000	151675000	3prime	control_only	0.286591749849676	NA	0	0	FALSE	medium	151372500
stripe_0114	chr2	157235000	157515000	157550000	157595000	3prime	mutant_only	NA	1.40558701232641e-15	0	0	TRUE	medium	157375000
stripe_0115	chr2	162630000	163455000	163455000	163520000	3prime	mutant_only	NA	0.012601518883017	0	1	FALSE	medium	163042500
stripe_0116	chr2	167665000	167710000	167845000	168100000	3prime	control_only	2.62613461583632e-12	NA	0	0	TRUE	medium	167687500
stripe_0117	chr2	170455000	170740000	170850000	170895000	3prime	shared	1.90181842575154e-17	5.45011586349541e-20	0	0	TRUE	medium	170597500
stripe_0118	chr3	47175000	47400000	47400000	47455000	3prime	mutant_only	NA	0.942660995318714	0	0	FALSE	medium	47287500
stripe_0119	chr3	53010000	53065000	53210000	53520000	3prime	shared	6.52310937854878e-31	3.4925496643262e-46	0	0	TRUE	medium	53037500
stripe_0120	chr3	96910000	96955000	97075000	97385000	3prime	control_only	4.97621842873168e-18	NA	0	0	TRUE	medium	96932500
stripe_0121	chr3	109675000	109735000	109735000	110140000	3prime	control_only	0.0293410476640762	NA	0	0	FALSE	medium	109705000
stripe_0122	chr3	136665000	136980000	137085000	137130000	3prime	shared	2.83044489665696e-09	8.02324379416789e-11	0	0	TRUE	medium	136822500
stripe_0123	chr4	8665000	8945000	8995000	9050000	3prime	shared	9.54278250815741e-37	3.28373973203708e-42	0	0	TRUE	medium	8805000
stripe_0124	chr4	51040000	51100000	51100000	52925000	3prime	mutant_only	NA	0.0424174692173509	0	0	FALSE	medium	51070000
stripe_0125	chr4	78430000	79230000	79230000	79290000	3prime	mutant_only	NA	0.559258332582596	0	0	FALSE	medium	78830000
stripe_0126	chr4	88020000	88285000	88285000	88345000	3prime	shared	0.815762621480549	0.359161720692529	0	0	FALSE	medium	88152500
stripe_0127	chr4	102690000	102755000	102755000	103000000	3prime	control_only	0.000508788655471254	NA	0	0	TRUE	medium	102722500
stripe_0128	chr4	111925000	112805000	112805000	112860000	3prime	mutant_only	NA	0.423309610782483	0	0	FALSE	medium	112365000
stripe_0129	chr4	113095000	113965000	113965000	114025000	3prime	control_only	0.0390841351547344	NA	0	0	FALSE	medium	113530000
stripe_0130	chr4	120565000	120610000	120645000	120990000	3prime	mutant_only	NA	1.1103292851098e-21	0	0	TRUE	medium	120587500
stripe_0131	chr4	123465000	123790000	123880000	123925000	3prime	shared	2.4098454804636e-32	2.92255707662973e-26	1	1	TRUE	medium	123627500
stripe_0132	chr4	136195000	136505000	136595000	136640000	3prime	shared	5.14412875684035e-21	1.60701451527048e-22	0	0	TRUE	medium	136350000
stripe_0133	chr4	143760000	143820000	143820000	147325000	3prime	control_only	0.375249627733456	NA	0	0	FALSE	medium	143790000
stripe_0134	chr5	6355000	6415000	6415000	7550000	3prime	control_only	0.599509955505211	NA	0	0	FALSE	medium	6385000
stripe_0135	chr5	52870000	53105000	53105000	53165000	3prime	mutant_only	NA	0.700623744719673	0	0	TRUE	medium	52987500
stripe_0136	chr5	54210000	54270000	54270000	54515000	3prime	control_only	0.937327671813225	NA	0	0	FALSE	medium	54240000
stripe_0137	chr5	63880000	63925000	64035000	64315000	3prime	shared	3.52912713987216e-08	1.14917605759572e-11	0	0	TRUE	medium	63902500
stripe_0138	chr5	79180000	80300000	80300000	80355000	3prime	control_only	0.204274006772786	NA	0	0	FALSE	medium	79740000
stripe_0139	chr5	85235000	85455000	85455000	85510000	3prime	control_only	0.838881013228584	NA	0	0	FALSE	medium	85345000
stripe_0140	chr5	96740000	98440000	98440000	98480000	3prime	control_only	0.202380453111099	NA	0	0	FALSE	medium	97590000
stripe_0141	chr5	110330000	110385000	110420000	110685000	3prime	shared	3.42291244009621e-11	5.06087090231116e-16	0	0	TRUE	medium	110357500
stripe_0142	chr5	113345000	113390000	113470000	113825000	3prime	shared	2.09733454045482e-18	3.0018479205899e-09	0	0	TRUE	medium	113367500
stripe_0143	chr5	122375000	122650000	122705000	122740000	3prime	mutant_only	NA	3.24996407233576e-09	1	0	FALSE	low	122512500
stripe_0144	chr5	123540000	123775000	123895000	123930000	3prime	mutant_only	NA	2.96446616291036e-29	0	0	TRUE	medium	123657500
stripe_0145	chr5	124860000	125110000	125250000	125295000	3prime	shared	1.06063056632075e-18	6.78862939874229e-29	0	0	TRUE	medium	124985000
stripe_0146	chr5	131025000	131080000	131080000	132195000	3prime	control_only	0.721930645899533	NA	0	0	FALSE	medium	131052500
stripe_0147	chr5	138795000	139075000	139150000	139205000	3prime	control_only	3.20535340940845e-19	NA	2	1	TRUE	high	138935000
stripe_0148	chr5	138825000	138870000	138960000	139255000	3prime	shared	3.51843296485471e-29	1.02829018909331e-11	2	1	TRUE	high	138847500
stripe_0149	chr5	138825000	138870000	138965000	139255000	3prime	mutant_only	NA	3.37492365346616e-30	2	1	TRUE	medium	138847500
stripe_0150	chr6	5615000	5670000	5735000	6000000	3prime	control_only	3.8204878705305e-28	NA	0	0	TRUE	medium	5642500
stripe_0151	chr6	19135000	20735000	20735000	20795000	3prime	mutant_only	NA	0.511887736535467	0	0	FALSE	medium	19935000
stripe_0152	chr6	24680000	24740000	24740000	25770000	3prime	control_only	0.746391571503288	NA	0	0	FALSE	medium	24710000
stripe_0153	chr6	49035000	49080000	49145000	49390000	3prime	shared	8.17872919431419e-18	2.50994373027535e-13	0	0	TRUE	medium	49057500
stripe_0154	chr6	50570000	50860000	50915000	50960000	3prime	shared	6.92151237196472e-16	3.25261095909931e-06	0	0	TRUE	medium	50715000
stripe_0155	chr6	85945000	86195000	86340000	86385000	3prime	control_only	6.19350485299027e-20	NA	0	0	TRUE	medium	86070000
stripe_0156	chr6	91090000	91350000	91390000	91435000	3prime	control_only	7.88485716860768e-14	NA	0	0	TRUE	medium	91220000
stripe_0157	chr6	99155000	99220000	99220000	99715000	3prime	control_only	0.95748138126862	NA	0	0	FALSE	medium	99187500
stripe_0158	chr6	112725000	112930000	112930000	112990000	3prime	control_only	0.00274688981660583	NA	1	0	FALSE	medium	112827500
stripe_0159	chr6	115830000	116085000	116105000	116160000	3prime	control_only	1.85547607092799e-11	NA	0	0	FALSE	medium	115957500
stripe_0160	chr7	10030000	10635000	10635000	10690000	3prime	mutant_only	NA	0.924360337945679	0	0	FALSE	medium	10332500
stripe_0161	chr7	39900000	39950000	39950000	41125000	3prime	mutant_only	NA	0.142012283917782	0	0	FALSE	medium	39925000
stripe_0162	chr7	49110000	49155000	49240000	49490000	3prime	control_only	6.84407072470648e-11	NA	0	0	TRUE	medium	49132500
stripe_0163	chr7	49725000	49780000	49780000	52020000	3prime	mutant_only	NA	0.405337974700455	0	0	FALSE	medium	49752500
stripe_0164	chr7	51595000	51640000	51760000	52025000	3prime	mutant_only	NA	5.47201131704215e-12	0	0	TRUE	medium	51617500
stripe_0165	chr7	57905000	57960000	57960000	58550000	3prime	mutant_only	NA	0.990692198592518	0	0	FALSE	medium	57932500
stripe_0166	chr7	63730000	63775000	63845000	64160000	3prime	shared	7.85784405112523e-11	7.70947138226116e-23	0	0	TRUE	medium	63752500
stripe_0167	chr7	76500000	76560000	76560000	78665000	3prime	mutant_only	NA	0.107321654430256	0	0	FALSE	medium	76530000
stripe_0168	chr7	83880000	84160000	84250000	84295000	3prime	shared	2.76552321574075e-18	5.43110514167392e-19	0	0	TRUE	medium	84020000
stripe_0169	chr7	97725000	97770000	97905000	98150000	3prime	shared	2.67303645554214e-07	1.33051076730312e-08	0	0	TRUE	medium	97747500
stripe_0170	chr7	98710000	98955000	99055000	99100000	3prime	control_only	3.43212294782384e-10	NA	0	0	TRUE	medium	98832500
stripe_0171	chr7	110260000	110535000	110615000	110660000	3prime	shared	3.18483643537253e-21	9.55552206661782e-13	0	0	TRUE	medium	110397500
stripe_0172	chr7	128235000	128530000	128670000	128725000	3prime	shared	2.92024515300265e-31	3.45464991627666e-24	1	0	TRUE	medium	128382500
stripe_0173	chr7	142300000	142345000	142460000	142710000	3prime	shared	2.50703078238895e-32	1.14976921585975e-24	0	0	TRUE	medium	142322500
stripe_0174	chr8	27700000	27755000	27755000	29540000	3prime	mutant_only	NA	0.282953796612115	0	0	FALSE	medium	27727500
stripe_0175	chr8	40130000	40360000	40360000	40415000	3prime	mutant_only	NA	0.338394825054197	0	0	TRUE	medium	40245000
stripe_0176	chr8	57510000	57570000	57570000	57870000	3prime	control_only	0.486150103070393	NA	0	0	TRUE	medium	57540000
stripe_0177	chr8	61015000	61460000	61460000	61515000	3prime	control_only	0.821063543449409	NA	0	0	FALSE	medium	61237500
stripe_0178	chr8	64555000	64830000	64920000	64965000	3prime	mutant_only	NA	5.04414846743392e-24	0	0	TRUE	medium	64692500
stripe_0179	chr8	65095000	66150000	66150000	66210000	3prime	control_only	0.440464589171562	NA	0	0	FALSE	medium	65622500
stripe_0180	chr8	71125000	71185000	71195000	71910000	3prime	mutant_only	NA	0.000933476448901821	0	0	FALSE	medium	71155000
stripe_0181	chr8	82840000	82885000	83030000	83370000	3prime	control_only	9.78984742534898e-09	NA	0	0	TRUE	medium	82862500
stripe_0182	chr8	95080000	95135000	95135000	95795000	3prime	control_only	0.205823374360212	NA	0	0	FALSE	medium	95107500
stripe_0183	chr8	97810000	97870000	97870000	98310000	3prime	mutant_only	NA	0.820416821267141	0	0	FALSE	medium	97840000
stripe_0184	chr8	115405000	115460000	115460000	116455000	3prime	control_only	0.97801744220571	NA	1	0	FALSE	medium	115432500
stripe_0185	chr8	123935000	124235000	124330000	124375000	3prime	control_only	2.62862512896709e-32	NA	0	0	TRUE	medium	124085000
stripe_0186	chr9	4300000	4325000	4465000	4745000	3prime	mutant_only	NA	3.58386981797556e-20	0	0	FALSE	low	4312500
stripe_0187	chr9	9105000	9165000	9165000	11140000	3prime	mutant_only	NA	0.0625261183578641	0	0	FALSE	medium	9135000
stripe_0188	chr9	13285000	13340000	13410000	13695000	3prime	shared	1.87886707317567e-65	1.60998002191316e-68	0	1	FALSE	medium	13312500
stripe_0189	chr9	19115000	19670000	19670000	19725000	3prime	mutant_only	NA	0.561342717171892	0	0	FALSE	medium	19392500
stripe_0190	chr9	36185000	39100000	39100000	39160000	3prime	control_only	0.0835575603115171	NA	0	0	TRUE	medium	37642500
stripe_0191	chr9	50965000	51230000	51270000	51315000	3prime	shared	5.74141387841375e-20	3.86547341751093e-23	0	0	TRUE	medium	51097500
stripe_0192	chr9	51920000	52165000	52265000	52310000	3prime	control_only	6.43457176995385e-05	NA	0	0	TRUE	medium	52042500
stripe_0193	chr9	57470000	57705000	57735000	57770000	3prime	control_only	1.79836532193852e-17	NA	0	0	TRUE	medium	57587500
stripe_0194	chr9	75025000	75070000	75125000	75370000	3prime	control_only	4.1607704503121e-17	NA	0	0	TRUE	medium	75047500
stripe_0195	chr9	88215000	88260000	88340000	88610000	3prime	shared	1.19632639996521e-17	5.81119709585031e-31	0	0	TRUE	medium	88237500
stripe_0196	chr9	95450000	95780000	95825000	95870000	3prime	control_only	6.44131857082577e-18	NA	0	0	TRUE	medium	95615000
stripe_0197	chr9	96560000	96595000	96625000	96880000	3prime	control_only	4.44134301674731e-17	NA	0	0	FALSE	low	96577500
stripe_0198	chr9	109320000	109380000	109380000	111105000	3prime	control_only	0.535342647142628	NA	0	0	FALSE	medium	109350000
stripe_0199	chr9	116060000	117785000	117785000	117850000	3prime	control_only	0.153424786013763	NA	0	0	FALSE	medium	116922500
stripe_0200	chr9	121940000	122170000	122170000	122240000	3prime	mutant_only	NA	0.058095118982141	0	1	FALSE	medium	122055000
