chr1	x1	x2	chr2	y1	y2	logFC	FDR	PValue	direction	significant	category	resolution	resolution_kb	kept_from_resolution	is_multi_resolution
chr14	122910000	122915000	chr14	122960000	122965000	-0.0708072163610898	0.662750449838083	0.411857272577809	unchanged	False	non_significant	5000	5	5	False
chr14	63075000	63080000	chr14	63120000	63125000	-0.019217331547243	0.914877105243777	0.80671178849657	unchanged	False	non_significant	5000	5	5	False
chr14	13960000	13965000	chr14	14010000	14015000	-0.0645716674609123	0.68304308442391	0.438078961887496	unchanged	False	non_significant	5000	5	5	True
chr14	20720000	20725000	chr14	20795000	20800000	-0.127408314797248	0.370993010997993	0.141386670246316	unchanged	False	non_significant	5000	5	5	False
chr14	55495000	55500000	chr14	55595000	55600000	-0.0940262386118956	0.575351657516653	0.314232489626907	unchanged	False	non_significant	5000	5	5	False
chr14	8170000	8175000	chr14	8330000	8335000	0.0899780933641553	0.69530763676815	0.453949041022026	unchanged	False	non_significant	5000	5	5	True
chr14	60250000	60255000	chr14	60695000	60700000	0.0080923642985296	0.98163723155809	0.952472071836665	unchanged	False	non_significant	5000	5	5	True
chr14	24790000	24795000	chr14	25455000	25460000	-0.237118826435608	0.280006880093664	0.0858613022375967	unchanged	False	non_significant	5000	5	5	True
chr14	7960000	7965000	chr14	8345000	8350000	0.114784816576254	0.649763869408049	0.395090543215861	unchanged	False	non_significant	5000	5	5	True
chr14	102020000	102025000	chr14	102980000	102985000	-0.0774521426718456	0.781904901223854	0.575014481914372	unchanged	False	non_significant	5000	5	5	False
chr14	61650000	61655000	chr14	62455000	62460000	-0.0897860438536071	0.794316225700888	0.595803428553752	unchanged	False	non_significant	5000	5	5	True
chr14	27805000	27810000	chr14	29440000	29445000	-0.146065785719504	0.58513018660977	0.324759907772272	unchanged	False	non_significant	5000	5	5	True
chr14	64950000	64955000	chr14	65265000	65270000	-0.228172234687974	0.458938839122143	0.208413667015427	unchanged	False	non_significant	5000	5	5	False
chr9	103580000	103585000	chr9	103620000	103625000	-0.0203255593426006	0.903342368295305	0.784936297665117	unchanged	False	non_significant	5000	5	5	False
chr9	29460000	29465000	chr9	29520000	29525000	-0.035012365255308	0.829167022707355	0.654175984381562	unchanged	False	non_significant	5000	5	5	False
chr9	110650000	110655000	chr9	110685000	110690000	0.0561468560764303	0.565660128423276	0.304352521583661	unchanged	False	non_significant	5000	5	5	False
chr9	42185000	42190000	chr9	42225000	42230000	-0.139718518391854	0.22622561567607	0.0592441097232882	unchanged	False	non_significant	5000	5	5	True
chr9	28405000	28410000	chr9	28440000	28445000	-0.178400026403477	0.132229659657855	0.0233104227068957	unchanged	False	non_significant	5000	5	5	False
chr9	42070000	42075000	chr9	42115000	42120000	-0.0092663610778222	0.947785075495777	0.875360316793747	unchanged	False	non_significant	5000	5	5	False
chr9	47305000	47310000	chr9	47345000	47350000	-0.0258785863055714	0.865821520082039	0.715457525451802	unchanged	False	non_significant	5000	5	5	False
chr9	99395000	99400000	chr9	99430000	99435000	0.169630079296407	0.132348375838296	0.0233806545323827	unchanged	False	non_significant	5000	5	5	False
chr9	55045000	55050000	chr9	55080000	55085000	0.0472303934388358	0.66857025280254	0.419055462091949	unchanged	False	non_significant	5000	5	5	False
chr9	120830000	120835000	chr9	120865000	120870000	-0.0009461497574193	0.995692926161942	0.988656290729533	unchanged	False	non_significant	5000	5	5	False
chr9	83445000	83450000	chr9	83485000	83490000	-0.0665216060307443	0.735150323507096	0.508088545242252	unchanged	False	non_significant	5000	5	5	False
chr9	55230000	55235000	chr9	55275000	55280000	-0.0844825053633468	0.533722518636819	0.27269883348478	unchanged	False	non_significant	5000	5	5	False
chr9	55250000	55255000	chr9	55295000	55300000	-0.0997652182991083	0.312918282391169	0.103592622348717	unchanged	False	non_significant	5000	5	5	False
chr9	13595000	13600000	chr9	13650000	13655000	-0.0820910410333759	0.507764521794299	0.24950546738819	unchanged	False	non_significant	5000	5	5	False
chr9	108520000	108525000	chr9	108565000	108570000	-0.188471595927262	0.0877251582211104	0.0123279941619842	unchanged	False	trending	5000	5	5	False
chr9	64345000	64350000	chr9	64555000	64560000	0.0422346516938721	0.839778118201979	0.670272628989415	unchanged	False	non_significant	5000	5	5	False
chr9	119340000	119345000	chr9	119400000	119405000	-0.0781369828683838	0.603215327942847	0.344162558478195	unchanged	False	non_significant	5000	5	5	True
chr9	34770000	34775000	chr9	34810000	34815000	-0.0920980500310259	0.43583132512311	0.188046034183362	unchanged	False	non_significant	5000	5	5	False
chr9	21510000	21515000	chr9	21545000	21550000	0.042118347792245	0.686025088646569	0.442382600330926	unchanged	False	non_significant	5000	5	5	False
chr9	64460000	64465000	chr9	64505000	64510000	-0.0832506350842008	0.571631655163388	0.310261648003262	unchanged	False	non_significant	5000	5	5	False
chr9	118175000	118180000	chr9	118225000	118230000	-0.162603318404122	0.173527301442883	0.037403615859894	unchanged	False	non_significant	5000	5	5	True
chr9	114980000	114985000	chr9	115020000	115025000	0.0661052981074359	0.690869818800014	0.447891899085011	unchanged	False	non_significant	5000	5	5	False
chr9	56950000	56955000	chr9	57070000	57075000	-0.059964810092892	0.74115034668562	0.516739633627886	unchanged	False	non_significant	5000	5	5	True
chr9	54860000	54865000	chr9	54915000	54920000	-0.075280754194926	0.604637195721384	0.34601389978373	unchanged	False	non_significant	5000	5	5	True
chr9	52095000	52100000	chr9	52165000	52170000	-0.15643023952969	0.302860243566968	0.0982926772179105	unchanged	False	non_significant	5000	5	5	False
chr9	20520000	20525000	chr9	20605000	20610000	-0.107628549594504	0.554483278657026	0.292970571287471	unchanged	False	non_significant	5000	5	5	False
chr9	66735000	66740000	chr9	66790000	66795000	-0.309987134535429	0.0170995086700478	0.0009081320642807	down_in_mutant	True	weak_differential	5000	5	5	True
chr9	28565000	28570000	chr9	28690000	28695000	-0.271168802059217	0.0765634131998159	0.0099078557733273	unchanged	False	trending	5000	5	5	False
chr9	28440000	28445000	chr9	28615000	28620000	-0.0937995528810194	0.623898141021471	0.366109063733654	unchanged	False	non_significant	5000	5	5	True
chr9	66835000	66840000	chr9	66920000	66925000	-0.100483948531135	0.531524871113471	0.270078008417516	unchanged	False	non_significant	5000	5	5	True
chr9	20610000	20615000	chr9	20645000	20650000	-0.434109526313153	0.370993010997993	0.141356104262659	unchanged	False	non_significant	5000	5	5	False
chr9	114750000	114755000	chr9	114910000	114915000	-0.0240614729375883	0.925062842162726	0.826149937132842	unchanged	False	non_significant	5000	5	5	False
chr9	120600000	120605000	chr9	120830000	120835000	-0.0851533644296256	0.625285013447954	0.367479258264819	unchanged	False	non_significant	5000	5	5	False
chr9	23220000	23225000	chr9	23380000	23385000	0.172251738791454	0.393381254717803	0.155847776508298	unchanged	False	non_significant	5000	5	5	True
chr9	71825000	71830000	chr9	72105000	72110000	0.0569103795089278	0.779053394985756	0.570058089824412	unchanged	False	non_significant	5000	5	5	True
chr9	66510000	66515000	chr9	66830000	66835000	-0.183914197737219	0.254198505155004	0.0733531333138314	unchanged	False	non_significant	5000	5	5	True
chr9	59720000	59725000	chr9	59985000	59990000	-0.530963634931943	0.0037576297724676	8.26332582962342e-05	down_in_mutant	True	moderate_differential	5000	5	5	False
chr9	52045000	52050000	chr9	52165000	52170000	-0.0410842485700267	0.861797239766681	0.709238038950286	unchanged	False	non_significant	5000	5	5	False
chr9	124310000	124315000	chr9	124425000	124430000	-0.241690206381927	0.106774572191776	0.0166838345405541	unchanged	False	non_significant	5000	5	5	False
chr9	94375000	94380000	chr9	94580000	94585000	-0.307852253766236	0.0732854225999778	0.0092065270633605	unchanged	False	trending	5000	5	5	False
chr9	66460000	66465000	chr9	66825000	66830000	-0.318407783000079	0.0302264339991365	0.0021734389478858	down_in_mutant	True	weak_differential	5000	5	5	True
chr9	86035000	86040000	chr9	86090000	86095000	-0.191967208173687	0.19622412474254	0.0467231090429113	unchanged	False	non_significant	5000	5	5	False
chr9	123715000	123720000	chr9	124425000	124430000	-0.0316154310158011	0.935974800739877	0.850777896508956	unchanged	False	non_significant	5000	5	5	False
chr11	53430000	53435000	chr11	53465000	53470000	-0.274625147973199	0.018241328143512	0.0010035905005831	down_in_mutant	True	weak_differential	5000	5	5	False
chr11	32640000	32645000	chr11	32705000	32710000	0.0352967449285721	0.796860075503619	0.598857133125229	unchanged	False	non_significant	5000	5	5	False
chr11	114500000	114505000	chr11	114545000	114550000	0.0040982617843615	0.9817761361133	0.952893944143333	unchanged	False	non_significant	5000	5	5	False
chr11	32515000	32520000	chr11	32590000	32595000	-0.130997905620556	0.325287936102868	0.110906061843542	unchanged	False	non_significant	5000	5	5	False
chr11	103190000	103195000	chr11	103265000	103270000	-0.143175552126353	0.212555661933449	0.0532696436421141	unchanged	False	non_significant	5000	5	5	True
chr11	61020000	61025000	chr11	61075000	61080000	-0.0365439223061446	0.740801279732732	0.516360985439332	unchanged	False	non_significant	5000	5	5	True
chr11	51965000	51970000	chr11	52000000	52005000	-0.172918725382237	0.111413904901955	0.0177945019952405	unchanged	False	non_significant	5000	5	5	False
chr11	50290000	50295000	chr11	50325000	50330000	-0.122950774446	0.234940161477954	0.0631576432312552	unchanged	False	non_significant	5000	5	5	False
chr11	102185000	102190000	chr11	102245000	102250000	-0.0363369677450739	0.79297876970061	0.592922601737676	unchanged	False	non_significant	5000	5	5	False
chr11	118160000	118165000	chr11	118200000	118205000	-0.0519766413155015	0.667393895067933	0.417687181353271	unchanged	False	non_significant	5000	5	5	True
chr11	101810000	101815000	chr11	101850000	101855000	-0.0337589837930378	0.826438794949354	0.649269452768515	unchanged	False	non_significant	5000	5	5	False
chr11	101010000	101015000	chr11	101050000	101055000	-0.0366723443290803	0.744531182209249	0.521063168548009	unchanged	False	non_significant	5000	5	5	False
chr11	87070000	87075000	chr11	87105000	87110000	0.160837692537645	0.137317820389151	0.024757222428074	unchanged	False	non_significant	5000	5	5	False
chr11	60875000	60880000	chr11	60925000	60930000	-0.010574246605876	0.947856398987179	0.875752262344577	unchanged	False	non_significant	5000	5	5	False
chr11	54875000	54880000	chr11	54925000	54930000	-0.0811521581609657	0.572067730273857	0.310689214428567	unchanged	False	non_significant	5000	5	5	True
chr11	99185000	99190000	chr11	99290000	99295000	0.145683867237213	0.253815098427461	0.0730605361818676	unchanged	False	non_significant	5000	5	5	True
chr11	97880000	97885000	chr11	97985000	97990000	-0.0581860650454077	0.734270749640477	0.506908969304687	unchanged	False	non_significant	5000	5	5	True
chr11	118570000	118575000	chr11	118615000	118620000	0.0528419965817975	0.649271441978991	0.39384577155024	unchanged	False	non_significant	5000	5	5	False
chr11	108925000	108930000	chr11	109190000	109195000	-0.168978993797063	0.248861396861334	0.0703183604411323	unchanged	False	non_significant	5000	5	5	True
chr11	60775000	60780000	chr11	60830000	60835000	-0.0041953150710498	0.982216718164147	0.954718379045437	unchanged	False	non_significant	5000	5	5	False
chr11	61355000	61360000	chr11	61390000	61395000	-0.0828200018161328	0.455436760477318	0.204949074951755	unchanged	False	non_significant	5000	5	5	False
chr11	5115000	5120000	chr11	5150000	5155000	0.0916505957692756	0.36429987541553	0.137174644446588	unchanged	False	non_significant	5000	5	5	True
chr11	106520000	106525000	chr11	106625000	106630000	-0.0743009654600612	0.563619913022528	0.302229489512901	unchanged	False	non_significant	5000	5	5	True
chr11	69655000	69660000	chr11	69875000	69880000	-0.249280544190698	0.0720374301834491	0.0088909604476553	unchanged	False	trending	5000	5	5	True
chr11	61190000	61195000	chr11	61345000	61350000	-0.110111187644047	0.390717472185829	0.15400986780409	unchanged	False	non_significant	5000	5	5	True
chr11	53930000	53935000	chr11	54000000	54005000	-0.0273249417771482	0.885385392487392	0.751098862130969	unchanged	False	non_significant	5000	5	5	False
chr11	4095000	4100000	chr11	4135000	4140000	-0.135825605948944	0.306218454832546	0.0999101142532835	unchanged	False	non_significant	5000	5	5	False
chr11	79620000	79625000	chr11	79920000	79925000	-0.216932731253003	0.130100273572771	0.0227107529054015	unchanged	False	non_significant	5000	5	5	False
chr11	16965000	16970000	chr11	17050000	17055000	-0.0853078392173082	0.527787750509656	0.266740911835822	unchanged	False	non_significant	5000	5	5	False
chr11	116225000	116230000	chr11	116295000	116300000	0.136392157094504	0.353382636336111	0.129762292722019	unchanged	False	non_significant	5000	5	5	True
chr11	82760000	82765000	chr11	82870000	82875000	-0.247826168434553	0.157342612787873	0.0310362722477246	unchanged	False	non_significant	5000	5	5	False
chr11	31720000	31725000	chr11	31775000	31780000	-0.0435947305674426	0.742114327042474	0.517895266936715	unchanged	False	non_significant	5000	5	5	False
chr11	20630000	20635000	chr11	20740000	20745000	-0.197904798531212	0.178620965209174	0.0395243758899821	unchanged	False	non_significant	5000	5	5	True
chr11	114880000	114885000	chr11	115150000	115155000	-0.0882586852088105	0.668286373441344	0.418617379070365	unchanged	False	non_significant	5000	5	5	True
chr11	82540000	82545000	chr11	82680000	82685000	0.172990908092305	0.400477417681473	0.160937046744457	unchanged	False	non_significant	5000	5	5	False
chr11	92405000	92410000	chr11	93850000	93855000	-0.184332964015402	0.268670428535446	0.0802335780911658	unchanged	False	non_significant	5000	5	5	True
chr11	92405000	92410000	chr11	93810000	93815000	0.0674981971727219	0.736030949163854	0.509423155794768	unchanged	False	non_significant	5000	5	5	True
chr11	98695000	98700000	chr11	98910000	98915000	-0.199831580151041	0.226944450815185	0.0595946889528029	unchanged	False	non_significant	5000	5	5	True
chr11	99745000	99750000	chr11	100030000	100035000	0.0435956015271955	0.878689787402116	0.739063902656788	unchanged	False	non_significant	5000	5	5	False
chr11	34840000	34845000	chr11	35450000	35455000	-0.179691639887317	0.227356927481074	0.0598167959021778	unchanged	False	non_significant	5000	5	5	True
chr11	17765000	17770000	chr11	18750000	18755000	-0.585277781779022	0.0205871830132063	0.0012044108847677	down_in_mutant	True	moderate_differential	5000	5	5	True
chr13	101450000	101455000	chr13	101485000	101490000	-0.184265461133534	0.124772843039817	0.0212603709862084	unchanged	False	non_significant	5000	5	5	False
chr13	54245000	54250000	chr13	54280000	54285000	-0.100084244603993	0.41211742601919	0.169759403697826	unchanged	False	non_significant	5000	5	5	False
chr13	99445000	99450000	chr13	99480000	99485000	-0.0001007678988488	0.999738550412247	0.998804550804212	unchanged	False	non_significant	5000	5	5	False
chr13	21940000	21945000	chr13	22025000	22030000	0.077307370034105	0.67461971705866	0.427200571889958	unchanged	False	non_significant	5000	5	5	False
chr13	21480000	21485000	chr13	21520000	21525000	-0.196083101652361	0.0769521970336564	0.0100223582167069	unchanged	False	trending	5000	5	5	True
chr13	46990000	46995000	chr13	47040000	47045000	-0.0764430221450285	0.698274311662751	0.457735351234818	unchanged	False	non_significant	5000	5	5	False
chr13	34000000	34005000	chr13	34035000	34040000	-0.216541888426134	0.0733245652851784	0.0092205871423548	unchanged	False	trending	5000	5	5	False
chr13	69760000	69765000	chr13	69805000	69810000	-0.0811821414782859	0.524777083671511	0.263829904913591	unchanged	False	non_significant	5000	5	5	False
chr13	18955000	18960000	chr13	19010000	19015000	0.091228218420301	0.477297760913342	0.223616825731065	unchanged	False	non_significant	5000	5	5	False
chr13	94170000	94175000	chr13	94205000	94210000	-0.0198989539928969	0.909626264327061	0.796958442554315	unchanged	False	non_significant	5000	5	5	False
chr13	62915000	62920000	chr13	63355000	63360000	-0.137757616391753	0.335962947901953	0.117928936000285	unchanged	False	non_significant	5000	5	5	False
chr13	42985000	42990000	chr13	43110000	43115000	0.0340805038060097	0.87382911672239	0.732068391437181	unchanged	False	non_significant	5000	5	5	True
chr13	23585000	23590000	chr13	23695000	23700000	0.0329288407110591	0.895854472188419	0.770159842373528	unchanged	False	non_significant	5000	5	5	False
chr13	119630000	119635000	chr13	119690000	119695000	-0.160100620558247	0.27750792886931	0.084411289565595	unchanged	False	non_significant	5000	5	5	False
chr13	101550000	101555000	chr13	101690000	101695000	-0.143391645895392	0.441083859576401	0.192631066806642	unchanged	False	non_significant	5000	5	5	False
chr13	59585000	59590000	chr13	59625000	59630000	-0.0473427521226006	0.765543680657751	0.550489741209512	unchanged	False	non_significant	5000	5	5	False
chr13	21220000	21225000	chr13	21320000	21325000	0.0936637183144119	0.680885870662436	0.434764295792798	unchanged	False	non_significant	5000	5	5	True
chr13	109050000	109055000	chr13	109115000	109120000	-0.167041970609035	0.316449655457698	0.105712331595554	unchanged	False	non_significant	5000	5	5	False
chr13	74390000	74395000	chr13	74490000	74495000	0.119031825884159	0.525829153645467	0.26493227294116	unchanged	False	non_significant	5000	5	5	False
chr13	48875000	48880000	chr13	49170000	49175000	-0.168857542071416	0.429730368587989	0.183176691982368	unchanged	False	non_significant	5000	5	5	True
chr13	113950000	113955000	chr13	114055000	114060000	-0.27313090769611	0.249853748593537	0.0707099169498671	unchanged	False	non_significant	5000	5	5	False
chr13	110445000	110450000	chr13	110495000	110500000	-0.0750820144437171	0.6422183247476	0.385180993905175	unchanged	False	non_significant	5000	5	5	False
chr13	21775000	21780000	chr13	22040000	22045000	-0.438108404388366	0.0187774306217553	0.0010473675293972	down_in_mutant	True	weak_differential	5000	5	5	False
chr13	69740000	69745000	chr13	70230000	70235000	0.157433927643667	0.4123230165808	0.169955410905177	unchanged	False	non_significant	5000	5	5	True
chr13	52535000	52540000	chr13	52625000	52630000	-0.154225148875226	0.413458678220207	0.170952356387901	unchanged	False	non_significant	5000	5	5	True
chr13	97240000	97245000	chr13	97825000	97830000	0.0417573977387967	0.882266449592942	0.745770772651136	unchanged	False	non_significant	5000	5	5	True
chr13	80880000	80885000	chr13	81425000	81430000	-0.0902161521790442	0.74546809825953	0.522912992181421	unchanged	False	non_significant	5000	5	5	False
chr12	83210000	83215000	chr12	83245000	83250000	0.0063150552363442	0.970643892600036	0.929242276226761	unchanged	False	non_significant	5000	5	5	False
chr12	86830000	86835000	chr12	86865000	86870000	-0.0998869441222873	0.321429796868264	0.108275246473052	unchanged	False	non_significant	5000	5	5	True
chr12	110935000	110940000	chr12	111035000	111040000	0.030633874929886	0.896011072052078	0.770462340650721	unchanged	False	non_significant	5000	5	5	False
chr12	77525000	77530000	chr12	77565000	77570000	0.102095684352217	0.465970883554493	0.214394229895943	unchanged	False	non_significant	5000	5	5	False
chr12	83175000	83180000	chr12	83300000	83305000	0.080860423993775	0.650473879559318	0.395811655552111	unchanged	False	non_significant	5000	5	5	True
chr12	17650000	17655000	chr12	17690000	17695000	-0.0457109662621952	0.768086637347414	0.55438752453187	unchanged	False	non_significant	5000	5	5	False
chr12	84690000	84695000	chr12	84750000	84755000	-0.0365074122046232	0.81522162659031	0.628847691159726	unchanged	False	non_significant	5000	5	5	False
chr12	54655000	54660000	chr12	54695000	54700000	-0.0473758819919704	0.858285287782224	0.703065887554792	unchanged	False	non_significant	5000	5	5	False
chr12	85215000	85220000	chr12	85265000	85270000	-0.0807876285988548	0.594146819593192	0.33432275174894	unchanged	False	non_significant	5000	5	5	False
chr12	32910000	32915000	chr12	33025000	33030000	-0.167451470671177	0.291178421622653	0.0917656881683817	unchanged	False	non_significant	5000	5	5	True
chr12	76015000	76020000	chr12	76125000	76130000	-0.154800298619101	0.351614063975069	0.128703658578308	unchanged	False	non_significant	5000	5	5	False
chr12	85965000	85970000	chr12	86025000	86030000	-0.049404197964978	0.773525973354353	0.561883898562705	unchanged	False	non_significant	5000	5	5	True
chr12	9875000	9880000	chr12	9915000	9920000	-0.149937443656966	0.235375855544943	0.0634318427299962	unchanged	False	non_significant	5000	5	5	False
chr12	4035000	4040000	chr12	4075000	4080000	-0.0512984253568984	0.691039066422399	0.448472133530719	unchanged	False	non_significant	5000	5	5	False
chr12	75495000	75500000	chr12	75555000	75560000	-0.0092893849053077	0.960789644694078	0.907472453092127	unchanged	False	non_significant	5000	5	5	False
chr12	69360000	69365000	chr12	69415000	69420000	-0.210708902444782	0.169350092664943	0.0356273718469292	unchanged	False	non_significant	5000	5	5	False
chr12	69745000	69750000	chr12	69820000	69825000	0.0130492884377657	0.944888810226778	0.869109974296549	unchanged	False	non_significant	5000	5	5	False
chr12	104600000	104605000	chr12	104645000	104650000	0.0142452298868191	0.947394892011645	0.874160019704022	unchanged	False	non_significant	5000	5	5	False
chr12	100775000	100780000	chr12	100840000	100845000	-0.0293288300091062	0.901507799595147	0.781537375591633	unchanged	False	non_significant	5000	5	5	False
chr12	100195000	100200000	chr12	100475000	100480000	0.0276666071082836	0.921118455737353	0.818728383513715	unchanged	False	non_significant	5000	5	5	False
chr12	78860000	78865000	chr12	79170000	79175000	-0.322719120649045	0.118821325523519	0.0198630243868144	unchanged	False	non_significant	5000	5	5	True
chr12	80895000	80900000	chr12	80940000	80945000	0.0556844231577068	0.769878749753172	0.557051074020605	unchanged	False	non_significant	5000	5	5	False
chr12	70065000	70070000	chr12	70140000	70145000	-0.0383293963242415	0.839485697562548	0.669448033997148	unchanged	False	non_significant	5000	5	5	False
chr12	21075000	21080000	chr12	21315000	21320000	0.0174704737014213	0.937926906614379	0.854993763386881	unchanged	False	non_significant	5000	5	5	False
chr12	81090000	81095000	chr12	81170000	81175000	-0.0318740184247653	0.872182181133644	0.72905487252434	unchanged	False	non_significant	5000	5	5	True
chr12	56055000	56060000	chr12	56540000	56545000	0.390539107725139	0.0116861621635594	0.0004854954162103	up_in_mutant	True	weak_differential	5000	5	5	False
chr15	82165000	82170000	chr15	82205000	82210000	0.0346154273625238	0.780241719998443	0.571752037838921	unchanged	False	non_significant	5000	5	5	False
chr15	89125000	89130000	chr15	89195000	89200000	0.025197625543802	0.880096812802355	0.741783299679262	unchanged	False	non_significant	5000	5	5	False
chr15	25635000	25640000	chr15	25715000	25720000	-0.0293999415283023	0.873471408754293	0.730953050769358	unchanged	False	non_significant	5000	5	5	False
chr15	78115000	78120000	chr15	78170000	78175000	0.0800891131582358	0.554018078594354	0.292607050066498	unchanged	False	non_significant	5000	5	5	False
chr15	74710000	74715000	chr15	74750000	74755000	-0.0626991888050966	0.678663791518203	0.432024492353958	unchanged	False	non_significant	5000	5	5	False
chr15	81740000	81745000	chr15	81780000	81785000	-0.0077700012323958	0.95510686433017	0.895724195322238	unchanged	False	non_significant	5000	5	5	False
chr15	44745000	44750000	chr15	44785000	44790000	0.0271265765531293	0.869943500466233	0.724952917055194	unchanged	False	non_significant	5000	5	5	False
chr15	29050000	29055000	chr15	29220000	29225000	-0.545875935910879	0.003581033848225	7.64907374018617e-05	down_in_mutant	True	moderate_differential	5000	5	5	True
chr15	58075000	58080000	chr15	58135000	58140000	-0.0894529905531042	0.605887664526443	0.347899249623036	unchanged	False	non_significant	5000	5	5	False
chr15	27660000	27665000	chr15	27715000	27720000	0.0390574832045369	0.803676559770611	0.611003350496275	unchanged	False	non_significant	5000	5	5	False
chr15	103760000	103765000	chr15	103895000	103900000	-0.239000953718847	0.314055933515464	0.104388405884881	unchanged	False	non_significant	5000	5	5	False
