id	ctrl_merge	mut_merge
chr14-63075000-63080000-chr14-63120000-63125000	1.0	0.9390312272651283
chr14-13960000-13965000-chr14-14010000-14015000	1.0	0.9099165821244418
chr14-20720000-20725000-chr14-20795000-20800000	1.0	0.8713799266835248
chr14-55495000-55500000-chr14-55595000-55600000	1.0	0.8911175001200659
chr14-8170000-8175000-chr14-8330000-8335000	1.0	1.0129322596329362
chr14-60250000-60255000-chr14-60695000-60700000	1.0	0.9570728259287903
chr14-24790000-24795000-chr14-25455000-25460000	1.0	0.8067924717083539
chr14-7960000-7965000-chr14-8345000-8350000	1.0	1.0307025398458136
chr14-102020000-102025000-chr14-102980000-102985000	1.0	0.9012270949991302
chr14-61650000-61655000-chr14-62455000-62460000	1.0	0.893489438630932
chr14-27805000-27810000-chr14-29440000-29445000	1.0	0.8591595817154856
chr9-103580000-103585000-chr9-103620000-103625000	1.0	0.9399619479806456
chr9-29460000-29465000-chr9-29520000-29525000	1.0	0.9299565654953751
chr9-110650000-110655000-chr9-110685000-110690000	1.0	0.9902838880059481
chr9-42185000-42190000-chr9-42225000-42230000	1.0	0.8651915114308575
chr9-28405000-28410000-chr9-28440000-28445000	1.0	0.8415873365834475
chr9-42070000-42075000-chr9-42115000-42120000	1.0	0.946267253156575
chr9-47305000-47310000-chr9-47345000-47350000	1.0	0.934588227589929
chr9-99395000-99400000-chr9-99430000-99435000	1.0	1.0683286517715187
chr9-55045000-55050000-chr9-55080000-55085000	1.0	0.9845542416514209
chr9-120830000-120835000-chr9-120865000-120870000	1.0	0.9525395519437769
chr9-83445000-83450000-chr9-83485000-83490000	1.0	0.9048475410291152
chr9-55230000-55235000-chr9-55275000-55280000	1.0	0.8994715180594627
chr9-55250000-55255000-chr9-55295000-55300000	1.0	0.8892303855095645
chr9-13595000-13600000-chr9-13650000-13655000	1.0	0.8994059055441629
chr9-108520000-108525000-chr9-108565000-108570000	1.0	0.8359396012947686
chr9-64345000-64350000-chr9-64555000-64560000	1.0	0.9806040186804232
chr9-119340000-119345000-chr9-119400000-119405000	1.0	0.9015218383782961
chr9-34770000-34775000-chr9-34810000-34815000	1.0	0.8928022687426933
chr9-21510000-21515000-chr9-21545000-21550000	1.0	0.9803051576088798
chr9-64460000-64465000-chr9-64505000-64510000	1.0	0.899436224332234
chr9-118175000-118180000-chr9-118225000-118230000	1.0	0.851181763568326
chr9-114980000-114985000-chr9-115020000-115025000	1.0	0.996288157037261
chr9-56950000-56955000-chr9-57070000-57075000	1.0	0.9138392115330638
chr9-54860000-54865000-chr9-54915000-54920000	1.0	0.9024213425342584
chr9-52095000-52100000-chr9-52165000-52170000	1.0	0.8537239978893284
chr9-20520000-20525000-chr9-20605000-20610000	1.0	0.8821769735258324
chr9-66735000-66740000-chr9-66790000-66795000	1.0	0.7686397287470477
chr9-28565000-28570000-chr9-28690000-28695000	1.0	0.7885499481490926
chr9-28440000-28445000-chr9-28615000-28620000	1.0	0.8928397942980865
chr9-66835000-66840000-chr9-66920000-66925000	1.0	0.8888057790347935
chr9-20610000-20615000-chr9-20645000-20650000	1.0	0.7097452295219719
chr9-114750000-114755000-chr9-114910000-114915000	1.0	0.9361289672046733
chr9-120600000-120605000-chr9-120830000-120835000	1.0	0.8977821280845937
chr9-23220000-23225000-chr9-23380000-23385000	1.0	1.0732791915292985
chr9-71825000-71830000-chr9-72105000-72110000	1.0	0.9905015877338904
chr9-66510000-66515000-chr9-66830000-66835000	1.0	0.8377861556799705
chr9-59720000-59725000-chr9-59985000-59990000	1.0	0.6581986959353187
chr9-52045000-52050000-chr9-52165000-52170000	1.0	0.9251279135872769
chr9-124310000-124315000-chr9-124425000-124430000	1.0	0.8046191918537021
chr9-94375000-94380000-chr9-94580000-94585000	1.0	0.7678132409085733
chr9-66460000-66465000-chr9-66825000-66830000	1.0	0.7630000189341377
chr9-86035000-86040000-chr9-86090000-86095000	1.0	0.8317751863960403
chr9-123715000-123720000-chr9-124425000-124430000	1.0	0.9305432630405752
chr11-53430000-53435000-chr11-53465000-53470000	1.0	0.7863815150957543
chr11-32640000-32645000-chr11-32705000-32710000	1.0	0.9735400311221527
chr11-114500000-114505000-chr11-114545000-114550000	1.0	0.9548903438636549
chr11-32515000-32520000-chr11-32590000-32595000	1.0	0.8690634201010823
chr11-103190000-103195000-chr11-103265000-103270000	1.0	0.8617183598505987
chr11-61020000-61025000-chr11-61075000-61080000	1.0	0.9280570201866529
chr11-51965000-51970000-chr11-52000000-52005000	1.0	0.844199327964929
chr11-50290000-50295000-chr11-50325000-50330000	1.0	0.8744540393883686
chr11-102185000-102190000-chr11-102245000-102250000	1.0	0.92890721484259
chr11-118160000-118165000-chr11-118200000-118205000	1.0	0.9203562945830149
chr11-101810000-101815000-chr11-101850000-101855000	1.0	0.9281743642261231
chr11-101010000-101015000-chr11-101050000-101055000	1.0	0.9267784142794967
chr11-87070000-87075000-chr11-87105000-87110000	1.0	1.0639907499076462
chr11-60875000-60880000-chr11-60925000-60930000	1.0	0.9446999719407689
chr11-54875000-54880000-chr11-54925000-54930000	1.0	0.9003039910270322
chr11-99185000-99190000-chr11-99290000-99295000	1.0	1.0503730612780715
chr11-97880000-97885000-chr11-97985000-97990000	1.0	0.9134321765654455
chr11-118570000-118575000-chr11-118615000-118620000	1.0	0.986578270666704
chr11-108925000-108930000-chr11-109190000-109195000	1.0	0.845992305669917
chr11-60775000-60780000-chr11-60830000-60835000	1.0	0.9500101424942372
chr11-61355000-61360000-chr11-61390000-61395000	1.0	0.8980541903600702
chr11-5115000-5120000-chr11-5150000-5155000	1.0	1.0120423331611006
chr11-106520000-106525000-chr11-106625000-106630000	1.0	0.9040146393459917
chr11-69655000-69660000-chr11-69875000-69880000	1.0	0.8009216077851234
chr11-61190000-61195000-chr11-61345000-61350000	1.0	0.8821565574208801
chr11-53930000-53935000-chr11-54000000-54005000	1.0	0.933654012618379
chr11-4095000-4100000-chr11-4135000-4140000	1.0	0.8682964407596699
chr11-79620000-79625000-chr11-79920000-79925000	1.0	0.8175740898184972
chr11-16965000-16970000-chr11-17050000-17055000	1.0	0.8973315394475501
chr11-116225000-116230000-chr11-116295000-116300000	1.0	1.0461868233748826
chr11-82760000-82765000-chr11-82870000-82875000	1.0	0.8000781748969001
chr11-31720000-31725000-chr11-31775000-31780000	1.0	0.9230887232639957
chr11-20630000-20635000-chr11-20740000-20745000	1.0	0.8297411495039947
chr11-114880000-114885000-chr11-115150000-115155000	1.0	0.895229252349857
chr11-82540000-82545000-chr11-82680000-82685000	1.0	1.0721209547767263
chr11-92405000-92410000-chr11-93850000-93855000	1.0	0.8369331386339034
chr11-92405000-92410000-chr11-93810000-93815000	1.0	0.9971422096462799
chr11-98695000-98700000-chr11-98910000-98915000	1.0	0.8279352797630646
chr11-99745000-99750000-chr11-100030000-100035000	1.0	0.9803199345715307
chr11-34840000-34845000-chr11-35450000-35455000	1.0	0.8402927826139034
chr11-17765000-17770000-chr11-18750000-18755000	1.0	0.6331779214866154
chr13-101450000-101455000-chr13-101485000-101490000	1.0	0.8365073042740676
chr13-54245000-54250000-chr13-54280000-54285000	1.0	0.8882353336180532
chr13-99445000-99450000-chr13-99480000-99485000	1.0	0.9524678567438208
chr13-21940000-21945000-chr13-22025000-22030000	1.0	1.0055237065079021
chr13-21480000-21485000-chr13-21520000-21525000	1.0	0.8306403046681621
chr13-46990000-46995000-chr13-47040000-47045000	1.0	0.9024657410738947
chr13-34000000-34005000-chr13-34035000-34040000	1.0	0.8184048719053707
chr13-69760000-69765000-chr13-69805000-69810000	1.0	0.8994788171609291
chr13-18955000-18960000-chr13-19010000-19015000	1.0	1.015664839899342
chr13-94170000-94175000-chr13-94205000-94210000	1.0	0.9393321418991425
chr13-62915000-62920000-chr13-63355000-63360000	1.0	0.8647269574266421
chr13-42985000-42990000-chr13-43110000-43115000	1.0	0.9739100328100299
chr13-23585000-23590000-chr13-23695000-23700000	1.0	0.9726841555589161
chr13-119630000-119635000-chr13-119690000-119695000	1.0	0.8524768488664879
chr13-101550000-101555000-chr13-101690000-101695000	1.0	0.8617420516472958
chr13-59585000-59590000-chr13-59625000-59630000	1.0	0.9206852911855972
chr13-21220000-21225000-chr13-21320000-21325000	1.0	1.0159449432963272
chr13-109050000-109055000-chr13-109115000-109120000	1.0	0.8472205676744408
chr13-74390000-74395000-chr13-74490000-74495000	1.0	1.0335720259336671
chr13-48875000-48880000-chr13-49170000-49175000	1.0	0.8472125702638189
chr13-113950000-113955000-chr13-114055000-114060000	1.0	0.7886367492305901
chr13-110445000-110450000-chr13-110495000-110500000	1.0	0.9044282590050311
chr13-21775000-21780000-chr13-22040000-22045000	1.0	0.7015910809723694
chr13-69740000-69745000-chr13-70230000-70235000	1.0	1.0607741606512473
chr13-52535000-52540000-chr13-52625000-52630000	1.0	0.8545783875643751
chr13-97240000-97245000-chr13-97825000-97830000	1.0	0.9797362783857492
chr13-80880000-80885000-chr13-81425000-81430000	1.0	0.8939926955986656
chr12-83210000-83215000-chr12-83245000-83250000	1.0	0.9563315524890036
chr12-86830000-86835000-chr12-86865000-86870000	1.0	0.8886823306076264
chr12-110935000-110940000-chr12-111035000-111040000	1.0	0.9728733442234099
chr12-77525000-77530000-chr12-77565000-77570000	1.0	1.0215349096500232
chr12-83175000-83180000-chr12-83300000-83305000	1.0	1.006957908680427
chr12-17650000-17655000-chr12-17690000-17695000	1.0	0.921570873793583
chr12-84690000-84695000-chr12-84750000-84755000	1.0	0.9268932573388834
chr12-54655000-54660000-chr12-54695000-54700000	1.0	0.9247659347256876
chr12-85215000-85220000-chr12-85265000-85270000	1.0	0.900584842085512
chr12-32910000-32915000-chr12-33025000-33030000	1.0	0.8471388481930857
chr12-76015000-76020000-chr12-76125000-76130000	1.0	0.8551049398163528
chr12-85965000-85970000-chr12-86025000-86030000	1.0	0.9204465961283882
chr12-9875000-9880000-chr12-9915000-9920000	1.0	0.8574466945430336
chr12-4035000-4040000-chr12-4075000-4080000	1.0	0.9186611973154886
chr12-75495000-75500000-chr12-75555000-75560000	1.0	0.9460681485202701
chr12-69360000-69365000-chr12-69415000-69420000	1.0	0.8223610960035033
chr12-69745000-69750000-chr12-69820000-69825000	1.0	0.9597060070666137
chr12-104600000-104605000-chr12-104645000-104650000	1.0	0.9608943679054579
chr12-100775000-100780000-chr12-100840000-100845000	1.0	0.9329697067699415
chr12-100195000-100200000-chr12-100475000-100480000	1.0	0.9711218334771997
chr12-78860000-78865000-chr12-79170000-79175000	1.0	0.7609451507697028
chr12-80895000-80900000-chr12-80940000-80945000	1.0	0.989731798621511
chr12-70065000-70070000-chr12-70140000-70145000	1.0	0.9266949004469264
chr12-21075000-21080000-chr12-21315000-21320000	1.0	0.963560598321932
chr12-81090000-81095000-chr12-81170000-81175000	1.0	0.9314238196768798
chr12-56055000-56060000-chr12-56540000-56545000	1.0	1.2471872434789537
chr15-82165000-82170000-chr15-82205000-82210000	1.0	0.9757707391663815
chr15-89125000-89130000-chr15-89195000-89200000	1.0	0.9701459677948802
chr15-25635000-25640000-chr15-25715000-25720000	1.0	0.9326340151164747
chr15-78115000-78120000-chr15-78170000-78175000	1.0	1.0056711046154878
chr15-74710000-74715000-chr15-74750000-74755000	1.0	0.9118337793990094
chr15-81740000-81745000-chr15-81780000-81785000	1.0	0.9468851771295312
chr15-44745000-44750000-chr15-44785000-44790000	1.0	0.9688720103355561
chr15-29050000-29055000-chr15-29220000-29225000	1.0	0.651689419837532
chr15-58075000-58080000-chr15-58135000-58140000	1.0	0.8951962968807047
chr15-27660000-27665000-chr15-27715000-27720000	1.0	0.9775448878020956
chr15-103760000-103765000-chr15-103895000-103900000	1.0	0.8057480981312919
chr15-64760000-64765000-chr15-64915000-64920000	1.0	0.7664010644768273
chr15-4065000-4070000-chr15-4375000-4380000	1.0	0.8654733498861189
chr15-99495000-99500000-chr15-99775000-99780000	1.0	0.8774443443198545
chr15-72205000-72210000-chr15-73040000-73045000	1.0	0.8627726360294659
chr15-40165000-40170000-chr15-40530000-40535000	1.0	0.7452820252611625
chr15-12320000-12325000-chr15-12450000-12455000	1.0	0.875039072210071
chr16-17470000-17475000-chr16-17505000-17510000	1.0	0.9787280553987338
chr16-93685000-93690000-chr16-93785000-93790000	1.0	1.0030895306150385
chr16-20695000-20700000-chr16-20730000-20735000	1.0	0.9654543807687883
chr16-94930000-94935000-chr16-94995000-95000000	1.0	0.983579983408013
chr16-37615000-37620000-chr16-37650000-37655000	1.0	0.8630352906827835
chr16-28590000-28595000-chr16-28750000-28755000	1.0	0.9259723382940462
chr16-4725000-4730000-chr16-4780000-4785000	1.0	0.9211586397535727
chr16-89845000-89850000-chr16-90185000-90190000	1.0	0.8946875953746342
chr16-43465000-43470000-chr16-43500000-43505000	1.0	0.8437604822829811
chr16-41870000-41875000-chr16-41935000-41940000	1.0	0.8699389223691509
chr16-41530000-41535000-chr16-41650000-41655000	1.0	0.7819542155157994
chr16-41670000-41675000-chr16-41730000-41735000	1.0	0.9012688074916454
chr16-17145000-17150000-chr16-17200000-17205000	1.0	0.9433151934518241
chr16-4215000-4220000-chr16-4265000-4270000	1.0	0.9856469947484037
chr16-24190000-24195000-chr16-24460000-24465000	1.0	0.7833479669866475
chr16-92385000-92390000-chr16-92455000-92460000	1.0	1.0247240179772392
chr16-76370000-76375000-chr16-76430000-76435000	1.0	0.8435012303728501
chr16-76250000-76255000-chr16-76300000-76305000	1.0	0.9343676849949744
chr16-31615000-31620000-chr16-31700000-31705000	1.0	0.817409208565708
chr16-13900000-13905000-chr16-13985000-13990000	1.0	0.9885169543739492
chr16-6345000-6350000-chr16-6475000-6480000	1.0	1.066585384980874
chr16-33380000-33385000-chr16-33735000-33740000	1.0	0.8941366863841864
chr16-93605000-93610000-chr16-93830000-93835000	1.0	1.1539188844311719
chr16-28235000-28240000-chr16-28475000-28480000	1.0	0.7899082262601966
chr16-18625000-18630000-chr16-18795000-18800000	1.0	0.9044185044307749
chr16-35055000-35060000-chr16-35270000-35275000	1.0	0.9038392285837881
chr16-72995000-73000000-chr16-73155000-73160000	1.0	0.7782163013505059
chr17-88385000-88390000-chr17-88420000-88425000	1.0	0.8925101370856736
chr17-78400000-78405000-chr17-78435000-78440000	1.0	0.8694545130177297
chr17-86165000-86170000-chr17-86250000-86255000	1.0	1.0215416605383467
chr17-23785000-23790000-chr17-23825000-23830000	1.0	0.908465457669669
chr17-27870000-27875000-chr17-27905000-27910000	1.0	1.0309285552797847
chr17-24475000-24480000-chr17-24525000-24530000	1.0	1.0733452298886028
chr17-5490000-5495000-chr17-5570000-5575000	1.0	0.9887729025634873
chr17-46660000-46665000-chr17-46705000-46710000	1.0	0.9146243292365449
chr17-29455000-29460000-chr17-29490000-29495000	1.0	0.9192841069473505
chr17-86290000-86295000-chr17-86350000-86355000	1.0	0.9399126941829727
chr17-26560000-26565000-chr17-26600000-26605000	1.0	0.9846455974691384
chr17-26030000-26035000-chr17-26070000-26075000	1.0	1.001001536541406
chr17-25830000-25835000-chr17-25870000-25875000	1.0	0.9916723607605513
chr17-5550000-5555000-chr17-5620000-5625000	1.0	0.9169728123297446
chr17-33840000-33845000-chr17-33890000-33895000	1.0	0.9533912773455291
chr17-57030000-57035000-chr17-57245000-57250000	1.0	0.8253429657930204
chr17-56275000-56280000-chr17-56350000-56355000	1.0	0.9127542039293158
chr17-25880000-25885000-chr17-25970000-25975000	1.0	0.9091683619148758
chr17-80800000-80805000-chr17-80940000-80945000	1.0	0.8849440065083555
chr17-35920000-35925000-chr17-35965000-35970000	1.0	0.8869225303846051
chr17-48415000-48420000-chr17-48465000-48470000	1.0	0.7245147843053839
chr17-5440000-5445000-chr17-5840000-5845000	1.0	0.9947074160996946
chr17-6105000-6110000-chr17-6200000-6205000	1.0	0.8966153032737746
chr17-46030000-46035000-chr17-46110000-46115000	1.0	0.9480096307917595
chr17-28620000-28625000-chr17-28690000-28695000	1.0	0.9937258347754383
chr17-25015000-25020000-chr17-25270000-25275000	1.0	0.9115120194482301
chr17-88950000-88955000-chr17-90500000-90505000	1.0	0.8729269433901296
chr17-46525000-46530000-chr17-46770000-46775000	1.0	0.9367134616318863
chr17-90650000-90655000-chr17-90910000-90915000	1.0	1.071589756502663
chr17-71525000-71530000-chr17-72835000-72840000	1.0	0.9720565150720688
chr1-22930000-22935000-chr1-22985000-22990000	1.0	0.8345795432357677
chr1-193205000-193210000-chr1-193240000-193245000	1.0	0.9741119767879036
chr1-36240000-36245000-chr1-36275000-36280000	1.0	0.9827336301930025
chr1-130795000-130800000-chr1-130835000-130840000	1.0	0.9407940745617643
chr1-78310000-78315000-chr1-78370000-78375000	1.0	0.9168698416270944
chr1-177590000-177595000-chr1-177680000-177685000	1.0	0.9734891263491101
chr1-36305000-36310000-chr1-36365000-36370000	1.0	0.8638871940657158
chr1-152900000-152905000-chr1-152990000-152995000	1.0	0.8384869330737568
chr1-74540000-74545000-chr1-74585000-74590000	1.0	0.9986585371224426
chr1-172120000-172125000-chr1-172310000-172315000	1.0	0.9152898520991223
chr1-38895000-38900000-chr1-38935000-38940000	1.0	0.9335021073714963
chr1-37540000-37545000-chr1-37585000-37590000	1.0	0.9585643347954088
chr1-6770000-6775000-chr1-6820000-6825000	1.0	0.862972455954313
chr1-168220000-168225000-chr1-168305000-168310000	1.0	0.9946509633372683
chr1-152300000-152305000-chr1-152345000-152350000	1.0	0.9881014758582198
chr1-134150000-134155000-chr1-134415000-134420000	1.0	1.0150354449272754
chr1-80340000-80345000-chr1-80425000-80430000	1.0	0.8046702487364806
chr1-182340000-182345000-chr1-182405000-182410000	1.0	0.8840783718250936
chr1-64340000-64345000-chr1-64410000-64415000	1.0	0.8736746759932555
chr1-178960000-178965000-chr1-179060000-179065000	1.0	0.8301765419461605
chr1-131290000-131295000-chr1-131335000-131340000	1.0	0.8694630977749271
chr1-183295000-183300000-chr1-183345000-183350000	1.0	0.8891865418668132
chr1-164245000-164250000-chr1-164305000-164310000	1.0	0.9569503594494604
chr1-91345000-91350000-chr1-91480000-91485000	1.0	1.3217229142674147
chr1-131935000-131940000-chr1-131975000-131980000	1.0	1.0511470549614588
chr1-39685000-39690000-chr1-39980000-39985000	1.0	1.0035383885849958
chr1-34005000-34010000-chr1-34095000-34100000	1.0	1.0220443822034946
chr1-162475000-162480000-chr1-162545000-162550000	1.0	0.9354351358039671
chr1-121325000-121330000-chr1-121430000-121435000	1.0	0.8872421468108868
chr1-60340000-60345000-chr1-60425000-60430000	1.0	0.8850722126157818
chr1-170900000-170905000-chr1-171110000-171115000	1.0	0.8883654384217972
chr1-163925000-163930000-chr1-163990000-163995000	1.0	0.8244927453259882
chr1-20840000-20845000-chr1-20885000-20890000	1.0	1.0670343343401596
chr1-152165000-152170000-chr1-152345000-152350000	1.0	0.8657886210525811
chr1-149670000-149675000-chr1-149755000-149760000	1.0	0.8154917009733504
chr1-105065000-105070000-chr1-105355000-105360000	1.0	0.8964867410980527
chr1-88180000-88185000-chr1-88245000-88250000	1.0	0.9091420654183022
chr1-60040000-60045000-chr1-60095000-60100000	1.0	0.959180486888952
chr1-68745000-68750000-chr1-69090000-69095000	1.0	0.855690589246227
chr1-150390000-150395000-chr1-151340000-151345000	1.0	0.8692344958207365
chr1-72240000-72245000-chr1-72580000-72585000	1.0	1.0809869693042726
chr1-166750000-166755000-chr1-167330000-167335000	1.0	0.8802086629575191
chr1-172615000-172620000-chr1-173390000-173395000	1.0	0.8834244485480521
chr1-134555000-134560000-chr1-134960000-134965000	1.0	0.901310325452053
chr1-60100000-60105000-chr1-60180000-60185000	1.0	0.8032375173497905
chr18-80045000-80050000-chr18-80100000-80105000	1.0	0.981742518310278
chr18-33610000-33615000-chr18-33650000-33655000	1.0	1.0047833625616807
chr18-64800000-64805000-chr18-64835000-64840000	1.0	0.81313951220822
chr18-68095000-68100000-chr18-68135000-68140000	1.0	0.9690843992934496
chr18-43610000-43615000-chr18-43645000-43650000	1.0	0.9647580698533961
chr18-44470000-44475000-chr18-44520000-44525000	1.0	0.9413795750873077
chr18-54945000-54950000-chr18-54985000-54990000	1.0	0.8242197130882322
chr18-33170000-33175000-chr18-33205000-33210000	1.0	1.0890345602535703
chr18-75470000-75475000-chr18-75595000-75600000	1.0	0.8582878666874402
chr18-75435000-75440000-chr18-75565000-75570000	1.0	0.8840924513052861
chr18-82005000-82010000-chr18-82105000-82110000	1.0	0.8979301532836487
chr18-22935000-22940000-chr18-23040000-23045000	1.0	0.9182732410486667
chr18-34675000-34680000-chr18-34715000-34720000	1.0	1.0268095464212295
chr18-6055000-6060000-chr18-6205000-6210000	1.0	1.0655958443655333
chr18-82005000-82010000-chr18-82470000-82475000	1.0	1.0086116168817452
chr18-73670000-73675000-chr18-73815000-73820000	1.0	1.0100566935296815
chr18-37515000-37520000-chr18-37880000-37885000	1.0	0.9464579788009901
chr18-74035000-74040000-chr18-74265000-74270000	1.0	0.7855918987288192
chr18-36000000-36005000-chr18-36260000-36265000	1.0	0.9142976803440465
chr18-30395000-30400000-chr18-30695000-30700000	1.0	0.7977233191909091
chr18-33810000-33815000-chr18-34255000-34260000	1.0	1.1098147702980323
chr19-6080000-6085000-chr19-6125000-6130000	1.0	0.9049651546810815
chr19-46135000-46140000-chr19-46305000-46310000	1.0	0.8863568225457269
chr19-6140000-6145000-chr19-6180000-6185000	1.0	0.9117731069232883
chr19-4125000-4130000-chr19-4200000-4205000	1.0	0.9030911263252565
chr19-6375000-6380000-chr19-6415000-6420000	1.0	0.954891770570296
chr19-4755000-4760000-chr19-4790000-4795000	1.0	0.9088066876302161
chr19-40470000-40475000-chr19-40510000-40515000	1.0	0.8938030174382662
chr19-46525000-46530000-chr19-46565000-46570000	1.0	0.957727192573971
chr19-22805000-22810000-chr19-22845000-22850000	1.0	0.891770293463215
chr19-7070000-7075000-chr19-7105000-7110000	1.0	0.9265588667794508
chr19-5300000-5305000-chr19-5340000-5345000	1.0	0.9096868933743897
chr19-4755000-4760000-chr19-4905000-4910000	1.0	1.1159893322488397
chr19-32710000-32715000-chr19-33390000-33395000	1.0	0.8725636875695387
chr19-22450000-22455000-chr19-22635000-22640000	1.0	0.6231015207309049
chr19-44135000-44140000-chr19-44295000-44300000	1.0	0.9380688362526257
chr19-10055000-10060000-chr19-10195000-10200000	1.0	0.932123897659779
chr19-23370000-23375000-chr19-23960000-23965000	1.0	0.8045003101503547
chr2-25430000-25435000-chr2-25495000-25500000	1.0	0.9350874182266757
chr2-141820000-141825000-chr2-141860000-141865000	1.0	0.9478900752410386
chr2-76370000-76375000-chr2-76405000-76410000	1.0	0.8743219136891256
chr2-167460000-167465000-chr2-167500000-167505000	1.0	0.9671230207329807
chr2-136740000-136745000-chr2-136780000-136785000	1.0	1.0342091723979054
chr2-164985000-164990000-chr2-165030000-165035000	1.0	1.0095914863596807
chr2-164960000-164965000-chr2-165070000-165075000	1.0	0.9238753485094046
chr2-33000000-33005000-chr2-33055000-33060000	1.0	0.981425289683336
chr2-52080000-52085000-chr2-52210000-52215000	1.0	0.7892791647305223
chr2-58770000-58775000-chr2-58805000-58810000	1.0	0.9132881029481345
chr2-29240000-29245000-chr2-29600000-29605000	1.0	1.0897562674848535
chr2-80580000-80585000-chr2-80635000-80640000	1.0	1.0170669042630518
chr2-28465000-28470000-chr2-28545000-28550000	1.0	0.9114959196582559
chr2-28215000-28220000-chr2-28385000-28390000	1.0	0.947331625731602
chr2-25190000-25195000-chr2-25225000-25230000	1.0	0.9832680606090891
chr2-160790000-160795000-chr2-160870000-160875000	1.0	1.017411262887716
chr2-93740000-93745000-chr2-93780000-93785000	1.0	0.9752215180608123
chr2-27440000-27445000-chr2-27540000-27545000	1.0	0.8080749139485959
chr2-158055000-158060000-chr2-158215000-158220000	1.0	1.088736641257447
chr2-90865000-90870000-chr2-90900000-90905000	1.0	0.9175684039892016
chr2-166905000-166910000-chr2-167000000-167005000	1.0	1.0146233315183488
chr2-117180000-117185000-chr2-117230000-117235000	1.0	0.869235044561152
chr2-181160000-181165000-chr2-181285000-181290000	1.0	0.871242038481947
chr2-30045000-30050000-chr2-30160000-30165000	1.0	0.8998969842090873
chr2-160595000-160600000-chr2-160670000-160675000	1.0	1.1067449871133628
chr2-121955000-121960000-chr2-122020000-122025000	1.0	0.8906039494980819
chr2-120730000-120735000-chr2-120865000-120870000	1.0	0.91280709602854
chr2-102290000-102295000-chr2-102450000-102455000	1.0	0.8987390037205926
chr2-75600000-75605000-chr2-75655000-75660000	1.0	1.1477471147732514
chr2-32130000-32135000-chr2-32285000-32290000	1.0	0.8580939790524569
chr2-18605000-18610000-chr2-18690000-18695000	1.0	0.9808682201631717
chr2-28580000-28585000-chr2-28640000-28645000	1.0	1.0084701532636857
chr2-180045000-180050000-chr2-180250000-180255000	1.0	0.7761841982623571
chr2-143125000-143130000-chr2-143215000-143220000	1.0	0.9079936519634515
chr2-139195000-139200000-chr2-139275000-139280000	1.0	0.864941516381235
chr2-75660000-75665000-chr2-75830000-75835000	1.0	0.9269061120179063
chr2-70660000-70665000-chr2-71050000-71055000	1.0	0.7779358633964572
chr2-118645000-118650000-chr2-118735000-118740000	1.0	1.1090428433600443
