chr	bin_start	bin_end	ctrl_label	mut_label	continous_rank_ctrl	continous_rank_mut	label_changed	H3K27ac_ctrl	H3K27ac_mut	H3K4me3_ctrl	H3K4me3_mut	ATAC_ctrl	ATAC_mut	H3K36me3_ctrl	H3K36me3_mut	RNA_ctrl	RNA_mut	DNAmethylation_ctrl	DNAmethylation_mut	H3K27me1_ctrl	H3K27me1_mut	H2AK119ub_ctrl	H2AK119ub_mut	H3K27me3_ctrl	H3K27me3_mut
chr8	30900001	31000000	B.1	A.2	0.460143399409532	0.534033613445378	TRUE	0.367124991059303	0.431864996910095	0.651105004131794	0.975284998774528	0.253620000422001	0.294209994018078	0.820349169842899	0.649318370379508	0.003	0	1.36556999766827	1.11253002500534	0.2129099996984	0.488624997079372	0.84575000359118	1.09449000072479	1.52971999363601	2.01583000457287
chr8	31000001	31100000	B.1	A.2	0.460143399409532	0.534033613445378	TRUE	1.51823499071598	1.85834500011802	3.42130500042439	3.782755002141	0.827169999726117	0.832254987195134	0.74529657766968	0.638657544180751	0.6085	0.4255	0.744474999547005	0.829105023086071	0.552659997314215	0.635779994934797	0.70834000210464	0.995475002259016	0.550339997828007	0.854069998085499
chr8	31100001	31200000	A.1	A.1	0.695487136229439	0.713025210084034	FALSE	6.6627349858284	5.57737997376919	13.4066450249553	11.4259849822521	2.9981700021252	2.77867501482368	1.55704416851699	1.485725826554	2.8145	1.7435	1.42576500117779	1.12747502529621	1.70176998773217	1.83480498641729	1.02723000173271	1.60784000429511	0.46999999769032	1.18338999992609
chr8	31200001	31300000	A.1	A.1	0.695487136229439	0.713025210084034	FALSE	0.382969989657402	0.175484999388456	0.164819998830557	0.167425001144409	0.222940000720322	0.240529995858669	0.767311674498022	0.517065020814538	0.453	0.1675	0.925829997897148	0.753210022628307	0.616779995650053	0.569339996695519	0.701535001471639	0.548349999815226	0.501280000463128	1.01052999734879
chr8	31300001	31400000	B.1	B.1	0.303247574862927	0.342436974789916	FALSE	0.37026498734951	0.199464999169111	0.0790349997878075	0.0349249998927116	0.178560000389814	0.157654995083809	0.749160016432405	0.606851679824293	0.016	0.0065	0.898955001950264	0.732870022237301	0.167229999691248	0.51195499715209	0.660575000926852	0.452250000476837	2.30479999323189	1.70942500221729
chr8	31400001	31500000	B.1	B.1	0.303247574862927	0.342436974789916	FALSE	0.218674992084503	0.127744999498129	0.0418699999749661	0.0252950000762939	0.141790000632405	0.132124995961785	0.573958286717534	0.448390858069062	0.0075	0.01	0.62723499917984	0.610235018610954	0.174394999206066	0.415224997013807	0.425070002347231	0.257255000561476	1.21909999683499	1.03797999614477
chr8	31500001	31600000	B.2	B.2	0.0421762969211303	0.0642857142857143	FALSE	0.179644992351532	0.0990899997055531	0.0587849997878075	0.0318550000786781	0.130555000223219	0.136984995469451	0.671609150342643	0.483665040656924	0.007	0	0.799059998989105	0.581245020329952	0.312189998835325	0.969529992133379	0.3199000030756	0.235175001561642	0.403154999002814	0.186109994769096
chr8	31600001	31700000	B.2	B.2	0.0421762969211303	0.0642857142857143	FALSE	0.16592499268055	0.125264999508858	0.0470349997878075	0.00783500003814697	0.124195000372827	0.135749995812774	0.589912484921515	0.43271336325258	0.007	0.018	0.750790001034737	0.63015501832962	0.243834999412298	0.752729995131493	0.328255002722144	0.183450000941753	0.315450000315905	0.216569994390011
chr8	31700001	31800000	B.2	B.2	0.0421762969211303	0.0642857142857143	FALSE	0.140074994325638	0.0807699996232987	0.074809999525547	0.0492800003290176	0.150475000225008	0.147314995571971	0.659166652858257	0.515496704041958	0.022	0.0295	1.06510499858856	0.784990027248859	0.363349998533726	0.866114994227886	0.374685003176332	0.298525000810623	0.558799999058247	0.433909993648529
chr8	31800001	31900000	B.2	B.2	0.0421762969211303	0.0642857142857143	FALSE	0.304979989051819	0.275114999055862	0.170219999372959	0.0942699999809265	0.254320000067353	0.238094992086291	1.12856748460978	0.872043372906745	0.638	0.764	1.52678999912739	1.02738003373146	0.781329994618893	1.70981498712301	0.669750004783273	0.480175001651049	0.434410000413656	0.435634991407394
chr8	31900001	32000000	B.1	B.1	0.302825811893716	0.347899159663866	FALSE	0.467279987692833	0.421564998447895	1.23143500542641	1.51462000137568	0.246515000134707	0.284704993724823	1.07299338874221	0.820890822067857	0.213	0.28	1.35105500149727	1.16296003603935	0.232124999523163	0.639024996608496	0.978185005575418	0.928280001938343	1.95926999288797	2.18097499728203
chr8	32000001	32100000	B.1	B.1	0.302825811893716	0.347899159663866	FALSE	0.327099990367889	0.250089999437332	2.27108499038219	2.90736501115561	0.205770000681281	0.256204994425178	0.950894991204142	0.686979143835604	0.0655	0.0755	1.22436999905109	0.853290024518967	0.228434999376535	0.52191499748826	0.915780004948378	0.727470001190901	2.46959500013292	1.92434500223398
chr8	32100001	32200000	B.2	B.2	0.188949810206664	0.221848739495798	FALSE	0.206549991846085	0.104229999780655	0.0460799999237061	0.0362100000977516	0.151885000243783	0.158974995493889	0.758502497501671	0.601671644113958	0.1245	0.14	0.821095001220703	0.776395024359226	0.308484998852015	0.764009995669127	0.388465003177524	0.300870001167059	0.441134999349713	0.336009991705418
chr8	32200001	32300000	B.2	B.2	0.188949810206664	0.221848739495798	FALSE	0.410339991569519	0.344659998863935	1.06953000482917	1.19285500043631	0.245729999132454	0.313919994160533	0.929905013769865	0.739019984193146	0.1545	0.2105	1.43013499987125	1.15383502668142	0.230069999396801	0.650749996185303	1.05527500331402	1.198060002774	1.23364499691129	2.08652500194311
chr8	32300001	32400000	B.1	A.2	0.413327709827077	0.450840336134454	TRUE	0.302919990777969	0.206954999774694	0.113874999731779	0.0693749995827675	0.220489999428391	0.224534994393587	0.847513269208372	0.611625900737941	0.1565	0.332	1.04312000095844	0.981920030891895	0.210904999643564	0.501699997842312	0.816575003534556	0.853320001274347	0.680954997494817	1.06430499082804
chr8	32400001	32500000	B.2	B.1	0.261071277941797	0.310084033613445	TRUE	0.201734992146492	0.0906849996447563	0.0498549998402596	0.0288000000715256	0.13056000033766	0.129889995530248	0.688469956755638	0.509163379229605	0.1965	0.301	0.818630000829697	0.639800022125244	0.262434998989105	0.588899996221065	0.446680003300309	0.327925000399351	0.289305000022054	0.213074994623661
chr8	32500001	32600000	B.2	B.1	0.261071277941797	0.310084033613445	TRUE	0.216484992265701	0.129069999545813	0.0743649997413159	0.0736999995708466	0.153270000495017	0.184479995027184	0.623805843874812	0.472311650402844	0.207	0.3335	0.768449998617172	0.680240021169186	0.301159997940063	0.417289997637272	0.527335003092885	0.438604999423027	0.316760000824928	0.307984993994236
chr8	32600001	32700000	B.2	B.1	0.261071277941797	0.341386554621848	TRUE	0.246999991059303	0.184939999252558	0.0630349996387959	0.0288099998235703	0.146714999988675	0.169384994700551	0.732618309505284	0.552657506257296	0.297	0.48	0.933899998784065	0.77419002532959	0.222944999158382	0.509629996538162	0.569110003232956	0.590165000021458	0.505114999175072	0.966474993109703
chr8	32700001	32800000	B.2	B.1	0.261071277941797	0.372689075630252	TRUE	0.20486999297142	0.14406999951601	0.0790249997377396	0.047539999961853	0.151499999955297	0.142534995645285	0.694607559882105	0.48720999982208	0.254	0.3275	0.992350001335144	0.676975023806095	0.262024998903275	0.450904997557402	0.579170003041625	0.593035000234842	0.513709998011589	1.07144499719143
chr8	32800001	32900000	B.2	B.1	0.261071277941797	0.372689075630252	TRUE	0.334444990158081	0.35024999794364	1.59536500406265	2.05250499027967	0.194784999929368	0.213409996017814	0.787263395912945	0.586130841508508	0.275	0.3275	1.16679000115395	0.829040023386478	0.308709997683764	0.607189996123314	1.00163000223041	0.903135000199079	1.19817999605834	1.33440499866009
chr8	32900001	33000000	B.2	B.2	0.238296077604386	0.260924369747899	FALSE	0.177464993357658	0.124849999040365	0.04983999979496	0.0327200001478195	0.111495000049472	0.113974995851517	0.55848254956305	0.403104204654694	0.015	0.0115	0.562564999103546	0.501680015563965	0.195419999569654	0.402564998030663	0.34270000270009	0.220050001442432	0.396304999396205	0.425104994595051
chr8	33000001	33100000	B.2	B.2	0.238296077604386	0.260924369747899	FALSE	0.206949992656708	0.16835999968648	0.0564349997639656	0.0396849999427795	0.133775000043213	0.14333999620378	0.626700829073787	0.456330855309963	0	0	0.853675000548363	0.545700017035007	0.159669999539852	0.369849998146296	0.396160002857447	0.266275000572205	0.506049997553229	0.639034993946552
chr8	33100001	33200000	B.1	B.1	0.410797132011809	0.399159663865546	FALSE	0.131179994702339	0.0399299999177456	0.0583199999630451	0.0213700000047684	0.0977949998304248	0.0911399969309568	0.457938315071166	0.354503363065422	0.009	0.014	0.682424999117851	0.51021001547575	0.147684999227524	0.270959998458624	0.307715002149344	0.213415000379086	0.295504999831319	0.4076399949193
chr8	33200001	33300000	B.1	B.1	0.410797132011809	0.399159663865546	FALSE	0.225409990310669	0.12020999956131	0.0639549997746945	0.0680649999380112	0.112705000184476	0.1200749964118	0.710719993129373	0.554371659360826	0.4	0.3295	0.740155000090599	0.612900019884109	1.35176999258995	1.84816999074817	0.421055003702641	0.311774999946356	0.211075000211596	0.181519997894764
chr8	33300001	33400000	A.2	A.2	0.512020244622522	0.457142857142857	FALSE	0.833944990038872	0.845654999285936	3.91227001655102	3.80286496710777	0.614404999807477	0.602454992622137	0.770995921611786	0.694883375376463	3.8945	3.7345	0.792899999499321	0.595665018677711	1.6344499848187	1.91267498999834	0.459355002909899	0.512405000805855	0.0885800008028746	0.0743199977278709
chr8	33400001	33500000	A.2	A.2	0.512020244622522	0.457142857142857	FALSE	0.330834990143776	0.25807999882102	0.0963649996817112	0.029210000038147	0.145535000368953	0.142499995321035	0.714085016570985	0.600949158757925	4.1965	4.08	1.37372499465942	0.761935014128685	0.72366999438405	0.823849994212389	0.614685002878308	0.492680000394583	0.529459999352694	0.318624995946884
chr8	33500001	33600000	A.2	A.2	0.512020244622522	0.457142857142857	FALSE	0.329149991512299	0.192715000599623	0.64589000210166	0.732860001325607	0.245179999954999	0.222399995014071	0.645060814917088	0.507035874709487	0.058	0.0485	0.949714998364449	0.587635019004345	0.158299999296665	0.429214998364449	0.666365003183484	0.600995000213385	0.992524996429682	1.07492999714613
chr8	33600001	33700000	A.1	A.1	0.774778574441164	0.789075630252101	FALSE	2.27430998682976	2.77998999485374	5.65948000606895	5.14997998034954	1.33985000026226	0.994329991787672	1.3028266120404	1.19224162223935	2.5175	2.0085	1.07075000047684	0.810295023143292	4.11800498753786	3.63760999575257	0.539750002875924	0.544600000113249	0.0506800005882978	0.0608649981617928
chr8	33700001	33800000	A.1	A.1	0.774778574441164	0.789075630252101	FALSE	1.8601949878931	1.27011999386549	3.11305499768257	2.21769499707222	0.738860005237162	0.717129994511604	0.970216602616012	0.893439179286361	1.004	1.0435	1.076265001297	0.768340016722679	1.99308498871326	2.66927998968959	0.783870002254844	0.813725000083447	0.464135001003742	0.443379996716976
chr8	33800001	33900000	A.2	A.2	0.562210037958667	0.54453781512605	FALSE	0.482404988408089	0.354594998896122	0.45869500091672	0.573344999074936	0.372740000516176	0.363799992024899	1.18734169226885	0.85189763134718	0.0605	0.0855	1.87798500037193	1.51144503617287	0.287839998483658	0.647954997479916	1.42002000382543	1.10276000025868	2.55560499681532	2.09494999855757
chr8	33900001	34000000	A.2	A.2	0.562210037958667	0.54453781512605	FALSE	0.415604990363121	0.252379999160767	0.50784999781847	1.02324499642849	0.178310000233352	0.207029995009303	0.884935862012208	0.82488499186933	0.0285	0.0265	0.938844999551773	0.699460021495819	0.0896599996685982	0.345129998415709	1.17308000016212	1.02992499920726	4.06853998591006	4.38035000044107
chr8	34000001	34100000	A.2	A.2	0.562210037958667	0.54453781512605	FALSE	0.488339992284775	0.323724998652935	0.263814996778965	0.242880000412464	0.259575000442565	0.227539995506406	0.688215809382498	0.696047562338412	0.539	0.525	0.718800002336502	0.646345017135143	0.496284997582436	0.892594995677471	0.852404999703169	0.76305500125885	1.31915999242663	1.24084500259161
chr8	34100001	34200000	A.1	A.1	0.797553774778575	0.763025210084034	FALSE	1.77007998847961	1.64976999989152	7.14094500407577	5.91079497665167	1.17073999921232	1.07642998832464	1.12964997854084	1.03792920275033	1.685	1.397	1.15093500089645	0.910315026342869	1.86830999425054	1.99932998940349	0.826410002797842	0.969815000355244	0.810209996402264	1.24893500047922
chr8	34200001	34300000	A.1	A.1	0.797553774778575	0.763025210084034	FALSE	0.501954991221428	0.399324999094009	0.328330001026392	0.518815000653267	0.422034999646246	0.403789995387197	0.776937520712614	0.622255803763867	0	0	1.243255002141	1.11361502718925	0.141844999343157	0.364029998511076	1.10786000141501	1.36215000215173	3.14608998449147	3.00717500865459
chr8	34300001	34400000	A.1	A.1	0.797553774778575	0.763025210084034	FALSE	1.1779299890995	1.09592499804497	0.682069999575615	0.929085001170635	0.797014995247126	0.683629991456866	1.07459081610292	0.881555847384036	0	0	2.69966499602795	2.8345050368309	0.173494999319315	0.506869997352362	1.99248000328243	2.46913000360131	3.64821499089897	3.83464001905918
chr8	34400001	34500000	A.1	A.1	0.746942218473218	0.763025210084034	FALSE	0.340279987931252	0.295089999288321	0.0969150001108646	0.130799999892712	0.269245000325143	0.251774994954467	0.967696646995842	0.810436701714993	0	0	1.43321000015736	1.10009002834558	0.155514999777079	0.451869997292757	1.32734999914467	1.44243000090122	2.83915498694778	3.36924501085281
chr8	34500001	34600000	A.1	A.1	0.746942218473218	0.763025210084034	FALSE	0.348114990115166	0.198629999190569	0.135479999750853	0.113389999687672	0.226069999724627	0.214904993191361	1.05157335378975	0.861722545318306	0	0.003	1.43769999957085	1.16358502483368	0.145299999713898	0.494879998058081	1.33392999996245	1.28065499779582	2.00580999207497	2.5984250023365
chr8	34600001	34700000	A.1	A.1	0.821383382539013	0.840336134453782	FALSE	1.20745998561382	0.948229993104935	0.415909999191761	0.404645000040531	0.815040003567934	0.794049994885921	0.818373325012624	0.7276783182621	0.013	0	1.83839499771595	3.39576504075527	0.369944997668266	0.453334998548031	1.77642499937117	2.30502000367641	1.31083999684453	2.8554450083971
chr8	34700001	34800000	A.1	A.1	0.895824546604808	0.917647058823529	FALSE	0.878094989657402	0.603240001946688	0.448869999855757	0.659639996409416	0.449354998990893	0.381694993391633	0.801850881531835	0.658055015869439	0.0085	0.007	1.70857499623299	1.96312003260851	0.225364998668432	0.374729998201132	1.70554000093043	1.85527500596643	1.3692299951762	2.6399550023675
chr8	34800001	34900000	A.1	A.1	0.895824546604808	0.917647058823529	FALSE	4.68355997943878	4.2712050114274	9.02100000178814	10.2083799405694	1.49766000263393	1.47390998595953	2.59650833391398	3.13437590596825	5.289	5.6335	2.2198199981451	2.07428003805876	5.27933998063207	4.20505998149514	2.06802000130713	2.05001000583172	0.694364997819066	0.954254998624325
chr8	34900001	35000000	A.1	A.1	0.895824546604808	0.809243697478992	FALSE	1.79446497797966	1.90591499486566	2.39809499257803	2.31593999803066	0.644229994915426	0.702049987792969	0.966370022051036	0.872839187189937	2.5195	2.6635	1.02434499752522	0.729575021922588	3.71491998964548	3.20478998869658	0.67210500395298	0.622339999556541	0.386579998955131	0.317469996929169
chr8	35000001	35100000	A.2	A.1	0.633066216786166	0.700840336134454	TRUE	0.384094990968704	0.19651499864459	0.130405000090599	0.134764998793602	0.267855001561344	0.231069994062185	0.692514140695334	0.522345879942179	0.0035	0.008	0.873785000562668	0.710295019865036	0.223594999283552	0.416179998338223	0.693885002404451	0.671909999579191	0.782719998076558	0.804799993395805
chr8	35100001	35200000	A.2	A.1	0.639603542808942	0.765966386554622	TRUE	1.03627999055386	0.439599998116493	0.284879999577999	0.49922999894619	0.605665001444519	0.438249994710088	0.822985023528337	0.653175023324788	0.003	0.003	1.25573500001431	1.63031003051996	0.420664997845888	0.452899998188019	1.10645500248671	1.28670000240207	0.916549996718764	1.40546999806166
chr8	35200001	35300000	A.2	A.1	0.646140868831717	0.83109243697479	TRUE	0.295454989075661	0.240719998657703	0.111019999563694	0.101665000140667	0.253074999682605	0.304249992802739	0.847906646355987	0.623206661611795	0.018	0	1.19302999973297	1.06140002393723	0.198869999706745	0.479079998314381	1.06557000203431	0.866314997822046	1.85590999162197	1.8313300011158
chr8	35300001	35400000	A.2	A.1	0.646140868831717	0.83109243697479	TRUE	0.998779986143112	0.549314998954535	0.808380000591278	0.855404998958111	0.553500000216067	0.44227499525249	0.931141692809761	0.816892529658973	0.0185	0.0125	1.47590499925613	1.63346502935886	0.29328499802947	0.548799995392561	1.59162500296533	1.84685500061512	1.78320999570191	2.7699850077033
chr8	35400001	35500000	A.1	A.1	0.807254323070434	0.833403361344538	FALSE	1.36026998925209	0.922184998780489	2.34786499455571	2.27265500426292	0.704194999352098	0.744584992229938	1.07194834344834	0.946522520728409	0.603	0.588	1.39254000091553	1.70923002815247	1.2013699900806	1.3156999964416	1.15670500193536	1.71350499781966	0.978269997790456	1.70249500060081
chr8	35500001	35600000	A.1	A.1	0.807254323070434	0.835714285714286	FALSE	2.30652498567104	2.40040000081062	9.28324996042252	10.020464930594	0.748365002527833	0.747549993962049	0.963600873984396	1.00008833503723	1.154	1.3195	0.96398999941349	0.722185021162033	0.959974997967482	0.9239049936831	1.14871500256658	1.07107000043988	0.601494997829199	0.985879994690418
chr8	35600001	35700000	A.1	A.1	0.807254323070434	0.835714285714286	FALSE	3.23210997855663	3.65980499577522	0.829794996529818	0.950179995954037	0.854690000653267	0.843304993569851	1.43380746609718	1.28875761109591	3.3145	3.9455	1.33224499964714	1.15974003279209	4.14866498103738	3.43491997992992	1.43006499996781	1.31411499905586	0.331544998973608	0.305114996492863
chr8	35700001	35800000	A.2	A.2	0.643610291016449	0.647899159663866	FALSE	0.518899987339974	0.347929997771978	0.538415001064539	0.693609997987747	0.320534998483956	0.34880499625206	0.880136714145541	0.739180854685605	0.054	0.031	1.37988999891281	1.15009002327919	0.221919998437166	0.461804998517036	1.13451500290632	1.11934500071406	2.15306999574602	2.38615999853611
chr8	35800001	35900000	A.2	A.2	0.643610291016449	0.647899159663866	FALSE	0.736424985289574	0.561149997323752	1.85778999975324	2.20943000328541	0.410554998993874	0.490924993798137	1.07368004409224	0.859403377369046	0.0245	0.0185	1.9739700012207	2.60814503383637	0.581459996640682	0.611599996864796	1.61614999905229	1.98003000313044	2.64442499026656	2.96667000204325
chr8	35900001	36000000	A.1	A.1	0.921552087726698	0.836974789915966	FALSE	8.88639000248909	3.65879498058558	0.677734997272491	0.433494997024536	3.00717497463524	2.70450497117639	0.99367839512974	0.729089192822576	0.006	0.0095	1.98025999855995	7.35248503631353	3.21088498494029	1.09782999268174	1.43887000054121	3.32243001520634	0.323764999911189	0.80470999032259
chr8	36000001	36100000	A.1	A.1	0.921552087726698	0.836974789915966	FALSE	3.41578996503353	2.82499000033736	7.35343501579762	6.13963499873877	0.852900004163385	0.948934996575117	1.15078256671131	0.83865245898068	0.612	0.4305	2.46136999821663	3.61209503847361	1.27342999112606	0.926094994455576	1.92066000126302	2.54358500579	0.564554997682571	1.53840499359369
chr8	36100001	36200000	A.1	A.1	0.921552087726698	0.836974789915966	FALSE	3.94531998229027	2.55630999466777	2.36398500162363	1.8788649944067	1.37681499507278	1.36833998785913	2.81936827416718	2.49230987894535	4.4195	4.2655	3.04528999936581	3.234100043118	3.53378498330712	2.22754498496652	2.0667750017792	2.17324000272155	1.15812999504805	2.69660500901938
chr8	36200001	36300000	A.1	A.1	0.835934204976803	0.830252100840336	FALSE	1.16533998656273	0.964785000056028	2.06168999871612	2.06647999668121	0.655855001226068	0.667894996121526	1.31077663931996	1.18558250036836	0.931	0.574	1.57934499967098	1.37106503176689	0.662094996124506	0.794269994109869	1.35466000278294	1.36199500188231	0.91570499625802	1.39599999713898
chr8	36300001	36400000	A.1	A.1	0.835934204976803	0.830252100840336	FALSE	0.740174986720085	0.559040000319481	0.202444999486208	0.16529499900341	0.488065004721284	0.520374992147088	0.673015048868954	0.567063378632069	0.0115	0.009	1.53862499773502	1.65876002645493	0.367139997601509	0.473199997931719	1.2165900015682	1.59269000539184	1.03192499493063	1.85715500301123
chr8	36400001	36500000	A.1	A.1	0.835934204976803	0.830252100840336	FALSE	13.0874849786758	12.4630199664533	7.18335496971011	5.45568499177694	2.21891000834852	1.90177999696136	1.5069466817975	1.64180523306131	5.734	5.2025	1.16855500030518	1.58726503151655	1.60979999017715	1.76393498748541	0.976605001285672	1.17458499896526	0.190125000059605	0.36305999481678
chr8	36500001	36600000	A.1	A.1	0.835934204976803	0.830252100840336	FALSE	5.70673997855186	4.81902500095964	1.81279999750853	1.79192000114918	1.00666000168771	1.00451999035478	2.56084660498798	2.94828327003866	7.1405	6.2555	1.86226499843597	2.044835041821	2.81985498136282	2.18977998805046	1.48926500326395	1.28120000064373	1.25012999731302	1.62450000625849
chr8	36600001	36700000	B.1	A.2	0.455925769717419	0.627731092436975	TRUE	2.74631997597218	2.90123998010159	5.38948498749733	4.76072996282578	1.01810000885278	1.14191999767721	1.1373883606419	1.13675747790188	1.1405	1.1255	2.30833500337601	2.18405503815413	1.06233999744058	0.947834993034601	1.95181500150263	2.22676000386477	3.96094498731196	6.36130002892017
chr8	36700001	36800000	B.1	A.2	0.455925769717419	0.627731092436975	TRUE	0.39665998852253	0.349534998327494	0.332050001502037	0.648779996991158	0.209684999838471	0.176784994840622	0.904186662420631	0.735134188652039	0.6745	0.7915	1.09835999953747	1.05012502813339	0.222189998984337	0.571424996823073	0.953150002166629	1.05758499866724	2.22065498907864	2.71753000223637
chr8	36800001	36900000	B.1	B.1	0.455925769717419	0.341176470588235	FALSE	0.496384985923767	0.398219997346401	0.0653699996769428	0.0562849998474121	0.198980000533164	0.175089995652437	0.7512533454597	0.554518377929926	0.3455	0.3345	0.900854999423027	0.677990022540092	0.265424998760223	0.57933499622345	0.585115003928542	0.434689998984337	0.66401499825716	0.421034993410111
chr8	36900001	37000000	B.1	B.1	0.455925769717419	0.341176470588235	FALSE	0.684364983797073	0.541604998320341	1.28235999673605	1.27348000836372	0.2739200001508	0.295434993550181	0.891426658764482	0.655221671037376	0.3865	0.403	1.09895499932766	0.89576002907753	0.239094999194145	0.645219997256994	0.701835003912449	0.696340001195669	0.949789995357394	0.999884995937347
chr8	37000001	37100000	B.1	B.1	0.455925769717419	0.341176470588235	FALSE	0.282879990696907	0.230729999631643	0.0898299995064735	0.0532250000834465	0.20071499992162	0.195409995466471	0.752169952534139	0.577337496981025	5e-4	0.0035	0.866970000624657	0.717205021381378	0.219874998986721	0.57689499527216	0.675680003345013	0.577249999433756	0.992794997930527	1.00400999486446
chr8	37100001	37200000	B.2	B.2	0.272880641079713	0.226050420168067	FALSE	0.177954993128777	0.0728249998092651	0.0343099999129772	0.0196250000596046	0.112410000003874	0.104079996556044	0.626849167153239	0.47096587471664	0	0	0.780414999842644	0.664000018596649	0.214624999135733	0.609529996007681	0.370530003145337	0.295270000219345	0.680064999446273	0.422799992620945
chr8	37200001	37300000	B.2	B.2	0.272880641079713	0.226050420168067	FALSE	0.205464993238449	0.0619999997615814	0.0639199998378754	0.0288000000119209	0.106424999982119	0.130619996443391	0.554601679593325	0.416477489836514	0.0835	0.0535	0.62029999935627	0.642470018208027	0.0934299997091293	0.373264998018742	0.419235001966357	0.218380000412464	0.666854999184609	0.402279993891716
chr8	37300001	37400000	B.2	B.2	0.154365246731337	0.121428571428571	FALSE	0.107984995603561	0.060589999884367	0.0343249998390675	0.0143850000500679	0.0745950001180172	0.0607849976867437	0.423199190482497	0.344434990331531	0.0025	0.003	0.542639998912811	0.369870011806488	0.098919999808073	0.369894997864962	0.190475001946092	0.137205000549555	0.267314999863505	0.148684996128082
