chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr1	4857398	4858063	Npbwr1	0.018442	0.005076	19.436336	0.000261	0.000000	0.080656	0.028867	19.212375	0.001503	0.000277	1059667.500000	promoter	0.062214	0.023791	False	True	True
chr1	4857398	4858063	Oprk1	0.035772	0.007428	19.436336	0.000382	0.000000	0.024900	0.007343	19.212375	0.000382	0.000000	730734.500000	promoter	-0.010872	-0.000085	False	False	False
chr1	4857398	4858063	Rgs20	0.203980	0.264468	19.436336	0.013607	0.003508	0.167942	0.232573	19.212375	0.012105	0.003078	212554.500000	promoter	-0.036038	-0.031895	True	True	True
chr1	4857398	4858063	Sgk3	0.023275	0.044956	19.436336	0.002313	0.000398	0.009460	0.022324	19.212375	0.001162	0.000195	4940375.500000	promoter	-0.013815	-0.022632	True	True	True
chr1	4857398	4858063	Sntg1	0.029333	0.018815	19.436336	0.000968	0.000163	0.012551	0.016352	19.212375	0.000851	0.000142	4442147.500000	promoter	-0.016782	-0.002463	True	True	True
chr1	4857398	4858063	Xkr4	0.010131	0.017208	19.436336	0.000885	0.000143	0.024002	0.064727	19.212375	0.003369	0.000689	1186232.500000	promoter	0.013871	0.047519	True	True	True
chr1	5082974	5083474	Gm37587	0.008239	0.002403	5.021928	0.000479	0.000000	0.044909	0.015540	5.697845	0.002727	0.000551	586674.000000	genic	0.036670	0.013137	False	True	True
chr1	5082974	5083474	Mrpl15	0.017526	0.043977	5.021928	0.008757	0.002120	0.027729	0.079816	5.697845	0.014008	0.003547	297485.000000	genic	0.010203	0.035839	True	True	True
chr1	5082974	5083474	Oprk1	0.033975	0.007055	5.021928	0.001405	0.000212	0.046106	0.013596	5.697845	0.002386	0.000458	505241.000000	genic	0.012131	0.006541	True	True	True
chr1	5082974	5083474	Sox17	0.008247	0.002407	5.021928	0.000479	0.000000	0.044897	0.015541	5.697845	0.002728	0.000551	585870.000000	genic	0.036650	0.013134	False	True	True
chr1	5915247	5915747	Npbwr1	0.149495	0.041151	0.272759	0.150869	0.044850	0.100870	0.036102	0.236928	0.152375	0.045619	1901.000000	genic	-0.048625	-0.005049	True	True	True
chr1	6214488	6214988	Gm26901	0.035824	0.163805	13.239479	0.012372	0.002667	0.023860	0.129192	14.183804	0.009108	0.001950	1183131.000000	genic	-0.011964	-0.034613	True	True	True
chr1	6214488	6214988	Mrpl15	0.034399	0.086315	13.239479	0.006520	0.001350	0.009542	0.027465	14.183804	0.001936	0.000372	1428999.000000	genic	-0.024857	-0.058850	True	True	True
chr1	6214488	6214988	Npbwr1	0.070757	0.019477	13.239479	0.001471	0.000139	0.098649	0.035307	14.183804	0.002489	0.000416	297340.000000	genic	0.027892	0.015830	True	True	True
chr1	6214488	6214988	Oprk1	0.086732	0.018010	13.239479	0.001360	0.000221	0.066043	0.019475	14.183804	0.001373	0.000224	626273.000000	genic	-0.020689	0.001465	True	True	True
chr1	6214488	6214988	Snhg6	0.020830	0.065338	13.239479	0.004935	0.000895	0.004287	0.014836	14.183804	0.001046	0.000179	3729380.000000	genic	-0.016543	-0.050502	True	True	True
chr1	6214488	6214988	Tcf24	0.041719	0.042923	13.239479	0.003242	0.000583	0.000808	0.001014	14.183804	0.000072	0.000000	3753194.000000	genic	-0.040911	-0.041909	True	False	True
chr1	6306566	6307066	Alkal1	0.036387	0.031482	2.361418	0.013332	0.002719	0.020901	0.017119	1.200899	0.014255	0.003047	52401.000000	intergenic	-0.015486	-0.014363	True	True	True
chr1	6306566	6307066	Oprk1	0.022074	0.004584	2.361418	0.001941	0.000368	0.003767	0.001111	1.200899	0.000925	0.000127	718351.000000	intergenic	-0.018307	-0.003473	True	True	True
chr1	6382624	6383124	Alkal1	0.029880	0.025852	0.925000	0.027948	0.006074	0.042070	0.034456	1.409384	0.024448	0.004668	23657.000000	genic	0.012190	0.008604	True	True	True
chr1	6441028	6441833	Npbwr1	0.033265	0.009157	3.411012	0.002684	0.000535	0.012301	0.004403	4.208391	0.001046	0.000127	524032.500000	intergenic	-0.020964	-0.004754	True	True	True
chr1	6729456	6729956	A830018L16Rik	0.020025	0.022436	12.219618	0.001836	0.000316	0.004647	0.010324	10.101756	0.001022	0.000171	4684398.000000	genic	-0.015378	-0.012112	True	True	True
chr1	6729456	6729956	Alkal1	0.044354	0.038374	12.219618	0.003140	0.000624	0.017222	0.014105	10.101756	0.001396	0.000166	370489.000000	genic	-0.027132	-0.024269	True	True	True
chr1	6729456	6729956	Oprk1	0.014246	0.002958	12.219618	0.000242	0.000000	0.030805	0.009084	10.101756	0.000899	0.000145	1141241.000000	genic	0.016559	0.006126	False	True	True
chr1	6729456	6729956	Pcmtd1	0.028776	0.179091	12.219618	0.014656	0.003661	0.010038	0.062576	10.101756	0.006195	0.001427	359213.000000	genic	-0.018738	-0.116515	True	True	True
chr1	6729456	6729956	St18	0.083745	0.214769	12.219618	0.017576	0.004599	0.068866	0.162334	10.101756	0.016070	0.004177	242476.000000	genic	-0.014879	-0.052435	True	True	True
chr1	6733767	6734267	Npbwr1	0.036577	0.010068	11.768119	0.000856	0.000120	0.024044	0.008606	9.605748	0.000896	0.000129	816619.000000	genic	-0.012533	-0.001462	True	True	True
chr1	6739148	6739648	St18	0.013668	0.035053	3.931283	0.008916	0.002170	0.025244	0.059505	3.169474	0.018775	0.004919	252168.000000	genic	0.011576	0.024452	True	True	True
chr1	6760481	6760981	Npbwr1	0.020149	0.005546	4.568222	0.001214	0.000205	0.003693	0.001322	4.005319	0.000330	0.000000	843333.000000	genic	-0.016456	-0.004224	True	False	True
chr1	6769907	6770407	Cpa6	0.067958	0.009997	5.476650	0.001825	0.000321	0.001019	0.000219	3.225697	0.000068	0.000000	3949788.000000	genic	-0.066939	-0.009778	True	False	True
chr1	6783954	6784454	St18	0.013988	0.035874	5.263506	0.006816	0.001592	0.025483	0.060069	4.803491	0.012505	0.003139	296974.000000	genic	0.011495	0.024195	True	True	True
chr1	6819839	6820339	Alkal1	0.079039	0.068384	31.429899	0.002176	0.000397	0.063562	0.052059	23.710804	0.002196	0.000402	460872.000000	genic	-0.015477	-0.016325	True	True	True
chr1	6819839	6820339	Gm37587	0.012592	0.003673	31.429899	0.000117	0.000000	0.056910	0.019693	23.710804	0.000831	0.000141	2323539.000000	genic	0.044318	0.016020	False	True	True
chr1	6819839	6820339	Mcmdc2	0.023419	0.026320	31.429899	0.000837	0.000142	0.001774	0.002070	23.710804	0.000087	0.000000	3088548.000000	genic	-0.021645	-0.024250	True	False	True
chr1	6819839	6820339	Npbwr1	0.035144	0.009674	31.429899	0.000308	0.000000	0.020391	0.007298	23.710804	0.000308	0.000000	902691.000000	genic	-0.014753	-0.002376	False	False	False
chr1	6819839	6820339	Oprk1	0.033889	0.007037	31.429899	0.000224	0.000000	0.061296	0.018075	23.710804	0.000762	0.000118	1231624.000000	genic	0.027407	0.011038	False	True	True
chr1	6819839	6820339	Pcmtd1	0.055891	0.347846	31.429899	0.011067	0.002762	0.042948	0.267750	23.710804	0.011292	0.002824	268830.000000	genic	-0.012943	-0.080096	True	True	True
chr1	6819839	6820339	Sox17	0.012592	0.003674	31.429899	0.000117	0.000000	0.056890	0.019693	23.710804	0.000831	0.000141	2322735.000000	genic	0.044298	0.016019	False	True	True
chr1	6819839	6820339	St18	0.181006	0.464204	31.429899	0.014769	0.003718	0.192514	0.453800	23.710804	0.019139	0.004885	332859.000000	genic	0.011508	-0.010404	True	True	True
chr1	6819839	6820339	Tcea1	0.022135	0.102709	31.429899	0.003268	0.000636	0.006547	0.028459	23.710804	0.001200	0.000216	1962276.000000	genic	-0.015588	-0.074250	True	True	True
chr1	6820863	6821363	Gm37587	0.006393	0.001865	15.963105	0.000117	0.000000	0.029098	0.010069	12.123301	0.000831	0.000141	2324563.000000	genic	0.022705	0.008204	False	True	True
chr1	6820863	6821363	Oprk1	0.017197	0.003571	15.963105	0.000224	0.000000	0.031335	0.009240	12.123301	0.000762	0.000118	1232648.000000	genic	0.014138	0.005669	False	True	True
chr1	6820863	6821363	Sox17	0.006392	0.001865	15.963105	0.000117	0.000000	0.029088	0.010069	12.123301	0.000831	0.000141	2323759.000000	genic	0.022696	0.008204	False	True	True
chr1	7088622	7089169	2610203C22Rik	0.007359	0.039658	29.918148	0.001326	0.000238	0.024598	0.127317	31.163777	0.004085	0.000777	2542279.500000	promoter	0.017239	0.087659	True	True	True
chr1	7088622	7089169	Adhfe1	0.013441	0.049410	29.918148	0.001652	0.000302	0.031998	0.110577	31.163777	0.003548	0.000675	2459051.500000	promoter	0.018557	0.061167	True	True	True
chr1	7088622	7089169	Alkal1	0.138615	0.119928	29.918148	0.004009	0.000858	0.112531	0.092165	31.163777	0.002957	0.000609	729678.500000	promoter	-0.026084	-0.027763	True	True	True
chr1	7088622	7089169	Arfgef1	0.047865	0.119334	29.918148	0.003989	0.000738	0.029410	0.068645	31.163777	0.002203	0.000400	3143774.500000	promoter	-0.018455	-0.050689	True	True	True
chr1	7088622	7089169	Atp6v1h	0.021248	0.027512	29.918148	0.000920	0.000159	0.003042	0.004206	31.163777	0.000135	0.000000	2018878.500000	promoter	-0.018206	-0.023306	True	False	True
chr1	7088622	7089169	Cops5	0.006321	0.022439	29.918148	0.000750	0.000126	0.024789	0.094896	31.163777	0.003045	0.000564	2949272.500000	promoter	0.018468	0.072457	True	True	True
chr1	7088622	7089169	Cspp1	0.006321	0.022439	29.918148	0.000750	0.000126	0.024788	0.094895	31.163777	0.003045	0.000564	2949090.500000	promoter	0.018467	0.072456	True	True	True
chr1	7088622	7089169	Gm26901	0.077690	0.355239	29.918148	0.011874	0.002960	0.049291	0.266889	31.163777	0.008564	0.002065	308973.500000	promoter	-0.028399	-0.088350	True	True	True
chr1	7088622	7089169	Gm37988	0.012826	0.040350	29.918148	0.001349	0.000244	0.048218	0.175080	31.163777	0.005618	0.001092	2281004.500000	promoter	0.035392	0.134730	True	True	True
chr1	7088622	7089169	Lypla1	0.012825	0.040351	29.918148	0.001349	0.000244	0.048216	0.175082	31.163777	0.005618	0.001092	2281108.500000	promoter	0.035391	0.134731	True	True	True
chr1	7088622	7089169	Mcmdc2	0.045102	0.050690	29.918148	0.001694	0.000307	0.002559	0.002987	31.163777	0.000096	0.000000	2819741.500000	promoter	-0.042543	-0.047703	True	False	True
chr1	7088622	7089169	Mybl1	0.013990	0.045659	29.918148	0.001526	0.000277	0.025887	0.076286	31.163777	0.002448	0.000456	2611313.500000	promoter	0.011897	0.030627	True	True	True
chr1	7088622	7089169	Npbwr1	0.025615	0.007051	29.918148	0.000236	0.000000	0.085862	0.030730	31.163777	0.000986	0.000165	1171497.500000	promoter	0.060247	0.023679	False	True	True
chr1	7088622	7089169	Ppp1r42	0.002858	0.002767	29.918148	0.000092	0.000000	0.025402	0.034185	31.163777	0.001097	0.000192	2920240.500000	promoter	0.022544	0.031418	False	True	True
chr1	7088622	7089169	Prex2	0.004648	0.002055	29.918148	0.000069	0.000000	0.059974	0.032015	31.163777	0.001027	0.000175	3904568.500000	promoter	0.055326	0.029960	False	True	True
chr1	7088622	7089169	Rgs20	0.021220	0.027512	29.918148	0.000920	0.000159	0.003038	0.004207	31.163777	0.000135	0.000000	2018610.500000	promoter	-0.018182	-0.023305	True	False	True
chr1	7088622	7089169	Rrs1	0.013449	0.049406	29.918148	0.001651	0.000302	0.032028	0.110563	31.163777	0.003548	0.000675	2456511.500000	promoter	0.018579	0.061157	True	True	True
chr1	7088622	7089169	Sntg1	0.005736	0.003679	29.918148	0.000123	0.000000	0.023165	0.030181	31.163777	0.000968	0.000169	2210982.500000	promoter	0.017429	0.026502	False	True	True
chr1	7088622	7089169	St18	0.130348	0.334287	29.918148	0.011173	0.002611	0.075624	0.178264	31.163777	0.005720	0.001281	601665.500000	promoter	-0.054724	-0.156023	True	True	True
chr1	7088622	7089169	Tcea1	0.034138	0.158405	29.918148	0.005295	0.001031	0.022926	0.099650	31.163777	0.003198	0.000613	2231082.500000	promoter	-0.011212	-0.058755	True	True	True
chr1	7088622	7089169	Tcf24	0.002729	0.002807	29.918148	0.000094	0.000000	0.089406	0.112237	31.163777	0.003602	0.000672	2879036.500000	promoter	0.086677	0.109430	False	True	True
chr1	7088622	7089169	Vcpip1	0.031360	0.115945	29.918148	0.003875	0.000732	0.018659	0.075460	31.163777	0.002421	0.000450	2659486.500000	promoter	-0.012701	-0.040485	True	True	True
chr1	7088622	7089169	Xkr4	0.045479	0.077251	29.918148	0.002582	0.000467	0.011069	0.029850	31.163777	0.000958	0.000164	3417397.500000	promoter	-0.034410	-0.047401	True	True	True
chr1	7397619	7398279	Adhfe1	0.047506	0.174638	20.746723	0.008418	0.001661	0.033765	0.116681	25.392698	0.004595	0.000895	2149998.000000	promoter	-0.013741	-0.057957	True	True	True
chr1	7397619	7398279	Alkal1	0.034406	0.029768	20.746723	0.001435	0.000262	0.082834	0.067843	25.392698	0.002672	0.000539	1038732.000000	promoter	0.048428	0.038075	True	True	True
chr1	7397619	7398279	Arfgef1	0.030052	0.074923	20.746723	0.003611	0.000675	0.041140	0.096024	25.392698	0.003782	0.000708	2834721.000000	promoter	0.011088	0.021101	True	True	True
chr1	7397619	7398279	Atp6v1h	0.001869	0.002420	20.746723	0.000117	0.000000	0.059432	0.082182	25.392698	0.003236	0.000617	2327932.000000	promoter	0.057563	0.079762	False	True	True
chr1	7397619	7398279	Cops5	0.000599	0.002127	20.746723	0.000103	0.000000	0.034756	0.133050	25.392698	0.005240	0.000997	2640219.000000	promoter	0.034157	0.130923	False	True	True
chr1	7397619	7398279	Cspp1	0.000599	0.002127	20.746723	0.000103	0.000000	0.034755	0.133049	25.392698	0.005240	0.000997	2640037.000000	promoter	0.034156	0.130922	False	True	True
chr1	7397619	7398279	Gm37587	0.103839	0.030291	20.746723	0.001460	0.000262	0.006831	0.002364	25.392698	0.000093	0.000000	2901399.000000	promoter	-0.097008	-0.027927	True	False	True
chr1	7397619	7398279	Mcmdc2	0.028523	0.032056	20.746723	0.001545	0.000281	0.068436	0.079876	25.392698	0.003146	0.000594	2510688.000000	promoter	0.039913	0.047820	True	True	True
chr1	7397619	7398279	Ppp1r42	0.039650	0.038388	20.746723	0.001850	0.000340	0.001957	0.002633	25.392698	0.000104	0.000000	2611187.000000	promoter	-0.037693	-0.035755	True	False	True
chr1	7397619	7398279	Rgs20	0.001867	0.002420	20.746723	0.000117	0.000000	0.059343	0.082181	25.392698	0.003236	0.000617	2327664.000000	promoter	0.057476	0.079761	False	True	True
chr1	7397619	7398279	Rrs1	0.047532	0.174609	20.746723	0.008416	0.001661	0.033796	0.116664	25.392698	0.004594	0.000895	2147458.000000	promoter	-0.013736	-0.057945	True	True	True
chr1	7397619	7398279	Sox17	0.103796	0.030290	20.746723	0.001460	0.000262	0.006831	0.002364	25.392698	0.000093	0.000000	2900595.000000	promoter	-0.096965	-0.027926	True	False	True
chr1	7397619	7398279	St18	0.028474	0.073023	20.746723	0.003520	0.000735	0.003286	0.007745	25.392698	0.000305	0.000000	910719.000000	promoter	-0.025188	-0.065278	True	False	True
chr1	7397619	7398279	Tcea1	0.019675	0.091297	20.746723	0.004401	0.000839	0.033057	0.143686	25.392698	0.005659	0.001084	2540136.000000	promoter	0.013382	0.052389	True	True	True
chr1	7397619	7398279	Tcf24	0.032753	0.033698	20.746723	0.001624	0.000296	0.002132	0.002677	25.392698	0.000105	0.000000	2569983.000000	promoter	-0.030621	-0.031021	True	False	True
chr1	7397619	7398279	Vcpip1	0.038682	0.143018	20.746723	0.006894	0.001340	0.026008	0.105180	25.392698	0.004142	0.000796	2350433.000000	promoter	-0.012674	-0.037838	True	True	True
chr1	7397619	7398279	Xkr4	0.057608	0.097853	20.746723	0.004717	0.000855	0.015521	0.041856	25.392698	0.001648	0.000290	3726451.000000	promoter	-0.042087	-0.055997	True	True	True
chr1	9248422	9248922	Sntg1	0.026454	0.016968	0.864527	0.019627	0.004925	0.008889	0.011581	0.843514	0.013729	0.002822	51206.000000	genic	-0.017565	-0.005387	True	True	True
chr1	9299187	9300128	Cpa6	0.002884	0.000424	2.192870	0.000193	0.000000	0.059949	0.012874	5.889652	0.002186	0.000426	1420287.500000	promoter	0.057065	0.012450	False	True	True
chr1	9299187	9300128	Npbwr1	0.009973	0.002745	2.192870	0.001252	0.000219	0.034937	0.012504	5.889652	0.002123	0.000382	3382259.500000	promoter	0.024964	0.009759	True	True	True
chr1	9545068	9545657	Adhfe1	0.380100	1.397302	10.563631	0.132275	0.035358	0.427595	1.477651	11.028358	0.133986	0.036231	2584.500000	promoter	0.047495	0.080349	True	True	True
chr1	9545068	9545657	Cops5	0.054148	0.192208	10.563631	0.018195	0.004432	0.031509	0.120620	11.028358	0.010937	0.002607	492805.500000	promoter	-0.022639	-0.071588	True	True	True
chr1	9545068	9545657	Cspp1	0.054145	0.192200	10.563631	0.018195	0.004432	0.031507	0.120616	11.028358	0.010937	0.002607	492623.500000	promoter	-0.022638	-0.071584	True	True	True
chr1	9545068	9545657	Mcmdc2	0.053972	0.060658	10.563631	0.005742	0.001307	0.021309	0.024870	11.028358	0.002255	0.000388	363274.500000	promoter	-0.032663	-0.035788	True	True	True
chr1	9545068	9545657	Mybl1	0.114709	0.374379	10.563631	0.035440	0.010092	0.127281	0.375078	11.028358	0.034010	0.009662	154846.500000	promoter	0.012572	0.000699	True	True	True
chr1	9545068	9545657	Oprk1	0.003446	0.000716	10.563631	0.000068	0.000000	0.034212	0.010089	11.028358	0.000915	0.000154	3956897.500000	promoter	0.030766	0.009373	False	True	True
chr1	9545068	9545657	Prex2	0.026648	0.011779	10.563631	0.001115	0.000197	0.003919	0.002092	11.028358	0.000190	0.000000	1448101.500000	promoter	-0.022729	-0.009687	True	False	True
chr1	9545068	9545657	Sgk3	0.068100	0.131539	10.563631	0.012452	0.003155	0.050355	0.118833	11.028358	0.010775	0.002688	252743.500000	promoter	-0.017745	-0.012706	True	True	True
chr1	9545068	9545657	Sntg1	0.057141	0.036652	10.563631	0.003470	0.000644	0.027574	0.035925	11.028358	0.003258	0.000585	245484.500000	promoter	-0.029567	-0.000727	True	True	True
chr1	9545068	9545657	Tcf24	0.022561	0.023212	10.563631	0.002197	0.000393	0.052259	0.065604	11.028358	0.005949	0.001359	422569.500000	promoter	0.029698	0.042392	True	True	True
chr1	9545068	9545657	Vcpip1	0.062002	0.229237	10.563631	0.021701	0.005848	0.045674	0.184712	11.028358	0.016749	0.004420	203019.500000	promoter	-0.016328	-0.044525	True	True	True
chr1	9545068	9545657	Vxn	0.098382	0.186330	10.563631	0.017639	0.004333	0.084003	0.174068	11.028358	0.015784	0.003681	55835.500000	promoter	-0.014379	-0.012262	True	True	True
chr1	9630046	9630546	2610203C22Rik	0.553390	2.982067	21.966619	0.135755	0.037134	0.542671	2.808762	19.463639	0.144308	0.041501	879.000000	genic	-0.010719	-0.173305	True	True	True
chr1	9630046	9630546	Adhfe1	0.136194	0.500667	21.966619	0.022792	0.006368	0.099012	0.342156	19.463639	0.017579	0.004641	82349.000000	genic	-0.037182	-0.158511	True	True	True
chr1	9630046	9630546	Arfgef1	0.061492	0.153307	21.966619	0.006979	0.001588	0.022098	0.051578	19.463639	0.002650	0.000533	602374.000000	genic	-0.039394	-0.101729	True	True	True
chr1	9630046	9630546	Atp6v1h	0.029883	0.038692	21.966619	0.001761	0.000304	0.000825	0.001140	19.463639	0.000059	0.000000	4560279.000000	genic	-0.029058	-0.037552	True	False	True
chr1	9630046	9630546	Cops5	0.079021	0.280501	21.966619	0.012769	0.003127	0.023175	0.088719	19.463639	0.004558	0.001000	407872.000000	genic	-0.055846	-0.191782	True	True	True
chr1	9630046	9630546	Cpa6	0.037903	0.005576	21.966619	0.000254	0.000000	0.089536	0.019228	19.463639	0.000988	0.000163	1089649.000000	genic	0.051633	0.013652	False	True	True
chr1	9630046	9630546	Cspp1	0.079017	0.280489	21.966619	0.012769	0.003127	0.023175	0.088720	19.463639	0.004558	0.001000	407690.000000	genic	-0.055842	-0.191769	True	True	True
chr1	9630046	9630546	Eya1	0.002428	0.001253	21.966619	0.000057	0.000000	0.020218	0.017409	19.463639	0.000894	0.000149	4679939.000000	genic	0.017790	0.016156	False	True	True
chr1	9630046	9630546	Gm29520	0.495205	1.648847	21.966619	0.075061	0.020535	0.456272	1.519196	19.463639	0.078053	0.021901	10286.000000	genic	-0.038933	-0.129651	True	True	True
chr1	9630046	9630546	Mcmdc2	0.051453	0.057827	21.966619	0.002633	0.000441	0.035227	0.041116	19.463639	0.002112	0.000298	278341.000000	genic	-0.016226	-0.016711	True	True	True
chr1	9630046	9630546	Mrpl15	0.026303	0.066002	21.966619	0.003005	0.000521	0.015426	0.044403	19.463639	0.002281	0.000394	4844557.000000	genic	-0.010877	-0.021599	True	True	True
chr1	9630046	9630546	Mybl1	0.188335	0.614673	21.966619	0.027982	0.008073	0.145851	0.429800	19.463639	0.022082	0.006068	69913.000000	genic	-0.042484	-0.184873	True	True	True
chr1	9630046	9630546	Ppp1r42	0.063137	0.061128	21.966619	0.002783	0.000533	0.048470	0.065228	19.463639	0.003351	0.000682	378840.000000	genic	-0.014667	0.004100	True	True	True
chr1	9630046	9630546	Prdm14	0.042992	0.049684	21.966619	0.002262	0.000406	0.018268	0.029429	19.463639	0.001512	0.000267	3496867.000000	genic	-0.024724	-0.020255	True	True	True
chr1	9630046	9630546	Prex2	0.010028	0.004433	21.966619	0.000202	0.000000	0.033730	0.018006	19.463639	0.000925	0.000155	1363168.000000	genic	0.023702	0.013573	False	True	True
chr1	9630046	9630546	Rgs20	0.029843	0.038692	21.966619	0.001761	0.000304	0.000823	0.001140	19.463639	0.000059	0.000000	4560011.000000	genic	-0.029020	-0.037552	True	False	True
chr1	9630046	9630546	Rrs1	0.136176	0.500244	21.966619	0.022773	0.006368	0.098870	0.341304	19.463639	0.017535	0.004641	84889.000000	genic	-0.037306	-0.158940	True	True	True
chr1	9630046	9630546	Sgk3	0.098849	0.190931	21.966619	0.008692	0.002069	0.082988	0.195841	19.463639	0.010062	0.002476	167810.000000	genic	-0.015861	0.004910	True	True	True
chr1	9630046	9630546	Sntg1	0.072792	0.046691	21.966619	0.002126	0.000338	0.054678	0.071238	19.463639	0.003660	0.000749	330418.000000	genic	-0.018114	0.024547	True	True	True
chr1	9630046	9630546	Sulf1	0.077085	0.022377	21.966619	0.001019	0.000177	0.005290	0.001715	19.463639	0.000088	0.000000	3061980.000000	genic	-0.071795	-0.020662	True	False	True
chr1	9630046	9630546	Vxn	0.323651	0.612976	21.966619	0.027905	0.006820	0.275858	0.571625	19.463639	0.029369	0.007389	29098.000000	genic	-0.047793	-0.041351	True	True	True
chr1	9631456	9631956	Adhfe1	0.024963	0.091766	4.028198	0.022781	0.006368	0.014432	0.049873	2.841079	0.017554	0.004641	83759.000000	promoter	-0.010531	-0.041893	True	True	True
chr1	9631456	9631956	Gm29520	0.095523	0.318055	4.028198	0.078957	0.020535	0.069868	0.232632	2.841079	0.081882	0.021901	8876.000000	promoter	-0.025655	-0.085423	True	True	True
chr1	9631456	9631956	Mybl1	0.034555	0.112776	4.028198	0.027997	0.008073	0.021322	0.062832	2.841079	0.022115	0.006068	68503.000000	promoter	-0.013233	-0.049944	True	True	True
chr1	9631456	9631956	Rrs1	0.024962	0.091698	4.028198	0.022764	0.006368	0.014414	0.049757	2.841079	0.017513	0.004641	86299.000000	promoter	-0.010548	-0.041941	True	True	True
chr1	9631456	9631956	Vxn	0.058579	0.110946	4.028198	0.027542	0.006820	0.039784	0.082440	2.841079	0.029017	0.007389	30508.000000	promoter	-0.018795	-0.028506	True	True	True
