chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr1	9630046	9630546	Cops5	0.079021	0.280501	21.966619	0.012769	0.003127	0.023175	0.088719	19.463639	0.004558	0.001	407872	genic	-0.055846	-0.191782	TRUE	TRUE	TRUE
chr1	9630046	9630546	Cpa6	0.037903	0.005576	21.966619	2.54e-4	0	0.089536	0.019228	19.463639	9.88e-4	1.63e-4	1089649	genic	0.051633	0.013652	FALSE	TRUE	TRUE
chr1	9630046	9630546	Cspp1	0.079017	0.280489	21.966619	0.012769	0.003127	0.023175	0.08872	19.463639	0.004558	0.001	407690	genic	-0.055842	-0.191769	TRUE	TRUE	TRUE
chr1	9630046	9630546	Eya1	0.002428	0.001253	21.966619	5.7e-5	0	0.020218	0.017409	19.463639	8.94e-4	1.49e-4	4679939	genic	0.01779	0.016156	FALSE	TRUE	TRUE
chr1	9630046	9630546	Gm29520	0.495205	1.648847	21.966619	0.075061	0.020535	0.456272	1.519196	19.463639	0.078053	0.021901	10286	genic	-0.038933	-0.129651	TRUE	TRUE	TRUE
chr1	9630046	9630546	Mcmdc2	0.051453	0.057827	21.966619	0.002633	4.41e-4	0.035227	0.041116	19.463639	0.002112	2.98e-4	278341	genic	-0.016226	-0.016711	TRUE	TRUE	TRUE
chr1	9630046	9630546	Mrpl15	0.026303	0.066002	21.966619	0.003005	5.21e-4	0.015426	0.044403	19.463639	0.002281	3.94e-4	4844557	genic	-0.010877	-0.021599	TRUE	TRUE	TRUE
chr1	9630046	9630546	Mybl1	0.188335	0.614673	21.966619	0.027982	0.008073	0.145851	0.4298	19.463639	0.022082	0.006068	69913	genic	-0.042484	-0.184873	TRUE	TRUE	TRUE
chr1	9630046	9630546	Ppp1r42	0.063137	0.061128	21.966619	0.002783	5.33e-4	0.04847	0.065228	19.463639	0.003351	6.82e-4	378840	genic	-0.014667	0.0041	TRUE	TRUE	TRUE
chr1	9630046	9630546	Prdm14	0.042992	0.049684	21.966619	0.002262	4.06e-4	0.018268	0.029429	19.463639	0.001512	2.67e-4	3496867	genic	-0.024724	-0.020255	TRUE	TRUE	TRUE
