chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr8	31089220	31090101	Eif4ebp1	0.022546	0.024103	16.854839	0.00143	2.49e-4	0.012425	0.01366	19.115485	7.15e-4	1.18e-4	3829332.5	promoter	-0.010121	-0.010443	TRUE	TRUE	TRUE
chr8	31089220	31090101	Fut10	0.054465	0.26762	16.854839	0.015878	0.004156	0.080435	0.310694	19.115485	0.016254	0.004277	97669.5	promoter	0.02597	0.043074	TRUE	TRUE	TRUE
chr8	31089220	31090101	Gm26795	0.036871	0.014744	16.854839	8.75e-4	1.5e-4	0.001979	0.002076	19.115485	1.09e-4	0	2496156.5	promoter	-0.034892	-0.012668	TRUE	FALSE	TRUE
chr8	31089220	31090101	Gm39157	0	0	0	0	0	0.038806	0.034063	19.115485	0.001782	3.23e-4	2896252.5	promoter	0.038806	0.034063	FALSE	TRUE	TRUE
chr8	31089220	31090101	Gm45490	0.021062	0.007292	16.854839	4.33e-4	0	0.014369	0.00827	19.115485	4.33e-4	0	647436.5	promoter	-0.006693	9.78e-4	FALSE	FALSE	FALSE
chr8	31089220	31090101	Gm8110	0	0	0	0	0	0.029564	0.022496	19.115485	0.001177	2.09e-4	2568985.5	promoter	0.029564	0.022496	FALSE	TRUE	TRUE
chr8	31089220	31090101	Mak16	0.052425	0.350972	16.854839	0.020823	0.005701	0.065087	0.411872	19.115485	0.021546	0.005942	79103.5	promoter	0.012662	0.0609	TRUE	TRUE	TRUE
chr8	31089220	31090101	Nrg1	0.090297	0.051638	16.854839	0.003064	6e-4	0.03774	0.037966	19.115485	0.001986	3.78e-4	1795136.5	promoter	-0.052557	-0.013672	TRUE	TRUE	TRUE
chr8	31089220	31090101	Rnf122	0.040408	0.535654	16.854839	0.03178	0.00733	0.053689	0.609595	19.115485	0.03189	0.007374	22158.5	promoter	0.013281	0.073941	TRUE	TRUE	TRUE
chr8	31089220	31090101	Tti2	0.06714	0.500478	16.854839	0.029693	0.008617	0.071211	0.502358	19.115485	0.02628	0.007431	60653.5	promoter	0.004071	0.00188	TRUE	TRUE	TRUE
chr8	31089220	31090101	Unc5d	0.017996	0.013717	16.854839	8.14e-4	1.37e-4	0.032996	0.056002	19.115485	0.00293	5.7e-4	1870024.5	promoter	0.015	0.042285	TRUE	TRUE	TRUE
chr8	31096931	31097431	Dusp26	0.028239	0.188189	2.588699	0.072696	0.015405	0.023769	0.163865	2.26183	0.072448	0.015286	7711	genic	-0.00447	-0.024324	TRUE	TRUE	TRUE
chr8	31111496	31112069	1700104B16Rik	0.010458	0.051807	23.727194	0.002183	4.04e-4	0.024617	0.098391	21.74907	0.004524	8.59e-4	2620036.5	promoter	0.014159	0.046584	TRUE	TRUE	TRUE
chr8	31111496	31112069	AC132407.1	0.012482	0.008192	23.727194	3.45e-4	0	0.059217	0.048201	21.74907	0.002216	4.36e-4	806975.5	promoter	0.046735	0.040009	FALSE	TRUE	TRUE
chr8	31111496	31112069	Brf2	0.021497	0.095025	23.727194	0.004005	7.17e-4	0.010581	0.04339	21.74907	0.001995	3.51e-4	3983102.5	promoter	-0.010916	-0.051635	TRUE	TRUE	TRUE
chr8	31111496	31112069	Dusp26	0.112875	0.752219	23.727194	0.031703	0.00733	0.10036	0.691894	21.74907	0.031813	0.007374	22312.5	promoter	-0.012515	-0.060325	TRUE	TRUE	TRUE
chr8	31111496	31112069	Fut10	0.109493	0.538007	23.727194	0.022675	0.006303	0.109498	0.422953	21.74907	0.019447	0.005219	75547.5	promoter	5e-6	-0.115054	TRUE	TRUE	TRUE
chr8	31111496	31112069	Gm26795	0.006386	0.002554	23.727194	1.08e-4	0	0.047535	0.049869	21.74907	0.002293	4.27e-4	2518278.5	promoter	0.041149	0.047315	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gm39157	0	0	0	0	0	0.054286	0.047652	21.74907	0.002191	4.02e-4	2874130.5	promoter	0.054286	0.047652	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gm45490	0.089133	0.030858	23.727194	0.001301	2.12e-4	0.031173	0.017941	21.74907	8.25e-4	9.8e-5	669558.5	promoter	-0.05796	-0.012917	TRUE	TRUE	TRUE
chr8	31111496	31112069	Gm8110	0	0	0	0	0	0.022049	0.016778	21.74907	7.71e-4	1.3e-4	2591107.5	promoter	0.022049	0.016778	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gtf2e2	0.010458	0.051807	23.727194	0.002183	4.04e-4	0.024617	0.098391	21.74907	0.004524	8.59e-4	2620049.5	promoter	0.014159	0.046584	TRUE	TRUE	TRUE
chr8	31111496	31112069	Mak16	0.12526	0.838578	23.727194	0.035342	0.010568	0.102935	0.651372	21.74907	0.029949	0.008676	56981.5	promoter	-0.022325	-0.187206	TRUE	TRUE	TRUE
chr8	31111496	31112069	Nrg1	0.030777	0.017601	23.727194	7.42e-4	1.21e-4	0.015633	0.015726	21.74907	7.23e-4	1.17e-4	1773014.5	promoter	-0.015144	-0.001875	TRUE	TRUE	TRUE
chr8	31111496	31112069	Rab11fip1	0.026426	0.034367	23.727194	0.001448	2.52e-4	0.001096	0.001481	21.74907	6.8e-5	0	3937136.5	promoter	-0.02533	-0.032886	TRUE	FALSE	TRUE
chr8	31111496	31112069	Smim18	0.022545	0.101108	23.727194	0.004261	8.07e-4	0.010752	0.042735	21.74907	0.001965	3.62e-4	2635987.5	promoter	-0.011793	-0.058373	TRUE	TRUE	TRUE
chr8	31111496	31112069	Tex24	0	0	0	0	0	0.029958	0.015525	21.74907	7.14e-4	1.18e-4	3767389.5	promoter	0.029958	0.015525	FALSE	TRUE	TRUE
chr8	31111496	31112069	Tti2	0.141522	1.054937	23.727194	0.044461	0.013665	0.139875	0.986745	21.74907	0.04537	0.014004	38531.5	promoter	-0.001647	-0.068192	TRUE	TRUE	TRUE
chr8	31111496	31112069	Unc5d	0.017125	0.013053	23.727194	5.5e-4	8.3e-5	0.041834	0.071001	21.74907	0.003265	6.38e-4	1892146.5	promoter	0.024709	0.057948	TRUE	TRUE	TRUE
chr8	31113133	31113633	Dusp26	0.028507	0.189975	6.135305	0.030964	0.00733	0.022826	0.157363	5.063955	0.031075	0.007374	23913	genic	-0.005681	-0.032612	TRUE	TRUE	TRUE
chr8	31113133	31113633	Fut10	0.028343	0.139268	6.135305	0.022699	0.006303	0.025541	0.098658	5.063955	0.019482	0.005219	73947	genic	-0.002802	-0.04061	TRUE	TRUE	TRUE
chr8	31113133	31113633	Gm45490	0.023036	0.007975	6.135305	0.0013	2.12e-4	0.007251	0.004173	5.063955	8.24e-4	9.8e-5	671159	genic	-0.015785	-0.003802	TRUE	TRUE	TRUE
chr8	31113133	31113633	Mak16	0.03241	0.216974	6.135305	0.035365	0.010568	0.024004	0.151895	5.063955	0.029995	0.008676	55381	genic	-0.008406	-0.065079	TRUE	TRUE	TRUE
chr8	31113133	31113633	Rnf122	0.079152	1.049262	6.135305	0.17102	0.055137	0.072853	0.827184	5.063955	0.163347	0.05122	1564	genic	-0.006299	-0.222078	TRUE	TRUE	TRUE
chr8	31113133	31113633	Tti2	0.036682	0.273435	6.135305	0.044568	0.013665	0.03264	0.230258	5.063955	0.045469999999999997	0.014004	36931	genic	-0.004042	-0.043177	TRUE	TRUE	TRUE
chr8	31114814	31115314	AC132407.1	0.024939	0.016367	10.19866	0.001605	2.93e-4	0.003425	0.002787	8.040266	3.47e-4	0	803694	genic	-0.021514	-0.01358	TRUE	FALSE	TRUE
chr8	31114814	31115314	Chrnb3	0.028592	0.018784	10.19866	0.001842	3.26e-4	7.89e-4	5.76e-4	8.040266	7.2e-5	0	3746354	genic	-0.027803	-0.018208	TRUE	FALSE	TRUE
chr8	31114814	31115314	Dusp26	0.033225	0.221417	10.19866	0.02171	0.003919	0.032382	0.223248	8.040266	0.027766	0.006323	25594	genic	-8.43e-4	0.001831	TRUE	TRUE	TRUE
chr8	31114814	31115314	Fut10	0.04129	0.202883	10.19866	0.019893	0.005345	0.02899	0.111976	8.040266	0.013927	0.003327	72266	genic	-0.0123	-0.090907	TRUE	TRUE	TRUE
chr8	31114814	31115314	Gm26795	0.002741	0.001096	10.19866	1.07e-4	0	0.025978	0.027253	8.040266	0.00339	6.42e-4	2521560	genic	0.023237	0.026157	FALSE	TRUE	TRUE
chr8	31114814	31115314	Mak16	0.045834	0.306845	10.19866	0.030087	0.008689	0.040029	0.253302	8.040266	0.031504	0.009191	53700	genic	-0.005805	-0.053543	TRUE	TRUE	TRUE
chr8	31114814	31115314	Nrg1	0.022495	0.012864	10.19866	0.001261	2.29e-4	0.009767	0.009825	8.040266	0.001222	2.2e-4	1769733	genic	-0.012728	-0.003039	TRUE	TRUE	TRUE
chr8	31114814	31115314	Rnf122	0.131574	1.744178	10.19866	0.17102	0.055137	0.109158	1.239404	8.040266	0.15415	0.046525	3245	genic	-0.022416	-0.504774	TRUE	TRUE	TRUE
chr8	31114814	31115314	Tti2	0.056514	0.421266	10.19866	0.041306	0.012382	0.042522	0.299971	8.040266	0.037309	0.010872	35250	genic	-0.013992	-0.121295	TRUE	TRUE	TRUE
chr8	31114814	31115314	Unc5d	0.042869	0.032676	10.19866	0.003204	6.25e-4	0.006849	0.011625	8.040266	0.001446	2.66e-4	1895428	genic	-0.03602	-0.021051	TRUE	TRUE	TRUE
chr8	31121006	31121506	1700104B16Rik	0.02736	0.135538	33.052087	0.004101	7.77e-4	0.006709	0.026813	32.075906	8.36e-4	1.42e-4	2610563	genic	-0.020651	-0.108725	TRUE	TRUE	TRUE
chr8	31121006	31121506	Brf2	0.038254	0.169095	33.052087	0.005116	9.2e-4	0.010524	0.043159	32.075906	0.001346	2.33e-4	3992576	genic	-0.02773	-0.125936	TRUE	TRUE	TRUE
chr8	31121006	31121506	Chrnb3	0.033897	0.02227	33.052087	6.74e-4	1.11e-4	0.003143	0.002294	32.075906	7.2e-5	0	3752546	genic	-0.030754	-0.019976	TRUE	FALSE	TRUE
chr8	31121006	31121506	Dusp26	0.140525	0.936483	33.052087	0.028334	0.007236	0.130431	0.899208	32.075906	0.028034	0.007121	31786	genic	-0.010094	-0.037275	TRUE	TRUE	TRUE
chr8	31121006	31121506	Eri1	0.02871	0.122928	33.052087	0.003719	6.57e-4	0.007914	0.033127	32.075906	0.001033	1.74e-4	4374940	genic	-0.020796	-0.089801	TRUE	TRUE	TRUE
chr8	31121006	31121506	Fut10	0.143737	0.706272	33.052087	0.021368	0.00579	0.132076	0.510163	32.075906	0.015905	0.003917	66074	genic	-0.011661	-0.196109	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm26795	0.156871	0.06273	33.052087	0.001898	3.5e-4	0.038732	0.040634	32.075906	0.001267	2.27e-4	2527752	genic	-0.118139	-0.022096	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm34368	9.43e-4	0.002298	33.052087	7e-5	0	0.022672	0.053277	32.075906	0.001661	2.91e-4	3858618	genic	0.021729	0.050979	FALSE	TRUE	TRUE
chr8	31121006	31121506	Gm45490	0.039335	0.013618	33.052087	4.12e-4	0	0.053097	0.030559	32.075906	9.53e-4	1.29e-4	679032	genic	0.013762	0.016941	FALSE	TRUE	TRUE
chr8	31121006	31121506	Gm45571	0.082121	0.030325	33.052087	9.17e-4	1.58e-4	0.044918	0.02949	32.075906	9.19e-4	1.59e-4	2591539	genic	-0.037203	-8.35e-4	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm45625	0.006774	0.026863	33.052087	8.13e-4	1.36e-4	0.020474	0.061484	32.075906	0.001917	3.36e-4	4062630	genic	0.0137	0.034621	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gtf2e2	0.02736	0.135538	33.052087	0.004101	7.77e-4	0.006709	0.026813	32.075906	8.36e-4	1.42e-4	2610576	genic	-0.020651	-0.108725	TRUE	TRUE	TRUE
chr8	31121006	31121506	Mak16	0.14561	0.974817	33.052087	0.029493	0.008374	0.140664	0.890119	32.075906	0.02775	0.007745	47508	genic	-0.004946	-0.084698	TRUE	TRUE	TRUE
chr8	31121006	31121506	Nrg1	0.052454	0.029997	33.052087	9.08e-4	1.55e-4	0.004943	0.004972	32.075906	1.55e-4	0	1763541	genic	-0.047511	-0.025025	TRUE	FALSE	TRUE
chr8	31121006	31121506	Ppp2cb	0.021742	0.080154	33.052087	0.002425	4.54e-4	0.009179	0.032789	32.075906	0.001022	1.79e-4	2478368	genic	-0.012563	-0.047365	TRUE	TRUE	TRUE
chr8	31121006	31121506	Purg	0.025709	0.108416	33.052087	0.00328	6.28e-4	0.020628	0.087811	32.075906	0.002738	5.2e-4	2265068	genic	-0.005081	-0.020605	TRUE	TRUE	TRUE
chr8	31121006	31121506	Rab11fip1	0.024217	0.031494	33.052087	9.53e-4	1.61e-4	0.001612	0.002179	32.075906	6.8e-5	0	3946610	genic	-0.022605	-0.029315	TRUE	FALSE	TRUE
chr8	31121006	31121506	Rbpms	0.045061	0.049317	33.052087	0.001492	2.68e-4	0.044297	0.057419	32.075906	0.00179	3.26e-4	2808607	genic	-7.64e-4	0.008102	TRUE	TRUE	TRUE
chr8	31121006	31121506	Rnf122	0.251246	3.330573	33.052087	0.100767	0.031423	0.256825	2.91605	32.075906	0.090911	0.026861	9437	genic	0.005579	-0.414523	TRUE	TRUE	TRUE
chr8	31121006	31121506	Smim18	0.026934	0.120792	33.052087	0.003655	6.9e-4	0.004815	0.019136	32.075906	5.97e-4	9.6e-5	2626514	genic	-0.022119	-0.101656	TRUE	TRUE	TRUE
chr8	31121006	31121506	Tex15	0.027823	0.028223	33.052087	8.54e-4	1.46e-4	0.004096	0.003633	32.075906	1.13e-4	0	2395481	genic	-0.023727	-0.02459	TRUE	FALSE	TRUE
chr8	31121006	31121506	Tti2	0.164948	1.229557	33.052087	0.037201	0.010433	0.179	1.262757	32.075906	0.039368	0.011276	29058	genic	0.014052	0.0332	TRUE	TRUE	TRUE
chr8	31121006	31121506	Ubxn8	0.029669	0.178463	33.052087	0.005399	0.001035	0.017371	0.102973	32.075906	0.00321	6.07e-4	2520711	genic	-0.012298	-0.07549	TRUE	TRUE	TRUE
chr8	31121006	31121506	Unc5d	0.051376	0.039159	33.052087	0.001185	2.13e-4	0.046182	0.078381	32.075906	0.002444	4.7e-4	1901620	genic	-0.005194	0.039222	TRUE	TRUE	TRUE
chr8	31121006	31121506	Wrn	0.025708	0.108411	33.052087	0.00328	6.28e-4	0.020626	0.087808	32.075906	0.002737	5.2e-4	2264271	genic	-0.005082	-0.020603	TRUE	TRUE	TRUE
chr8	31148741	31149241	Tti2	0.044113	0.328831	2.305626	0.142621	0.040639	0.040136	0.28314	1.979027	0.14307	0.040869	1323	intergenic	-0.003977	-0.045691	TRUE	TRUE	TRUE
chr8	31149924	31150564	Dusp26	0.034737	0.231491	7.796657	0.029691	0.008617	0.027562	0.190016	7.231329	0.026277	0.007431	60774	promoter	-0.007175	-0.041475	TRUE	TRUE	TRUE
chr8	31149924	31150564	Fut10	0.038823	0.19076099999999999	7.796657	0.024467	0.006136	0.053393	0.206238	7.231329	0.02852	0.007655	37086	promoter	0.01457	0.015477	TRUE	TRUE	TRUE
chr8	31149924	31150564	Mak16	0.078863	0.527965	7.796657	0.067717	0.021372	0.079815	0.505071	7.231329	0.069845	0.02226	18520	promoter	9.52e-4	-0.022894	TRUE	TRUE	TRUE
chr8	31149924	31150564	Rnf122	0.026154	0.346698	7.796657	0.044468	0.013665	0.028899	0.328126	7.231329	0.045376	0.014004	38425	promoter	0.002745	-0.018572	TRUE	TRUE	TRUE
chr8	31168514	31169038	AC132407.1	0.043769	0.028724	11.560708	0.002485	4.98e-4	0.03332	0.027121	12.084485	0.002244	4.41e-4	749982	promoter	-0.010449	-0.001603	TRUE	TRUE	TRUE
chr8	31168514	31169038	Dusp26	0.036118	0.240696	11.560708	0.02082	0.005701	0.037763	0.260345	12.084485	0.021544	0.005942	79306	promoter	0.001645	0.019649	TRUE	TRUE	TRUE
chr8	31168514	31169038	Eif4ebp1	7.42e-4	7.93e-4	11.560708	6.9e-5	0	0.020874	0.022948	12.084485	0.001899	3.34e-4	3908448	promoter	0.020132	0.022155	FALSE	TRUE	TRUE
chr8	31168514	31169038	Fut10	0.125893	0.618592	11.560708	0.053508	0.015454	0.146797	0.567023	12.084485	0.046922	0.012707	18554	promoter	0.020904	-0.051569	TRUE	TRUE	TRUE
chr8	31168514	31169038	Gm3985	0	0	0	0	0	0.043305	0.01345	12.084485	0.001113	1.98e-4	1781250	promoter	0.043305	0.01345	FALSE	TRUE	TRUE
chr8	31168514	31169038	Gm45490	0.036697	0.012704	11.560708	0.001099	1.69e-4	0.021207	0.012205	12.084485	0.00101	1.48e-4	726552	promoter	-0.01549	-4.99e-4	TRUE	TRUE	TRUE
chr8	31168514	31169038	Gm45571	0.003211	0.001186	11.560708	1.03e-4	0	0.036331	0.023853	12.084485	0.001974	3.63e-4	2639059	promoter	0.03312	0.022667	FALSE	TRUE	TRUE
chr8	31168514	31169038	Nrg1	0.022121	0.01265	11.560708	0.001094	1.94e-4	0.001915	0.001926	12.084485	1.59e-4	0	1716021	promoter	-0.020205999999999998	-0.010724	TRUE	FALSE	TRUE
chr8	31168514	31169038	Rnf122	0.030822	0.408588	11.560708	0.035343	0.010568	0.031876	0.361931	12.084485	0.02995	0.008676	56957	promoter	0.001054	-0.046657	TRUE	TRUE	TRUE
chr8	31168514	31169038	Tex15	0.001318	0.001337	11.560708	1.16e-4	0	0.02735	0.024262	12.084485	0.002008	3.74e-4	2347961	promoter	0.026032	0.022925	FALSE	TRUE	TRUE
chr8	31168514	31169038	Tex24	0	0	0	0	0	0.024435	0.012663	12.084485	0.001048	1.79e-4	3824383	promoter	0.024435	0.012663	FALSE	TRUE	TRUE
chr8	31168514	31169038	Tti2	0.105065	0.783182	11.560708	0.067745	0.021372	0.119692	0.844367	12.084485	0.069872	0.02226	18462	promoter	0.014627	0.061185	TRUE	TRUE	TRUE
chr8	31187016	31187580	Mak16	0.032621	0.218386	4.08045	0.05352	0.015454	0.018293	0.115757	2.466348	0.046935	0.012707	18534	promoter	-0.014328	-0.102629	TRUE	TRUE	TRUE
chr8	31191549	31192049	Fut10	0.051949	0.255258	1.704944	0.149716	0.044262	0.0233	0.090001	0.586541	0.153444	0.046164	4469	genic	-0.028649	-0.165257	TRUE	TRUE	TRUE
chr8	31194901	31195401	Fut10	0.031512	0.154838	1.941036	0.079771	0.019019	0.028974	0.111915	1.400605	0.079905	0.019083	7821	genic	-0.002538	-0.042923	TRUE	TRUE	TRUE
chr8	31917752	31918252	AC132407.1	0.154701	0.101526	0.682063	0.148852	0.04382	0.24015	0.195473	1.249281	0.156468	0.047709	756	genic	0.085449	0.093947	TRUE	TRUE	TRUE
chr8	32008552	32009052	AC132407.1	0.009901	0.006498	1.035536	0.006275	9.84e-4	0.020783	0.016917	1.530823	0.011051	0.002546	90044	genic	0.010882	0.010419	TRUE	TRUE	TRUE
chr8	32293052	32293552	Gm3985	0	0	0	0	0	0.020772	0.006452	2.311655	0.002791	5.69e-4	656724	genic	0.020772	0.006452	FALSE	TRUE	TRUE
chr8	32293052	32293552	Nrg1	0.026941	0.015407	1.83975	0.008375	0.001932	0.021958	0.022089	2.311655	0.009556	0.00222	591495	genic	-0.004983	0.006682	TRUE	TRUE	TRUE
chr8	32884489	32885047	Gm3985	0	0	0	0	0	0.106166	0.032975	2.497721	0.013202	0.002976	65258	promoter	0.106166	0.032975	FALSE	TRUE	TRUE
chr8	33078062	33078562	Gm3985	0	0	0	0	0	0.023944	0.007437	0.658125	0.0113	0.002795	128286	intergenic	0.023944	0.007437	FALSE	TRUE	TRUE
chr8	33385277	33385893	1700104B16Rik	0.032606	0.161527	11.655782	0.013858	0.003462	0.032285	0.129037	12.131431	0.010637	0.002606	346234	promoter	-3.21e-4	-0.03249	TRUE	TRUE	TRUE
chr8	33385277	33385893	Gm26795	0.001623	0.00064899999999999995	11.655782	5.6e-5	0	0.029671	0.031128	12.131431	0.002566	4.44e-4	4792081	promoter	0.028048	0.030479	FALSE	TRUE	TRUE
chr8	33385277	33385893	Gm39157	0	0	0	0	0	0.045921	0.040309	12.131431	0.003323	6.97e-4	600328	promoter	0.045921	0.040309	FALSE	TRUE	TRUE
chr8	33385277	33385893	Gm3985	0	0	0	0	0	0.02536	0.007877	12.131431	0.00064899999999999995	0	435559	promoter	0.02536	0.007877	FALSE	FALSE	FALSE
chr8	33385277	33385893	Gm45571	0.037712	0.013926	11.655782	0.001195	2.01e-4	0.001015	6.66e-4	12.131431	5.5e-5	0	4855868	promoter	-0.036697	-0.01326	TRUE	FALSE	TRUE
chr8	33385277	33385893	Gtf2e2	0.032606	0.161528	11.655782	0.013858	0.003462	0.032285	0.129038	12.131431	0.010637	0.002606	346247	promoter	-3.21e-4	-0.03249	TRUE	TRUE	TRUE
chr8	33385277	33385893	Nrg1	0.011471	0.00656	11.655782	5.63e-4	0	0.02636	0.026518	12.131431	0.002186	4.07e-4	500788	promoter	0.014889	0.019958	FALSE	TRUE	TRUE
chr8	33385277	33385893	Ppp2cb	0.038309	0.141228	11.655782	0.012117	0.003081	0.051798	0.185027	12.131431	0.015252	0.003978	214039	promoter	0.013489	0.043799	TRUE	TRUE	TRUE
chr8	33385277	33385893	Rbpms	0.034879	0.038174	11.655782	0.003275	6.83e-4	0.037024	0.047991	12.131431	0.003956	8.52e-4	544278	promoter	0.002145	0.009817	TRUE	TRUE	TRUE
chr8	33385277	33385893	Smim18	0.021509	0.096462	11.655782	0.008276	0.001976	0.029964	0.119091	12.131431	0.009817	0.002382	362185	promoter	0.008455	0.022629	TRUE	TRUE	TRUE
chr8	33385277	33385893	Tex15	0.129293	0.13115	11.655782	0.011252	0.002786	0.106104	0.094126	12.131431	0.007759	0.001708	131152	promoter	-0.023189	-0.037024	TRUE	TRUE	TRUE
chr8	33385277	33385893	Ubxn8	0.028766	0.173032	11.655782	0.014845	0.003818	0.027965	0.165777	12.131431	0.013665	0.00349	256382	promoter	-8.01e-4	-0.007255	TRUE	TRUE	TRUE
chr8	33385277	33385893	Unc5d	0.023852	0.018181	11.655782	0.00156	2.71e-4	0.015016	0.025486	12.131431	0.002101	3.68e-4	4165949	promoter	-0.008836	0.007305	TRUE	TRUE	TRUE
chr8	33386074	33386574	Tex15	0.035017	0.03552	3.155419	0.011257	0.002786	0.02794	0.024786	3.191208	0.007767	0.001708	130413	promoter	-0.007077	-0.010734	TRUE	TRUE	TRUE
chr8	33386074	33386574	Wrn	0.105088	0.443161	3.155419	0.140444	0.039528	0.110612	0.470886	3.191208	0.147557	0.043159	797	promoter	0.005524	0.027725	TRUE	TRUE	TRUE
chr8	33599308	33599874	Gm3985	0	0	0	0	0	0.039868	0.012383	4.111364	0.003012	6.22e-4	649565	promoter	0.039868	0.012383	FALSE	TRUE	TRUE
chr8	33599308	33599874	Tex15	0.056428	0.057238	3.805946	0.015039	0.003803	0.061705	0.054739	4.111364	0.013314	0.003232	82854	promoter	0.005277	-0.002499	TRUE	TRUE	TRUE
chr8	33599895	33600395	1700104B16Rik	0.014656	0.072604	3.76357	0.019291	0.005265	0.029764	0.118962	4.206729	0.028279	0.008036	131674	promoter	0.015108	0.046358	TRUE	TRUE	TRUE
chr8	33599895	33600395	Gm3985	0	0	0	0	0	0.021068	0.006544	4.206729	0.001555	2.71e-4	650119	promoter	0.021068	0.006544	FALSE	TRUE	TRUE
chr8	33599895	33600395	Gtf2e2	0.014656	0.072604	3.76357	0.019291	0.005265	0.029764	0.118962	4.206729	0.028279	0.008036	131687	promoter	0.015108	0.046358	TRUE	TRUE	TRUE
