chr	start	end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	distance	class	delta_ABC	delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either
chr8	31089220	31090101	Gm26795	0.036871	0.014744	16.854839	8.75e-4	1.5e-4	0.001979	0.002076	19.115485	1.09e-4	0	2496156.5	promoter	-0.034892	-0.012668	TRUE	FALSE	TRUE
chr8	31089220	31090101	Gm39157	0	0	0	0	0	0.038806	0.034063	19.115485	0.001782	3.23e-4	2896252.5	promoter	0.038806	0.034063	FALSE	TRUE	TRUE
chr8	31089220	31090101	Gm8110	0	0	0	0	0	0.029564	0.022496	19.115485	0.001177	2.09e-4	2568985.5	promoter	0.029564	0.022496	FALSE	TRUE	TRUE
chr8	31089220	31090101	Mak16	0.052425	0.350972	16.854839	0.020823	0.005701	0.065087	0.411872	19.115485	0.021546	0.005942	79103.5	promoter	0.012662	0.0609	TRUE	TRUE	TRUE
chr8	31089220	31090101	Nrg1	0.090297	0.051638	16.854839	0.003064	6e-4	0.03774	0.037966	19.115485	0.001986	3.78e-4	1795136.5	promoter	-0.052557	-0.013672	TRUE	TRUE	TRUE
chr8	31089220	31090101	Rnf122	0.040408	0.535654	16.854839	0.03178	0.00733	0.053689	0.609595	19.115485	0.03189	0.007374	22158.5	promoter	0.013281	0.073941	TRUE	TRUE	TRUE
chr8	31089220	31090101	Unc5d	0.017996	0.013717	16.854839	8.14e-4	1.37e-4	0.032996	0.056002	19.115485	0.00293	5.7e-4	1870024.5	promoter	0.015	0.042285	TRUE	TRUE	TRUE
chr8	31111496	31112069	1700104B16Rik	0.010458	0.051807	23.727194	0.002183	4.04e-4	0.024617	0.098391	21.74907	0.004524	8.59e-4	2620036.5	promoter	0.014159	0.046584	TRUE	TRUE	TRUE
chr8	31111496	31112069	AC132407.1	0.012482	0.008192	23.727194	3.45e-4	0	0.059217	0.048201	21.74907	0.002216	4.36e-4	806975.5	promoter	0.046735	0.040009	FALSE	TRUE	TRUE
chr8	31111496	31112069	Brf2	0.021497	0.095025	23.727194	0.004005	7.17e-4	0.010581	0.04339	21.74907	0.001995	3.51e-4	3983102.5	promoter	-0.010916	-0.051635	TRUE	TRUE	TRUE
chr8	31111496	31112069	Dusp26	0.112875	0.752219	23.727194	0.031703	0.00733	0.10036	0.691894	21.74907	0.031813	0.007374	22312.5	promoter	-0.012515	-0.060325	TRUE	TRUE	TRUE
chr8	31111496	31112069	Gm26795	0.006386	0.002554	23.727194	1.08e-4	0	0.047535	0.049869	21.74907	0.002293	4.27e-4	2518278.5	promoter	0.041149	0.047315	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gm39157	0	0	0	0	0	0.054286	0.047652	21.74907	0.002191	4.02e-4	2874130.5	promoter	0.054286	0.047652	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gm45490	0.089133	0.030858	23.727194	0.001301	2.12e-4	0.031173	0.017941	21.74907	8.25e-4	9.8e-5	669558.5	promoter	-0.05796	-0.012917	TRUE	TRUE	TRUE
chr8	31111496	31112069	Gm8110	0	0	0	0	0	0.022049	0.016778	21.74907	7.71e-4	1.3e-4	2591107.5	promoter	0.022049	0.016778	FALSE	TRUE	TRUE
chr8	31111496	31112069	Gtf2e2	0.010458	0.051807	23.727194	0.002183	4.04e-4	0.024617	0.098391	21.74907	0.004524	8.59e-4	2620049.5	promoter	0.014159	0.046584	TRUE	TRUE	TRUE
chr8	31111496	31112069	Mak16	0.12526	0.838578	23.727194	0.035342	0.010568	0.102935	0.651372	21.74907	0.029949	0.008676	56981.5	promoter	-0.022325	-0.187206	TRUE	TRUE	TRUE
chr8	31111496	31112069	Nrg1	0.030777	0.017601	23.727194	7.42e-4	1.21e-4	0.015633	0.015726	21.74907	7.23e-4	1.17e-4	1773014.5	promoter	-0.015144	-0.001875	TRUE	TRUE	TRUE
chr8	31111496	31112069	Rab11fip1	0.026426	0.034367	23.727194	0.001448	2.52e-4	0.001096	0.001481	21.74907	6.8e-5	0	3937136.5	promoter	-0.02533	-0.032886	TRUE	FALSE	TRUE
chr8	31111496	31112069	Smim18	0.022545	0.101108	23.727194	0.004261	8.07e-4	0.010752	0.042735	21.74907	0.001965	3.62e-4	2635987.5	promoter	-0.011793	-0.058373	TRUE	TRUE	TRUE
chr8	31111496	31112069	Tex24	0	0	0	0	0	0.029958	0.015525	21.74907	7.14e-4	1.18e-4	3767389.5	promoter	0.029958	0.015525	FALSE	TRUE	TRUE
chr8	31111496	31112069	Unc5d	0.017125	0.013053	23.727194	5.5e-4	8.3e-5	0.041834	0.071001	21.74907	0.003265	6.38e-4	1892146.5	promoter	0.024709	0.057948	TRUE	TRUE	TRUE
chr8	31113133	31113633	Gm45490	0.023036	0.007975	6.135305	0.0013	2.12e-4	0.007251	0.004173	5.063955	8.24e-4	9.8e-5	671159	genic	-0.015785	-0.003802	TRUE	TRUE	TRUE
chr8	31114814	31115314	AC132407.1	0.024939	0.016367	10.19866	0.001605	2.93e-4	0.003425	0.002787	8.040266	3.47e-4	0	803694	genic	-0.021514	-0.01358	TRUE	FALSE	TRUE
chr8	31114814	31115314	Chrnb3	0.028592	0.018784	10.19866	0.001842	3.26e-4	7.89e-4	5.76e-4	8.040266	7.2e-5	0	3746354	genic	-0.027803	-0.018208	TRUE	FALSE	TRUE
chr8	31114814	31115314	Fut10	0.04129	0.202883	10.19866	0.019893	0.005345	0.02899	0.111976	8.040266	0.013927	0.003327	72266	genic	-0.0123	-0.090907	TRUE	TRUE	TRUE
chr8	31114814	31115314	Gm26795	0.002741	0.001096	10.19866	1.07e-4	0	0.025978	0.027253	8.040266	0.00339	6.42e-4	2521560	genic	0.023237	0.026157	FALSE	TRUE	TRUE
chr8	31114814	31115314	Nrg1	0.022495	0.012864	10.19866	0.001261	2.29e-4	0.009767	0.009825	8.040266	0.001222	2.2e-4	1769733	genic	-0.012728	-0.003039	TRUE	TRUE	TRUE
chr8	31114814	31115314	Rnf122	0.131574	1.744178	10.19866	0.17102	0.055137	0.109158	1.239404	8.040266	0.15415	0.046525	3245	genic	-0.022416	-0.504774	TRUE	TRUE	TRUE
chr8	31114814	31115314	Tti2	0.056514	0.421266	10.19866	0.041306	0.012382	0.042522	0.299971	8.040266	0.037309	0.010872	35250	genic	-0.013992	-0.121295	TRUE	TRUE	TRUE
chr8	31114814	31115314	Unc5d	0.042869	0.032676	10.19866	0.003204	6.25e-4	0.006849	0.011625	8.040266	0.001446	2.66e-4	1895428	genic	-0.03602	-0.021051	TRUE	TRUE	TRUE
chr8	31121006	31121506	1700104B16Rik	0.02736	0.135538	33.052087	0.004101	7.77e-4	0.006709	0.026813	32.075906	8.36e-4	1.42e-4	2610563	genic	-0.020651	-0.108725	TRUE	TRUE	TRUE
chr8	31121006	31121506	Brf2	0.038254	0.169095	33.052087	0.005116	9.2e-4	0.010524	0.043159	32.075906	0.001346	2.33e-4	3992576	genic	-0.02773	-0.125936	TRUE	TRUE	TRUE
chr8	31121006	31121506	Chrnb3	0.033897	0.02227	33.052087	6.74e-4	1.11e-4	0.003143	0.002294	32.075906	7.2e-5	0	3752546	genic	-0.030754	-0.019976	TRUE	FALSE	TRUE
chr8	31121006	31121506	Dusp26	0.140525	0.936483	33.052087	0.028334	0.007236	0.130431	0.899208	32.075906	0.028034	0.007121	31786	genic	-0.010094	-0.037275	TRUE	TRUE	TRUE
chr8	31121006	31121506	Eri1	0.02871	0.122928	33.052087	0.003719	6.57e-4	0.007914	0.033127	32.075906	0.001033	1.74e-4	4374940	genic	-0.020796	-0.089801	TRUE	TRUE	TRUE
chr8	31121006	31121506	Fut10	0.143737	0.706272	33.052087	0.021368	0.00579	0.132076	0.510163	32.075906	0.015905	0.003917	66074	genic	-0.011661	-0.196109	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm26795	0.156871	0.06273	33.052087	0.001898	3.5e-4	0.038732	0.040634	32.075906	0.001267	2.27e-4	2527752	genic	-0.118139	-0.022096	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm34368	9.43e-4	0.002298	33.052087	7e-5	0	0.022672	0.053277	32.075906	0.001661	2.91e-4	3858618	genic	0.021729	0.050979	FALSE	TRUE	TRUE
chr8	31121006	31121506	Gm45490	0.039335	0.013618	33.052087	4.12e-4	0	0.053097	0.030559	32.075906	9.53e-4	1.29e-4	679032	genic	0.013762	0.016941	FALSE	TRUE	TRUE
chr8	31121006	31121506	Gm45571	0.082121	0.030325	33.052087	9.17e-4	1.58e-4	0.044918	0.02949	32.075906	9.19e-4	1.59e-4	2591539	genic	-0.037203	-8.35e-4	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gm45625	0.006774	0.026863	33.052087	8.13e-4	1.36e-4	0.020474	0.061484	32.075906	0.001917	3.36e-4	4062630	genic	0.0137	0.034621	TRUE	TRUE	TRUE
chr8	31121006	31121506	Gtf2e2	0.02736	0.135538	33.052087	0.004101	7.77e-4	0.006709	0.026813	32.075906	8.36e-4	1.42e-4	2610576	genic	-0.020651	-0.108725	TRUE	TRUE	TRUE
chr8	31121006	31121506	Nrg1	0.052454	0.029997	33.052087	9.08e-4	1.55e-4	0.004943	0.004972	32.075906	1.55e-4	0	1763541	genic	-0.047511	-0.025025	TRUE	FALSE	TRUE
chr8	31121006	31121506	Ppp2cb	0.021742	0.080154	33.052087	0.002425	4.54e-4	0.009179	0.032789	32.075906	0.001022	1.79e-4	2478368	genic	-0.012563	-0.047365	TRUE	TRUE	TRUE
chr8	31121006	31121506	Rab11fip1	0.024217	0.031494	33.052087	9.53e-4	1.61e-4	0.001612	0.002179	32.075906	6.8e-5	0	3946610	genic	-0.022605	-0.029315	TRUE	FALSE	TRUE
chr8	31121006	31121506	Smim18	0.026934	0.120792	33.052087	0.003655	6.9e-4	0.004815	0.019136	32.075906	5.97e-4	9.6e-5	2626514	genic	-0.022119	-0.101656	TRUE	TRUE	TRUE
chr8	31121006	31121506	Tex15	0.027823	0.028223	33.052087	8.54e-4	1.46e-4	0.004096	0.003633	32.075906	1.13e-4	0	2395481	genic	-0.023727	-0.02459	TRUE	FALSE	TRUE
chr8	31121006	31121506	Tti2	0.164948	1.229557	33.052087	0.037201	0.010433	0.179	1.262757	32.075906	0.039368	0.011276	29058	genic	0.014052	0.0332	TRUE	TRUE	TRUE
chr8	31121006	31121506	Ubxn8	0.029669	0.178463	33.052087	0.005399	0.001035	0.017371	0.102973	32.075906	0.00321	6.07e-4	2520711	genic	-0.012298	-0.07549	TRUE	TRUE	TRUE
chr8	31149924	31150564	Fut10	0.038823	0.19076099999999999	7.796657	0.024467	0.006136	0.053393	0.206238	7.231329	0.02852	0.007655	37086	promoter	0.01457	0.015477	TRUE	TRUE	TRUE
chr8	31168514	31169038	AC132407.1	0.043769	0.028724	11.560708	0.002485	4.98e-4	0.03332	0.027121	12.084485	0.002244	4.41e-4	749982	promoter	-0.010449	-0.001603	TRUE	TRUE	TRUE
chr8	31168514	31169038	Eif4ebp1	7.42e-4	7.93e-4	11.560708	6.9e-5	0	0.020874	0.022948	12.084485	0.001899	3.34e-4	3908448	promoter	0.020132	0.022155	FALSE	TRUE	TRUE
chr8	31168514	31169038	Fut10	0.125893	0.618592	11.560708	0.053508	0.015454	0.146797	0.567023	12.084485	0.046922	0.012707	18554	promoter	0.020904	-0.051569	TRUE	TRUE	TRUE
chr8	31168514	31169038	Gm3985	0	0	0	0	0	0.043305	0.01345	12.084485	0.001113	1.98e-4	1781250	promoter	0.043305	0.01345	FALSE	TRUE	TRUE
chr8	31168514	31169038	Gm45490	0.036697	0.012704	11.560708	0.001099	1.69e-4	0.021207	0.012205	12.084485	0.00101	1.48e-4	726552	promoter	-0.01549	-4.99e-4	TRUE	TRUE	TRUE
chr8	31168514	31169038	Gm45571	0.003211	0.001186	11.560708	1.03e-4	0	0.036331	0.023853	12.084485	0.001974	3.63e-4	2639059	promoter	0.03312	0.022667	FALSE	TRUE	TRUE
chr8	31168514	31169038	Nrg1	0.022121	0.01265	11.560708	0.001094	1.94e-4	0.001915	0.001926	12.084485	1.59e-4	0	1716021	promoter	-0.020205999999999998	-0.010724	TRUE	FALSE	TRUE
chr8	31168514	31169038	Tex15	0.001318	0.001337	11.560708	1.16e-4	0	0.02735	0.024262	12.084485	0.002008	3.74e-4	2347961	promoter	0.026032	0.022925	FALSE	TRUE	TRUE
chr8	31168514	31169038	Tex24	0	0	0	0	0	0.024435	0.012663	12.084485	0.001048	1.79e-4	3824383	promoter	0.024435	0.012663	FALSE	TRUE	TRUE
chr8	31168514	31169038	Tti2	0.105065	0.783182	11.560708	0.067745	0.021372	0.119692	0.844367	12.084485	0.069872	0.02226	18462	promoter	0.014627	0.061185	TRUE	TRUE	TRUE
chr8	31187016	31187580	Mak16	0.032621	0.218386	4.08045	0.05352	0.015454	0.018293	0.115757	2.466348	0.046935	0.012707	18534	promoter	-0.014328	-0.102629	TRUE	TRUE	TRUE
chr8	31191549	31192049	Fut10	0.051949	0.255258	1.704944	0.149716	0.044262	0.0233	0.090001	0.586541	0.153444	0.046164	4469	genic	-0.028649	-0.165257	TRUE	TRUE	TRUE
chr8	31917752	31918252	AC132407.1	0.154701	0.101526	0.682063	0.148852	0.04382	0.24015	0.195473	1.249281	0.156468	0.047709	756	genic	0.085449	0.093947	TRUE	TRUE	TRUE
chr8	32008552	32009052	AC132407.1	0.009901	0.006498	1.035536	0.006275	9.84e-4	0.020783	0.016917	1.530823	0.011051	0.002546	90044	genic	0.010882	0.010419	TRUE	TRUE	TRUE
chr8	32293052	32293552	Gm3985	0	0	0	0	0	0.020772	0.006452	2.311655	0.002791	5.69e-4	656724	genic	0.020772	0.006452	FALSE	TRUE	TRUE
chr8	32884489	32885047	Gm3985	0	0	0	0	0	0.106166	0.032975	2.497721	0.013202	0.002976	65258	promoter	0.106166	0.032975	FALSE	TRUE	TRUE
chr8	33078062	33078562	Gm3985	0	0	0	0	0	0.023944	0.007437	0.658125	0.0113	0.002795	128286	intergenic	0.023944	0.007437	FALSE	TRUE	TRUE
chr8	33385277	33385893	Gm26795	0.001623	0.00064899999999999995	11.655782	5.6e-5	0	0.029671	0.031128	12.131431	0.002566	4.44e-4	4792081	promoter	0.028048	0.030479	FALSE	TRUE	TRUE
chr8	33385277	33385893	Gm39157	0	0	0	0	0	0.045921	0.040309	12.131431	0.003323	6.97e-4	600328	promoter	0.045921	0.040309	FALSE	TRUE	TRUE
chr8	33385277	33385893	Gm3985	0	0	0	0	0	0.02536	0.007877	12.131431	0.00064899999999999995	0	435559	promoter	0.02536	0.007877	FALSE	FALSE	FALSE
chr8	33385277	33385893	Gm45571	0.037712	0.013926	11.655782	0.001195	2.01e-4	0.001015	6.66e-4	12.131431	5.5e-5	0	4855868	promoter	-0.036697	-0.01326	TRUE	FALSE	TRUE
chr8	33385277	33385893	Nrg1	0.011471	0.00656	11.655782	5.63e-4	0	0.02636	0.026518	12.131431	0.002186	4.07e-4	500788	promoter	0.014889	0.019958	FALSE	TRUE	TRUE
chr8	33385277	33385893	Ppp2cb	0.038309	0.141228	11.655782	0.012117	0.003081	0.051798	0.185027	12.131431	0.015252	0.003978	214039	promoter	0.013489	0.043799	TRUE	TRUE	TRUE
chr8	33385277	33385893	Tex15	0.129293	0.13115	11.655782	0.011252	0.002786	0.106104	0.094126	12.131431	0.007759	0.001708	131152	promoter	-0.023189	-0.037024	TRUE	TRUE	TRUE
chr8	33599308	33599874	Gm3985	0	0	0	0	0	0.039868	0.012383	4.111364	0.003012	6.22e-4	649565	promoter	0.039868	0.012383	FALSE	TRUE	TRUE
chr8	33599895	33600395	1700104B16Rik	0.014656	0.072604	3.76357	0.019291	0.005265	0.029764	0.118962	4.206729	0.028279	0.008036	131674	promoter	0.015108	0.046358	TRUE	TRUE	TRUE
chr8	33599895	33600395	Gm3985	0	0	0	0	0	0.021068	0.006544	4.206729	0.001555	2.71e-4	650119	promoter	0.021068	0.006544	FALSE	TRUE	TRUE
chr8	33599895	33600395	Gtf2e2	0.014656	0.072604	3.76357	0.019291	0.005265	0.029764	0.118962	4.206729	0.028279	0.008036	131687	promoter	0.015108	0.046358	TRUE	TRUE	TRUE
chr8	33599895	33600395	Tex15	0.0226	0.022924	3.76357	0.006091	8.47e-4	0.038761	0.034385	4.206729	0.008174	0.001536	83408	promoter	0.016161	0.011461	TRUE	TRUE	TRUE
chr8	33641632	33642217	1700104B16Rik	0.053653	0.26579	9.866318	0.026939	0.007739	0.078365	0.313208	11.996662	0.026108	0.007467	89894.5	promoter	0.024712	0.047418	TRUE	TRUE	TRUE
chr8	33641632	33642217	AC132407.1	0.032723	0.021476	9.866318	0.002177	4.18e-4	0.00234	0.001904	11.996662	1.59e-4	0	1723166.5	promoter	-0.030383	-0.019572	TRUE	FALSE	TRUE
chr8	33641632	33642217	AI429214	0.009377	0.0148	9.866318	0.0015	2.66e-4	0.020859	0.03513	11.996662	0.002928	5.33e-4	3351678.5	promoter	0.011482	0.02033	TRUE	TRUE	TRUE
chr8	33641632	33642217	Gm39157	0	0	0	0	0	0.028002	0.02458	11.996662	0.002049	3.25e-4	343988.5	promoter	0.028002	0.02458	FALSE	TRUE	TRUE
chr8	33641632	33642217	Gm3985	0	0	0	0	0	0.049734	0.015447	11.996662	0.001288	2.11e-4	691898.5	promoter	0.049734	0.015447	FALSE	TRUE	TRUE
chr8	33641632	33642217	Gtf2e2	0.053652	0.26579	9.866318	0.026939	0.007739	0.078363	0.313208	11.996662	0.026108	0.007467	89907.5	promoter	0.024711	0.047418	TRUE	TRUE	TRUE
chr8	33641632	33642217	Smim18	0.044757	0.200722	9.866318	0.020344	0.005604	0.06038	0.239983	11.996662	0.020004	0.005496	105845.5	promoter	0.015623	0.039261	TRUE	TRUE	TRUE
chr8	33641632	33642217	Tex15	0.060959	0.061834	9.866318	0.006267	0.001224	0.083513	0.074085	11.996662	0.006175	0.001195	125187.5	promoter	0.022554	0.012251	TRUE	TRUE	TRUE
chr8	33653129	33653629	Tex15	0.022458	0.02278	8.495516	0.002681	1.69e-4	0.036827	0.032669	7.726501	0.004228	6.44e-4	136642	genic	0.014369	0.009889	TRUE	TRUE	TRUE
chr8	33660363	33660863	Ubxn8	0.027008	0.162453	2.828201	0.05744	0.017115	0.015207	0.090148	1.888798	0.047728	0.013068	18646	genic	-0.011801	-0.072305	TRUE	TRUE	TRUE
chr8	33662594	33663094	1700104B16Rik	0.091931	0.455416	17.039811	0.026727	0.007642	0.052728	0.210745	12.349368	0.017065	0.004352	68975	genic	-0.039203	-0.244671	TRUE	TRUE	TRUE
chr8	33662594	33663094	AC132407.1	0.004071	0.002672	17.039811	1.57e-4	0	0.022943	0.018674	12.349368	0.001512	2.8e-4	1744086	genic	0.018872	0.016002	FALSE	TRUE	TRUE
chr8	33662594	33663094	AI429214	0.026225	0.041391	17.039811	0.002429	4.4e-4	0.008892	0.014975	12.349368	0.001213	2.12e-4	3330759	genic	-0.017333	-0.026416	TRUE	TRUE	TRUE
chr8	33662594	33663094	Dlc1	0.001573	0.001394	17.039811	8.2e-5	0	0.020259	0.018544	12.349368	0.001502	2.66e-4	3290299	genic	0.018686	0.01715	FALSE	TRUE	TRUE
chr8	33662594	33663094	Gm39157	0	0	0	0	0	0.073362	0.064397	12.349368	0.005215	0.001163	323069	genic	0.073362	0.064397	FALSE	TRUE	TRUE
chr8	33662594	33663094	Gtf2e2	0.091929	0.455413	17.039811	0.026726	0.007642	0.052726	0.21074	12.349368	0.017065	0.004352	68988	genic	-0.039203	-0.244673	TRUE	TRUE	TRUE
chr8	33662594	33663094	Ppp2cb	0.120101	0.442761	17.039811	0.025984	0.007351	0.060549	0.216284	12.349368	0.017514	0.004428	63220	genic	-0.059552	-0.226477	TRUE	TRUE	TRUE
chr8	33662594	33663094	Purg	0.036217	0.152726	17.039811	0.008963	0.00218	0.046949	0.199859	12.349368	0.016184	0.004165	276520	genic	0.010732	0.047133	TRUE	TRUE	TRUE
chr8	33662594	33663094	Rbpms	0.060405	0.066111	17.039811	0.00388	7.76e-4	0.026549	0.034414	12.349368	0.002787	4.74e-4	267019	genic	-0.033856	-0.031697	TRUE	TRUE	TRUE
chr8	33662594	33663094	Smim18	0.072928	0.327059	17.039811	0.019194	0.005188	0.050203	0.199534	12.349368	0.016157	0.004186	84926	genic	-0.022725	-0.127525	TRUE	TRUE	TRUE
chr8	33662594	33663094	Ubxn8	0.159697	0.96059	17.039811	0.056373	0.017115	0.096849	0.574119	12.349368	0.04649	0.013068	20877	genic	-0.062848	-0.386471	TRUE	TRUE	TRUE
chr8	33662594	33663094	Wrn	0.036218	0.152734	17.039811	0.008963	0.00218	0.046958	0.199904	12.349368	0.016187	0.004165	277317	genic	0.01074	0.04717	TRUE	TRUE	TRUE
chr8	33731569	33732217	Gm39157	0	0	0	0	0	0.041518	0.036444	6.963219	0.005234	0.001144	254020	promoter	0.041518	0.036444	FALSE	TRUE	TRUE
chr8	33731569	33732217	Gm3985	0	0	0	0	0	0.031681	0.00984	6.963219	0.001413	2.47e-4	781867	promoter	0.031681	0.00984	FALSE	TRUE	TRUE
chr8	33731569	33732217	Nrg1	0.029933	0.017118	8.180863	0.002092	4.08e-4	0.002274	0.002287	6.963219	3.29e-4	0	847096	promoter	-0.027659	-0.014831	TRUE	FALSE	TRUE
chr8	33731569	33732217	Rbpms	0.047263	0.051728	8.180863	0.006323	0.001409	0.033776	0.043781	6.963219	0.006287	0.001399	197970	promoter	-0.013487	-0.007947	TRUE	TRUE	TRUE
chr8	33731569	33732217	Smim18	0.099485	0.446158	8.180863	0.054537	0.015053	0.113733	0.452034	6.963219	0.064917	0.019487	15877	promoter	0.014248	0.005876	TRUE	TRUE	TRUE
chr8	33731569	33732217	Tex15	0.064832	0.065764	8.180863	0.008039	0.001915	0.0426	0.037791	6.963219	0.005427	0.001169	215156	promoter	-0.022232	-0.027973	TRUE	TRUE	TRUE
chr8	33747497	33748020	1700104B16Rik	0.077512	0.383982	7.048036	0.054481	0.015053	0.109095	0.436032	6.721882	0.064867	0.019487	15939.5	promoter	0.031583	0.05205	TRUE	TRUE	TRUE
chr8	33747497	33748020	Gm3985	0	0	0	0	0	0.023005	0.007145	6.721882	0.001063	1.67e-4	797732.5	promoter	0.023005	0.007145	FALSE	TRUE	TRUE
chr8	33747497	33748020	Gtf2e2	0.077527	0.384064	7.048036	0.054492	0.015053	0.109111	0.436101	6.721882	0.064878	0.019487	15926.5	promoter	0.031584	0.052037	TRUE	TRUE	TRUE
chr8	33747497	33748020	Rbpms	0.023089	0.02527	7.048036	0.003585	5.86e-4	0.035984	0.046643	6.721882	0.006939	0.00157	182104.5	promoter	0.012895	0.021373	TRUE	TRUE	TRUE
chr8	33804750	33805250	Gm39157	0	0	0	0	0	0.028199	0.024753	2.176098	0.011375	0.00287	180913	genic	0.028199	0.024753	FALSE	TRUE	TRUE
chr8	34051248	34051748	Gm39157	0	0	0	0	0	0.074149	0.065087	3.474003	0.018736	0.004881	65585	genic	0.074149	0.065087	FALSE	TRUE	TRUE
chr8	34051248	34051748	Rbpms	0.013484	0.014757	1.201905	0.012278	0.003083	0.03975	0.051525	3.474003	0.014832	0.00388	121635	genic	0.026266	0.036768	TRUE	TRUE	TRUE
chr8	34097275	34097775	Dctn6	0.037973	0.240996	3.744721	0.064356	0.016638	0.019583	0.112756	1.92261	0.058648	0.014067	11271	genic	-0.01839	-0.12824	TRUE	TRUE	TRUE
chr8	34100911	34101411	Gm39157	0	0	0	0	0	0.026867	0.023584	1.799363	0.013107	0.003327	115248	genic	0.026867	0.023584	FALSE	TRUE	TRUE
chr8	34100911	34101411	Rbpms	0.011042	0.012085	1.830337	0.006602	0.001454	0.02333	0.030241	1.799363	0.016807	0.004475	171298	genic	0.012288	0.018156	TRUE	TRUE	TRUE
chr8	34108021	34108521	Gm39157	0	0	0	0	0	0.047237	0.041464	10.116	0.004099	5.35e-4	122358	promoter	0.047237	0.041464	FALSE	TRUE	TRUE
chr8	34108021	34108521	Gm45349	0.026479	0.039401	9.5749860000000009	0.004115	8.79e-4	0.008371	0.01389	10.116	0.001373	1.57e-4	364724	promoter	-0.018108	-0.025511	TRUE	TRUE	TRUE
chr8	34108021	34108521	Saraf	0.044655	0.292901	9.5749860000000009	0.03059	0.008743	0.068983	0.35889	10.116	0.035478	0.010513	46291	promoter	0.024328	0.065989	TRUE	TRUE	TRUE
