loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type
loop_10730	chr13	9180000	9190000	chr13	9840000	9850000	chr13:9180000-9190000_chr13:9840000-9850000	False	-0.402660339656195	4.98007848290458	42.6330679794921	2.99598405296893e-05	0.0288629718344913	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr13	9180000	9190000	9185000	10000	chr13	9840000	9850000	9845000	10000	660000	500kb-1Mb	TRUE	9048	86118	18240	74669	217980	66505	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer
loop_12248	chr16	49010000	49020000	chr16	49320000	49330000	chr16:49010000-49020000_chr16:49320000-49330000	False	0.565842434935131	4.36144638779271	54.5479206186549	9.10114008353855e-06	0.0194196443930101	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr16	49010000	49020000	49015000	10000	chr16	49320000	49330000	49325000	10000	310000	100-500kb	TRUE	9611	15814	18551	262513	224171	667772	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other
loop_13109	chr1	79780000	79790000	chr1	80100000	80110000	chr1:79780000-79790000_chr1:80100000-80110000	True	0.40082827244254	5.46560249102939	45.2164733681177	2.26535228483294e-05	0.0269648459335694	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr1	79780000	79790000	79785000	10000	chr1	80100000	80110000	80105000	10000	320000	100-500kb	TRUE	20111	3856	11453	108472	69368	241128	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_15975	chr4	82510000	82520000	chr4	82700000	82710000	chr4:82510000-82520000_chr4:82700000-82710000	False	-0.662704695005056	3.98462281283806	50.5566301414903	1.32153234598747e-05	0.0203269185673291	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr4	82510000	82520000	82515000	10000	chr4	82700000	82710000	82705000	10000	190000	100-500kb	TRUE	2099	1983	6496	0	102635783	18028	TRUE	TRUE	Promoter	TRUE	TRUE	TRUE	Promoter	TRUE	Promoter-Promoter
loop_16412	chr5	15520000	15530000	chr5	15580000	15590000	chr5:15520000-15530000_chr5:15580000-15590000	True	0.548200554494006	6.98811490984358	59.2062808764741	6.05521298415532e-06	0.016552702708463	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr5	15520000	15530000	15525000	10000	chr5	15580000	15590000	15585000	10000	60000	<100kb	TRUE	1343	0	2402	2666	100861755	105242399	TRUE	FALSE	Promoter	TRUE	TRUE	FALSE	Active_Enhancer	FALSE	Promoter-Active_Enhancer
loop_16947	chr7	131550000	131575000	chr7	137300000	137325000	chr7:131550000-131575000_chr7:137300000-137325000	False	-1.34138101798368	1.42184538458335	83.1857370629681	4.2207109143858e-06	0.0105770426836539	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	2	TRUE	chr7	131550000	131575000	131562500	25000	chr7	137300000	137325000	137312500	25000	5750000	>1Mb	TRUE	3679	0	4413	0	12237	13593	FALSE	TRUE	Other	FALSE	TRUE	TRUE	Promoter	TRUE	Promoter-Other
loop_18278	chr8	40180000	40190000	chr8	40290000	40300000	chr8:40180000-40190000_chr8:40290000-40300000	True	0.389186287375903	5.49876496360774	49.6198812333904	1.44745606936693e-05	0.0204597915405015	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	40180000	40190000	40185000	10000	chr8	40290000	40300000	40295000	10000	110000	100-500kb	TRUE	23788	117457	23788	7457	78506	78506	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer
loop_18319	chr8	71190000	71200000	chr8	71810000	71820000	chr8:71190000-71200000_chr8:71810000-71820000	False	1.01163438755456	5.28580692214999	199.425955780077	9.05494396216834e-09	0.0001443266581519	TRUE	TRUE	strong_differential	up_in_mutant	NA	10000	10	1	FALSE	chr8	71190000	71200000	71195000	10000	chr8	71810000	71820000	71815000	10000	620000	500kb-1Mb	TRUE	6427	72713	10925	62018	17925	236193	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_20492	chr7	56940000	56950000	chr7	57380000	57390000	chr7:56940000-56950000_chr7:57380000-57390000	False	0.604556317534209	4.62077897252402	53.384720358495	1.01216272020677e-05	0.0194196443930101	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr7	56940000	56950000	56945000	10000	chr7	57380000	57390000	57385000	10000	440000	100-500kb	TRUE	4852	437187	23954	0	14407	791383	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_22318	chr12	56680000	56690000	chr12	57190000	57200000	chr12:56680000-56690000_chr12:57190000-57200000	False	0.54663027877182	4.17525522384395	43.0706171696451	2.85481659141534e-05	0.0288629718344913	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	1	FALSE	chr12	56680000	56690000	56685000	10000	chr12	57190000	57200000	57195000	10000	510000	500kb-1Mb	TRUE	6750	1766	8986	0	18511	217593	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_51	chr8	48200000	48225000	chr8	50275000	50300000	chr8:48200000-48225000_chr8:50275000-50300000	True	-0.775778399975977	3.15470662459783	55.6173469566554	2.4154836574262e-05	0.0218148367811304	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48200000	48225000	48212500	25000	chr8	50275000	50300000	50287500	25000	2075000	>1Mb	TRUE	14198	100907	177	68111	320685	100039954	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer
loop_59	chr8	57300000	57325000	chr8	108700000	108725000	chr8:57300000-57325000_chr8:108700000-108725000	True	-1.26016340009299	1.16636917973715	67.0951881786094	1.08232193584825e-05	0.0152941059360189	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	57300000	57325000	57312500	25000	chr8	108700000	108725000	108712500	25000	51400000	>1Mb	TRUE	5190	0	2860	115404	15111	109215	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other
loop_62	chr8	57300000	57325000	chr8	89025000	89050000	chr8:57300000-57325000_chr8:89025000-89050000	True	-2.00507719638635	-0.0829439900230609	91.4321439281959	2.78517213223751e-06	0.0105770426836539	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	57300000	57325000	57312500	25000	chr8	89025000	89050000	89037500	25000	31725000	>1Mb	TRUE	5190	0	17114	0	15111	58198	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_225	chr11	85825000	85850000	chr11	96325000	96350000	chr11:85825000-85850000_chr11:96325000-96350000	True	-0.708515194831612	2.88226491361619	80.4960019380113	4.87983514816788e-06	0.0105770426836539	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr11	85825000	85850000	85837500	25000	chr11	96325000	96350000	96337500	25000	10500000	>1Mb	TRUE	20378	0	2288	1630	69909	103889	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_1348	chr8	49475000	49500000	chr8	49800000	49825000	chr8:49475000-49500000_chr8:49800000-49825000	True	-0.575205998151542	5.48646475828062	66.5357012649898	1.12193053543503e-05	0.0152941059360189	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	49475000	49500000	49487500	25000	chr8	49800000	49825000	49812500	25000	325000	100-500kb	TRUE	11252	631048	177	543111	23965	100039954	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other
loop_1364	chr8	48525000	48550000	chr8	49825000	49850000	chr8:48525000-48550000_chr8:49825000-49850000	False	-0.603727661994318	4.34891192959159	56.3278564680701	2.2890758753417e-05	0.021572051999144	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48525000	48550000	48537500	25000	chr8	49825000	49850000	49837500	25000	1300000	>1Mb	TRUE	11252	293950	177	518111	23965	100039954	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other
loop_1379	chr8	57325000	57350000	chr8	89025000	89050000	chr8:57325000-57350000_chr8:89025000-89050000	True	-1.79377430164816	-0.10836449911959	76.469206726354	6.13943188374801e-06	0.0120974714618398	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	57325000	57350000	57337500	25000	chr8	89025000	89050000	89037500	25000	31700000	>1Mb	TRUE	23117	0	17114	0	75996	58198	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_1570	chr11	85875000	85900000	chr11	96325000	96350000	chr11:85875000-85900000_chr11:96325000-96350000	True	-0.678274843977089	3.13624401748413	66.4399112924988	1.12897667809136e-05	0.0152941059360189	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr11	85875000	85900000	85887500	25000	chr11	96325000	96350000	96337500	25000	10450000	>1Mb	TRUE	8547	0	2288	1630	21387	103889	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_2812	chr11	85825000	85850000	chr11	96300000	96325000	chr11:85825000-85850000_chr11:96300000-96325000	True	-0.736421896084207	2.88958066668693	67.8295219851275	1.03220012980099e-05	0.0152941059360189	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr11	85825000	85850000	85837500	25000	chr11	96300000	96325000	96312500	25000	10475000	>1Mb	TRUE	20378	0	22835	0	69909	75395	FALSE	TRUE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_4978	chr8	34200000	34225000	chr8	34375000	34400000	chr8:34200000-34225000_chr8:34375000-34400000	True	0.33073841754868	6.29891055055944	51.6175097094885	3.30638528281808e-05	0.0275638080788777	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	34200000	34225000	34212500	25000	chr8	34375000	34400000	34387500	25000	175000	100-500kb	TRUE	1561	33287	1561	208287	102465211	102465211	FALSE	TRUE	Poised_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Poised_Enhancer
loop_5064	chr8	48550000	48575000	chr8	49800000	49825000	chr8:48550000-48575000_chr8:49800000-49825000	False	-0.657395454790578	4.47227362148304	85.3496335405032	3.76542583912885e-06	0.0105770426836539	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48550000	48575000	48562500	25000	chr8	49800000	49825000	49812500	25000	1250000	>1Mb	TRUE	11252	268950	177	543111	23965	100039954	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer
loop_5073	chr8	70900000	70925000	chr8	71775000	71800000	chr8:70900000-70925000_chr8:71775000-71800000	True	0.555751097685601	3.54609120319485	59.4152136495641	1.82451468573312e-05	0.0214029080163083	TRUE	TRUE	moderate_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	70900000	70925000	70912500	25000	chr8	71775000	71800000	71787500	25000	875000	500kb-1Mb	TRUE	13321	0	22161	49283	270058	74015	FALSE	TRUE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_5077	chr8	49800000	49825000	chr8	57300000	57325000	chr8:49800000-49825000_chr8:57300000-57325000	True	1.75962676007773	1.64550261151609	113.344812834816	1.05261612860845e-06	0.0060912245178292	TRUE	TRUE	strong_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	49800000	49825000	49812500	25000	chr8	57300000	57325000	57312500	25000	7500000	>1Mb	TRUE	177	543111	5190	0	100039954	15111	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Other	FALSE	Poised_Enhancer-Other
loop_6819	chr4	32700000	32725000	chr4	34625000	34650000	chr4:32700000-32725000_chr4:34625000-34650000	True	0.514348760665202	4.07649008484735	56.5560947014715	2.25019101119361e-05	0.021572051999144	TRUE	TRUE	moderate_differential	up_in_mutant	NA	25000	25	1	FALSE	chr4	32700000	32725000	32712500	25000	chr4	34625000	34650000	34637500	25000	1925000	>1Mb	TRUE	7	42880	2840	10042	100019	109093	FALSE	FALSE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_7450	chr8	49650000	49675000	chr8	57300000	57325000	chr8:49650000-49675000_chr8:57300000-57325000	True	2.34590431264397	2.04538459991086	255.58320757946	2.39577718344909e-08	0.0005192847045125	TRUE	TRUE	strong_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	49650000	49675000	49662500	25000	chr8	57300000	57325000	57312500	25000	7650000	>1Mb	TRUE	177	693111	5190	0	100039954	15111	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_8807	chr8	71125000	71150000	chr8	71825000	71850000	chr8:71125000-71150000_chr8:71825000-71850000	False	0.614368297554465	5.87259431644013	117.843325932306	8.81391938814697e-07	0.0060912245178292	TRUE	TRUE	moderate_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	71125000	71150000	71137500	25000	chr8	71825000	71850000	71837500	25000	7e+05	500kb-1Mb	TRUE	20138	39241	10925	32018	69419	236193	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Other
loop_8870	chr8	34875000	34900000	chr8	35450000	35475000	chr8:34875000-34900000_chr8:35450000-35475000	False	0.344288828945812	5.78802865774017	62.1239651119725	1.50770979179277e-05	0.0192232998453578	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr8	34875000	34900000	34887500	25000	chr8	35450000	35475000	35462500	25000	575000	500kb-1Mb	TRUE	9241	65689	18963	21195	21951	67276	TRUE	TRUE	Active_Enhancer	FALSE	TRUE	TRUE	Active_Enhancer	FALSE	Active_Enhancer-Active_Enhancer
loop_9088	chr8	48200000	48225000	chr8	49825000	49850000	chr8:48200000-48225000_chr8:49825000-49850000	False	-0.692253626494636	4.16880668519937	111.707804731771	1.12410141044138e-06	0.0060912245178292	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	48200000	48225000	48212500	25000	chr8	49825000	49850000	49837500	25000	1625000	>1Mb	TRUE	14198	100907	177	518111	320685	100039954	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	TRUE	Poised_Enhancer	FALSE	Poised_Enhancer-Poised_Enhancer
loop_9154	chr8	12375000	12400000	chr8	89025000	89050000	chr8:12375000-12400000_chr8:89025000-89050000	False	-1.23081241609901	0.753174757350557	81.042282540142	4.73860058802332e-06	0.0105770426836539	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr8	12375000	12400000	12387500	25000	chr8	89025000	89050000	89037500	25000	76650000	>1Mb	TRUE	15666	0	17114	0	434280	58198	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_10464	chr11	85825000	85850000	chr11	96000000	96025000	chr11:85825000-85850000_chr11:96000000-96025000	True	-0.724334461789953	1.94442442262727	50.3407413849948	3.67132741431048e-05	0.0284200077518499	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr11	85825000	85850000	85837500	25000	chr11	96000000	96025000	96012500	25000	10175000	>1Mb	TRUE	20378	0	4944	0	69909	14607	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_13418	chr19	43600000	43625000	chr19	45225000	45250000	chr19:43600000-43625000_chr19:45225000-45250000	False	-0.431319708427291	4.03758732948928	49.6676498996756	3.88277229800857e-05	0.0290203757101157	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr19	43600000	43625000	43612500	25000	chr19	45225000	45250000	45237500	25000	1625000	>1Mb	TRUE	6526	0	5799	0	18089	16814	FALSE	TRUE	Other	FALSE	TRUE	TRUE	Promoter	TRUE	Promoter-Other
loop_15022	chr3	96325000	96350000	chr3	129200000	129225000	chr3:96325000-96350000_chr3:129200000-129225000	False	-0.725163591399909	2.2935965656379	56.847082405955	2.20190696667017e-05	0.021572051999144	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	96325000	96350000	96337500	25000	chr3	129200000	129225000	129212500	25000	32875000	>1Mb	TRUE	1070	0	6882	121	100504145	18741	FALSE	FALSE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_19036	chr3	66975000	67000000	chr3	96325000	96350000	chr3:66975000-67000000_chr3:96325000-96350000	True	-0.781651759634118	2.32705533958211	56.4153658633716	2.27422301974091e-05	0.021572051999144	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	66975000	67000000	66987500	25000	chr3	96325000	96350000	96337500	25000	29350000	>1Mb	TRUE	18660	0	1070	0	66880	100504145	FALSE	TRUE	Other	FALSE	FALSE	FALSE	Other	FALSE	Other-Other
loop_19672	chr10	42575000	42600000	chr10	50875000	50900000	chr10:42575000-42600000_chr10:50875000-50900000	True	-0.740918069570255	1.83249061468535	59.0288548878246	1.87614879958412e-05	0.0214029080163083	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr10	42575000	42600000	42587500	25000	chr10	50875000	50900000	50887500	25000	8300000	>1Mb	TRUE	9185	0	7736	0	21907	20464	FALSE	TRUE	Other	FALSE	FALSE	TRUE	Other	FALSE	Other-Other
loop_20652	chr14	95950000	95975000	chr14	96475000	96500000	chr14:95950000-95975000_chr14:96475000-96500000	True	0.427380146836104	4.8293401114199	54.6694147524949	2.59732971642499e-05	0.0225188486414046	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr14	95950000	95975000	95962500	25000	chr14	96475000	96500000	96487500	25000	525000	500kb-1Mb	TRUE	18491	68745	24222	19101	66732	93688	FALSE	TRUE	Poised_Enhancer	FALSE	FALSE	FALSE	Other	FALSE	Poised_Enhancer-Other
