cluster_id	n_overlaps	kept_index	kept_resolution	kept_fdr	n_resolutions	resolutions_list	merged_indices	merged_resolutions
68	2	18054	10kb	0.483511945464395	2	5,10	68,18054	5kb,10kb
69	2	26236	10kb	0.536696834810981	2	5,10	69,26236	5kb,10kb
71	3	49084	25kb	0.0323077086882377	3	5,10,25	71,26157,49084	5kb,10kb,25kb
73	2	73	5kb	0.69530763676815	2	5,10	73,39674	5kb,10kb
74	2	74	5kb	0.98163723155809	2	5,10	74,26311	5kb,10kb
75	2	75	5kb	0.280006880093664	2	5,10	75,22988	5kb,10kb
76	3	49213	25kb	0.0037506866456938	3	5,10,25	76,26366,49213	5kb,10kb,25kb
77	3	26312	10kb	0.269097385741699	3	5,10,25	77,26312,49205	5kb,10kb,25kb
78	2	26304	10kb	0.552326023766879	2	5,10	78,26304	5kb,10kb
79	2	79	5kb	0.649763869408049	2	5,10	79,26320	5kb,10kb
80	3	49241	25kb	0.379770010805648	3	5,10,25	80,26350,49241	5kb,10kb,25kb
82	2	82	5kb	0.794316225700888	2	5,25	82,60109	5kb,25kb
83	3	26317	10kb	0.867255881941333	3	5,10,25	83,26317,49171	5kb,10kb,25kb
84	2	84	5kb	0.58513018660977	2	5,10	84,26358	5kb,10kb
85	2	18076	10kb	0.789675298952353	2	5,10	85,18076	5kb,10kb
90	2	90	5kb	0.22622561567607	2	5,10	90,18090	5kb,10kb
101	2	26817	10kb	0.614036407884803	2	5,10	101,26817	5kb,10kb
102	2	26564	10kb	0.243357690651794	2	5,10	102,26564	5kb,10kb
105	3	4254	5kb	0.603215327942847	2	5,10	105,26720,4254	5kb,10kb,5kb
106	3	19311	10kb	1.86261900083425e-05	2	5,10	106,19311,1106	5kb,10kb,5kb
107	2	107	5kb	0.43583132512311	1	5	107,1960	5kb,5kb
108	2	26613	10kb	0.800860989347712	2	5,10	108,26613	5kb,10kb
110	2	26765	10kb	0.241522337368094	2	5,10	110,26765	5kb,10kb
112	3	26737	10kb	0.277568710972274	3	5,10,25	112,26737,42036	5kb,10kb,25kb
113	2	113	5kb	0.173527301442883	2	5,10	113,26773	5kb,10kb
115	2	115	5kb	0.74115034668562	2	5,10	115,18097	5kb,10kb
116	2	116	5kb	0.604637195721384	2	5,10	116,18100	5kb,10kb
118	2	26761	10kb	0.199739982018446	2	5,10	118,26761	5kb,10kb
119	2	26808	10kb	0.716509698967183	2	5,10	119,26808	5kb,10kb
121	2	23042	10kb	0.442966719221405	2	5,10	121,23042	5kb,10kb
122	2	122	5kb	0.0170995086700478	2	5,10	122,26587	5kb,10kb
123	2	123	5kb	0.0765634131998159	1	5	123,1982	5kb,5kb
124	2	124	5kb	0.623898141021471	2	5,10	124,26600	5kb,10kb
125	2	26685	10kb	0.0588753634672712	2	5,10	125,26685	5kb,10kb
126	2	126	5kb	0.531524871113471	2	5,25	126,49419	5kb,25kb
128	2	18111	10kb	0.00963795389139809	2	5,10	128,18111	5kb,10kb
130	2	26904	10kb	0.880566823555196	2	5,10	130,26904	5kb,10kb
131	2	26704	10kb	0.792542307858432	2	5,10	131,26704	5kb,10kb
132	2	26830	10kb	0.121074764565492	2	5,10	132,26830	5kb,10kb
134	2	18118	10kb	0.267337659727704	2	5,10	134,18118	5kb,10kb
135	2	135	5kb	0.393381254717803	2	5,10	135,26939	5kb,10kb
136	3	26818	10kb	0.0476701263730309	3	5,10,25	136,26818,49458	5kb,10kb,25kb
137	3	137	5kb	0.779053394985756	3	5,10,25	137,26936,40745	5kb,10kb,25kb
138	2	138	5kb	0.254198505155004	2	5,10	138,20366	5kb,10kb
142	3	43407	25kb	0.168032027295709	3	5,10,25	142,26946,43407	5kb,10kb,25kb
144	3	144	5kb	0.0302264339991365	3	5,10,25	144,26835,40756	5kb,10kb,25kb
145	2	18121	10kb	0.10834316872406	2	5,10	145,18121	5kb,10kb
147	2	26949	10kb	0.111808872467178	2	5,10	147,26949	5kb,10kb
148	4	49529	25kb	0.0127240303752462	3	5,10,25	148,26929,23038,49529	5kb,10kb,10kb,25kb
150	2	43406	25kb	0.0343283456077825	2	5,25	150,43406	5kb,25kb
151	3	49526	25kb	0.0289677710366546	3	5,10,25	151,26967,49526	5kb,10kb,25kb
152	2	26969	10kb	0.0748627402263439	2	5,10	152,26969	5kb,10kb
153	3	26981	10kb	0.098926981222816	3	5,10,25	153,26981,44935	5kb,10kb,25kb
154	3	26986	10kb	0.0109005660302793	3	5,10,25	154,26986,49542	5kb,10kb,25kb
155	2	22026	10kb	0.105521136930142	2	5,10	155,22026	5kb,10kb
160	2	160	5kb	0.212555661933449	2	5,10	160,18144	5kb,10kb
161	3	161	5kb	0.740801279732732	2	5,10	161,27290,1142	5kb,10kb,5kb
164	2	27297	10kb	0.166952662709049	2	5,10	164,27297	5kb,10kb
166	3	166	5kb	0.667393895067933	2	5,10	166,27347,16285	5kb,10kb,5kb
169	2	38617	10kb	0.509964371643009	2	5,10	169,38617	5kb,10kb
172	3	14903	5kb	0.572067730273857	2	5,10	172,14903,36887	5kb,5kb,10kb
173	2	18164	10kb	0.0282899407512359	2	5,10	173,18164	5kb,10kb
174	3	2082	5kb	0.253815098427461	2	5,25	174,49868,2082	5kb,25kb,5kb
175	2	175	5kb	0.734270749640477	2	5,25	175,49903	5kb,25kb
176	4	27288	10kb	0.56711914818789	2	5,10	176,14870,20423,27288	5kb,5kb,10kb,10kb
177	2	18151	10kb	0.0784568501496783	2	5,10	177,18151	5kb,10kb
179	2	179	5kb	0.248861396861334	2	5,10	179,18156	5kb,10kb
182	3	182	5kb	0.36429987541553	2	5,10	182,27466,3522	5kb,10kb,5kb
183	2	183	5kb	0.563619913022528	2	5,10	183,27375	5kb,10kb
184	3	27521	10kb	0.0164937142234624	2	5,10	184,4363,27521	5kb,5kb,10kb
185	3	185	5kb	0.0720374301834491	3	5,10,25	185,27544,50025	5kb,10kb,25kb
186	2	27510	10kb	0.591697733434015	2	5,10	186,27510	5kb,10kb
187	2	22051	10kb	0.841725587262817	2	5,10	187,22051	5kb,10kb
188	2	188	5kb	0.390717472185829	2	5,10	188,23122	5kb,10kb
191	2	18176	10kb	0.0956572476546111	2	5,10	191,18176	5kb,10kb
192	2	27625	10kb	0.478340018909764	2	5,10	192,27625	5kb,10kb
193	3	27470	10kb	0.0278320714915381	3	5,10,25	193,27470,49974	5kb,10kb,25kb
195	2	27504	10kb	0.342485520732154	2	5,10	195,27504	5kb,10kb
196	6	27475	10kb	0.127420649816953	3	5,10,25	196,27475,44987,16295,23111,36907	5kb,10kb,25kb,5kb,10kb,10kb
198	2	198	5kb	0.353382636336111	2	5,10	198,27520	5kb,10kb
200	3	27600	10kb	0.00172520917094397	3	5,10,25	200,27600,40824	5kb,10kb,25kb
201	2	27635	10kb	0.441916203581382	2	5,10	201,27635	5kb,10kb
203	2	203	5kb	0.178620965209174	2	5,10	203,27683	5kb,10kb
204	2	50038	25kb	0.0212118115886918	2	5,25	204,50038	5kb,25kb
205	3	50218	25kb	0.327350820977772	3	5,10,25	205,27743,50218	5kb,10kb,25kb
206	2	206	5kb	0.668286373441344	2	5,10	206,18189	5kb,10kb
207	4	50055	25kb	0.231403597167562	3	5,10,25	207,27678,50055,16356	5kb,10kb,25kb,5kb
209	2	209	5kb	0.268670428535446	2	5,10	209,27664	5kb,10kb
210	3	210	5kb	0.736030949163854	3	5,10,25	210,27665,50107	5kb,10kb,25kb
211	2	211	5kb	0.226944450815185	2	5,10	211,20463	5kb,10kb
212	2	27645	10kb	0.344586917914677	2	5,10	212,27645	5kb,10kb
214	2	214	5kb	0.227356927481074	2	5,10	214,27707	5kb,10kb
215	3	20477	10kb	0.205312482754872	2	5,10	215,19394,20477	5kb,10kb,10kb
216	2	216	5kb	0.0205871830132063	2	5,10	216,27739	5kb,10kb
220	3	27901	10kb	0.0233706859180783	3	5,10,25	220,27901,50324	5kb,10kb,25kb
222	3	4418	5kb	0.0769521970336564	2	5,10	222,4418,28009	5kb,5kb,10kb
229	2	229	5kb	0.87382911672239	2	5,10	229,28057	5kb,10kb
230	2	28096	10kb	0.0839716689448857	2	5,10	230,28096	5kb,10kb
231	3	47452	25kb	0.0410321027321956	3	5,10,25	231,28080,47452	5kb,10kb,25kb
236	2	236	5kb	0.680885870662436	2	5,10	236,18238	5kb,10kb
238	2	50565	25kb	0.0282897767445396	2	5,25	238,50565	5kb,25kb
240	2	18247	10kb	0.288565520324079	2	5,10	240,18247	5kb,10kb
241	2	28163	10kb	0.175997784070483	2	5,10	241,28163	5kb,10kb
242	2	18248	10kb	0.75646752293034	2	5,10	242,18248	5kb,10kb
243	2	243	5kb	0.429730368587989	2	5,10	243,18239	5kb,10kb
244	2	50545	25kb	0.048032908251556	2	5,25	244,50545	5kb,25kb
245	4	45066	25kb	0.203178156415332	3	5,10,25	245,28225,45066,2228	5kb,10kb,25kb,5kb
247	2	28180	10kb	0.0543462074696026	2	5,10	247,28180	5kb,10kb
249	2	28250	10kb	0.224450306937199	2	5,10	249,28250	5kb,10kb
250	3	40905	25kb	0.000468442248933877	3	5,10,25	250,28070,40905	5kb,10kb,25kb
252	3	50552	25kb	0.028873343970462	3	5,10,25	252,28249,50552	5kb,10kb,25kb
253	2	253	5kb	0.4123230165808	2	5,10	253,28229	5kb,10kb
254	2	254	5kb	0.413458678220207	2	5,10	254,20534	5kb,10kb
255	2	28253	10kb	0.0034116165698337	2	5,10	255,28253	5kb,10kb
256	2	256	5kb	0.882266449592942	2	5,10	256,18256	5kb,10kb
257	2	28279	10kb	0.146478423250853	2	5,10	257,28279	5kb,10kb
258	3	50650	25kb	0.233501594462956	3	5,10,25	258,18278,50650	5kb,10kb,25kb
261	2	261	5kb	0.321429796868264	2	5,10	261,22151	5kb,10kb
264	2	264	5kb	0.650473879559318	2	5,10	264,28490	5kb,10kb
269	4	16426	5kb	0.291178421622653	3	5,10,25	269,28563,50846,16426	5kb,10kb,25kb,5kb
271	2	37109	10kb	0.242154754570383	2	5,10	271,37109	5kb,10kb
272	2	272	5kb	0.773525973354353	2	5,10	272,19463	5kb,10kb
277	2	38733	10kb	0.0206417645129165	2	5,10	277,38733	5kb,10kb
278	2	18288	10kb	0.239800397704985	2	5,10	278,18288	5kb,10kb
279	2	28519	10kb	0.839027671760682	2	5,10	279,28519	5kb,10kb
284	2	18300	10kb	0.584645528921293	2	5,10	284,18300	5kb,10kb
285	4	40957	25kb	0.665557517166877	3	5,10,25	285,40957,15031,28576	5kb,25kb,5kb,10kb
286	2	286	5kb	0.118821325523519	2	5,10	286,18310	5kb,10kb
287	2	18307	10kb	0.937800487940186	2	5,10	287,18307	5kb,10kb
291	2	291	5kb	0.872182181133644	2	5,10	291,18292	5kb,10kb
292	2	18315	10kb	0.282312575711058	2	5,10	292,18315	5kb,10kb
293	2	28700	10kb	0.0348227601494735	2	5,10	293,28700	5kb,10kb
295	3	28691	10kb	0.768295847490487	3	5,10,25	295,28691,50952	5kb,10kb,25kb
296	2	28721	10kb	0.0639624826615424	2	5,10	296,28721	5kb,10kb
297	3	40983	25kb	0.00271017514998983	3	5,10,25	297,28742,40983	5kb,10kb,25kb
298	2	23286	10kb	0.274368130496143	2	5,10	298,23286	5kb,10kb
299	2	28703	10kb	0.26099771734797	2	5,10	299,28703	5kb,10kb
300	3	42266	25kb	0.0032036208499493	3	5,10,25	300,18325,42266	5kb,10kb,25kb
301	2	18324	10kb	0.675917528705143	2	5,10	301,18324	5kb,10kb
303	3	19502	10kb	0.341621898884238	2	5,10	303,18332,19502	5kb,10kb,10kb
304	2	28894	10kb	0.00040784876354157	2	5,10	304,28894	5kb,10kb
311	3	51069	25kb	0.217668758297535	3	5,10,25	311,28912,51069	5kb,10kb,25kb
312	2	23323	10kb	0.197679668662862	2	5,10	312,23323	5kb,10kb
313	2	37160	10kb	0.108257749455431	2	5,10	313,37160	5kb,10kb
314	2	51073	25kb	0.720041338319306	2	5,25	314,51073	5kb,25kb
315	2	28861	10kb	0.00311800785917112	2	5,10	315,28861	5kb,10kb
316	2	18348	10kb	0.161979790548819	2	5,10	316,18348	5kb,10kb
317	2	28958	10kb	0.142492812463085	2	5,10	317,28958	5kb,10kb
318	2	318	5kb	0.00358103384822501	2	5,10	318,29054	5kb,10kb
320	2	37170	10kb	0.104337542108853	2	5,10	320,37170	5kb,10kb
322	3	41020	25kb	0.0477399267037121	3	5,10,25	322,18352,41020	5kb,10kb,25kb
323	2	28975	10kb	0.011108237439193	2	5,10	323,28975	5kb,10kb
324	3	37184	10kb	0.431567400465387	3	5,10,25	324,37184,43713	5kb,10kb,25kb
325	4	29016	10kb	0.121308219330385	3	5,10,25	325,29016,57737,16468	5kb,10kb,25kb,5kb
326	2	20681	10kb	0.141113087168274	2	5,10	326,20681	5kb,10kb
327	3	41022	25kb	0.0408471764286235	3	5,10,25	327,18338,41022	5kb,10kb,25kb
328	2	24611	10kb	0.191250117773588	2	5,10	328,24611	5kb,10kb
330	3	330	5kb	0.0869656092514372	3	5,10,25	330,29081,41019	5kb,10kb,25kb
331	2	19521	10kb	3.02875082049036e-06	2	5,10	331,19521	5kb,10kb
332	2	332	5kb	0.455704511220339	2	5,10	332,29056	5kb,10kb
333	2	18354	10kb	0.307610635292249	2	5,10	333,18354	5kb,10kb
334	2	18367	10kb	0.692114381681896	2	5,10	334,18367	5kb,10kb
335	2	335	5kb	0.514771194550913	2	5,10	335,18356	5kb,10kb
337	3	337	5kb	0.0514806904255601	3	5,10,25	337,29072,41029	5kb,10kb,25kb
338	2	18347	10kb	0.41122545315029	2	5,10	338,18347	5kb,10kb
339	2	29176	10kb	0.603487945121091	2	5,10	339,29176	5kb,10kb
340	2	18369	10kb	0.50261868458892	2	5,10	340,18369	5kb,10kb
342	2	19524	10kb	0.35696073454673	2	5,10	342,19524	5kb,10kb
343	2	29145	10kb	0.813444322230929	2	5,10	343,29145	5kb,10kb
344	3	29192	10kb	0.361645686658642	3	5,10,25	344,29192,51304	5kb,10kb,25kb
346	5	346	5kb	0.507942945987472	3	5,10,25	346,18376,51425,15130,37227	5kb,10kb,25kb,5kb,10kb
348	2	348	5kb	0.774734803099327	2	5,10	348,29261	5kb,10kb
350	2	350	5kb	0.811055019508992	2	5,10	350,29293	5kb,10kb
351	2	351	5kb	0.741335610717977	2	5,10	351,18378	5kb,10kb
352	4	2396	5kb	0.552141833221095	3	5,10,25	352,29320,51422,2396	5kb,10kb,25kb,5kb
353	5	51468	25kb	0.0104409206923888	3	5,10,25	353,29355,51468,16524,29451	5kb,10kb,25kb,5kb,10kb
356	3	23367	10kb	0.365793828039242	3	5,10,25	356,23367,51420	5kb,10kb,25kb
357	3	357	5kb	0.0728216171535019	3	5,10,25	357,24650,51429	5kb,10kb,25kb
358	4	358	5kb	0.601428645711656	2	5,10	358,5578,18377,19538	5kb,5kb,10kb,10kb
360	2	360	5kb	0.762255732945357	2	5,10	360,18385	5kb,10kb
361	2	29322	10kb	0.220300110404212	2	5,10	361,29322	5kb,10kb
363	4	15150	5kb	0.342073632957118	2	5,10	363,18388,37235,15150	5kb,10kb,10kb,5kb
364	2	364	5kb	0.25951501356485	2	5,10	364,20751	5kb,10kb
365	2	365	5kb	0.857282336689782	2	5,10	365,29383	5kb,10kb
366	2	366	5kb	0.125920564069759	2	5,10	366,29421	5kb,10kb
371	2	18408	10kb	0.677261391660038	2	5,10	371,18408	5kb,10kb
372	3	29492	10kb	0.0841780100813133	3	5,10,25	372,29492,51502	5kb,10kb,25kb
373	2	19547	10kb	0.367978531412857	2	5,10	373,19547	5kb,10kb
374	4	29468	10kb	0.0372387845287881	3	5,10,25	374,4553,29468,51480	5kb,5kb,10kb,25kb
375	4	29397	10kb	0.176700939001043	3	5,10,25	375,15171,29397,51465	5kb,5kb,10kb,25kb
376	3	41081	25kb	5.68864062262666e-05	3	5,10,25	376,29456,41081	5kb,10kb,25kb
377	4	377	5kb	0.134406420779585	3	5,10,25	377,18396,19548,51481	5kb,10kb,10kb,25kb
378	2	23384	10kb	0.502144113058351	2	5,10	378,23384	5kb,10kb
379	3	29551	10kb	0.00877790678128698	2	5,10	379,2432,29551	5kb,5kb,10kb
381	3	51626	25kb	0.0782922399537719	3	5,10,25	381,29573,51626	5kb,10kb,25kb
382	2	29544	10kb	0.00128281827959034	2	5,10	382,29544	5kb,10kb
384	3	57822	25kb	0.00262809031951964	3	5,10,25	384,29513,57822	5kb,10kb,25kb
385	2	385	5kb	0.125176273747957	2	5,10	385,18409	5kb,10kb
386	3	46364	25kb	0.51225983978114	3	5,10,25	386,29580,46364	5kb,10kb,25kb
387	2	29611	10kb	0.316344859065713	2	5,10	387,29611	5kb,10kb
390	4	16552	5kb	0.398475022155966	3	5,10,25	390,29677,16552,51743	5kb,10kb,5kb,25kb
393	4	29688	10kb	0.656059113850882	2	5,10	393,4601,29688,2456	5kb,5kb,10kb,5kb
394	3	394	5kb	0.118004378867145	2	5,10	394,3679,18428	5kb,5kb,10kb
395	2	395	5kb	0.712868869742044	2	5,10	395,20801	5kb,10kb
398	2	398	5kb	0.919357705907195	1	5	398,1329	5kb,5kb
399	2	29759	10kb	0.283534805606089	2	5,10	399,29759	5kb,10kb
402	2	29789	10kb	0.059123645989428	2	5,10	402,29789	5kb,10kb
404	2	404	5kb	0.711723419132986	2	5,10	404,29736	5kb,10kb
405	2	29822	10kb	0.690328960111914	2	5,10	405,29822	5kb,10kb
406	2	19584	10kb	0.0339997774364314	2	5,10	406,19584	5kb,10kb
410	4	410	5kb	0.66164342564707	3	5,10,25	410,29697,57857,16556	5kb,10kb,25kb,5kb
411	2	411	5kb	0.597872014091053	2	5,10	411,29823	5kb,10kb
412	2	412	5kb	0.348899028216135	2	5,10	412,29893	5kb,10kb
415	6	415	5kb	0.450214983390282	3	5,10,25	415,29837,51792,1336,22275,24703	5kb,10kb,25kb,5kb,10kb,10kb
419	2	18449	10kb	0.420143054127789	2	5,10	419,18449	5kb,10kb
420	2	18452	10kb	0.694233751735837	2	5,10	420,18452	5kb,10kb
421	3	421	5kb	0.649271441978991	3	5,10,25	421,30005,51979	5kb,10kb,25kb
422	3	29984	10kb	0.409671363388434	3	5,10,25	422,29984,51925	5kb,10kb,25kb
423	3	41132	25kb	0.507710850146179	3	5,10,25	423,18437,41132	5kb,10kb,25kb
426	3	52031	25kb	0.28261458888227	3	5,10,25	426,30061,52031	5kb,10kb,25kb
427	3	59391	25kb	0.0393921646209953	3	5,10,25	427,20833,59391	5kb,10kb,25kb
428	2	29963	10kb	0.606280140517236	2	5,10	428,29963	5kb,10kb
429	3	29954	10kb	0.0656484846397352	3	5,10,25	429,29954,46402	5kb,10kb,25kb
430	3	51950	25kb	0.131342982034632	3	5,10,25	430,30029,51950	5kb,10kb,25kb
431	2	23434	10kb	0.449315442816699	2	5,10	431,23434	5kb,10kb
433	2	30003	10kb	0.116359121206205	2	5,10	433,30003	5kb,10kb
434	2	29991	10kb	0.330006649026912	2	5,10	434,29991	5kb,10kb
435	2	30057	10kb	0.17314579083202	2	5,10	435,30057	5kb,10kb
436	2	436	5kb	0.128362418193058	2	5,10	436,30167	5kb,10kb
438	2	37369	10kb	0.0668653447518341	2	5,10	438,37369	5kb,10kb
439	3	30196	10kb	0.119382515450591	2	5,10	439,15257,30196	5kb,5kb,10kb
440	2	30227	10kb	0.790890025397629	2	5,10	440,30227	5kb,10kb
441	2	18483	10kb	0.916726529826625	2	5,10	441,18483	5kb,10kb
442	2	18484	10kb	0.080395311296201	2	5,10	442,18484	5kb,10kb
445	3	15262	5kb	0.686607170720034	2	5,10	445,15262,30230	5kb,5kb,10kb
447	3	52216	25kb	0.499985921186445	3	5,10,25	447,30330,52216	5kb,10kb,25kb
449	2	449	5kb	0.222939597780172	2	5,10	449,18487	5kb,10kb
451	2	20893	10kb	0.93868846041964	2	5,10	451,20893	5kb,10kb
459	2	459	5kb	0.124351073577817	2	5,10	459,23489	5kb,10kb
460	2	460	5kb	0.499527016521654	2	5,10	460,18513	5kb,10kb
461	4	15265	5kb	0.325785984325281	2	5,10	461,30290,15265,19629	5kb,10kb,5kb,10kb
462	2	30457	10kb	0.17099583106305	2	5,10	462,30457	5kb,10kb
467	2	467	5kb	0.00342233136183016	2	5,10	467,30658	5kb,10kb
469	3	30162	10kb	0.311373616744088	2	5,10	469,15248,30162	5kb,5kb,10kb
470	2	470	5kb	0.726034221901575	2	5,10	470,30541	5kb,10kb
473	2	473	5kb	0.596272998678932	2	5,10	473,38965	5kb,10kb
475	4	43914	25kb	0.160311833273256	3	5,10,25	475,30514,43914,20964	5kb,10kb,25kb,10kb
476	4	3735	5kb	0.669598225675021	3	5,10,25	476,3735,30563,41196	5kb,5kb,10kb,25kb
477	2	477	5kb	0.185079487859568	2	5,10	477,18514	5kb,10kb
478	3	42467	25kb	0.721533029360067	3	5,10,25	478,30603,42467	5kb,10kb,25kb
480	2	52341	25kb	0.23367736033096	2	5,25	480,52341	5kb,25kb
482	2	482	5kb	0.203494863853182	2	5,10	482,18511	5kb,10kb
483	2	18550	10kb	0.289871942209919	2	5,10	483,18550	5kb,10kb
484	4	52342	25kb	0.225824017088037	3	5,10,25	484,30622,52342,16631	5kb,10kb,25kb,5kb
485	2	30702	10kb	0.549876273207778	2	5,10	485,30702	5kb,10kb
488	2	30772	10kb	0.165244441997057	2	5,10	488,30772	5kb,10kb
489	2	18530	10kb	0.824250268340326	2	5,10	489,18530	5kb,10kb
491	2	30625	10kb	0.152193055119234	2	5,10	491,30625	5kb,10kb
492	2	38968	10kb	0.209112776133886	2	5,10	492,38968	5kb,10kb
493	2	30770	10kb	0.153006094705605	2	5,10	493,30770	5kb,10kb
494	2	18529	10kb	0.44037286346848	2	5,10	494,18529	5kb,10kb
495	3	52456	25kb	0.0653908770182215	3	5,10,25	495,39975,52456	5kb,10kb,25kb
496	2	496	5kb	0.36177538496086	2	5,10	496,30623	5kb,10kb
497	2	30580	10kb	0.188433957046713	2	5,10	497,30580	5kb,10kb
498	2	498	5kb	0.684164038724752	2	5,10	498,30802	5kb,10kb
501	3	52634	25kb	0.0159207648742178	3	5,10,25	501,30809,52634	5kb,10kb,25kb
502	2	502	5kb	0.614521055245799	2	5,10	502,18554	5kb,10kb
503	2	18559	10kb	0.345439404929313	2	5,10	503,18559	5kb,10kb
505	3	52614	25kb	0.00101936451369364	3	5,10,25	505,18553,52614	5kb,10kb,25kb
506	3	57966	25kb	0.00684658049681231	3	5,10,25	506,30768,57966	5kb,10kb,25kb
507	3	42472	25kb	0.0121646254238218	3	5,10,25	507,30782,42472	5kb,10kb,25kb
508	3	30719	10kb	0.700926870818881	3	5,10,25	508,30719,52474	5kb,10kb,25kb
510	3	510	5kb	0.712080558337569	2	5,10	510,30878,15339	5kb,10kb,5kb
514	2	30967	10kb	0.469888952223497	2	5,10	514,30967	5kb,10kb
516	4	30976	10kb	0.478280081330924	3	5,10,25	516,30976,44000,4703	5kb,10kb,25kb,5kb
518	2	39999	10kb	0.726841831881723	2	5,10	518,39999	5kb,10kb
520	2	31070	10kb	0.357817069765103	2	5,10	520,31070	5kb,10kb
523	2	31001	10kb	0.59405926911073	2	5,10	523,31001	5kb,10kb
524	2	18588	10kb	0.187237871766936	2	5,10	524,18588	5kb,10kb
525	2	31096	10kb	0.0476362875551705	2	5,10	525,31096	5kb,10kb
526	2	526	5kb	0.499978667101799	2	5,10	526,24836	5kb,10kb
528	2	18599	10kb	0.0530749178320729	2	5,10	528,18599	5kb,10kb
529	3	31172	10kb	0.0976908728310468	3	5,10,25	529,31172,47843	5kb,10kb,25kb
530	2	31138	10kb	0.0132158124224342	2	5,10	530,31138	5kb,10kb
531	2	531	5kb	0.766491100359384	2	5,10	531,31115	5kb,10kb
533	3	533	5kb	0.307881163445477	3	5,10,25	533,31206,52849	5kb,10kb,25kb
537	3	31156	10kb	0.445900280880431	3	5,10,25	537,31156,58066	5kb,10kb,25kb
538	2	31174	10kb	0.814602751034392	2	5,10	538,31174	5kb,10kb
539	3	31231	10kb	0.0727101788828858	3	5,10,25	539,31231,52881	5kb,10kb,25kb
540	2	18610	10kb	0.063014691067448	2	5,10	540,18610	5kb,10kb
541	3	31212	10kb	0.0112145055738813	3	5,10,25	541,31212,52929	5kb,10kb,25kb
