loop_id	chr1	start1	end1	chr2	start2	end2	logFC	logCPM	FDR	PValue	significant	resolution_kb	n_overlaps	loop_distance	loop_type	direction	category
loop_13365	chr19	17150000	17160000	chr19	17210000	17220000	-0.380561952610522	6.50999715643665	6.71156898012222e-05	7.44345976498178e-07	True	10	2	60000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_564	chr19	22450000	22455000	chr19	22635000	22640000	-0.608304515067549	5.04444752819484	0.0056090876456255	0.0001615786564583	True	5	1	185000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_570	chr19	59740000	59745000	chr19	60140000	60145000	-0.507246378783241	4.85834173212298	0.0124541925204314	0.0005483037880039	True	5	1	4e+05	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_749	chr2	6870000	6880000	chr2	7080000	7090000	-0.394578570668128	4.65015912679881	0.0015326090365922	6.47390526238168e-05	True	10	2	210000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_15040	chr3	123690000	123700000	chr3	123830000	123840000	-0.43863070613811	5.3330323840438	3.14224082486974e-05	2.44833746144268e-07	True	10	2	140000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_720	chr3	86545000	86550000	chr3	86755000	86760000	-0.483819620901568	4.93534782375843	0.0230187873892694	0.0014183525985602	True	5	1	210000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_17841	chr3	86325000	86350000	chr3	86975000	87000000	-0.348629608286288	4.92718962518702	0.0009143091278898	3.20936040577098e-05	True	25	3	650000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_727	chr3	49185000	49190000	chr3	49760000	49765000	0.648903030552877	3.40939471316594	0.0256698622010734	0.0016822450898004	True	5	1	575000	Enhancer-Enhancer	up_in_mutant	moderate_differential
loop_753	chr4	33520000	33525000	chr4	33735000	33740000	-0.407900527865251	4.81317094584267	0.0160789924202226	0.0008226378059506	True	5	1	215000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_15943	chr4	45940000	45950000	chr4	46120000	46130000	0.353299532641351	5.31561952090282	0.000384580681911	9.48197333449828e-06	True	10	2	180000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_827	chr5	67845000	67850000	chr5	68045000	68050000	-0.460344990434603	4.79708881512092	0.012276662330146	0.0005366480234112	True	5	1	2e+05	Promoter-Enhancer	down_in_mutant	weak_differential
loop_867	chr6	13835000	13840000	chr6	13900000	13905000	-0.316726841379132	5.55429006947398	0.0253141522163369	0.0016484747105622	True	5	1	65000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_869	chr6	51765000	51770000	chr6	51845000	51850000	-0.31590110989778	5.55036180525437	0.0266033656551999	0.0017761440905323	True	5	1	80000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_882	chr6	13830000	13835000	chr6	13980000	13985000	-0.433706220302438	5.21112903847091	0.0269721261047592	0.0018097439658387	True	5	1	150000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_17266	chr6	60550000	60560000	chr6	61300000	61310000	-0.600053079545689	3.43780357258325	0.0006548165469775	1.94141880090992e-05	True	10	3	750000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_1107	chr6	43660000	43670000	chr6	44290000	44300000	-0.62207260584874	3.46260660735625	0.0003614764220882	8.72274591391786e-06	True	10	2	630000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_15541	chr6	20500000	20525000	chr6	21200000	21225000	-0.452097905259116	4.73833336861362	0.0002589436056028	4.15112065065821e-06	True	25	3	7e+05	Promoter-Enhancer	down_in_mutant	weak_differential
loop_936	chr7	90055000	90060000	chr7	90115000	90120000	-0.310295150617931	6.09262384746719	0.0088678910504422	0.0003166047188512	True	5	1	60000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_971	chr7	92870000	92875000	chr7	93090000	93095000	-0.404672533324142	4.74346615892845	0.0206478738780949	0.0012194038259204	True	5	1	220000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_17977	chr7	60390000	60400000	chr7	60490000	60500000	-0.374358903730253	5.149740094001	0.0020457195262961	9.43677618174766e-05	True	10	2	1e+05	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1021	chr10	81625000	81630000	chr10	82175000	82180000	-0.408779181980828	4.94155928415578	0.017779488281524	0.0009580872063617	True	5	1	550000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1054	chr8	21990000	21995000	chr8	22045000	22050000	-0.435500809394855	5.965042134993	0.0120494355181984	0.000509263207309	True	5	1	55000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_8008	chr8	95970000	95980000	chr8	100770000	100780000	-0.907281814173301	3.51005432861591	2.57709819655521e-05	1.73081886654468e-07	True	10	2	4800000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_1100	chr9	120495000	120500000	chr9	120565000	120570000	0.316430794939712	6.74870184446606	0.0119934694950731	0.0005055638904051	True	5	1	70000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_1350	chr9	94530000	94540000	chr9	94700000	94710000	-0.693425681985245	4.71491245109008	1.8502089672842e-05	1.10365063000781e-07	True	10	3	170000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_1127	chr9	99845000	99850000	chr9	100395000	100400000	0.512268586533115	5.88363417772673	0.0011421711698848	1.25764593280608e-05	True	5	1	550000	Enhancer-Enhancer	up_in_mutant	moderate_differential
loop_1133	chr9	106900000	106905000	chr9	107290000	107295000	-0.413238809337614	5.32381298087124	0.0072145797429907	0.0002367146061819	True	5	1	390000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1164	chr11	85835000	85840000	chr11	85885000	85890000	-0.443512061434171	5.55677348461848	0.0031231608696555	6.07889169380186e-05	True	5	1	50000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1231	chr12	100685000	100690000	chr12	100720000	100725000	-0.334345538443171	6.09067682273586	0.0049474664804606	0.0001323396383662	True	5	1	35000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1262	chr15	57690000	57695000	chr15	57910000	57915000	-0.497796548329216	5.19354863074986	0.0045136831499299	0.0001097204991657	True	5	1	220000	Promoter-Promoter	down_in_mutant	weak_differential
loop_1280	chr15	73830000	73835000	chr15	73995000	74000000	0.445075926971527	5.10018204608237	0.0167595595999851	0.0008834744806374	True	5	1	165000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_11108	chr16	72200000	72225000	chr16	72975000	73000000	0.528857142465129	4.09576901294372	0.0005650977096149	1.45720852660783e-05	True	25	3	775000	Enhancer-Enhancer	up_in_mutant	moderate_differential
loop_1327	chr16	30600000	30605000	chr16	31200000	31205000	-0.606689936726529	3.6164815016211	0.0236370379231726	0.0014656488312944	True	5	1	6e+05	Promoter-Promoter	down_in_mutant	moderate_differential
loop_1403	chr1	91570000	91575000	chr1	91750000	91755000	0.336947069739314	5.25157582615721	0.0195523107666676	0.0011145099841972	True	5	1	180000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_13443	chr19	17240000	17250000	chr19	17350000	17360000	-0.451842733240291	5.71824507741469	2.50458627324543e-05	1.6710521706436e-07	True	10	2	110000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1475	chr2	57905000	57910000	chr2	57950000	57955000	-0.445495426881342	5.4592152666595	0.0110015182887482	0.0004466193054602	True	5	1	45000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_13840	chr2	73920000	73930000	chr2	73990000	74000000	-0.365749360104936	5.96975086003938	2.41477285657953e-05	1.56845002614524e-07	True	10	3	70000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_14500	chr2	109540000	109550000	chr2	109880000	109890000	-0.441518084243702	3.55000781141118	0.003276241804923	0.0001873213545232	True	10	2	340000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1541	chr3	123970000	123975000	chr3	124070000	124075000	-0.353380232961542	5.56210910813391	0.0089336997540338	0.0003194510589391	True	5	1	1e+05	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1566	chr4	3675000	3680000	chr4	3750000	3755000	-0.395993412485924	6.04710044002595	0.0043505787767933	0.0001028248237202	True	5	1	75000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_1591	chr4	82535000	82540000	chr4	82700000	82705000	-0.956922657768539	3.52403705175537	0.0009032206145608	8.2332135843966e-06	True	5	1	165000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_1610	chr5	105985000	105990000	chr5	106275000	106280000	-0.453235069681451	5.05555851488553	0.0055054991878025	0.0001561452889433	True	5	1	290000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_20087	chr5	118780000	118790000	chr5	118870000	118880000	0.447695485461473	5.07670023266979	5.75823574649592e-05	6.02996585330299e-07	True	10	3	90000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_1638	chr5	49815000	49820000	chr5	49960000	49965000	-0.459287738883099	4.48467867124889	0.0207454171166079	0.0012286658452445	True	5	1	145000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1662	chr6	140625000	140630000	chr6	140710000	140715000	-0.402242657976892	5.44945452702508	0.0130359506450365	0.0005905531032597	True	5	1	85000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1715	chr7	84590000	84595000	chr7	84750000	84755000	-0.326783252490957	5.43805674958733	0.0279717310074719	0.0019273147991468	True	5	1	160000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1720	chr7	90280000	90285000	chr7	90405000	90410000	-0.571639821742711	5.91511177960338	0.0119934694950731	0.0005055568134002	True	5	1	125000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_1844	chr8	57795000	57800000	chr8	57960000	57965000	-0.614637350000508	3.95026925554606	0.0133038001430177	0.0006192459526029	True	5	1	165000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_2207	chr8	86030000	86040000	chr8	86530000	86540000	-0.353707683412625	4.41155736255512	0.0060858628107524	0.0004424972201694	True	10	2	5e+05	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_18710	chr8	98860000	98870000	chr8	99410000	99420000	-0.499289638027787	4.44679801329712	0.000133523178893	2.08174953846932e-06	True	10	3	550000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_7955	chr8	57540000	57550000	chr8	57960000	57970000	-0.676079610913446	3.64902466777887	0.0001395794781755	2.22641355697143e-06	True	10	2	420000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_7987	chr8	27670000	27680000	chr8	30920000	30930000	-0.511863483899756	3.7322030291973	0.0008478707314906	2.76854219941496e-05	True	10	3	3250000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_1882	chr8	19705000	19710000	chr8	20595000	20600000	0.409196285067122	4.94332962048529	0.0231948575343385	0.001434361115459	True	5	1	890000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_1955	chr9	91405000	91410000	chr9	91545000	91550000	-0.412725005993494	5.80222688477792	0.0061657611348622	0.0001855008772083	True	5	1	140000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_1965	chr9	29790000	29795000	chr9	29960000	29965000	0.374205075883309	5.29820134869229	0.0090279570325212	0.0003284226216039	True	5	1	170000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_1986	chr9	118290000	118295000	chr9	118475000	118480000	-0.427661869333732	5.34887692582907	0.0166122285567147	0.0008689388990918	True	5	1	185000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_2010	chr9	88480000	88485000	chr9	88715000	88720000	-0.381392022376958	5.15412876575335	0.0130231788240529	0.0005880781450968	True	5	1	235000	Promoter-Promoter	down_in_mutant	weak_differential
loop_8889	chr9	79030000	79040000	chr9	79290000	79300000	-0.481854557237322	4.82707811785901	0.0001306749303275	1.99776979026739e-06	True	10	2	260000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2084	chr11	26385000	26390000	chr11	26435000	26440000	-0.484434612867771	6.40173745421822	0.0007967080440606	6.31826173809397e-06	True	5	1	50000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_2107	chr11	93695000	93700000	chr11	93815000	93820000	-0.362250056899823	5.13047149189264	0.0208137016283425	0.0012350250048627	True	5	1	120000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2108	chr11	93485000	93490000	chr11	93640000	93645000	-0.491873905022398	5.10948778757427	0.004789085760411	0.0001260167147498	True	5	1	155000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2134	chr11	30090000	30095000	chr11	30220000	30225000	-0.440902541707972	5.25662187241799	0.0118671348522153	0.0004967361974294	True	5	1	130000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2207	chr13	98260000	98265000	chr13	98315000	98320000	-0.35344100089504	5.65325074856495	0.026223895657889	0.0017398013302114	True	5	1	55000	Promoter-Promoter	down_in_mutant	weak_differential
loop_10324	chr13	83520000	83530000	chr13	84750000	84760000	-0.454853910788424	3.62289611212582	0.0030749859243435	0.0001686014586574	True	10	2	1230000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_10216	chr13	83520000	83530000	chr13	83650000	83660000	-0.51177362507795	4.74922194608247	4.69297804567962e-05	4.4582461992803e-07	True	10	2	130000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_2243	chr13	9680000	9685000	chr13	9845000	9850000	0.603657576505031	4.43931317251879	0.002407982251765	4.06047399910365e-05	True	5	1	165000	Enhancer-Enhancer	up_in_mutant	moderate_differential
loop_2308	chr12	31710000	31715000	chr12	31820000	31825000	-0.479423629127426	5.54714572404457	0.0034435214634492	7.23863370695043e-05	True	5	1	110000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_11180	chr15	44830000	44840000	chr15	48790000	48800000	-0.527071564812169	3.16336281960009	0.0029717674829817	0.0001608525612695	True	10	2	3960000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_2432	chr16	67610000	67615000	chr16	67845000	67850000	-0.426407329428652	4.78970802962846	0.0271576972621035	0.0018334692735064	True	5	1	235000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_11631	chr16	49270000	49280000	chr16	50300000	50310000	-0.535767264392674	3.54471268618377	0.0007343824111495	2.30711335422101e-05	True	10	3	1030000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_11629	chr16	82660000	82670000	chr16	83410000	83420000	-0.447037141542841	4.32158747451575	0.0009505000050692	3.2338503177064e-05	True	10	2	750000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2824	chr17	88330000	88340000	chr17	88500000	88510000	-0.398789845490994	5.36608906213507	0.0001620660208252	2.74263370343263e-06	True	10	2	170000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2833	chr17	42310000	42320000	chr17	42450000	42460000	-0.429871889624772	5.19049378758806	7.74277804085203e-05	9.18285102259611e-07	True	10	2	140000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_2490	chr17	5440000	5445000	chr17	5885000	5890000	-0.688339953467639	5.08801850986718	0.016230532390915	0.0008330987318882	True	5	1	445000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_2524	chr1	135750000	135755000	chr1	135785000	135790000	0.382641463407192	6.34519344355657	0.004597824725245	0.0001161349202404	True	5	1	35000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_2573	chr1	80965000	80970000	chr1	81075000	81080000	-0.505405314812313	4.98640465787217	0.0287498320047992	0.0020272932366858	True	5	1	110000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_22500	chr1	182550000	182560000	chr1	182650000	182660000	0.333895372721255	4.89269948002987	0.0031581680320535	0.0001770972713534	True	10	2	1e+05	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_19480	chr1	150780000	150790000	chr1	151010000	151020000	-0.360856400490715	4.99786086711889	0.0007204604398812	2.22517606697165e-05	True	10	2	230000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2619	chr1	48535000	48540000	chr1	49105000	49110000	-0.618777302365277	4.23508088635074	0.0067196575004867	0.0002125950240101	True	5	1	570000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_621	chr18	31010000	31020000	chr18	31310000	31320000	-0.426098600223582	4.36554494768775	0.0019012489101667	8.54352307193172e-05	True	10	2	3e+05	Promoter-Enhancer	down_in_mutant	weak_differential
loop_4416	chr18	30960000	30970000	chr18	31440000	31450000	-0.445959354074573	4.30958016548358	0.0008197874651893	2.65510874860275e-05	True	10	2	480000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_12404	chr18	57400000	57425000	chr18	58475000	58500000	-0.302946727000836	4.45819498320034	0.0016140558077295	7.66971291084479e-05	True	25	3	1075000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_13250	chr18	77790000	77800000	chr18	78130000	78140000	-0.303911684470155	4.29368444965048	0.0097761483798808	0.0008323738287397	True	10	2	340000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_2742	chr2	58135000	58140000	chr2	58175000	58180000	-0.302543432546916	6.38723926701902	0.0122609754273034	0.0005311446749328	True	5	1	40000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2760	chr2	138475000	138480000	chr2	138585000	138590000	-0.49703932814721	5.11679857579985	0.0113917233825537	0.0004659814681576	True	5	1	110000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_19717	chr2	138790000	138800000	chr2	139270000	139280000	-0.453986813969425	4.61420083961272	0.0007489451877104	2.3594817905512e-05	True	10	2	480000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_14358	chr2	165390000	165400000	chr2	165480000	165490000	0.352591526415697	5.99723761866292	9.41534420221487e-05	1.223555137679e-06	True	10	2	90000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_19716	chr2	6870000	6880000	chr2	7000000	7010000	-0.352345497635602	4.88829676066181	0.0014566921028054	6.03907471279322e-05	True	10	2	130000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_2797	chr2	138585000	138590000	chr2	139275000	139280000	-0.959745981857733	4.24770175667044	0.0016863693998006	2.34452424619153e-05	True	5	1	690000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_3189	chr2	139270000	139280000	chr2	139580000	139590000	-0.715769569998683	3.48342682989857	0.0004995099625223	1.33529306877874e-05	True	10	3	310000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_2816	chr2	118260000	118265000	chr2	118430000	118435000	-0.302499319263223	5.6613352779188	0.0210532143045522	0.0012580217849075	True	5	1	170000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_22112	chr2	73960000	73970000	chr2	74670000	74680000	0.398883149355024	4.15614755231913	0.0032089158864276	0.000182054082634	True	10	2	710000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_2926	chr3	123690000	123695000	chr3	124065000	124070000	-0.363489173848245	5.18073670473948	0.0251054111008995	0.0016214492463406	True	5	1	375000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_2945	chr3	80095000	80100000	chr3	80800000	80805000	-0.46414556533356	4.47314474448124	0.0161368932613151	0.0008264975360733	True	5	1	705000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_3005	chr4	144890000	144895000	chr4	145040000	145045000	0.3588138934346	5.54580688721284	0.0122429145067475	0.0005232526885123	True	5	1	150000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_15947	chr4	81560000	81570000	chr4	82400000	82410000	-0.569680714409841	4.16240940490322	0.0001812379486588	3.15136047075721e-06	True	10	2	840000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_3034	chr4	33395000	33400000	chr4	33520000	33525000	-0.468349214128843	4.83267932494054	0.0239053150981243	0.0014969071738676	True	5	1	125000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_3050	chr4	117705000	117710000	chr4	118290000	118295000	-0.637165764659236	4.03917359838936	0.004789085760411	0.0001262388305213	True	5	2	585000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_3162	chr5	86165000	86170000	chr5	86815000	86820000	-0.49179923556903	4.35128993734484	0.0132915675900754	0.0006130719073104	True	5	1	650000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_14988	chr5	41875000	41900000	chr5	43625000	43650000	-0.364018910309957	4.34433746303702	0.0014518412338507	6.49833830035171e-05	True	25	3	1750000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_17280	chr6	51170000	51180000	chr6	52310000	52320000	-0.866346995338293	4.01507337320884	9.11944669701854e-06	4.06974247260018e-08	True	10	2	1140000	Promoter-Enhancer	down_in_mutant	moderate_differential
loop_3243	chr6	19580000	19585000	chr6	20595000	20600000	-0.593720340707453	3.82684528047759	0.017416485814602	0.0009327147057869	True	5	1	1015000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_3244	chr6	106800000	106805000	chr6	107710000	107715000	-0.441273377578629	4.50518019903409	0.0250220643515027	0.0016113641707841	True	5	2	910000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_3247	chr6	19580000	19585000	chr6	20500000	20505000	-0.518124344638804	3.7125588417695	0.0287498320047992	0.0020129957275634	True	5	1	920000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_17332	chr6	42610000	42620000	chr6	43290000	43300000	-0.384812844216208	3.40521829106388	0.0149873355543256	0.001500587768032	True	10	2	680000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_3263	chr7	38180000	38185000	chr7	38225000	38230000	-0.365227924008328	5.76046952189629	0.0168046007960576	0.0008868627602857	True	5	1	45000	Promoter-Promoter	down_in_mutant	weak_differential
loop_3768	chr7	111040000	111050000	chr7	111240000	111250000	-0.453466896818812	4.26042251173042	0.0005410499886787	1.5037135157251e-05	True	10	2	2e+05	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_3357	chr10	59620000	59625000	chr10	59815000	59820000	-0.378789667339191	4.8106287210812	0.0287498320047992	0.0020208041006683	True	5	1	195000	Enhancer-Enhancer	down_in_mutant	weak_differential
loop_3398	chr10	13085000	13090000	chr10	14390000	14395000	-0.516277471406927	4.06386555900878	0.0206478738780949	0.0012187375188642	True	5	1	1305000	Enhancer-Enhancer	down_in_mutant	moderate_differential
loop_3456	chr14	70780000	70785000	chr14	70890000	70895000	0.689208253393807	3.81175429263029	0.0135165551198552	0.00064192737584	True	5	1	110000	Promoter-Enhancer	up_in_mutant	moderate_differential
loop_21700	chr14	24060000	24070000	chr14	24270000	24280000	0.356141088902321	3.95066276867591	0.0087001841420762	0.0007165581142112	True	10	2	210000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_3462	chr9	63995000	64000000	chr9	64085000	64090000	0.343872786343041	5.7296169004987	0.0127557821097193	0.000569619232238	True	5	1	90000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_183	chr9	104575000	104600000	chr9	105050000	105075000	0.419793779939131	5.16571019061913	0.0001647257840287	1.78470429798771e-06	True	25	3	475000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_10314	chr13	29850000	29860000	chr13	30250000	30260000	-0.455944243282767	4.07652745937633	0.0014296496134987	5.87475318378335e-05	True	10	2	4e+05	Promoter-Enhancer	down_in_mutant	weak_differential
loop_18627	chr13	53450000	53475000	chr13	53675000	53700000	0.338132400885666	5.2751845274717	0.0008959320518175	3.09653934959981e-05	True	25	3	225000	Promoter-Enhancer	up_in_mutant	weak_differential
loop_3590	chr12	116480000	116485000	chr12	116535000	116540000	-0.335760400317859	5.75475264490931	0.0281175137525158	0.0019529960336387	True	5	1	55000	Promoter-Enhancer	down_in_mutant	weak_differential
loop_21870	chr12	117590000	117600000	chr12	117760000	117770000	0.435920573711936	4.6224168034763	0.0002667337326173	5.64534543671379e-06	True	10	2	170000	Enhancer-Enhancer	up_in_mutant	weak_differential
loop_3611	chr12	27345000	27350000	chr12	28430000	28435000	0.531906894289216	3.46978311862124	0.0271576972621035	0.0018306485367263	True	5	1	1085000	Enhancer-Enhancer	up_in_mutant	moderate_differential
