loop_id	anchor	start	end	midpoint	nearest_gene	distance_to_tss	is_promoter	anchor_num
loop_7955	chr8	57540000	57550000	57545000	97165	28092	FALSE	1
loop_7987	chr8	27670000	27680000	27675000	70952	222899	FALSE	1
loop_1882	chr8	19705000	19710000	19707500	626415	19575	FALSE	1
loop_1955	chr9	91405000	91410000	91407500	22771	39189	FALSE	1
loop_1965	chr9	29790000	29795000	29792500	235106	168140	FALSE	1
loop_1986	chr9	118290000	118295000	118292500	71196	134835	FALSE	1
loop_2010	chr9	88480000	88485000	88482500	56403	0	TRUE	1
loop_8889	chr9	79030000	79040000	79035000	235505	414453	FALSE	1
loop_2084	chr11	26385000	26390000	26387500	67030	0	TRUE	1
loop_2107	chr11	93695000	93700000	93697500	217109	185765	FALSE	1
loop_2108	chr11	93485000	93490000	93487500	72605	386971	FALSE	1
loop_2134	chr11	30090000	30095000	30092500	237711	63966	FALSE	1
loop_2207	chr13	98260000	98265000	98262500	68558	0	TRUE	1
loop_10324	chr13	83520000	83530000	83525000	17260	15965	FALSE	1
loop_10216	chr13	83520000	83530000	83525000	17260	15965	FALSE	1
loop_2243	chr13	9680000	9685000	9682500	66505	80329	FALSE	1
loop_2308	chr12	31710000	31715000	31712500	73010	0	TRUE	1
loop_11180	chr15	44830000	44840000	44835000	239410	41418	FALSE	1
loop_2432	chr16	67610000	67615000	67612500	239857	5907	FALSE	1
loop_11631	chr16	49270000	49280000	49275000	667772	212513	FALSE	1
loop_11629	chr16	82660000	82670000	82665000	17968	1459302	FALSE	1
loop_2824	chr17	88330000	88340000	88335000	14236	100710	FALSE	1
loop_2833	chr17	42310000	42320000	42315000	627626	0	TRUE	1
loop_2490	chr17	5440000	5445000	5442500	70544	0	TRUE	1
loop_2524	chr1	135750000	135755000	135752500	27280	11118	FALSE	1
loop_2573	chr1	80965000	80970000	80967500	241134	106949	FALSE	1
loop_22500	chr1	182550000	182560000	182555000	170725	5006	FALSE	1
loop_19480	chr1	150780000	150790000	150785000	545370	203434	FALSE	1
loop_2619	chr1	48535000	48540000	48537500	442837	704615	FALSE	1
loop_621	chr18	31010000	31020000	31015000	19762	297289	FALSE	1
loop_4416	chr18	30960000	30970000	30965000	19762	347289	FALSE	1
loop_12404	chr18	57400000	57425000	57412500	100503007	0	TRUE	1
loop_13250	chr18	77790000	77800000	77795000	619308	0	TRUE	1
loop_2742	chr2	58135000	58140000	58137500	100042926	24000	FALSE	1
loop_2760	chr2	138475000	138480000	138477500	228662	218434	FALSE	1
loop_19717	chr2	138790000	138800000	138795000	100316816	19928	FALSE	1
loop_14358	chr2	165390000	165400000	165395000	74614	404	TRUE	1
loop_19716	chr2	6870000	6880000	6875000	98910	547332	FALSE	1
loop_2797	chr2	138585000	138590000	138587500	100316816	229928	FALSE	1
loop_3189	chr2	139270000	139280000	139275000	228677	213912	FALSE	1
loop_2816	chr2	118260000	118265000	118262500	71313	14429	FALSE	1
loop_22112	chr2	73960000	73970000	73965000	228033	48673	FALSE	1
loop_2926	chr3	123690000	123695000	123692500	83398	0	TRUE	1
loop_2945	chr3	80095000	80100000	80097500	68659	210466	FALSE	1
loop_3005	chr4	144890000	144895000	144892500	20148	0	TRUE	1
loop_15947	chr4	81560000	81570000	81565000	17475	117184	FALSE	1
loop_3034	chr4	33395000	33400000	33397500	102465904	38080	FALSE	1
loop_3050	chr4	117705000	117710000	117707500	66233	22726	FALSE	1
loop_3162	chr5	86165000	86170000	86167500	231380	2802	FALSE	1
loop_14988	chr5	41875000	41900000	41887500	102465225	0	TRUE	1
loop_17280	chr6	51170000	51180000	51175000	387166	89909	FALSE	1
loop_3243	chr6	19580000	19585000	19582500	102465192	24657	FALSE	1
loop_3244	chr6	106800000	106805000	106802500	58799	0	TRUE	1
loop_3247	chr6	19580000	19585000	19582500	102465192	24657	FALSE	1
loop_17332	chr6	42610000	42620000	42615000	403088	12307	FALSE	1
loop_3263	chr7	38180000	38185000	38182500	72244	0	TRUE	1
loop_3768	chr7	111040000	111050000	111045000	22083	11048	FALSE	1
loop_3357	chr10	59620000	59625000	59622500	215999	3307	FALSE	1
loop_3398	chr10	13085000	13090000	13087500	22634	24495	FALSE	1
loop_3456	chr14	70780000	70785000	70782500	13449	6727	FALSE	1
loop_21700	chr14	24060000	24070000	24065000	102465697	18876	FALSE	1
loop_3462	chr9	63995000	64000000	63997500	17130	22058	FALSE	1
loop_183	chr9	104575000	104600000	104587500	74020	27713	FALSE	1
loop_10314	chr13	29850000	29860000	29855000	68916	0	TRUE	1
loop_18627	chr13	53450000	53475000	53462500	17702	0	TRUE	1
loop_3590	chr12	116480000	116485000	116482500	19276	719	TRUE	1
loop_21870	chr12	117590000	117600000	117595000	217944	73520	FALSE	1
loop_3611	chr12	27345000	27350000	27347500	20666	2425	FALSE	1
loop_3634	chr15	61985000	61990000	61987500	17869	0	TRUE	1
loop_21904	chr15	61100000	61110000	61105000	117586	176987	FALSE	1
loop_3645	chr16	91160000	91165000	91162500	50913	60456	FALSE	1
loop_4284	chr16	86420000	86430000	86425000	102635020	376512	FALSE	1
loop_3692	chr17	33225000	33230000	33227500	100043474	8648	FALSE	1
loop_3694	chr17	84110000	84115000	84112500	74473	31339	FALSE	1
loop_21983	chr1	87090000	87100000	87095000	11650	71	TRUE	1
loop_3740	chr1	113970000	113975000	113972500	636808	1709755	FALSE	1
loop_22011	chr1	115680000	115690000	115685000	636808	0	TRUE	1
loop_3749	chr1	169670000	169675000	169672500	19737	14498	FALSE	1
loop_3757	chr1	84125000	84130000	84127500	102465181	88960	FALSE	1
loop_3779	chr18	64340000	64345000	64342500	225631	0	TRUE	1
loop_3780	chr18	45910000	45915000	45912500	107003	130259	FALSE	1
loop_19616	chr19	17850000	17860000	17855000	18552	12367	FALSE	1
loop_3830	chr2	102685000	102690000	102687500	20511	26340	FALSE	1
loop_3836	chr2	118305000	118310000	118307500	73358	85	TRUE	1
loop_3839	chr2	179440000	179445000	179442500	12561	0	TRUE	1
loop_22100	chr2	3810000	3820000	3815000	209630	197716	FALSE	1
loop_3859	chr2	65020000	65025000	65022500	50915	0	TRUE	1
loop_19749	chr2	27550000	27560000	27555000	140858	34842	FALSE	1
loop_19791	chrX	103690000	103700000	103695000	75064	59413	FALSE	1
loop_21245	chrX	50670000	50680000	50675000	103012	34678	FALSE	1
loop_3915	chr3	127620000	127625000	127622500	11924	8134	FALSE	1
loop_22154	chr3	59320000	59330000	59325000	242050	14393	FALSE	1
loop_3933	chr4	96715000	96720000	96717500	13109	50845	FALSE	1
loop_22176	chr4	125110000	125120000	125115000	230738	7839	FALSE	1
loop_22194	chr4	70800000	70810000	70805000	230316	265004	FALSE	1
loop_3994	chr5	64505000	64510000	64507500	77382	27991	FALSE	1
loop_22237	chr5	76650000	76660000	76655000	320827	0	TRUE	1
loop_22214	chr5	3340000	3350000	3345000	12571	0	TRUE	1
loop_4714	chr5	59750000	59760000	59755000	71057	226003	FALSE	1
loop_22596	chr5	36830000	36840000	36835000	17160	0	TRUE	1
loop_22261	chr6	83690000	83700000	83695000	24113	11263	FALSE	1
loop_4049	chr6	103220000	103225000	103222500	12661	285585	FALSE	1
loop_4054	chr6	72280000	72285000	72282500	20388	19609	FALSE	1
loop_22271	chr6	148000000	148010000	148005000	330450	37258	FALSE	1
loop_4829	chr7	131540000	131550000	131545000	15373	0	TRUE	1
loop_22320	chr7	124380000	124390000	124385000	73076	318934	FALSE	1
loop_22331	chr7	136150000	136160000	136155000	77383	108323	FALSE	1
loop_4131	chr10	21080000	21085000	21082500	17863	75983	FALSE	1
loop_4162	chr8	121125000	121130000	121127500	14241	0	TRUE	1
loop_4165	chr8	94700000	94705000	94702500	67801	3721	FALSE	1
loop_4167	chr8	122160000	122165000	122162500	195209	93619	FALSE	1
loop_4191	chr8	69395000	69400000	69397500	378466	0	TRUE	1
loop_21673	chr8	14420000	14430000	14425000	244310	324134	FALSE	1
loop_5042	chr9	41370000	41380000	41375000	73144	42922	FALSE	1
loop_21731	chr9	23020000	23030000	23025000	73230	193075	FALSE	1
loop_4308	chr9	122615000	122620000	122617500	319626	42500	FALSE	1
loop_4348	chr11	114065000	114070000	114067500	237979	0	TRUE	1
loop_9751	chr11	87210000	87220000	87215000	68729	82922	FALSE	1
loop_4374	chr11	96145000	96150000	96147500	237930	11213	FALSE	1
loop_4423	chr13	28415000	28420000	28417500	28078	272515	FALSE	1
loop_10686	chr12	105490000	105500000	105495000	104932	13479	FALSE	1
loop_21843	chr12	75300000	75310000	75305000	80837	0	TRUE	1
loop_5292	chr12	104770000	104780000	104775000	192119	18047	FALSE	1
loop_4507	chr15	78255000	78260000	78257500	17972	10198	FALSE	1
loop_4514	chr15	61985000	61990000	61987500	17869	0	TRUE	1
loop_4527	chr15	84260000	84265000	84262500	170736	27956	FALSE	1
loop_4528	chr15	38695000	38700000	38697500	105463124	28515	FALSE	1
loop_21903	chr15	24720000	24730000	24725000	70350	683763	FALSE	1
loop_19312	chr16	58450000	58460000	58455000	73379	41556	FALSE	1
loop_4613	chr17	15375000	15380000	15377500	13388	0	TRUE	1
loop_4647	chr1	153330000	153335000	153332500	226519	0	TRUE	1
loop_4648	chr1	73995000	74000000	73997500	21961	124448	FALSE	1
loop_22503	chr1	25830000	25840000	25835000	210933	292	TRUE	1
loop_4716	chr18	34660000	34665000	34662500	52563	8264	FALSE	1
loop_19558	chr18	10290000	10300000	10295000	381157	25176	FALSE	1
loop_12384	chr18	80800000	80825000	80812500	18018	86928	FALSE	1
loop_22053	chr19	42660000	42670000	42665000	67573	47186	FALSE	1
loop_4785	chr2	166005000	166010000	166007500	17979	12363	FALSE	1
loop_5694	chr2	28750000	28760000	28755000	100526498	16721	FALSE	1
loop_4810	chr2	138280000	138285000	138282500	228662	23434	FALSE	1
loop_22537	chr2	48000000	48010000	48005000	11480	804108	FALSE	1
loop_4824	chr2	5085000	5090000	5087500	71648	20948	FALSE	1
loop_14446	chr2	163100000	163110000	163105000	102465607	31909	FALSE	1
loop_14706	chrX	168410000	168420000	168415000	333605	157230	FALSE	1
loop_4905	chr3	9400000	9405000	9402500	320088	0	TRUE	1
loop_5820	chr3	87030000	87040000	87035000	12479	30558	FALSE	1
loop_4908	chr3	70105000	70110000	70107500	229389	97386	FALSE	1
loop_4909	chr3	10060000	10065000	10062500	100041480	23109	FALSE	1
loop_4935	chr4	54950000	54955000	54952500	242466	4951	FALSE	1
loop_4947	chr4	127990000	127995000	127992500	329942	2142	FALSE	1
loop_4989	chr5	134930000	134935000	134932500	79565	0	TRUE	1
loop_5010	chr5	136840000	136845000	136842500	140709	38208	FALSE	1
loop_5014	chr5	73535000	73540000	73537500	100737	53999	FALSE	1
loop_5021	chr5	68055000	68060000	68057500	433899	23164	FALSE	1
loop_22228	chr5	100670000	100680000	100675000	71883	0	TRUE	1
loop_20175	chr6	114220000	114230000	114225000	232333	52634	FALSE	1
loop_22267	chr6	120220000	120230000	120225000	330406	64558	FALSE	1
loop_6107	chr7	144840000	144850000	144845000	14175	0	TRUE	1
loop_5138	chr7	83200000	83205000	83202500	330578	138216	FALSE	1
loop_2086	chr7	24470000	24480000	24475000	260299	2022	FALSE	1
loop_22316	chr7	118440000	118450000	118445000	110058	0	TRUE	1
loop_6149	chr7	133950000	133960000	133955000	101437	167273	FALSE	1
loop_18222	chr7	91225000	91250000	91237500	23859	747768	FALSE	1
loop_5204	chr10	120975000	120980000	120977500	380664	0	TRUE	1
loop_16445	chr10	121025000	121050000	121037500	24117	0	TRUE	1
loop_5269	chr8	113670000	113675000	113672500	102631810	1457	TRUE	1
loop_21686	chr8	28140000	28150000	28145000	666422	55079	FALSE	1
loop_5296	chr14	75895000	75900000	75897500	100303751	47094	FALSE	1
loop_5005	chr14	25700000	25710000	25705000	68173	0	TRUE	1
loop_21701	chr14	23580000	23590000	23585000	78019	413843	FALSE	1
loop_16750	chr14	34800000	34825000	34812500	14803	0	TRUE	1
loop_21710	chr14	39530000	39540000	39535000	18183	56911	FALSE	1
loop_18879	chr9	110710000	110720000	110715000	17897	21860	FALSE	1
loop_5350	chr9	57520000	57525000	57522500	12858	0	TRUE	1
loop_18865	chr9	42550000	42560000	42555000	272589	42190	FALSE	1
loop_22404	chr9	15970000	15980000	15975000	244701	95443	FALSE	1
loop_5357	chr9	73160000	73165000	73162500	225215	46573	FALSE	1
loop_5364	chr9	54185000	54190000	54187500	13075	78109	FALSE	1
loop_6403	chr9	41730000	41740000	41735000	387236	148073	FALSE	1
loop_21737	chr9	122420000	122430000	122425000	654800	21198	FALSE	1
loop_5419	chr11	51325000	51330000	51327500	237759	35079	FALSE	1
loop_5435	chr11	114065000	114070000	114067500	237979	0	TRUE	1
loop_4402	chr11	52750000	52775000	52762500	320027	0	TRUE	1
loop_6481	chr11	24080000	24090000	24085000	14025	1943	TRUE	1
loop_9594	chr11	40925000	40950000	40937500	12450	169688	FALSE	1
loop_5188	chr11	34230000	34240000	34235000	14233	21910	FALSE	1
loop_6516	chr13	72630000	72640000	72635000	16372	1179	TRUE	1
loop_5502	chr12	80725000	80730000	80727500	380768	30686	FALSE	1
loop_22451	chr12	104440000	104450000	104445000	14836	23329	FALSE	1
loop_5526	chr12	109440000	109445000	109442500	13386	7822	FALSE	1
loop_6605	chr15	78620000	78630000	78625000	72318	22952	FALSE	1
loop_5536	chr15	84215000	84220000	84217500	170736	12042	FALSE	1
loop_19231	chr15	35930000	35940000	35935000	12864	0	TRUE	1
loop_5561	chr15	61985000	61990000	61987500	17869	0	TRUE	1
loop_11228	chr15	92590000	92600000	92595000	239618	193118	FALSE	1
loop_5577	chr16	37370000	37375000	37372500	207227	9961	FALSE	1
loop_5584	chr16	42790000	42795000	42792500	75722	80761	FALSE	1
loop_11047	chr16	58450000	58475000	58462500	73379	41556	FALSE	1
loop_5591	chr16	72660000	72665000	72662500	19876	351693	FALSE	1
loop_19729	chr16	43525000	43550000	43537500	100124467	90654	FALSE	1
loop_5622	chr17	15390000	15395000	15392500	67544	1201	TRUE	1
loop_5626	chr17	14125000	14130000	14127500	240025	74303	FALSE	1
loop_5643	chr1	66320000	66325000	66322500	329178	143366	FALSE	1
loop_5647	chr1	109945000	109950000	109947500	241201	32430	FALSE	1
loop_21011	chr1	151080000	151090000	151085000	402734	48033	FALSE	1
loop_5681	chr1	165775000	165780000	165777500	12503	8680	FALSE	1
loop_5682	chr1	165235000	165240000	165237500	226591	0	TRUE	1
loop_5688	chr1	73985000	73990000	73987500	109198	120533	FALSE	1
loop_6811	chr1	114330000	114340000	114335000	636808	1344755	FALSE	1
loop_21996	chr1	32170000	32180000	32175000	170771	0	TRUE	1
loop_5719	chr1	101120000	101125000	101122500	100504525	30808	FALSE	1
loop_5728	chr18	4920000	4925000	4922500	225115	0	TRUE	1
loop_5739	chr18	45010000	45015000	45012500	240255	182253	FALSE	1
loop_22515	chr18	45550000	45560000	45555000	140492	281139	FALSE	1
loop_5753	chr18	45010000	45015000	45012500	240255	182253	FALSE	1
loop_5754	chr18	9955000	9960000	9957500	225160	0	TRUE	1
loop_22058	chr19	31340000	31350000	31345000	83410	257162	FALSE	1
loop_21115	chr2	167110000	167120000	167115000	100217443	44723	FALSE	1
loop_6948	chr2	147840000	147850000	147845000	381384	129306	FALSE	1
loop_5819	chr2	168125000	168130000	168127500	77017	24512	FALSE	1
loop_5852	chr2	178755000	178760000	178757500	381409	324468	FALSE	1
loop_13296	chr2	173575000	173600000	173587500	70065	0	TRUE	1
loop_5877	chrX	6260000	6265000	6262500	12155	55720	FALSE	1
loop_5885	chr3	121550000	121555000	121552500	213603	17595	FALSE	1
loop_5902	chr3	141885000	141890000	141887500	12167	279424	FALSE	1
loop_15862	chr4	144890000	144900000	144895000	20148	0	TRUE	1
loop_5940	chr4	135705000	135710000	135707500	230828	18171	FALSE	1
loop_5973	chr4	107420000	107425000	107422500	230587	9590	FALSE	1
loop_5997	chr5	139945000	139950000	139947500	243312	37056	FALSE	1
loop_6011	chr5	113095000	113100000	113097500	12962	13415	FALSE	1
loop_6012	chr5	27790000	27795000	27792500	55982	0	TRUE	1
loop_6068	chr5	76995000	77000000	76997500	384185	4054	FALSE	1
loop_6070	chr5	50475000	50480000	50477500	102465903	222237	FALSE	1
loop_6086	chr6	120670000	120675000	120672500	330409	3630	FALSE	1
loop_20083	chr6	92475000	92500000	92487500	243548	206154	FALSE	1
loop_6115	chr6	19550000	19555000	19552500	102465192	341	TRUE	1
loop_7287	chr6	111370000	111380000	111375000	108073	724418	FALSE	1
loop_20388	chr6	80000000	80025000	80012500	243499	0	TRUE	1
loop_6124	chr6	5410000	5415000	5412500	65255	26613	FALSE	1
loop_22304	chr7	144270000	144280000	144275000	13043	191008	FALSE	1
loop_17798	chr7	134260000	134270000	134265000	11489	27853	FALSE	1
loop_6140	chr7	121840000	121845000	121842500	20277	20037	FALSE	1
loop_21576	chr7	102660000	102670000	102665000	258749	0	TRUE	1
loop_6155	chr7	101410000	101415000	101412500	207728	0	TRUE	1
loop_22323	chr7	133950000	133960000	133955000	101437	167273	FALSE	1
loop_6186	chr7	119185000	119190000	119187500	209776	396	TRUE	1
loop_6209	chr10	90730000	90735000	90732500	11783	347769	FALSE	1
loop_22635	chr10	84700000	84710000	84705000	71137	46061	FALSE	1
loop_22636	chr10	107440000	107450000	107445000	17877	36133	FALSE	1
loop_6340	chr8	26530000	26535000	26532500	72316	345581	FALSE	1
loop_6376	chr8	22490000	22495000	22492500	102032	13117	FALSE	1
loop_7580	chr8	26370000	26380000	26375000	73754	211858	FALSE	1
loop_6419	chr8	105410000	105415000	105412500	279499	0	TRUE	1
loop_7663	chr8	114490000	114500000	114495000	80707	50344	FALSE	1
loop_7602	chr8	35720000	35730000	35725000	100502846	35789	FALSE	1
loop_7624	chr8	120670000	120680000	120675000	18117	1426	TRUE	1
loop_6463	chr8	11420000	11425000	11422500	102132	52928	FALSE	1
loop_6464	chr8	4410000	4415000	4412500	67260	78025	FALSE	1
loop_6531	chr8	57740000	57745000	57742500	108150	86967	FALSE	1
loop_7846	chr8	10040000	10050000	10045000	24099	33532	FALSE	1
loop_6564	chr8	113770000	113775000	113772500	208936	73737	FALSE	1
loop_6570	chr8	36530000	36535000	36532500	319582	72451	FALSE	1
loop_7630	chr8	26340000	26350000	26345000	73754	181858	FALSE	1
loop_6618	chr8	47870000	47875000	47872500	75677	45517	FALSE	1
loop_7927	chr8	48220000	48230000	48225000	320685	120907	FALSE	1
loop_6672	chr8	10570000	10575000	10572500	320014	307453	FALSE	1
loop_7879	chr8	61530000	61540000	61535000	234309	42265	FALSE	1
loop_7945	chr8	81340000	81350000	81345000	234515	0	TRUE	1
loop_7929	chr8	15270000	15280000	15275000	17930	212346	FALSE	1
loop_6733	chr14	122220000	122225000	122222500	68245	8653	FALSE	1
loop_1295	chr14	66380000	66390000	66385000	56471	35703	FALSE	1
loop_8103	chr14	105730000	105740000	105735000	102465207	106229	FALSE	1
loop_6842	chr14	93825000	93830000	93827500	211712	60678	FALSE	1
loop_8225	chr14	32300000	32310000	32305000	239017	12018	FALSE	1
loop_8150	chr14	63380000	63390000	63385000	12143	27036	FALSE	1
loop_6889	chr14	55165000	55170000	55167500	319984	48064	FALSE	1
loop_6901	chr14	68730000	68735000	68732500	13522	74157	FALSE	1
loop_8213	chr14	54060000	54070000	54065000	13135	184103	FALSE	1
loop_8266	chr14	120070000	120080000	120075000	239283	27564	FALSE	1
loop_8152	chr14	68730000	68740000	68735000	13522	74157	FALSE	1
loop_8307	chr14	103010000	103020000	103015000	71264	13802	FALSE	1
loop_8246	chr14	63200000	63210000	63205000	382913	6143	FALSE	1
loop_8267	chr14	120070000	120080000	120075000	239283	27564	FALSE	1
loop_8226	chr14	20110000	20120000	20115000	67509	18533	FALSE	1
loop_8253	chr14	105390000	105400000	105395000	71362	27558	FALSE	1
loop_8561	chr14	23575000	23600000	23587500	78019	403843	FALSE	1
loop_8593	chr14	21975000	22000000	21987500	218820	0	TRUE	1
loop_8445	chr9	91130000	91140000	91135000	22774	222412	FALSE	1
loop_8427	chr9	90690000	90700000	90695000	67016	419195	FALSE	1
loop_7075	chr9	66645000	66650000	66647500	235441	51857	FALSE	1
loop_8474	chr9	90690000	90700000	90695000	67016	419195	FALSE	1
loop_7105	chr9	123255000	123260000	123257500	72309	763	TRUE	1
loop_7156	chr9	32270000	32275000	32272500	16521	69349	FALSE	1
loop_7194	chr9	43220000	43225000	43222500	18988	9630	FALSE	1
loop_7284	chr9	66710000	66715000	66712500	76459	0	TRUE	1
loop_8704	chr9	41220000	41230000	41225000	78500	27553	FALSE	1
loop_8807	chr9	31970000	31980000	31975000	12023	56537	FALSE	1
loop_7311	chr9	111495000	111500000	111497500	245038	55918	FALSE	1
loop_8873	chr9	99840000	99850000	99845000	20669	26169	FALSE	1
loop_8739	chr9	42780000	42790000	42785000	110637	154492	FALSE	1
loop_7336	chr9	86465000	86470000	86467500	320615	0	TRUE	1
loop_8774	chr9	72760000	72770000	72765000	235472	36873	FALSE	1
loop_7374	chr9	7760000	7765000	7762500	71929	0	TRUE	1
loop_7382	chr9	42325000	42330000	42327500	235293	60743	FALSE	1
loop_7388	chr9	114315000	114320000	114317500	12046	10134	FALSE	1
loop_8895	chr9	91120000	91130000	91125000	22774	232412	FALSE	1
loop_7393	chr9	79805000	79810000	79807500	74633	11358	FALSE	1
loop_7394	chr9	70110000	70115000	70112500	76886	27559	FALSE	1
loop_8893	chr9	24700000	24710000	24705000	320752	3706	FALSE	1
loop_7406	chr9	118920000	118925000	118922500	69274	1452	TRUE	1
loop_8876	chr9	73160000	73170000	73165000	225215	46573	FALSE	1
loop_7433	chr9	103205000	103210000	103207500	20818	2862	FALSE	1
loop_8766	chr9	90700000	90710000	90705000	67016	429195	FALSE	1
loop_7457	chr9	54735000	54740000	54737500	66317	480	TRUE	1
loop_8912	chr9	31550000	31560000	31555000	235135	85537	FALSE	1
loop_7478	chr9	94275000	94280000	94277500	68861	258080	FALSE	1
loop_8865	chr9	75780000	75790000	75785000	12160	4635	FALSE	1
loop_8954	chr9	24120000	24130000	24125000	319239	22003	FALSE	1
loop_8933	chr9	116420000	116430000	116425000	100043817	230819	FALSE	1
loop_7501	chr9	69365000	69370000	69367500	102642202	752	TRUE	1
loop_7502	chr9	61370000	61375000	61372500	21887	0	TRUE	1
loop_9037	chr9	41470000	41480000	41475000	723892	51424	FALSE	1
loop_8953	chr9	32580000	32590000	32585000	14247	37138	FALSE	1
loop_8947	chr9	8690000	8700000	8695000	102634431	40987	FALSE	1
loop_9106	chr11	18750000	18760000	18755000	17268	258984	FALSE	1
loop_9259	chr11	33170000	33180000	33175000	18148	6793	FALSE	1
loop_7691	chr11	76030000	76035000	76032500	76566	2217	FALSE	1
loop_7757	chr11	18750000	18755000	18752500	17268	263984	FALSE	1
loop_7779	chr11	42755000	42760000	42757500	14401	335242	FALSE	1
loop_9380	chr11	33190000	33200000	33195000	27140	3588	FALSE	1
