entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	anchor_id	anchor_type	loop_distance	distance_class
238123	Cog5	lost	-0.67694020788921	4.95857346145425e-18	chr12	loop_2308_anchor1	Active_Promoter	110000	short_range
319613	Sybu	lost	-0.646838464937424	6.29083848939619e-10	chr15	loop_11180_anchor1	Poised_Enhancer	3960000	long_range
239857	Cadm2	lost	-0.905966642241739	5.05537885238746e-4	chr16	loop_2432_anchor1	Active_Enhancer	235000	short_range
627626	Ptchd4	lost	-1.40805296792262	2.44355481277718e-6	chr17	loop_2833_anchor1	Active_Promoter	140000	short_range
19201	Pstpip2	lost	0.929401472875744	2.2367862639195e-10	chr18	loop_13250_anchor1	Repressed_Promoter	340000	short_range
72287	Plekhf1	lost	-1.26149993642286	7.14020107375994e-15	chr7	loop_3263_anchor1	Active_Promoter	45000	short_range
215999	Mcu	lost	-1.1716618354851	5.28488559627757e-30	chr10	loop_3357_anchor1	Poised_Enhancer	195000	short_range
216001	Micu1	lost	-0.975472572678949	7.45892819963435e-48	chr10	loop_3357_anchor1	Poised_Enhancer	195000	short_range
16531	Kcnma1	gained	0.477030876402758	0.00451605476759483	chr14	loop_21700_anchor1	Polycomb	210000	short_range
19276	Ptprn2	lost	-0.587627361890029	9.58334979030829e-10	chr12	loop_3590_anchor1	Other	55000	short_range
217944	Rapgef5	gained	0.401473631780458	0.00201006077684178	chr12	loop_21870_anchor1	Other	170000	short_range
636808	Cntnap5a	gained	1.94353888563003	2.57442235553383e-30	chr1	loop_22011_anchor1	Repressed_Promoter	790000	long_range
225631	Onecut2	gained	1.77524631495951	6.80095067630851e-33	chr18	loop_3779_anchor1	Repressed_Promoter	125000	short_range
381413	Gpr176	lost	-1.95072537242892	9.07721805977823e-77	chr2	loop_3836_anchor1	Other	80000	short_range
320827	Cracd	gained	0.81043678281447	8.99909878771876e-11	chr5	loop_22237_anchor1	Repressed_Promoter	190000	short_range
71093	Atoh8	lost	-0.556140747134271	0.0112979721605801	chr6	loop_4054_anchor1	Other	125000	short_range
237979	Sdk2	gained	1.12446976135385	2.71327851159675e-13	chr11	loop_4348_anchor1	Repressed_Promoter	110000	short_range
268595	D430019H16Rik	gained	1.90985252648977	1.78003662358094e-5	chr12	loop_10686_anchor1	Other	120000	short_range
54613	St3gal6	gained	0.449186790821035	3.93114661249745e-4	chr16	loop_19312_anchor1	Poised_Enhancer	170000	short_range
18018	Nfatc1	gained	0.434785429930928	0.0100510130157392	chr18	loop_12384_anchor1	Poised_Enhancer	1100000	long_range
228662	Btbd3	lost	-0.43048586533506	3.83586645311113e-16	chr2	loop_4810_anchor1	Active_Enhancer	195000	short_range
242466	Zfp462	gained	0.906524882015394	8.79621432565624e-24	chr4	loop_4935_anchor1	Bivalent_Promoter	55000	short_range
329942	Csmd2	gained	1.19799479135504	2.41505645132447e-34	chr4	loop_4947_anchor1	Poised_Enhancer	185000	short_range
320183	Msrb3	gained	0.521545726134218	3.84495412510899e-4	chr10	loop_5204_anchor1	Active_Promoter	55000	short_range
14803	Grid1	gained	0.576910156036565	1.82515831549174e-5	chr14	loop_16750_anchor1	Repressed_Promoter	350000	short_range
320027	Fstl4	gained	1.02134683769513	1.04594220967771e-13	chr11	loop_4402_anchor1	Repressed_Promoter	400000	short_range
207227	Stxbp5l	lost	-0.423582621242852	0.0027940916574567	chr16	loop_5577_anchor1	Poised_Enhancer	70000	short_range
240025	Dact2	gained	2.0270845178062	3.35613831582861e-12	chr17	loop_5626_anchor1	Other	80000	short_range
241201	Cdh7	lost	-1.2479808672989	1.28618269768476e-14	chr1	loop_5647_anchor1	Active_Enhancer	35000	short_range
225115	Svil	gained	0.641830384944112	1.67772178555324e-8	chr18	loop_5728_anchor1	Repressed_Promoter	45000	short_range
16500	Kcnb1	gained	1.46912243187289	7.03727109436169e-21	chr2	loop_21115_anchor1	Other	70000	short_range
100043911	Ppp4r1l-ps	gained	-0.323179328803515	0.0022002741851438	chr2	loop_13296_anchor1	Repressed_Promoter	700000	long_range
330409	Cecr2	gained	0.839963818187002	5.98380988390097e-37	chr6	loop_6086_anchor1	Poised_Enhancer	55000	short_range
243499	Lrrtm4	gained	1.46802752637398	1.55398741787991e-19	chr6	loop_20388_anchor1	Other	1750000	long_range
11489	Adam12	gained	0.727642806161758	3.38362896607571e-7	chr7	loop_17798_anchor1	Polycomb	80000	short_range
102075	Plekhg4	lost	-0.979495336029672	5.63370602288065e-4	chr8	loop_6419_anchor1	Other	60000	short_range
80707	Wwox	lost	-0.834490246362577	3.35388320469552e-13	chr8	loop_7663_anchor1	Active_Enhancer	100000	short_range
67260	Cers4	gained	0.760202212551821	4.09530327000406e-16	chr8	loop_6464_anchor1	Other	175000	short_range
108150	Galnt7	lost	-0.695548471791694	4.34971693359345e-10	chr8	loop_6531_anchor1	Active_Enhancer	50000	short_range
69634	Clybl	lost	-0.342025824856219	0.0134104474397585	chr14	loop_6733_anchor1	Active_Enhancer	265000	short_range
211712	Pcdh9	lost	-0.800319858494477	0.0194867442937845	chr14	loop_6842_anchor1	Active_Enhancer	45000	short_range
239217	Kctd12	lost	-0.47301050838263	0.00872651088769747	chr14	loop_8307_anchor1	Other	520000	long_range
72309	Tmem158	lost	-1.07542631540447	0.0265247597574144	chr9	loop_7105_anchor1	Other	185000	short_range
78500	1700063D05Rik	gained	-0.663880446813934	0.0268400464995201	chr9	loop_8704_anchor1	Polycomb	240000	short_range
71929	Tmem123	lost	-0.320520373791376	0.0218585422101445	chr9	loop_7374_anchor1	Active_Promoter	70000	short_range
12160	Bmp5	lost	-3.43922341653287	2.07834156653227e-78	chr9	loop_8865_anchor1	Active_Enhancer	230000	short_range
27140	Tlx3	lost	-2.7132489314622	2.93790756690699e-31	chr11	loop_9259_anchor1	Other	380000	short_range
76566	Rflnb	lost	-0.896302609367479	3.73459570696578e-12	chr11	loop_7691_anchor1	Poised_Enhancer	35000	short_range
320203	Mir9-2hg	lost	-0.754393288864037	1.8858271846091e-12	chr13	loop_9856_anchor1	Active_Promoter	1040000	long_range
553095	Gm17750	lost	-1.14653071985449	6.57821805833198e-8	chr13	loop_9943_anchor1	Active_Promoter	690000	long_range
238726	Fam81b	lost	-0.953186549781411	7.53047146353947e-4	chr13	loop_8234_anchor1	Other	465000	short_range
67732	Iah1	lost	-0.58473988652889	0.00798132077880507	chr12	loop_10490_anchor1	Active_Promoter	100000	short_range
19245	Ptp4a3	gained	0.536694819936134	8.02150504230702e-4	chr15	loop_21885_anchor1	Polycomb	50000	short_range
320709	Tmem117	lost	-0.601439996477166	1.89487099889457e-8	chr15	loop_8910_anchor1	Other	850000	long_range
13992	Khdrbs3	lost	1.92364923680074	9.37028604608279e-44	chr15	loop_11207_anchor1	Repressed_Promoter	1990000	long_range
12053	Bcl6	lost	-0.517403666190643	2.12129827262096e-5	chr16	loop_9250_anchor1	Active_Promoter	475000	short_range
14236	Foxn2	lost	-1.08692600157588	7.54859931396623e-18	chr17	loop_11767_anchor1	Active_Enhancer	120000	short_range
240753	Plekha6	gained	0.548137038532068	4.22728599954799e-13	chr1	loop_9860_anchor1	Poised_Enhancer	130000	short_range
14660	Gls	lost	-0.330480653694314	1.44934458423593e-4	chr1	loop_9863_anchor1	Active_Enhancer	120000	short_range
93690	Gpr45	lost	0.631599065639341	4.43934169509875e-5	chr1	loop_10236_anchor1	Other	350000	short_range
16978	Lrrfip1	gained	0.438875490736928	4.43032764564875e-6	chr1	loop_12527_anchor1	Repressed_Promoter	130000	short_range
240726	Slco5a1	gained	0.73145890622885	5.97158000196029e-4	chr1	loop_12651_anchor1	Other	480000	short_range
269023	Zfp608	lost	-0.935360810277533	9.36671040371092e-14	chr18	loop_10460_anchor1	Other	90000	short_range
52538	Acaa2	gained	-0.679700313069197	0.0275299137198025	chr18	loop_12981_anchor1	Polycomb	140000	short_range
225288	Fhod3	gained	0.599236532879209	3.54008905175747e-5	chr18	loop_10523_anchor1	Bivalent_Promoter	245000	short_range
226255	Atrnl1	lost	0.777724513531904	5.8986494763368e-8	chr19	loop_13452_anchor1	Other	810000	long_range
407243	Peds1	gained	0.73599195832873	0.0236015808151506	chr2	loop_13649_anchor1	Other	210000	short_range
402728	Pax6os1	lost	-1.12013565816803	3.29867707746469e-22	chr2	loop_13638_anchor1	Bivalent_Promoter	120000	short_range
19223	Ptgis	gained	1.26592416277829	0.00216655685260024	chr2	loop_13849_anchor1	Other	50000	short_range
54422	Barhl1	gained	0.745925633516415	4.8785361200918e-8	chr2	loop_11070_anchor1	Other	55000	short_range
11438	Chrna4	gained	2.26498131079669	2.80454627098242e-29	chr2	loop_11095_anchor1	Polycomb	40000	short_range
214230	Pak6	gained	1.62248817731186	2.90449831667997e-9	chr2	loop_11106_anchor1	Other	60000	short_range
100038743	Gm13629	gained	0.988432270749803	5.14117751422035e-6	chr2	loop_14142_anchor1	Other	320000	short_range
65112	Pmepa1	gained	1.34998063133551	1.06006743278971e-23	chr2	loop_11278_anchor1	Other	320000	short_range
72043	Sulf2	gained	0.358413245447438	0.00971310518292784	chr2	loop_13966_anchor1	Other	480000	short_range
70370	Fbln7	lost	0.618971921511782	0.0454857577176074	chr2	loop_14177_anchor1	Other	310000	short_range
53416	Stk39	gained	-0.358433309643217	4.36740255923434e-5	chr2	loop_11537_anchor1	Other	195000	short_range
111970	Dlx1as	lost	-1.20534031361159	0.0425969869269765	chr2	loop_14438_anchor1	Repressed_Promoter	1730000	long_range
75974	Dock11	gained	1.33675665788132	6.80095067630851e-33	chrX	loop_11621_anchor1	Other	165000	short_range
14630	Gclm	lost	-0.898506528946469	1.75183672031165e-8	chr3	loop_11741_anchor1	Active_Enhancer	40000	short_range
99929	Tiparp	lost	-0.553878201259443	9.85841739731421e-5	chr3	loop_11920_anchor1	Active_Enhancer	85000	short_range
18072	Nhlh2	gained	-0.802751587270308	8.15875999088066e-9	chr3	loop_15086_anchor1	Repressed_Promoter	160000	short_range
68053	Ubxn2b	lost	-0.314010759222144	0.0311750653083066	chr4	loop_15419_anchor1	Other	290000	short_range
74552	Nipal3	gained	-0.431749189035393	0.00105872872790696	chr4	loop_15574_anchor1	Other	150000	short_range
19268	Ptprf	gained	1.47687119521649	6.9403103703088e-38	chr4	loop_12256_anchor1	Other	75000	short_range
107684	Coro2a	lost	-0.380558266823149	3.93780093801287e-4	chr4	loop_12261_anchor1	Active_Enhancer	50000	short_range
70143	2210414B05Rik	lost	-2.04769835638391	5.54832591365455e-9	chr4	loop_12268_anchor1	Poised_Enhancer	60000	short_range
269610	Chd5	gained	1.0819726306418	3.36125958547797e-20	chr4	loop_12294_anchor1	Other	110000	short_range
242362	Manea	lost	-0.635012888579527	1.21823163025642e-6	chr4	loop_12400_anchor1	Active_Promoter	55000	short_range
107684	Coro2a	gained	-0.380558266823149	3.93780093801287e-4	chr4	loop_12519_anchor1	Poised_Enhancer	425000	short_range
381605	Tbc1d2	gained	-1.05135984604266	1.72468588668833e-8	chr4	loop_12519_anchor1	Poised_Enhancer	425000	short_range
12819	Col15a1	gained	1.81705607273235	8.08397163932082e-15	chr4	loop_19947_anchor1	Polycomb	100000	short_range
21812	Tgfbr1	gained	0.567854658774411	0.0077527779514548	chr4	loop_19947_anchor1	Polycomb	100000	short_range
70292	Afap1	gained	0.510634149599914	9.02082295484267e-14	chr5	loop_12740_anchor1	Repressed_Promoter	80000	short_range
70693	Adgra3	gained	0.620558642368797	4.30373464074967e-6	chr5	loop_16301_anchor1	Other	240000	short_range
16885	Limk1	gained	0.341165597442868	0.0485744943416539	chr5	loop_12974_anchor1	Other	155000	short_range
330050	Fam185a	gained	-1.06753335715655	2.50296033388505e-15	chr5	loop_16442_anchor1	Active_Promoter	220000	short_range
232232	Hdac11	gained	-0.777489492026303	8.93420582031719e-18	chr6	loop_13241_anchor1	Poised_Enhancer	110000	short_range
14792	Lpcat3	lost	-0.500351336746588	1.89487099889457e-8	chr6	loop_13399_anchor1	Other	95000	short_range
320560	Dennd5b	lost	0.355053294366348	0.0017715731375007	chr6	loop_16866_anchor1	Other	240000	short_range
55961	Slc13a1	lost	-1.57409929447682	1.0879798499291e-6	chr6	loop_13466_anchor1	Active_Enhancer	65000	short_range
21366	Slc6a6	gained	0.326525636144287	1.36475125812398e-5	chr6	loop_16932_anchor1	Polycomb	80000	short_range
243547	Grip2	gained	0.502355265516675	0.0338685144600026	chr6	loop_16932_anchor1	Polycomb	80000	short_range
20751	Spr	gained	-0.67583102494077	0.0268132468057222	chr6	loop_13478_anchor1	Polycomb	80000	short_range
13796	Emx1	gained	2.30290448284794	6.27577557056747e-10	chr6	loop_13478_anchor1	Polycomb	80000	short_range
76311	1110019D14Rik	lost	-0.622608353480921	7.0186117221012e-5	chr6	loop_16970_anchor1	Poised_Enhancer	100000	short_range
93671	Cd163	gained	-1.48574168629741	4.26831073231506e-6	chr6	loop_17130_anchor1	Other	110000	short_range
57342	Parva	gained	-1.18031900726899	6.24058791066954e-65	chr7	loop_13873_anchor1	Poised_Enhancer	400000	short_range
109594	Lmo1	lost	-0.512187503844896	0.00162489871150493	chr7	loop_13962_anchor1	Poised_Enhancer	285000	short_range
101437	Dhx32	gained	-0.422497290890059	1.60090009024831e-7	chr7	loop_17804_anchor1	Polycomb	490000	short_range
101772	Ano1	gained	0.735944987641563	0.0159560513259459	chr7	loop_17661_anchor1	Poised_Enhancer	100000	short_range
107449	Unc5b	gained	0.331257820586772	1.26361335213926e-5	chr10	loop_18178_anchor1	Active_Promoter	220000	short_range
20509	Slc19a1	gained	-0.331806859623203	0.0169952673645233	chr10	loop_18347_anchor1	Poised_Enhancer	170000	short_range
23938	Map2k5	lost	-0.320286806267969	2.37108548214558e-6	chr9	loop_18826_anchor1	Poised_Enhancer	80000	short_range
319565	Syne2	gained	-0.471135460362227	1.56457268711603e-4	chr12	loop_15033_anchor1	Poised_Enhancer	165000	short_range
381290	Atp2b4	lost	-2.57637855000457	2.57426358112684e-118	chr1	loop_15285_anchor1	Poised_Enhancer	65000	short_range
215378	Brinp3	lost	-1.20746409505328	3.40034481729898e-5	chr1	loop_12736_anchor1	Active_Promoter	310000	short_range
16776	Lama5	gained	1.46282675899125	1.83952909150398e-12	chr2	loop_15488_anchor1	Other	70000	short_range
58235	Nectin1	gained	0.310154980318522	0.0362955525357	chr9	loop_16230_anchor1	Active_Promoter	55000	short_range
19401	Rara	gained	-0.483171326533419	0.0204776951536102	chr11	loop_16318_anchor1	Other	90000	short_range
211652	Wwc1	gained	1.0089204279085	5.14856793606431e-26	chr11	loop_20673_anchor1	Polycomb	70000	short_range
18481	Pak3	gained	0.84419486343098	2.70780612860289e-15	chrX	loop_13568_anchor1	Other	200000	short_range
232288	Frmd4b	gained	0.407725068752057	5.02232155150206e-4	chr6	loop_17111_anchor1	Poised_Enhancer	220000	short_range
432713	Gm5441	gained	-0.565980854162042	2.25246577042128e-7	chr12	loop_17380_anchor1	Other	335000	short_range
545156	Kalrn	gained	0.498908673614437	0.00156705433974958	chr16	loop_17433_anchor1	Polycomb	70000	short_range
106522	Pkdcc	gained	1.51616700289439	4.68513870571452e-10	chr17	loop_17453_anchor1	Polycomb	75000	short_range
240055	Neurl1b	gained	1.15256557895269	0.0203924747950662	chr17	loop_21950_anchor1	Other	140000	short_range
226999	Slc9a2	gained	0.694474551153017	0.0041319076576548	chr1	loop_22005_anchor1	Other	190000	short_range
214968	Sema6d	gained	-0.316769536530068	0.0436310081540495	chr2	loop_13210_anchor1	Poised_Enhancer	500000	short_range
67574	Alg13	gained	0.360442192845368	0.00221042169307339	chrX	loop_14742_anchor1	Other	240000	short_range
16599	Klf3	gained	0.655085097890892	3.14290419166218e-8	chr5	loop_17670_anchor1	Poised_Enhancer	100000	short_range
233781	Xylt1	gained	0.5563939439745	3.03422845494149e-15	chr7	loop_19399_anchor1	Repressed_Promoter	500000	short_range
56533	Rgs17	gained	0.59839679638363	1.24214909138095e-4	chr10	loop_17761_anchor1	Other	55000	short_range
67014	Riox2	gained	0.579014498603598	0.0268495087647219	chr16	loop_19288_anchor1	Other	140000	short_range
52357	Wwc2	gained	0.414388246683808	2.17926028044248e-4	chr8	loop_58_anchor1	Other	430000	short_range
12064	Bdnf	lost	-1.36238643186776	6.9961251600885e-12	chr2	loop_720_anchor1	Bivalent_Promoter	210000	short_range
17475	Mpdz	lost	-1.00361457713173	4.01815537871605e-28	chr4	loop_962_anchor1	Other	1440000	long_range
233733	Galnt18	lost	-0.535790208686365	2.53331348428907e-4	chr7	loop_1150_anchor1	Poised_Enhancer	80000	short_range
13360	Dhcr7	gained	-0.358933162142329	0.0193887895509831	chr7	loop_1177_anchor1	Other	250000	short_range
20979	Syt1	lost	-2.49328754389298	1.55842202855686e-31	chr10	loop_1219_anchor1	Active_Promoter	670000	long_range
75572	Acyp2	lost	-0.62462509884743	1.17615051102957e-4	chr11	loop_16947_anchor1	Other	925000	long_range
17933	Myt1l	lost	-1.25766971445945	1.63879860215083e-68	chr12	loop_1501_anchor1	Active_Promoter	340000	short_range
66497	Cmss1	lost	-0.48929911864898	3.21001988150244e-4	chr16	loop_1594_anchor1	Other	1110000	long_range
50873	Prkn	lost	-0.701138176260292	1.38818268156828e-9	chr17	loop_1612_anchor1	Active_Promoter	100000	short_range
19223	Ptgis	lost	1.26592416277829	0.00216655685260024	chr2	loop_1807_anchor1	Other	330000	short_range
272790	Magee2	gained	2.16558736661207	1.70845010446242e-5	chrX	loop_1838_anchor1	Other	90000	short_range
75209	Sv2c	lost	-1.22896782782235	8.72525293357593e-22	chr13	loop_2573_anchor1	Bivalent_Promoter	250000	short_range
74197	Gtf2e1	lost	-0.364138060725436	0.00275545819990228	chr16	loop_2762_anchor1	Active_Enhancer	210000	short_range
77994	Mir99ahg	lost	-0.566174362203161	0.00260184802477921	chr16	loop_11085_anchor1	Poised_Enhancer	900000	long_range
67451	Pkp2	lost	-0.632116387567645	0.00660923377732837	chr16	loop_2811_anchor1	Other	380000	short_range
19876	Robo1	gained	-1.74351932845802	1.29213064221942e-53	chr16	loop_17258_anchor1	Other	625000	long_range
12823	Col19a1	lost	-2.74003846657199	4.44026237458597e-55	chr1	loop_2966_anchor1	Active_Promoter	410000	short_range
18028	Nfib	lost	-0.568485109590874	8.63968940260698e-12	chr4	loop_3425_anchor1	Poised_Enhancer	70000	short_range
243385	Gprin3	lost	-1.37416296655745	3.61812423452472e-27	chr6	loop_3707_anchor1	Other	700000	long_range
319887	E030030I06Rik	lost	2.22097743622824	0.00170477573246931	chr10	loop_3892_anchor1	Bivalent_Promoter	660000	long_range
320472	Ppm1e	gained	0.767906587294688	9.10099350890108e-7	chr11	loop_4090_anchor1	Other	100000	short_range
19720	Trim27	gained	-0.518111823727953	4.10931730179735e-4	chr13	loop_4453_anchor1	Poised_Enhancer	875000	long_range
106042	Prickle1	gained	0.769332636758825	1.9217197842147e-10	chr15	loop_4234_anchor1	Other	620000	long_range
69790	Med30	gained	-0.552120381818243	0.00689235914213937	chr15	loop_4252_anchor1	Other	890000	long_range
78894	Aacs	gained	-0.429955383372432	0.00846489564997681	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range
208151	Tmem132b	gained	0.643301559419836	4.0569419484236e-5	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range
64453	Zfp280b	gained	0.476599081116034	3.38628062817334e-5	chr10	loop_4867_anchor1	Poised_Enhancer	140000	short_range
21834	Thrb	gained	0.367656760058742	0.0200240718448945	chr14	loop_6340_anchor1	Bivalent_Promoter	280000	short_range
270802	Kics2	gained	-0.497621361980158	0.0274116196733904	chr10	loop_6205_anchor1	Polycomb	210000	short_range
24064	Spry2	gained	-0.818839901476966	4.15900102289719e-12	chr14	loop_6349_anchor1	Active_Promoter	610000	long_range
27140	Tlx3	gained	-2.7132489314622	2.93790756690699e-31	chr11	loop_6505_anchor1	Other	750000	long_range
14706	Gng4	gained	2.27795889157635	7.17934178281688e-38	chr13	loop_6538_anchor1	Repressed_Promoter	170000	short_range
12671	Chrm3	gained	1.46596777821178	1.29009726581371e-15	chr13	loop_6879_anchor1	Repressed_Promoter	1200000	long_range
56846	Necab3	gained	-2.0518554084249	1.44244958767316e-7	chr2	loop_6985_anchor1	Other	390000	short_range
19017	Ppargc1a	gained	0.368103802749515	0.00417694366414892	chr5	loop_19268_anchor1	Active_Promoter	500000	short_range
13839	Epha5	gained	2.50883674505393	2.55620723519252e-28	chr5	loop_7238_anchor1	Repressed_Promoter	340000	short_range
23966	Tenm4	gained	0.731313357413902	5.41604248696271e-11	chr7	loop_19404_anchor1	Bivalent_Promoter	700000	long_range
14803	Grid1	lost	0.576910156036565	1.82515831549174e-5	chr14	loop_8398_anchor1	Repressed_Promoter	2220000	long_range
54710	Hs3st3b1	gained	2.21535162651282	0.023869747614896	chr11	loop_9842_anchor1	Repressed_Promoter	520000	long_range
211652	Wwc1	lost	1.0089204279085	5.14856793606431e-26	chr11	loop_9854_anchor1	Poised_Enhancer	4560000	long_range
16323	Inhba	gained	-0.781689152148778	1.39396290112376e-10	chr13	loop_10316_anchor1	Other	1420000	long_range
72852	Mblac2	lost	-0.460116616514472	7.2378956614132e-4	chr13	loop_10049_anchor1	Active_Promoter	2975000	long_range
107831	Adgrb1	gained	0.644729818082322	4.3781314599474e-8	chr15	loop_11151_anchor1	Polycomb	110000	short_range
69439	Mroh4	gained	1.81090960772797	0.0382529274529898	chr15	loop_11151_anchor1	Polycomb	110000	short_range
223754	Tbc1d22a	gained	-0.78463717498776	2.0154170807486e-28	chr15	loop_11166_anchor1	Poised_Enhancer	1300000	long_range
56363	Tmeff2	lost	-0.838933950350721	0.00456850870136713	chr1	loop_12591_anchor1	Poised_Enhancer	130000	short_range
19762	Rit2	lost	-2.17198865768501	2.06815655272203e-65	chr18	loop_13117_anchor1	Active_Promoter	130000	short_range
228421	Kif18a	lost	-0.877053655013156	0.00306292279061905	chr2	loop_14495_anchor1	Active_Promoter	610000	long_range
58194	Sh3kbp1	gained	0.30889051050614	0.00898761033513745	chrX	loop_14662_anchor1	Repressed_Promoter	340000	short_range
76652	Actrt3	lost	-1.35565777145376	0.0236348409328587	chr3	loop_15165_anchor1	Active_Promoter	380000	short_range
73124	Golim4	lost	-0.655683239617625	3.46007305989461e-6	chr3	loop_15320_anchor1	Other	2920000	long_range
100201	Tmem64	lost	-0.3285895849122	0.00246079727311188	chr4	loop_15915_anchor1	Poised_Enhancer	270000	short_range
22062	Trp73	gained	-2.75130858096855	2.65173501758225e-52	chr4	loop_19185_anchor1	Polycomb	250000	short_range
230959	Ajap1	gained	0.30613536339312	0.0250063642278181	chr4	loop_16021_anchor1	Repressed_Promoter	460000	short_range
70832	4921504A21Rik	lost	-0.662447946317143	1.71080419835466e-7	chr5	loop_16272_anchor1	Active_Promoter	170000	short_range
71982	Snx10	lost	-0.840802283505777	2.26507163467946e-22	chr6	loop_17137_anchor1	Active_Promoter	110000	short_range
23859	Dlg2	lost	-0.935650144592073	7.37211143489804e-9	chr7	loop_18000_anchor1	Other	920000	long_range
216560	Wdpcp	lost	-0.319841321179945	0.0319549237459302	chr11	loop_19016_anchor1	Active_Promoter	940000	long_range
11472	Actn2	gained	0.63679243406607	0.021876281154837	chr13	loop_19083_anchor1	Other	90000	short_range
80892	Zfhx4	lost	-0.867421482113076	3.70851247894518e-15	chr3	loop_19896_anchor1	Repressed_Promoter	360000	short_range
21812	Tgfbr1	lost	0.567854658774411	0.0077527779514548	chr4	loop_3835_anchor1	Other	1275000	long_range
76071	Jakmip1	gained	0.483992122718637	3.29957305037143e-8	chr5	loop_20083_anchor1	Poised_Enhancer	90000	short_range
13837	Epha3	lost	-2.35780025935128	2.340720861047e-24	chr16	loop_20861_anchor1	Active_Promoter	450000	short_range
229474	Fhdc1	lost	0.95654184843121	7.22860842822734e-13	chr3	loop_21310_anchor1	Active_Enhancer	1560000	long_range
14924	Magi1	lost	-0.423170403272279	5.15987988375234e-6	chr6	loop_21500_anchor1	Active_Promoter	180000	short_range
234086	Erich1	gained	-0.388179274765264	0.0325282578153548	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range
244310	Dlgap2	gained	2.2350782617713	1.55041391916158e-15	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range
387285	Hcrtr2	gained	1.29280828879772	2.38062616752682e-5	chr9	loop_21741_anchor1	Other	380000	short_range
238871	Pde4d	gained	-1.07105754709736	3.11724563145208e-9	chr13	loop_21838_anchor1	Other	830000	long_range
13992	Khdrbs3	gained	1.92364923680074	9.37028604608279e-44	chr15	loop_21905_anchor1	Repressed_Promoter	640000	long_range
20274	Scn9a	gained	0.786007444334188	3.9692179433338e-5	chr2	loop_22087_anchor1	Other	150000	short_range
230126	Shb	gained	2.17265362042404	1.33168033250557e-42	chr4	loop_22179_anchor1	Polycomb	240000	short_range
238271	Kcnh5	gained	1.93234491023811	3.21188224941468e-31	chr12	loop_22453_anchor1	Polycomb	190000	short_range
60406	Sap30	lost	-1.17706095884768	2.99759341770332e-7	chr8	loop_57_anchor1	Active_Promoter	3150000	long_range
