entrez_id	symbol	boundary_class	log2FoldChange	padj	chr	anchor_id	anchor_type	loop_distance	distance_class	focused_category
57342	Parva	gained	-1.18031900726899	6.24058791066954e-65	chr7	loop_13873_anchor1	Poised_Enhancer	400000	short_range	Short-range Gained
101437	Dhx32	gained	-0.422497290890059	1.60090009024831e-7	chr7	loop_17804_anchor1	Polycomb	490000	short_range	Short-range Gained
101772	Ano1	gained	0.735944987641563	0.0159560513259459	chr7	loop_17661_anchor1	Poised_Enhancer	100000	short_range	Short-range Gained
107449	Unc5b	gained	0.331257820586772	1.26361335213926e-5	chr10	loop_18178_anchor1	Active_Promoter	220000	short_range	Short-range Gained
20509	Slc19a1	gained	-0.331806859623203	0.0169952673645233	chr10	loop_18347_anchor1	Poised_Enhancer	170000	short_range	Short-range Gained
319565	Syne2	gained	-0.471135460362227	1.56457268711603e-4	chr12	loop_15033_anchor1	Poised_Enhancer	165000	short_range	Short-range Gained
16776	Lama5	gained	1.46282675899125	1.83952909150398e-12	chr2	loop_15488_anchor1	Other	70000	short_range	Short-range Gained
58235	Nectin1	gained	0.310154980318522	0.0362955525357	chr9	loop_16230_anchor1	Active_Promoter	55000	short_range	Short-range Gained
19401	Rara	gained	-0.483171326533419	0.0204776951536102	chr11	loop_16318_anchor1	Other	90000	short_range	Short-range Gained
211652	Wwc1	gained	1.0089204279085	5.14856793606431e-26	chr11	loop_20673_anchor1	Polycomb	70000	short_range	Short-range Gained
18481	Pak3	gained	0.84419486343098	2.70780612860289e-15	chrX	loop_13568_anchor1	Other	200000	short_range	Short-range Gained
232288	Frmd4b	gained	0.407725068752057	5.02232155150206e-4	chr6	loop_17111_anchor1	Poised_Enhancer	220000	short_range	Short-range Gained
432713	Gm5441	gained	-0.565980854162042	2.25246577042128e-7	chr12	loop_17380_anchor1	Other	335000	short_range	Short-range Gained
545156	Kalrn	gained	0.498908673614437	0.00156705433974958	chr16	loop_17433_anchor1	Polycomb	70000	short_range	Short-range Gained
106522	Pkdcc	gained	1.51616700289439	4.68513870571452e-10	chr17	loop_17453_anchor1	Polycomb	75000	short_range	Short-range Gained
240055	Neurl1b	gained	1.15256557895269	0.0203924747950662	chr17	loop_21950_anchor1	Other	140000	short_range	Short-range Gained
226999	Slc9a2	gained	0.694474551153017	0.0041319076576548	chr1	loop_22005_anchor1	Other	190000	short_range	Short-range Gained
214968	Sema6d	gained	-0.316769536530068	0.0436310081540495	chr2	loop_13210_anchor1	Poised_Enhancer	500000	short_range	Short-range Gained
67574	Alg13	gained	0.360442192845368	0.00221042169307339	chrX	loop_14742_anchor1	Other	240000	short_range	Short-range Gained
16599	Klf3	gained	0.655085097890892	3.14290419166218e-8	chr5	loop_17670_anchor1	Poised_Enhancer	100000	short_range	Short-range Gained
233781	Xylt1	gained	0.5563939439745	3.03422845494149e-15	chr7	loop_19399_anchor1	Repressed_Promoter	500000	short_range	Short-range Gained
56533	Rgs17	gained	0.59839679638363	1.24214909138095e-4	chr10	loop_17761_anchor1	Other	55000	short_range	Short-range Gained
67014	Riox2	gained	0.579014498603598	0.0268495087647219	chr16	loop_19288_anchor1	Other	140000	short_range	Short-range Gained
52357	Wwc2	gained	0.414388246683808	2.17926028044248e-4	chr8	loop_58_anchor1	Other	430000	short_range	Short-range Gained
17475	Mpdz	lost	-1.00361457713173	4.01815537871605e-28	chr4	loop_962_anchor1	Other	1440000	long_range	Long-range Lost
13360	Dhcr7	gained	-0.358933162142329	0.0193887895509831	chr7	loop_1177_anchor1	Other	250000	short_range	Short-range Gained
20979	Syt1	lost	-2.49328754389298	1.55842202855686e-31	chr10	loop_1219_anchor1	Active_Promoter	670000	long_range	Long-range Lost
75572	Acyp2	lost	-0.62462509884743	1.17615051102957e-4	chr11	loop_16947_anchor1	Other	925000	long_range	Long-range Lost
66497	Cmss1	lost	-0.48929911864898	3.21001988150244e-4	chr16	loop_1594_anchor1	Other	1110000	long_range	Long-range Lost
272790	Magee2	gained	2.16558736661207	1.70845010446242e-5	chrX	loop_1838_anchor1	Other	90000	short_range	Short-range Gained
77994	Mir99ahg	lost	-0.566174362203161	0.00260184802477921	chr16	loop_11085_anchor1	Poised_Enhancer	900000	long_range	Long-range Lost
243385	Gprin3	lost	-1.37416296655745	3.61812423452472e-27	chr6	loop_3707_anchor1	Other	700000	long_range	Long-range Lost
319887	E030030I06Rik	lost	2.22097743622824	0.00170477573246931	chr10	loop_3892_anchor1	Bivalent_Promoter	660000	long_range	Long-range Lost
320472	Ppm1e	gained	0.767906587294688	9.10099350890108e-7	chr11	loop_4090_anchor1	Other	100000	short_range	Short-range Gained
78894	Aacs	gained	-0.429955383372432	0.00846489564997681	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range	Short-range Gained
208151	Tmem132b	gained	0.643301559419836	4.0569419484236e-5	chr5	loop_4728_anchor1	Repressed_Promoter	280000	short_range	Short-range Gained
64453	Zfp280b	gained	0.476599081116034	3.38628062817334e-5	chr10	loop_4867_anchor1	Poised_Enhancer	140000	short_range	Short-range Gained
21834	Thrb	gained	0.367656760058742	0.0200240718448945	chr14	loop_6340_anchor1	Bivalent_Promoter	280000	short_range	Short-range Gained
270802	Kics2	gained	-0.497621361980158	0.0274116196733904	chr10	loop_6205_anchor1	Polycomb	210000	short_range	Short-range Gained
14706	Gng4	gained	2.27795889157635	7.17934178281688e-38	chr13	loop_6538_anchor1	Repressed_Promoter	170000	short_range	Short-range Gained
56846	Necab3	gained	-2.0518554084249	1.44244958767316e-7	chr2	loop_6985_anchor1	Other	390000	short_range	Short-range Gained
19017	Ppargc1a	gained	0.368103802749515	0.00417694366414892	chr5	loop_19268_anchor1	Active_Promoter	500000	short_range	Short-range Gained
13839	Epha5	gained	2.50883674505393	2.55620723519252e-28	chr5	loop_7238_anchor1	Repressed_Promoter	340000	short_range	Short-range Gained
14803	Grid1	lost	0.576910156036565	1.82515831549174e-5	chr14	loop_8398_anchor1	Repressed_Promoter	2220000	long_range	Long-range Lost
211652	Wwc1	lost	1.0089204279085	5.14856793606431e-26	chr11	loop_9854_anchor1	Poised_Enhancer	4560000	long_range	Long-range Lost
72852	Mblac2	lost	-0.460116616514472	7.2378956614132e-4	chr13	loop_10049_anchor1	Active_Promoter	2975000	long_range	Long-range Lost
107831	Adgrb1	gained	0.644729818082322	4.3781314599474e-8	chr15	loop_11151_anchor1	Polycomb	110000	short_range	Short-range Gained
69439	Mroh4	gained	1.81090960772797	0.0382529274529898	chr15	loop_11151_anchor1	Polycomb	110000	short_range	Short-range Gained
228421	Kif18a	lost	-0.877053655013156	0.00306292279061905	chr2	loop_14495_anchor1	Active_Promoter	610000	long_range	Long-range Lost
58194	Sh3kbp1	gained	0.30889051050614	0.00898761033513745	chrX	loop_14662_anchor1	Repressed_Promoter	340000	short_range	Short-range Gained
73124	Golim4	lost	-0.655683239617625	3.46007305989461e-6	chr3	loop_15320_anchor1	Other	2920000	long_range	Long-range Lost
22062	Trp73	gained	-2.75130858096855	2.65173501758225e-52	chr4	loop_19185_anchor1	Polycomb	250000	short_range	Short-range Gained
230959	Ajap1	gained	0.30613536339312	0.0250063642278181	chr4	loop_16021_anchor1	Repressed_Promoter	460000	short_range	Short-range Gained
23859	Dlg2	lost	-0.935650144592073	7.37211143489804e-9	chr7	loop_18000_anchor1	Other	920000	long_range	Long-range Lost
216560	Wdpcp	lost	-0.319841321179945	0.0319549237459302	chr11	loop_19016_anchor1	Active_Promoter	940000	long_range	Long-range Lost
11472	Actn2	gained	0.63679243406607	0.021876281154837	chr13	loop_19083_anchor1	Other	90000	short_range	Short-range Gained
21812	Tgfbr1	lost	0.567854658774411	0.0077527779514548	chr4	loop_3835_anchor1	Other	1275000	long_range	Long-range Lost
76071	Jakmip1	gained	0.483992122718637	3.29957305037143e-8	chr5	loop_20083_anchor1	Poised_Enhancer	90000	short_range	Short-range Gained
229474	Fhdc1	lost	0.95654184843121	7.22860842822734e-13	chr3	loop_21310_anchor1	Active_Enhancer	1560000	long_range	Long-range Lost
234086	Erich1	gained	-0.388179274765264	0.0325282578153548	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range	Short-range Gained
244310	Dlgap2	gained	2.2350782617713	1.55041391916158e-15	chr8	loop_21670_anchor1	Repressed_Promoter	190000	short_range	Short-range Gained
387285	Hcrtr2	gained	1.29280828879772	2.38062616752682e-5	chr9	loop_21741_anchor1	Other	380000	short_range	Short-range Gained
20274	Scn9a	gained	0.786007444334188	3.9692179433338e-5	chr2	loop_22087_anchor1	Other	150000	short_range	Short-range Gained
230126	Shb	gained	2.17265362042404	1.33168033250557e-42	chr4	loop_22179_anchor1	Polycomb	240000	short_range	Short-range Gained
238271	Kcnh5	gained	1.93234491023811	3.21188224941468e-31	chr12	loop_22453_anchor1	Polycomb	190000	short_range	Short-range Gained
60406	Sap30	lost	-1.17706095884768	2.99759341770332e-7	chr8	loop_57_anchor1	Active_Promoter	3150000	long_range	Long-range Lost
67016	Tbc1d2b	lost	-0.301915752847932	0.00146854924378778	chr9	loop_175_anchor1	Poised_Enhancer	2000000	long_range	Long-range Lost
66912	Bzw2	lost	-0.347265664388472	0.00451179589534166	chr12	loop_393_anchor1	Active_Promoter	4050000	long_range	Long-range Lost
66797	Cntnap2	lost	-1.26187285918696	1.56615340053834e-13	chr6	loop_1164_anchor1	Active_Promoter	2125000	long_range	Long-range Lost
13865	Nr2f1	lost	-0.357357818366409	0.00314945437639624	chr13	loop_1616_anchor1	Other	6575000	long_range	Long-range Lost
213527	Pth2r	lost	1.31533460456596	6.33913055655808e-5	chr1	loop_1932_anchor1	Active_Promoter	4500000	long_range	Long-range Lost
70799	Cep192	lost	-0.41068415260212	4.41879804368129e-5	chr18	loop_1984_anchor1	Other	2575000	long_range	Long-range Lost
52662	Ldlrad4	lost	-0.396372705279617	0.00737974322305204	chr18	loop_1984_anchor1	Other	2575000	long_range	Long-range Lost
64817	Svep1	lost	-1.9850889525323001	1.81157573793042e-48	chr4	loop_2327_anchor1	Active_Enhancer	1650000	long_range	Long-range Lost
14677	Gnai1	lost	-0.501245112578662	9.89329399959095e-15	chr5	loop_2413_anchor1	Active_Enhancer	2600000	long_range	Long-range Lost
78894	Aacs	lost	-0.429955383372432	0.00846489564997681	chr5	loop_2424_anchor1	Repressed_Promoter	2975000	long_range	Long-range Lost
208151	Tmem132b	lost	0.643301559419836	4.0569419484236e-5	chr5	loop_2424_anchor1	Repressed_Promoter	2975000	long_range	Long-range Lost
12226	Btg1	lost	-0.423593428466574	0.00208990910943935	chr10	loop_2638_anchor1	Active_Enhancer	950000	long_range	Long-range Lost
75409	Slitrk5	lost	0.349828275356235	0.00258650352679427	chr14	loop_2781_anchor1	Active_Promoter	1775000	long_range	Long-range Lost
216565	Ehbp1	lost	-0.313982356560908	0.00436966654992365	chr11	loop_2910_anchor1	Active_Enhancer	1350000	long_range	Long-range Lost
110789	Adgrv1	lost	-0.858532372830314	4.08270624356787e-4	chr13	loop_3005_anchor1	Active_Promoter	4375000	long_range	Long-range Lost
67486	Polr3g	lost	-0.598939936240938	0.00486508099254953	chr13	loop_3005_anchor1	Active_Promoter	4375000	long_range	Long-range Lost
211914	Asap2	gained	-0.58384649979323	4.19626405467206e-5	chr12	loop_3076_anchor1	Other	300000	short_range	Short-range Gained
209456	Trp53bp2	gained	-0.711535095473594	4.00987748138079e-23	chr1	loop_3353_anchor1	Active_Promoter	350000	short_range	Short-range Gained
15490	Hsd17b7	lost	-0.444778650707478	0.0156516067127739	chr1	loop_3364_anchor1	Other	675000	long_range	Long-range Lost
245450	Slitrk2	lost	-0.814635047188875	2.33490857673291e-13	chrX	loop_3661_anchor1	Active_Promoter	2025000	long_range	Long-range Lost
54698	Crtam	gained	-0.45361963267852	3.46082674196045e-8	chr9	loop_4359_anchor1	Active_Enhancer	450000	short_range	Short-range Gained
233246	Ano5	lost	-0.561652127706964	0.0026697245919031	chr7	loop_5280_anchor1	Repressed_Promoter	4100000	long_range	Long-range Lost
244682	Cntn5	lost	-1.04705288225456	0.00352380141451465	chr9	loop_5500_anchor1	Repressed_Promoter	1975000	long_range	Long-range Lost
211378	Zfp1008	gained	0.844490563578368	0.0105423227744593	chr13	loop_6870_anchor1	Other	300000	short_range	Short-range Gained
19417	Rasgrf1	lost	-0.398290269018613	0.00440783396916023	chr9	loop_9165_anchor1	Polycomb	9075000	long_range	Long-range Lost
109019	Nabp1	lost	-0.748615424886668	1.22054514142839e-4	chr1	loop_12020_anchor1	Active_Promoter	625000	long_range	Long-range Lost
107515	Lgr4	lost	-0.376916360434039	5.88546716354287e-6	chr2	loop_13298_anchor1	Active_Promoter	650000	long_range	Long-range Lost
12801	Cnr1	lost	-0.739791747540985	1.10762383888079e-45	chr4	loop_14534_anchor1	Active_Promoter	625000	long_range	Long-range Lost
26436	Psg16	lost	-0.302738037595387	0.0074949640304725	chr7	loop_16121_anchor1	Other	1600000	long_range	Long-range Lost
11489	Adam12	lost	0.727642806161758	3.38362896607571e-7	chr7	loop_16141_anchor1	Polycomb	9100000	long_range	Long-range Lost
224481	Tfb1m	lost	-0.363283777249093	0.0260656597108953	chr17	loop_17308_anchor1	Other	1425000	long_range	Long-range Lost
320152	4930412C18Rik	gained	-0.792401271414404	4.72985419651406e-6	chr4	loop_17973_anchor1	Repressed_Promoter	325000	short_range	Short-range Gained
70693	Adgra3	lost	0.620558642368797	4.30373464074967e-6	chr5	loop_18097_anchor1	Other	2075000	long_range	Long-range Lost
11600	Angpt1	lost	-1.97816234694563	3.73628080119086e-25	chr15	loop_1539_anchor2	Active_Promoter	610000	long_range	Long-range Lost
70762	Dclk2	lost	-0.497543812560727	4.75865357300251e-11	chr3	loop_17841_anchor2	Repressed_Promoter	650000	long_range	Long-range Lost
12564	Cdh8	lost	-1.20648776388163	8.01622876107688e-12	chr8	loop_18710_anchor2	Active_Promoter	550000	long_range	Long-range Lost
19268	Ptprf	lost	1.47687119521649	6.9403103703088e-38	chr4	loop_3050_anchor2	Other	585000	long_range	Long-range Lost
217946	Cdca7l	gained	-1.08663127557582	0.0180012612299035	chr12	loop_21870_anchor2	Other	170000	short_range	Short-range Gained
15490	Hsd17b7	gained	-0.444778650707478	0.0156516067127739	chr1	loop_3749_anchor2	Other	265000	short_range	Short-range Gained
20502	Slc16a2	gained	0.747809124786141	2.37784665712389e-8	chrX	loop_19791_anchor2	Other	150000	short_range	Short-range Gained
70415	Stk26	gained	2.88584472335663	1.64057332887444e-19	chrX	loop_21245_anchor2	Other	250000	short_range	Short-range Gained
20312	Cx3cl1	gained	1.0662660831455	6.14172691752e-10	chr8	loop_4165_anchor2	Bivalent_Promoter	70000	short_range	Short-range Gained
73230	Bmper	gained	1.03603599951141	8.69670909716256e-15	chr9	loop_21731_anchor2	Polycomb	190000	short_range	Short-range Gained
72301	Shisal1	gained	1.34270783544533	2.9483692701254e-15	chr15	loop_4527_anchor2	Repressed_Promoter	185000	short_range	Short-range Gained
15442	Hpse	gained	4.24380774455346	4.87675194180281e-6	chr5	loop_22228_anchor2	Poised_Enhancer	80000	short_range	Short-range Gained
74694	Tbc1d30	gained	0.337130790739875	0.0160513144599594	chr10	loop_16445_anchor2	Polycomb	225000	short_range	Short-range Gained
208431	Shroom4	gained	0.892167392066657	2.48497233462519e-12	chrX	loop_5877_anchor2	Other	215000	short_range	Short-range Gained
72333	Palld	gained	0.690217742946027	4.03708113648406e-8	chr8	loop_7879_anchor2	Other	340000	short_range	Short-range Gained
330914	Arhgap32	gained	0.444813500073553	1.49688087398188e-12	chr9	loop_8807_anchor2	Polycomb	180000	short_range	Short-range Gained
110637	Grik4	gained	0.487826782934688	1.28155176288748e-4	chr9	loop_8739_anchor2	Repressed_Promoter	160000	short_range	Short-range Gained
110637	Grik4	lost	0.487826782934688	1.28155176288748e-4	chr9	loop_7382_anchor2	Repressed_Promoter	615000	long_range	Long-range Lost
18799	Plcd1	gained	0.594973303673798	0.00947185816384282	chr9	loop_7406_anchor2	Poised_Enhancer	145000	short_range	Short-range Gained
330914	Arhgap32	lost	0.444813500073553	1.49688087398188e-12	chr9	loop_8912_anchor2	Polycomb	600000	long_range	Long-range Lost
18667	Pgr	gained	0.819239509008309	1.28375057977089e-10	chr9	loop_8947_anchor2	Other	270000	short_range	Short-range Gained
319371	D030028A08Rik	lost	-0.68458827777434506	0.041050336340065	chr11	loop_9643_anchor2	Poised_Enhancer	590000	long_range	Long-range Lost
12890	Cplx2	gained	-0.516404972518089	1.12224660476177e-7	chr13	loop_8236_anchor2	Poised_Enhancer	115000	short_range	Short-range Gained
72293	Nkd2	gained	1.59407744033104	3.04020939681572e-5	chr13	loop_8410_anchor2	Polycomb	105000	short_range	Short-range Gained
68070	Pdzd2	gained	0.664664148888136	8.34722457288814e-6	chr15	loop_10864_anchor2	Other	210000	short_range	Short-range Gained
72388	Ripk4	gained	2.2619719230795	5.35054672059543e-9	chr16	loop_11550_anchor2	Poised_Enhancer	260000	short_range	Short-range Gained
22339	Vegfa	gained	0.334658642904976	0.0033371369320529	chr17	loop_9713_anchor2	Active_Promoter	120000	short_range	Short-range Gained
69397	1700019A02Rik	gained	-0.960592053448583	1.22658579636816e-5	chr1	loop_12304_anchor2	Poised_Enhancer	220000	short_range	Short-range Gained
227099	Pms1	gained	-0.87532945009755	1.66395784618125e-19	chr1	loop_12304_anchor2	Poised_Enhancer	220000	short_range	Short-range Gained
14427	Galr1	gained	1.58236220126535	1.08094671056573e-4	chr18	loop_22026_anchor2	Bivalent_Promoter	400000	short_range	Short-range Gained
72832	Crtac1	gained	0.656453673865079	1.50471658052764e-5	chr19	loop_13509_anchor2	Other	130000	short_range	Short-range Gained
20779	Src	gained	0.485840043773867	7.36385216239133e-6	chr2	loop_11146_anchor2	Poised_Enhancer	115000	short_range	Short-range Gained
11898	Ass1	gained	1.28336350776133	7.92079664870434e-4	chr2	loop_14036_anchor2	Poised_Enhancer	190000	short_range	Short-range Gained
353282	Sfmbt2	lost	1.48532445175647	3.9732066217599e-27	chr2	loop_14376_anchor2	Other	1610000	long_range	Long-range Lost
110173	Manba	gained	-0.420546805673521	9.24606018224369e-4	chr3	loop_12035_anchor2	Poised_Enhancer	180000	short_range	Short-range Gained
242425	Gabbr2	gained	0.41463135504051	1.40402354567178e-5	chr4	loop_12519_anchor2	Poised_Enhancer	425000	short_range	Short-range Gained
433904	Ociad2	gained	0.675281286289108	0.00436502499408539	chr5	loop_12925_anchor2	Other	245000	short_range	Short-range Gained
231134	Dok7	gained	0.970717252683647	1.27918371243071e-10	chr5	loop_13051_anchor2	Other	125000	short_range	Short-range Gained
