chr	bin_start	bin_end	ctrl_label	mut_label	continous_rank_ctrl	continous_rank_mut	label_changed
chr8	36200001	36300000	A.1	A.1	0.790071518721077	0.77819392426134	FALSE
chr8	36300001	36400000	A.1	A.1	0.790071518721077	0.845609654598419	FALSE
chr8	36400001	36500000	A.1	A.1	0.923853596970972	0.913025384935497	FALSE
chr8	36500001	36600000	A.1	A.1	0.843079511989904	0.913025384935497	FALSE
chr8	36600001	36700000	A.1	B.1	0.762305427008835	0.446525176862256	TRUE
chr8	36700001	36800000	B.1	B.1	0.367690366007573	0.446525176862256	FALSE
chr8	36800001	36900000	B.1	B.1	0.367690366007573	0.446525176862256	FALSE
chr8	36900001	37000000	B.1	B.1	0.367690366007573	0.446525176862256	FALSE
chr8	37000001	37100000	B.1	B.1	0.367690366007573	0.446525176862256	FALSE
chr8	37100001	37200000	B.2	B.2	0.0012620950778292	0.192259675405743	FALSE
chr8	37200001	37300000	B.2	B.2	0.0012620950778292	0.192259675405743	FALSE
chr8	37300001	37400000	B.2	B.2	0.0012620950778292	0.0919683728672493	FALSE
chr8	37400001	37500000	B.2	B.2	0.0012620950778292	0.0919683728672493	FALSE
chr8	37500001	37600000	B.2	B.2	0.0012620950778292	0.0917602996254682	FALSE
chr8	37600001	37700000	B.2	B.2	0.0012620950778292	0.0915522263836871	FALSE
chr8	37700001	37800000	B.2	B.2	0.0012620950778292	0.0915522263836871	FALSE
chr8	37800001	37900000	B.2	B.2	0.0012620950778292	0.0882230545151893	FALSE
chr8	37900001	38000000	B.2	B.2	0.0012620950778292	0.0882230545151893	FALSE
chr8	38000001	38100000	B.2	B.2	0.0012620950778292	0.0882230545151893	FALSE
chr8	38100001	38200000	B.2	B.2	0.0012620950778292	0.0882230545151893	FALSE
chr8	38200001	38300000	B.2	B.2	0.0012620950778292	0.0923845193508115	FALSE
chr8	38300001	38400000	B.2	B.2	0.0012620950778292	0.0923845193508115	FALSE
chr8	38400001	38500000	B.2	B.2	0.0012620950778292	0.0923845193508115	FALSE
chr8	38500001	38600000	B.2	B.2	0.0729911653344551	0.142114024136496	FALSE
chr8	38600001	38700000	B.2	B.2	0.144720235591081	0.191843528922181	FALSE
chr8	38700001	38800000	B.2	B.2	0.144720235591081	0.191843528922181	FALSE
chr8	38800001	38900000	B.2	B.2	0.144720235591081	0.191843528922181	FALSE
chr8	38900001	39000000	B.2	B.2	0.144720235591081	0.191843528922181	FALSE
chr8	39000001	39100000	A.2	A.2	0.530921329406815	0.539741989180191	FALSE
chr8	39100001	39200000	A.2	A.2	0.530921329406815	0.539741989180191	FALSE
chr8	39200001	39300000	A.2	A.2	0.530921329406815	0.539741989180191	FALSE
chr8	39300001	39400000	B.2	B.2	0.180058897770299	0.241364960466084	FALSE
chr8	39400001	39500000	B.2	B.2	0.180058897770299	0.241364960466084	FALSE
chr8	39500001	39600000	B.2	B.2	0.180058897770299	0.241364960466084	FALSE
chr8	39600001	39700000	B.2	B.2	0.162599915860329	0.178318768206408	FALSE
chr8	39700001	39800000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	39800001	39900000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	39900001	40000000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	40000001	40100000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	40100001	40200000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	40200001	40300000	B.2	B.2	0.145140933950358	0.115272575946733	FALSE
chr8	40300001	40400000	A.1	A.1	0.852334875893984	0.889305035372451	FALSE
chr8	40400001	40500000	A.1	A.1	0.852334875893984	0.889305035372451	FALSE
chr8	40500001	40600000	A.1	A.1	0.852334875893984	0.889305035372451	FALSE
chr8	40600001	40700000	A.1	A.1	0.852334875893984	0.889305035372451	FALSE
chr8	40700001	40800000	B.1	B.1	0.474127050904501	0.461922596754057	FALSE
chr8	40800001	40900000	B.1	B.1	0.474127050904501	0.461922596754057	FALSE
chr8	40900001	41000000	A.1	B.1	0.8270929743374	0.461922596754057	TRUE
chr8	41000001	41100000	A.1	A.1	0.8270929743374	0.906783187682064	FALSE
chr8	41100001	41200000	A.1	A.2	0.846445098864115	0.66167290886392	TRUE
chr8	41200001	41300000	A.1	A.1	0.846445098864115	0.841448189762797	FALSE
chr8	41300001	41400000	A.1	A.1	0.846445098864115	0.841448189762797	FALSE
chr8	41400001	41500000	A.1	B.2	0.846445098864115	0.18227215980025	TRUE
chr8	41500001	41600000	B.2	B.2	0.200673117374842	0.18227215980025	FALSE
chr8	41600001	41700000	B.2	B.2	0.200673117374842	0.18227215980025	FALSE
chr8	41700001	41800000	B.2	B.2	0.200673117374842	0.18227215980025	FALSE
chr8	41800001	41900000	B.2	B.2	0.134202776609171	0.0982105701206826	FALSE
chr8	41900001	42000000	B.2	B.2	0.0677324358435002	0.0141489804411153	FALSE
chr8	42000001	42100000	B.2	B.2	0.0677324358435002	0.0141489804411153	FALSE
chr8	42100001	42200000	B.2	B.2	0.0677324358435002	0.0141489804411153	FALSE
chr8	42200001	42300000	B.2	B.2	0.0677324358435002	0.0141489804411153	FALSE
chr8	42300001	42400000	B.2	B.2	0.0778291964661338	0.0141489804411153	FALSE
chr8	42400001	42500000	B.2	B.2	0.0879259570887674	0.0141489804411153	FALSE
chr8	42500001	42600000	B.2	B.2	0.0879259570887674	0.0141489804411153	FALSE
chr8	42600001	42700000	B.2	B.2	0.0879259570887674	0.0141489804411153	FALSE
chr8	42700001	42800000	B.2	B.2	0.0879259570887674	0.0141489804411153	FALSE
chr8	42800001	42900000	B.2	B.2	0.183845183003786	0.0711610486891386	FALSE
chr8	42900001	43000000	B.2	B.2	0.183845183003786	0.128173116937162	FALSE
chr8	49600001	49700000	B.2	B.2	0.0244005048380311	0.0792759051186016	FALSE
chr8	49700001	49800000	B.2	B.2	0.154396297854438	0.129005409904286	FALSE
chr8	49800001	49900000	B.2	B.2	0.110012620950778	0.109238451935081	FALSE
